Orthogroup	Prbc	Pral
OG0000072	Prbc.g_00400	Pral.g_00872
OG0000073	Prbc.g_01579	Pral.g_00591
OG0000074	Prbc.g_01960	Pral.g_01818
OG0000075	Prbc.g_00236	Pral.g_00279
OG0000076	Prbc.g_00211	Pral.g_00305
OG0000077	Prbc.g_00495	Pral.g_00969
OG0000078	Prbc.g_00330	Pral.g_00800
OG0000079	Prbc.g_01148	Pral.g_00787
OG0000081	Prbc.g_01610	Pral.g_00559
OG0000082	Prbc.g_00891	Pral.g_00057
OG0000083	Prbc.g_02193, Prbc.g_01233	Pral.g_01898
OG0000084	Prbc.g_00705	Pral.g_01169
OG0000085	Prbc.g_00826	Pral.g_00099
OG0000086	Prbc.g_00485	Pral.g_00959
OG0000087	Prbc.g_00432	Pral.g_00906
OG0000088	Prbc.g_00405	Pral.g_00878
OG0000089	Prbc.g_01268	Pral.g_00676
OG0000090	Prbc.g_01612	Pral.g_00557
OG0000091	Prbc.g_01719	Pral.g_01443
OG0000092	Prbc.g_01982	Pral.g_01244
OG0000093	Prbc.g_01843	Pral.g_01472
OG0000094	Prbc.g_01935	Pral.g_01604
OG0000095	Prbc.g_02113	Pral.g_01561
OG0000096	Prbc.g_01323	Pral.g_00444
OG0000097	Prbc.g_01400	Pral.g_01416
OG0000098	Prbc.g_00585	Pral.g_01239
OG0000099	Prbc.g_01229	Pral.g_01201
OG0000100	Prbc.g_00785	Pral.g_01078
OG0000101	Prbc.g_00284	Pral.g_00243
OG0000102	Prbc.g_00206	Pral.g_00310
OG0000103	Prbc.g_01053	Pral.g_00397
OG0000104	Prbc.g_01065	Pral.g_00406
OG0000105	Prbc.g_01167	Pral.g_00765
OG0000106	Prbc.g_00134, Prbc.g_00641	Pral.g_01859
OG0000107	Prbc.g_00934	Pral.g_00171
OG0000108	Prbc.g_01540	Pral.g_00611
OG0000109	Prbc.g_01553	Pral.g_00596
OG0000110	Prbc.g_01654	Pral.g_00513
OG0000111	Prbc.g_01781	Pral.g_01739
OG0000112	Prbc.g_02028	Pral.g_01635
OG0000113	Prbc.g_00153	Pral.g_01511
OG0000114	Prbc.g_01977	Pral.g_01799
OG0000115	Prbc.g_00801	Pral.g_01141
OG0000116	Prbc.g_01457	Pral.g_01356
OG0000117	Prbc.g_00102	Pral.g_01396, Pral.g_01398, Pral.g_01397
OG0000118	Prbc.g_00577	Pral.g_01269
OG0000119	Prbc.g_00650	Pral.g_01861, Pral.g_01063
OG0000120	Prbc.g_01753	Pral.g_00702
OG0000121	Prbc.g_00711	Pral.g_01159
OG0000122	Prbc.g_00750	Pral.g_01116
OG0000123	Prbc.g_00277	Pral.g_00250
OG0000124	Prbc.g_00193	Pral.g_00322
OG0000125	Prbc.g_00997	Pral.g_00358
OG0000126	Prbc.g_01063	Pral.g_00405
OG0000128	Prbc.g_01081	Pral.g_00421
OG0000129	Prbc.g_01122	Pral.g_01000
OG0000130	Prbc.g_00504	Pral.g_00978
OG0000131	Prbc.g_00426	Pral.g_00900
OG0000132	Prbc.g_00407	Pral.g_00880
OG0000133	Prbc.g_01214	Pral.g_00717
OG0000134	Prbc.g_01270	Pral.g_00674
OG0000135	Prbc.g_02198, Prbc.g_02183	Pral.g_01034
OG0000136	Prbc.g_01502	Pral.g_00653
OG0000137	Prbc.g_01534	Pral.g_00617
OG0000138	Prbc.g_01554	Pral.g_00595
OG0000139	Prbc.g_01616	Pral.g_00553
OG0000140	Prbc.g_01617	Pral.g_00552
OG0000141	Prbc.g_01684	Pral.g_00481
OG0000142	Prbc.g_01712	Pral.g_01436
OG0000143	Prbc.g_01716	Pral.g_01440
OG0000144	Prbc.g_01729	Pral.g_01453
OG0000145	Prbc.g_02142	Pral.g_01037
OG0000146	Prbc.g_02027	Pral.g_01636
OG0000147	Prbc.g_02026	Pral.g_01637
OG0000148	Prbc.g_01876	Pral.g_01505
OG0000149	Prbc.g_01908	Pral.g_01535
OG0000150	Prbc.g_01916	Pral.g_01545
OG0000151	Prbc.g_01988	Pral.g_01789
OG0000152	Prbc.g_02036	Pral.g_01627
OG0000153	Prbc.g_02054	Pral.g_01578
OG0000154	Prbc.g_02083	Pral.g_01595
OG0000155	Prbc.g_01424	Pral.g_01390
OG0000156	Prbc.g_00555	Pral.g_01292
OG0000157	Prbc.g_00556	Pral.g_01291
OG0000158	Prbc.g_00228	Pral.g_00287
OG0000160	Prbc.g_00710	Pral.g_01160
OG0000161	Prbc.g_00716	Pral.g_01154
OG0000162	Prbc.g_00722	Pral.g_01148
OG0000163	Prbc.g_00758	Pral.g_01106
OG0000164	Prbc.g_00854	Pral.g_00131
OG0000165	Prbc.g_00862	Pral.g_00138
OG0000166	Prbc.g_00321	Pral.g_00206
OG0000167	Prbc.g_00238	Pral.g_00277
OG0000168	Prbc.g_00227	Pral.g_00288
OG0000169	Prbc.g_00217	Pral.g_00298
OG0000170	Prbc.g_00215	Pral.g_00301
OG0000171	Prbc.g_00194	Pral.g_00321
OG0000172	Prbc.g_00967	Pral.g_00328
OG0000173	Prbc.g_00982	Pral.g_00343
OG0000174	Prbc.g_01013	Pral.g_00375
OG0000175	Prbc.g_01044	Pral.g_00387
OG0000176	Prbc.g_01074	Pral.g_00414
OG0000177	Prbc.g_01075	Pral.g_00415
OG0000178	Prbc.g_01076	Pral.g_00416
OG0000179	Prbc.g_01086	Pral.g_01028
OG0000180	Prbc.g_01087	Pral.g_01027
OG0000181	Prbc.g_01088	Pral.g_01026
OG0000182	Prbc.g_01089	Pral.g_01025
OG0000183	Prbc.g_01093	Pral.g_01021
OG0000184	Prbc.g_01124	Pral.g_00996
OG0000185	Prbc.g_01127	Pral.g_00993
OG0000186	Prbc.g_00509	Pral.g_00984
OG0000187	Prbc.g_00508	Pral.g_00983
OG0000188	Prbc.g_00491	Pral.g_00965
OG0000189	Prbc.g_00477	Pral.g_00951
OG0000190	Prbc.g_00476	Pral.g_00950
OG0000191	Prbc.g_00453	Pral.g_00928
OG0000192	Prbc.g_00449	Pral.g_00923
OG0000193	Prbc.g_00425	Pral.g_00899
OG0000194	Prbc.g_00422	Pral.g_00896
OG0000195	Prbc.g_00420	Pral.g_00894
OG0000196	Prbc.g_00410	Pral.g_00883
OG0000197	Prbc.g_00409	Pral.g_00882
OG0000198	Prbc.g_00408	Pral.g_00881
OG0000199	Prbc.g_00401	Pral.g_00873
OG0000200	Prbc.g_00388	Pral.g_00860
OG0000201	Prbc.g_00379	Pral.g_00851
OG0000202	Prbc.g_00378	Pral.g_00850
OG0000203	Prbc.g_00377	Pral.g_00849
OG0000204	Prbc.g_00376	Pral.g_00848
OG0000205	Prbc.g_00369	Pral.g_00842
OG0000206	Prbc.g_00365	Pral.g_00837
OG0000207	Prbc.g_00363	Pral.g_00835
OG0000208	Prbc.g_00362	Pral.g_00834
OG0000209	Prbc.g_00352	Pral.g_00825
OG0000210	Prbc.g_00351	Pral.g_00824
OG0000211	Prbc.g_00337	Pral.g_00807
OG0000212	Prbc.g_00329	Pral.g_00799
OG0000213	Prbc.g_01153	Pral.g_00781
OG0000214	Prbc.g_01161	Pral.g_00772
OG0000215	Prbc.g_01185	Pral.g_00746
OG0000216	Prbc.g_01186	Pral.g_00744
OG0000217	Prbc.g_01189	Pral.g_00741
OG0000218	Prbc.g_01191	Pral.g_00739
OG0000219	Prbc.g_01192	Pral.g_00738
OG0000220	Prbc.g_01193	Pral.g_00737
OG0000221	Prbc.g_01194	Pral.g_00736
OG0000222	Prbc.g_01202	Pral.g_00729
OG0000223	Prbc.g_01215	Pral.g_00716
OG0000224	Prbc.g_01217	Pral.g_00714
OG0000225	Prbc.g_01257	Pral.g_00686
OG0000226	Prbc.g_01261	Pral.g_00682
OG0000227	Prbc.g_01263	Pral.g_00680
OG0000228	Prbc.g_01267	Pral.g_00677
OG0000229	Prbc.g_01497	Pral.g_00658
OG0000230	Prbc.g_01499	Pral.g_00656
OG0000231	Prbc.g_01510	Pral.g_00644
OG0000232	Prbc.g_01518	Pral.g_00631
OG0000233	Prbc.g_01526	Pral.g_00625
OG0000234	Prbc.g_01535	Pral.g_00616
OG0000235	Prbc.g_01539	Pral.g_00612
OG0000236	Prbc.g_01552	Pral.g_00597
OG0000237	Prbc.g_01586	Pral.g_00584
OG0000238	Prbc.g_01592	Pral.g_00578
OG0000239	Prbc.g_01604	Pral.g_00565
OG0000240	Prbc.g_01605	Pral.g_00564
OG0000241	Prbc.g_01609	Pral.g_00560
OG0000242	Prbc.g_01611	Pral.g_00558
OG0000243	Prbc.g_01622	Pral.g_00547
OG0000244	Prbc.g_01626	Pral.g_00544
OG0000245	Prbc.g_01628	Pral.g_00542
OG0000246	Prbc.g_01632	Pral.g_00538
OG0000247	Prbc.g_01642	Pral.g_00527
OG0000248	Prbc.g_01644	Pral.g_00524
OG0000249	Prbc.g_01646	Pral.g_00522
OG0000250	Prbc.g_01651	Pral.g_00516
OG0000251	Prbc.g_01667	Pral.g_00498
OG0000252	Prbc.g_01669	Pral.g_00495
OG0000253	Prbc.g_01671	Pral.g_00494
OG0000254	Prbc.g_01688	Pral.g_00477
OG0000255	Prbc.g_01694	Pral.g_00470
OG0000256	Prbc.g_01704	Pral.g_00460
OG0000257	Prbc.g_01707	Pral.g_01430
OG0000258	Prbc.g_01720	Pral.g_01444
OG0000259	Prbc.g_01737	Pral.g_01461
OG0000260	Prbc.g_01740	Pral.g_01464
OG0000261	Prbc.g_01743	Pral.g_01467
OG0000262	Prbc.g_01748	Pral.g_01471
OG0000263	Prbc.g_01762	Pral.g_01761
OG0000264	Prbc.g_01773	Pral.g_01750
OG0000265	Prbc.g_01787	Pral.g_01729
OG0000266	Prbc.g_01797	Pral.g_01719
OG0000267	Prbc.g_01810	Pral.g_01706
OG0000268	Prbc.g_01811	Pral.g_01705
OG0000269	Prbc.g_01853	Pral.g_01483
OG0000270	Prbc.g_01856	Pral.g_01486
OG0000271	Prbc.g_01864	Pral.g_01494
OG0000272	Prbc.g_01865	Pral.g_01495
OG0000273	Prbc.g_01890	Pral.g_01518
OG0000274	Prbc.g_01891	Pral.g_01519
OG0000275	Prbc.g_01893	Pral.g_01522
OG0000276	Prbc.g_01899	Pral.g_01527
OG0000277	Prbc.g_01900	Pral.g_01528
OG0000278	Prbc.g_01904	Pral.g_01531
OG0000279	Prbc.g_01911	Pral.g_01538
OG0000280	Prbc.g_00068	Pral.g_01539
OG0000281	Prbc.g_01917	Pral.g_01546
OG0000282	Prbc.g_01979	Pral.g_01797
OG0000283	Prbc.g_02010	Pral.g_01655
OG0000284	Prbc.g_02015	Pral.g_01650
OG0000285	Prbc.g_02020	Pral.g_01644
OG0000286	Prbc.g_02035	Pral.g_01628
OG0000287	Prbc.g_02190	Pral.g_00050
OG0000288	Prbc.g_02082	Pral.g_01594
OG0000289	Prbc.g_02094	Pral.g_01609
OG0000290	Prbc.g_02110	Pral.g_01564
OG0000291	Prbc.g_02112	Pral.g_01562
OG0000292	Prbc.g_00173	Pral.g_01316
OG0000293	Prbc.g_01456	Pral.g_01357
OG0000294	Prbc.g_01455	Pral.g_01358
OG0000295	Prbc.g_01431	Pral.g_01382
OG0000296	Prbc.g_01429	Pral.g_01384
OG0000297	Prbc.g_01421	Pral.g_01394
OG0000298	Prbc.g_01420	Pral.g_01395
OG0000299	Prbc.g_01401	Pral.g_01415
OG0000300	Prbc.g_01398	Pral.g_01419
OG0000301	Prbc.g_01397	Pral.g_01420
OG0000302	Prbc.g_01395	Pral.g_01422
OG0000303	Prbc.g_01390	Pral.g_01428
OG0000304	Prbc.g_01387	Pral.g_00455
OG0000305	Prbc.g_00810	Pral.g_01323
OG0000306	Prbc.g_01921	Pral.g_01550
OG0000307	Prbc.g_00666	Pral.g_01213
OG0000308	Prbc.g_00667	Pral.g_01212
OG0000309	Prbc.g_00671	Pral.g_01208
OG0000310	Prbc.g_00693	Pral.g_01181
OG0000311	Prbc.g_00695	Pral.g_01179
OG0000312	Prbc.g_00698	Pral.g_01176
OG0000313	Prbc.g_00713	Pral.g_01157
OG0000314	Prbc.g_00734	Pral.g_01133
OG0000315	Prbc.g_00744	Pral.g_01123
OG0000316	Prbc.g_00768	Pral.g_01095
OG0000317	Prbc.g_00830	Pral.g_00104
OG0000318	Prbc.g_00833	Pral.g_00108
OG0000319	Prbc.g_00844	Pral.g_00121
OG0000320	Prbc.g_00846	Pral.g_00123
OG0000321	Prbc.g_00847	Pral.g_00124
OG0000322	Prbc.g_00848	Pral.g_00125
OG0000323	Prbc.g_00857	Pral.g_00134
OG0000324	Prbc.g_00884	Pral.g_00162
OG0000325	Prbc.g_00935	Pral.g_00172
OG0000326	Prbc.g_00941	Pral.g_00179
OG0000327	Prbc.g_00326	Pral.g_00201
OG0000328	Prbc.g_00325	Pral.g_00202
OG0000329	Prbc.g_00308	Pral.g_00219
OG0000330	Prbc.g_00307	Pral.g_00220
OG0000331	Prbc.g_00306	Pral.g_00221
OG0000332	Prbc.g_00292	Pral.g_00235
OG0000333	Prbc.g_00290	Pral.g_00237
OG0000334	Prbc.g_00281	Pral.g_00246
OG0000335	Prbc.g_00276	Pral.g_00251
OG0000336	Prbc.g_00272	Pral.g_00255
OG0000337	Prbc.g_00241	Pral.g_00274
OG0000338	Prbc.g_00240	Pral.g_00275
OG0000339	Prbc.g_00235	Pral.g_00280
OG0000340	Prbc.g_00226	Pral.g_00289
OG0000341	Prbc.g_00224	Pral.g_00291
OG0000342	Prbc.g_00223	Pral.g_00292
OG0000343	Prbc.g_00222	Pral.g_00293
OG0000344	Prbc.g_00219	Pral.g_00296
OG0000345	Prbc.g_00214	Pral.g_00302
OG0000346	Prbc.g_00210	Pral.g_00306
OG0000347	Prbc.g_00190	Pral.g_00323
OG0000348	Prbc.g_00970	Pral.g_00331
OG0000349	Prbc.g_00988	Pral.g_00349
OG0000350	Prbc.g_01009	Pral.g_00370
OG0000351	Prbc.g_01047	Pral.g_00390
OG0000352	Prbc.g_01048	Pral.g_00391
OG0000353	Prbc.g_01068	Pral.g_00409
OG0000355	Prbc.g_01071	Pral.g_00411
OG0000356	Prbc.g_01072	Pral.g_00412
OG0000357	Prbc.g_01073	Pral.g_00413
OG0000358	Prbc.g_01077	Pral.g_00417
OG0000359	Prbc.g_01078	Pral.g_00418
OG0000360	Prbc.g_01079	Pral.g_00419
OG0000361	Prbc.g_01080	Pral.g_00420
OG0000362	Prbc.g_01082	Pral.g_00422
OG0000363	Prbc.g_01084	Pral.g_01030
OG0000364	Prbc.g_01085	Pral.g_01029
OG0000365	Prbc.g_01090	Pral.g_01024
OG0000366	Prbc.g_01091	Pral.g_01023
OG0000367	Prbc.g_01092	Pral.g_01022
OG0000368	Prbc.g_01094	Pral.g_01020
OG0000369	Prbc.g_01095	Pral.g_01019
OG0000370	Prbc.g_01096	Pral.g_01018
OG0000371	Prbc.g_01102	Pral.g_01011
OG0000372	Prbc.g_01104	Pral.g_01009
OG0000373	Prbc.g_01105	Pral.g_01008
OG0000374	Prbc.g_01106	Pral.g_01007
OG0000375	Prbc.g_01118	Pral.g_01005
OG0000376	Prbc.g_01120	Pral.g_01003
OG0000377	Prbc.g_01123	Pral.g_00999
OG0000378	Prbc.g_01125	Pral.g_00995
OG0000379	Prbc.g_01128	Pral.g_00992
OG0000380	Prbc.g_00507	Pral.g_00982
OG0000381	Prbc.g_00503	Pral.g_00977
OG0000382	Prbc.g_00492	Pral.g_00966
OG0000383	Prbc.g_00490	Pral.g_00964
OG0000384	Prbc.g_00489	Pral.g_00963
OG0000385	Prbc.g_00488	Pral.g_00962
OG0000386	Prbc.g_00487	Pral.g_00961
OG0000387	Prbc.g_00474	Pral.g_00948
OG0000388	Prbc.g_00470	Pral.g_00944
OG0000389	Prbc.g_00467	Pral.g_00941
OG0000390	Prbc.g_00458	Pral.g_00932
OG0000391	Prbc.g_00454	Pral.g_00929
OG0000392	Prbc.g_00451	Pral.g_00925
OG0000393	Prbc.g_00448	Pral.g_00922
OG0000394	Prbc.g_00447	Pral.g_00921
OG0000395	Prbc.g_00446	Pral.g_00920
OG0000396	Prbc.g_00443	Pral.g_00918
OG0000397	Prbc.g_00441	Pral.g_00916
OG0000398	Prbc.g_00438	Pral.g_00913
OG0000399	Prbc.g_00437	Pral.g_00912
OG0000400	Prbc.g_00436	Pral.g_00911
OG0000401	Prbc.g_00435	Pral.g_00910
OG0000402	Prbc.g_02145	Pral.g_00450
OG0000403	Prbc.g_00434	Pral.g_00908
OG0000404	Prbc.g_00433	Pral.g_00907
OG0000405	Prbc.g_00428	Pral.g_00903
OG0000406	Prbc.g_00424	Pral.g_00898
OG0000407	Prbc.g_00423	Pral.g_00897
OG0000408	Prbc.g_00421	Pral.g_00895
OG0000409	Prbc.g_00419	Pral.g_00893
OG0000410	Prbc.g_00418	Pral.g_00892
OG0000411	Prbc.g_00417	Pral.g_00891
OG0000412	Prbc.g_00416	Pral.g_00890
OG0000413	Prbc.g_00415	Pral.g_00888
OG0000414	Prbc.g_00414	Pral.g_00887
OG0000415	Prbc.g_00413	Pral.g_00886
OG0000416	Prbc.g_00412	Pral.g_00885
OG0000417	Prbc.g_00411	Pral.g_00884
OG0000418	Prbc.g_00406	Pral.g_00879
OG0000419	Prbc.g_00404	Pral.g_00877
OG0000420	Prbc.g_00403	Pral.g_00875
OG0000421	Prbc.g_00399	Pral.g_00871
OG0000422	Prbc.g_00398	Pral.g_00870
OG0000423	Prbc.g_00397	Pral.g_00869
OG0000424	Prbc.g_00396	Pral.g_00868
OG0000425	Prbc.g_00395	Pral.g_00867
OG0000426	Prbc.g_00394	Pral.g_00866
OG0000427	Prbc.g_00393	Pral.g_00865
OG0000428	Prbc.g_00391	Pral.g_00863
OG0000429	Prbc.g_00390	Pral.g_00862
OG0000430	Prbc.g_00389	Pral.g_00861
OG0000431	Prbc.g_00387	Pral.g_00859
OG0000432	Prbc.g_00383	Pral.g_00855
OG0000433	Prbc.g_00382	Pral.g_00854
OG0000434	Prbc.g_00381	Pral.g_00853
OG0000435	Prbc.g_00380	Pral.g_00852
OG0000436	Prbc.g_00375	Pral.g_00847
OG0000437	Prbc.g_00374	Pral.g_00846
OG0000438	Prbc.g_00373	Pral.g_00845
OG0000439	Prbc.g_00371	Pral.g_00844
OG0000440	Prbc.g_00370	Pral.g_00843
OG0000441	Prbc.g_00368	Pral.g_00840
OG0000442	Prbc.g_00367	Pral.g_00839
OG0000443	Prbc.g_00366	Pral.g_00838
OG0000444	Prbc.g_00361	Pral.g_00833
OG0000445	Prbc.g_00360	Pral.g_00832
OG0000446	Prbc.g_00358	Pral.g_00831
OG0000447	Prbc.g_00357	Pral.g_00830
OG0000448	Prbc.g_00356	Pral.g_00829
OG0000449	Prbc.g_00355	Pral.g_00828
OG0000450	Prbc.g_00354	Pral.g_00827
OG0000451	Prbc.g_00353	Pral.g_00826
OG0000452	Prbc.g_00350	Pral.g_00823
OG0000453	Prbc.g_00349	Pral.g_00822
OG0000454	Prbc.g_00348	Pral.g_00821
OG0000455	Prbc.g_00347	Pral.g_00820
OG0000456	Prbc.g_00346	Pral.g_00819
OG0000457	Prbc.g_00345	Pral.g_00817
OG0000458	Prbc.g_00344	Pral.g_00816
OG0000459	Prbc.g_00343	Pral.g_00815
OG0000460	Prbc.g_00335	Pral.g_00805
OG0000461	Prbc.g_01140	Pral.g_00796
OG0000462	Prbc.g_01142	Pral.g_00795
OG0000463	Prbc.g_01143	Pral.g_00794
OG0000464	Prbc.g_01144	Pral.g_00793
OG0000465	Prbc.g_01145	Pral.g_00792
OG0000466	Prbc.g_01146	Pral.g_00789
OG0000467	Prbc.g_01147	Pral.g_00788
OG0000468	Prbc.g_01149	Pral.g_00785
OG0000469	Prbc.g_01156	Pral.g_00777
OG0000470	Prbc.g_01158	Pral.g_00775
OG0000471	Prbc.g_01159	Pral.g_00774
OG0000472	Prbc.g_01160	Pral.g_00773
OG0000473	Prbc.g_01162	Pral.g_00771
OG0000474	Prbc.g_01163	Pral.g_00770
OG0000475	Prbc.g_01164	Pral.g_00769
OG0000476	Prbc.g_01166	Pral.g_00767
OG0000477	Prbc.g_01168	Pral.g_00764
OG0000478	Prbc.g_01169	Pral.g_00763
OG0000479	Prbc.g_01170	Pral.g_00762
OG0000480	Prbc.g_01175	Pral.g_00756
OG0000481	Prbc.g_01177	Pral.g_00754
OG0000482	Prbc.g_01178	Pral.g_00753
OG0000483	Prbc.g_01181	Pral.g_00750
OG0000484	Prbc.g_01182	Pral.g_00749
OG0000485	Prbc.g_01183	Pral.g_00748
OG0000486	Prbc.g_01184	Pral.g_00747
OG0000487	Prbc.g_01187	Pral.g_00743
OG0000488	Prbc.g_01190	Pral.g_00740
OG0000489	Prbc.g_01195	Pral.g_00735
OG0000490	Prbc.g_01200	Pral.g_00731
OG0000491	Prbc.g_01201	Pral.g_00730
OG0000492	Prbc.g_01203	Pral.g_00728
OG0000493	Prbc.g_01204	Pral.g_00727
OG0000494	Prbc.g_01205	Pral.g_00726
OG0000495	Prbc.g_01206	Pral.g_00725
OG0000496	Prbc.g_01207	Pral.g_00724
OG0000497	Prbc.g_01208	Pral.g_00723
OG0000498	Prbc.g_01209	Pral.g_00722
OG0000499	Prbc.g_01210	Pral.g_00721
OG0000500	Prbc.g_01211	Pral.g_00720
OG0000501	Prbc.g_01213	Pral.g_00718
OG0000502	Prbc.g_01216	Pral.g_00715
OG0000503	Prbc.g_01246	Pral.g_00698
OG0000504	Prbc.g_01248	Pral.g_00696
OG0000505	Prbc.g_01249	Pral.g_00695
OG0000506	Prbc.g_01250	Pral.g_00694
OG0000507	Prbc.g_01253	Pral.g_00691
OG0000508	Prbc.g_01256	Pral.g_00687
OG0000509	Prbc.g_01258	Pral.g_00685
OG0000510	Prbc.g_01259	Pral.g_00684
OG0000511	Prbc.g_01260	Pral.g_00683
OG0000512	Prbc.g_01262	Pral.g_00681
OG0000513	Prbc.g_01271	Pral.g_00673
OG0000514	Prbc.g_01492	Pral.g_00663
OG0000515	Prbc.g_01493	Pral.g_00662
OG0000516	Prbc.g_01494	Pral.g_00661
OG0000517	Prbc.g_01496	Pral.g_00659
OG0000518	Prbc.g_01507	Pral.g_00647
OG0000519	Prbc.g_01508	Pral.g_00646
OG0000520	Prbc.g_01509	Pral.g_00645
OG0000521	Prbc.g_01514	Pral.g_00635
OG0000522	Prbc.g_01516	Pral.g_00633
OG0000523	Prbc.g_01517	Pral.g_00632
OG0000524	Prbc.g_01524	Pral.g_00627
OG0000525	Prbc.g_01528	Pral.g_00623
OG0000526	Prbc.g_01529	Pral.g_00622
OG0000527	Prbc.g_01532	Pral.g_00619
OG0000528	Prbc.g_01538	Pral.g_00613
OG0000529	Prbc.g_01541	Pral.g_00610
OG0000530	Prbc.g_01544	Pral.g_00607
OG0000531	Prbc.g_01545	Pral.g_00606
OG0000532	Prbc.g_01546	Pral.g_00603
OG0000533	Prbc.g_01547	Pral.g_00602
OG0000534	Prbc.g_01548	Pral.g_00601
OG0000535	Prbc.g_01549	Pral.g_00600
OG0000536	Prbc.g_01550	Pral.g_00599
OG0000537	Prbc.g_01551	Pral.g_00598
OG0000538	Prbc.g_01580	Pral.g_00590
