Orthogroup	Prah	Prbi
OG0000268	Prah.g_02294	Prbi.g_00180
OG0000269	Prah.g_02296	Prbi.g_00182
OG0000270	Prah.g_02297	Prbi.g_00183
OG0000271	Prah.g_02298	Prbi.g_00184
OG0000272	Prah.g_02299	Prbi.g_00185
OG0000273	Prah.g_02300	Prbi.g_00186
OG0000274	Prah.g_02301	Prbi.g_00187
OG0000275	Prah.g_02302	Prbi.g_00188
OG0000276	Prah.g_02303	Prbi.g_00189
OG0000277	Prah.g_02305	Prbi.g_00191
OG0000278	Prah.g_02306	Prbi.g_00192
OG0000279	Prah.g_02307	Prbi.g_00193
OG0000280	Prah.g_02309	Prbi.g_00195
OG0000281	Prah.g_02310	Prbi.g_00197
OG0000282	Prah.g_02311	Prbi.g_00198
OG0000283	Prah.g_02312	Prbi.g_00199
OG0000284	Prah.g_02313	Prbi.g_00200
OG0000285	Prah.g_02314	Prbi.g_00201
OG0000286	Prah.g_02315	Prbi.g_00202
OG0000287	Prah.g_02316	Prbi.g_00203
OG0000288	Prah.g_00709	Prbi.g_00205
OG0000289	Prah.g_02321	Prbi.g_00206
OG0000290	Prah.g_02323	Prbi.g_00207
OG0000291	Prah.g_02334	Prbi.g_00209
OG0000292	Prah.g_02336	Prbi.g_00210
OG0000293	Prah.g_02339	Prbi.g_00211
OG0000294	Prah.g_02341	Prbi.g_00212
OG0000295	Prah.g_02344	Prbi.g_00213
OG0000296	Prah.g_02345	Prbi.g_00214
OG0000297	Prah.g_02350	Prbi.g_00215
OG0000298	Prah.g_02353	Prbi.g_00217
OG0000299	Prah.g_02354	Prbi.g_00218
OG0000300	Prah.g_02355	Prbi.g_00219
OG0000301	Prah.g_02356	Prbi.g_00220
OG0000302	Prah.g_02357	Prbi.g_00221
OG0000303	Prah.g_02358	Prbi.g_00222
OG0000304	Prah.g_02360	Prbi.g_00224
OG0000305	Prah.g_02361	Prbi.g_00225
OG0000306	Prah.g_02364	Prbi.g_00228
OG0000307	Prah.g_02365	Prbi.g_00229
OG0000308	Prah.g_02370	Prbi.g_00230
OG0000309	Prah.g_02371	Prbi.g_00231
OG0000310	Prah.g_02372	Prbi.g_00232
OG0000311	Prah.g_02420	Prbi.g_00233
OG0000312	Prah.g_02419	Prbi.g_00234
OG0000313	Prah.g_02418	Prbi.g_00235
OG0000314	Prah.g_02417	Prbi.g_00236
OG0000315	Prah.g_02415	Prbi.g_00237
OG0000316	Prah.g_02411	Prbi.g_00238
OG0000317	Prah.g_02410	Prbi.g_00239
OG0000318	Prah.g_02409	Prbi.g_00240
OG0000319	Prah.g_02403	Prbi.g_00241
OG0000320	Prah.g_02402	Prbi.g_00242
OG0000321	Prah.g_02400	Prbi.g_00243
OG0000322	Prah.g_02399	Prbi.g_00244
OG0000323	Prah.g_02398	Prbi.g_00245
OG0000324	Prah.g_02397	Prbi.g_00246
OG0000325	Prah.g_02396	Prbi.g_00247
OG0000326	Prah.g_02395	Prbi.g_00248
OG0000327	Prah.g_02394	Prbi.g_00249
OG0000328	Prah.g_02392	Prbi.g_00250
OG0000329	Prah.g_02391	Prbi.g_00251
OG0000330	Prah.g_02390	Prbi.g_00252
OG0000331	Prah.g_01786	Prbi.g_00253
OG0000332	Prah.g_01411	Prbi.g_00254
OG0000333	Prah.g_01412	Prbi.g_00255
OG0000334	Prah.g_01413	Prbi.g_00256
OG0000335	Prah.g_01782	Prbi.g_00257
OG0000336	Prah.g_01781	Prbi.g_00259
OG0000337	Prah.g_01779	Prbi.g_00260
OG0000338	Prah.g_01772	Prbi.g_00264
OG0000339	Prah.g_02074	Prbi.g_00266
OG0000340	Prah.g_02078	Prbi.g_00268
OG0000341	Prah.g_02079	Prbi.g_00269
OG0000342	Prah.g_02080	Prbi.g_00270
OG0000343	Prah.g_02082	Prbi.g_00271
OG0000344	Prah.g_02087	Prbi.g_00274
OG0000345	Prah.g_02098	Prbi.g_00277
OG0000346	Prah.g_02099	Prbi.g_00278
OG0000347	Prah.g_02101	Prbi.g_00281
OG0000348	Prah.g_02103	Prbi.g_00283
OG0000349	Prah.g_02105	Prbi.g_00284
OG0000350	Prah.g_02111	Prbi.g_00286
OG0000351	Prah.g_01785	Prbi.g_00287
OG0000352	Prah.g_02114	Prbi.g_00288
OG0000353	Prah.g_02115	Prbi.g_00289
OG0000354	Prah.g_02117	Prbi.g_00290
OG0000355	Prah.g_02118	Prbi.g_00291
OG0000356	Prah.g_02119	Prbi.g_00292
OG0000357	Prah.g_02120	Prbi.g_00293
OG0000358	Prah.g_02121	Prbi.g_00294
OG0000359	Prah.g_02123	Prbi.g_00295
OG0000360	Prah.g_02128	Prbi.g_00299
OG0000361	Prah.g_02129	Prbi.g_00300
OG0000362	Prah.g_02130	Prbi.g_00301
OG0000363	Prah.g_02132	Prbi.g_00302
OG0000364	Prah.g_02137	Prbi.g_00306
OG0000365	Prah.g_02138	Prbi.g_00307
OG0000366	Prah.g_02140	Prbi.g_00309
OG0000367	Prah.g_02142	Prbi.g_00310
OG0000368	Prah.g_02143	Prbi.g_00311
OG0000369	Prah.g_02144	Prbi.g_00312
OG0000370	Prah.g_02145	Prbi.g_00313
OG0000371	Prah.g_02146	Prbi.g_00314
OG0000372	Prah.g_02147	Prbi.g_00315
OG0000373	Prah.g_02148	Prbi.g_00316
OG0000374	Prah.g_02151	Prbi.g_00318
OG0000375	Prah.g_02152	Prbi.g_00319
OG0000376	Prah.g_02156	Prbi.g_00322
OG0000377	Prah.g_02157	Prbi.g_00323
OG0000378	Prah.g_02158	Prbi.g_00324
OG0000379	Prah.g_02159	Prbi.g_00325
OG0000380	Prah.g_02166	Prbi.g_00326
OG0000381	Prah.g_02167	Prbi.g_00327
OG0000382	Prah.g_02168	Prbi.g_00328
OG0000383	Prah.g_02170	Prbi.g_00329
OG0000384	Prah.g_02172	Prbi.g_00332
OG0000385	Prah.g_02173	Prbi.g_00333
OG0000386	Prah.g_02174	Prbi.g_00334
OG0000387	Prah.g_02175	Prbi.g_00335
OG0000388	Prah.g_02176	Prbi.g_00336
OG0000389	Prah.g_02177	Prbi.g_00337
OG0000390	Prah.g_02178	Prbi.g_00338
OG0000391	Prah.g_02179	Prbi.g_00339
OG0000392	Prah.g_02180	Prbi.g_00340
OG0000393	Prah.g_02181	Prbi.g_00341
OG0000394	Prah.g_02182	Prbi.g_00342
OG0000395	Prah.g_02183	Prbi.g_00343
OG0000396	Prah.g_02186	Prbi.g_00345
OG0000397	Prah.g_02197	Prbi.g_00347
OG0000398	Prah.g_02199	Prbi.g_00348
OG0000399	Prah.g_01956	Prbi.g_00351
OG0000400	Prah.g_01949	Prbi.g_00352
OG0000401	Prah.g_01948	Prbi.g_00353
OG0000402	Prah.g_01940	Prbi.g_00358
OG0000403	Prah.g_01938	Prbi.g_00359
OG0000404	Prah.g_01937	Prbi.g_00360
OG0000405	Prah.g_01935	Prbi.g_00362
OG0000406	Prah.g_01930	Prbi.g_00365
OG0000407	Prah.g_01929	Prbi.g_00366
OG0000408	Prah.g_01922	Prbi.g_00369
OG0000409	Prah.g_01921	Prbi.g_00370
OG0000410	Prah.g_01920	Prbi.g_00371
OG0000411	Prah.g_01919	Prbi.g_00372
OG0000412	Prah.g_01918	Prbi.g_00373
OG0000413	Prah.g_01917	Prbi.g_00374
OG0000414	Prah.g_01916	Prbi.g_00375
OG0000415	Prah.g_01915	Prbi.g_00376
OG0000416	Prah.g_00204	Prbi.g_00379
OG0000417	Prah.g_00205	Prbi.g_00380
OG0000418	Prah.g_00208	Prbi.g_00381
OG0000419	Prah.g_00209	Prbi.g_00382
OG0000420	Prah.g_00579	Prbi.g_00383
OG0000421	Prah.g_01837	Prbi.g_00395
OG0000422	Prah.g_01661	Prbi.g_00403
OG0000423	Prah.g_01181	Prbi.g_00404
OG0000424	Prah.g_02072	Prbi.g_00409
OG0000425	Prah.g_00218	Prbi.g_00432
OG0000426	Prah.g_00219	Prbi.g_00433
OG0000427	Prah.g_00221	Prbi.g_00434
OG0000428	Prah.g_00229	Prbi.g_00436
OG0000429	Prah.g_00230	Prbi.g_00437
OG0000430	Prah.g_00232	Prbi.g_00439
OG0000431	Prah.g_00233	Prbi.g_00440
OG0000432	Prah.g_00234	Prbi.g_00441
OG0000433	Prah.g_00235	Prbi.g_00442
OG0000434	Prah.g_00237	Prbi.g_00443
OG0000435	Prah.g_00238	Prbi.g_00444
OG0000436	Prah.g_00239	Prbi.g_00445
OG0000437	Prah.g_00240	Prbi.g_00446
OG0000438	Prah.g_00241	Prbi.g_00447
OG0000439	Prah.g_00242	Prbi.g_00448
OG0000440	Prah.g_00247	Prbi.g_00449
OG0000441	Prah.g_00251	Prbi.g_00450
OG0000442	Prah.g_00252	Prbi.g_00451
OG0000443	Prah.g_00253	Prbi.g_00452
OG0000444	Prah.g_00254	Prbi.g_00453
OG0000445	Prah.g_00255	Prbi.g_00454
OG0000446	Prah.g_00257	Prbi.g_00456
OG0000447	Prah.g_00258	Prbi.g_00457
OG0000448	Prah.g_00261	Prbi.g_00459
OG0000449	Prah.g_00290	Prbi.g_00463
OG0000450	Prah.g_00291	Prbi.g_00464
OG0000451	Prah.g_00294	Prbi.g_00465
OG0000452	Prah.g_00304	Prbi.g_00466
OG0000453	Prah.g_00306	Prbi.g_00467
OG0000454	Prah.g_00308	Prbi.g_00474
OG0000455	Prah.g_00310	Prbi.g_00476
OG0000456	Prah.g_01575	Prbi.g_00480
OG0000457	Prah.g_01572	Prbi.g_00481
OG0000458	Prah.g_01567	Prbi.g_00482
OG0000459	Prah.g_01565	Prbi.g_00484
OG0000460	Prah.g_01563	Prbi.g_00486
OG0000461	Prah.g_01562	Prbi.g_00487
OG0000462	Prah.g_01561	Prbi.g_00488
OG0000463	Prah.g_01558	Prbi.g_00490
OG0000464	Prah.g_01556	Prbi.g_00491
OG0000465	Prah.g_01555	Prbi.g_00492
OG0000466	Prah.g_01554	Prbi.g_00493
OG0000467	Prah.g_01553	Prbi.g_00494
OG0000468	Prah.g_01552	Prbi.g_00495
OG0000469	Prah.g_01551	Prbi.g_00496
OG0000470	Prah.g_01550	Prbi.g_00497
OG0000471	Prah.g_01549	Prbi.g_00498
OG0000472	Prah.g_01541	Prbi.g_00503
OG0000473	Prah.g_01540	Prbi.g_00504
OG0000474	Prah.g_01539	Prbi.g_00505
OG0000475	Prah.g_01538	Prbi.g_00506
OG0000476	Prah.g_01535	Prbi.g_00508
OG0000477	Prah.g_01534	Prbi.g_00509
OG0000478	Prah.g_01533	Prbi.g_00510
OG0000479	Prah.g_01532	Prbi.g_00511
OG0000480	Prah.g_01530	Prbi.g_00513
OG0000481	Prah.g_01529	Prbi.g_00515
OG0000482	Prah.g_01528	Prbi.g_00516
OG0000483	Prah.g_01526	Prbi.g_00518
OG0000484	Prah.g_01525	Prbi.g_00519
OG0000485	Prah.g_01524	Prbi.g_00520
OG0000486	Prah.g_01519	Prbi.g_00521
OG0000487	Prah.g_01514	Prbi.g_00526
OG0000488	Prah.g_01513	Prbi.g_00528
OG0000489	Prah.g_01512	Prbi.g_00529
OG0000490	Prah.g_01510	Prbi.g_00530
OG0000491	Prah.g_01509	Prbi.g_00531
OG0000492	Prah.g_01505	Prbi.g_00532
OG0000493	Prah.g_01094	Prbi.g_00533
OG0000494	Prah.g_01035	Prbi.g_00534
OG0000495	Prah.g_01500	Prbi.g_00537
OG0000496	Prah.g_01498	Prbi.g_00538
OG0000497	Prah.g_01496	Prbi.g_00539
OG0000498	Prah.g_01495	Prbi.g_00540
OG0000499	Prah.g_01489	Prbi.g_00541
OG0000500	Prah.g_01484	Prbi.g_00543
OG0000501	Prah.g_01482	Prbi.g_00544
OG0000502	Prah.g_01480	Prbi.g_00545
OG0000503	Prah.g_01474	Prbi.g_00547
OG0000504	Prah.g_01473	Prbi.g_00548
OG0000505	Prah.g_01472	Prbi.g_00549
OG0000506	Prah.g_01470	Prbi.g_00550
OG0000507	Prah.g_01469	Prbi.g_00551
OG0000508	Prah.g_01468	Prbi.g_00552
OG0000509	Prah.g_01467	Prbi.g_00553
OG0000510	Prah.g_01466	Prbi.g_00554
OG0000511	Prah.g_01464	Prbi.g_00556
OG0000512	Prah.g_01463	Prbi.g_00557
OG0000513	Prah.g_01462	Prbi.g_00558
OG0000514	Prah.g_01461	Prbi.g_00559
OG0000515	Prah.g_01460	Prbi.g_00560
OG0000516	Prah.g_01459	Prbi.g_00561
OG0000517	Prah.g_01458	Prbi.g_00563
OG0000518	Prah.g_01457	Prbi.g_00564
OG0000519	Prah.g_01454	Prbi.g_00565
OG0000520	Prah.g_01452	Prbi.g_00566
OG0000521	Prah.g_01451	Prbi.g_00567
OG0000522	Prah.g_01450	Prbi.g_00568
OG0000523	Prah.g_01449	Prbi.g_00569
OG0000524	Prah.g_01448	Prbi.g_00570
OG0000525	Prah.g_01446	Prbi.g_00571
OG0000526	Prah.g_01445	Prbi.g_00572
OG0000527	Prah.g_01444	Prbi.g_00573
OG0000528	Prah.g_01443	Prbi.g_00574
OG0000529	Prah.g_01441	Prbi.g_00575
OG0000530	Prah.g_01440	Prbi.g_00576
OG0000531	Prah.g_01439	Prbi.g_00577
OG0000532	Prah.g_01438	Prbi.g_00578
OG0000533	Prah.g_01434	Prbi.g_00580
OG0000534	Prah.g_01433	Prbi.g_00581
OG0000535	Prah.g_01432	Prbi.g_00582
OG0000536	Prah.g_01431	Prbi.g_00583
OG0000537	Prah.g_01430	Prbi.g_00584
OG0000538	Prah.g_01429	Prbi.g_00585
OG0000539	Prah.g_01425	Prbi.g_00588
OG0000540	Prah.g_01424	Prbi.g_00589
OG0000541	Prah.g_01423	Prbi.g_00590
OG0000542	Prah.g_01417	Prbi.g_00593
OG0000543	Prah.g_01416	Prbi.g_00594
OG0000544	Prah.g_01415	Prbi.g_00595
OG0000545	Prah.g_01414	Prbi.g_00596
OG0000546	Prah.g_01408	Prbi.g_00597
OG0000547	Prah.g_01407	Prbi.g_00598
OG0000548	Prah.g_01406	Prbi.g_00599
OG0000549	Prah.g_01404	Prbi.g_00601
OG0000550	Prah.g_01403	Prbi.g_00602
OG0000551	Prah.g_01402	Prbi.g_00603
OG0000552	Prah.g_01401	Prbi.g_00604
OG0000553	Prah.g_01400	Prbi.g_00605
OG0000554	Prah.g_01399	Prbi.g_00606
OG0000555	Prah.g_01396	Prbi.g_00607
OG0000556	Prah.g_01394	Prbi.g_00608
OG0000557	Prah.g_01393	Prbi.g_00609
OG0000558	Prah.g_01392	Prbi.g_00610
OG0000559	Prah.g_01391	Prbi.g_00611
OG0000560	Prah.g_01390	Prbi.g_00612
OG0000561	Prah.g_01389	Prbi.g_00613
OG0000562	Prah.g_01388	Prbi.g_00614
OG0000563	Prah.g_01387	Prbi.g_00615
OG0000564	Prah.g_01385	Prbi.g_00616
OG0000565	Prah.g_00532	Prbi.g_00617
OG0000566	Prah.g_00531	Prbi.g_00618
OG0000567	Prah.g_00530	Prbi.g_00619
OG0000568	Prah.g_00529	Prbi.g_00620
