Orthogroup	Prah	Prbf
OG0000295	Prah.g_02344	Prbf.g_01524
OG0000296	Prah.g_02345	Prbf.g_01525
OG0000297	Prah.g_02350	Prbf.g_01526
OG0000298	Prah.g_02353	Prbf.g_01528
OG0000299	Prah.g_02354	Prbf.g_01529
OG0000300	Prah.g_02355	Prbf.g_01530
OG0000301	Prah.g_02356	Prbf.g_01531
OG0000302	Prah.g_02357	Prbf.g_01532
OG0000303	Prah.g_02358	Prbf.g_01533
OG0000304	Prah.g_02360	Prbf.g_01535
OG0000305	Prah.g_02361	Prbf.g_01536
OG0000306	Prah.g_02364	Prbf.g_01539
OG0000307	Prah.g_02365	Prbf.g_01540
OG0000308	Prah.g_02370	Prbf.g_01541
OG0000309	Prah.g_02371	Prbf.g_01542
OG0000310	Prah.g_02372	Prbf.g_01543
OG0000311	Prah.g_02420	Prbf.g_01545
OG0000312	Prah.g_02419	Prbf.g_01546
OG0000313	Prah.g_02418	Prbf.g_01547
OG0000314	Prah.g_02417	Prbf.g_01548
OG0000315	Prah.g_02415	Prbf.g_01549
OG0000316	Prah.g_02411	Prbf.g_01550
OG0000317	Prah.g_02410	Prbf.g_01551
OG0000318	Prah.g_02409	Prbf.g_01552
OG0000319	Prah.g_02403	Prbf.g_01553
OG0000320	Prah.g_02402	Prbf.g_01554
OG0000321	Prah.g_02400	Prbf.g_01555
OG0000322	Prah.g_02399	Prbf.g_01556
OG0000323	Prah.g_02398	Prbf.g_01557
OG0000324	Prah.g_02397	Prbf.g_01558
OG0000325	Prah.g_02396	Prbf.g_01559
OG0000326	Prah.g_02395	Prbf.g_01560
OG0000327	Prah.g_02394	Prbf.g_01561
OG0000328	Prah.g_02392	Prbf.g_01563
OG0000329	Prah.g_02391	Prbf.g_01564
OG0000330	Prah.g_02390	Prbf.g_01565
OG0000331	Prah.g_01786	Prbf.g_01567
OG0000332	Prah.g_01411	Prbf.g_01568
OG0000333	Prah.g_01412	Prbf.g_01569
OG0000334	Prah.g_01413	Prbf.g_01570
OG0000335	Prah.g_01782	Prbf.g_01571
OG0000336	Prah.g_01781	Prbf.g_01573
OG0000337	Prah.g_01779	Prbf.g_01574
OG0000338	Prah.g_01772	Prbf.g_01579
OG0000339	Prah.g_02074	Prbf.g_01581
OG0000340	Prah.g_02078	Prbf.g_01583
OG0000341	Prah.g_02079	Prbf.g_01584
OG0000342	Prah.g_02080	Prbf.g_01585
OG0000343	Prah.g_02082	Prbf.g_01586
OG0000344	Prah.g_02087	Prbf.g_01589
OG0000345	Prah.g_02098	Prbf.g_01593
OG0000346	Prah.g_02099	Prbf.g_01594
OG0000347	Prah.g_02101	Prbf.g_01597
OG0000348	Prah.g_02103	Prbf.g_01598
OG0000349	Prah.g_02105	Prbf.g_01599
OG0000350	Prah.g_02111	Prbf.g_01601
OG0000351	Prah.g_01785	Prbf.g_01602
OG0000352	Prah.g_02114	Prbf.g_01603
OG0000353	Prah.g_02115	Prbf.g_01604
OG0000354	Prah.g_02117	Prbf.g_01606
OG0000355	Prah.g_02118	Prbf.g_01607
OG0000356	Prah.g_02119	Prbf.g_01608
OG0000357	Prah.g_02120	Prbf.g_01609
OG0000358	Prah.g_02121	Prbf.g_01610
OG0000359	Prah.g_02123	Prbf.g_01612
OG0000360	Prah.g_02128	Prbf.g_01615
OG0000361	Prah.g_02129	Prbf.g_01616
OG0000362	Prah.g_02130	Prbf.g_01617
OG0000363	Prah.g_02132	Prbf.g_01618
OG0000364	Prah.g_02137	Prbf.g_01622
OG0000365	Prah.g_02138	Prbf.g_01623
OG0000366	Prah.g_02140	Prbf.g_01626
OG0000367	Prah.g_02142	Prbf.g_01627
OG0000368	Prah.g_02143	Prbf.g_01628
OG0000369	Prah.g_02144	Prbf.g_01629
OG0000370	Prah.g_02145	Prbf.g_01630
OG0000371	Prah.g_02146	Prbf.g_01632
OG0000372	Prah.g_02147	Prbf.g_01633
OG0000373	Prah.g_02148	Prbf.g_01634
OG0000374	Prah.g_02151	Prbf.g_01635
OG0000375	Prah.g_02152	Prbf.g_01636
OG0000376	Prah.g_02156	Prbf.g_01639
OG0000377	Prah.g_02157	Prbf.g_01640
OG0000378	Prah.g_02158	Prbf.g_01641
OG0000379	Prah.g_02159	Prbf.g_01642
OG0000380	Prah.g_02166	Prbf.g_01643
OG0000381	Prah.g_02167	Prbf.g_01644
OG0000382	Prah.g_02168	Prbf.g_01645
OG0000383	Prah.g_02170	Prbf.g_01646
OG0000384	Prah.g_02172	Prbf.g_01648
OG0000385	Prah.g_02173	Prbf.g_01649
OG0000386	Prah.g_02174	Prbf.g_01650
OG0000387	Prah.g_02175	Prbf.g_01651
OG0000388	Prah.g_02176	Prbf.g_01652
OG0000389	Prah.g_02177	Prbf.g_01653
OG0000390	Prah.g_02178	Prbf.g_01654
OG0000391	Prah.g_02179	Prbf.g_01655
OG0000392	Prah.g_02180	Prbf.g_01656
OG0000393	Prah.g_02181	Prbf.g_01657
OG0000394	Prah.g_02182	Prbf.g_01658
OG0000395	Prah.g_02183	Prbf.g_01659
OG0000396	Prah.g_02186	Prbf.g_01660
OG0000397	Prah.g_02197	Prbf.g_01662
OG0000398	Prah.g_02199	Prbf.g_01663
OG0000399	Prah.g_01956	Prbf.g_01665
OG0000400	Prah.g_01949	Prbf.g_01671
OG0000401	Prah.g_01948	Prbf.g_01672
OG0000402	Prah.g_01940	Prbf.g_01678
OG0000403	Prah.g_01938	Prbf.g_01680
OG0000404	Prah.g_01937	Prbf.g_01681
OG0000405	Prah.g_01935	Prbf.g_01682
OG0000406	Prah.g_01930	Prbf.g_01685
OG0000407	Prah.g_01929	Prbf.g_01686
OG0000408	Prah.g_01922	Prbf.g_01689
OG0000409	Prah.g_01921	Prbf.g_01690
OG0000410	Prah.g_01920	Prbf.g_01691
OG0000411	Prah.g_01919	Prbf.g_01692
OG0000412	Prah.g_01918	Prbf.g_01693
OG0000413	Prah.g_01917	Prbf.g_01694
OG0000414	Prah.g_01916	Prbf.g_01695
OG0000415	Prah.g_01915	Prbf.g_01696
OG0000416	Prah.g_00204	Prbf.g_01700
OG0000417	Prah.g_00205	Prbf.g_01701
OG0000418	Prah.g_00208	Prbf.g_01703
OG0000419	Prah.g_00209	Prbf.g_01704
OG0000420	Prah.g_00579	Prbf.g_01190
OG0000421	Prah.g_01837	Prbf.g_00874
OG0000422	Prah.g_01661	Prbf.g_00741
OG0000423	Prah.g_01181	Prbf.g_00879
OG0000424	Prah.g_02072	Prbf.g_00629
OG0000425	Prah.g_00218	Prbf.g_01715
OG0000426	Prah.g_00219	Prbf.g_01716
OG0000427	Prah.g_00221	Prbf.g_01717
OG0000428	Prah.g_00229	Prbf.g_01719
OG0000429	Prah.g_00230	Prbf.g_01720
OG0000430	Prah.g_00232	Prbf.g_01722
OG0000431	Prah.g_00233	Prbf.g_01723
OG0000432	Prah.g_00234	Prbf.g_01724
OG0000433	Prah.g_00235	Prbf.g_01725
OG0000434	Prah.g_00237	Prbf.g_01726
OG0000435	Prah.g_00238	Prbf.g_01727
OG0000436	Prah.g_00239	Prbf.g_01728
OG0000437	Prah.g_00240	Prbf.g_01729
OG0000438	Prah.g_00241	Prbf.g_01730
OG0000439	Prah.g_00242	Prbf.g_01731
OG0000440	Prah.g_00247	Prbf.g_01732
OG0000441	Prah.g_00251	Prbf.g_01733
OG0000442	Prah.g_00252	Prbf.g_01734
OG0000443	Prah.g_00253	Prbf.g_01735
OG0000444	Prah.g_00254	Prbf.g_01736
OG0000445	Prah.g_00255	Prbf.g_01740
OG0000446	Prah.g_00257	Prbf.g_01742
OG0000447	Prah.g_00258	Prbf.g_01743
OG0000448	Prah.g_00261	Prbf.g_01744
OG0000449	Prah.g_00290	Prbf.g_01748
OG0000450	Prah.g_00291	Prbf.g_01749
OG0000451	Prah.g_00294	Prbf.g_01750
OG0000452	Prah.g_00304	Prbf.g_01752
OG0000453	Prah.g_00306	Prbf.g_01753
OG0000454	Prah.g_00308	Prbf.g_01754
OG0000455	Prah.g_00310	Prbf.g_01756
OG0000456	Prah.g_01575	Prbf.g_01760
OG0000457	Prah.g_01572	Prbf.g_01761
OG0000458	Prah.g_01567	Prbf.g_01762
OG0000459	Prah.g_01565	Prbf.g_01764
OG0000460	Prah.g_01563	Prbf.g_01766
OG0000461	Prah.g_01562	Prbf.g_01767
OG0000462	Prah.g_01561	Prbf.g_01768
OG0000463	Prah.g_01558	Prbf.g_01770
OG0000464	Prah.g_01556	Prbf.g_01771
OG0000465	Prah.g_01555	Prbf.g_01772
OG0000466	Prah.g_01554	Prbf.g_01773
OG0000467	Prah.g_01553	Prbf.g_01774
OG0000468	Prah.g_01552	Prbf.g_01775
OG0000469	Prah.g_01551	Prbf.g_01776
OG0000470	Prah.g_01550	Prbf.g_01777
OG0000471	Prah.g_01549	Prbf.g_01778
OG0000472	Prah.g_01541	Prbf.g_01784
OG0000473	Prah.g_01540	Prbf.g_01785
OG0000474	Prah.g_01539	Prbf.g_01786
OG0000475	Prah.g_01538	Prbf.g_01787
OG0000476	Prah.g_01535	Prbf.g_01788
OG0000477	Prah.g_01534	Prbf.g_01789
OG0000478	Prah.g_01533	Prbf.g_01790
OG0000479	Prah.g_01532	Prbf.g_01791
OG0000480	Prah.g_01530	Prbf.g_01793
OG0000481	Prah.g_01529	Prbf.g_01795
OG0000482	Prah.g_01528	Prbf.g_01796
OG0000483	Prah.g_01526	Prbf.g_01798
OG0000484	Prah.g_01525	Prbf.g_01799
OG0000485	Prah.g_01524	Prbf.g_01800
OG0000486	Prah.g_01519	Prbf.g_01801
OG0000487	Prah.g_01514	Prbf.g_01805
OG0000488	Prah.g_01513	Prbf.g_01806
OG0000489	Prah.g_01512	Prbf.g_01807
OG0000490	Prah.g_01510	Prbf.g_01808
OG0000491	Prah.g_01509	Prbf.g_01809
OG0000492	Prah.g_01505	Prbf.g_01810
OG0000493	Prah.g_01094	Prbf.g_01811
OG0000494	Prah.g_01035	Prbf.g_01812
OG0000495	Prah.g_01500	Prbf.g_01815
OG0000496	Prah.g_01498	Prbf.g_01816
OG0000497	Prah.g_01496	Prbf.g_01817
OG0000498	Prah.g_01495	Prbf.g_01818
OG0000499	Prah.g_01489	Prbf.g_01819
OG0000500	Prah.g_01484	Prbf.g_01821
OG0000501	Prah.g_01482	Prbf.g_01822
OG0000502	Prah.g_01480	Prbf.g_01823
OG0000503	Prah.g_01474	Prbf.g_01825
OG0000504	Prah.g_01473	Prbf.g_01826
OG0000505	Prah.g_01472	Prbf.g_01827
OG0000506	Prah.g_01470	Prbf.g_01828
OG0000507	Prah.g_01469	Prbf.g_01829
OG0000508	Prah.g_01468	Prbf.g_01830
OG0000509	Prah.g_01467	Prbf.g_01831
OG0000510	Prah.g_01466	Prbf.g_01832
OG0000511	Prah.g_01464	Prbf.g_01834
OG0000512	Prah.g_01463	Prbf.g_01835
OG0000513	Prah.g_01462	Prbf.g_01836
OG0000514	Prah.g_01461	Prbf.g_01837
OG0000515	Prah.g_01460	Prbf.g_01838
OG0000516	Prah.g_01459	Prbf.g_01839
OG0000517	Prah.g_01458	Prbf.g_01840
OG0000518	Prah.g_01457	Prbf.g_01841
OG0000519	Prah.g_01454	Prbf.g_01843
OG0000520	Prah.g_01452	Prbf.g_01845
OG0000521	Prah.g_01451	Prbf.g_01846
OG0000522	Prah.g_01450	Prbf.g_01847
OG0000523	Prah.g_01449	Prbf.g_01848
OG0000524	Prah.g_01448	Prbf.g_01849
OG0000525	Prah.g_01446	Prbf.g_01850
OG0000526	Prah.g_01445	Prbf.g_01851
OG0000527	Prah.g_01444	Prbf.g_01852
OG0000528	Prah.g_01443	Prbf.g_01853
OG0000529	Prah.g_01441	Prbf.g_01854
OG0000530	Prah.g_01440	Prbf.g_01855
OG0000531	Prah.g_01439	Prbf.g_01856
OG0000532	Prah.g_01438	Prbf.g_01857
OG0000533	Prah.g_01434	Prbf.g_01859
OG0000534	Prah.g_01433	Prbf.g_01860
OG0000535	Prah.g_01432	Prbf.g_01861
OG0000536	Prah.g_01431	Prbf.g_01862
OG0000537	Prah.g_01430	Prbf.g_01863
OG0000538	Prah.g_01429	Prbf.g_01864
OG0000539	Prah.g_01425	Prbf.g_01868
OG0000540	Prah.g_01424	Prbf.g_01869
OG0000541	Prah.g_01423	Prbf.g_01870
OG0000542	Prah.g_01417	Prbf.g_01873
OG0000543	Prah.g_01416	Prbf.g_01874
OG0000544	Prah.g_01415	Prbf.g_01875
OG0000545	Prah.g_01414	Prbf.g_01876
OG0000546	Prah.g_01408	Prbf.g_01877
OG0000547	Prah.g_01407	Prbf.g_01878
OG0000548	Prah.g_01406	Prbf.g_01879
OG0000549	Prah.g_01404	Prbf.g_01881
OG0000550	Prah.g_01403	Prbf.g_01882
OG0000551	Prah.g_01402	Prbf.g_01883
OG0000552	Prah.g_01401	Prbf.g_01884
OG0000553	Prah.g_01400	Prbf.g_01885
OG0000554	Prah.g_01399	Prbf.g_01886
OG0000555	Prah.g_01396	Prbf.g_01888
OG0000556	Prah.g_01394	Prbf.g_01889
OG0000557	Prah.g_01393	Prbf.g_01890
OG0000558	Prah.g_01392	Prbf.g_01891
OG0000559	Prah.g_01391	Prbf.g_01892
OG0000560	Prah.g_01390	Prbf.g_01893
OG0000561	Prah.g_01389	Prbf.g_01894
OG0000562	Prah.g_01388	Prbf.g_01895
OG0000563	Prah.g_01387	Prbf.g_01896
OG0000564	Prah.g_01385	Prbf.g_01897
