Orthogroup	Pran	Prbl
OG0000146	Pran.g_01266	Prbl.g_02111
OG0000147	Pran.g_01267	Prbl.g_02110
OG0000148	Pran.g_01269	Prbl.g_02108
OG0000149	Pran.g_00410	Prbl.g_01955
OG0000150	Pran.g_00409	Prbl.g_01956
OG0000151	Pran.g_00408	Prbl.g_01961
OG0000152	Pran.g_00407	Prbl.g_01962
OG0000153	Pran.g_00406	Prbl.g_01963
OG0000154	Pran.g_00405	Prbl.g_01964
OG0000155	Pran.g_00404	Prbl.g_01965
OG0000156	Pran.g_00403	Prbl.g_01966
OG0000157	Pran.g_00402	Prbl.g_01967
OG0000158	Pran.g_00400	Prbl.g_01969
OG0000159	Pran.g_00399	Prbl.g_01970
OG0000160	Pran.g_00398	Prbl.g_01971
OG0000161	Pran.g_00397	Prbl.g_01972
OG0000162	Pran.g_00396	Prbl.g_01973
OG0000163	Pran.g_00395	Prbl.g_01975
OG0000164	Pran.g_00392	Prbl.g_01980
OG0000165	Pran.g_00389	Prbl.g_01985
OG0000166	Pran.g_00388	Prbl.g_01986
OG0000167	Pran.g_00387	Prbl.g_01987
OG0000168	Pran.g_00385	Prbl.g_01988
OG0000169	Pran.g_00383	Prbl.g_01990
OG0000170	Pran.g_00382	Prbl.g_02241
OG0000171	Pran.g_00381	Prbl.g_02243
OG0000172	Pran.g_00380	Prbl.g_02244
OG0000173	Pran.g_00379	Prbl.g_02251
OG0000174	Pran.g_00378	Prbl.g_02258
OG0000175	Pran.g_00377	Prbl.g_02266
OG0000176	Pran.g_00375	Prbl.g_02274
OG0000177	Pran.g_00374	Prbl.g_02275
OG0000178	Pran.g_00373	Prbl.g_02276
OG0000179	Pran.g_00368	Prbl.g_00614
OG0000180	Pran.g_00367	Prbl.g_00613
OG0000181	Pran.g_00366	Prbl.g_00612
OG0000182	Pran.g_00363	Prbl.g_00608
OG0000183	Pran.g_00362	Prbl.g_00607
OG0000184	Pran.g_00359	Prbl.g_00603
OG0000185	Pran.g_00355	Prbl.g_00597
OG0000186	Pran.g_00354	Prbl.g_00596
OG0000187	Pran.g_00353	Prbl.g_01075
OG0000188	Pran.g_00352	Prbl.g_00595
OG0000189	Pran.g_00351	Prbl.g_00592
OG0000190	Pran.g_00350	Prbl.g_00591
OG0000191	Pran.g_00349	Prbl.g_00590
OG0000192	Pran.g_00348	Prbl.g_00589
OG0000193	Pran.g_00347	Prbl.g_00588
OG0000194	Pran.g_00346	Prbl.g_00587
OG0000195	Pran.g_00344	Prbl.g_00583
OG0000196	Pran.g_00343	Prbl.g_00582
OG0000197	Pran.g_00342	Prbl.g_00576
OG0000198	Pran.g_00341	Prbl.g_00572
OG0000199	Pran.g_00339	Prbl.g_00567
OG0000200	Pran.g_00338	Prbl.g_00566
OG0000201	Pran.g_00337	Prbl.g_00565
OG0000202	Pran.g_00336	Prbl.g_00563
OG0000203	Pran.g_00335	Prbl.g_00562
OG0000204	Pran.g_00334	Prbl.g_00561
OG0000205	Pran.g_00333	Prbl.g_00559
OG0000206	Pran.g_00332	Prbl.g_00558
OG0000207	Pran.g_00331	Prbl.g_00557
OG0000208	Pran.g_00330	Prbl.g_00556
OG0000209	Pran.g_00329	Prbl.g_00555
OG0000210	Pran.g_00327	Prbl.g_00553
OG0000211	Pran.g_00326	Prbl.g_00552
OG0000212	Pran.g_00325	Prbl.g_00551
OG0000213	Pran.g_00324	Prbl.g_00548
OG0000214	Pran.g_00322	Prbl.g_00542
OG0000215	Pran.g_00321	Prbl.g_01332
OG0000216	Pran.g_00319	Prbl.g_01330
OG0000217	Pran.g_00318	Prbl.g_01328
OG0000218	Pran.g_00317	Prbl.g_01326
OG0000219	Pran.g_00316	Prbl.g_01325
OG0000220	Pran.g_00313	Prbl.g_01320
OG0000221	Pran.g_00311	Prbl.g_01315
OG0000222	Pran.g_00310	Prbl.g_01314
OG0000223	Pran.g_00309	Prbl.g_01313
OG0000224	Pran.g_00307	Prbl.g_00827
OG0000225	Pran.g_00305	Prbl.g_00825
OG0000226	Pran.g_00304	Prbl.g_00822
OG0000227	Pran.g_00303	Prbl.g_00820
OG0000228	Pran.g_00302	Prbl.g_00819
OG0000229	Pran.g_00301	Prbl.g_00818
OG0000230	Pran.g_00300	Prbl.g_00817
OG0000231	Pran.g_00298	Prbl.g_00815
OG0000232	Pran.g_00297	Prbl.g_00814
OG0000233	Pran.g_00294	Prbl.g_00809
OG0000234	Pran.g_00292	Prbl.g_00305
OG0000235	Pran.g_00288	Prbl.g_00303
OG0000236	Pran.g_00287	Prbl.g_00302
OG0000237	Pran.g_00286	Prbl.g_00301
OG0000238	Pran.g_00285	Prbl.g_00300
OG0000239	Pran.g_00283	Prbl.g_00299
OG0000240	Pran.g_00281	Prbl.g_00297
OG0000241	Pran.g_00280	Prbl.g_00296
OG0000242	Pran.g_00279	Prbl.g_00295
OG0000243	Pran.g_00278	Prbl.g_00294
OG0000244	Pran.g_00277	Prbl.g_00293
OG0000245	Pran.g_00276	Prbl.g_00291
OG0000246	Pran.g_00274	Prbl.g_00289
OG0000247	Pran.g_00273	Prbl.g_00288
OG0000248	Pran.g_00272	Prbl.g_00287
OG0000249	Pran.g_00271	Prbl.g_00286
OG0000250	Pran.g_00270	Prbl.g_00285
OG0000251	Pran.g_00269	Prbl.g_00284
OG0000252	Pran.g_00268	Prbl.g_00283
OG0000253	Pran.g_00267	Prbl.g_00282
OG0000254	Pran.g_00265	Prbl.g_00280
OG0000255	Pran.g_00264	Prbl.g_00279
OG0000256	Pran.g_00261	Prbl.g_00276
OG0000257	Pran.g_00259	Prbl.g_00275
OG0000258	Pran.g_00258	Prbl.g_00274
OG0000259	Pran.g_00257	Prbl.g_00273
OG0000260	Pran.g_00256	Prbl.g_00272
OG0000261	Pran.g_00255	Prbl.g_00271
OG0000262	Pran.g_00254	Prbl.g_00270
OG0000263	Pran.g_00253	Prbl.g_00269
OG0000264	Pran.g_00251	Prbl.g_02377
OG0000265	Pran.g_00250	Prbl.g_00066
OG0000266	Pran.g_00249	Prbl.g_00068
OG0000267	Pran.g_00247	Prbl.g_00072
OG0000268	Pran.g_00246	Prbl.g_00074
OG0000269	Pran.g_00245	Prbl.g_00077
OG0000270	Pran.g_00244	Prbl.g_00079
OG0000271	Pran.g_00243	Prbl.g_00082
OG0000272	Pran.g_00242	Prbl.g_00083
OG0000273	Pran.g_00241	Prbl.g_00086
OG0000274	Pran.g_00240	Prbl.g_00088
OG0000275	Pran.g_00239	Prbl.g_00089
OG0000276	Pran.g_00238	Prbl.g_00090
OG0000277	Pran.g_00237	Prbl.g_00091
OG0000278	Pran.g_00236	Prbl.g_00092
OG0000279	Pran.g_00235	Prbl.g_00093
OG0000280	Pran.g_00234	Prbl.g_00094
OG0000281	Pran.g_00232	Prbl.g_00096
OG0000282	Pran.g_00231	Prbl.g_00097
OG0000283	Pran.g_00228	Prbl.g_00104
OG0000284	Pran.g_00227	Prbl.g_00105
OG0000285	Pran.g_00226	Prbl.g_01283
OG0000286	Pran.g_00224	Prbl.g_01281
OG0000287	Pran.g_00223	Prbl.g_00130
OG0000288	Pran.g_00222	Prbl.g_00129
OG0000289	Pran.g_00221	Prbl.g_00127
OG0000290	Pran.g_00220	Prbl.g_00126
OG0000291	Pran.g_00219	Prbl.g_00124
OG0000292	Pran.g_00218	Prbl.g_01244
OG0000293	Pran.g_00217	Prbl.g_01245
OG0000294	Pran.g_00216	Prbl.g_01246
OG0000295	Pran.g_00215	Prbl.g_01252
OG0000296	Pran.g_00214	Prbl.g_01253
OG0000297	Pran.g_00213	Prbl.g_01256
OG0000298	Pran.g_00212	Prbl.g_01257
OG0000299	Pran.g_00211	Prbl.g_01258
OG0000300	Pran.g_00210	Prbl.g_01259
OG0000301	Pran.g_00209	Prbl.g_01260
OG0000302	Pran.g_00208	Prbl.g_01261
OG0000303	Pran.g_00207	Prbl.g_01262
OG0000304	Pran.g_00206	Prbl.g_01264
OG0000305	Pran.g_00205	Prbl.g_01265
OG0000306	Pran.g_00204	Prbl.g_01266
OG0000307	Pran.g_00203	Prbl.g_01918
OG0000308	Pran.g_00202	Prbl.g_01769
OG0000309	Pran.g_00201	Prbl.g_01770
OG0000310	Pran.g_00200	Prbl.g_01771
OG0000311	Pran.g_00199	Prbl.g_01922
OG0000312	Pran.g_00197	Prbl.g_01923
OG0000313	Pran.g_00196	Prbl.g_00199
OG0000314	Pran.g_00194	Prbl.g_00193
OG0000315	Pran.g_00193	Prbl.g_00192
OG0000316	Pran.g_01950	Prbl.g_02679
OG0000317	Pran.g_01948	Prbl.g_02666
OG0000318	Pran.g_01947	Prbl.g_01516
OG0000319	Pran.g_01946	Prbl.g_01515
OG0000320	Pran.g_01945	Prbl.g_01513
OG0000321	Pran.g_01942	Prbl.g_01508
OG0000322	Pran.g_01939	Prbl.g_01499
OG0000323	Pran.g_01938	Prbl.g_01498
OG0000324	Pran.g_01935	Prbl.g_01496
OG0000325	Pran.g_01934	Prbl.g_01494
OG0000326	Pran.g_01933	Prbl.g_01492
OG0000327	Pran.g_01931	Prbl.g_01486
OG0000328	Pran.g_01930	Prbl.g_01919
OG0000329	Pran.g_01929	Prbl.g_01473
OG0000330	Pran.g_01928	Prbl.g_01472
OG0000331	Pran.g_01927	Prbl.g_01470
OG0000332	Pran.g_01926	Prbl.g_01469
OG0000333	Pran.g_01925	Prbl.g_01468
OG0000334	Pran.g_01924	Prbl.g_01467
OG0000335	Pran.g_01923	Prbl.g_01466
OG0000336	Pran.g_01922	Prbl.g_01464
OG0000337	Pran.g_01919	Prbl.g_01459
OG0000338	Pran.g_01918	Prbl.g_01458
OG0000339	Pran.g_01917	Prbl.g_01457
OG0000340	Pran.g_01916	Prbl.g_01455
OG0000341	Pran.g_01912	Prbl.g_01450
OG0000342	Pran.g_01911	Prbl.g_01449
OG0000343	Pran.g_01909	Prbl.g_01447
OG0000344	Pran.g_01908	Prbl.g_01445
OG0000345	Pran.g_01907	Prbl.g_01444
OG0000346	Pran.g_01906	Prbl.g_01443
OG0000347	Pran.g_01905	Prbl.g_01442
OG0000348	Pran.g_01904	Prbl.g_01441
OG0000349	Pran.g_01903	Prbl.g_01440
OG0000350	Pran.g_01902	Prbl.g_01439
OG0000351	Pran.g_01899	Prbl.g_01435
OG0000352	Pran.g_01896	Prbl.g_01431
OG0000353	Pran.g_01895	Prbl.g_01428
OG0000354	Pran.g_01894	Prbl.g_01427
OG0000355	Pran.g_01893	Prbl.g_01426
OG0000356	Pran.g_01892	Prbl.g_01421
OG0000357	Pran.g_01891	Prbl.g_01420
OG0000358	Pran.g_01890	Prbl.g_01419
OG0000359	Pran.g_01889	Prbl.g_01417
OG0000360	Pran.g_01886	Prbl.g_01414
OG0000361	Pran.g_01885	Prbl.g_01413
OG0000362	Pran.g_01884	Prbl.g_00911
OG0000363	Pran.g_01883	Prbl.g_00909
OG0000364	Pran.g_01882	Prbl.g_00908
OG0000365	Pran.g_01881	Prbl.g_00907
OG0000366	Pran.g_01880	Prbl.g_00906
OG0000367	Pran.g_01879	Prbl.g_00905
OG0000368	Pran.g_01878	Prbl.g_00904
OG0000369	Pran.g_01877	Prbl.g_00903
OG0000370	Pran.g_01876	Prbl.g_00902
OG0000371	Pran.g_01875	Prbl.g_00901
OG0000372	Pran.g_01873	Prbl.g_00898
OG0000373	Pran.g_01871	Prbl.g_00888
OG0000374	Pran.g_01870	Prbl.g_00886
OG0000375	Pran.g_01869	Prbl.g_00877
OG0000376	Pran.g_01867	Prbl.g_01183
OG0000377	Pran.g_01866	Prbl.g_01190
OG0000378	Pran.g_01865	Prbl.g_01191
OG0000379	Pran.g_01860	Prbl.g_01201
OG0000380	Pran.g_01859	Prbl.g_01203
OG0000381	Pran.g_01858	Prbl.g_01204
OG0000382	Pran.g_01857	Prbl.g_01206
OG0000383	Pran.g_01854	Prbl.g_01210
OG0000384	Pran.g_01853	Prbl.g_01211
OG0000385	Pran.g_01850	Prbl.g_01217
OG0000386	Pran.g_01849	Prbl.g_01218
OG0000387	Pran.g_01848	Prbl.g_01219
OG0000388	Pran.g_01847	Prbl.g_01220
OG0000389	Pran.g_01846	Prbl.g_01221
OG0000390	Pran.g_01845	Prbl.g_01222
OG0000391	Pran.g_01844	Prbl.g_01223
OG0000392	Pran.g_01843	Prbl.g_01224
OG0000393	Pran.g_01840	Prbl.g_02673
OG0000394	Pran.g_01839	Prbl.g_02674
OG0000395	Pran.g_01837	Prbl.g_02678
OG0000396	Pran.g_01835	Prbl.g_01564
OG0000397	Pran.g_01823	Prbl.g_00609
OG0000398	Pran.g_01816	Prbl.g_00410
OG0000399	Pran.g_01815	Prbl.g_01693
OG0000400	Pran.g_01808	Prbl.g_02681
OG0000401	Pran.g_01749	Prbl.g_00676
OG0000402	Pran.g_01748	Prbl.g_00675
OG0000403	Pran.g_01747	Prbl.g_00663
OG0000404	Pran.g_01745	Prbl.g_00653
OG0000405	Pran.g_01744	Prbl.g_00652
OG0000406	Pran.g_01742	Prbl.g_00650
OG0000407	Pran.g_01741	Prbl.g_00649
OG0000408	Pran.g_01740	Prbl.g_00648
OG0000409	Pran.g_01739	Prbl.g_00647
OG0000410	Pran.g_01738	Prbl.g_00645
OG0000411	Pran.g_01737	Prbl.g_00644
OG0000412	Pran.g_01736	Prbl.g_00643
OG0000413	Pran.g_01735	Prbl.g_00642
OG0000414	Pran.g_01734	Prbl.g_00641
OG0000415	Pran.g_01733	Prbl.g_00640
OG0000416	Pran.g_01729	Prbl.g_00639
OG0000417	Pran.g_01728	Prbl.g_00635
OG0000418	Pran.g_01727	Prbl.g_00634
OG0000419	Pran.g_01726	Prbl.g_00633
OG0000420	Pran.g_01725	Prbl.g_00632
OG0000421	Pran.g_01724	Prbl.g_00625
OG0000422	Pran.g_01723	Prbl.g_00623
OG0000423	Pran.g_01722	Prbl.g_00622
OG0000424	Pran.g_01720	Prbl.g_00619
OG0000425	Pran.g_01717	Prbl.g_01364
OG0000426	Pran.g_01716	Prbl.g_01363
OG0000427	Pran.g_01715	Prbl.g_01360
OG0000428	Pran.g_01714	Prbl.g_01348
OG0000429	Pran.g_01713	Prbl.g_01346
OG0000430	Pran.g_01707	Prbl.g_01344
OG0000431	Pran.g_01705	Prbl.g_01342
OG0000432	Pran.g_01704	Prbl.g_01341
OG0000433	Pran.g_01701	Prbl.g_00503
OG0000434	Pran.g_01700	Prbl.g_00506
OG0000435	Pran.g_01699	Prbl.g_00510
OG0000436	Pran.g_01697	Prbl.g_00512
OG0000437	Pran.g_01695	Prbl.g_00514
OG0000438	Pran.g_01694	Prbl.g_00515
OG0000439	Pran.g_01693	Prbl.g_00516
OG0000440	Pran.g_01691	Prbl.g_00519
OG0000441	Pran.g_01690	Prbl.g_00521
OG0000442	Pran.g_01689	Prbl.g_00522
OG0000443	Pran.g_01688	Prbl.g_00523
OG0000444	Pran.g_01687	Prbl.g_00524
OG0000445	Pran.g_01686	Prbl.g_00525
OG0000446	Pran.g_01685	Prbl.g_00526
OG0000447	Pran.g_01684	Prbl.g_00527
OG0000448	Pran.g_01683	Prbl.g_00528
OG0000449	Pran.g_01678	Prbl.g_00536
OG0000450	Pran.g_01677	Prbl.g_00806
OG0000451	Pran.g_01676	Prbl.g_00805
OG0000452	Pran.g_01675	Prbl.g_00804
OG0000453	Pran.g_01673	Prbl.g_00801
OG0000454	Pran.g_01672	Prbl.g_00800
OG0000455	Pran.g_01671	Prbl.g_00799
OG0000456	Pran.g_01670	Prbl.g_00798
OG0000457	Pran.g_01668	Prbl.g_00797
OG0000458	Pran.g_01666	Prbl.g_00795
OG0000459	Pran.g_01665	Prbl.g_00794
OG0000460	Pran.g_01663	Prbl.g_00792
OG0000461	Pran.g_01662	Prbl.g_00791
OG0000462	Pran.g_01661	Prbl.g_00790
OG0000463	Pran.g_01660	Prbl.g_00785
OG0000464	Pran.g_01655	Prbl.g_00780
OG0000465	Pran.g_01653	Prbl.g_00779
OG0000466	Pran.g_01652	Prbl.g_00778
OG0000467	Pran.g_01651	Prbl.g_00776
OG0000468	Pran.g_01650	Prbl.g_00775
OG0000469	Pran.g_01649	Prbl.g_00770
OG0000470	Pran.g_01648	Prbl.g_01526
OG0000471	Pran.g_01647	Prbl.g_00032
OG0000472	Pran.g_01644	Prbl.g_00765
OG0000473	Pran.g_01643	Prbl.g_00763
OG0000474	Pran.g_01642	Prbl.g_00761
OG0000475	Pran.g_01641	Prbl.g_00760
OG0000476	Pran.g_01640	Prbl.g_00754
OG0000477	Pran.g_01638	Prbl.g_00751
OG0000478	Pran.g_01637	Prbl.g_00749
OG0000479	Pran.g_01636	Prbl.g_00747
OG0000480	Pran.g_01634	Prbl.g_02645
OG0000481	Pran.g_01633	Prbl.g_01878
OG0000482	Pran.g_01632	Prbl.g_01879
OG0000483	Pran.g_01631	Prbl.g_01881
OG0000484	Pran.g_01630	Prbl.g_01882
OG0000485	Pran.g_01629	Prbl.g_01883
OG0000486	Pran.g_01628	Prbl.g_01884
OG0000487	Pran.g_01627	Prbl.g_01885
OG0000488	Pran.g_01625	Prbl.g_01887
OG0000489	Pran.g_01624	Prbl.g_01888
OG0000490	Pran.g_01623	Prbl.g_01889
OG0000491	Pran.g_01622	Prbl.g_01890
OG0000492	Pran.g_01621	Prbl.g_01891
OG0000493	Pran.g_01620	Prbl.g_01892
OG0000494	Pran.g_01618	Prbl.g_01894
OG0000495	Pran.g_01617	Prbl.g_01895
OG0000496	Pran.g_01616	Prbl.g_01897
OG0000497	Pran.g_01614	Prbl.g_01899
OG0000498	Pran.g_01613	Prbl.g_01900
OG0000499	Pran.g_01611	Prbl.g_01902
OG0000500	Pran.g_01610	Prbl.g_01903
OG0000501	Pran.g_01608	Prbl.g_01801
OG0000502	Pran.g_01607	Prbl.g_01800
OG0000503	Pran.g_01606	Prbl.g_01799
OG0000504	Pran.g_01605	Prbl.g_01797
OG0000505	Pran.g_01604	Prbl.g_01796
OG0000506	Pran.g_01603	Prbl.g_01795
OG0000507	Pran.g_01602	Prbl.g_01794
OG0000508	Pran.g_01600	Prbl.g_01790
OG0000509	Pran.g_01599	Prbl.g_01789
OG0000510	Pran.g_01598	Prbl.g_01788
OG0000511	Pran.g_01597	Prbl.g_01787
OG0000512	Pran.g_01596	Prbl.g_01786
OG0000513	Pran.g_01595	Prbl.g_01785
OG0000514	Pran.g_01594	Prbl.g_01784
OG0000515	Pran.g_01592	Prbl.g_01781
OG0000516	Pran.g_01591	Prbl.g_01780
OG0000517	Pran.g_01590	Prbl.g_01779
OG0000518	Pran.g_01587	Prbl.g_01775
OG0000519	Pran.g_01586	Prbl.g_01774
OG0000520	Pran.g_01585	Prbl.g_01773
OG0000521	Pran.g_01584	Prbl.g_01772
OG0000522	Pran.g_01583	Prbl.g_01766
OG0000523	Pran.g_01582	Prbl.g_01765
OG0000524	Pran.g_01581	Prbl.g_01764
OG0000525	Pran.g_01579	Prbl.g_01762
OG0000526	Pran.g_01578	Prbl.g_01761
OG0000527	Pran.g_01577	Prbl.g_01760
OG0000528	Pran.g_01576	Prbl.g_01759
OG0000529	Pran.g_01575	Prbl.g_01758
OG0000530	Pran.g_01574	Prbl.g_01757
OG0000531	Pran.g_01573	Prbl.g_01754
OG0000532	Pran.g_01572	Prbl.g_01752
OG0000533	Pran.g_01571	Prbl.g_01751
OG0000534	Pran.g_01570	Prbl.g_01750
OG0000535	Pran.g_01569	Prbl.g_01749
OG0000536	Pran.g_01568	Prbl.g_01748
OG0000537	Pran.g_01567	Prbl.g_01747
OG0000538	Pran.g_01566	Prbl.g_01746
OG0000539	Pran.g_01565	Prbl.g_01744
OG0000540	Pran.g_01564	Prbl.g_01742
OG0000541	Pran.g_01563	Prbl.g_01610
OG0000542	Pran.g_01562	Prbl.g_01611
OG0000543	Pran.g_01561	Prbl.g_01612
OG0000544	Pran.g_01560	Prbl.g_01613
OG0000545	Pran.g_01557	Prbl.g_01616
OG0000546	Pran.g_01556	Prbl.g_01617
OG0000547	Pran.g_01554	Prbl.g_01619
OG0000548	Pran.g_01553	Prbl.g_01624
OG0000549	Pran.g_01552	Prbl.g_01625
OG0000550	Pran.g_01551	Prbl.g_01626
OG0000551	Pran.g_01550	Prbl.g_01629
OG0000552	Pran.g_01549	Prbl.g_01631
OG0000553	Pran.g_01548	Prbl.g_01632
OG0000554	Pran.g_01547	Prbl.g_01634
OG0000555	Pran.g_01546	Prbl.g_01635
OG0000556	Pran.g_01545	Prbl.g_01636
OG0000557	Pran.g_01544	Prbl.g_01637
OG0000558	Pran.g_01543	Prbl.g_01639
OG0000559	Pran.g_01542	Prbl.g_01640
OG0000560	Pran.g_01540	Prbl.g_01642
OG0000561	Pran.g_01539	Prbl.g_01643
OG0000562	Pran.g_01538	Prbl.g_01645
OG0000563	Pran.g_01537	Prbl.g_01646
OG0000564	Pran.g_01536	Prbl.g_01647
OG0000565	Pran.g_01535	Prbl.g_01655
OG0000566	Pran.g_01534	Prbl.g_01656
OG0000567	Pran.g_01533	Prbl.g_01657
OG0000568	Pran.g_01532	Prbl.g_01658
OG0000569	Pran.g_01531	Prbl.g_01659
OG0000570	Pran.g_01530	Prbl.g_01662
OG0000571	Pran.g_01529	Prbl.g_01663
OG0000572	Pran.g_01528	Prbl.g_01664
OG0000573	Pran.g_01525	Prbl.g_01041
OG0000574	Pran.g_01524	Prbl.g_01032
