Orthogroup	Pran	Prbm
OG0000171	Pran.g_00381	Prbm.g_00053
OG0000172	Pran.g_00380	Prbm.g_00054
OG0000173	Pran.g_00379	Prbm.g_00055
OG0000174	Pran.g_00378	Prbm.g_00056
OG0000175	Pran.g_00377	Prbm.g_00057
OG0000176	Pran.g_00375	Prbm.g_00059
OG0000177	Pran.g_00374	Prbm.g_00060
OG0000178	Pran.g_00373	Prbm.g_00061
OG0000179	Pran.g_00368	Prbm.g_00121
OG0000180	Pran.g_00367	Prbm.g_00122
OG0000181	Pran.g_00366	Prbm.g_00123
OG0000182	Pran.g_00363	Prbm.g_00126
OG0000183	Pran.g_00362	Prbm.g_00127
OG0000184	Pran.g_00359	Prbm.g_00130
OG0000185	Pran.g_00355	Prbm.g_00134
OG0000186	Pran.g_00354	Prbm.g_00135
OG0000187	Pran.g_00353	Prbm.g_00136
OG0000188	Pran.g_00352	Prbm.g_00137
OG0000189	Pran.g_00351	Prbm.g_00138
OG0000190	Pran.g_00350	Prbm.g_00139
OG0000191	Pran.g_00349	Prbm.g_00140
OG0000192	Pran.g_00348	Prbm.g_00141
OG0000193	Pran.g_00347	Prbm.g_00142
OG0000194	Pran.g_00346	Prbm.g_00143
OG0000195	Pran.g_00344	Prbm.g_00145
OG0000196	Pran.g_00343	Prbm.g_00146
OG0000197	Pran.g_00342	Prbm.g_00147
OG0000198	Pran.g_00341	Prbm.g_00148
OG0000199	Pran.g_00339	Prbm.g_00151
OG0000200	Pran.g_00338	Prbm.g_00152
OG0000201	Pran.g_00337	Prbm.g_00153
OG0000202	Pran.g_00336	Prbm.g_00154
OG0000203	Pran.g_00335	Prbm.g_00155
OG0000204	Pran.g_00334	Prbm.g_00156
OG0000205	Pran.g_00333	Prbm.g_00158
OG0000206	Pran.g_00332	Prbm.g_00159
OG0000207	Pran.g_00331	Prbm.g_00160
OG0000208	Pran.g_00330	Prbm.g_00161
OG0000209	Pran.g_00329	Prbm.g_00162
OG0000210	Pran.g_00327	Prbm.g_00163
OG0000211	Pran.g_00326	Prbm.g_00164
OG0000212	Pran.g_00325	Prbm.g_00165
OG0000213	Pran.g_00324	Prbm.g_00166
OG0000214	Pran.g_00322	Prbm.g_00170
OG0000215	Pran.g_00321	Prbm.g_00171
OG0000216	Pran.g_00319	Prbm.g_00173
OG0000217	Pran.g_00318	Prbm.g_00175
OG0000218	Pran.g_00317	Prbm.g_00176
OG0000219	Pran.g_00316	Prbm.g_00177
OG0000220	Pran.g_00313	Prbm.g_00179
OG0000221	Pran.g_00311	Prbm.g_00182
OG0000222	Pran.g_00310	Prbm.g_00183
OG0000223	Pran.g_00309	Prbm.g_00184
OG0000224	Pran.g_00307	Prbm.g_00187
OG0000225	Pran.g_00305	Prbm.g_00189
OG0000226	Pran.g_00304	Prbm.g_00191
OG0000227	Pran.g_00303	Prbm.g_00192
OG0000228	Pran.g_00302	Prbm.g_00193
OG0000229	Pran.g_00301	Prbm.g_00194
OG0000230	Pran.g_00300	Prbm.g_00195
OG0000231	Pran.g_00298	Prbm.g_01096
OG0000232	Pran.g_00297	Prbm.g_00196
OG0000233	Pran.g_00294	Prbm.g_00199
OG0000234	Pran.g_00292	Prbm.g_00202
OG0000235	Pran.g_00288	Prbm.g_00204
OG0000236	Pran.g_00287	Prbm.g_00205
OG0000237	Pran.g_00286	Prbm.g_00206
OG0000238	Pran.g_00285	Prbm.g_00207
OG0000239	Pran.g_00283	Prbm.g_00208
OG0000240	Pran.g_00281	Prbm.g_00210
OG0000241	Pran.g_00280	Prbm.g_00211
OG0000242	Pran.g_00279	Prbm.g_00212
OG0000243	Pran.g_00278	Prbm.g_00213
OG0000244	Pran.g_00277	Prbm.g_00214
OG0000245	Pran.g_00276	Prbm.g_00215
OG0000246	Pran.g_00274	Prbm.g_00217
OG0000247	Pran.g_00273	Prbm.g_00218
OG0000248	Pran.g_00272	Prbm.g_00219
OG0000249	Pran.g_00271	Prbm.g_00220
OG0000250	Pran.g_00270	Prbm.g_00221
OG0000251	Pran.g_00269	Prbm.g_00222
OG0000252	Pran.g_00268	Prbm.g_00223
OG0000253	Pran.g_00267	Prbm.g_00224
OG0000254	Pran.g_00265	Prbm.g_00226
OG0000255	Pran.g_00264	Prbm.g_00227
OG0000256	Pran.g_00261	Prbm.g_00230
OG0000257	Pran.g_00259	Prbm.g_00232
OG0000258	Pran.g_00258	Prbm.g_00233
OG0000259	Pran.g_00257	Prbm.g_00234
OG0000260	Pran.g_00256	Prbm.g_00235
OG0000261	Pran.g_00255	Prbm.g_00236
OG0000262	Pran.g_00254	Prbm.g_00237
OG0000263	Pran.g_00253	Prbm.g_00238
OG0000264	Pran.g_00251	Prbm.g_00240
OG0000265	Pran.g_00250	Prbm.g_00241
OG0000266	Pran.g_00249	Prbm.g_00242
OG0000267	Pran.g_00247	Prbm.g_00244
OG0000268	Pran.g_00246	Prbm.g_00246
OG0000269	Pran.g_00245	Prbm.g_00247
OG0000270	Pran.g_00244	Prbm.g_00248
OG0000271	Pran.g_00243	Prbm.g_00249
OG0000272	Pran.g_00242	Prbm.g_00250
OG0000273	Pran.g_00241	Prbm.g_00251
OG0000274	Pran.g_00240	Prbm.g_00252
OG0000275	Pran.g_00239	Prbm.g_00253
OG0000276	Pran.g_00238	Prbm.g_00254
OG0000277	Pran.g_00237	Prbm.g_00255
OG0000278	Pran.g_00236	Prbm.g_00256
OG0000279	Pran.g_00235	Prbm.g_00257
OG0000280	Pran.g_00234	Prbm.g_00258
OG0000281	Pran.g_00232	Prbm.g_00260
OG0000282	Pran.g_00231	Prbm.g_00261
OG0000283	Pran.g_00228	Prbm.g_00263
OG0000284	Pran.g_00227	Prbm.g_00264
OG0000285	Pran.g_00226	Prbm.g_00265
OG0000286	Pran.g_00224	Prbm.g_00267
OG0000287	Pran.g_00223	Prbm.g_00268
OG0000288	Pran.g_00222	Prbm.g_00269
OG0000289	Pran.g_00221	Prbm.g_00270
OG0000290	Pran.g_00220	Prbm.g_00271
OG0000291	Pran.g_00219	Prbm.g_00272
OG0000292	Pran.g_00218	Prbm.g_00273
OG0000293	Pran.g_00217	Prbm.g_00274
OG0000294	Pran.g_00216	Prbm.g_00275
OG0000295	Pran.g_00215	Prbm.g_00276
OG0000296	Pran.g_00214	Prbm.g_00277
OG0000297	Pran.g_00213	Prbm.g_00278
OG0000298	Pran.g_00212	Prbm.g_00279
OG0000299	Pran.g_00211	Prbm.g_00280
OG0000300	Pran.g_00210	Prbm.g_00281
OG0000301	Pran.g_00209	Prbm.g_00282
OG0000302	Pran.g_00208	Prbm.g_00283
OG0000303	Pran.g_00207	Prbm.g_00284
OG0000304	Pran.g_00206	Prbm.g_00285
OG0000305	Pran.g_00205	Prbm.g_00286
OG0000306	Pran.g_00204	Prbm.g_00287
OG0000307	Pran.g_00203	Prbm.g_00288
OG0000308	Pran.g_00202	Prbm.g_00289
OG0000309	Pran.g_00201	Prbm.g_00290
OG0000310	Pran.g_00200	Prbm.g_00291
OG0000311	Pran.g_00199	Prbm.g_00293
OG0000312	Pran.g_00197	Prbm.g_00295
OG0000313	Pran.g_00196	Prbm.g_00296
OG0000314	Pran.g_00194	Prbm.g_00300
OG0000315	Pran.g_00193	Prbm.g_00301
OG0000316	Pran.g_01950	Prbm.g_00303
OG0000317	Pran.g_01948	Prbm.g_00305
OG0000318	Pran.g_01947	Prbm.g_00306
OG0000319	Pran.g_01946	Prbm.g_00307
OG0000320	Pran.g_01945	Prbm.g_00308
OG0000321	Pran.g_01942	Prbm.g_00309
OG0000322	Pran.g_01939	Prbm.g_00312
OG0000323	Pran.g_01938	Prbm.g_00313
OG0000324	Pran.g_01935	Prbm.g_00317
OG0000325	Pran.g_01934	Prbm.g_00318
OG0000326	Pran.g_01933	Prbm.g_00319
OG0000327	Pran.g_01931	Prbm.g_00320
OG0000328	Pran.g_01930	Prbm.g_00321
OG0000329	Pran.g_01929	Prbm.g_00322
OG0000330	Pran.g_01928	Prbm.g_00323
OG0000331	Pran.g_01927	Prbm.g_00324
OG0000332	Pran.g_01926	Prbm.g_00325
OG0000333	Pran.g_01925	Prbm.g_00326
OG0000334	Pran.g_01924	Prbm.g_00327
OG0000335	Pran.g_01923	Prbm.g_00328
OG0000336	Pran.g_01922	Prbm.g_00330
OG0000337	Pran.g_01919	Prbm.g_00332
OG0000338	Pran.g_01918	Prbm.g_00333
OG0000339	Pran.g_01917	Prbm.g_00334
OG0000340	Pran.g_01916	Prbm.g_00335
OG0000341	Pran.g_01912	Prbm.g_00339
OG0000342	Pran.g_01911	Prbm.g_00340
OG0000343	Pran.g_01909	Prbm.g_00342
OG0000344	Pran.g_01908	Prbm.g_00343
OG0000345	Pran.g_01907	Prbm.g_00344
OG0000346	Pran.g_01906	Prbm.g_00345
OG0000347	Pran.g_01905	Prbm.g_00346
OG0000348	Pran.g_01904	Prbm.g_00347
OG0000349	Pran.g_01903	Prbm.g_00348
OG0000350	Pran.g_01902	Prbm.g_00349
OG0000351	Pran.g_01899	Prbm.g_00351
OG0000352	Pran.g_01896	Prbm.g_00354
OG0000353	Pran.g_01895	Prbm.g_00355
OG0000354	Pran.g_01894	Prbm.g_00356
OG0000355	Pran.g_01893	Prbm.g_00357
OG0000356	Pran.g_01892	Prbm.g_00358
OG0000357	Pran.g_01891	Prbm.g_00359
OG0000358	Pran.g_01890	Prbm.g_00360
OG0000359	Pran.g_01889	Prbm.g_00361
OG0000360	Pran.g_01886	Prbm.g_00364
OG0000361	Pran.g_01885	Prbm.g_00365
OG0000362	Pran.g_01884	Prbm.g_00366
OG0000363	Pran.g_01883	Prbm.g_00367
OG0000364	Pran.g_01882	Prbm.g_00368
OG0000365	Pran.g_01881	Prbm.g_00369
OG0000366	Pran.g_01880	Prbm.g_00370
OG0000367	Pran.g_01879	Prbm.g_00371
OG0000368	Pran.g_01878	Prbm.g_00372
OG0000369	Pran.g_01877	Prbm.g_00373
OG0000370	Pran.g_01876	Prbm.g_00374
OG0000371	Pran.g_01875	Prbm.g_00375
OG0000372	Pran.g_01873	Prbm.g_00376
OG0000373	Pran.g_01871	Prbm.g_00378
OG0000374	Pran.g_01870	Prbm.g_00379
OG0000375	Pran.g_01869	Prbm.g_00380
OG0000376	Pran.g_01867	Prbm.g_00382
OG0000377	Pran.g_01866	Prbm.g_00388
OG0000378	Pran.g_01865	Prbm.g_00768
OG0000379	Pran.g_01860	Prbm.g_00400
OG0000380	Pran.g_01859	Prbm.g_00402
OG0000381	Pran.g_01858	Prbm.g_00403
OG0000382	Pran.g_01857	Prbm.g_00404
OG0000383	Pran.g_01854	Prbm.g_00407
OG0000384	Pran.g_01853	Prbm.g_00408
OG0000385	Pran.g_01850	Prbm.g_00410
OG0000386	Pran.g_01849	Prbm.g_00411
OG0000387	Pran.g_01848	Prbm.g_00412
OG0000388	Pran.g_01847	Prbm.g_00413
OG0000389	Pran.g_01846	Prbm.g_00414
OG0000390	Pran.g_01845	Prbm.g_00415
OG0000391	Pran.g_01844	Prbm.g_00416
OG0000392	Pran.g_01843	Prbm.g_00417
OG0000393	Pran.g_01840	Prbm.g_00422
OG0000394	Pran.g_01839	Prbm.g_00423
OG0000395	Pran.g_01837	Prbm.g_00426
OG0000396	Pran.g_01835	Prbm.g_00866
OG0000397	Pran.g_01823	Prbm.g_01088
OG0000398	Pran.g_01816	Prbm.g_01121
OG0000399	Pran.g_01815	Prbm.g_01353
OG0000400	Pran.g_01808	Prbm.g_01949
OG0000401	Pran.g_01749	Prbm.g_00440
OG0000402	Pran.g_01748	Prbm.g_00441
OG0000403	Pran.g_01747	Prbm.g_00442
OG0000404	Pran.g_01745	Prbm.g_00445
OG0000405	Pran.g_01744	Prbm.g_00446
OG0000406	Pran.g_01742	Prbm.g_00448
OG0000407	Pran.g_01741	Prbm.g_00449
OG0000408	Pran.g_01740	Prbm.g_00450
OG0000409	Pran.g_01739	Prbm.g_00451
OG0000410	Pran.g_01738	Prbm.g_00452
OG0000411	Pran.g_01737	Prbm.g_00453
OG0000412	Pran.g_01736	Prbm.g_00454
OG0000413	Pran.g_01735	Prbm.g_00455
OG0000414	Pran.g_01734	Prbm.g_00456
OG0000415	Pran.g_01733	Prbm.g_00457
OG0000416	Pran.g_01729	Prbm.g_00458
OG0000417	Pran.g_01728	Prbm.g_00459
OG0000418	Pran.g_01727	Prbm.g_00460
OG0000419	Pran.g_01726	Prbm.g_00461
OG0000420	Pran.g_01725	Prbm.g_00462
OG0000421	Pran.g_01724	Prbm.g_00480
OG0000422	Pran.g_01723	Prbm.g_00482
OG0000423	Pran.g_01722	Prbm.g_00483
OG0000424	Pran.g_01720	Prbm.g_00484
OG0000425	Pran.g_01717	Prbm.g_00490
OG0000426	Pran.g_01716	Prbm.g_00491
OG0000427	Pran.g_01715	Prbm.g_00492
OG0000428	Pran.g_01714	Prbm.g_00494
OG0000429	Pran.g_01713	Prbm.g_00495
OG0000430	Pran.g_01707	Prbm.g_00497
OG0000431	Pran.g_01705	Prbm.g_00498
OG0000432	Pran.g_01704	Prbm.g_00499
OG0000433	Pran.g_01701	Prbm.g_00502
OG0000434	Pran.g_01700	Prbm.g_00504
OG0000435	Pran.g_01699	Prbm.g_00505
OG0000436	Pran.g_01697	Prbm.g_00507
OG0000437	Pran.g_01695	Prbm.g_00509
OG0000438	Pran.g_01694	Prbm.g_00510
OG0000439	Pran.g_01693	Prbm.g_00511
OG0000440	Pran.g_01691	Prbm.g_00512
OG0000441	Pran.g_01690	Prbm.g_00513
OG0000442	Pran.g_01689	Prbm.g_00514
OG0000443	Pran.g_01688	Prbm.g_00515
OG0000444	Pran.g_01687	Prbm.g_00516
OG0000445	Pran.g_01686	Prbm.g_00517
OG0000446	Pran.g_01685	Prbm.g_00518
OG0000447	Pran.g_01684	Prbm.g_00519
OG0000448	Pran.g_01683	Prbm.g_00520
OG0000449	Pran.g_01678	Prbm.g_00534
OG0000450	Pran.g_01677	Prbm.g_00535
OG0000451	Pran.g_01676	Prbm.g_00536
OG0000452	Pran.g_01675	Prbm.g_00537
OG0000453	Pran.g_01673	Prbm.g_00539
OG0000454	Pran.g_01672	Prbm.g_00540
OG0000455	Pran.g_01671	Prbm.g_00541
OG0000456	Pran.g_01670	Prbm.g_00542
OG0000457	Pran.g_01668	Prbm.g_00544
OG0000458	Pran.g_01666	Prbm.g_00546
OG0000459	Pran.g_01665	Prbm.g_00547
OG0000460	Pran.g_01663	Prbm.g_00549
OG0000461	Pran.g_01662	Prbm.g_00550
OG0000462	Pran.g_01661	Prbm.g_00551
OG0000463	Pran.g_01660	Prbm.g_00553
OG0000464	Pran.g_01655	Prbm.g_00557
OG0000465	Pran.g_01653	Prbm.g_00558
OG0000466	Pran.g_01652	Prbm.g_00559
OG0000467	Pran.g_01651	Prbm.g_00560
OG0000468	Pran.g_01650	Prbm.g_00561
OG0000469	Pran.g_01649	Prbm.g_00562
OG0000470	Pran.g_01648	Prbm.g_00563
OG0000471	Pran.g_01647	Prbm.g_00564
OG0000472	Pran.g_01644	Prbm.g_00567
OG0000473	Pran.g_01643	Prbm.g_00568
OG0000474	Pran.g_01642	Prbm.g_00569
OG0000475	Pran.g_01641	Prbm.g_00570
OG0000476	Pran.g_01640	Prbm.g_00571
OG0000477	Pran.g_01638	Prbm.g_00573
OG0000478	Pran.g_01637	Prbm.g_00574
OG0000479	Pran.g_01636	Prbm.g_00575
OG0000480	Pran.g_01634	Prbm.g_00577
OG0000481	Pran.g_01633	Prbm.g_00578
OG0000482	Pran.g_01632	Prbm.g_00579
OG0000483	Pran.g_01631	Prbm.g_00580
OG0000484	Pran.g_01630	Prbm.g_00581
OG0000485	Pran.g_01629	Prbm.g_00582
OG0000486	Pran.g_01628	Prbm.g_00583
OG0000487	Pran.g_01627	Prbm.g_00584
OG0000488	Pran.g_01625	Prbm.g_00586
OG0000489	Pran.g_01624	Prbm.g_00587
OG0000490	Pran.g_01623	Prbm.g_00588
OG0000491	Pran.g_01622	Prbm.g_00589
OG0000492	Pran.g_01621	Prbm.g_00590
OG0000493	Pran.g_01620	Prbm.g_00591
OG0000494	Pran.g_01618	Prbm.g_00593
OG0000495	Pran.g_01617	Prbm.g_00594
OG0000496	Pran.g_01616	Prbm.g_00595
OG0000497	Pran.g_01614	Prbm.g_00596
OG0000498	Pran.g_01613	Prbm.g_00597
OG0000499	Pran.g_01611	Prbm.g_00599
OG0000500	Pran.g_01610	Prbm.g_00600
OG0000501	Pran.g_01608	Prbm.g_00602
OG0000502	Pran.g_01607	Prbm.g_00603
OG0000503	Pran.g_01606	Prbm.g_00604
OG0000504	Pran.g_01605	Prbm.g_00605
OG0000505	Pran.g_01604	Prbm.g_00606
OG0000506	Pran.g_01603	Prbm.g_00607
OG0000507	Pran.g_01602	Prbm.g_00608
OG0000508	Pran.g_01600	Prbm.g_00609
OG0000509	Pran.g_01599	Prbm.g_00610
OG0000510	Pran.g_01598	Prbm.g_00611
OG0000511	Pran.g_01597	Prbm.g_00612
OG0000512	Pran.g_01596	Prbm.g_00613
OG0000513	Pran.g_01595	Prbm.g_00614
OG0000514	Pran.g_01594	Prbm.g_00615
OG0000515	Pran.g_01592	Prbm.g_00616
OG0000516	Pran.g_01591	Prbm.g_00617
OG0000517	Pran.g_01590	Prbm.g_00618
OG0000518	Pran.g_01587	Prbm.g_00620
OG0000519	Pran.g_01586	Prbm.g_00621
OG0000520	Pran.g_01585	Prbm.g_00624
OG0000521	Pran.g_01584	Prbm.g_00623
OG0000522	Pran.g_01583	Prbm.g_00625
OG0000523	Pran.g_01582	Prbm.g_00626
OG0000524	Pran.g_01581	Prbm.g_00627
OG0000525	Pran.g_01579	Prbm.g_00629
OG0000526	Pran.g_01578	Prbm.g_00630
OG0000527	Pran.g_01577	Prbm.g_00631
OG0000528	Pran.g_01576	Prbm.g_00632
OG0000529	Pran.g_01575	Prbm.g_00633
OG0000530	Pran.g_01574	Prbm.g_00634
OG0000531	Pran.g_01573	Prbm.g_00636
OG0000532	Pran.g_01572	Prbm.g_00637
OG0000533	Pran.g_01571	Prbm.g_00638
OG0000534	Pran.g_01570	Prbm.g_00639
OG0000535	Pran.g_01569	Prbm.g_00640
OG0000536	Pran.g_01568	Prbm.g_00641
OG0000537	Pran.g_01567	Prbm.g_00642
OG0000538	Pran.g_01566	Prbm.g_00643
OG0000539	Pran.g_01565	Prbm.g_00644
OG0000540	Pran.g_01564	Prbm.g_00645
OG0000541	Pran.g_01563	Prbm.g_00646
OG0000542	Pran.g_01562	Prbm.g_00647
OG0000543	Pran.g_01561	Prbm.g_00648
OG0000544	Pran.g_01560	Prbm.g_00649
OG0000545	Pran.g_01557	Prbm.g_00652
OG0000546	Pran.g_01556	Prbm.g_00653
OG0000547	Pran.g_01554	Prbm.g_00654
OG0000548	Pran.g_01553	Prbm.g_00656
OG0000549	Pran.g_01552	Prbm.g_00657
