Orthogroup	Pran	Prah
OG0000056	Pran.g_00108, Pran.g_00935	Prah.g_02425
OG0000057	Pran.g_00195	Prah.g_01778
OG0000058	Pran.g_01703	Prah.g_00312
OG0000059	Pran.g_01480	Prah.g_01027
OG0000062	Pran.g_00093	Prah.g_02524
OG0000063	Pran.g_01466	Prah.g_01257
OG0000065	Pran.g_00938, Pran.g_00876	Prah.g_01364
OG0000066	Pran.g_00752	Prah.g_02192
OG0000068	Pran.g_01105	Prah.g_01995
OG0000071	Pran.g_01268	Prah.g_00013
OG0000072	Pran.g_01872	Prah.g_02187
OG0000073	Pran.g_01509	Prah.g_00445
OG0000074	Pran.g_01487	Prah.g_00974
OG0000075	Pran.g_01336	Prah.g_00660
OG0000076	Pran.g_00568, Pran.g_00903	Prah.g_00915
OG0000078	Pran.g_00806	Prah.g_02191
OG0000079	Pran.g_00655	Prah.g_01654
OG0000080	Pran.g_00912, Pran.g_00575	Prah.g_01609
OG0000081	Pran.g_01135	Prah.g_02230
OG0000082	Pran.g_01222	Prah.g_02533
OG0000083	Pran.g_01260	Prah.g_00004
OG0000084	Pran.g_01263	Prah.g_00007
OG0000085	Pran.g_00401	Prah.g_00029
OG0000087	Pran.g_00376	Prah.g_02458
OG0000088	Pran.g_00320	Prah.g_00194
OG0000089	Pran.g_00312	Prah.g_00176, Prah.g_00180
OG0000090	Pran.g_00295	Prah.g_02268
OG0000091	Pran.g_00263	Prah.g_02307
OG0000092	Pran.g_00262	Prah.g_02308
OG0000093	Pran.g_00248	Prah.g_02324
OG0000094	Pran.g_00230	Prah.g_02362
OG0000095	Pran.g_00225	Prah.g_02371
OG0000096	Pran.g_01941	Prah.g_02089
OG0000097	Pran.g_01920	Prah.g_02126
OG0000099	Pran.g_01900	Prah.g_02151
OG0000100	Pran.g_01897	Prah.g_02155
OG0000101	Pran.g_01838	Prah.g_00208
OG0000102	Pran.g_01812	Prah.g_02538
OG0000103	Pran.g_01702	Prah.g_00313, Prah.g_00314
OG0000104	Pran.g_01698	Prah.g_01566
OG0000105	Pran.g_01679	Prah.g_01544
OG0000106	Pran.g_01646	Prah.g_00108, Prah.g_01503
OG0000107	Pran.g_01645	Prah.g_01501
OG0000108	Pran.g_01635	Prah.g_01476
OG0000109	Pran.g_01626	Prah.g_01465
OG0000110	Pran.g_01609	Prah.g_01446
OG0000111	Pran.g_01527	Prah.g_00474
OG0000112	Pran.g_01526	Prah.g_00473
OG0000113	Pran.g_01438	Prah.g_00752
OG0000114	Pran.g_01345	Prah.g_01823, Prah.g_00669
OG0000115	Pran.g_00487	Prah.g_00796
OG0000116	Pran.g_00491	Prah.g_00805
OG0000117	Pran.g_00565	Prah.g_00912
OG0000118	Pran.g_00135	Prah.g_02597
OG0000119	Pran.g_00090	Prah.g_02526
OG0000120	Pran.g_00054	Prah.g_01315
OG0000121	Pran.g_00035	Prah.g_01254
OG0000122	Pran.g_00016	Prah.g_01276
OG0000123	Pran.g_00003	Prah.g_01237, Prah.g_01238
OG0000124	Pran.g_00918	Prah.g_00905
OG0000125	Pran.g_00864	Prah.g_01378
OG0000126	Pran.g_00841	Prah.g_01576
OG0000127	Pran.g_00746	Prah.g_00424
OG0000128	Pran.g_00732	Prah.g_00407
OG0000129	Pran.g_00696	Prah.g_00361
OG0000130	Pran.g_00968	Prah.g_01672
OG0000131	Pran.g_01006	Prah.g_01725
OG0000132	Pran.g_01009	Prah.g_01728
OG0000133	Pran.g_01063	Prah.g_02038
OG0000134	Pran.g_01100	Prah.g_02001
OG0000135	Pran.g_01102	Prah.g_01999
OG0000136	Pran.g_01145	Prah.g_02244
OG0000137	Pran.g_01177	Prah.g_00089
OG0000138	Pran.g_01212	Prah.g_02498
OG0000139	Pran.g_01239	Prah.g_02578
OG0000140	Pran.g_01258	Prah.g_00002
OG0000141	Pran.g_01259	Prah.g_00003
OG0000142	Pran.g_01261	Prah.g_00005
OG0000143	Pran.g_01262	Prah.g_00006
OG0000144	Pran.g_01264	Prah.g_00008
OG0000145	Pran.g_01265	Prah.g_00010
OG0000146	Pran.g_01266	Prah.g_00011
OG0000147	Pran.g_01267	Prah.g_00012
OG0000148	Pran.g_01269	Prah.g_00014
OG0000149	Pran.g_00410	Prah.g_00016
OG0000150	Pran.g_00409	Prah.g_00017
OG0000151	Pran.g_00408	Prah.g_00022
OG0000152	Pran.g_00407	Prah.g_00023
OG0000153	Pran.g_00406	Prah.g_00024
OG0000154	Pran.g_00405	Prah.g_00025
OG0000155	Pran.g_00404	Prah.g_00026
OG0000156	Pran.g_00403	Prah.g_00027
OG0000157	Pran.g_00402	Prah.g_00028
OG0000158	Pran.g_00400	Prah.g_00030
OG0000159	Pran.g_00399	Prah.g_00031
OG0000160	Pran.g_00398	Prah.g_00032
OG0000161	Pran.g_00397	Prah.g_00033
OG0000162	Pran.g_00396	Prah.g_00034
OG0000163	Pran.g_00395	Prah.g_00036
OG0000164	Pran.g_00392	Prah.g_00041
OG0000165	Pran.g_00389	Prah.g_00046
OG0000166	Pran.g_00388	Prah.g_00047
OG0000167	Pran.g_00387	Prah.g_00048
OG0000168	Pran.g_00385	Prah.g_00049
OG0000169	Pran.g_00383	Prah.g_00051
OG0000170	Pran.g_00382	Prah.g_02488
OG0000171	Pran.g_00381	Prah.g_02486
OG0000172	Pran.g_00380	Prah.g_02485
OG0000173	Pran.g_00379	Prah.g_02478
OG0000174	Pran.g_00378	Prah.g_02471
OG0000175	Pran.g_00377	Prah.g_02466
OG0000176	Pran.g_00375	Prah.g_02457
OG0000177	Pran.g_00374	Prah.g_02454
OG0000178	Pran.g_00373	Prah.g_02453
OG0000179	Pran.g_00368	Prah.g_01830
OG0000180	Pran.g_00367	Prah.g_01833
OG0000181	Pran.g_00366	Prah.g_01834
OG0000182	Pran.g_00363	Prah.g_01838
OG0000183	Pran.g_00362	Prah.g_01839
OG0000184	Pran.g_00359	Prah.g_01843
OG0000185	Pran.g_00355	Prah.g_01849
OG0000186	Pran.g_00354	Prah.g_01850
OG0000187	Pran.g_00353	Prah.g_01211
OG0000188	Pran.g_00352	Prah.g_01851
OG0000189	Pran.g_00351	Prah.g_01859
OG0000190	Pran.g_00350	Prah.g_01860
OG0000191	Pran.g_00349	Prah.g_01861
OG0000192	Pran.g_00348	Prah.g_01862
OG0000193	Pran.g_00347	Prah.g_01863
OG0000194	Pran.g_00346	Prah.g_01864
OG0000195	Pran.g_00344	Prah.g_01866
OG0000196	Pran.g_00343	Prah.g_01867
OG0000197	Pran.g_00342	Prah.g_01873
OG0000198	Pran.g_00341	Prah.g_01877
OG0000199	Pran.g_00339	Prah.g_01882
OG0000200	Pran.g_00338	Prah.g_01883
OG0000201	Pran.g_00337	Prah.g_01884
OG0000202	Pran.g_00336	Prah.g_01886
OG0000203	Pran.g_00335	Prah.g_01887
OG0000204	Pran.g_00334	Prah.g_01888
OG0000205	Pran.g_00333	Prah.g_01890
OG0000206	Pran.g_00332	Prah.g_01891
OG0000207	Pran.g_00331	Prah.g_01892
OG0000208	Pran.g_00330	Prah.g_01893
OG0000209	Pran.g_00329	Prah.g_01894
OG0000210	Pran.g_00327	Prah.g_01896
OG0000211	Pran.g_00326	Prah.g_01897
OG0000212	Pran.g_00325	Prah.g_01898
OG0000213	Pran.g_00324	Prah.g_01901
OG0000214	Pran.g_00322	Prah.g_01908
OG0000215	Pran.g_00321	Prah.g_00195
OG0000216	Pran.g_00319	Prah.g_00193
OG0000217	Pran.g_00318	Prah.g_00191
OG0000218	Pran.g_00317	Prah.g_00189
OG0000219	Pran.g_00316	Prah.g_00188
OG0000220	Pran.g_00313	Prah.g_00183
OG0000221	Pran.g_00311	Prah.g_00175
OG0000222	Pran.g_00310	Prah.g_00174
OG0000223	Pran.g_00309	Prah.g_00173
OG0000224	Pran.g_00307	Prah.g_02252
OG0000225	Pran.g_00305	Prah.g_02254
OG0000226	Pran.g_00304	Prah.g_02257
OG0000227	Pran.g_00303	Prah.g_02259
OG0000228	Pran.g_00302	Prah.g_02260
OG0000229	Pran.g_00301	Prah.g_02261
OG0000230	Pran.g_00300	Prah.g_02262
OG0000231	Pran.g_00298	Prah.g_02264
OG0000232	Pran.g_00297	Prah.g_02265
OG0000233	Pran.g_00294	Prah.g_02269
OG0000234	Pran.g_00292	Prah.g_02280
OG0000235	Pran.g_00288	Prah.g_02282
OG0000236	Pran.g_00287	Prah.g_02283
OG0000237	Pran.g_00286	Prah.g_02284
OG0000238	Pran.g_00285	Prah.g_02285
OG0000239	Pran.g_00283	Prah.g_02286
OG0000240	Pran.g_00281	Prah.g_02288
OG0000241	Pran.g_00280	Prah.g_02289
OG0000242	Pran.g_00279	Prah.g_02290
OG0000243	Pran.g_00278	Prah.g_02291
OG0000244	Pran.g_00277	Prah.g_02292
OG0000245	Pran.g_00276	Prah.g_02294
OG0000246	Pran.g_00274	Prah.g_02296
OG0000247	Pran.g_00273	Prah.g_02297
OG0000248	Pran.g_00272	Prah.g_02298
OG0000249	Pran.g_00271	Prah.g_02299
OG0000250	Pran.g_00270	Prah.g_02300
OG0000251	Pran.g_00269	Prah.g_02301
OG0000252	Pran.g_00268	Prah.g_02302
OG0000253	Pran.g_00267	Prah.g_02303
OG0000254	Pran.g_00265	Prah.g_02305
OG0000255	Pran.g_00264	Prah.g_02306
OG0000256	Pran.g_00261	Prah.g_02309
OG0000257	Pran.g_00259	Prah.g_02310
OG0000258	Pran.g_00258	Prah.g_02311
OG0000259	Pran.g_00257	Prah.g_02312
OG0000260	Pran.g_00256	Prah.g_02313
OG0000261	Pran.g_00255	Prah.g_02314
OG0000262	Pran.g_00254	Prah.g_02315
OG0000263	Pran.g_00253	Prah.g_02316
OG0000264	Pran.g_00251	Prah.g_00709
OG0000265	Pran.g_00250	Prah.g_02321
OG0000266	Pran.g_00249	Prah.g_02323
OG0000267	Pran.g_00247	Prah.g_02334
OG0000268	Pran.g_00246	Prah.g_02336
OG0000269	Pran.g_00245	Prah.g_02339
OG0000270	Pran.g_00244	Prah.g_02341
OG0000271	Pran.g_00243	Prah.g_02344
OG0000272	Pran.g_00242	Prah.g_02345
OG0000273	Pran.g_00241	Prah.g_02350
OG0000274	Pran.g_00240	Prah.g_02352
OG0000275	Pran.g_00239	Prah.g_02353
OG0000276	Pran.g_00238	Prah.g_02354
OG0000277	Pran.g_00237	Prah.g_02355
OG0000278	Pran.g_00236	Prah.g_02356
OG0000279	Pran.g_00235	Prah.g_02357
OG0000280	Pran.g_00234	Prah.g_02358
OG0000281	Pran.g_00232	Prah.g_02360
OG0000282	Pran.g_00231	Prah.g_02361
OG0000283	Pran.g_00228	Prah.g_02364
OG0000284	Pran.g_00227	Prah.g_02365
OG0000285	Pran.g_00226	Prah.g_02370
OG0000286	Pran.g_00224	Prah.g_02372
OG0000287	Pran.g_00223	Prah.g_02420
OG0000288	Pran.g_00222	Prah.g_02419
OG0000289	Pran.g_00221	Prah.g_02418
OG0000290	Pran.g_00220	Prah.g_02417
OG0000291	Pran.g_00219	Prah.g_02415
OG0000292	Pran.g_00218	Prah.g_02411
OG0000293	Pran.g_00217	Prah.g_02410
OG0000294	Pran.g_00216	Prah.g_02409
OG0000295	Pran.g_00215	Prah.g_02403
OG0000296	Pran.g_00214	Prah.g_02402
OG0000297	Pran.g_00213	Prah.g_02400
OG0000298	Pran.g_00212	Prah.g_02399
OG0000299	Pran.g_00211	Prah.g_02398
OG0000300	Pran.g_00210	Prah.g_02397
OG0000301	Pran.g_00209	Prah.g_02396
OG0000302	Pran.g_00208	Prah.g_02395
OG0000303	Pran.g_00207	Prah.g_02394
OG0000304	Pran.g_00206	Prah.g_02392
OG0000305	Pran.g_00205	Prah.g_02391
OG0000306	Pran.g_00204	Prah.g_02390
OG0000307	Pran.g_00203	Prah.g_01786
OG0000308	Pran.g_00202	Prah.g_01411
OG0000309	Pran.g_00201	Prah.g_01412
OG0000310	Pran.g_00200	Prah.g_01413
OG0000311	Pran.g_00199	Prah.g_01782
OG0000312	Pran.g_00197	Prah.g_01781
OG0000313	Pran.g_00196	Prah.g_01779
OG0000314	Pran.g_00194	Prah.g_01773
OG0000315	Pran.g_00193	Prah.g_01772
OG0000316	Pran.g_01950	Prah.g_02074
OG0000317	Pran.g_01948	Prah.g_02078
OG0000318	Pran.g_01947	Prah.g_02079
OG0000319	Pran.g_01946	Prah.g_02080
OG0000320	Pran.g_01945	Prah.g_02082
OG0000321	Pran.g_01942	Prah.g_02087
OG0000322	Pran.g_01939	Prah.g_02098
OG0000323	Pran.g_01938	Prah.g_02099
OG0000324	Pran.g_01935	Prah.g_02101
OG0000325	Pran.g_01934	Prah.g_02103
OG0000326	Pran.g_01933	Prah.g_02105
OG0000327	Pran.g_01931	Prah.g_02111
OG0000328	Pran.g_01930	Prah.g_01785
OG0000329	Pran.g_01929	Prah.g_02114
OG0000330	Pran.g_01928	Prah.g_02115
OG0000331	Pran.g_01927	Prah.g_02117
OG0000332	Pran.g_01926	Prah.g_02118
OG0000333	Pran.g_01925	Prah.g_02119
OG0000334	Pran.g_01924	Prah.g_02120
OG0000335	Pran.g_01923	Prah.g_02121
OG0000336	Pran.g_01922	Prah.g_02123
OG0000337	Pran.g_01919	Prah.g_02128
OG0000338	Pran.g_01918	Prah.g_02129
OG0000339	Pran.g_01917	Prah.g_02130
OG0000340	Pran.g_01916	Prah.g_02132
OG0000341	Pran.g_01912	Prah.g_02137
OG0000342	Pran.g_01911	Prah.g_02138
OG0000343	Pran.g_01909	Prah.g_02140
OG0000344	Pran.g_01908	Prah.g_02142
OG0000345	Pran.g_01907	Prah.g_02143
OG0000346	Pran.g_01906	Prah.g_02144
OG0000347	Pran.g_01905	Prah.g_02145
OG0000348	Pran.g_01904	Prah.g_02146
OG0000349	Pran.g_01903	Prah.g_02147
OG0000350	Pran.g_01902	Prah.g_02148
OG0000351	Pran.g_01899	Prah.g_02152
OG0000352	Pran.g_01896	Prah.g_02156
OG0000353	Pran.g_01895	Prah.g_02157
OG0000354	Pran.g_01894	Prah.g_02158
OG0000355	Pran.g_01893	Prah.g_02159
OG0000356	Pran.g_01892	Prah.g_02166
OG0000357	Pran.g_01891	Prah.g_02167
OG0000358	Pran.g_01890	Prah.g_02168
OG0000359	Pran.g_01889	Prah.g_02170
OG0000360	Pran.g_01886	Prah.g_02172
OG0000361	Pran.g_01885	Prah.g_02173
OG0000362	Pran.g_01884	Prah.g_02174
OG0000363	Pran.g_01883	Prah.g_02175
OG0000364	Pran.g_01882	Prah.g_02176
OG0000365	Pran.g_01881	Prah.g_02177
OG0000366	Pran.g_01880	Prah.g_02178
OG0000367	Pran.g_01879	Prah.g_02179
OG0000368	Pran.g_01878	Prah.g_02180
OG0000369	Pran.g_01877	Prah.g_02181
OG0000370	Pran.g_01876	Prah.g_02182
OG0000371	Pran.g_01875	Prah.g_02183
OG0000372	Pran.g_01873	Prah.g_02186
OG0000373	Pran.g_01871	Prah.g_02197
OG0000374	Pran.g_01870	Prah.g_02199
OG0000375	Pran.g_01869	Prah.g_02207
OG0000376	Pran.g_01867	Prah.g_01956
OG0000377	Pran.g_01866	Prah.g_01949
OG0000378	Pran.g_01865	Prah.g_01948
OG0000379	Pran.g_01860	Prah.g_01940
OG0000380	Pran.g_01859	Prah.g_01938
OG0000381	Pran.g_01858	Prah.g_01937
OG0000382	Pran.g_01857	Prah.g_01935
OG0000383	Pran.g_01854	Prah.g_01930
OG0000384	Pran.g_01853	Prah.g_01929
OG0000385	Pran.g_01850	Prah.g_01922
OG0000386	Pran.g_01849	Prah.g_01921
OG0000387	Pran.g_01848	Prah.g_01920
OG0000388	Pran.g_01847	Prah.g_01919
OG0000389	Pran.g_01846	Prah.g_01918
OG0000390	Pran.g_01845	Prah.g_01917
OG0000391	Pran.g_01844	Prah.g_01916
OG0000392	Pran.g_01843	Prah.g_01915
OG0000393	Pran.g_01840	Prah.g_00204
OG0000394	Pran.g_01839	Prah.g_00205
OG0000395	Pran.g_01837	Prah.g_00209
OG0000396	Pran.g_01835	Prah.g_00579
OG0000397	Pran.g_01823	Prah.g_01837
OG0000398	Pran.g_01816	Prah.g_01661
OG0000399	Pran.g_01815	Prah.g_01181
OG0000400	Pran.g_01808	Prah.g_02072
OG0000401	Pran.g_01749	Prah.g_00218
OG0000402	Pran.g_01748	Prah.g_00219
OG0000403	Pran.g_01747	Prah.g_00221
OG0000404	Pran.g_01745	Prah.g_00229
OG0000405	Pran.g_01744	Prah.g_00230
OG0000406	Pran.g_01742	Prah.g_00232
OG0000407	Pran.g_01741	Prah.g_00233
OG0000408	Pran.g_01740	Prah.g_00234
OG0000409	Pran.g_01739	Prah.g_00235
OG0000410	Pran.g_01738	Prah.g_00237
OG0000411	Pran.g_01737	Prah.g_00238
OG0000412	Pran.g_01736	Prah.g_00239
OG0000413	Pran.g_01735	Prah.g_00240
OG0000414	Pran.g_01734	Prah.g_00241
OG0000415	Pran.g_01733	Prah.g_00242
OG0000416	Pran.g_01729	Prah.g_00247
OG0000417	Pran.g_01728	Prah.g_00251
OG0000418	Pran.g_01727	Prah.g_00252
OG0000419	Pran.g_01726	Prah.g_00253
OG0000420	Pran.g_01725	Prah.g_00254
OG0000421	Pran.g_01724	Prah.g_00255
OG0000422	Pran.g_01723	Prah.g_00257
OG0000423	Pran.g_01722	Prah.g_00258
OG0000424	Pran.g_01720	Prah.g_00261
OG0000425	Pran.g_01717	Prah.g_00290
OG0000426	Pran.g_01716	Prah.g_00291
OG0000427	Pran.g_01715	Prah.g_00294
OG0000428	Pran.g_01714	Prah.g_00304
OG0000429	Pran.g_01713	Prah.g_00306
OG0000430	Pran.g_01707	Prah.g_00308
OG0000431	Pran.g_01705	Prah.g_00310
OG0000432	Pran.g_01704	Prah.g_00311
OG0000433	Pran.g_01701	Prah.g_01575
OG0000434	Pran.g_01700	Prah.g_01572
OG0000435	Pran.g_01699	Prah.g_01567
OG0000436	Pran.g_01697	Prah.g_01565
OG0000437	Pran.g_01695	Prah.g_01563
OG0000438	Pran.g_01694	Prah.g_01562
OG0000439	Pran.g_01693	Prah.g_01561
OG0000440	Pran.g_01691	Prah.g_01558
OG0000441	Pran.g_01690	Prah.g_01556
OG0000442	Pran.g_01689	Prah.g_01555
OG0000443	Pran.g_01688	Prah.g_01554
OG0000444	Pran.g_01687	Prah.g_01553
OG0000445	Pran.g_01686	Prah.g_01552
OG0000446	Pran.g_01685	Prah.g_01551
OG0000447	Pran.g_01684	Prah.g_01550
OG0000448	Pran.g_01683	Prah.g_01549
OG0000449	Pran.g_01678	Prah.g_01541
OG0000450	Pran.g_01677	Prah.g_01540
OG0000451	Pran.g_01676	Prah.g_01539
OG0000452	Pran.g_01675	Prah.g_01538
OG0000453	Pran.g_01673	Prah.g_01535
OG0000454	Pran.g_01672	Prah.g_01534
OG0000455	Pran.g_01671	Prah.g_01533
OG0000456	Pran.g_01670	Prah.g_01532
OG0000457	Pran.g_01668	Prah.g_01530
OG0000458	Pran.g_01666	Prah.g_01529
OG0000459	Pran.g_01665	Prah.g_01528
OG0000460	Pran.g_01663	Prah.g_01526
OG0000461	Pran.g_01662	Prah.g_01525
OG0000462	Pran.g_01661	Prah.g_01524
OG0000463	Pran.g_01660	Prah.g_01519
OG0000464	Pran.g_01655	Prah.g_01514
OG0000465	Pran.g_01653	Prah.g_01513
OG0000466	Pran.g_01652	Prah.g_01512
OG0000467	Pran.g_01651	Prah.g_01510
OG0000468	Pran.g_01650	Prah.g_01509
OG0000469	Pran.g_01649	Prah.g_01505
OG0000470	Pran.g_01648	Prah.g_01094
OG0000471	Pran.g_01647	Prah.g_01035
OG0000472	Pran.g_01644	Prah.g_01500
OG0000473	Pran.g_01643	Prah.g_01498
OG0000474	Pran.g_01642	Prah.g_01496
OG0000475	Pran.g_01641	Prah.g_01495
OG0000476	Pran.g_01640	Prah.g_01489
OG0000477	Pran.g_01638	Prah.g_01484
OG0000478	Pran.g_01637	Prah.g_01482
OG0000479	Pran.g_01636	Prah.g_01480
OG0000480	Pran.g_01634	Prah.g_01474
OG0000481	Pran.g_01633	Prah.g_01473
OG0000482	Pran.g_01632	Prah.g_01472
OG0000483	Pran.g_01631	Prah.g_01470
OG0000484	Pran.g_01630	Prah.g_01469
OG0000485	Pran.g_01629	Prah.g_01468
OG0000486	Pran.g_01628	Prah.g_01467
OG0000487	Pran.g_01627	Prah.g_01466
OG0000488	Pran.g_01625	Prah.g_01464
OG0000489	Pran.g_01624	Prah.g_01463
OG0000490	Pran.g_01623	Prah.g_01462
OG0000491	Pran.g_01622	Prah.g_01461
OG0000492	Pran.g_01621	Prah.g_01460
OG0000493	Pran.g_01620	Prah.g_01459
OG0000494	Pran.g_01618	Prah.g_01458
OG0000495	Pran.g_01617	Prah.g_01457
OG0000496	Pran.g_01616	Prah.g_01454
OG0000497	Pran.g_01614	Prah.g_01452
OG0000498	Pran.g_01613	Prah.g_01451
OG0000499	Pran.g_01611	Prah.g_01449
OG0000500	Pran.g_01610	Prah.g_01448
OG0000501	Pran.g_01608	Prah.g_01445
OG0000502	Pran.g_01607	Prah.g_01444
OG0000503	Pran.g_01606	Prah.g_01443
OG0000504	Pran.g_01605	Prah.g_01441
OG0000505	Pran.g_01604	Prah.g_01440
OG0000506	Pran.g_01603	Prah.g_01439
OG0000507	Pran.g_01602	Prah.g_01438
OG0000508	Pran.g_01600	Prah.g_01434
OG0000509	Pran.g_01599	Prah.g_01433
OG0000510	Pran.g_01598	Prah.g_01432
OG0000511	Pran.g_01597	Prah.g_01431
OG0000512	Pran.g_01596	Prah.g_01430
OG0000513	Pran.g_01595	Prah.g_01429
OG0000514	Pran.g_01594	Prah.g_01428
OG0000515	Pran.g_01592	Prah.g_01425
OG0000516	Pran.g_01591	Prah.g_01424
OG0000517	Pran.g_01590	Prah.g_01423
OG0000518	Pran.g_01587	Prah.g_01417
OG0000519	Pran.g_01586	Prah.g_01416
OG0000520	Pran.g_01585	Prah.g_01415
OG0000521	Pran.g_01584	Prah.g_01414
OG0000522	Pran.g_01583	Prah.g_01408
OG0000523	Pran.g_01582	Prah.g_01407
OG0000524	Pran.g_01581	Prah.g_01406
OG0000525	Pran.g_01579	Prah.g_01404
OG0000526	Pran.g_01578	Prah.g_01403
OG0000527	Pran.g_01577	Prah.g_01402
OG0000528	Pran.g_01576	Prah.g_01401
OG0000529	Pran.g_01575	Prah.g_01400
OG0000530	Pran.g_01574	Prah.g_01399
OG0000531	Pran.g_01573	Prah.g_01396
OG0000532	Pran.g_01572	Prah.g_01394
OG0000533	Pran.g_01571	Prah.g_01393
OG0000534	Pran.g_01570	Prah.g_01392
OG0000535	Pran.g_01569	Prah.g_01391
OG0000536	Pran.g_01568	Prah.g_01390
OG0000537	Pran.g_01567	Prah.g_01389
OG0000538	Pran.g_01566	Prah.g_01388
OG0000539	Pran.g_01565	Prah.g_01387
OG0000540	Pran.g_01564	Prah.g_01385
OG0000541	Pran.g_01563	Prah.g_00532
OG0000542	Pran.g_01562	Prah.g_00531
OG0000543	Pran.g_01561	Prah.g_00530
OG0000544	Pran.g_01560	Prah.g_00529
OG0000545	Pran.g_01557	Prah.g_00526
OG0000546	Pran.g_01556	Prah.g_00525
OG0000547	Pran.g_01554	Prah.g_00523
OG0000548	Pran.g_01553	Prah.g_00518
OG0000549	Pran.g_01552	Prah.g_00517
OG0000550	Pran.g_01551	Prah.g_00516
OG0000551	Pran.g_01550	Prah.g_00513
OG0000552	Pran.g_01549	Prah.g_00510
OG0000553	Pran.g_01548	Prah.g_00509
OG0000554	Pran.g_01547	Prah.g_00506
OG0000555	Pran.g_01546	Prah.g_00505
OG0000556	Pran.g_01545	Prah.g_00504
OG0000557	Pran.g_01544	Prah.g_00503
OG0000558	Pran.g_01543	Prah.g_00501
OG0000559	Pran.g_01542	Prah.g_00500
OG0000560	Pran.g_01540	Prah.g_00498
OG0000561	Pran.g_01539	Prah.g_00497
OG0000562	Pran.g_01538	Prah.g_00495
OG0000563	Pran.g_01537	Prah.g_00494
OG0000564	Pran.g_01536	Prah.g_00493
OG0000565	Pran.g_01535	Prah.g_00486
OG0000566	Pran.g_01534	Prah.g_00485
OG0000567	Pran.g_01533	Prah.g_00484
OG0000568	Pran.g_01532	Prah.g_00483
OG0000569	Pran.g_01531	Prah.g_00482
OG0000570	Pran.g_01530	Prah.g_00478
OG0000571	Pran.g_01529	Prah.g_00477
OG0000572	Pran.g_01528	Prah.g_00476
OG0000573	Pran.g_01525	Prah.g_00472
OG0000574	Pran.g_01524	Prah.g_00466
OG0000575	Pran.g_01523	Prah.g_00465
OG0000576	Pran.g_01522	Prah.g_00464
OG0000577	Pran.g_01521	Prah.g_00463
OG0000578	Pran.g_01520	Prah.g_00462
OG0000579	Pran.g_01519	Prah.g_00460
OG0000580	Pran.g_01518	Prah.g_00457
OG0000581	Pran.g_01517	Prah.g_00456
OG0000582	Pran.g_01516	Prah.g_00455
OG0000583	Pran.g_01515	Prah.g_00454
OG0000584	Pran.g_01514	Prah.g_00452
OG0000585	Pran.g_01513	Prah.g_00451
OG0000586	Pran.g_01511	Prah.g_00449
OG0000587	Pran.g_01510	Prah.g_00448
OG0000588	Pran.g_01508	Prah.g_00444
OG0000589	Pran.g_01507	Prah.g_00442
OG0000590	Pran.g_01505	Prah.g_02193
OG0000591	Pran.g_01499	Prah.g_01789
OG0000592	Pran.g_01498	Prah.g_01029
