Orthogroup	Pran	Prad
OG0000200	Pran.g_00338	Prad.g_01898
OG0000201	Pran.g_00337	Prad.g_01897
OG0000202	Pran.g_00336	Prad.g_01896
OG0000203	Pran.g_00335	Prad.g_01895
OG0000204	Pran.g_00334	Prad.g_01894
OG0000205	Pran.g_00333	Prad.g_01893
OG0000206	Pran.g_00332	Prad.g_01892
OG0000207	Pran.g_00331	Prad.g_01891
OG0000208	Pran.g_00330	Prad.g_01890
OG0000209	Pran.g_00329	Prad.g_01889
OG0000210	Pran.g_00327	Prad.g_01887
OG0000211	Pran.g_00326	Prad.g_01886
OG0000212	Pran.g_00325	Prad.g_01885
OG0000213	Pran.g_00324	Prad.g_01884
OG0000214	Pran.g_00322	Prad.g_01882
OG0000215	Pran.g_00321	Prad.g_01881
OG0000216	Pran.g_00319	Prad.g_01879
OG0000217	Pran.g_00318	Prad.g_01878
OG0000218	Pran.g_00317	Prad.g_01877
OG0000219	Pran.g_00316	Prad.g_01876
OG0000220	Pran.g_00313	Prad.g_01873
OG0000221	Pran.g_00311	Prad.g_01871
OG0000222	Pran.g_00310	Prad.g_01870
OG0000223	Pran.g_00309	Prad.g_01869
OG0000224	Pran.g_00307	Prad.g_01866
OG0000225	Pran.g_00305	Prad.g_01864
OG0000226	Pran.g_00304	Prad.g_01863
OG0000227	Pran.g_00303	Prad.g_01862
OG0000228	Pran.g_00302	Prad.g_01861
OG0000229	Pran.g_00301	Prad.g_01860
OG0000230	Pran.g_00300	Prad.g_01859
OG0000231	Pran.g_00298	Prad.g_01857
OG0000232	Pran.g_00297	Prad.g_01856
OG0000233	Pran.g_00294	Prad.g_01853
OG0000234	Pran.g_00292	Prad.g_01851
OG0000235	Pran.g_00288	Prad.g_01846
OG0000236	Pran.g_00287	Prad.g_01845
OG0000237	Pran.g_00286	Prad.g_01844
OG0000238	Pran.g_00285	Prad.g_01843
OG0000239	Pran.g_00283	Prad.g_01842
OG0000240	Pran.g_00281	Prad.g_01840
OG0000241	Pran.g_00280	Prad.g_01839
OG0000242	Pran.g_00279	Prad.g_01838
OG0000243	Pran.g_00278	Prad.g_01837
OG0000244	Pran.g_00277	Prad.g_01836
OG0000245	Pran.g_00276	Prad.g_01835
OG0000246	Pran.g_00274	Prad.g_01833
OG0000247	Pran.g_00273	Prad.g_01832
OG0000248	Pran.g_00272	Prad.g_01831
OG0000249	Pran.g_00271	Prad.g_01830
OG0000250	Pran.g_00270	Prad.g_01829
OG0000251	Pran.g_00269	Prad.g_01828
OG0000252	Pran.g_00268	Prad.g_01827
OG0000253	Pran.g_00267	Prad.g_01826
OG0000254	Pran.g_00265	Prad.g_01824
OG0000255	Pran.g_00264	Prad.g_01823
OG0000256	Pran.g_00261	Prad.g_01820
OG0000257	Pran.g_00259	Prad.g_01818
OG0000258	Pran.g_00258	Prad.g_01817
OG0000259	Pran.g_00257	Prad.g_01816
OG0000260	Pran.g_00256	Prad.g_01815
OG0000261	Pran.g_00255	Prad.g_01814
OG0000262	Pran.g_00254	Prad.g_01813
OG0000263	Pran.g_00253	Prad.g_01812
OG0000264	Pran.g_00251	Prad.g_01810
OG0000265	Pran.g_00250	Prad.g_01809
OG0000266	Pran.g_00249	Prad.g_01808
OG0000267	Pran.g_00247	Prad.g_01806
OG0000268	Pran.g_00246	Prad.g_01805
OG0000269	Pran.g_00245	Prad.g_01804
OG0000270	Pran.g_00244	Prad.g_01803
OG0000271	Pran.g_00243	Prad.g_01802
OG0000272	Pran.g_00242	Prad.g_01801
OG0000273	Pran.g_00241	Prad.g_01800
OG0000274	Pran.g_00240	Prad.g_01799
OG0000275	Pran.g_00239	Prad.g_01798
OG0000276	Pran.g_00238	Prad.g_01797
OG0000277	Pran.g_00237	Prad.g_01796
OG0000278	Pran.g_00236	Prad.g_01795
OG0000279	Pran.g_00235	Prad.g_01794
OG0000280	Pran.g_00234	Prad.g_01793
OG0000281	Pran.g_00232	Prad.g_01791
OG0000282	Pran.g_00231	Prad.g_01790
OG0000283	Pran.g_00228	Prad.g_01787
OG0000284	Pran.g_00227	Prad.g_01786
OG0000285	Pran.g_00226	Prad.g_01785
OG0000286	Pran.g_00224	Prad.g_01783
OG0000287	Pran.g_00223	Prad.g_01782
OG0000288	Pran.g_00222	Prad.g_01781
OG0000289	Pran.g_00221	Prad.g_01780
OG0000290	Pran.g_00220	Prad.g_01779
OG0000291	Pran.g_00219	Prad.g_01778
OG0000292	Pran.g_00218	Prad.g_01777
OG0000293	Pran.g_00217	Prad.g_01776
OG0000294	Pran.g_00216	Prad.g_01775
OG0000295	Pran.g_00215	Prad.g_01774
OG0000296	Pran.g_00214	Prad.g_01773
OG0000297	Pran.g_00213	Prad.g_01772
OG0000298	Pran.g_00212	Prad.g_01771
OG0000299	Pran.g_00211	Prad.g_01770
OG0000300	Pran.g_00210	Prad.g_01769
OG0000301	Pran.g_00209	Prad.g_01768
OG0000302	Pran.g_00208	Prad.g_01767
OG0000303	Pran.g_00207	Prad.g_01766
OG0000304	Pran.g_00206	Prad.g_01765
OG0000305	Pran.g_00205	Prad.g_01764
OG0000306	Pran.g_00204	Prad.g_01763
OG0000307	Pran.g_00203	Prad.g_01762
OG0000308	Pran.g_00202	Prad.g_01761
OG0000309	Pran.g_00201	Prad.g_01760
OG0000310	Pran.g_00200	Prad.g_01759
OG0000311	Pran.g_00199	Prad.g_01758
OG0000312	Pran.g_00197	Prad.g_01756
OG0000313	Pran.g_00196	Prad.g_01755
OG0000314	Pran.g_00194	Prad.g_01752
OG0000315	Pran.g_00193	Prad.g_01751
OG0000316	Pran.g_01950	Prad.g_01749
OG0000317	Pran.g_01948	Prad.g_01747
OG0000318	Pran.g_01947	Prad.g_01746
OG0000319	Pran.g_01946	Prad.g_01745
OG0000320	Pran.g_01945	Prad.g_01744
OG0000321	Pran.g_01942	Prad.g_01741
OG0000322	Pran.g_01939	Prad.g_01738
OG0000323	Pran.g_01938	Prad.g_01737
OG0000324	Pran.g_01935	Prad.g_01734
OG0000325	Pran.g_01934	Prad.g_01732
OG0000326	Pran.g_01933	Prad.g_01731
OG0000327	Pran.g_01931	Prad.g_01729
OG0000328	Pran.g_01930	Prad.g_01728
OG0000329	Pran.g_01929	Prad.g_01727
OG0000330	Pran.g_01928	Prad.g_01726
OG0000331	Pran.g_01927	Prad.g_01725
OG0000332	Pran.g_01926	Prad.g_01724
OG0000333	Pran.g_01925	Prad.g_01723
OG0000334	Pran.g_01924	Prad.g_01722
OG0000335	Pran.g_01923	Prad.g_01721
OG0000336	Pran.g_01922	Prad.g_01720
OG0000337	Pran.g_01919	Prad.g_01716
OG0000338	Pran.g_01918	Prad.g_01715
OG0000339	Pran.g_01917	Prad.g_01714
OG0000340	Pran.g_01916	Prad.g_01713
OG0000341	Pran.g_01912	Prad.g_01709
OG0000342	Pran.g_01911	Prad.g_01708
OG0000343	Pran.g_01909	Prad.g_01706
OG0000344	Pran.g_01908	Prad.g_01705
OG0000345	Pran.g_01907	Prad.g_01704
OG0000346	Pran.g_01906	Prad.g_01703
OG0000347	Pran.g_01905	Prad.g_01702
OG0000348	Pran.g_01904	Prad.g_01701
OG0000349	Pran.g_01903	Prad.g_01700
OG0000350	Pran.g_01902	Prad.g_01699
OG0000351	Pran.g_01899	Prad.g_01696
OG0000352	Pran.g_01896	Prad.g_01693
OG0000353	Pran.g_01895	Prad.g_01692
OG0000354	Pran.g_01894	Prad.g_01691
OG0000355	Pran.g_01893	Prad.g_01690
OG0000356	Pran.g_01892	Prad.g_01689
OG0000357	Pran.g_01891	Prad.g_01688
OG0000358	Pran.g_01890	Prad.g_01687
OG0000359	Pran.g_01889	Prad.g_01686
OG0000360	Pran.g_01886	Prad.g_01683
OG0000361	Pran.g_01885	Prad.g_01682
OG0000362	Pran.g_01884	Prad.g_01681
OG0000363	Pran.g_01883	Prad.g_01680
OG0000364	Pran.g_01882	Prad.g_01679
OG0000365	Pran.g_01881	Prad.g_01678
OG0000366	Pran.g_01880	Prad.g_01677
OG0000367	Pran.g_01879	Prad.g_01676
OG0000368	Pran.g_01878	Prad.g_01675
OG0000369	Pran.g_01877	Prad.g_01674
OG0000370	Pran.g_01876	Prad.g_01673
OG0000371	Pran.g_01875	Prad.g_01672
OG0000372	Pran.g_01873	Prad.g_01670
OG0000373	Pran.g_01871	Prad.g_01668
OG0000374	Pran.g_01870	Prad.g_01667
OG0000375	Pran.g_01869	Prad.g_01666
OG0000376	Pran.g_01867	Prad.g_01664
OG0000377	Pran.g_01866	Prad.g_01663
OG0000378	Pran.g_01865	Prad.g_01662
OG0000379	Pran.g_01860	Prad.g_01657
OG0000380	Pran.g_01859	Prad.g_01656
OG0000381	Pran.g_01858	Prad.g_01655
OG0000382	Pran.g_01857	Prad.g_01653
OG0000383	Pran.g_01854	Prad.g_01650
OG0000384	Pran.g_01853	Prad.g_01649
OG0000385	Pran.g_01850	Prad.g_01646
OG0000386	Pran.g_01849	Prad.g_01645
OG0000387	Pran.g_01848	Prad.g_01644
OG0000388	Pran.g_01847	Prad.g_01643
OG0000389	Pran.g_01846	Prad.g_01642
OG0000390	Pran.g_01845	Prad.g_00761
OG0000391	Pran.g_01844	Prad.g_00760
OG0000392	Pran.g_01843	Prad.g_00759
OG0000393	Pran.g_01840	Prad.g_00756
OG0000394	Pran.g_01839	Prad.g_00755
OG0000395	Pran.g_01837	Prad.g_00753
OG0000396	Pran.g_01835	Prad.g_00752
OG0000397	Pran.g_01823	Prad.g_00738
OG0000398	Pran.g_01816	Prad.g_00730
OG0000399	Pran.g_01815	Prad.g_00729
OG0000400	Pran.g_01808	Prad.g_00724
OG0000401	Pran.g_01749	Prad.g_00671
OG0000402	Pran.g_01748	Prad.g_00670
OG0000403	Pran.g_01747	Prad.g_00669
OG0000404	Pran.g_01745	Prad.g_00667
OG0000405	Pran.g_01744	Prad.g_00666
OG0000406	Pran.g_01742	Prad.g_00069
OG0000407	Pran.g_01741	Prad.g_00068
OG0000408	Pran.g_01740	Prad.g_00067
OG0000409	Pran.g_01739	Prad.g_00066
OG0000410	Pran.g_01738	Prad.g_00065
OG0000411	Pran.g_01737	Prad.g_00064
OG0000412	Pran.g_01736	Prad.g_00063
OG0000413	Pran.g_01735	Prad.g_00062
OG0000414	Pran.g_01734	Prad.g_00061
OG0000415	Pran.g_01733	Prad.g_00060
OG0000416	Pran.g_01729	Prad.g_00059
OG0000417	Pran.g_01728	Prad.g_00058
OG0000418	Pran.g_01727	Prad.g_00057
OG0000419	Pran.g_01726	Prad.g_00056
OG0000420	Pran.g_01725	Prad.g_00055
OG0000421	Pran.g_01724	Prad.g_00054
OG0000422	Pran.g_01723	Prad.g_00052
OG0000423	Pran.g_01722	Prad.g_00051
OG0000424	Pran.g_01720	Prad.g_00049
OG0000425	Pran.g_01717	Prad.g_00045
OG0000426	Pran.g_01716	Prad.g_00044
OG0000427	Pran.g_01715	Prad.g_00043
OG0000428	Pran.g_01714	Prad.g_00042
OG0000429	Pran.g_01713	Prad.g_00041
OG0000430	Pran.g_01707	Prad.g_00036
OG0000431	Pran.g_01705	Prad.g_00034
OG0000432	Pran.g_01704	Prad.g_00033
OG0000433	Pran.g_01701	Prad.g_00030
OG0000434	Pran.g_01700	Prad.g_00029
OG0000435	Pran.g_01699	Prad.g_00028
OG0000436	Pran.g_01697	Prad.g_00026
OG0000437	Pran.g_01695	Prad.g_00024
OG0000438	Pran.g_01694	Prad.g_00023
OG0000439	Pran.g_01693	Prad.g_00022
OG0000440	Pran.g_01691	Prad.g_00020
OG0000441	Pran.g_01690	Prad.g_00019
OG0000442	Pran.g_01689	Prad.g_00018
OG0000443	Pran.g_01688	Prad.g_00017
OG0000444	Pran.g_01687	Prad.g_00016
OG0000445	Pran.g_01686	Prad.g_00015
OG0000446	Pran.g_01685	Prad.g_00014
OG0000447	Pran.g_01684	Prad.g_00013
OG0000448	Pran.g_01683	Prad.g_00012
OG0000449	Pran.g_01678	Prad.g_00129
OG0000450	Pran.g_01677	Prad.g_00128
OG0000451	Pran.g_01676	Prad.g_00127
OG0000452	Pran.g_01675	Prad.g_00126
OG0000453	Pran.g_01673	Prad.g_00124
OG0000454	Pran.g_01672	Prad.g_00123
OG0000455	Pran.g_01671	Prad.g_00122
OG0000456	Pran.g_01670	Prad.g_00121
OG0000457	Pran.g_01668	Prad.g_00119
OG0000458	Pran.g_01666	Prad.g_00117
OG0000459	Pran.g_01665	Prad.g_00116
OG0000460	Pran.g_01663	Prad.g_00114
OG0000461	Pran.g_01662	Prad.g_00113
OG0000462	Pran.g_01661	Prad.g_00112
OG0000463	Pran.g_01660	Prad.g_00111
OG0000464	Pran.g_01655	Prad.g_00106
OG0000465	Pran.g_01653	Prad.g_00104
OG0000466	Pran.g_01652	Prad.g_00103
OG0000467	Pran.g_01651	Prad.g_00102
OG0000468	Pran.g_01650	Prad.g_00101
OG0000469	Pran.g_01649	Prad.g_00100
OG0000470	Pran.g_01648	Prad.g_00099
OG0000471	Pran.g_01647	Prad.g_00098
OG0000472	Pran.g_01644	Prad.g_00095
OG0000473	Pran.g_01643	Prad.g_00094
OG0000474	Pran.g_01642	Prad.g_00093
OG0000475	Pran.g_01641	Prad.g_00092
OG0000476	Pran.g_01640	Prad.g_00091
OG0000477	Pran.g_01638	Prad.g_01330
OG0000478	Pran.g_01637	Prad.g_01331
OG0000479	Pran.g_01636	Prad.g_01332
OG0000480	Pran.g_01634	Prad.g_01334
OG0000481	Pran.g_01633	Prad.g_01335
OG0000482	Pran.g_01632	Prad.g_01336
OG0000483	Pran.g_01631	Prad.g_01337
OG0000484	Pran.g_01630	Prad.g_01338
OG0000485	Pran.g_01629	Prad.g_01339
OG0000486	Pran.g_01628	Prad.g_01340
OG0000487	Pran.g_01627	Prad.g_01341
OG0000488	Pran.g_01625	Prad.g_01343
OG0000489	Pran.g_01624	Prad.g_01344
OG0000490	Pran.g_01623	Prad.g_01345
OG0000491	Pran.g_01622	Prad.g_01346
OG0000492	Pran.g_01621	Prad.g_01347
OG0000493	Pran.g_01620	Prad.g_01348
OG0000494	Pran.g_01618	Prad.g_01350
OG0000495	Pran.g_01617	Prad.g_01351
OG0000496	Pran.g_01616	Prad.g_01352
OG0000497	Pran.g_01614	Prad.g_01353
OG0000498	Pran.g_01613	Prad.g_01354
OG0000499	Pran.g_01611	Prad.g_01356
OG0000500	Pran.g_01610	Prad.g_01357
OG0000501	Pran.g_01608	Prad.g_01359
OG0000502	Pran.g_01607	Prad.g_01360
OG0000503	Pran.g_01606	Prad.g_01361
OG0000504	Pran.g_01605	Prad.g_01362
OG0000505	Pran.g_01604	Prad.g_01363
OG0000506	Pran.g_01603	Prad.g_01364
OG0000507	Pran.g_01602	Prad.g_01365
OG0000508	Pran.g_01600	Prad.g_01367
OG0000509	Pran.g_01599	Prad.g_01368
OG0000510	Pran.g_01598	Prad.g_01369
OG0000511	Pran.g_01597	Prad.g_01370
OG0000512	Pran.g_01596	Prad.g_01371
OG0000513	Pran.g_01595	Prad.g_01372
OG0000514	Pran.g_01594	Prad.g_01373
OG0000515	Pran.g_01592	Prad.g_01375
OG0000516	Pran.g_01591	Prad.g_01376
OG0000517	Pran.g_01590	Prad.g_01377
OG0000518	Pran.g_01587	Prad.g_01380
OG0000519	Pran.g_01586	Prad.g_01381
OG0000520	Pran.g_01585	Prad.g_01382
OG0000521	Pran.g_01584	Prad.g_01383
OG0000522	Pran.g_01583	Prad.g_01384
OG0000523	Pran.g_01582	Prad.g_01385
OG0000524	Pran.g_01581	Prad.g_01386
OG0000525	Pran.g_01579	Prad.g_01388
OG0000526	Pran.g_01578	Prad.g_01389
OG0000527	Pran.g_01577	Prad.g_01390
OG0000528	Pran.g_01576	Prad.g_01391
OG0000529	Pran.g_01575	Prad.g_01392
OG0000530	Pran.g_01574	Prad.g_01393
OG0000531	Pran.g_01573	Prad.g_01394
OG0000532	Pran.g_01572	Prad.g_01395
OG0000533	Pran.g_01571	Prad.g_01396
OG0000534	Pran.g_01570	Prad.g_01397
OG0000535	Pran.g_01569	Prad.g_01398
OG0000536	Pran.g_01568	Prad.g_01399
OG0000537	Pran.g_01567	Prad.g_01400
OG0000538	Pran.g_01566	Prad.g_01401
OG0000539	Pran.g_01565	Prad.g_01402
OG0000540	Pran.g_01564	Prad.g_01403
OG0000541	Pran.g_01563	Prad.g_01404
OG0000542	Pran.g_01562	Prad.g_01405
OG0000543	Pran.g_01561	Prad.g_01406
OG0000544	Pran.g_01560	Prad.g_01407
OG0000545	Pran.g_01557	Prad.g_01410
OG0000546	Pran.g_01556	Prad.g_01411
OG0000547	Pran.g_01554	Prad.g_01413
OG0000548	Pran.g_01553	Prad.g_01414
OG0000549	Pran.g_01552	Prad.g_01415
OG0000550	Pran.g_01551	Prad.g_01416
OG0000551	Pran.g_01550	Prad.g_01417
OG0000552	Pran.g_01549	Prad.g_01418
OG0000553	Pran.g_01548	Prad.g_01419
OG0000554	Pran.g_01547	Prad.g_01420
OG0000555	Pran.g_01546	Prad.g_01421
OG0000556	Pran.g_01545	Prad.g_01422
OG0000557	Pran.g_01544	Prad.g_01423
OG0000558	Pran.g_01543	Prad.g_01424
OG0000559	Pran.g_01542	Prad.g_01425
OG0000560	Pran.g_01540	Prad.g_01427
OG0000561	Pran.g_01539	Prad.g_01428
OG0000562	Pran.g_01538	Prad.g_01429
OG0000563	Pran.g_01537	Prad.g_01430
OG0000564	Pran.g_01536	Prad.g_01431
OG0000565	Pran.g_01535	Prad.g_01432
OG0000566	Pran.g_01534	Prad.g_01433
OG0000567	Pran.g_01533	Prad.g_01219
OG0000568	Pran.g_01532	Prad.g_01220
OG0000569	Pran.g_01531	Prad.g_01221
OG0000570	Pran.g_01530	Prad.g_01222
OG0000571	Pran.g_01529	Prad.g_01223
OG0000572	Pran.g_01528	Prad.g_01224
OG0000573	Pran.g_01525	Prad.g_01227
OG0000574	Pran.g_01524	Prad.g_01228
OG0000575	Pran.g_01523	Prad.g_01229
