Orthogroup	Syaj	Syal
OG0000039	Syaj.g_00275	Syal.g_01097
OG0000040	Syaj.g_02208	Syal.g_01149
OG0000041	Syaj.g_01602, Syaj.g_00418	Syal.g_00649
OG0000042	Syaj.g_02399	Syal.g_01705, Syal.g_01508
OG0000043	Syaj.g_01085	Syal.g_01110
OG0000043	Syaj.g_01247	Syal.g_02547
OG0000044	Syaj.g_01344	Syal.g_01853, Syal.g_01847
OG0000045	Syaj.g_00132	Syal.g_01563
OG0000046	Syaj.g_02775	Syal.g_00316
OG0000046	Syaj.g_02781	Syal.g_00321
OG0000046	Syaj.g_02768	Syal.g_00309
OG0000047	Syaj.g_02799	Syal.g_01568
OG0000048	Syaj.g_02578	Syal.g_01250
OG0000050	Syaj.g_01584	Syal.g_01549
OG0000051	Syaj.g_02898	Syal.g_01550
OG0000051	Syaj.g_00017	Syal.g_03018
OG0000052	Syaj.g_02476	Syal.g_01338
OG0000053	Syaj.g_01409	Syal.g_00406
OG0000055	Syaj.g_00394	Syal.g_01845
OG0000057	Syaj.g_00438	Syal.g_01812
OG0000058	Syaj.g_02495	Syal.g_01326
OG0000059	Syaj.g_02686	Syal.g_00225
OG0000060	Syaj.g_01469	Syal.g_00480
OG0000060	Syaj.g_00067	Syal.g_02895
OG0000060	Syaj.g_00635	Syal.g_02214
OG0000061	Syaj.g_00302	Syal.g_01653
OG0000062	Syaj.g_01700	Syal.g_00567
OG0000063	Syaj.g_02302	Syal.g_00136
OG0000064	Syaj.g_00041	Syal.g_01115
OG0000064	Syaj.g_01253	Syal.g_02544
OG0000065	Syaj.g_00007	Syal.g_02528
OG0000067	Syaj.g_01023	Syal.g_02414
OG0000068	Syaj.g_00059	Syal.g_02888
OG0000070	Syaj.g_01529	Syal.g_00509
OG0000071	Syaj.g_01511	Syal.g_01601
OG0000072	Syaj.g_01992	Syal.g_00914
OG0000073	Syaj.g_00093	Syal.g_02920
OG0000075	Syaj.g_02457	Syal.g_01350
OG0000076	Syaj.g_02417	Syal.g_01459
OG0000077	Syaj.g_01831	Syal.g_00763, Syal.g_00506
OG0000078	Syaj.g_02880	Syal.g_00680
OG0000079	Syaj.g_02609	Syal.g_01213
OG0000080	Syaj.g_02022, Syaj.g_02368	Syal.g_01394
OG0000081	Syaj.g_02888	Syal.g_02555
OG0000082	Syaj.g_00229	Syal.g_02769
OG0000084	Syaj.g_01375	Syal.g_01896
OG0000085	Syaj.g_01707	Syal.g_00575
OG0000086	Syaj.g_01848	Syal.g_00784
OG0000087	Syaj.g_01945	Syal.g_00871
OG0000088	Syaj.g_01986	Syal.g_00908
OG0000089	Syaj.g_02829, Syaj.g_01915	Syal.g_00555
OG0000090	Syaj.g_00144	Syal.g_02838
OG0000091	Syaj.g_01275	Syal.g_02628
OG0000092	Syaj.g_00339	Syal.g_00470
OG0000093	Syaj.g_01042	Syal.g_02233
OG0000094	Syaj.g_00804	Syal.g_01907
OG0000095	Syaj.g_00427	Syal.g_01823
OG0000097	Syaj.g_00589	Syal.g_01735
OG0000099	Syaj.g_02503	Syal.g_01323
OG0000100	Syaj.g_00987	Syal.g_02448
OG0000101	Syaj.g_02738	Syal.g_00275
OG0000102	Syaj.g_02411	Syal.g_01488
OG0000103	Syaj.g_02243	Syal.g_00077
OG0000104	Syaj.g_02258	Syal.g_00092
OG0000105	Syaj.g_02573	Syal.g_01255
OG0000106	Syaj.g_01130	Syal.g_02577
OG0000107	Syaj.g_02637	Syal.g_00194
OG0000108	Syaj.g_00072	Syal.g_02897
OG0000109	Syaj.g_00087	Syal.g_02913
OG0000110	Syaj.g_00215	Syal.g_02782
OG0000111	Syaj.g_00437	Syal.g_01813
OG0000112	Syaj.g_00907	Syal.g_02000
OG0000113	Syaj.g_00992	Syal.g_02443
OG0000114	Syaj.g_00741	Syal.g_02286
OG0000115	Syaj.g_01402	Syal.g_00404
OG0000116	Syaj.g_00289	Syal.g_01630
OG0000117	Syaj.g_00637	Syal.g_01704
OG0000118	Syaj.g_00267	Syal.g_01583
OG0000119	Syaj.g_00317	Syal.g_02056
OG0000120	Syaj.g_02502	Syal.g_01324
OG0000121	Syaj.g_01383	Syal.g_00374
OG0000122	Syaj.g_01250	Syal.g_02602
OG0000123	Syaj.g_02745	Syal.g_00283
OG0000124	Syaj.g_02388	Syal.g_01519
OG0000125	Syaj.g_02117	Syal.g_01075
OG0000126	Syaj.g_02256	Syal.g_00090
OG0000127	Syaj.g_00036	Syal.g_00720
OG0000128	Syaj.g_02274	Syal.g_00109
OG0000129	Syaj.g_02106	Syal.g_01062
OG0000130	Syaj.g_01818	Syal.g_00751
OG0000131	Syaj.g_01964	Syal.g_00886
OG0000132	Syaj.g_01984	Syal.g_00906
OG0000133	Syaj.g_00902	Syal.g_01995
OG0000134	Syaj.g_02832	Syal.g_00552
OG0000135	Syaj.g_02167	Syal.g_01119
OG0000136	Syaj.g_01550	Syal.g_00520
OG0000137	Syaj.g_01444	Syal.g_00463
OG0000138	Syaj.g_00088	Syal.g_02914
OG0000139	Syaj.g_00150	Syal.g_02832
OG0000140	Syaj.g_00153	Syal.g_02830
OG0000141	Syaj.g_01340	Syal.g_02738
OG0000142	Syaj.g_01283	Syal.g_02636
OG0000143	Syaj.g_01279	Syal.g_02632
OG0000144	Syaj.g_01151	Syal.g_02515
OG0000145	Syaj.g_00094	Syal.g_02921
OG0000146	Syaj.g_00908	Syal.g_02001
OG0000147	Syaj.g_00909	Syal.g_02002
OG0000148	Syaj.g_01003	Syal.g_02437
OG0000149	Syaj.g_00369	Syal.g_02475
OG0000150	Syaj.g_01339, Syaj.g_00154	Syal.g_02737
OG0000151	Syaj.g_01074	Syal.g_02263
OG0000152	Syaj.g_00898	Syal.g_01991
OG0000153	Syaj.g_00842	Syal.g_01958
OG0000154	Syaj.g_00814	Syal.g_01918
OG0000155	Syaj.g_00338	Syal.g_01695
OG0000156	Syaj.g_00282	Syal.g_01620
OG0000157	Syaj.g_00281	Syal.g_01619
OG0000158	Syaj.g_02445	Syal.g_01431
OG0000160	Syaj.g_01382	Syal.g_00372
OG0000161	Syaj.g_01389	Syal.g_00384
OG0000162	Syaj.g_01395	Syal.g_00396
OG0000163	Syaj.g_01639	Syal.g_02971
OG0000164	Syaj.g_01758	Syal.g_00623
OG0000165	Syaj.g_01582	Syal.g_00632
OG0000166	Syaj.g_02698	Syal.g_00236
OG0000167	Syaj.g_02460	Syal.g_01347
OG0000168	Syaj.g_02444	Syal.g_01433
OG0000169	Syaj.g_02431, Syaj.g_02429	Syal.g_01447
OG0000170	Syaj.g_02422	Syal.g_01454
OG0000171	Syaj.g_02389	Syal.g_01518
OG0000172	Syaj.g_02365	Syal.g_00174, Syal.g_00173
OG0000173	Syaj.g_02321	Syal.g_00155
OG0000174	Syaj.g_02169	Syal.g_01121
OG0000175	Syaj.g_02229	Syal.g_01172
OG0000176	Syaj.g_02266	Syal.g_00101
OG0000177	Syaj.g_02267	Syal.g_00102
OG0000178	Syaj.g_02268	Syal.g_00103
OG0000179	Syaj.g_02283	Syal.g_00118
OG0000180	Syaj.g_02284	Syal.g_00119
OG0000181	Syaj.g_02285	Syal.g_00120
OG0000182	Syaj.g_02286	Syal.g_00121
OG0000183	Syaj.g_02290	Syal.g_00125
OG0000184	Syaj.g_02098	Syal.g_02678, Syal.g_01050
OG0000185	Syaj.g_02087	Syal.g_01025
OG0000186	Syaj.g_01812	Syal.g_02684, Syal.g_00747
OG0000187	Syaj.g_01814	Syal.g_02685, Syal.g_00748
OG0000188	Syaj.g_01837	Syal.g_00771
OG0000189	Syaj.g_01874	Syal.g_00807
OG0000190	Syaj.g_01876	Syal.g_01364
OG0000191	Syaj.g_01910	Syal.g_00841
OG0000192	Syaj.g_01919	Syal.g_00847
OG0000193	Syaj.g_01965	Syal.g_00887
OG0000194	Syaj.g_01968	Syal.g_00890
OG0000195	Syaj.g_01971	Syal.g_00892
OG0000196	Syaj.g_01981	Syal.g_00903
OG0000197	Syaj.g_01982	Syal.g_00904
OG0000199	Syaj.g_01991	Syal.g_00913
OG0000200	Syaj.g_02008	Syal.g_00932
OG0000201	Syaj.g_02024	Syal.g_00949
OG0000202	Syaj.g_02025	Syal.g_00950
OG0000203	Syaj.g_02026	Syal.g_00951
OG0000204	Syaj.g_02027	Syal.g_00952
OG0000205	Syaj.g_02035	Syal.g_00959
OG0000206	Syaj.g_02043	Syal.g_00971
OG0000207	Syaj.g_02045	Syal.g_00974
OG0000208	Syaj.g_02046	Syal.g_00975
OG0000209	Syaj.g_02070	Syal.g_01000
OG0000210	Syaj.g_02071	Syal.g_01001
OG0000211	Syaj.g_02856	Syal.g_00688
OG0000212	Syaj.g_02881	Syal.g_00679
OG0000213	Syaj.g_02601	Syal.g_01229
OG0000214	Syaj.g_02582	Syal.g_01246
OG0000215	Syaj.g_02551	Syal.g_01277
OG0000216	Syaj.g_02547	Syal.g_01281
OG0000217	Syaj.g_02543	Syal.g_01285
OG0000218	Syaj.g_02541	Syal.g_01287
OG0000219	Syaj.g_02540	Syal.g_01288
OG0000220	Syaj.g_02539	Syal.g_01289
OG0000221	Syaj.g_02530	Syal.g_01297
OG0000222	Syaj.g_02516	Syal.g_01309
OG0000223	Syaj.g_02494	Syal.g_01327
OG0000224	Syaj.g_02487	Syal.g_01329
OG0000225	Syaj.g_02821	Syal.g_00363
OG0000226	Syaj.g_02825	Syal.g_00367
OG0000227	Syaj.g_02827	Syal.g_00369
OG0000228	Syaj.g_02828	Syal.g_00556
OG0000229	Syaj.g_01555	Syal.g_00525
OG0000230	Syaj.g_01553	Syal.g_00523
OG0000231	Syaj.g_01541	Syal.g_00510
OG0000232	Syaj.g_01497	Syal.g_00495
OG0000233	Syaj.g_01481	Syal.g_00487
OG0000234	Syaj.g_01442	Syal.g_00461
OG0000235	Syaj.g_00071	Syal.g_02896
OG0000236	Syaj.g_00086	Syal.g_02912
OG0000237	Syaj.g_00103	Syal.g_02930
OG0000238	Syaj.g_00108	Syal.g_02935
OG0000239	Syaj.g_00125	Syal.g_02951
OG0000240	Syaj.g_00126	Syal.g_02952
OG0000241	Syaj.g_01291	Syal.g_02696
OG0000242	Syaj.g_00142	Syal.g_02840
OG0000243	Syaj.g_00164	Syal.g_02822
OG0000244	Syaj.g_00180	Syal.g_02815
OG0000245	Syaj.g_00182	Syal.g_02813
OG0000246	Syaj.g_00186	Syal.g_02809
OG0000247	Syaj.g_00197	Syal.g_02797
OG0000248	Syaj.g_00200	Syal.g_02794
OG0000249	Syaj.g_00202	Syal.g_02792
OG0000250	Syaj.g_00211	Syal.g_02786
OG0000251	Syaj.g_00237	Syal.g_02760
OG0000252	Syaj.g_00243	Syal.g_02757
OG0000253	Syaj.g_00245	Syal.g_02755
OG0000254	Syaj.g_01335	Syal.g_02732
OG0000255	Syaj.g_01315	Syal.g_02719
OG0000256	Syaj.g_01297	Syal.g_02705
OG0000257	Syaj.g_01292	Syal.g_02697
OG0000258	Syaj.g_01274	Syal.g_02623
OG0000259	Syaj.g_00707	Syal.g_02182
OG0000260	Syaj.g_00712	Syal.g_02188
OG0000261	Syaj.g_00715	Syal.g_02199
OG0000262	Syaj.g_00720	Syal.g_02204
OG0000263	Syaj.g_00605	Syal.g_01720
OG0000264	Syaj.g_00485	Syal.g_01788
OG0000266	Syaj.g_00946	Syal.g_02421
OG0000267	Syaj.g_00770	Syal.g_02043
OG0000268	Syaj.g_00771	Syal.g_02042
OG0000269	Syaj.g_01031	Syal.g_02409
OG0000270	Syaj.g_01025	Syal.g_02412
OG0000271	Syaj.g_01017	Syal.g_01871
OG0000272	Syaj.g_01016	Syal.g_01872
OG0000273	Syaj.g_00389	Syal.g_02454
OG0000274	Syaj.g_00388	Syal.g_02455
OG0000275	Syaj.g_00384	Syal.g_02458
OG0000276	Syaj.g_00377	Syal.g_02467
OG0000277	Syaj.g_00376	Syal.g_02468
OG0000278	Syaj.g_00373	Syal.g_02471
OG0000279	Syaj.g_00357	Syal.g_02479
OG0000280	Syaj.g_00348	Syal.g_02493
OG0000281	Syaj.g_02670	Syal.g_02190
OG0000282	Syaj.g_00743	Syal.g_02284
OG0000283	Syaj.g_00790	Syal.g_02028, Syal.g_02131
OG0000284	Syaj.g_00930	Syal.g_02023
OG0000285	Syaj.g_00917	Syal.g_02012
OG0000286	Syaj.g_00899	Syal.g_01992
OG0000287	Syaj.g_00849	Syal.g_01965
OG0000288	Syaj.g_00815	Syal.g_01919
OG0000289	Syaj.g_00800	Syal.g_01904
OG0000290	Syaj.g_00424	Syal.g_01826
OG0000291	Syaj.g_00426	Syal.g_01824
OG0000292	Syaj.g_02255	Syal.g_00089
OG0000293	Syaj.g_00290	Syal.g_01631
OG0000294	Syaj.g_00291	Syal.g_01632
OG0000295	Syaj.g_00330	Syal.g_01687
OG0000296	Syaj.g_00332	Syal.g_01689
OG0000297	Syaj.g_00639	Syal.g_01702
OG0000298	Syaj.g_00638	Syal.g_01703
OG0000299	Syaj.g_00592	Syal.g_01732
OG0000300	Syaj.g_00586	Syal.g_01738
OG0000301	Syaj.g_00585	Syal.g_01739
OG0000302	Syaj.g_00582	Syal.g_01740
OG0000303	Syaj.g_00572	Syal.g_01763
OG0000304	Syaj.g_00566	Syal.g_01756
OG0000305	Syaj.g_00429	Syal.g_01821
OG0000306	Syaj.g_01126	Syal.g_02579
OG0000307	Syaj.g_00051	Syal.g_02880
OG0000308	Syaj.g_00049	Syal.g_02878
OG0000309	Syaj.g_00044	Syal.g_02873
OG0000310	Syaj.g_01358	Syal.g_01537
OG0000311	Syaj.g_01362	Syal.g_00061
OG0000312	Syaj.g_01368	Syal.g_00031
OG0000313	Syaj.g_01386	Syal.g_00381
OG0000314	Syaj.g_01420	Syal.g_00416
OG0000315	Syaj.g_01430	Syal.g_00426
OG0000316	Syaj.g_01664	Syal.g_02987
OG0000317	Syaj.g_01715	Syal.g_00583
OG0000318	Syaj.g_01722	Syal.g_00588
OG0000319	Syaj.g_01741	Syal.g_00608
OG0000320	Syaj.g_01743	Syal.g_00610
OG0000321	Syaj.g_01744	Syal.g_00611
OG0000322	Syaj.g_01745	Syal.g_00612
OG0000323	Syaj.g_01760	Syal.g_00626
OG0000324	Syaj.g_01609	Syal.g_00656
OG0000325	Syaj.g_02638	Syal.g_00195
OG0000326	Syaj.g_02645	Syal.g_00202
OG0000327	Syaj.g_02693	Syal.g_00230
OG0000328	Syaj.g_02694	Syal.g_00231
OG0000329	Syaj.g_02712	Syal.g_00249
OG0000330	Syaj.g_02713	Syal.g_00250
OG0000331	Syaj.g_02714	Syal.g_00251
OG0000332	Syaj.g_02729	Syal.g_00266
OG0000333	Syaj.g_02732	Syal.g_00269
OG0000334	Syaj.g_02741	Syal.g_00279
OG0000335	Syaj.g_02746	Syal.g_00284
OG0000336	Syaj.g_02750	Syal.g_00288
OG0000337	Syaj.g_02466	Syal.g_01343
OG0000338	Syaj.g_02462	Syal.g_01345
OG0000339	Syaj.g_02455	Syal.g_01351
OG0000340	Syaj.g_02443	Syal.g_01434
OG0000341	Syaj.g_02441	Syal.g_01436
OG0000342	Syaj.g_02440	Syal.g_01437
OG0000343	Syaj.g_02437	Syal.g_01441
OG0000344	Syaj.g_02433	Syal.g_01445
OG0000345	Syaj.g_02421	Syal.g_01455
OG0000346	Syaj.g_02416	Syal.g_01460
OG0000347	Syaj.g_02383	Syal.g_01525
OG0000348	Syaj.g_02333	Syal.g_00170
OG0000349	Syaj.g_02314	Syal.g_00148
OG0000350	Syaj.g_02652	Syal.g_00209
OG0000351	Syaj.g_02234	Syal.g_01175
OG0000352	Syaj.g_02235	Syal.g_01176
OG0000353	Syaj.g_02261	Syal.g_00095
OG0000354	Syaj.g_00114	Syal.g_02941
OG0000354	Syaj.g_02281	Syal.g_00116
OG0000355	Syaj.g_02263	Syal.g_00098
OG0000356	Syaj.g_02264	Syal.g_00099
OG0000357	Syaj.g_02265	Syal.g_00100
OG0000358	Syaj.g_02269	Syal.g_00104
OG0000359	Syaj.g_02271	Syal.g_00106
OG0000360	Syaj.g_02272	Syal.g_00107
OG0000361	Syaj.g_02273	Syal.g_00108
OG0000362	Syaj.g_02275	Syal.g_00110
OG0000363	Syaj.g_02277	Syal.g_00112
OG0000364	Syaj.g_02278	Syal.g_00113
OG0000365	Syaj.g_02287	Syal.g_00122
OG0000366	Syaj.g_02288	Syal.g_00123
OG0000367	Syaj.g_02289	Syal.g_00124
OG0000368	Syaj.g_02291	Syal.g_00126
OG0000369	Syaj.g_02292	Syal.g_00127
OG0000370	Syaj.g_02293	Syal.g_00128
OG0000371	Syaj.g_02301	Syal.g_00135
OG0000372	Syaj.g_02307	Syal.g_00141
OG0000373	Syaj.g_02308	Syal.g_00142
OG0000374	Syaj.g_02309	Syal.g_00143
OG0000375	Syaj.g_02310	Syal.g_00144
OG0000376	Syaj.g_02312	Syal.g_00146
OG0000377	Syaj.g_02105	Syal.g_01061
OG0000378	Syaj.g_02091	Syal.g_01027
OG0000379	Syaj.g_02086	Syal.g_01024
OG0000380	Syaj.g_01815	Syal.g_00749
OG0000381	Syaj.g_01819	Syal.g_00752
OG0000382	Syaj.g_01836	Syal.g_00770
OG0000383	Syaj.g_01839	Syal.g_00775
OG0000384	Syaj.g_01840	Syal.g_00776
OG0000385	Syaj.g_01841	Syal.g_00777
OG0000386	Syaj.g_01842	Syal.g_00778
OG0000387	Syaj.g_01878	Syal.g_00811
OG0000388	Syaj.g_01882	Syal.g_00815
OG0000389	Syaj.g_01886	Syal.g_00819
OG0000390	Syaj.g_01904	Syal.g_00835
OG0000391	Syaj.g_01909	Syal.g_00840
OG0000392	Syaj.g_01918	Syal.g_00846
OG0000393	Syaj.g_01922	Syal.g_00849
OG0000394	Syaj.g_01923	Syal.g_00850
OG0000395	Syaj.g_01924	Syal.g_00851
OG0000396	Syaj.g_01928	Syal.g_00854
OG0000397	Syaj.g_01930	Syal.g_00857
OG0000398	Syaj.g_01935	Syal.g_00862
OG0000399	Syaj.g_01936	Syal.g_00863
OG0000400	Syaj.g_01937	Syal.g_00864
OG0000401	Syaj.g_01938	Syal.g_00865
OG0000402	Syaj.g_01940	Syal.g_00867
OG0000403	Syaj.g_01941	Syal.g_00868
OG0000404	Syaj.g_01943	Syal.g_00870
OG0000405	Syaj.g_01961	Syal.g_00883
OG0000406	Syaj.g_01966	Syal.g_00888
OG0000407	Syaj.g_01967	Syal.g_00889
OG0000408	Syaj.g_01970	Syal.g_00891
OG0000409	Syaj.g_01972	Syal.g_00893
OG0000410	Syaj.g_01973	Syal.g_00894
OG0000411	Syaj.g_01974	Syal.g_00895
OG0000412	Syaj.g_01975	Syal.g_00896
OG0000413	Syaj.g_01977	Syal.g_00898
OG0000415	Syaj.g_01978	Syal.g_00900
OG0000416	Syaj.g_01979	Syal.g_00901
OG0000417	Syaj.g_01980	Syal.g_00902
OG0000418	Syaj.g_01985	Syal.g_00907
OG0000419	Syaj.g_01987	Syal.g_00909
OG0000420	Syaj.g_01989	Syal.g_00911
OG0000421	Syaj.g_01994	Syal.g_00916
OG0000422	Syaj.g_01995	Syal.g_00917
OG0000423	Syaj.g_01996	Syal.g_00918
OG0000424	Syaj.g_01997	Syal.g_00919
OG0000425	Syaj.g_01998	Syal.g_00920
OG0000426	Syaj.g_01999	Syal.g_00921
OG0000427	Syaj.g_02000	Syal.g_00922
OG0000428	Syaj.g_02003	Syal.g_00925
OG0000429	Syaj.g_02005	Syal.g_00929
OG0000430	Syaj.g_02007	Syal.g_00931
OG0000431	Syaj.g_02010	Syal.g_00934
OG0000432	Syaj.g_02017	Syal.g_00940
OG0000433	Syaj.g_02020	Syal.g_00943
OG0000434	Syaj.g_02021	Syal.g_00944
OG0000435	Syaj.g_02023	Syal.g_00946
OG0000436	Syaj.g_02029	Syal.g_00953
OG0000437	Syaj.g_02030	Syal.g_00954
OG0000438	Syaj.g_02031	Syal.g_00955
OG0000439	Syaj.g_02033	Syal.g_00957
OG0000440	Syaj.g_02034	Syal.g_00958
OG0000441	Syaj.g_02038	Syal.g_00962
OG0000442	Syaj.g_02039	Syal.g_00964
OG0000443	Syaj.g_02040	Syal.g_00966
OG0000444	Syaj.g_02052	Syal.g_00978
OG0000445	Syaj.g_02053	Syal.g_00979
OG0000446	Syaj.g_02055	Syal.g_00981
OG0000447	Syaj.g_02058	Syal.g_00989
OG0000448	Syaj.g_02059	Syal.g_00990
OG0000449	Syaj.g_02060	Syal.g_00991
OG0000450	Syaj.g_02067	Syal.g_00997
OG0000451	Syaj.g_02068	Syal.g_00998
OG0000452	Syaj.g_02072	Syal.g_01002
OG0000453	Syaj.g_02073	Syal.g_01003
OG0000454	Syaj.g_02074	Syal.g_01004
OG0000455	Syaj.g_02075	Syal.g_01005
OG0000456	Syaj.g_02076	Syal.g_01006
OG0000457	Syaj.g_02078	Syal.g_01008
OG0000458	Syaj.g_02079	Syal.g_01009
OG0000459	Syaj.g_02080	Syal.g_01010
OG0000460	Syaj.g_02858	Syal.g_00686
OG0000461	Syaj.g_02623	Syal.g_01199
OG0000462	Syaj.g_02620	Syal.g_01202
OG0000463	Syaj.g_02619	Syal.g_01203
OG0000464	Syaj.g_02618	Syal.g_01204
OG0000465	Syaj.g_02617	Syal.g_01205
OG0000466	Syaj.g_02612	Syal.g_01210
OG0000467	Syaj.g_02610	Syal.g_01212
OG0000468	Syaj.g_02605	Syal.g_01225
OG0000469	Syaj.g_02590	Syal.g_01240
OG0000470	Syaj.g_02586	Syal.g_01242
OG0000471	Syaj.g_02585	Syal.g_01243
OG0000472	Syaj.g_02583	Syal.g_01245
OG0000473	Syaj.g_02581	Syal.g_01247
OG0000474	Syaj.g_02580	Syal.g_01248
OG0000475	Syaj.g_02579	Syal.g_01249
OG0000476	Syaj.g_02577	Syal.g_01251
OG0000477	Syaj.g_02571	Syal.g_01257
OG0000478	Syaj.g_02570	Syal.g_01258
OG0000479	Syaj.g_02569	Syal.g_01259
OG0000480	Syaj.g_02562	Syal.g_01266
OG0000481	Syaj.g_02560	Syal.g_01268
OG0000482	Syaj.g_02559	Syal.g_01269
OG0000483	Syaj.g_02555	Syal.g_01273
OG0000484	Syaj.g_02554	Syal.g_01274
OG0000485	Syaj.g_02553	Syal.g_01275
OG0000486	Syaj.g_02552	Syal.g_01276
OG0000487	Syaj.g_02546	Syal.g_01282
OG0000488	Syaj.g_02542	Syal.g_01286
OG0000489	Syaj.g_02529	Syal.g_01298
OG0000490	Syaj.g_02519	Syal.g_01307
OG0000491	Syaj.g_02517	Syal.g_01308
OG0000492	Syaj.g_02515	Syal.g_01310
OG0000493	Syaj.g_02514	Syal.g_01311
OG0000494	Syaj.g_02513	Syal.g_01312
OG0000495	Syaj.g_02512	Syal.g_01313
OG0000496	Syaj.g_02511	Syal.g_01314
OG0000497	Syaj.g_02510	Syal.g_01315
OG0000498	Syaj.g_02509	Syal.g_01316
OG0000499	Syaj.g_02508	Syal.g_01317
OG0000500	Syaj.g_02507	Syal.g_01318
OG0000501	Syaj.g_02504	Syal.g_01321
OG0000502	Syaj.g_02492	Syal.g_01328
OG0000503	Syaj.g_02805	Syal.g_00347
OG0000504	Syaj.g_02807	Syal.g_00349
OG0000505	Syaj.g_02808	Syal.g_00350
OG0000506	Syaj.g_02810	Syal.g_00352
OG0000507	Syaj.g_02816	Syal.g_00358
OG0000508	Syaj.g_02820	Syal.g_00362
OG0000509	Syaj.g_02822	Syal.g_00364
OG0000510	Syaj.g_02823	Syal.g_00365
OG0000511	Syaj.g_02824	Syal.g_00366
OG0000512	Syaj.g_02826	Syal.g_00368
OG0000513	Syaj.g_02833	Syal.g_00551
OG0000514	Syaj.g_02839	Syal.g_00539
OG0000515	Syaj.g_02840	Syal.g_00538
OG0000516	Syaj.g_01561	Syal.g_00534
OG0000517	Syaj.g_01556	Syal.g_00526
OG0000518	Syaj.g_01544	Syal.g_00514
OG0000519	Syaj.g_01543	Syal.g_00513
OG0000520	Syaj.g_01542	Syal.g_00512
OG0000521	Syaj.g_00271	Syal.g_00502
OG0000522	Syaj.g_00273	Syal.g_00500
OG0000523	Syaj.g_00274	Syal.g_00499
OG0000524	Syaj.g_01485	Syal.g_00491
OG0000525	Syaj.g_01454	Syal.g_00473
OG0000526	Syaj.g_01451	Syal.g_00471
OG0000527	Syaj.g_01446	Syal.g_00465
OG0000528	Syaj.g_00065	Syal.g_02893
OG0000529	Syaj.g_00073	Syal.g_02898
OG0000530	Syaj.g_00076	Syal.g_02901
OG0000531	Syaj.g_00077	Syal.g_02902
OG0000532	Syaj.g_00080	Syal.g_02905
OG0000533	Syaj.g_00081	Syal.g_02907
OG0000534	Syaj.g_00082	Syal.g_02908
OG0000535	Syaj.g_00083	Syal.g_02909
OG0000536	Syaj.g_00084	Syal.g_02910
OG0000537	Syaj.g_00085	Syal.g_02911
OG0000538	Syaj.g_00096	Syal.g_02923
OG0000539	Syaj.g_00097	Syal.g_02924
OG0000540	Syaj.g_00098	Syal.g_02925
OG0000541	Syaj.g_00099	Syal.g_02926
OG0000542	Syaj.g_00102	Syal.g_02929
OG0000543	Syaj.g_00104	Syal.g_02931
OG0000544	Syaj.g_00105	Syal.g_02932
OG0000545	Syaj.g_00107	Syal.g_02934
OG0000546	Syaj.g_00109	Syal.g_02936
OG0000547	Syaj.g_00111	Syal.g_02938
