Orthogroup	Syaj	Prar
OG0000063	Syaj.g_02302	Prar.g_00004, Prar.g_00005, Prar.g_01189
OG0000065	Syaj.g_01887, Syaj.g_00007	Prar.g_00221
OG0000066	Syaj.g_00157	Prar.g_01369
OG0000067	Syaj.g_01023	Prar.g_01684
OG0000068	Syaj.g_00059	Prar.g_00911
OG0000070	Syaj.g_01529	Prar.g_00498
OG0000071	Syaj.g_01511	Prar.g_00955
OG0000072	Syaj.g_01992	Prar.g_00156
OG0000073	Syaj.g_00093	Prar.g_01330
OG0000075	Syaj.g_02457	Prar.g_00629
OG0000076	Syaj.g_02417	Prar.g_00592, Prar.g_00653
OG0000077	Syaj.g_01831	Prar.g_00250
OG0000078	Syaj.g_02880	Prar.g_00088
OG0000081	Syaj.g_02888	Prar.g_01361
OG0000082	Syaj.g_00229	Prar.g_01414
OG0000084	Syaj.g_01375	Prar.g_00343
OG0000085	Syaj.g_01707	Prar.g_01150
OG0000086	Syaj.g_01848	Prar.g_00240
OG0000087	Syaj.g_01945	Prar.g_00189
OG0000088	Syaj.g_01986	Prar.g_00161
OG0000089	Syaj.g_02829, Syaj.g_01915	Prar.g_00416
OG0000090	Syaj.g_00144	Prar.g_01363
OG0000091	Syaj.g_01275	Prar.g_01472
OG0000092	Syaj.g_00339	Prar.g_00615
OG0000093	Syaj.g_01042	Prar.g_01801
OG0000094	Syaj.g_00804	Prar.g_01885
OG0000095	Syaj.g_00427	Prar.g_01904
OG0000097	Syaj.g_00589	Prar.g_01222
OG0000098	Syaj.g_02671	Prar.g_00929
OG0000099	Syaj.g_02503	Prar.g_00872
OG0000100	Syaj.g_00987	Prar.g_00773
OG0000101	Syaj.g_02738	Prar.g_01027
OG0000102	Syaj.g_02411	Prar.g_00658
OG0000103	Syaj.g_02243	Prar.g_00050
OG0000104	Syaj.g_02258	Prar.g_00042
OG0000105	Syaj.g_02573	Prar.g_00313
OG0000106	Syaj.g_01130	Prar.g_00431
OG0000107	Syaj.g_02637	Prar.g_00446
OG0000108	Syaj.g_00072	Prar.g_00530
OG0000109	Syaj.g_00087	Prar.g_00544
OG0000110	Syaj.g_00215	Prar.g_01404
OG0000111	Syaj.g_00437	Prar.g_01529
OG0000112	Syaj.g_00907	Prar.g_01652
OG0000113	Syaj.g_00992	Prar.g_01706
OG0000114	Syaj.g_00741	Prar.g_01776
OG0000115	Syaj.g_01402	Prar.g_01318
OG0000116	Syaj.g_00289	Prar.g_01273
OG0000117	Syaj.g_00637	Prar.g_01003
OG0000118	Syaj.g_00267	Prar.g_00943
OG0000119	Syaj.g_00317	Prar.g_00915
OG0000120	Syaj.g_02502	Prar.g_00880
OG0000121	Syaj.g_01383	Prar.g_00337
OG0000122	Syaj.g_01250	Prar.g_00807
OG0000123	Syaj.g_02745	Prar.g_01021
OG0000124	Syaj.g_02388	Prar.g_00668
OG0000125	Syaj.g_02117	Prar.g_00704
OG0000126	Syaj.g_02256	Prar.g_00043
OG0000128	Syaj.g_02274	Prar.g_00027
OG0000129	Syaj.g_02106	Prar.g_00576
OG0000130	Syaj.g_01818	Prar.g_00549
OG0000131	Syaj.g_01964	Prar.g_00182
OG0000132	Syaj.g_00688, Syaj.g_01984	Prar.g_00163
OG0000133	Syaj.g_00902	Prar.g_00265
OG0000134	Syaj.g_02832	Prar.g_00417
OG0000135	Syaj.g_02167	Prar.g_00444
OG0000136	Syaj.g_01550	Prar.g_00489
OG0000137	Syaj.g_01444	Prar.g_00525
OG0000138	Syaj.g_00088, Syaj.g_02631	Prar.g_00545
OG0000139	Syaj.g_00150	Prar.g_01367
OG0000140	Syaj.g_00153	Prar.g_01368
OG0000141	Syaj.g_01340	Prar.g_01437
OG0000142	Syaj.g_01283	Prar.g_01465
OG0000143	Syaj.g_01279	Prar.g_01469
OG0000144	Syaj.g_01151	Prar.g_01482
OG0000145	Syaj.g_00094	Prar.g_01651
OG0000146	Syaj.g_00908	Prar.g_01653
OG0000147	Syaj.g_00909	Prar.g_01654
OG0000148	Syaj.g_01003, Syaj.g_01002	Prar.g_01700
OG0000149	Syaj.g_00369	Prar.g_01730
OG0000150	Syaj.g_01339, Syaj.g_00154	Prar.g_01738
OG0000151	Syaj.g_01074	Prar.g_01786
OG0000152	Syaj.g_00898	Prar.g_01833
OG0000153	Syaj.g_00842	Prar.g_01852
OG0000154	Syaj.g_00814	Prar.g_01878
OG0000155	Syaj.g_00338	Prar.g_01243
OG0000156	Syaj.g_00282	Prar.g_00966
OG0000157	Syaj.g_00281	Prar.g_00965
OG0000158	Syaj.g_02445	Prar.g_00375
OG0000160	Syaj.g_01382	Prar.g_00338
OG0000161	Syaj.g_01389	Prar.g_00840
OG0000162	Syaj.g_01395	Prar.g_00834
OG0000163	Syaj.g_01639	Prar.g_00800
OG0000164	Syaj.g_01758	Prar.g_01964
OG0000165	Syaj.g_01582	Prar.g_01971
OG0000166	Syaj.g_02698	Prar.g_01063
OG0000167	Syaj.g_02460	Prar.g_00627
OG0000168	Syaj.g_02444	Prar.g_00637
OG0000169	Syaj.g_02431, Syaj.g_02429	Prar.g_00647
OG0000170	Syaj.g_02422	Prar.g_00649
OG0000171	Syaj.g_02389	Prar.g_00667
OG0000172	Syaj.g_02365	Prar.g_00675
OG0000173	Syaj.g_02321	Prar.g_00690
OG0000174	Syaj.g_02169	Prar.g_00068
OG0000175	Syaj.g_02229	Prar.g_00058
OG0000176	Syaj.g_02266	Prar.g_00034
OG0000177	Syaj.g_02267	Prar.g_00033
OG0000178	Syaj.g_02268	Prar.g_00032
OG0000179	Syaj.g_02283	Prar.g_00022
OG0000180	Syaj.g_02284	Prar.g_00021
OG0000181	Syaj.g_02285	Prar.g_00020
OG0000182	Syaj.g_02286	Prar.g_00019
OG0000183	Syaj.g_02290	Prar.g_00015
OG0000184	Syaj.g_02098	Prar.g_00573
OG0000185	Syaj.g_02087	Prar.g_00570
OG0000186	Syaj.g_01812	Prar.g_00554
OG0000187	Syaj.g_01814	Prar.g_00553
OG0000188	Syaj.g_01837	Prar.g_00246
OG0000189	Syaj.g_01874	Prar.g_00232
OG0000190	Syaj.g_01876	Prar.g_00231
OG0000191	Syaj.g_01910	Prar.g_00211
OG0000192	Syaj.g_01919	Prar.g_00207
OG0000193	Syaj.g_01965	Prar.g_00181
OG0000194	Syaj.g_01968	Prar.g_00178
OG0000195	Syaj.g_01971	Prar.g_00176
OG0000196	Syaj.g_01981	Prar.g_00166
OG0000197	Syaj.g_01982	Prar.g_00165
OG0000198	Syaj.g_01983	Prar.g_00164
OG0000199	Syaj.g_01991	Prar.g_00157
OG0000200	Syaj.g_02008	Prar.g_00143
OG0000201	Syaj.g_02024	Prar.g_00135
OG0000202	Syaj.g_02025	Prar.g_00134
OG0000203	Syaj.g_02026	Prar.g_00133
OG0000204	Syaj.g_02027	Prar.g_00132
OG0000205	Syaj.g_02035	Prar.g_00125
OG0000206	Syaj.g_02043	Prar.g_00120
OG0000207	Syaj.g_02045	Prar.g_00118
OG0000208	Syaj.g_02046	Prar.g_00117
OG0000209	Syaj.g_02070	Prar.g_00108
OG0000210	Syaj.g_02071	Prar.g_00107
OG0000211	Syaj.g_02856	Prar.g_00094
OG0000212	Syaj.g_02881	Prar.g_00087
OG0000213	Syaj.g_02601	Prar.g_00330
OG0000214	Syaj.g_02582	Prar.g_00320
OG0000215	Syaj.g_02551	Prar.g_00295
OG0000216	Syaj.g_02547	Prar.g_00293
OG0000217	Syaj.g_02543	Prar.g_01154, Prar.g_00290
OG0000218	Syaj.g_02541	Prar.g_00288
OG0000219	Syaj.g_02540	Prar.g_00287
OG0000220	Syaj.g_02539	Prar.g_00286
OG0000221	Syaj.g_02530	Prar.g_00285
OG0000222	Syaj.g_02516	Prar.g_00277
OG0000223	Syaj.g_02494	Prar.g_00264
OG0000224	Syaj.g_02487	Prar.g_00262
OG0000225	Syaj.g_02821	Prar.g_00406
OG0000226	Syaj.g_02825	Prar.g_00410
OG0000227	Syaj.g_02827	Prar.g_00412
OG0000228	Syaj.g_02828	Prar.g_00415
OG0000229	Syaj.g_01555	Prar.g_00484
OG0000230	Syaj.g_01553	Prar.g_00486
OG0000231	Syaj.g_01541	Prar.g_00497
OG0000232	Syaj.g_01497	Prar.g_00506
OG0000233	Syaj.g_01481	Prar.g_00512
OG0000234	Syaj.g_01442	Prar.g_00526
OG0000235	Syaj.g_00071	Prar.g_00529
OG0000236	Syaj.g_00086	Prar.g_00543
OG0000237	Syaj.g_00103	Prar.g_01337
OG0000238	Syaj.g_00108	Prar.g_01343
OG0000239	Syaj.g_00125	Prar.g_01355
OG0000240	Syaj.g_00126	Prar.g_01356
OG0000241	Syaj.g_01291	Prar.g_01360
OG0000242	Syaj.g_00142	Prar.g_01362
OG0000243	Syaj.g_00164	Prar.g_01373
OG0000244	Syaj.g_00180	Prar.g_01376
OG0000245	Syaj.g_00182	Prar.g_01378
OG0000246	Syaj.g_00186	Prar.g_01382
OG0000247	Syaj.g_00197	Prar.g_01392
OG0000248	Syaj.g_00200	Prar.g_01394
OG0000249	Syaj.g_00202	Prar.g_01396
OG0000250	Syaj.g_00211	Prar.g_01401
OG0000251	Syaj.g_00237	Prar.g_01420
OG0000252	Syaj.g_00243	Prar.g_01424
OG0000253	Syaj.g_00245	Prar.g_01425
OG0000254	Syaj.g_01335	Prar.g_01441
OG0000255	Syaj.g_01315	Prar.g_01447
OG0000256	Syaj.g_01297	Prar.g_01457
OG0000257	Syaj.g_01292	Prar.g_01460
OG0000258	Syaj.g_01274	Prar.g_01473
OG0000259	Syaj.g_00707	Prar.g_01490
OG0000260	Syaj.g_00712	Prar.g_01493
OG0000261	Syaj.g_00715	Prar.g_01495
OG0000262	Syaj.g_00720	Prar.g_01499
OG0000263	Syaj.g_00605	Prar.g_01511
OG0000264	Syaj.g_00485	Prar.g_01521
OG0000265	Syaj.g_00510	Prar.g_01599
OG0000266	Syaj.g_00946	Prar.g_01609
OG0000267	Syaj.g_00770	Prar.g_01620
OG0000268	Syaj.g_00771	Prar.g_01621
OG0000269	Syaj.g_01031	Prar.g_01679
OG0000270	Syaj.g_01025	Prar.g_01682
OG0000271	Syaj.g_01017	Prar.g_01690
OG0000272	Syaj.g_01016	Prar.g_01691
OG0000273	Syaj.g_00389	Prar.g_01714
OG0000274	Syaj.g_00388	Prar.g_01715
OG0000275	Syaj.g_00384	Prar.g_01717
OG0000276	Syaj.g_00377	Prar.g_01722
OG0000277	Syaj.g_00376	Prar.g_01723
OG0000278	Syaj.g_00373	Prar.g_01726
OG0000279	Syaj.g_00357	Prar.g_01733
OG0000280	Syaj.g_00348	Prar.g_01734
OG0000281	Syaj.g_02670	Prar.g_01740
OG0000282	Syaj.g_00743	Prar.g_01778
OG0000283	Syaj.g_00790	Prar.g_01810
OG0000284	Syaj.g_00930	Prar.g_01815
OG0000285	Syaj.g_00917	Prar.g_01820
OG0000286	Syaj.g_00899	Prar.g_01832
OG0000287	Syaj.g_00849	Prar.g_01849
OG0000288	Syaj.g_00815	Prar.g_01877
OG0000289	Syaj.g_00800	Prar.g_01888
OG0000290	Syaj.g_00424	Prar.g_01901
OG0000291	Syaj.g_00426	Prar.g_01903
OG0000292	Syaj.g_02255	Prar.g_01953
OG0000293	Syaj.g_00290	Prar.g_01272
OG0000294	Syaj.g_00291	Prar.g_01271
OG0000295	Syaj.g_00330	Prar.g_01251
OG0000296	Syaj.g_00332	Prar.g_01249
OG0000297	Syaj.g_00639	Prar.g_01241
OG0000298	Syaj.g_00638	Prar.g_01240
OG0000299	Syaj.g_00592	Prar.g_01223
OG0000300	Syaj.g_00586	Prar.g_01220
OG0000301	Syaj.g_00585	Prar.g_01219
OG0000302	Syaj.g_00582	Prar.g_01217
OG0000303	Syaj.g_00572	Prar.g_01210
OG0000304	Syaj.g_00566	Prar.g_01206
OG0000305	Syaj.g_00429	Prar.g_00919
OG0000306	Syaj.g_01126	Prar.g_00916
OG0000307	Syaj.g_00051	Prar.g_00902
OG0000308	Syaj.g_00049	Prar.g_00901
OG0000309	Syaj.g_00044	Prar.g_00897
OG0000310	Syaj.g_01358	Prar.g_00354
OG0000311	Syaj.g_01362	Prar.g_00352
OG0000312	Syaj.g_01368	Prar.g_00349
OG0000313	Syaj.g_01386	Prar.g_00335
OG0000314	Syaj.g_01420	Prar.g_00820
OG0000315	Syaj.g_01430	Prar.g_00810
OG0000316	Syaj.g_01664	Prar.g_00790
OG0000317	Syaj.g_01715	Prar.g_01145
OG0000318	Syaj.g_01722	Prar.g_01142
OG0000319	Syaj.g_01741	Prar.g_01129
OG0000320	Syaj.g_01743	Prar.g_01127
OG0000321	Syaj.g_01744	Prar.g_01126
OG0000322	Syaj.g_01745	Prar.g_01125
OG0000323	Syaj.g_01760	Prar.g_01967
OG0000324	Syaj.g_01609	Prar.g_00609
OG0000325	Syaj.g_02638	Prar.g_01113
OG0000326	Syaj.g_02645	Prar.g_01107
OG0000327	Syaj.g_02693	Prar.g_01068
OG0000328	Syaj.g_02694	Prar.g_01067
OG0000329	Syaj.g_02712	Prar.g_01050
OG0000330	Syaj.g_02713	Prar.g_01049
OG0000331	Syaj.g_02714	Prar.g_01048
OG0000332	Syaj.g_02729	Prar.g_01034
OG0000333	Syaj.g_02732	Prar.g_01032
OG0000334	Syaj.g_02741	Prar.g_01024
OG0000335	Syaj.g_02746	Prar.g_01020
OG0000336	Syaj.g_02750	Prar.g_01016
OG0000337	Syaj.g_02466	Prar.g_00625
OG0000338	Syaj.g_02462	Prar.g_00626
OG0000339	Syaj.g_02455	Prar.g_00630
OG0000340	Syaj.g_02443	Prar.g_00638
OG0000341	Syaj.g_02441	Prar.g_00640
OG0000342	Syaj.g_02440	Prar.g_00641
OG0000343	Syaj.g_02437	Prar.g_00642
OG0000344	Syaj.g_02433	Prar.g_00645
OG0000345	Syaj.g_02421	Prar.g_00650
OG0000346	Syaj.g_02416	Prar.g_00654
OG0000347	Syaj.g_02383	Prar.g_00669
OG0000348	Syaj.g_02333	Prar.g_00678
OG0000349	Syaj.g_02314	Prar.g_00695
OG0000350	Syaj.g_02652	Prar.g_00072
OG0000351	Syaj.g_02234	Prar.g_00055
OG0000352	Syaj.g_02235	Prar.g_00054
OG0000353	Syaj.g_02261	Prar.g_00039
OG0000355	Syaj.g_02263	Prar.g_00037
OG0000356	Syaj.g_02264	Prar.g_00036
OG0000357	Syaj.g_02265	Prar.g_00035
OG0000358	Syaj.g_02269	Prar.g_00031
OG0000359	Syaj.g_02271	Prar.g_00030
OG0000360	Syaj.g_02272	Prar.g_00029
OG0000361	Syaj.g_02273	Prar.g_00028
OG0000362	Syaj.g_02275	Prar.g_00026
OG0000363	Syaj.g_02277	Prar.g_00024
OG0000364	Syaj.g_02278	Prar.g_00023
OG0000365	Syaj.g_02287	Prar.g_00018
OG0000366	Syaj.g_02288	Prar.g_00017
OG0000367	Syaj.g_02289	Prar.g_00016
OG0000368	Syaj.g_02291	Prar.g_00014
OG0000369	Syaj.g_02292	Prar.g_00013
OG0000370	Syaj.g_02293	Prar.g_00012
OG0000371	Syaj.g_02301	Prar.g_00006
OG0000372	Syaj.g_02307	Prar.g_00002
OG0000373	Syaj.g_02308	Prar.g_00001
OG0000374	Syaj.g_02309	Prar.g_00594
OG0000375	Syaj.g_02310	Prar.g_00580
OG0000376	Syaj.g_02312	Prar.g_00578
OG0000377	Syaj.g_02105	Prar.g_00574
OG0000378	Syaj.g_02091	Prar.g_00572
OG0000379	Syaj.g_02086	Prar.g_00569
OG0000380	Syaj.g_01815	Prar.g_00552
OG0000381	Syaj.g_01819	Prar.g_00548
OG0000382	Syaj.g_01836	Prar.g_00247
OG0000383	Syaj.g_01839	Prar.g_00245
OG0000384	Syaj.g_01840	Prar.g_00244
OG0000385	Syaj.g_01841	Prar.g_00243
OG0000386	Syaj.g_01842	Prar.g_00242
OG0000387	Syaj.g_01878	Prar.g_00229
OG0000388	Syaj.g_01882	Prar.g_00226
OG0000389	Syaj.g_01886	Prar.g_00222
OG0000390	Syaj.g_01904	Prar.g_00215
OG0000391	Syaj.g_01909	Prar.g_00212
OG0000392	Syaj.g_01918	Prar.g_00208
OG0000393	Syaj.g_01922	Prar.g_00206
OG0000394	Syaj.g_01923	Prar.g_00205
OG0000395	Syaj.g_01924	Prar.g_00204
OG0000396	Syaj.g_01928	Prar.g_00201
OG0000397	Syaj.g_01930	Prar.g_00199
OG0000398	Syaj.g_01935	Prar.g_00197
OG0000399	Syaj.g_01936	Prar.g_00196
OG0000400	Syaj.g_01937	Prar.g_00195
OG0000401	Syaj.g_01938	Prar.g_00194
OG0000402	Syaj.g_01940	Prar.g_00192
OG0000403	Syaj.g_01941	Prar.g_00191
OG0000404	Syaj.g_01943	Prar.g_00190
OG0000405	Syaj.g_01961	Prar.g_00186
OG0000406	Syaj.g_01966	Prar.g_00180
OG0000407	Syaj.g_01967	Prar.g_00179
OG0000408	Syaj.g_01970	Prar.g_00177
OG0000409	Syaj.g_01972	Prar.g_00175
OG0000410	Syaj.g_01973	Prar.g_00174
OG0000411	Syaj.g_01974	Prar.g_00173
OG0000412	Syaj.g_01975	Prar.g_00172
OG0000413	Syaj.g_01977	Prar.g_00171
OG0000415	Syaj.g_01978	Prar.g_00169
OG0000416	Syaj.g_01979	Prar.g_00168
OG0000417	Syaj.g_01980	Prar.g_00167
OG0000418	Syaj.g_01985	Prar.g_00162
OG0000419	Syaj.g_01987	Prar.g_00160
OG0000420	Syaj.g_01989	Prar.g_00159
OG0000421	Syaj.g_01994	Prar.g_00154
OG0000422	Syaj.g_01995	Prar.g_00153
OG0000423	Syaj.g_01996	Prar.g_00152
OG0000424	Syaj.g_01997	Prar.g_00151
OG0000425	Syaj.g_01998	Prar.g_00150
OG0000426	Syaj.g_01999	Prar.g_00149
OG0000427	Syaj.g_02000	Prar.g_00148
OG0000428	Syaj.g_02003	Prar.g_00146
OG0000429	Syaj.g_02005	Prar.g_00145
OG0000430	Syaj.g_02007	Prar.g_00144
OG0000431	Syaj.g_02010	Prar.g_00142
OG0000432	Syaj.g_02017	Prar.g_00139
OG0000433	Syaj.g_02020	Prar.g_00138
OG0000434	Syaj.g_02021	Prar.g_00137
OG0000435	Syaj.g_02023	Prar.g_00136
OG0000436	Syaj.g_02029	Prar.g_00131
OG0000437	Syaj.g_02030	Prar.g_00130
OG0000438	Syaj.g_02031	Prar.g_00129
OG0000439	Syaj.g_02033	Prar.g_00127
OG0000440	Syaj.g_02034	Prar.g_00126
OG0000441	Syaj.g_02038	Prar.g_00123
OG0000442	Syaj.g_02039	Prar.g_00122
OG0000443	Syaj.g_02040	Prar.g_00121
OG0000444	Syaj.g_02052	Prar.g_00116
OG0000445	Syaj.g_02053	Prar.g_00115
OG0000446	Syaj.g_02055	Prar.g_00114
OG0000447	Syaj.g_02058	Prar.g_00113
OG0000448	Syaj.g_02059	Prar.g_00112
OG0000449	Syaj.g_02060	Prar.g_00111
OG0000450	Syaj.g_02067	Prar.g_00110
OG0000451	Syaj.g_02068	Prar.g_00109
OG0000452	Syaj.g_02072	Prar.g_00106
OG0000453	Syaj.g_02073	Prar.g_00105
OG0000454	Syaj.g_02074	Prar.g_00104
OG0000455	Syaj.g_02075	Prar.g_00103
OG0000456	Syaj.g_02076	Prar.g_00102
OG0000457	Syaj.g_02078	Prar.g_00101
OG0000458	Syaj.g_02079	Prar.g_00100
OG0000459	Syaj.g_02080	Prar.g_00099
OG0000460	Syaj.g_02858	Prar.g_00092
OG0000461	Syaj.g_02623	Prar.g_00085
OG0000462	Syaj.g_02620	Prar.g_00083
OG0000463	Syaj.g_02619	Prar.g_00082
OG0000464	Syaj.g_02618	Prar.g_00081
OG0000465	Syaj.g_02617	Prar.g_00080
OG0000466	Syaj.g_02612	Prar.g_00077
OG0000467	Syaj.g_02610	Prar.g_00076
OG0000468	Syaj.g_02605	Prar.g_00334
OG0000469	Syaj.g_02590	Prar.g_00325
OG0000470	Syaj.g_02586	Prar.g_00323
OG0000471	Syaj.g_02585	Prar.g_00322
OG0000472	Syaj.g_02583	Prar.g_00321
OG0000473	Syaj.g_02581	Prar.g_00319
OG0000474	Syaj.g_02580	Prar.g_00318
OG0000475	Syaj.g_02579	Prar.g_00317
OG0000476	Syaj.g_02577	Prar.g_00316
OG0000477	Syaj.g_02571	Prar.g_00312
OG0000478	Syaj.g_02570	Prar.g_00311
OG0000479	Syaj.g_02569	Prar.g_00310
OG0000480	Syaj.g_02562	Prar.g_00305
OG0000481	Syaj.g_02560	Prar.g_00303
OG0000482	Syaj.g_02559	Prar.g_00302
OG0000483	Syaj.g_02555	Prar.g_00299
OG0000484	Syaj.g_02554	Prar.g_00298
OG0000485	Syaj.g_02553	Prar.g_00297
OG0000486	Syaj.g_02552	Prar.g_00296
OG0000487	Syaj.g_02546	Prar.g_00292
OG0000488	Syaj.g_02542	Prar.g_00289
OG0000489	Syaj.g_02529	Prar.g_00284
OG0000490	Syaj.g_02519	Prar.g_00279
OG0000491	Syaj.g_02517	Prar.g_00278
OG0000492	Syaj.g_02515	Prar.g_00276
OG0000493	Syaj.g_02514	Prar.g_00275
OG0000494	Syaj.g_02513	Prar.g_00274
OG0000495	Syaj.g_02512	Prar.g_00273
OG0000496	Syaj.g_02511	Prar.g_00272
OG0000497	Syaj.g_02510	Prar.g_00271
OG0000498	Syaj.g_02509	Prar.g_00270
OG0000499	Syaj.g_02508	Prar.g_00269
OG0000500	Syaj.g_02507	Prar.g_00268
OG0000501	Syaj.g_02504	Prar.g_00266
OG0000502	Syaj.g_02492	Prar.g_00263
OG0000503	Syaj.g_02805	Prar.g_00394
OG0000504	Syaj.g_02807	Prar.g_00395
OG0000505	Syaj.g_02808	Prar.g_00396
OG0000506	Syaj.g_02810	Prar.g_00398
OG0000507	Syaj.g_02816	Prar.g_00401
OG0000508	Syaj.g_02820	Prar.g_00405
OG0000509	Syaj.g_02822	Prar.g_00407
OG0000510	Syaj.g_02823	Prar.g_00408
OG0000511	Syaj.g_02824	Prar.g_00409
OG0000512	Syaj.g_02826	Prar.g_00411
OG0000513	Syaj.g_02833	Prar.g_00418
OG0000514	Syaj.g_02839	Prar.g_00479
OG0000515	Syaj.g_02840	Prar.g_00480
OG0000516	Syaj.g_01561	Prar.g_00481
OG0000517	Syaj.g_01556	Prar.g_00483
OG0000518	Syaj.g_01544	Prar.g_00494
OG0000519	Syaj.g_01543	Prar.g_00495
OG0000520	Syaj.g_01542	Prar.g_00496
OG0000521	Syaj.g_00271	Prar.g_00501
OG0000522	Syaj.g_00273	Prar.g_00503
OG0000523	Syaj.g_00274	Prar.g_00504
OG0000524	Syaj.g_01485	Prar.g_00510
OG0000525	Syaj.g_01454	Prar.g_00513
OG0000526	Syaj.g_01451	Prar.g_00514
OG0000527	Syaj.g_01446	Prar.g_00523
OG0000528	Syaj.g_00065	Prar.g_00528
OG0000529	Syaj.g_00073	Prar.g_00531
OG0000530	Syaj.g_00076	Prar.g_00534
OG0000531	Syaj.g_00077	Prar.g_00535
OG0000532	Syaj.g_00080	Prar.g_00537
OG0000533	Syaj.g_00081	Prar.g_00538
OG0000534	Syaj.g_00082	Prar.g_00539
OG0000535	Syaj.g_00083	Prar.g_00540
OG0000536	Syaj.g_00084	Prar.g_00541
OG0000537	Syaj.g_00085	Prar.g_00542
OG0000538	Syaj.g_00096	Prar.g_01331
OG0000539	Syaj.g_00097	Prar.g_01332
OG0000540	Syaj.g_00098	Prar.g_01333
OG0000541	Syaj.g_00099	Prar.g_01334
OG0000542	Syaj.g_00102	Prar.g_01336
OG0000543	Syaj.g_00104	Prar.g_01338
OG0000544	Syaj.g_00105	Prar.g_01339
OG0000545	Syaj.g_00107	Prar.g_01341
OG0000546	Syaj.g_00109	Prar.g_01344
OG0000547	Syaj.g_00111	Prar.g_01345
OG0000548	Syaj.g_00112	Prar.g_01346
OG0000549	Syaj.g_00118	Prar.g_01348
OG0000550	Syaj.g_00123	Prar.g_01353
OG0000551	Syaj.g_00128	Prar.g_01357
OG0000552	Syaj.g_00129	Prar.g_01358
OG0000553	Syaj.g_00133	Prar.g_01359
OG0000554	Syaj.g_00145	Prar.g_01364
OG0000555	Syaj.g_00163	Prar.g_01372
