Orthogroup	Syaj	Prap
OG0000233	Syaj.g_01481	Prap.g_01300
OG0000234	Syaj.g_01442	Prap.g_01291
OG0000235	Syaj.g_00071	Prap.g_01288
OG0000236	Syaj.g_00086	Prap.g_01274
OG0000237	Syaj.g_00103	Prap.g_01261
OG0000238	Syaj.g_00108	Prap.g_01255
OG0000239	Syaj.g_00125	Prap.g_01244
OG0000240	Syaj.g_00126	Prap.g_01243
OG0000241	Syaj.g_01291	Prap.g_01239
OG0000242	Syaj.g_00142	Prap.g_01237
OG0000243	Syaj.g_00164	Prap.g_01226
OG0000244	Syaj.g_00180	Prap.g_01223
OG0000245	Syaj.g_00182	Prap.g_01221
OG0000246	Syaj.g_00186	Prap.g_01217
OG0000247	Syaj.g_00197	Prap.g_01207
OG0000248	Syaj.g_00200	Prap.g_01204
OG0000249	Syaj.g_00202	Prap.g_01202
OG0000250	Syaj.g_00211	Prap.g_01197
OG0000251	Syaj.g_00237	Prap.g_01177
OG0000252	Syaj.g_00243	Prap.g_01174
OG0000253	Syaj.g_00245	Prap.g_01173
OG0000254	Syaj.g_01335	Prap.g_01156
OG0000255	Syaj.g_01315	Prap.g_01150
OG0000256	Syaj.g_01297	Prap.g_01140
OG0000257	Syaj.g_01292	Prap.g_00397
OG0000258	Syaj.g_01274	Prap.g_00383
OG0000259	Syaj.g_00707	Prap.g_00366
OG0000260	Syaj.g_00712	Prap.g_00363
OG0000261	Syaj.g_00715	Prap.g_00360
OG0000262	Syaj.g_00720	Prap.g_00356
OG0000263	Syaj.g_00605	Prap.g_00820
OG0000264	Syaj.g_00485	Prap.g_00809
OG0000265	Syaj.g_00510	Prap.g_00791
OG0000266	Syaj.g_00946	Prap.g_00337
OG0000267	Syaj.g_00770	Prap.g_00325
OG0000268	Syaj.g_00771	Prap.g_00324
OG0000269	Syaj.g_01031	Prap.g_00788
OG0000270	Syaj.g_01025	Prap.g_00785
OG0000271	Syaj.g_01017	Prap.g_00777
OG0000272	Syaj.g_01016	Prap.g_00776
OG0000273	Syaj.g_00389	Prap.g_00752
OG0000274	Syaj.g_00388	Prap.g_00751
OG0000275	Syaj.g_00384	Prap.g_00748
OG0000276	Syaj.g_00377	Prap.g_00742
OG0000277	Syaj.g_00376	Prap.g_00741
OG0000278	Syaj.g_00373	Prap.g_00738
OG0000279	Syaj.g_00357	Prap.g_00731
OG0000280	Syaj.g_00348	Prap.g_00730
OG0000281	Syaj.g_02670	Prap.g_00723
OG0000282	Syaj.g_00743	Prap.g_00856
OG0000283	Syaj.g_00790	Prap.g_00680
OG0000284	Syaj.g_00930	Prap.g_00675
OG0000285	Syaj.g_00917	Prap.g_00243
OG0000286	Syaj.g_00899	Prap.g_00256
OG0000287	Syaj.g_00849	Prap.g_00522
OG0000288	Syaj.g_00815	Prap.g_00295
OG0000289	Syaj.g_00800	Prap.g_00311
OG0000290	Syaj.g_00424	Prap.g_00705
OG0000291	Syaj.g_00426	Prap.g_00707
OG0000292	Syaj.g_02255	Prap.g_00501
OG0000293	Syaj.g_00290	Prap.g_00466
OG0000294	Syaj.g_00291	Prap.g_00465
OG0000295	Syaj.g_00330	Prap.g_00442
OG0000296	Syaj.g_00332	Prap.g_00440
OG0000297	Syaj.g_00639	Prap.g_00431
OG0000298	Syaj.g_00638	Prap.g_00430
OG0000299	Syaj.g_00592	Prap.g_00411
OG0000300	Syaj.g_00586	Prap.g_00408
OG0000301	Syaj.g_00585	Prap.g_00407
OG0000302	Syaj.g_00582	Prap.g_00405
OG0000303	Syaj.g_00572	Prap.g_00399
OG0000304	Syaj.g_00566	Prap.g_01135
OG0000305	Syaj.g_00429	Prap.g_00499
OG0000306	Syaj.g_01126	Prap.g_00719
OG0000307	Syaj.g_00051	Prap.g_00068
OG0000308	Syaj.g_00049	Prap.g_00069
OG0000309	Syaj.g_00044	Prap.g_00073
OG0000310	Syaj.g_01358	Prap.g_00107
OG0000311	Syaj.g_01362	Prap.g_00109
OG0000312	Syaj.g_01368	Prap.g_00112
OG0000313	Syaj.g_01386	Prap.g_00125
OG0000314	Syaj.g_01420	Prap.g_00148
OG0000315	Syaj.g_01430	Prap.g_00158
OG0000316	Syaj.g_01664	Prap.g_00183
OG0000317	Syaj.g_01715	Prap.g_01782
OG0000318	Syaj.g_01722	Prap.g_01778
OG0000319	Syaj.g_01741	Prap.g_01765
OG0000320	Syaj.g_01743	Prap.g_01763
OG0000321	Syaj.g_01744	Prap.g_01762
OG0000322	Syaj.g_01745	Prap.g_01761
OG0000323	Syaj.g_01760	Prap.g_01751
OG0000324	Syaj.g_01609	Prap.g_01724
OG0000325	Syaj.g_02638	Prap.g_01713
OG0000326	Syaj.g_02645	Prap.g_01706
OG0000327	Syaj.g_02693	Prap.g_01685
OG0000328	Syaj.g_02694	Prap.g_01684
OG0000329	Syaj.g_02712	Prap.g_01667
OG0000330	Syaj.g_02713	Prap.g_01666
OG0000331	Syaj.g_02714	Prap.g_01665
OG0000332	Syaj.g_02729	Prap.g_01651
OG0000333	Syaj.g_02732	Prap.g_01648, Prap.g_01649
OG0000334	Syaj.g_02741	Prap.g_01639
OG0000335	Syaj.g_02746	Prap.g_01634
OG0000336	Syaj.g_02750	Prap.g_01630
OG0000337	Syaj.g_02466	Prap.g_01612
OG0000338	Syaj.g_02462	Prap.g_01611
OG0000339	Syaj.g_02455	Prap.g_01605
OG0000340	Syaj.g_02443	Prap.g_01596
OG0000341	Syaj.g_02441	Prap.g_01594
OG0000342	Syaj.g_02440	Prap.g_01593
OG0000343	Syaj.g_02437	Prap.g_01592
OG0000344	Syaj.g_02433	Prap.g_01589
OG0000345	Syaj.g_02421	Prap.g_01583
OG0000346	Syaj.g_02416	Prap.g_01579
OG0000347	Syaj.g_02383	Prap.g_01562
OG0000348	Syaj.g_02333	Prap.g_01554
OG0000349	Syaj.g_02314	Prap.g_01537
OG0000350	Syaj.g_02652	Prap.g_00623
OG0000351	Syaj.g_02234	Prap.g_01497
OG0000352	Syaj.g_02235	Prap.g_01496
OG0000353	Syaj.g_02261	Prap.g_00055
OG0000355	Syaj.g_02263	Prap.g_00053
OG0000356	Syaj.g_02264	Prap.g_00052
OG0000357	Syaj.g_02265	Prap.g_00051
OG0000358	Syaj.g_02269	Prap.g_00047
OG0000359	Syaj.g_02271	Prap.g_00046
OG0000360	Syaj.g_02272	Prap.g_00045
OG0000361	Syaj.g_02273	Prap.g_00044
OG0000362	Syaj.g_02275	Prap.g_00042
OG0000363	Syaj.g_02277	Prap.g_00941
OG0000364	Syaj.g_02278	Prap.g_00940
OG0000365	Syaj.g_02287	Prap.g_00935
OG0000366	Syaj.g_02288	Prap.g_00934
OG0000367	Syaj.g_02289	Prap.g_00933
OG0000368	Syaj.g_02291	Prap.g_00931
OG0000369	Syaj.g_02292	Prap.g_00930
OG0000370	Syaj.g_02293	Prap.g_00929
OG0000371	Syaj.g_02301	Prap.g_00922
OG0000372	Syaj.g_02307	Prap.g_00919
OG0000373	Syaj.g_02308	Prap.g_00918
OG0000374	Syaj.g_02309	Prap.g_00917
OG0000375	Syaj.g_02310	Prap.g_00915
OG0000376	Syaj.g_02312	Prap.g_00913
OG0000377	Syaj.g_02105	Prap.g_00909
OG0000378	Syaj.g_02091	Prap.g_00905
OG0000379	Syaj.g_02086	Prap.g_00902
OG0000380	Syaj.g_01815	Prap.g_00885
OG0000381	Syaj.g_01819	Prap.g_00880
OG0000382	Syaj.g_01836	Prap.g_01097
OG0000383	Syaj.g_01839	Prap.g_01095
OG0000384	Syaj.g_01840	Prap.g_01094
OG0000385	Syaj.g_01841	Prap.g_01093
OG0000386	Syaj.g_01842	Prap.g_01092
OG0000387	Syaj.g_01878	Prap.g_01078
OG0000388	Syaj.g_01882	Prap.g_01074
OG0000389	Syaj.g_01886	Prap.g_01071
OG0000390	Syaj.g_01904	Prap.g_01061
OG0000391	Syaj.g_01909	Prap.g_01058
OG0000392	Syaj.g_01918	Prap.g_01054
OG0000393	Syaj.g_01922	Prap.g_01051
OG0000394	Syaj.g_01923	Prap.g_01050
OG0000395	Syaj.g_01924	Prap.g_01049
OG0000396	Syaj.g_01928	Prap.g_01047
OG0000397	Syaj.g_01930	Prap.g_01045
OG0000398	Syaj.g_01935	Prap.g_01042
OG0000399	Syaj.g_01936	Prap.g_01041
OG0000400	Syaj.g_01937	Prap.g_01040
OG0000401	Syaj.g_01938	Prap.g_01039
OG0000402	Syaj.g_01940	Prap.g_00319
OG0000403	Syaj.g_01941	Prap.g_01037
OG0000404	Syaj.g_01943	Prap.g_01036
OG0000405	Syaj.g_01961	Prap.g_01032
OG0000406	Syaj.g_01966	Prap.g_01024
OG0000407	Syaj.g_01967	Prap.g_01023
OG0000408	Syaj.g_01970	Prap.g_01021
OG0000409	Syaj.g_01972	Prap.g_01019
OG0000410	Syaj.g_01973	Prap.g_01018
OG0000411	Syaj.g_01974	Prap.g_01017
OG0000412	Syaj.g_01975	Prap.g_01016
OG0000413	Syaj.g_01977	Prap.g_01014
OG0000415	Syaj.g_01978	Prap.g_01012
OG0000416	Syaj.g_01979	Prap.g_01011
OG0000417	Syaj.g_01980	Prap.g_01010
OG0000418	Syaj.g_01985	Prap.g_01005
OG0000419	Syaj.g_01987	Prap.g_01003
OG0000420	Syaj.g_01989	Prap.g_01002
OG0000421	Syaj.g_01994	Prap.g_00997
OG0000422	Syaj.g_01995	Prap.g_00996
OG0000423	Syaj.g_01996	Prap.g_00995
OG0000424	Syaj.g_01997	Prap.g_00994
OG0000425	Syaj.g_01998	Prap.g_00993
OG0000426	Syaj.g_01999	Prap.g_00992
OG0000427	Syaj.g_02000	Prap.g_00991
OG0000428	Syaj.g_02003	Prap.g_00989
OG0000429	Syaj.g_02005	Prap.g_00988
OG0000430	Syaj.g_02007	Prap.g_00987
OG0000431	Syaj.g_02010	Prap.g_00985
OG0000432	Syaj.g_02017	Prap.g_00981
OG0000433	Syaj.g_02020	Prap.g_00980
OG0000434	Syaj.g_02021	Prap.g_00979
OG0000435	Syaj.g_02023	Prap.g_00978
OG0000436	Syaj.g_02029	Prap.g_00973
OG0000437	Syaj.g_02030	Prap.g_00972
OG0000438	Syaj.g_02031	Prap.g_00971
OG0000439	Syaj.g_02033	Prap.g_00969
OG0000440	Syaj.g_02034	Prap.g_00968
OG0000441	Syaj.g_02038	Prap.g_00965
OG0000442	Syaj.g_02039	Prap.g_00964
OG0000443	Syaj.g_02040	Prap.g_00963
OG0000444	Syaj.g_02052	Prap.g_00957
OG0000445	Syaj.g_02053	Prap.g_00956
OG0000446	Syaj.g_02055	Prap.g_00955
OG0000447	Syaj.g_02058	Prap.g_00954
OG0000448	Syaj.g_02059	Prap.g_00953
OG0000449	Syaj.g_02060	Prap.g_00952
OG0000450	Syaj.g_02067	Prap.g_00951
OG0000451	Syaj.g_02068	Prap.g_00950
OG0000452	Syaj.g_02072	Prap.g_00947
OG0000453	Syaj.g_02073	Prap.g_00946
OG0000454	Syaj.g_02074	Prap.g_00945
OG0000455	Syaj.g_02075	Prap.g_00944
OG0000456	Syaj.g_02076	Prap.g_00943
OG0000457	Syaj.g_02078	Prap.g_01487
OG0000458	Syaj.g_02079	Prap.g_01486
OG0000459	Syaj.g_02080	Prap.g_01485
OG0000460	Syaj.g_02858	Prap.g_01477
OG0000461	Syaj.g_02623	Prap.g_01469
OG0000462	Syaj.g_02620	Prap.g_01467
OG0000463	Syaj.g_02619	Prap.g_01466
OG0000464	Syaj.g_02618	Prap.g_01465
OG0000465	Syaj.g_02617	Prap.g_01464
OG0000466	Syaj.g_02612	Prap.g_01461
OG0000467	Syaj.g_02610	Prap.g_01460
OG0000468	Syaj.g_02605	Prap.g_01457
OG0000469	Syaj.g_02590	Prap.g_01449
OG0000470	Syaj.g_02586	Prap.g_01447
OG0000471	Syaj.g_02585	Prap.g_01446
OG0000472	Syaj.g_02583	Prap.g_01444
OG0000473	Syaj.g_02581	Prap.g_01442
OG0000474	Syaj.g_02580	Prap.g_01441
OG0000475	Syaj.g_02579	Prap.g_01440
OG0000476	Syaj.g_02577	Prap.g_01438
OG0000477	Syaj.g_02571	Prap.g_01435
OG0000478	Syaj.g_02570	Prap.g_01434
OG0000479	Syaj.g_02569	Prap.g_01433
OG0000480	Syaj.g_02562	Prap.g_01428
OG0000481	Syaj.g_02560	Prap.g_01425
OG0000482	Syaj.g_02559	Prap.g_01424
OG0000483	Syaj.g_02555	Prap.g_01421
OG0000484	Syaj.g_02554	Prap.g_01420
OG0000485	Syaj.g_02553	Prap.g_01418
OG0000486	Syaj.g_02552	Prap.g_01417
OG0000487	Syaj.g_02546	Prap.g_01414
OG0000488	Syaj.g_02542	Prap.g_01411
OG0000489	Syaj.g_02529	Prap.g_01406
OG0000490	Syaj.g_02519	Prap.g_01402
OG0000491	Syaj.g_02517	Prap.g_01401
OG0000492	Syaj.g_02515	Prap.g_01399
OG0000493	Syaj.g_02514	Prap.g_01398
OG0000494	Syaj.g_02513	Prap.g_01397
OG0000495	Syaj.g_02512	Prap.g_01396
OG0000496	Syaj.g_02511	Prap.g_01395
OG0000497	Syaj.g_02510	Prap.g_01394
OG0000498	Syaj.g_02509	Prap.g_01393
OG0000499	Syaj.g_02508	Prap.g_01392
OG0000500	Syaj.g_02507	Prap.g_01391
OG0000501	Syaj.g_02504	Prap.g_01390
OG0000502	Syaj.g_02492	Prap.g_01387
OG0000503	Syaj.g_02805	Prap.g_01372
OG0000504	Syaj.g_02807	Prap.g_01370
OG0000505	Syaj.g_02808	Prap.g_01369
OG0000506	Syaj.g_02810	Prap.g_01368
OG0000507	Syaj.g_02816	Prap.g_01365
OG0000508	Syaj.g_02820	Prap.g_01361
OG0000509	Syaj.g_02822	Prap.g_01359
OG0000510	Syaj.g_02823	Prap.g_01358
OG0000511	Syaj.g_02824	Prap.g_01357
OG0000512	Syaj.g_02826	Prap.g_01355
OG0000513	Syaj.g_02833	Prap.g_01346
OG0000514	Syaj.g_02839	Prap.g_01335
OG0000515	Syaj.g_02840	Prap.g_01334
OG0000516	Syaj.g_01561	Prap.g_01333
OG0000517	Syaj.g_01556	Prap.g_01331
OG0000518	Syaj.g_01544	Prap.g_01320
OG0000519	Syaj.g_01543	Prap.g_01319
OG0000520	Syaj.g_01542	Prap.g_01318
OG0000521	Syaj.g_00271	Prap.g_01310
OG0000522	Syaj.g_00273	Prap.g_01308
OG0000523	Syaj.g_00274	Prap.g_01307
OG0000524	Syaj.g_01485	Prap.g_01302
OG0000525	Syaj.g_01454	Prap.g_01298
OG0000526	Syaj.g_01451	Prap.g_01297
OG0000527	Syaj.g_01446	Prap.g_01294
OG0000528	Syaj.g_00065	Prap.g_01289
OG0000529	Syaj.g_00073	Prap.g_01286
OG0000530	Syaj.g_00076	Prap.g_01283
OG0000531	Syaj.g_00077	Prap.g_01282
OG0000532	Syaj.g_00080	Prap.g_01280
OG0000533	Syaj.g_00081	Prap.g_01279
OG0000534	Syaj.g_00082	Prap.g_01278
OG0000535	Syaj.g_00083	Prap.g_01277
OG0000536	Syaj.g_00084	Prap.g_01276
OG0000537	Syaj.g_00085	Prap.g_01275
OG0000538	Syaj.g_00096	Prap.g_01266
OG0000539	Syaj.g_00097	Prap.g_01265
OG0000540	Syaj.g_00098	Prap.g_01264
OG0000541	Syaj.g_00099	Prap.g_01263
OG0000542	Syaj.g_00102	Prap.g_01262
OG0000543	Syaj.g_00104	Prap.g_01260
OG0000544	Syaj.g_00105	Prap.g_01259
OG0000545	Syaj.g_00107	Prap.g_01257
OG0000546	Syaj.g_00109	Prap.g_01254
OG0000547	Syaj.g_00111	Prap.g_01252
OG0000548	Syaj.g_00112	Prap.g_01251
OG0000549	Syaj.g_00118	Prap.g_01249
OG0000550	Syaj.g_00123	Prap.g_01245
OG0000551	Syaj.g_00128	Prap.g_01242
OG0000552	Syaj.g_00129	Prap.g_01241
OG0000553	Syaj.g_00133	Prap.g_01240
OG0000554	Syaj.g_00145	Prap.g_01235
OG0000555	Syaj.g_00163	Prap.g_01227
OG0000556	Syaj.g_00167	Prap.g_01225
OG0000557	Syaj.g_00178	Prap.g_01224
