Orthogroup	Syaj	Prbb
OG0000138	Syaj.g_00088, Syaj.g_02631	Prbb.g_00499
OG0000139	Syaj.g_00150	Prbb.g_00540
OG0000140	Syaj.g_00153	Prbb.g_00541
OG0000141	Syaj.g_01340	Prbb.g_00608
OG0000142	Syaj.g_01283	Prbb.g_00636
OG0000143	Syaj.g_01279	Prbb.g_00640
OG0000144	Syaj.g_01151	Prbb.g_00653
OG0000145	Syaj.g_00094	Prbb.g_01099
OG0000146	Syaj.g_00908	Prbb.g_00982
OG0000147	Syaj.g_00909	Prbb.g_00981
OG0000148	Syaj.g_01003	Prbb.g_00801
OG0000149	Syaj.g_00369	Prbb.g_00832
OG0000150	Syaj.g_01339, Syaj.g_00154	Prbb.g_00840
OG0000151	Syaj.g_01074	Prbb.g_00943
OG0000152	Syaj.g_00898	Prbb.g_00991
OG0000153	Syaj.g_00842	Prbb.g_01009
OG0000154	Syaj.g_00814	Prbb.g_01040
OG0000155	Syaj.g_00338	Prbb.g_01495
OG0000156	Syaj.g_00282	Prbb.g_01575
OG0000157	Syaj.g_00281	Prbb.g_01576
OG0000158	Syaj.g_02445	Prbb.g_02044
OG0000160	Syaj.g_01382	Prbb.g_01687
OG0000161	Syaj.g_01389	Prbb.g_01693
OG0000162	Syaj.g_01395	Prbb.g_01699
OG0000163	Syaj.g_01639	Prbb.g_01735
OG0000164	Syaj.g_01758	Prbb.g_01845
OG0000165	Syaj.g_01582	Prbb.g_01853
OG0000166	Syaj.g_02698	Prbb.g_01964
OG0000167	Syaj.g_02460	Prbb.g_02034
OG0000168	Syaj.g_02444	Prbb.g_02045
OG0000169	Syaj.g_02431, Syaj.g_02429	Prbb.g_02055
OG0000170	Syaj.g_02422	Prbb.g_02057
OG0000171	Syaj.g_02389	Prbb.g_02078
OG0000172	Syaj.g_02365	Prbb.g_02101
OG0000173	Syaj.g_02321	Prbb.g_02116
OG0000174	Syaj.g_02169	Prbb.g_02147
OG0000175	Syaj.g_02229	Prbb.g_02165
OG0000176	Syaj.g_02266	Prbb.g_00004
OG0000177	Syaj.g_02267	Prbb.g_00005
OG0000178	Syaj.g_02268	Prbb.g_00007, Prbb.g_00006
OG0000179	Syaj.g_02283	Prbb.g_00017
OG0000180	Syaj.g_02284	Prbb.g_00018
OG0000181	Syaj.g_02285	Prbb.g_00019
OG0000182	Syaj.g_02286	Prbb.g_00020
OG0000183	Syaj.g_02290	Prbb.g_00024
OG0000184	Syaj.g_02098	Prbb.g_00061
OG0000185	Syaj.g_02087	Prbb.g_00064
OG0000186	Syaj.g_01812	Prbb.g_00119
OG0000187	Syaj.g_01814	Prbb.g_00120
OG0000188	Syaj.g_01837	Prbb.g_00137
OG0000189	Syaj.g_01874	Prbb.g_00151
OG0000190	Syaj.g_01876	Prbb.g_00152
OG0000191	Syaj.g_01910	Prbb.g_00175
OG0000192	Syaj.g_01919	Prbb.g_00179
OG0000193	Syaj.g_01965	Prbb.g_00203
OG0000194	Syaj.g_01968	Prbb.g_00206
OG0000195	Syaj.g_01971	Prbb.g_00208
OG0000196	Syaj.g_01981	Prbb.g_00218
OG0000197	Syaj.g_01982	Prbb.g_00219
OG0000198	Syaj.g_01983	Prbb.g_00220
OG0000199	Syaj.g_01991	Prbb.g_00227
OG0000200	Syaj.g_02008	Prbb.g_00240
OG0000201	Syaj.g_02024	Prbb.g_00249
OG0000202	Syaj.g_02025	Prbb.g_00250
OG0000203	Syaj.g_02026	Prbb.g_00251
OG0000204	Syaj.g_02027	Prbb.g_00252
OG0000205	Syaj.g_02035	Prbb.g_00259
OG0000206	Syaj.g_02043	Prbb.g_00263
OG0000207	Syaj.g_02045	Prbb.g_00265
OG0000208	Syaj.g_02046	Prbb.g_00266
OG0000209	Syaj.g_02070	Prbb.g_00275
OG0000210	Syaj.g_02071	Prbb.g_00276
OG0000211	Syaj.g_02856	Prbb.g_00290
OG0000212	Syaj.g_02881	Prbb.g_00298
OG0000213	Syaj.g_02601	Prbb.g_00313
OG0000214	Syaj.g_02582	Prbb.g_00321
OG0000215	Syaj.g_02551	Prbb.g_00344
OG0000216	Syaj.g_02547	Prbb.g_00345
OG0000217	Syaj.g_02543	Prbb.g_00348
OG0000218	Syaj.g_02541	Prbb.g_00350
OG0000219	Syaj.g_02540	Prbb.g_00351
OG0000220	Syaj.g_02539	Prbb.g_00352
OG0000221	Syaj.g_02530	Prbb.g_00353
OG0000222	Syaj.g_02516	Prbb.g_00361
OG0000223	Syaj.g_02494	Prbb.g_00374
OG0000224	Syaj.g_02487	Prbb.g_00376
OG0000225	Syaj.g_02821	Prbb.g_00405
OG0000226	Syaj.g_02825	Prbb.g_00409
OG0000227	Syaj.g_02827	Prbb.g_00411
OG0000228	Syaj.g_02828	Prbb.g_00415
OG0000229	Syaj.g_01555	Prbb.g_00441
OG0000230	Syaj.g_01553	Prbb.g_00443
OG0000231	Syaj.g_01541	Prbb.g_00454
OG0000232	Syaj.g_01497	Prbb.g_00462
OG0000233	Syaj.g_01481	Prbb.g_00470
OG0000234	Syaj.g_01442	Prbb.g_00479
OG0000235	Syaj.g_00071	Prbb.g_00483
OG0000236	Syaj.g_00086	Prbb.g_00497
OG0000237	Syaj.g_00103	Prbb.g_00510
OG0000238	Syaj.g_00108	Prbb.g_00516
OG0000239	Syaj.g_00125	Prbb.g_00528
OG0000240	Syaj.g_00126	Prbb.g_00529
OG0000241	Syaj.g_01291	Prbb.g_00533
OG0000242	Syaj.g_00142	Prbb.g_00535
OG0000243	Syaj.g_00164	Prbb.g_00546
OG0000244	Syaj.g_00180	Prbb.g_00550
OG0000245	Syaj.g_00182	Prbb.g_00552
OG0000246	Syaj.g_00186	Prbb.g_00556
OG0000247	Syaj.g_00197	Prbb.g_00566
OG0000248	Syaj.g_00200	Prbb.g_00568
OG0000249	Syaj.g_00202	Prbb.g_00570
OG0000250	Syaj.g_00211	Prbb.g_00575
OG0000251	Syaj.g_00237	Prbb.g_00591
OG0000252	Syaj.g_00243	Prbb.g_00593
OG0000253	Syaj.g_00245	Prbb.g_00595
OG0000254	Syaj.g_01335	Prbb.g_00612
OG0000255	Syaj.g_01315	Prbb.g_00618
OG0000256	Syaj.g_01297	Prbb.g_00628
OG0000257	Syaj.g_01292	Prbb.g_00631
OG0000258	Syaj.g_01274	Prbb.g_00644
OG0000259	Syaj.g_00707	Prbb.g_00661
OG0000260	Syaj.g_00712	Prbb.g_00665
OG0000261	Syaj.g_00715	Prbb.g_00668
OG0000262	Syaj.g_00720	Prbb.g_00673
OG0000263	Syaj.g_00605	Prbb.g_00686
OG0000264	Syaj.g_00485	Prbb.g_00697, Prbb.g_00698
OG0000265	Syaj.g_00510	Prbb.g_00713
OG0000266	Syaj.g_00946	Prbb.g_00723
OG0000267	Syaj.g_00770	Prbb.g_00736
OG0000268	Syaj.g_00771	Prbb.g_00737
OG0000269	Syaj.g_01031	Prbb.g_00778
OG0000270	Syaj.g_01025	Prbb.g_00781
OG0000271	Syaj.g_01017	Prbb.g_00789
OG0000272	Syaj.g_01016	Prbb.g_00790
OG0000273	Syaj.g_00389	Prbb.g_00814
OG0000274	Syaj.g_00388	Prbb.g_00815
OG0000275	Syaj.g_00384	Prbb.g_00817
OG0000276	Syaj.g_00377	Prbb.g_00823
OG0000277	Syaj.g_00376	Prbb.g_00824
OG0000278	Syaj.g_00373	Prbb.g_00828
OG0000279	Syaj.g_00357	Prbb.g_00835
OG0000280	Syaj.g_00348	Prbb.g_01370
OG0000281	Syaj.g_02670	Prbb.g_00841
OG0000282	Syaj.g_00743	Prbb.g_00934
OG0000283	Syaj.g_00790	Prbb.g_00965
OG0000284	Syaj.g_00930	Prbb.g_00970
OG0000285	Syaj.g_00917	Prbb.g_00975
OG0000286	Syaj.g_00899	Prbb.g_00990
OG0000287	Syaj.g_00849	Prbb.g_00101
OG0000288	Syaj.g_00815	Prbb.g_01039
OG0000289	Syaj.g_00800	Prbb.g_01051
OG0000290	Syaj.g_00424	Prbb.g_01067
OG0000291	Syaj.g_00426	Prbb.g_01069
OG0000292	Syaj.g_02255	Prbb.g_01238
OG0000293	Syaj.g_00290	Prbb.g_01527
OG0000294	Syaj.g_00291	Prbb.g_01526
OG0000295	Syaj.g_00330	Prbb.g_01502
OG0000296	Syaj.g_00332	Prbb.g_01500
OG0000297	Syaj.g_00639	Prbb.g_01491
OG0000298	Syaj.g_00638	Prbb.g_01490
OG0000299	Syaj.g_00592	Prbb.g_01471
OG0000300	Syaj.g_00586	Prbb.g_01468
OG0000301	Syaj.g_00585	Prbb.g_01467
OG0000302	Syaj.g_00582	Prbb.g_01464
OG0000303	Syaj.g_00572	Prbb.g_01459
OG0000304	Syaj.g_00566	Prbb.g_01456
OG0000305	Syaj.g_00429	Prbb.g_01789
OG0000306	Syaj.g_01126	Prbb.g_00845
OG0000307	Syaj.g_00051	Prbb.g_01648
OG0000308	Syaj.g_00049	Prbb.g_01649
OG0000309	Syaj.g_00044	Prbb.g_01653
OG0000310	Syaj.g_01358	Prbb.g_01671
OG0000311	Syaj.g_01362	Prbb.g_01673
OG0000312	Syaj.g_01368	Prbb.g_01676
OG0000313	Syaj.g_01386	Prbb.g_01690
OG0000314	Syaj.g_01420	Prbb.g_01711
OG0000315	Syaj.g_01430	Prbb.g_01721
OG0000316	Syaj.g_01664	Prbb.g_01746
OG0000317	Syaj.g_01715	Prbb.g_01821
OG0000318	Syaj.g_01722	Prbb.g_01824
OG0000319	Syaj.g_01741	Prbb.g_01835
OG0000320	Syaj.g_01743	Prbb.g_01837
OG0000321	Syaj.g_01744	Prbb.g_01838
OG0000322	Syaj.g_01745	Prbb.g_01839
OG0000323	Syaj.g_01760	Prbb.g_01848
OG0000324	Syaj.g_01609	Prbb.g_01875
OG0000325	Syaj.g_02638	Prbb.g_01924
OG0000326	Syaj.g_02645	Prbb.g_01930
OG0000327	Syaj.g_02693	Prbb.g_01959
OG0000328	Syaj.g_02694	Prbb.g_01960
OG0000329	Syaj.g_02712	Prbb.g_01977
OG0000330	Syaj.g_02713	Prbb.g_01978
OG0000331	Syaj.g_02714	Prbb.g_01979
OG0000332	Syaj.g_02729	Prbb.g_01993
OG0000333	Syaj.g_02732	Prbb.g_01995
OG0000334	Syaj.g_02741	Prbb.g_02004
OG0000335	Syaj.g_02746	Prbb.g_02009
OG0000336	Syaj.g_02750	Prbb.g_02013
OG0000337	Syaj.g_02466	Prbb.g_02031
OG0000338	Syaj.g_02462	Prbb.g_02032
OG0000339	Syaj.g_02455	Prbb.g_02037
OG0000340	Syaj.g_02443	Prbb.g_02046
OG0000341	Syaj.g_02441	Prbb.g_02048
OG0000342	Syaj.g_02440	Prbb.g_02049
OG0000343	Syaj.g_02437	Prbb.g_02050
OG0000344	Syaj.g_02433	Prbb.g_02053
OG0000345	Syaj.g_02421	Prbb.g_02058
OG0000346	Syaj.g_02416	Prbb.g_02062
OG0000347	Syaj.g_02383	Prbb.g_02082
OG0000348	Syaj.g_02333	Prbb.g_02104
OG0000349	Syaj.g_02314	Prbb.g_02122
OG0000350	Syaj.g_02652	Prbb.g_02143
OG0000351	Syaj.g_02234	Prbb.g_02168
OG0000352	Syaj.g_02235	Prbb.g_02169
OG0000353	Syaj.g_02261	Prbb.g_02188
OG0000355	Syaj.g_02263	Prbb.g_00001
OG0000356	Syaj.g_02264	Prbb.g_00002
OG0000357	Syaj.g_02265	Prbb.g_00003
OG0000358	Syaj.g_02269	Prbb.g_00008
OG0000359	Syaj.g_02271	Prbb.g_00009
OG0000360	Syaj.g_02272	Prbb.g_00010
OG0000361	Syaj.g_02273	Prbb.g_00011
OG0000362	Syaj.g_02275	Prbb.g_00013
OG0000363	Syaj.g_02277	Prbb.g_00015
OG0000364	Syaj.g_02278	Prbb.g_00016
OG0000365	Syaj.g_02287	Prbb.g_00021
OG0000366	Syaj.g_02288	Prbb.g_00022
OG0000367	Syaj.g_02289	Prbb.g_00023
OG0000368	Syaj.g_02291	Prbb.g_00025
OG0000369	Syaj.g_02292	Prbb.g_00026
OG0000370	Syaj.g_02293	Prbb.g_00027
OG0000371	Syaj.g_02301	Prbb.g_00033
OG0000372	Syaj.g_02307	Prbb.g_00035
OG0000373	Syaj.g_02308	Prbb.g_00036
OG0000374	Syaj.g_02309	Prbb.g_00037
OG0000375	Syaj.g_02310	Prbb.g_00055
OG0000376	Syaj.g_02312	Prbb.g_00057
OG0000377	Syaj.g_02105	Prbb.g_00060
OG0000378	Syaj.g_02091	Prbb.g_00062
OG0000379	Syaj.g_02086	Prbb.g_00065
OG0000380	Syaj.g_01815	Prbb.g_00121
OG0000381	Syaj.g_01819	Prbb.g_00125
OG0000382	Syaj.g_01836	Prbb.g_00136
OG0000383	Syaj.g_01839	Prbb.g_00138
OG0000384	Syaj.g_01840	Prbb.g_00139
OG0000385	Syaj.g_01841	Prbb.g_00140
OG0000386	Syaj.g_01842	Prbb.g_00141
OG0000387	Syaj.g_01878	Prbb.g_00154
OG0000388	Syaj.g_01882	Prbb.g_00158
OG0000389	Syaj.g_01886	Prbb.g_00161
OG0000390	Syaj.g_01904	Prbb.g_00170
OG0000391	Syaj.g_01909	Prbb.g_00174
OG0000392	Syaj.g_01918	Prbb.g_00177
OG0000393	Syaj.g_01922	Prbb.g_00180
OG0000394	Syaj.g_01923	Prbb.g_00181
OG0000395	Syaj.g_01924	Prbb.g_00182
OG0000396	Syaj.g_01928	Prbb.g_00185
OG0000397	Syaj.g_01930	Prbb.g_00187
OG0000398	Syaj.g_01935	Prbb.g_00190
OG0000399	Syaj.g_01936	Prbb.g_00191
OG0000400	Syaj.g_01937	Prbb.g_00192
OG0000401	Syaj.g_01938	Prbb.g_00193
OG0000402	Syaj.g_01940	Prbb.g_01101
OG0000403	Syaj.g_01941	Prbb.g_00194
OG0000404	Syaj.g_01943	Prbb.g_00195
OG0000405	Syaj.g_01961	Prbb.g_00200
OG0000406	Syaj.g_01966	Prbb.g_00204
OG0000407	Syaj.g_01967	Prbb.g_00205
OG0000408	Syaj.g_01970	Prbb.g_00207
OG0000409	Syaj.g_01972	Prbb.g_00209
OG0000410	Syaj.g_01973	Prbb.g_00210
OG0000411	Syaj.g_01974	Prbb.g_00211
OG0000412	Syaj.g_01975	Prbb.g_00212
OG0000413	Syaj.g_01977	Prbb.g_00213
OG0000415	Syaj.g_01978	Prbb.g_00215
OG0000416	Syaj.g_01979	Prbb.g_00216
OG0000417	Syaj.g_01980	Prbb.g_00217
OG0000418	Syaj.g_01985	Prbb.g_00222
OG0000419	Syaj.g_01987	Prbb.g_00224
OG0000420	Syaj.g_01989	Prbb.g_00225
OG0000421	Syaj.g_01994	Prbb.g_00229
OG0000422	Syaj.g_01995	Prbb.g_00230
OG0000423	Syaj.g_01996	Prbb.g_00231
OG0000424	Syaj.g_01997	Prbb.g_00232
OG0000425	Syaj.g_01998	Prbb.g_00233
OG0000426	Syaj.g_01999	Prbb.g_00234
OG0000427	Syaj.g_02000	Prbb.g_00235
OG0000428	Syaj.g_02003	Prbb.g_00237
OG0000429	Syaj.g_02005	Prbb.g_00238
OG0000430	Syaj.g_02007	Prbb.g_00239
OG0000431	Syaj.g_02010	Prbb.g_00241
OG0000432	Syaj.g_02017	Prbb.g_00245
OG0000433	Syaj.g_02020	Prbb.g_00246
OG0000434	Syaj.g_02021	Prbb.g_00247
OG0000435	Syaj.g_02023	Prbb.g_00248
OG0000436	Syaj.g_02029	Prbb.g_00253
OG0000437	Syaj.g_02030	Prbb.g_00254
OG0000438	Syaj.g_02031	Prbb.g_00255
OG0000439	Syaj.g_02033	Prbb.g_00257
OG0000440	Syaj.g_02034	Prbb.g_00258
OG0000441	Syaj.g_02038	Prbb.g_00260
OG0000442	Syaj.g_02039	Prbb.g_00261
OG0000443	Syaj.g_02040	Prbb.g_00262
OG0000444	Syaj.g_02052	Prbb.g_00267
OG0000445	Syaj.g_02053	Prbb.g_00268
OG0000446	Syaj.g_02055	Prbb.g_00269
OG0000447	Syaj.g_02058	Prbb.g_00270
OG0000448	Syaj.g_02059	Prbb.g_00271
OG0000449	Syaj.g_02060	Prbb.g_00272
OG0000450	Syaj.g_02067	Prbb.g_00273
OG0000451	Syaj.g_02068	Prbb.g_00274
OG0000452	Syaj.g_02072	Prbb.g_00277
OG0000453	Syaj.g_02073	Prbb.g_00278
OG0000454	Syaj.g_02074	Prbb.g_00279
OG0000455	Syaj.g_02075	Prbb.g_00280
OG0000456	Syaj.g_02076	Prbb.g_00281
OG0000457	Syaj.g_02078	Prbb.g_00282
OG0000458	Syaj.g_02079	Prbb.g_00283
OG0000459	Syaj.g_02080	Prbb.g_00284
OG0000460	Syaj.g_02858	Prbb.g_00292
OG0000461	Syaj.g_02623	Prbb.g_00300
OG0000462	Syaj.g_02620	Prbb.g_00302
OG0000463	Syaj.g_02619	Prbb.g_00303
OG0000464	Syaj.g_02618	Prbb.g_00304
OG0000465	Syaj.g_02617	Prbb.g_00305
OG0000466	Syaj.g_02612	Prbb.g_00306
OG0000467	Syaj.g_02610	Prbb.g_00307
OG0000468	Syaj.g_02605	Prbb.g_00309
OG0000469	Syaj.g_02590	Prbb.g_00316
OG0000470	Syaj.g_02586	Prbb.g_00318
OG0000471	Syaj.g_02585	Prbb.g_00319
OG0000472	Syaj.g_02583	Prbb.g_00320
OG0000473	Syaj.g_02581	Prbb.g_00322
OG0000474	Syaj.g_02580	Prbb.g_00323
OG0000475	Syaj.g_02579	Prbb.g_00324
OG0000476	Syaj.g_02577	Prbb.g_00326
OG0000477	Syaj.g_02571	Prbb.g_00328
OG0000478	Syaj.g_02570	Prbb.g_00329
OG0000479	Syaj.g_02569	Prbb.g_00330
OG0000480	Syaj.g_02562	Prbb.g_00334
OG0000481	Syaj.g_02560	Prbb.g_00336
OG0000482	Syaj.g_02559	Prbb.g_00337
OG0000483	Syaj.g_02555	Prbb.g_00340
OG0000484	Syaj.g_02554	Prbb.g_00341
OG0000485	Syaj.g_02553	Prbb.g_00342
OG0000486	Syaj.g_02552	Prbb.g_00343
OG0000487	Syaj.g_02546	Prbb.g_00346
OG0000488	Syaj.g_02542	Prbb.g_00349
OG0000489	Syaj.g_02529	Prbb.g_00354
OG0000490	Syaj.g_02519	Prbb.g_00359
OG0000491	Syaj.g_02517	Prbb.g_00360
OG0000492	Syaj.g_02515	Prbb.g_00362
OG0000493	Syaj.g_02514	Prbb.g_00363
OG0000494	Syaj.g_02513	Prbb.g_00364
OG0000495	Syaj.g_02512	Prbb.g_00365
OG0000496	Syaj.g_02511	Prbb.g_00366
OG0000497	Syaj.g_02510	Prbb.g_00367
OG0000498	Syaj.g_02509	Prbb.g_00368
OG0000499	Syaj.g_02508	Prbb.g_00369
OG0000500	Syaj.g_02507	Prbb.g_00370
OG0000501	Syaj.g_02504	Prbb.g_00372
OG0000502	Syaj.g_02492	Prbb.g_00375
OG0000503	Syaj.g_02805	Prbb.g_00394
OG0000504	Syaj.g_02807	Prbb.g_00396
OG0000505	Syaj.g_02808	Prbb.g_00397
OG0000506	Syaj.g_02810	Prbb.g_00398
OG0000507	Syaj.g_02816	Prbb.g_00401
OG0000508	Syaj.g_02820	Prbb.g_00404
OG0000509	Syaj.g_02822	Prbb.g_00406
OG0000510	Syaj.g_02823	Prbb.g_00407
OG0000511	Syaj.g_02824	Prbb.g_00408
OG0000512	Syaj.g_02826	Prbb.g_00410
OG0000513	Syaj.g_02833	Prbb.g_00419
OG0000514	Syaj.g_02839	Prbb.g_00436
OG0000515	Syaj.g_02840	Prbb.g_00437
OG0000516	Syaj.g_01561	Prbb.g_00438
OG0000517	Syaj.g_01556	Prbb.g_00440
OG0000518	Syaj.g_01544	Prbb.g_00451
OG0000519	Syaj.g_01543	Prbb.g_00452
OG0000520	Syaj.g_01542	Prbb.g_00453
OG0000521	Syaj.g_00271	Prbb.g_00458
OG0000522	Syaj.g_00273	Prbb.g_00460
OG0000523	Syaj.g_00274	Prbb.g_00461
OG0000524	Syaj.g_01485	Prbb.g_00468
OG0000525	Syaj.g_01454	Prbb.g_00472
OG0000526	Syaj.g_01451	Prbb.g_00473
OG0000527	Syaj.g_01446	Prbb.g_00476
OG0000528	Syaj.g_00065	Prbb.g_00482
OG0000529	Syaj.g_00073	Prbb.g_00486
OG0000530	Syaj.g_00076	Prbb.g_00489
OG0000531	Syaj.g_00077	Prbb.g_00490
