Orthogroup	Prax	Prat
OG0000216	Prax.g_01105	Prat.g_00113
OG0000217	Prax.g_01103	Prat.g_00114
OG0000218	Prax.g_01102	Prat.g_00115
OG0000219	Prax.g_01101	Prat.g_00116
OG0000220	Prax.g_01098	Prat.g_00118
OG0000221	Prax.g_01096	Prat.g_00122
OG0000222	Prax.g_01095	Prat.g_00123
OG0000223	Prax.g_01094	Prat.g_00124
OG0000224	Prax.g_01091	Prat.g_00126
OG0000225	Prax.g_01089	Prat.g_00128
OG0000226	Prax.g_01088	Prat.g_00130
OG0000227	Prax.g_01087	Prat.g_00131
OG0000228	Prax.g_01086	Prat.g_00132
OG0000229	Prax.g_01085	Prat.g_00133
OG0000230	Prax.g_01084	Prat.g_00134
OG0000231	Prax.g_01082	Prat.g_00601
OG0000232	Prax.g_01081	Prat.g_00136
OG0000233	Prax.g_01078	Prat.g_00139
OG0000234	Prax.g_01076	Prat.g_00141
OG0000235	Prax.g_01073	Prat.g_00144
OG0000236	Prax.g_01072	Prat.g_00145
OG0000237	Prax.g_01071	Prat.g_00146
OG0000238	Prax.g_01070	Prat.g_00147
OG0000239	Prax.g_01069	Prat.g_00148
OG0000240	Prax.g_01067	Prat.g_00150
OG0000241	Prax.g_01066	Prat.g_00151
OG0000242	Prax.g_01065	Prat.g_00152
OG0000243	Prax.g_01064	Prat.g_00153
OG0000244	Prax.g_01063	Prat.g_00154
OG0000245	Prax.g_01062	Prat.g_00156
OG0000246	Prax.g_01060	Prat.g_00158
OG0000247	Prax.g_01059	Prat.g_00159
OG0000248	Prax.g_01058	Prat.g_00160
OG0000249	Prax.g_01057	Prat.g_00161
OG0000250	Prax.g_01056	Prat.g_00162
OG0000251	Prax.g_01055	Prat.g_00163
OG0000252	Prax.g_01054	Prat.g_00164
OG0000253	Prax.g_01053	Prat.g_00165
OG0000254	Prax.g_01051	Prat.g_00167
OG0000255	Prax.g_01050	Prat.g_00169
OG0000256	Prax.g_01047	Prat.g_00172
OG0000257	Prax.g_01045	Prat.g_00174
OG0000258	Prax.g_01044	Prat.g_00175
OG0000259	Prax.g_01043	Prat.g_00176
OG0000260	Prax.g_01042	Prat.g_00177
OG0000261	Prax.g_01041	Prat.g_00178
OG0000262	Prax.g_01040	Prat.g_00179
OG0000263	Prax.g_01039	Prat.g_00180
OG0000264	Prax.g_01037	Prat.g_00182
OG0000265	Prax.g_01036	Prat.g_00183
OG0000266	Prax.g_01035	Prat.g_00184
OG0000267	Prax.g_01033	Prat.g_00186
OG0000268	Prax.g_01032	Prat.g_00188
OG0000269	Prax.g_01031	Prat.g_00189
OG0000270	Prax.g_01030	Prat.g_00190
OG0000271	Prax.g_01029	Prat.g_00191
OG0000272	Prax.g_01028	Prat.g_00192
OG0000273	Prax.g_01027	Prat.g_00193
OG0000274	Prax.g_01026	Prat.g_00194
OG0000275	Prax.g_01025	Prat.g_00195
OG0000276	Prax.g_01024	Prat.g_00196
OG0000277	Prax.g_01023	Prat.g_00197
OG0000278	Prax.g_01022	Prat.g_00198
OG0000279	Prax.g_01021	Prat.g_00199
OG0000280	Prax.g_01020	Prat.g_00200
OG0000281	Prax.g_01018	Prat.g_00202
OG0000282	Prax.g_01017	Prat.g_00203
OG0000283	Prax.g_01014	Prat.g_00206
OG0000284	Prax.g_01013	Prat.g_00207
OG0000285	Prax.g_01012	Prat.g_00208
OG0000286	Prax.g_01010	Prat.g_00210
OG0000287	Prax.g_01009	Prat.g_00211
OG0000288	Prax.g_01008	Prat.g_00212
OG0000289	Prax.g_01007	Prat.g_00213
OG0000290	Prax.g_01006	Prat.g_00214
OG0000291	Prax.g_01005	Prat.g_00215
OG0000292	Prax.g_01004	Prat.g_00216
OG0000293	Prax.g_01003	Prat.g_00217
OG0000294	Prax.g_01002	Prat.g_00218
OG0000295	Prax.g_01001	Prat.g_00219
OG0000296	Prax.g_01000	Prat.g_00220
OG0000297	Prax.g_00999	Prat.g_00221
OG0000298	Prax.g_00998	Prat.g_00222
OG0000299	Prax.g_00997	Prat.g_00223
OG0000300	Prax.g_00996	Prat.g_00224
OG0000301	Prax.g_00995	Prat.g_00225
OG0000302	Prax.g_00994	Prat.g_00226
OG0000303	Prax.g_00993	Prat.g_00227
OG0000304	Prax.g_00992	Prat.g_00229
OG0000305	Prax.g_00991	Prat.g_00230
OG0000306	Prax.g_00990	Prat.g_00231
OG0000307	Prax.g_00989	Prat.g_00233
OG0000308	Prax.g_00988	Prat.g_00234
OG0000309	Prax.g_00987	Prat.g_00235
OG0000310	Prax.g_00986	Prat.g_00236
OG0000311	Prax.g_00985	Prat.g_00238
OG0000312	Prax.g_00983	Prat.g_00240
OG0000313	Prax.g_00982	Prat.g_00241
OG0000314	Prax.g_00979	Prat.g_00245
OG0000315	Prax.g_00978	Prat.g_00246
OG0000316	Prax.g_00933	Prat.g_00249
OG0000317	Prax.g_00931	Prat.g_00250
OG0000318	Prax.g_00930	Prat.g_00251
OG0000319	Prax.g_00929	Prat.g_00252
OG0000320	Prax.g_00928	Prat.g_00253
OG0000321	Prax.g_00925	Prat.g_00256
OG0000322	Prax.g_00922	Prat.g_00260
OG0000323	Prax.g_00921	Prat.g_00261
OG0000324	Prax.g_00918	Prat.g_00264
OG0000325	Prax.g_00916	Prat.g_00266
OG0000326	Prax.g_00915	Prat.g_00267
OG0000327	Prax.g_00913	Prat.g_00269
OG0000328	Prax.g_00912	Prat.g_00270
OG0000329	Prax.g_00911	Prat.g_00271
OG0000330	Prax.g_00910	Prat.g_00272
OG0000331	Prax.g_00909	Prat.g_00273
OG0000332	Prax.g_00908	Prat.g_00274
OG0000333	Prax.g_00907	Prat.g_00275
OG0000334	Prax.g_00906	Prat.g_00276
OG0000335	Prax.g_00905	Prat.g_00277
OG0000336	Prax.g_00904	Prat.g_00279
OG0000337	Prax.g_00900	Prat.g_00282
OG0000338	Prax.g_00899	Prat.g_00283
OG0000339	Prax.g_00898	Prat.g_00284
OG0000340	Prax.g_00897	Prat.g_00285
OG0000341	Prax.g_00893	Prat.g_00290
OG0000342	Prax.g_00892	Prat.g_00291
OG0000343	Prax.g_00890	Prat.g_00293
OG0000344	Prax.g_00889	Prat.g_00294
OG0000345	Prax.g_00888	Prat.g_00295
OG0000346	Prax.g_00887	Prat.g_00296
OG0000347	Prax.g_00886	Prat.g_00297
OG0000348	Prax.g_00885	Prat.g_00298
OG0000349	Prax.g_00884	Prat.g_00299
OG0000350	Prax.g_00883	Prat.g_00300
OG0000351	Prax.g_00880	Prat.g_00303
OG0000352	Prax.g_00877	Prat.g_00306
OG0000353	Prax.g_00876	Prat.g_00307
OG0000354	Prax.g_00875	Prat.g_00308
OG0000355	Prax.g_00874	Prat.g_00309
OG0000356	Prax.g_00873	Prat.g_00310
OG0000357	Prax.g_00872	Prat.g_00311
OG0000358	Prax.g_00871	Prat.g_00312
OG0000359	Prax.g_00870	Prat.g_00313
OG0000360	Prax.g_00867	Prat.g_00315
OG0000361	Prax.g_00866	Prat.g_00316
OG0000362	Prax.g_00865	Prat.g_00317
OG0000363	Prax.g_00864	Prat.g_00318
OG0000364	Prax.g_00863	Prat.g_00319
OG0000365	Prax.g_00862	Prat.g_00320
OG0000366	Prax.g_00861	Prat.g_00321
OG0000367	Prax.g_00860	Prat.g_00322
OG0000368	Prax.g_00859	Prat.g_00323
OG0000369	Prax.g_00858	Prat.g_00324
OG0000370	Prax.g_00857	Prat.g_00325
OG0000371	Prax.g_00856	Prat.g_00326
OG0000372	Prax.g_00854	Prat.g_00328
OG0000373	Prax.g_00850	Prat.g_00330
OG0000374	Prax.g_00849	Prat.g_00331
OG0000375	Prax.g_00848	Prat.g_00332
OG0000376	Prax.g_00846	Prat.g_00334
OG0000377	Prax.g_00845	Prat.g_00340
OG0000378	Prax.g_00844	Prat.g_00341
OG0000379	Prax.g_00839	Prat.g_00348
OG0000380	Prax.g_00838	Prat.g_00350
OG0000381	Prax.g_00837	Prat.g_00351
OG0000382	Prax.g_00835	Prat.g_00352
OG0000383	Prax.g_00832	Prat.g_00355
OG0000384	Prax.g_00831	Prat.g_00356
OG0000385	Prax.g_00828	Prat.g_00359
OG0000386	Prax.g_00827	Prat.g_00360
OG0000387	Prax.g_00826	Prat.g_00361
OG0000388	Prax.g_00825	Prat.g_00362
OG0000389	Prax.g_00824	Prat.g_00363
OG0000390	Prax.g_00823	Prat.g_00364
OG0000391	Prax.g_00822	Prat.g_00365
OG0000392	Prax.g_00821	Prat.g_00366
OG0000393	Prax.g_00818	Prat.g_00369
OG0000394	Prax.g_00817	Prat.g_00370
OG0000395	Prax.g_00815	Prat.g_00373
OG0000396	Prax.g_00814	Prat.g_00985
OG0000397	Prax.g_00802	Prat.g_01203
OG0000398	Prax.g_00795	Prat.g_01469
OG0000399	Prax.g_00794	Prat.g_00671
OG0000400	Prax.g_00790	Prat.g_01656
OG0000401	Prax.g_00769	Prat.g_00390
OG0000402	Prax.g_00768	Prat.g_00391
OG0000403	Prax.g_00767	Prat.g_00392
OG0000404	Prax.g_00765	Prat.g_00395
OG0000405	Prax.g_00764	Prat.g_00396
OG0000406	Prax.g_00762	Prat.g_00398
OG0000407	Prax.g_00761	Prat.g_00399
OG0000408	Prax.g_00760	Prat.g_00400
OG0000409	Prax.g_00759	Prat.g_00401
OG0000410	Prax.g_00758	Prat.g_00403
OG0000411	Prax.g_00757	Prat.g_00404
OG0000412	Prax.g_00756	Prat.g_00405
OG0000413	Prax.g_00755	Prat.g_00406
OG0000414	Prax.g_00754	Prat.g_00407
OG0000415	Prax.g_00753	Prat.g_00408
OG0000416	Prax.g_00752	Prat.g_00410
OG0000417	Prax.g_00751	Prat.g_00411
OG0000418	Prax.g_00750	Prat.g_00412
OG0000419	Prax.g_00749	Prat.g_00413
OG0000420	Prax.g_00748	Prat.g_00414
OG0000421	Prax.g_00747	Prat.g_00415
OG0000422	Prax.g_00746	Prat.g_00417
OG0000423	Prax.g_00745	Prat.g_00418
OG0000424	Prax.g_00743	Prat.g_00419
OG0000425	Prax.g_00740	Prat.g_00424
OG0000426	Prax.g_00739	Prat.g_00425
OG0000427	Prax.g_00738	Prat.g_00426
OG0000428	Prax.g_00737	Prat.g_00428
OG0000429	Prax.g_00736	Prat.g_00429
OG0000430	Prax.g_00731	Prat.g_00430
OG0000431	Prax.g_00729	Prat.g_00432
OG0000432	Prax.g_00728	Prat.g_00433
OG0000433	Prax.g_00725	Prat.g_00436
OG0000434	Prax.g_00724	Prat.g_00438
OG0000435	Prax.g_00723	Prat.g_00439
OG0000436	Prax.g_00721	Prat.g_00441
OG0000437	Prax.g_00719	Prat.g_00443
OG0000438	Prax.g_00718	Prat.g_00444
OG0000439	Prax.g_00717	Prat.g_00445
OG0000440	Prax.g_00715	Prat.g_00447
OG0000441	Prax.g_00714	Prat.g_00448
OG0000442	Prax.g_00713	Prat.g_00449
OG0000443	Prax.g_00712	Prat.g_00450
OG0000444	Prax.g_00711	Prat.g_00451
OG0000445	Prax.g_00709	Prat.g_00453
OG0000446	Prax.g_00708	Prat.g_00454
OG0000447	Prax.g_00707	Prat.g_00455
OG0000448	Prax.g_00706	Prat.g_00456
OG0000449	Prax.g_00701	Prat.g_00463
OG0000450	Prax.g_00700	Prat.g_00464
OG0000451	Prax.g_00699	Prat.g_00465
OG0000452	Prax.g_00698	Prat.g_00466
OG0000453	Prax.g_00696	Prat.g_00468
OG0000454	Prax.g_00695	Prat.g_00469
OG0000455	Prax.g_00694	Prat.g_00470
OG0000456	Prax.g_00693	Prat.g_00471
OG0000457	Prax.g_00691	Prat.g_00473
OG0000458	Prax.g_00689	Prat.g_00475
OG0000459	Prax.g_00688	Prat.g_00476
OG0000460	Prax.g_00686	Prat.g_00478
OG0000461	Prax.g_00685	Prat.g_00479
OG0000462	Prax.g_00684	Prat.g_00480
OG0000463	Prax.g_00683	Prat.g_00482
OG0000464	Prax.g_00678	Prat.g_00486
OG0000465	Prax.g_00676	Prat.g_00487
OG0000466	Prax.g_00675	Prat.g_00488
OG0000467	Prax.g_00674	Prat.g_00489
OG0000468	Prax.g_00673	Prat.g_00490
OG0000469	Prax.g_00672	Prat.g_00491
OG0000470	Prax.g_00671	Prat.g_00492
OG0000471	Prax.g_00670	Prat.g_00493
OG0000472	Prax.g_00667	Prat.g_00496
OG0000473	Prax.g_00666	Prat.g_00497
OG0000474	Prax.g_00665	Prat.g_00498
OG0000475	Prax.g_00664	Prat.g_00499
OG0000476	Prax.g_00663	Prat.g_00500
OG0000477	Prax.g_00001	Prat.g_00501
OG0000478	Prax.g_00002	Prat.g_00502
OG0000479	Prax.g_00003	Prat.g_00503
OG0000480	Prax.g_00005	Prat.g_00505
OG0000481	Prax.g_00006	Prat.g_00506
OG0000482	Prax.g_00007	Prat.g_00507
OG0000483	Prax.g_00008	Prat.g_00508
OG0000484	Prax.g_00009	Prat.g_00509
OG0000485	Prax.g_00010	Prat.g_00510
OG0000486	Prax.g_00011	Prat.g_00511
OG0000487	Prax.g_00012	Prat.g_00512
OG0000488	Prax.g_00014	Prat.g_00515
OG0000489	Prax.g_00015	Prat.g_00516
OG0000490	Prax.g_00016	Prat.g_00517
OG0000491	Prax.g_00017	Prat.g_00518
OG0000492	Prax.g_00018	Prat.g_00519
OG0000493	Prax.g_00019	Prat.g_00520
OG0000494	Prax.g_00021	Prat.g_00522
OG0000495	Prax.g_00022	Prat.g_00523
OG0000496	Prax.g_00023	Prat.g_00525
OG0000497	Prax.g_00024	Prat.g_00527
OG0000498	Prax.g_00025	Prat.g_00528
OG0000499	Prax.g_00027	Prat.g_00530
OG0000500	Prax.g_00028	Prat.g_00531
OG0000501	Prax.g_00030	Prat.g_00533
OG0000502	Prax.g_00031	Prat.g_00534
OG0000503	Prax.g_00032	Prat.g_00536
OG0000504	Prax.g_00033	Prat.g_00537
OG0000505	Prax.g_00034	Prat.g_00538
OG0000506	Prax.g_00035	Prat.g_00539
OG0000507	Prax.g_00036	Prat.g_00540
OG0000508	Prax.g_00038	Prat.g_00542
OG0000509	Prax.g_00039	Prat.g_00543
OG0000510	Prax.g_00040	Prat.g_00544
OG0000511	Prax.g_00041	Prat.g_00545
OG0000512	Prax.g_00042	Prat.g_00546
OG0000513	Prax.g_00043	Prat.g_00547
OG0000514	Prax.g_00044	Prat.g_00548
OG0000515	Prax.g_00046	Prat.g_00549
OG0000516	Prax.g_00047	Prat.g_00550
OG0000517	Prax.g_00048	Prat.g_00551
OG0000518	Prax.g_00050	Prat.g_00553
OG0000519	Prax.g_00051	Prat.g_00554
OG0000520	Prax.g_00052	Prat.g_00555
OG0000521	Prax.g_00053	Prat.g_00556
OG0000522	Prax.g_00054	Prat.g_00557
OG0000523	Prax.g_00055	Prat.g_00558
OG0000524	Prax.g_00056	Prat.g_00559
OG0000525	Prax.g_00058	Prat.g_00561
OG0000526	Prax.g_00059	Prat.g_00562
OG0000527	Prax.g_00060	Prat.g_00563
OG0000528	Prax.g_00061	Prat.g_00564
OG0000529	Prax.g_00062	Prat.g_00565
OG0000530	Prax.g_00063	Prat.g_00566
OG0000531	Prax.g_00064	Prat.g_00568
OG0000532	Prax.g_00065	Prat.g_00569
OG0000533	Prax.g_00066	Prat.g_00570
OG0000534	Prax.g_00067	Prat.g_00571
OG0000535	Prax.g_00068	Prat.g_00572
OG0000536	Prax.g_00069	Prat.g_00573
OG0000537	Prax.g_00070	Prat.g_00574
OG0000538	Prax.g_00071	Prat.g_00575
OG0000539	Prax.g_00072	Prat.g_00576
OG0000540	Prax.g_00073	Prat.g_00577
OG0000541	Prax.g_00074	Prat.g_00579
OG0000542	Prax.g_00075	Prat.g_00580
OG0000543	Prax.g_00076	Prat.g_00581
OG0000544	Prax.g_00077	Prat.g_00582
OG0000545	Prax.g_00080	Prat.g_00584
OG0000546	Prax.g_00081	Prat.g_00585
OG0000547	Prax.g_00083	Prat.g_00587
OG0000548	Prax.g_00084	Prat.g_00589
OG0000549	Prax.g_00085	Prat.g_00590
OG0000550	Prax.g_00086	Prat.g_00591
OG0000551	Prax.g_00087	Prat.g_00592
OG0000552	Prax.g_00088	Prat.g_00593
OG0000553	Prax.g_00089	Prat.g_01097
OG0000554	Prax.g_00090	Prat.g_01095
OG0000555	Prax.g_00091	Prat.g_01094
OG0000556	Prax.g_00092	Prat.g_01093
OG0000557	Prax.g_00093	Prat.g_01091
OG0000558	Prax.g_00094	Prat.g_01090
OG0000559	Prax.g_00095	Prat.g_01089
OG0000560	Prax.g_00097	Prat.g_01087
OG0000561	Prax.g_00098	Prat.g_01086
OG0000562	Prax.g_00099	Prat.g_01084
OG0000563	Prax.g_00100	Prat.g_01083
OG0000564	Prax.g_00101	Prat.g_01082
OG0000565	Prax.g_00102	Prat.g_01081
OG0000566	Prax.g_00103	Prat.g_01080
OG0000567	Prax.g_00104	Prat.g_01079
OG0000568	Prax.g_00105	Prat.g_01078
OG0000569	Prax.g_00106	Prat.g_01077
OG0000570	Prax.g_00107	Prat.g_01076
OG0000571	Prax.g_00108	Prat.g_01075
OG0000572	Prax.g_00109	Prat.g_01074
OG0000573	Prax.g_00112	Prat.g_01071
OG0000574	Prax.g_00113	Prat.g_01070
OG0000575	Prax.g_00114	Prat.g_01069
OG0000576	Prax.g_00115	Prat.g_01068
OG0000577	Prax.g_00116	Prat.g_01067
OG0000578	Prax.g_00117	Prat.g_01066
OG0000579	Prax.g_00118	Prat.g_01065
OG0000580	Prax.g_00119	Prat.g_01064
OG0000581	Prax.g_00120	Prat.g_01063
OG0000582	Prax.g_00121	Prat.g_01062
OG0000583	Prax.g_00122	Prat.g_01061
OG0000584	Prax.g_00123	Prat.g_01059
OG0000585	Prax.g_00977	Prat.g_01058
OG0000586	Prax.g_00975	Prat.g_01056
OG0000587	Prax.g_00974	Prat.g_01055
