Orthogroup	Prax	Prar
OG0000095	Prax.g_01011	Prar.g_00120
OG0000096	Prax.g_00924, Prax.g_00488	Prar.g_00076
OG0000097	Prax.g_00901	Prar.g_00313
OG0000098	Prax.g_00891	Prar.g_00303
OG0000099	Prax.g_00881	Prar.g_00293
OG0000100	Prax.g_00878	Prar.g_01154
OG0000101	Prax.g_00816, Prax.g_01573	Prar.g_00417
OG0000102	Prax.g_00792	Prar.g_00444
OG0000103	Prax.g_00726	Prar.g_00526
OG0000104	Prax.g_00722	Prar.g_00530
OG0000105	Prax.g_00702	Prar.g_01330
OG0000106	Prax.g_00669	Prar.g_01362
OG0000107	Prax.g_00668	Prar.g_01363
OG0000108	Prax.g_00004	Prar.g_01373
OG0000109	Prax.g_00013	Prar.g_01382
OG0000110	Prax.g_00029	Prar.g_01398
OG0000111	Prax.g_00110	Prar.g_01481
OG0000112	Prax.g_00111	Prar.g_01482
OG0000113	Prax.g_00463	Prar.g_01621
OG0000114	Prax.g_00375	Prar.g_01682
OG0000115	Prax.g_01129	Prar.g_01833
OG0000116	Prax.g_01133	Prar.g_01837
OG0000117	Prax.g_01201	Prar.g_01901
OG0000118	Prax.g_01254, Prax.g_01759	Prar.g_01953
OG0000119	Prax.g_00164	Prar.g_01293
OG0000120	Prax.g_00206	Prar.g_01257
OG0000121	Prax.g_00225	Prar.g_01238
OG0000122	Prax.g_00244	Prar.g_01219
OG0000123	Prax.g_00257	Prar.g_01206
OG0000124	Prax.g_01789	Prar.g_00376
OG0000125	Prax.g_01887	Prar.g_00943
OG0000126	Prax.g_01863	Prar.g_00911
OG0000127	Prax.g_01746	Prar.g_00352
OG0000128	Prax.g_01727	Prar.g_00338
OG0000129	Prax.g_01691	Prar.g_00810
OG0000130	Prax.g_01561	Prar.g_01145
OG0000131	Prax.g_01523	Prar.g_01959
OG0000132	Prax.g_01520	Prar.g_00595
OG0000133	Prax.g_01297	Prar.g_01068
OG0000134	Prax.g_01333	Prar.g_01032
OG0000135	Prax.g_01335	Prar.g_01030
OG0000136	Prax.g_01379	Prar.g_00638
OG0000137	Prax.g_01411	Prar.g_00669
OG0000138	Prax.g_01447	Prar.g_00704
OG0000139	Prax.g_01473	Prar.g_00055
OG0000140	Prax.g_01491	Prar.g_00037
OG0000141	Prax.g_01492	Prar.g_00036
OG0000142	Prax.g_01494	Prar.g_00034
OG0000143	Prax.g_01495	Prar.g_00033
OG0000144	Prax.g_01497	Prar.g_00031
OG0000145	Prax.g_01498	Prar.g_00030
OG0000146	Prax.g_01499	Prar.g_00029
OG0000147	Prax.g_01975	Prar.g_00028
OG0000148	Prax.g_01973	Prar.g_00026
OG0000149	Prax.g_00299	Prar.g_00024
OG0000150	Prax.g_00298	Prar.g_00023
OG0000151	Prax.g_00297	Prar.g_00022
OG0000152	Prax.g_00296	Prar.g_00021
OG0000153	Prax.g_00295	Prar.g_00020
OG0000154	Prax.g_00294	Prar.g_00019
OG0000155	Prax.g_00293	Prar.g_00018
OG0000156	Prax.g_00292	Prar.g_00017
OG0000157	Prax.g_00291	Prar.g_00016
OG0000158	Prax.g_00289	Prar.g_00014
OG0000159	Prax.g_00288	Prar.g_00013
OG0000160	Prax.g_00287	Prar.g_00012
OG0000161	Prax.g_00286	Prar.g_00011
OG0000162	Prax.g_00285	Prar.g_00010
OG0000163	Prax.g_00284	Prar.g_00009
OG0000164	Prax.g_00281	Prar.g_00006
OG0000165	Prax.g_00278	Prar.g_00002
OG0000166	Prax.g_00277	Prar.g_00001
OG0000167	Prax.g_00276	Prar.g_00594
OG0000168	Prax.g_00273	Prar.g_00580
OG0000169	Prax.g_00271	Prar.g_00578
OG0000170	Prax.g_00270	Prar.g_00577
OG0000171	Prax.g_00269	Prar.g_00576
OG0000172	Prax.g_00261	Prar.g_00574
OG0000173	Prax.g_00621	Prar.g_00573
OG0000174	Prax.g_00622	Prar.g_00572
OG0000175	Prax.g_00623	Prar.g_00571
OG0000176	Prax.g_00625	Prar.g_00569
OG0000177	Prax.g_00626	Prar.g_00568
OG0000178	Prax.g_00627	Prar.g_00567
OG0000179	Prax.g_00635	Prar.g_00554
OG0000180	Prax.g_00636	Prar.g_00553
OG0000181	Prax.g_00637	Prar.g_00552
OG0000182	Prax.g_00640	Prar.g_00549
OG0000183	Prax.g_00641	Prar.g_00548
OG0000184	Prax.g_00644	Prar.g_00255
OG0000185	Prax.g_00648	Prar.g_00251
OG0000186	Prax.g_00649	Prar.g_00250
OG0000187	Prax.g_00650	Prar.g_00249
OG0000188	Prax.g_00651	Prar.g_00248
OG0000189	Prax.g_00652	Prar.g_00247
OG0000190	Prax.g_00653	Prar.g_00246
OG0000191	Prax.g_00654	Prar.g_00245
OG0000192	Prax.g_00655	Prar.g_00244
OG0000193	Prax.g_00656	Prar.g_00243
OG0000194	Prax.g_00657	Prar.g_00242
OG0000195	Prax.g_00659	Prar.g_00240
OG0000196	Prax.g_00660	Prar.g_00239
OG0000197	Prax.g_01128	Prar.g_00238
OG0000198	Prax.g_01127	Prar.g_00237
OG0000199	Prax.g_01124	Prar.g_00234
OG0000200	Prax.g_01123	Prar.g_00233
OG0000201	Prax.g_01122	Prar.g_00232
OG0000202	Prax.g_01121	Prar.g_00231
OG0000203	Prax.g_01120	Prar.g_00230
OG0000204	Prax.g_01119	Prar.g_00229
OG0000205	Prax.g_01118	Prar.g_00228
OG0000206	Prax.g_01117	Prar.g_00227
OG0000207	Prax.g_01116	Prar.g_00226
OG0000208	Prax.g_01115	Prar.g_00225
OG0000209	Prax.g_01114	Prar.g_00224
OG0000210	Prax.g_01113	Prar.g_00222
OG0000211	Prax.g_01112	Prar.g_00221
OG0000212	Prax.g_01111	Prar.g_00220
OG0000213	Prax.g_01110	Prar.g_00219
OG0000214	Prax.g_01108	Prar.g_00217
OG0000215	Prax.g_01107	Prar.g_00216
OG0000216	Prax.g_01105	Prar.g_00214
OG0000217	Prax.g_01103	Prar.g_00213
OG0000218	Prax.g_01102	Prar.g_00212
OG0000219	Prax.g_01101	Prar.g_00211
OG0000220	Prax.g_01098	Prar.g_00208
OG0000221	Prax.g_01096	Prar.g_00206
OG0000222	Prax.g_01095	Prar.g_00205
OG0000223	Prax.g_01094	Prar.g_00204
OG0000224	Prax.g_01091	Prar.g_00201
OG0000225	Prax.g_01089	Prar.g_00199
OG0000226	Prax.g_01088	Prar.g_00198
OG0000227	Prax.g_01087	Prar.g_00197
OG0000228	Prax.g_01086	Prar.g_00196
OG0000229	Prax.g_01085	Prar.g_00195
OG0000230	Prax.g_01084	Prar.g_00194
OG0000231	Prax.g_01082	Prar.g_00192
OG0000232	Prax.g_01081	Prar.g_00191
OG0000233	Prax.g_01078	Prar.g_00188
OG0000234	Prax.g_01076	Prar.g_00186
OG0000235	Prax.g_01073	Prar.g_00182
OG0000236	Prax.g_01072	Prar.g_00181
OG0000237	Prax.g_01071	Prar.g_00180
OG0000238	Prax.g_01070	Prar.g_00179
OG0000239	Prax.g_01069	Prar.g_00178
OG0000240	Prax.g_01067	Prar.g_00176
OG0000241	Prax.g_01066	Prar.g_00175
OG0000242	Prax.g_01065	Prar.g_00174
OG0000243	Prax.g_01064	Prar.g_00173
OG0000244	Prax.g_01063	Prar.g_00172
OG0000245	Prax.g_01062	Prar.g_00171
OG0000246	Prax.g_01060	Prar.g_00169
OG0000247	Prax.g_01059	Prar.g_00168
OG0000248	Prax.g_01058	Prar.g_00167
OG0000249	Prax.g_01057	Prar.g_00166
OG0000250	Prax.g_01056	Prar.g_00165
OG0000251	Prax.g_01055	Prar.g_00164
OG0000252	Prax.g_01054	Prar.g_00163
OG0000253	Prax.g_01053	Prar.g_00162
OG0000254	Prax.g_01051	Prar.g_00160
OG0000255	Prax.g_01050	Prar.g_00159
OG0000256	Prax.g_01047	Prar.g_00156
OG0000257	Prax.g_01045	Prar.g_00154
OG0000258	Prax.g_01044	Prar.g_00153
OG0000259	Prax.g_01043	Prar.g_00152
OG0000260	Prax.g_01042	Prar.g_00151
OG0000261	Prax.g_01041	Prar.g_00150
OG0000262	Prax.g_01040	Prar.g_00149
OG0000263	Prax.g_01039	Prar.g_00148
OG0000264	Prax.g_01037	Prar.g_00146
OG0000265	Prax.g_01036	Prar.g_00145
OG0000266	Prax.g_01035	Prar.g_00144
OG0000267	Prax.g_01033	Prar.g_00142
OG0000268	Prax.g_01032	Prar.g_00141
OG0000269	Prax.g_01031	Prar.g_00140
OG0000270	Prax.g_01030	Prar.g_00139
OG0000271	Prax.g_01029	Prar.g_00138
OG0000272	Prax.g_01028	Prar.g_00137
OG0000273	Prax.g_01027	Prar.g_00136
OG0000274	Prax.g_01026	Prar.g_00135
OG0000275	Prax.g_01025	Prar.g_00134
OG0000276	Prax.g_01024	Prar.g_00133
OG0000277	Prax.g_01023	Prar.g_00132
OG0000278	Prax.g_01022	Prar.g_00131
OG0000279	Prax.g_01021	Prar.g_00130
OG0000280	Prax.g_01020	Prar.g_00129
OG0000281	Prax.g_01018	Prar.g_00127
OG0000282	Prax.g_01017	Prar.g_00126
OG0000283	Prax.g_01014	Prar.g_00123
OG0000284	Prax.g_01013	Prar.g_00122
OG0000285	Prax.g_01012	Prar.g_00121
OG0000286	Prax.g_01010	Prar.g_00119
OG0000287	Prax.g_01009	Prar.g_00118
OG0000288	Prax.g_01008	Prar.g_00117
OG0000289	Prax.g_01007	Prar.g_00116
OG0000290	Prax.g_01006	Prar.g_00115
OG0000291	Prax.g_01005	Prar.g_00114
OG0000292	Prax.g_01004	Prar.g_00113
OG0000293	Prax.g_01003	Prar.g_00112
OG0000294	Prax.g_01002	Prar.g_00111
OG0000295	Prax.g_01001	Prar.g_00110
OG0000296	Prax.g_01000	Prar.g_00109
OG0000297	Prax.g_00999	Prar.g_00108
OG0000298	Prax.g_00998	Prar.g_00107
OG0000299	Prax.g_00997	Prar.g_00106
OG0000300	Prax.g_00996	Prar.g_00105
OG0000301	Prax.g_00995	Prar.g_00104
OG0000302	Prax.g_00994	Prar.g_00103
OG0000303	Prax.g_00993	Prar.g_00102
OG0000304	Prax.g_00992	Prar.g_00101
OG0000305	Prax.g_00991	Prar.g_00100
OG0000306	Prax.g_00990	Prar.g_00099
OG0000307	Prax.g_00989	Prar.g_00098
OG0000308	Prax.g_00988	Prar.g_00097
OG0000309	Prax.g_00987	Prar.g_00096
OG0000310	Prax.g_00986	Prar.g_00095
OG0000311	Prax.g_00985	Prar.g_00094
OG0000312	Prax.g_00983	Prar.g_00092
OG0000313	Prax.g_00982	Prar.g_00091
OG0000314	Prax.g_00979	Prar.g_00088
OG0000315	Prax.g_00978	Prar.g_00087
OG0000316	Prax.g_00933	Prar.g_00085
OG0000317	Prax.g_00931	Prar.g_00083
OG0000318	Prax.g_00930	Prar.g_00082
OG0000319	Prax.g_00929	Prar.g_00081
OG0000320	Prax.g_00928	Prar.g_00080
OG0000321	Prax.g_00925	Prar.g_00077
OG0000322	Prax.g_00922	Prar.g_00334
OG0000323	Prax.g_00921	Prar.g_00333
OG0000324	Prax.g_00918	Prar.g_00330
OG0000325	Prax.g_00916	Prar.g_00328
OG0000326	Prax.g_00915	Prar.g_00327
OG0000327	Prax.g_00913	Prar.g_00325
OG0000328	Prax.g_00912	Prar.g_00324
OG0000329	Prax.g_00911	Prar.g_00323
OG0000330	Prax.g_00910	Prar.g_00322
OG0000331	Prax.g_00909	Prar.g_00321
OG0000332	Prax.g_00908	Prar.g_00320
OG0000333	Prax.g_00907	Prar.g_00319
OG0000334	Prax.g_00906	Prar.g_00318
OG0000335	Prax.g_00905	Prar.g_00317
OG0000336	Prax.g_00904	Prar.g_00316
OG0000337	Prax.g_00900	Prar.g_00312
OG0000338	Prax.g_00899	Prar.g_00311
OG0000339	Prax.g_00898	Prar.g_00310
OG0000340	Prax.g_00897	Prar.g_00309
OG0000341	Prax.g_00893	Prar.g_00305
OG0000342	Prax.g_00892	Prar.g_00304
OG0000343	Prax.g_00890	Prar.g_00302
OG0000344	Prax.g_00889	Prar.g_00301
OG0000345	Prax.g_00888	Prar.g_00300
OG0000346	Prax.g_00887	Prar.g_00299
OG0000347	Prax.g_00886	Prar.g_00298
OG0000348	Prax.g_00885	Prar.g_00297
OG0000349	Prax.g_00884	Prar.g_00296
OG0000350	Prax.g_00883	Prar.g_00295
OG0000351	Prax.g_00880	Prar.g_00292
OG0000352	Prax.g_00877	Prar.g_00289
OG0000353	Prax.g_00876	Prar.g_00288
OG0000354	Prax.g_00875	Prar.g_00287
OG0000355	Prax.g_00874	Prar.g_00286
OG0000356	Prax.g_00873	Prar.g_00285
OG0000357	Prax.g_00872	Prar.g_00284
OG0000358	Prax.g_00871	Prar.g_00283
OG0000359	Prax.g_00870	Prar.g_00282
OG0000360	Prax.g_00867	Prar.g_00279
OG0000361	Prax.g_00866	Prar.g_00278
OG0000362	Prax.g_00865	Prar.g_00277
OG0000363	Prax.g_00864	Prar.g_00276
OG0000364	Prax.g_00863	Prar.g_00275
OG0000365	Prax.g_00862	Prar.g_00274
OG0000366	Prax.g_00861	Prar.g_00273
OG0000367	Prax.g_00860	Prar.g_00272
OG0000368	Prax.g_00859	Prar.g_00271
OG0000369	Prax.g_00858	Prar.g_00270
OG0000370	Prax.g_00857	Prar.g_00269
OG0000371	Prax.g_00856	Prar.g_00268
OG0000372	Prax.g_00854	Prar.g_00266
OG0000373	Prax.g_00850	Prar.g_00264
OG0000374	Prax.g_00849	Prar.g_00263
OG0000375	Prax.g_00848	Prar.g_00262
OG0000376	Prax.g_00846	Prar.g_00260
OG0000377	Prax.g_00845	Prar.g_00259
OG0000378	Prax.g_00844	Prar.g_00258
OG0000379	Prax.g_00839	Prar.g_00394
OG0000380	Prax.g_00838	Prar.g_00395
OG0000381	Prax.g_00837	Prar.g_00396
OG0000382	Prax.g_00835	Prar.g_00398
OG0000383	Prax.g_00832	Prar.g_00401
OG0000384	Prax.g_00831	Prar.g_00402
OG0000385	Prax.g_00828	Prar.g_00405
OG0000386	Prax.g_00827	Prar.g_00406
OG0000387	Prax.g_00826	Prar.g_00407
OG0000388	Prax.g_00825	Prar.g_00408
OG0000389	Prax.g_00824	Prar.g_00409
OG0000390	Prax.g_00823	Prar.g_00410
OG0000391	Prax.g_00822	Prar.g_00411
OG0000392	Prax.g_00821	Prar.g_00412
OG0000393	Prax.g_00818	Prar.g_00415
OG0000394	Prax.g_00817	Prar.g_00416
OG0000395	Prax.g_00815	Prar.g_00418
OG0000396	Prax.g_00814	Prar.g_00419
OG0000397	Prax.g_00802	Prar.g_00432
OG0000398	Prax.g_00795	Prar.g_00440
OG0000399	Prax.g_00794	Prar.g_00441
OG0000400	Prax.g_00790	Prar.g_00446
OG0000401	Prax.g_00769	Prar.g_00479
OG0000402	Prax.g_00768	Prar.g_00480
OG0000403	Prax.g_00767	Prar.g_00481
OG0000404	Prax.g_00765	Prar.g_00483
OG0000405	Prax.g_00764	Prar.g_00484
OG0000406	Prax.g_00762	Prar.g_00486
OG0000407	Prax.g_00761	Prar.g_00487
OG0000408	Prax.g_00760	Prar.g_00488
OG0000409	Prax.g_00759	Prar.g_00489
OG0000410	Prax.g_00758	Prar.g_00490
OG0000411	Prax.g_00757	Prar.g_00491
OG0000412	Prax.g_00756	Prar.g_00492
OG0000413	Prax.g_00755	Prar.g_00493
OG0000414	Prax.g_00754	Prar.g_00494
OG0000415	Prax.g_00753	Prar.g_00495
OG0000416	Prax.g_00752	Prar.g_00496
OG0000417	Prax.g_00751	Prar.g_00497
OG0000418	Prax.g_00750	Prar.g_00498
OG0000419	Prax.g_00749	Prar.g_00499
OG0000420	Prax.g_00748	Prar.g_00500
OG0000421	Prax.g_00747	Prar.g_00501
OG0000422	Prax.g_00746	Prar.g_00503
OG0000423	Prax.g_00745	Prar.g_00504
OG0000424	Prax.g_00743	Prar.g_00506
OG0000425	Prax.g_00740	Prar.g_00510
OG0000426	Prax.g_00739	Prar.g_00511
OG0000427	Prax.g_00738	Prar.g_00512
OG0000428	Prax.g_00737	Prar.g_00513
OG0000429	Prax.g_00736	Prar.g_00514
OG0000430	Prax.g_00731	Prar.g_00521
OG0000431	Prax.g_00729	Prar.g_00523
OG0000432	Prax.g_00728	Prar.g_00524
OG0000433	Prax.g_00725	Prar.g_00527
OG0000434	Prax.g_00724	Prar.g_00528
OG0000435	Prax.g_00723	Prar.g_00529
OG0000436	Prax.g_00721	Prar.g_00531
OG0000437	Prax.g_00719	Prar.g_00533
OG0000438	Prax.g_00718	Prar.g_00534
OG0000439	Prax.g_00717	Prar.g_00535
OG0000440	Prax.g_00715	Prar.g_00537
OG0000441	Prax.g_00714	Prar.g_00538
OG0000442	Prax.g_00713	Prar.g_00539
OG0000443	Prax.g_00712	Prar.g_00540
OG0000444	Prax.g_00711	Prar.g_00541
OG0000445	Prax.g_00709	Prar.g_00542
OG0000446	Prax.g_00708	Prar.g_00543
OG0000447	Prax.g_00707	Prar.g_00544
OG0000448	Prax.g_00706	Prar.g_00545
OG0000449	Prax.g_00701	Prar.g_01331
OG0000450	Prax.g_00700	Prar.g_01332
OG0000451	Prax.g_00699	Prar.g_01333
OG0000452	Prax.g_00698	Prar.g_01334
OG0000453	Prax.g_00696	Prar.g_01336
OG0000454	Prax.g_00695	Prar.g_01337
OG0000455	Prax.g_00694	Prar.g_01338
OG0000456	Prax.g_00693	Prar.g_01339
OG0000457	Prax.g_00691	Prar.g_01341
OG0000458	Prax.g_00689	Prar.g_01343
OG0000459	Prax.g_00688	Prar.g_01344
OG0000460	Prax.g_00686	Prar.g_01345
OG0000461	Prax.g_00685	Prar.g_01346
OG0000462	Prax.g_00684	Prar.g_01347
OG0000463	Prax.g_00683	Prar.g_01348
OG0000464	Prax.g_00678	Prar.g_01353
OG0000465	Prax.g_00676	Prar.g_01355
OG0000466	Prax.g_00675	Prar.g_01356
OG0000467	Prax.g_00674	Prar.g_01357
OG0000468	Prax.g_00673	Prar.g_01358
OG0000469	Prax.g_00672	Prar.g_01359
OG0000470	Prax.g_00671	Prar.g_01360
OG0000471	Prax.g_00670	Prar.g_01361
OG0000472	Prax.g_00667	Prar.g_01364
OG0000473	Prax.g_00666	Prar.g_01365
OG0000474	Prax.g_00665	Prar.g_01366
OG0000475	Prax.g_00664	Prar.g_01367
OG0000476	Prax.g_00663	Prar.g_01368
OG0000477	Prax.g_00001	Prar.g_01370
OG0000478	Prax.g_00002	Prar.g_01371
OG0000479	Prax.g_00003	Prar.g_01372
OG0000480	Prax.g_00005	Prar.g_01374
OG0000481	Prax.g_00006	Prar.g_01375
OG0000482	Prax.g_00007	Prar.g_01376
OG0000483	Prax.g_00008	Prar.g_01377
OG0000484	Prax.g_00009	Prar.g_01378
OG0000485	Prax.g_00010	Prar.g_01379
OG0000486	Prax.g_00011	Prar.g_01380
OG0000487	Prax.g_00012	Prar.g_01381
OG0000488	Prax.g_00014	Prar.g_01383
OG0000489	Prax.g_00015	Prar.g_01384
OG0000490	Prax.g_00016	Prar.g_01385
OG0000491	Prax.g_00017	Prar.g_01386
OG0000492	Prax.g_00018	Prar.g_01387
OG0000493	Prax.g_00019	Prar.g_01388
OG0000494	Prax.g_00021	Prar.g_01390
OG0000495	Prax.g_00022	Prar.g_01391
OG0000496	Prax.g_00023	Prar.g_01392
OG0000497	Prax.g_00024	Prar.g_01393
OG0000498	Prax.g_00025	Prar.g_01394
OG0000499	Prax.g_00027	Prar.g_01396
OG0000500	Prax.g_00028	Prar.g_01397
OG0000501	Prax.g_00030	Prar.g_01399
OG0000502	Prax.g_00031	Prar.g_01400
OG0000503	Prax.g_00032	Prar.g_01401
OG0000504	Prax.g_00033	Prar.g_01402
OG0000505	Prax.g_00034	Prar.g_01403
OG0000506	Prax.g_00035	Prar.g_01404
OG0000507	Prax.g_00036	Prar.g_01405
OG0000508	Prax.g_00038	Prar.g_01407
OG0000509	Prax.g_00039	Prar.g_01408
OG0000510	Prax.g_00040	Prar.g_01409
OG0000511	Prax.g_00041	Prar.g_01410
OG0000512	Prax.g_00042	Prar.g_01411
OG0000513	Prax.g_00043	Prar.g_01412
OG0000514	Prax.g_00044	Prar.g_01413
OG0000515	Prax.g_00046	Prar.g_01415
OG0000516	Prax.g_00047	Prar.g_01416
OG0000517	Prax.g_00048	Prar.g_01417
OG0000518	Prax.g_00050	Prar.g_01420
OG0000519	Prax.g_00051	Prar.g_01422
OG0000520	Prax.g_00052	Prar.g_01423
OG0000521	Prax.g_00053	Prar.g_01424
OG0000522	Prax.g_00054	Prar.g_01425
OG0000523	Prax.g_00055	Prar.g_01426
OG0000524	Prax.g_00056	Prar.g_01427
OG0000525	Prax.g_00058	Prar.g_01429
OG0000526	Prax.g_00059	Prar.g_01430
OG0000527	Prax.g_00060	Prar.g_01431
OG0000528	Prax.g_00061	Prar.g_01432
OG0000529	Prax.g_00062	Prar.g_01433
OG0000530	Prax.g_00063	Prar.g_01434
OG0000531	Prax.g_00064	Prar.g_01435
OG0000532	Prax.g_00065	Prar.g_01436
OG0000533	Prax.g_00066	Prar.g_01437
OG0000534	Prax.g_00067	Prar.g_01438
OG0000535	Prax.g_00068	Prar.g_01439
OG0000536	Prax.g_00069	Prar.g_01440
OG0000537	Prax.g_00070	Prar.g_01441
OG0000538	Prax.g_00071	Prar.g_01442
OG0000539	Prax.g_00072	Prar.g_01443
OG0000540	Prax.g_00073	Prar.g_01444
OG0000541	Prax.g_00074	Prar.g_01445
OG0000542	Prax.g_00075	Prar.g_01446
OG0000543	Prax.g_00076	Prar.g_01447
OG0000544	Prax.g_00077	Prar.g_01448
OG0000545	Prax.g_00080	Prar.g_01451
OG0000546	Prax.g_00081	Prar.g_01452
OG0000547	Prax.g_00083	Prar.g_01454
OG0000548	Prax.g_00084	Prar.g_01455
OG0000549	Prax.g_00085	Prar.g_01456
OG0000550	Prax.g_00086	Prar.g_01457
OG0000551	Prax.g_00087	Prar.g_01458
OG0000552	Prax.g_00088	Prar.g_01459
OG0000553	Prax.g_00089	Prar.g_01460
OG0000554	Prax.g_00090	Prar.g_01461
OG0000555	Prax.g_00091	Prar.g_01462
OG0000556	Prax.g_00092	Prar.g_01463
OG0000557	Prax.g_00093	Prar.g_01464
OG0000558	Prax.g_00094	Prar.g_01465
OG0000559	Prax.g_00095	Prar.g_01466
OG0000560	Prax.g_00097	Prar.g_01468
OG0000561	Prax.g_00098	Prar.g_01469
OG0000562	Prax.g_00099	Prar.g_01470
OG0000563	Prax.g_00100	Prar.g_01471
OG0000564	Prax.g_00101	Prar.g_01472
OG0000565	Prax.g_00102	Prar.g_01473
OG0000566	Prax.g_00103	Prar.g_01474
