Orthogroup	Prax	Prba
OG0000028	Prax.g_01733, Prax.g_01728	Prba.g_00713
OG0000029	Prax.g_01616	Prba.g_00275
OG0000030	Prax.g_01976	Prba.g_01832
OG0000031	Prax.g_01927	Prba.g_01168
OG0000032	Prax.g_01831	Prba.g_00173
OG0000035	Prax.g_01244	Prba.g_01226
OG0000036	Prax.g_00045	Prba.g_01731
OG0000037	Prax.g_00082	Prba.g_01694
OG0000038	Prax.g_00415	Prba.g_01543
OG0000039	Prax.g_01052	Prba.g_00622
OG0000040	Prax.g_00813	Prba.g_00854
OG0000041	Prax.g_00772	Prba.g_01041
OG0000042	Prax.g_00485	Prba.g_01594
OG0000043	Prax.g_00388	Prba.g_01514
OG0000044	Prax.g_00200	Prba.g_00064
OG0000045	Prax.g_01823	Prba.g_00153
OG0000046	Prax.g_01566	Prba.g_00233
OG0000047	Prax.g_01394	Prba.g_00768
OG0000048	Prax.g_01401	Prba.g_00775
OG0000050	Prax.g_00458, Prax.g_00282	Prba.g_01824
OG0000051	Prax.g_01061	Prba.g_01945
OG0000052	Prax.g_00803	Prba.g_00864
OG0000053	Prax.g_00662	Prba.g_00922
OG0000054	Prax.g_00421, Prax.g_00457	Prba.g_01548
OG0000055	Prax.g_00351	Prba.g_01477
OG0000056	Prax.g_00148	Prba.g_00727
OG0000058	Prax.g_00727	Prba.g_00986
OG0000059	Prax.g_00944	Prba.g_01619
OG0000060	Prax.g_00439	Prba.g_01565
OG0000061	Prax.g_00159	Prba.g_00099
OG0000061	Prax.g_01149	Prba.g_01317
OG0000062	Prax.g_00161	Prba.g_00097
OG0000063	Prax.g_01959	Prba.g_01135
OG0000064	Prax.g_01948	Prba.g_01145
OG0000064	Prax.g_01589	Prba.g_00249
OG0000065	Prax.g_01899	Prba.g_01192
OG0000066	Prax.g_01832	Prba.g_00175
OG0000067	Prax.g_00454	Prba.g_01132
OG0000068	Prax.g_01338	Prba.g_00429
OG0000069	Prax.g_01838	Prba.g_00149
OG0000071	Prax.g_01974	Prba.g_01804
OG0000072	Prax.g_00852, Prax.g_01783, Prax.g_00853	Prba.g_00538
OG0000073	Prax.g_00973	Prba.g_01648
OG0000074	Prax.g_00951	Prba.g_01626
OG0000075	Prax.g_00366	Prba.g_01492
OG0000076	Prax.g_01204	Prba.g_01264
OG0000078	Prax.g_01825	Prba.g_00155
OG0000079	Prax.g_01650	Prba.g_00310
OG0000080	Prax.g_01600	Prba.g_00261
OG0000081	Prax.g_01368	Prba.g_01069
OG0000082	Prax.g_01456	Prba.g_00831
OG0000083	Prax.g_01493	Prba.g_01796
OG0000084	Prax.g_01496	Prba.g_01799
OG0000085	Prax.g_00290	Prba.g_01816
OG0000086	Prax.g_00274	Prba.g_01833, Prba.g_01044
OG0000087	Prax.g_00624	Prba.g_01843
OG0000088	Prax.g_01106	Prba.g_01901
OG0000089	Prax.g_01097	Prba.g_01909
OG0000090	Prax.g_01079	Prba.g_01927
OG0000091	Prax.g_01049	Prba.g_00625
OG0000092	Prax.g_01048	Prba.g_00626
OG0000093	Prax.g_01034	Prba.g_00640
OG0000094	Prax.g_01016	Prba.g_00658
OG0000095	Prax.g_01011	Prba.g_00663
OG0000096	Prax.g_00924	Prba.g_00470
OG0000097	Prax.g_00901	Prba.g_00491
OG0000098	Prax.g_00891	Prba.g_00501
OG0000099	Prax.g_00881	Prba.g_00510
OG0000100	Prax.g_00878	Prba.g_00513
OG0000101	Prax.g_00816	Prba.g_00851
OG0000102	Prax.g_00792	Prba.g_00877
OG0000103	Prax.g_00726	Prba.g_00985
OG0000104	Prax.g_00722	Prba.g_00981
OG0000105	Prax.g_00702	Prba.g_00962
OG0000106	Prax.g_00669	Prba.g_00929
OG0000107	Prax.g_00668	Prba.g_00928
OG0000108	Prax.g_00004	Prba.g_01772
OG0000109	Prax.g_00013	Prba.g_01763
OG0000110	Prax.g_00029	Prba.g_01747
OG0000111	Prax.g_00110	Prba.g_01666
OG0000112	Prax.g_00111	Prba.g_01665
OG0000113	Prax.g_00463	Prba.g_01572
OG0000114	Prax.g_00375	Prba.g_01501
OG0000115	Prax.g_01129	Prba.g_01337
OG0000116	Prax.g_01133	Prba.g_01333
OG0000117	Prax.g_01201	Prba.g_01267
OG0000118	Prax.g_01254	Prba.g_01216
OG0000119	Prax.g_00164	Prba.g_00094
OG0000120	Prax.g_00206	Prba.g_00057
OG0000121	Prax.g_00225	Prba.g_00038
OG0000122	Prax.g_00244	Prba.g_00019
OG0000123	Prax.g_00257	Prba.g_00006
OG0000124	Prax.g_01789	Prba.g_01084
OG0000125	Prax.g_01887	Prba.g_01204
OG0000126	Prax.g_01863	Prba.g_00196
OG0000127	Prax.g_01746	Prba.g_00110
OG0000128	Prax.g_01727	Prba.g_00712
OG0000129	Prax.g_01691	Prba.g_00676, Prba.g_00351
OG0000130	Prax.g_01561	Prba.g_00228
OG0000131	Prax.g_01523	Prba.g_00584
OG0000132	Prax.g_01520	Prba.g_00581
OG0000133	Prax.g_01297	Prba.g_00388
OG0000134	Prax.g_01333	Prba.g_00424
OG0000135	Prax.g_01335	Prba.g_00426
OG0000136	Prax.g_01379	Prba.g_00752
OG0000137	Prax.g_01411	Prba.g_00785
OG0000138	Prax.g_01447	Prba.g_00821
OG0000139	Prax.g_01473	Prba.g_00848, Prba.g_01776
OG0000140	Prax.g_01491	Prba.g_01794
OG0000141	Prax.g_01492	Prba.g_01795
OG0000142	Prax.g_01494	Prba.g_01797
OG0000143	Prax.g_01495	Prba.g_01798
OG0000144	Prax.g_01497	Prba.g_01800
OG0000145	Prax.g_01498	Prba.g_01801
OG0000146	Prax.g_01499	Prba.g_01802
OG0000147	Prax.g_01975	Prba.g_01803
OG0000148	Prax.g_01973	Prba.g_01805
OG0000149	Prax.g_00299	Prba.g_01807
OG0000150	Prax.g_00298	Prba.g_01808
OG0000151	Prax.g_00297	Prba.g_01809
OG0000152	Prax.g_00296	Prba.g_01810
OG0000153	Prax.g_00295	Prba.g_01811
OG0000154	Prax.g_00294	Prba.g_01812
OG0000155	Prax.g_00293	Prba.g_01813
OG0000156	Prax.g_00292	Prba.g_01814
OG0000157	Prax.g_00291	Prba.g_01815
OG0000158	Prax.g_00289	Prba.g_01817
OG0000159	Prax.g_00288	Prba.g_01818
OG0000160	Prax.g_00287	Prba.g_01819
OG0000161	Prax.g_00286	Prba.g_01820
OG0000162	Prax.g_00285	Prba.g_01821
OG0000163	Prax.g_00284	Prba.g_01822
OG0000164	Prax.g_00281	Prba.g_01825
OG0000165	Prax.g_00278	Prba.g_01828
OG0000166	Prax.g_00277	Prba.g_01829
OG0000167	Prax.g_00276	Prba.g_01830
OG0000168	Prax.g_00273	Prba.g_01834
OG0000169	Prax.g_00271	Prba.g_01836
OG0000170	Prax.g_00270	Prba.g_01837
OG0000171	Prax.g_00269	Prba.g_01838
OG0000172	Prax.g_00261	Prba.g_01839
OG0000173	Prax.g_00621	Prba.g_01840
OG0000174	Prax.g_00622	Prba.g_01841
OG0000175	Prax.g_00623	Prba.g_01842
OG0000176	Prax.g_00625	Prba.g_01844
OG0000177	Prax.g_00626	Prba.g_01845
OG0000178	Prax.g_00627	Prba.g_01846
OG0000179	Prax.g_00635	Prba.g_01852
OG0000180	Prax.g_00636	Prba.g_01853
OG0000181	Prax.g_00637	Prba.g_01854
OG0000182	Prax.g_00640	Prba.g_01857
OG0000183	Prax.g_00641	Prba.g_01858
OG0000184	Prax.g_00644	Prba.g_01861
OG0000185	Prax.g_00648	Prba.g_01865
OG0000186	Prax.g_00649	Prba.g_01866
OG0000187	Prax.g_00650	Prba.g_01867
OG0000188	Prax.g_00651	Prba.g_01868
OG0000189	Prax.g_00652	Prba.g_01869
OG0000190	Prax.g_00653	Prba.g_01870
OG0000191	Prax.g_00654	Prba.g_01871
OG0000192	Prax.g_00655	Prba.g_01872
OG0000193	Prax.g_00656	Prba.g_01873
OG0000194	Prax.g_00657	Prba.g_01874
OG0000195	Prax.g_00659	Prba.g_01876
OG0000196	Prax.g_00660	Prba.g_01877
OG0000197	Prax.g_01128	Prba.g_01878
OG0000198	Prax.g_01127	Prba.g_01879
OG0000199	Prax.g_01124	Prba.g_01882
OG0000200	Prax.g_01123	Prba.g_01883
OG0000201	Prax.g_01122	Prba.g_01884
OG0000202	Prax.g_01121	Prba.g_01885
OG0000203	Prax.g_01120	Prba.g_01886
OG0000204	Prax.g_01119	Prba.g_01887
OG0000205	Prax.g_01118	Prba.g_01888
OG0000206	Prax.g_01117	Prba.g_01889
OG0000207	Prax.g_01116	Prba.g_01890
OG0000208	Prax.g_01115	Prba.g_01891
OG0000209	Prax.g_01114	Prba.g_01892
OG0000210	Prax.g_01113	Prba.g_01894
OG0000211	Prax.g_01112	Prba.g_01895
OG0000212	Prax.g_01111	Prba.g_01896
OG0000213	Prax.g_01110	Prba.g_01897
OG0000214	Prax.g_01108	Prba.g_01899
OG0000215	Prax.g_01107	Prba.g_01900
OG0000216	Prax.g_01105	Prba.g_01902
OG0000217	Prax.g_01103	Prba.g_01903
OG0000218	Prax.g_01102	Prba.g_01904
OG0000219	Prax.g_01101	Prba.g_01905
OG0000220	Prax.g_01098	Prba.g_01908
OG0000221	Prax.g_01096	Prba.g_01910
OG0000222	Prax.g_01095	Prba.g_01911
OG0000223	Prax.g_01094	Prba.g_01912
OG0000224	Prax.g_01091	Prba.g_01915
OG0000225	Prax.g_01089	Prba.g_01917
OG0000226	Prax.g_01088	Prba.g_01918
OG0000227	Prax.g_01087	Prba.g_01919
OG0000228	Prax.g_01086	Prba.g_01920
OG0000229	Prax.g_01085	Prba.g_01921
OG0000230	Prax.g_01084	Prba.g_01922
OG0000231	Prax.g_01082	Prba.g_01924
OG0000232	Prax.g_01081	Prba.g_01925
OG0000233	Prax.g_01078	Prba.g_01928
OG0000234	Prax.g_01076	Prba.g_01930
OG0000235	Prax.g_01073	Prba.g_01933
OG0000236	Prax.g_01072	Prba.g_01934
OG0000237	Prax.g_01071	Prba.g_01935
OG0000238	Prax.g_01070	Prba.g_01936
OG0000239	Prax.g_01069	Prba.g_01937
OG0000240	Prax.g_01067	Prba.g_01939
OG0000241	Prax.g_01066	Prba.g_01940
OG0000242	Prax.g_01065	Prba.g_01941
OG0000243	Prax.g_01064	Prba.g_01942
OG0000244	Prax.g_01063	Prba.g_01943
OG0000245	Prax.g_01062	Prba.g_01944
OG0000246	Prax.g_01060	Prba.g_01946
OG0000247	Prax.g_01059	Prba.g_01947
OG0000248	Prax.g_01058	Prba.g_01948
OG0000249	Prax.g_01057	Prba.g_01949
OG0000250	Prax.g_01056	Prba.g_01950
OG0000251	Prax.g_01055	Prba.g_01951
OG0000252	Prax.g_01054	Prba.g_01952
OG0000253	Prax.g_01053	Prba.g_01953
OG0000254	Prax.g_01051	Prba.g_00623
OG0000255	Prax.g_01050	Prba.g_00624
OG0000256	Prax.g_01047	Prba.g_00627
OG0000257	Prax.g_01045	Prba.g_00629
OG0000258	Prax.g_01044	Prba.g_00630
OG0000259	Prax.g_01043	Prba.g_00631
OG0000260	Prax.g_01042	Prba.g_00632
OG0000261	Prax.g_01041	Prba.g_00633
OG0000262	Prax.g_01040	Prba.g_00634
OG0000263	Prax.g_01039	Prba.g_00635
OG0000264	Prax.g_01037	Prba.g_00637
OG0000265	Prax.g_01036	Prba.g_00638
OG0000266	Prax.g_01035	Prba.g_00639
OG0000267	Prax.g_01033	Prba.g_00641
OG0000268	Prax.g_01032	Prba.g_00642
OG0000269	Prax.g_01031	Prba.g_00643
OG0000270	Prax.g_01030	Prba.g_00644
OG0000271	Prax.g_01029	Prba.g_00645
OG0000272	Prax.g_01028	Prba.g_00646
OG0000273	Prax.g_01027	Prba.g_00647
OG0000274	Prax.g_01026	Prba.g_00648
OG0000275	Prax.g_01025	Prba.g_00649
OG0000276	Prax.g_01024	Prba.g_00650
OG0000277	Prax.g_01023	Prba.g_00651
OG0000278	Prax.g_01022	Prba.g_00652
OG0000279	Prax.g_01021	Prba.g_00653
OG0000280	Prax.g_01020	Prba.g_00654
OG0000281	Prax.g_01018	Prba.g_00656
OG0000282	Prax.g_01017	Prba.g_00657
OG0000283	Prax.g_01014	Prba.g_00660
OG0000284	Prax.g_01013	Prba.g_00661
OG0000285	Prax.g_01012	Prba.g_00662
OG0000286	Prax.g_01010	Prba.g_00664
OG0000287	Prax.g_01009	Prba.g_00665
OG0000288	Prax.g_01008	Prba.g_00666
OG0000289	Prax.g_01007	Prba.g_00667
OG0000290	Prax.g_01006	Prba.g_00668
OG0000291	Prax.g_01005	Prba.g_00669
OG0000292	Prax.g_01004	Prba.g_00670
OG0000293	Prax.g_01003	Prba.g_00671
OG0000294	Prax.g_01002	Prba.g_00672
OG0000295	Prax.g_01001	Prba.g_00673
OG0000296	Prax.g_01000	Prba.g_00674
OG0000297	Prax.g_00999	Prba.g_00675
OG0000298	Prax.g_00998	Prba.g_00439
OG0000299	Prax.g_00997	Prba.g_00440
OG0000300	Prax.g_00996	Prba.g_00441
OG0000301	Prax.g_00995	Prba.g_00442
OG0000302	Prax.g_00994	Prba.g_00443
OG0000303	Prax.g_00993	Prba.g_00444
OG0000304	Prax.g_00992	Prba.g_00445
OG0000305	Prax.g_00991	Prba.g_00446
OG0000306	Prax.g_00990	Prba.g_00447
OG0000307	Prax.g_00989	Prba.g_00448
OG0000308	Prax.g_00988	Prba.g_00449
OG0000309	Prax.g_00987	Prba.g_00450
OG0000310	Prax.g_00986	Prba.g_00451
OG0000311	Prax.g_00985	Prba.g_00452
OG0000312	Prax.g_00983	Prba.g_00454
OG0000313	Prax.g_00982	Prba.g_00455
OG0000314	Prax.g_00979	Prba.g_00458
OG0000315	Prax.g_00978	Prba.g_00459
OG0000316	Prax.g_00933	Prba.g_00461
OG0000317	Prax.g_00931	Prba.g_00463
OG0000318	Prax.g_00930	Prba.g_00464
OG0000319	Prax.g_00929	Prba.g_00465
OG0000320	Prax.g_00928	Prba.g_00466
OG0000321	Prax.g_00925	Prba.g_00469
OG0000322	Prax.g_00922	Prba.g_00472
OG0000323	Prax.g_00921	Prba.g_00473
OG0000324	Prax.g_00918	Prba.g_00476
OG0000325	Prax.g_00916	Prba.g_00477
OG0000326	Prax.g_00915	Prba.g_00478
OG0000327	Prax.g_00913	Prba.g_00480
OG0000328	Prax.g_00912	Prba.g_00481
OG0000329	Prax.g_00911	Prba.g_00482
OG0000330	Prax.g_00910	Prba.g_00483
OG0000331	Prax.g_00909	Prba.g_00484
OG0000332	Prax.g_00908	Prba.g_00485
OG0000333	Prax.g_00907	Prba.g_00486
OG0000334	Prax.g_00906	Prba.g_00487
OG0000335	Prax.g_00905	Prba.g_00488
OG0000336	Prax.g_00904	Prba.g_00489
OG0000337	Prax.g_00900	Prba.g_00492
OG0000338	Prax.g_00899	Prba.g_00493
OG0000339	Prax.g_00898	Prba.g_00494
OG0000340	Prax.g_00897	Prba.g_00495
OG0000341	Prax.g_00893	Prba.g_00499
OG0000342	Prax.g_00892	Prba.g_00500
OG0000343	Prax.g_00890	Prba.g_00502
OG0000344	Prax.g_00889	Prba.g_00503
OG0000345	Prax.g_00888	Prba.g_00504
OG0000346	Prax.g_00887	Prba.g_00505
OG0000347	Prax.g_00886	Prba.g_00506
OG0000348	Prax.g_00885	Prba.g_00507
OG0000349	Prax.g_00884	Prba.g_00508
OG0000350	Prax.g_00883	Prba.g_00509
OG0000351	Prax.g_00880	Prba.g_00511
OG0000352	Prax.g_00877	Prba.g_00514
OG0000353	Prax.g_00876	Prba.g_00515
OG0000354	Prax.g_00875	Prba.g_00516
OG0000355	Prax.g_00874	Prba.g_00517
OG0000356	Prax.g_00873	Prba.g_00518
OG0000357	Prax.g_00872	Prba.g_00519
OG0000358	Prax.g_00871	Prba.g_00520
OG0000359	Prax.g_00870	Prba.g_00521
OG0000360	Prax.g_00867	Prba.g_00524
OG0000361	Prax.g_00866	Prba.g_00525
OG0000362	Prax.g_00865	Prba.g_00526
OG0000363	Prax.g_00864	Prba.g_00527
OG0000364	Prax.g_00863	Prba.g_00528
OG0000365	Prax.g_00862	Prba.g_00529
OG0000366	Prax.g_00861	Prba.g_00530
OG0000367	Prax.g_00860	Prba.g_00531
OG0000368	Prax.g_00859	Prba.g_00532
OG0000369	Prax.g_00858	Prba.g_00533
OG0000370	Prax.g_00857	Prba.g_00534
OG0000371	Prax.g_00856	Prba.g_00535
OG0000372	Prax.g_00854	Prba.g_00537
OG0000373	Prax.g_00850	Prba.g_00539
OG0000374	Prax.g_00849	Prba.g_00540
OG0000375	Prax.g_00848	Prba.g_00541
OG0000376	Prax.g_00846	Prba.g_00543
OG0000377	Prax.g_00845	Prba.g_00544
OG0000378	Prax.g_00844	Prba.g_00545
OG0000379	Prax.g_00839	Prba.g_00550
OG0000380	Prax.g_00838	Prba.g_00551
OG0000381	Prax.g_00837	Prba.g_00552
OG0000382	Prax.g_00835	Prba.g_00554
OG0000383	Prax.g_00832	Prba.g_00557
OG0000384	Prax.g_00831	Prba.g_00558
OG0000385	Prax.g_00828	Prba.g_00561
OG0000386	Prax.g_00827	Prba.g_00562
OG0000387	Prax.g_00826	Prba.g_00218
OG0000388	Prax.g_00825	Prba.g_00219
OG0000389	Prax.g_00824	Prba.g_00220
OG0000390	Prax.g_00823	Prba.g_00221
OG0000391	Prax.g_00822	Prba.g_00222
OG0000392	Prax.g_00821	Prba.g_00223
OG0000393	Prax.g_00818	Prba.g_00849
OG0000394	Prax.g_00817	Prba.g_00850
OG0000395	Prax.g_00815	Prba.g_00852
OG0000396	Prax.g_00814	Prba.g_00853
OG0000397	Prax.g_00802	Prba.g_00865
OG0000398	Prax.g_00795	Prba.g_00873
OG0000399	Prax.g_00794	Prba.g_00874
OG0000400	Prax.g_00790	Prba.g_00880
OG0000401	Prax.g_00769	Prba.g_01030
OG0000402	Prax.g_00768	Prba.g_01029
OG0000403	Prax.g_00767	Prba.g_01028
OG0000404	Prax.g_00765	Prba.g_01026
OG0000405	Prax.g_00764	Prba.g_01025
OG0000406	Prax.g_00762	Prba.g_01023
OG0000407	Prax.g_00761	Prba.g_01022
OG0000408	Prax.g_00760	Prba.g_01021
OG0000409	Prax.g_00759	Prba.g_01020
OG0000410	Prax.g_00758	Prba.g_01019
OG0000411	Prax.g_00757	Prba.g_01018
OG0000412	Prax.g_00756	Prba.g_01017
OG0000413	Prax.g_00755	Prba.g_01016
OG0000414	Prax.g_00754	Prba.g_01015
OG0000415	Prax.g_00753	Prba.g_01014
OG0000416	Prax.g_00752	Prba.g_01013
OG0000417	Prax.g_00751	Prba.g_01012
OG0000418	Prax.g_00750	Prba.g_01011
OG0000419	Prax.g_00749	Prba.g_01010
OG0000420	Prax.g_00748	Prba.g_01009
OG0000421	Prax.g_00747	Prba.g_01008
OG0000422	Prax.g_00746	Prba.g_01006
OG0000423	Prax.g_00745	Prba.g_01005
OG0000424	Prax.g_00743	Prba.g_01003
OG0000425	Prax.g_00740	Prba.g_01000
OG0000426	Prax.g_00739	Prba.g_00999
OG0000427	Prax.g_00738	Prba.g_00998
OG0000428	Prax.g_00737	Prba.g_00997
OG0000429	Prax.g_00736	Prba.g_00996
OG0000430	Prax.g_00731	Prba.g_00990
OG0000431	Prax.g_00729	Prba.g_00988
OG0000432	Prax.g_00728	Prba.g_00987
OG0000433	Prax.g_00725	Prba.g_00984
OG0000434	Prax.g_00724	Prba.g_00983
OG0000435	Prax.g_00723	Prba.g_00982
OG0000436	Prax.g_00721	Prba.g_00980
OG0000437	Prax.g_00719	Prba.g_00978
OG0000438	Prax.g_00718	Prba.g_00977
OG0000439	Prax.g_00717	Prba.g_00976
OG0000440	Prax.g_00715	Prba.g_00974
OG0000441	Prax.g_00714	Prba.g_00973
OG0000442	Prax.g_00713	Prba.g_00972
OG0000443	Prax.g_00712	Prba.g_00971
OG0000444	Prax.g_00711	Prba.g_00970
OG0000445	Prax.g_00709	Prba.g_00969
OG0000446	Prax.g_00708	Prba.g_00968
OG0000447	Prax.g_00707	Prba.g_00967
OG0000448	Prax.g_00706	Prba.g_00966
OG0000449	Prax.g_00701	Prba.g_00961
OG0000450	Prax.g_00700	Prba.g_00960
OG0000451	Prax.g_00699	Prba.g_00959
OG0000452	Prax.g_00698	Prba.g_00958
OG0000453	Prax.g_00696	Prba.g_00956
OG0000454	Prax.g_00695	Prba.g_00955
OG0000455	Prax.g_00694	Prba.g_00954
OG0000456	Prax.g_00693	Prba.g_00953
OG0000457	Prax.g_00691	Prba.g_00951
OG0000458	Prax.g_00689	Prba.g_00949
OG0000459	Prax.g_00688	Prba.g_00948
OG0000460	Prax.g_00686	Prba.g_00946
OG0000461	Prax.g_00685	Prba.g_00945
OG0000462	Prax.g_00684	Prba.g_00944
OG0000463	Prax.g_00683	Prba.g_00943
OG0000464	Prax.g_00678	Prba.g_00938
OG0000465	Prax.g_00676	Prba.g_00936
OG0000466	Prax.g_00675	Prba.g_00935
OG0000467	Prax.g_00674	Prba.g_00934
OG0000468	Prax.g_00673	Prba.g_00933
OG0000469	Prax.g_00672	Prba.g_00932
OG0000470	Prax.g_00671	Prba.g_00931
OG0000471	Prax.g_00670	Prba.g_00930
OG0000472	Prax.g_00667	Prba.g_00927
OG0000473	Prax.g_00666	Prba.g_00926
OG0000474	Prax.g_00665	Prba.g_00925
OG0000475	Prax.g_00664	Prba.g_00924
OG0000476	Prax.g_00663	Prba.g_00923
OG0000477	Prax.g_00001	Prba.g_01775
OG0000478	Prax.g_00002	Prba.g_01774
OG0000479	Prax.g_00003	Prba.g_01773
OG0000480	Prax.g_00005	Prba.g_01771
OG0000481	Prax.g_00006	Prba.g_01770
OG0000482	Prax.g_00007	Prba.g_01769
OG0000483	Prax.g_00008	Prba.g_01768
OG0000484	Prax.g_00009	Prba.g_01767
OG0000485	Prax.g_00010	Prba.g_01766
OG0000486	Prax.g_00011	Prba.g_01765
OG0000487	Prax.g_00012	Prba.g_01764
OG0000488	Prax.g_00014	Prba.g_01762
OG0000489	Prax.g_00015	Prba.g_01761
OG0000490	Prax.g_00016	Prba.g_01760
OG0000491	Prax.g_00017	Prba.g_01759
OG0000492	Prax.g_00018	Prba.g_01758
OG0000493	Prax.g_00019	Prba.g_01757
OG0000494	Prax.g_00021	Prba.g_01755
OG0000495	Prax.g_00022	Prba.g_01754
OG0000496	Prax.g_00023	Prba.g_01753
OG0000497	Prax.g_00024	Prba.g_01752
OG0000498	Prax.g_00025	Prba.g_01751
OG0000499	Prax.g_00027	Prba.g_01749
OG0000500	Prax.g_00028	Prba.g_01748
OG0000501	Prax.g_00030	Prba.g_01746
OG0000502	Prax.g_00031	Prba.g_01745
OG0000503	Prax.g_00032	Prba.g_01744
OG0000504	Prax.g_00033	Prba.g_01743
OG0000505	Prax.g_00034	Prba.g_01742
OG0000506	Prax.g_00035	Prba.g_01741
OG0000507	Prax.g_00036	Prba.g_01740
OG0000508	Prax.g_00038	Prba.g_01738
OG0000509	Prax.g_00039	Prba.g_01737
OG0000510	Prax.g_00040	Prba.g_01736
OG0000511	Prax.g_00041	Prba.g_01735
OG0000512	Prax.g_00042	Prba.g_01734
OG0000513	Prax.g_00043	Prba.g_01733
OG0000514	Prax.g_00044	Prba.g_01732
OG0000515	Prax.g_00046	Prba.g_01730
OG0000516	Prax.g_00047	Prba.g_01729
OG0000517	Prax.g_00048	Prba.g_01728
OG0000518	Prax.g_00050	Prba.g_01726
OG0000519	Prax.g_00051	Prba.g_01725
OG0000520	Prax.g_00052	Prba.g_01724
OG0000521	Prax.g_00053	Prba.g_01723
OG0000522	Prax.g_00054	Prba.g_01722
OG0000523	Prax.g_00055	Prba.g_01721
OG0000524	Prax.g_00056	Prba.g_01720
OG0000525	Prax.g_00058	Prba.g_01718
OG0000526	Prax.g_00059	Prba.g_01717
OG0000527	Prax.g_00060	Prba.g_01716
OG0000528	Prax.g_00061	Prba.g_01715
OG0000529	Prax.g_00062	Prba.g_01714
OG0000530	Prax.g_00063	Prba.g_01713
OG0000531	Prax.g_00064	Prba.g_01712
OG0000532	Prax.g_00065	Prba.g_01711
OG0000533	Prax.g_00066	Prba.g_01710
OG0000534	Prax.g_00067	Prba.g_01709
OG0000535	Prax.g_00068	Prba.g_01708
OG0000536	Prax.g_00069	Prba.g_01707
OG0000537	Prax.g_00070	Prba.g_01706
OG0000538	Prax.g_00071	Prba.g_01705
OG0000539	Prax.g_00072	Prba.g_01704
OG0000540	Prax.g_00073	Prba.g_01703
OG0000541	Prax.g_00074	Prba.g_01702
OG0000542	Prax.g_00075	Prba.g_01701
OG0000543	Prax.g_00076	Prba.g_01700
OG0000544	Prax.g_00077	Prba.g_01699
OG0000545	Prax.g_00080	Prba.g_01696
OG0000546	Prax.g_00081	Prba.g_01695
OG0000547	Prax.g_00083	Prba.g_01693
OG0000548	Prax.g_00084	Prba.g_01692
OG0000549	Prax.g_00085	Prba.g_01691
OG0000550	Prax.g_00086	Prba.g_01690
OG0000551	Prax.g_00087	Prba.g_01689
OG0000552	Prax.g_00088	Prba.g_01688
OG0000553	Prax.g_00089	Prba.g_01687
OG0000554	Prax.g_00090	Prba.g_01686
OG0000555	Prax.g_00091	Prba.g_01685
OG0000556	Prax.g_00092	Prba.g_01684
OG0000557	Prax.g_00093	Prba.g_01683
OG0000558	Prax.g_00094	Prba.g_01682
OG0000559	Prax.g_00095	Prba.g_01681
OG0000560	Prax.g_00097	Prba.g_01679
OG0000561	Prax.g_00098	Prba.g_01678
OG0000562	Prax.g_00099	Prba.g_01677
OG0000563	Prax.g_00100	Prba.g_01676
