Orthogroup	Prax	Praa
OG0000128	Prax.g_01727	Praa.g_01477
OG0000129	Prax.g_01691	Praa.g_01513
OG0000130	Prax.g_01561	Praa.g_01633
OG0000131	Prax.g_01523	Praa.g_01672
OG0000132	Prax.g_01520	Praa.g_01675
OG0000133	Prax.g_01297	Praa.g_01734
OG0000134	Prax.g_01333	Praa.g_01770
OG0000135	Prax.g_01335	Praa.g_01772
OG0000136	Prax.g_01379	Praa.g_01817
OG0000137	Prax.g_01411	Praa.g_01849
OG0000138	Prax.g_01447	Praa.g_01885
OG0000139	Prax.g_01473	Praa.g_01911
OG0000140	Prax.g_01491	Praa.g_00001
OG0000141	Prax.g_01492	Praa.g_00002
OG0000142	Prax.g_01494	Praa.g_00004
OG0000143	Prax.g_01495	Praa.g_00005
OG0000144	Prax.g_01497	Praa.g_00007
OG0000145	Prax.g_01498	Praa.g_00008
OG0000146	Prax.g_01499	Praa.g_00009
OG0000147	Prax.g_01975	Praa.g_00010
OG0000148	Prax.g_01973	Praa.g_00012
OG0000149	Prax.g_00299	Praa.g_00014
OG0000150	Prax.g_00298	Praa.g_00015
OG0000151	Prax.g_00297	Praa.g_00016
OG0000152	Prax.g_00296	Praa.g_00017
OG0000153	Prax.g_00295	Praa.g_00018
OG0000154	Prax.g_00294	Praa.g_00019
OG0000155	Prax.g_00293	Praa.g_00020
OG0000156	Prax.g_00292	Praa.g_00021
OG0000157	Prax.g_00291	Praa.g_00022
OG0000158	Prax.g_00289	Praa.g_00024
OG0000159	Prax.g_00288	Praa.g_00025
OG0000160	Prax.g_00287	Praa.g_00026
OG0000161	Prax.g_00286	Praa.g_00027
OG0000162	Prax.g_00285	Praa.g_00028
OG0000163	Prax.g_00284	Praa.g_00029
OG0000164	Prax.g_00281	Praa.g_00032
OG0000165	Prax.g_00278	Praa.g_00035
OG0000166	Prax.g_00277	Praa.g_00036
OG0000167	Prax.g_00276	Praa.g_00037
OG0000168	Prax.g_00273	Praa.g_00040
OG0000169	Prax.g_00271	Praa.g_00042
OG0000170	Prax.g_00270	Praa.g_00043
OG0000171	Prax.g_00269	Praa.g_00044
OG0000172	Prax.g_00261	Praa.g_00045
OG0000173	Prax.g_00621	Praa.g_00046
OG0000174	Prax.g_00622	Praa.g_00047
OG0000175	Prax.g_00623	Praa.g_00048
OG0000176	Prax.g_00625	Praa.g_00050
OG0000177	Prax.g_00626	Praa.g_00051
OG0000178	Prax.g_00627	Praa.g_00052
OG0000179	Prax.g_00635	Praa.g_00064
OG0000180	Prax.g_00636	Praa.g_00065
OG0000181	Prax.g_00637	Praa.g_00066
OG0000182	Prax.g_00640	Praa.g_00069
OG0000183	Prax.g_00641	Praa.g_00070
OG0000184	Prax.g_00644	Praa.g_00073
OG0000185	Prax.g_00648	Praa.g_00077
OG0000186	Prax.g_00649	Praa.g_00078
OG0000187	Prax.g_00650	Praa.g_00079
OG0000188	Prax.g_00651	Praa.g_00080
OG0000189	Prax.g_00652	Praa.g_00081
OG0000190	Prax.g_00653	Praa.g_00082
OG0000191	Prax.g_00654	Praa.g_00083
OG0000192	Prax.g_00655	Praa.g_00084
OG0000193	Prax.g_00656	Praa.g_00085
OG0000194	Prax.g_00657	Praa.g_00086
OG0000195	Prax.g_00659	Praa.g_00088
OG0000196	Prax.g_00660	Praa.g_00089
OG0000197	Prax.g_01128	Praa.g_00090
OG0000198	Prax.g_01127	Praa.g_00091
OG0000199	Prax.g_01124	Praa.g_00094
OG0000200	Prax.g_01123	Praa.g_00095
OG0000201	Prax.g_01122	Praa.g_00096
OG0000202	Prax.g_01121	Praa.g_00097
OG0000203	Prax.g_01120	Praa.g_00098
OG0000204	Prax.g_01119	Praa.g_00099
OG0000205	Prax.g_01118	Praa.g_00100
OG0000206	Prax.g_01117	Praa.g_00101
OG0000207	Prax.g_01116	Praa.g_00102
OG0000208	Prax.g_01115	Praa.g_00103
OG0000209	Prax.g_01114	Praa.g_00104
OG0000210	Prax.g_01113	Praa.g_00106
OG0000211	Prax.g_01112	Praa.g_00107
OG0000212	Prax.g_01111	Praa.g_00108
OG0000213	Prax.g_01110	Praa.g_00109
OG0000214	Prax.g_01108	Praa.g_00111
OG0000215	Prax.g_01107	Praa.g_00112
OG0000216	Prax.g_01105	Praa.g_00114
OG0000217	Prax.g_01103	Praa.g_00115
OG0000218	Prax.g_01102	Praa.g_00116
OG0000219	Prax.g_01101	Praa.g_00117
OG0000220	Prax.g_01098	Praa.g_00120
OG0000221	Prax.g_01096	Praa.g_00122
OG0000222	Prax.g_01095	Praa.g_00123
OG0000223	Prax.g_01094	Praa.g_00124
OG0000224	Prax.g_01091	Praa.g_00127
OG0000225	Prax.g_01089	Praa.g_00129
OG0000226	Prax.g_01088	Praa.g_00130
OG0000227	Prax.g_01087	Praa.g_00131
OG0000228	Prax.g_01086	Praa.g_00132
OG0000229	Prax.g_01085	Praa.g_00133
OG0000230	Prax.g_01084	Praa.g_00134
OG0000231	Prax.g_01082	Praa.g_00136
OG0000232	Prax.g_01081	Praa.g_00137
OG0000233	Prax.g_01078	Praa.g_00140
OG0000234	Prax.g_01076	Praa.g_00142
OG0000235	Prax.g_01073	Praa.g_00145
OG0000236	Prax.g_01072	Praa.g_00146
OG0000237	Prax.g_01071	Praa.g_00147
OG0000238	Prax.g_01070	Praa.g_00148
OG0000239	Prax.g_01069	Praa.g_00149
OG0000240	Prax.g_01067	Praa.g_00151
OG0000241	Prax.g_01066	Praa.g_00152
OG0000242	Prax.g_01065	Praa.g_00153
OG0000243	Prax.g_01064	Praa.g_00154
OG0000244	Prax.g_01063	Praa.g_00155
OG0000245	Prax.g_01062	Praa.g_00156
OG0000246	Prax.g_01060	Praa.g_00158
OG0000247	Prax.g_01059	Praa.g_00159
OG0000248	Prax.g_01058	Praa.g_00160
OG0000249	Prax.g_01057	Praa.g_00161
OG0000250	Prax.g_01056	Praa.g_00162
OG0000251	Prax.g_01055	Praa.g_00163
OG0000252	Prax.g_01054	Praa.g_00164
OG0000253	Prax.g_01053	Praa.g_00165
OG0000254	Prax.g_01051	Praa.g_00167
OG0000255	Prax.g_01050	Praa.g_00168
OG0000256	Prax.g_01047	Praa.g_00171
OG0000257	Prax.g_01045	Praa.g_00173
OG0000258	Prax.g_01044	Praa.g_00174
OG0000259	Prax.g_01043	Praa.g_00175
OG0000260	Prax.g_01042	Praa.g_00176
OG0000261	Prax.g_01041	Praa.g_00177
OG0000262	Prax.g_01040	Praa.g_00178
OG0000263	Prax.g_01039	Praa.g_00179
OG0000264	Prax.g_01037	Praa.g_00181
OG0000265	Prax.g_01036	Praa.g_00182
OG0000266	Prax.g_01035	Praa.g_00183
OG0000267	Prax.g_01033	Praa.g_00185
OG0000268	Prax.g_01032	Praa.g_00186
OG0000269	Prax.g_01031	Praa.g_00187
OG0000270	Prax.g_01030	Praa.g_00188
OG0000271	Prax.g_01029	Praa.g_00189
OG0000272	Prax.g_01028	Praa.g_00190
OG0000273	Prax.g_01027	Praa.g_00191
OG0000274	Prax.g_01026	Praa.g_00192
OG0000275	Prax.g_01025	Praa.g_00193
OG0000276	Prax.g_01024	Praa.g_00194
OG0000277	Prax.g_01023	Praa.g_00195
OG0000278	Prax.g_01022	Praa.g_00196
OG0000279	Prax.g_01021	Praa.g_00197
OG0000280	Prax.g_01020	Praa.g_00198
OG0000281	Prax.g_01018	Praa.g_00200
OG0000282	Prax.g_01017	Praa.g_00201
OG0000283	Prax.g_01014	Praa.g_00204
OG0000284	Prax.g_01013	Praa.g_00205
OG0000285	Prax.g_01012	Praa.g_00206
OG0000286	Prax.g_01010	Praa.g_00208
OG0000287	Prax.g_01009	Praa.g_00209
OG0000288	Prax.g_01008	Praa.g_00210
OG0000289	Prax.g_01007	Praa.g_00211
OG0000290	Prax.g_01006	Praa.g_00212
OG0000291	Prax.g_01005	Praa.g_00213
OG0000292	Prax.g_01004	Praa.g_00214
OG0000293	Prax.g_01003	Praa.g_00215
OG0000294	Prax.g_01002	Praa.g_00216
OG0000295	Prax.g_01001	Praa.g_00217
OG0000296	Prax.g_01000	Praa.g_00218
OG0000297	Prax.g_00999	Praa.g_00219
OG0000298	Prax.g_00998	Praa.g_00220
OG0000299	Prax.g_00997	Praa.g_00221
OG0000300	Prax.g_00996	Praa.g_00222
OG0000301	Prax.g_00995	Praa.g_00223
OG0000302	Prax.g_00994	Praa.g_00224
OG0000303	Prax.g_00993	Praa.g_00225
OG0000304	Prax.g_00992	Praa.g_00226
OG0000305	Prax.g_00991	Praa.g_00227
OG0000306	Prax.g_00990	Praa.g_00228
OG0000307	Prax.g_00989	Praa.g_00229
OG0000308	Prax.g_00988	Praa.g_00230
OG0000309	Prax.g_00987	Praa.g_00231
OG0000310	Prax.g_00986	Praa.g_00232
OG0000311	Prax.g_00985	Praa.g_00233
OG0000312	Prax.g_00983	Praa.g_00235
OG0000313	Prax.g_00982	Praa.g_00236
OG0000314	Prax.g_00979	Praa.g_00239
OG0000315	Prax.g_00978	Praa.g_00240
OG0000316	Prax.g_00933	Praa.g_00242
OG0000317	Prax.g_00931	Praa.g_00244
OG0000318	Prax.g_00930	Praa.g_00245
OG0000319	Prax.g_00929	Praa.g_00246
OG0000320	Prax.g_00928	Praa.g_00247
OG0000321	Prax.g_00925	Praa.g_00250
OG0000322	Prax.g_00922	Praa.g_00253
OG0000323	Prax.g_00921	Praa.g_00254
OG0000324	Prax.g_00918	Praa.g_00257
OG0000325	Prax.g_00916	Praa.g_00259
OG0000326	Prax.g_00915	Praa.g_00260
OG0000327	Prax.g_00913	Praa.g_00262
OG0000328	Prax.g_00912	Praa.g_00263
OG0000329	Prax.g_00911	Praa.g_00264
OG0000330	Prax.g_00910	Praa.g_00265
OG0000331	Prax.g_00909	Praa.g_00266
OG0000332	Prax.g_00908	Praa.g_00267
OG0000333	Prax.g_00907	Praa.g_00268
OG0000334	Prax.g_00906	Praa.g_00269
OG0000335	Prax.g_00905	Praa.g_00270
OG0000336	Prax.g_00904	Praa.g_00271
OG0000337	Prax.g_00900	Praa.g_00275
OG0000338	Prax.g_00899	Praa.g_00276
OG0000339	Prax.g_00898	Praa.g_00277
OG0000340	Prax.g_00897	Praa.g_00278
OG0000341	Prax.g_00893	Praa.g_00282
OG0000342	Prax.g_00892	Praa.g_00283
OG0000343	Prax.g_00890	Praa.g_00285
OG0000344	Prax.g_00889	Praa.g_00286
OG0000345	Prax.g_00888	Praa.g_00287
OG0000346	Prax.g_00887	Praa.g_00288
OG0000347	Prax.g_00886	Praa.g_00289
OG0000348	Prax.g_00885	Praa.g_00290
OG0000349	Prax.g_00884	Praa.g_00291
OG0000350	Prax.g_00883	Praa.g_00292
OG0000351	Prax.g_00880	Praa.g_00295
OG0000352	Prax.g_00877	Praa.g_00298
OG0000353	Prax.g_00876	Praa.g_00299
OG0000354	Prax.g_00875	Praa.g_00300
OG0000355	Prax.g_00874	Praa.g_00301
OG0000356	Prax.g_00873	Praa.g_00302
OG0000357	Prax.g_00872	Praa.g_00303
OG0000358	Prax.g_00871	Praa.g_00304
OG0000359	Prax.g_00870	Praa.g_00305
OG0000360	Prax.g_00867	Praa.g_00308
OG0000361	Prax.g_00866	Praa.g_00309
OG0000362	Prax.g_00865	Praa.g_00310
OG0000363	Prax.g_00864	Praa.g_00311
OG0000364	Prax.g_00863	Praa.g_00312
OG0000365	Prax.g_00862	Praa.g_00313
OG0000366	Prax.g_00861	Praa.g_00314
OG0000367	Prax.g_00860	Praa.g_00315
OG0000368	Prax.g_00859	Praa.g_00316
OG0000369	Prax.g_00858	Praa.g_00317
OG0000370	Prax.g_00857	Praa.g_00318
OG0000371	Prax.g_00856	Praa.g_00319
OG0000372	Prax.g_00854	Praa.g_00321
OG0000373	Prax.g_00850	Praa.g_00323
OG0000374	Prax.g_00849	Praa.g_00324
OG0000375	Prax.g_00848	Praa.g_00325
OG0000376	Prax.g_00846	Praa.g_00327
OG0000377	Prax.g_00845	Praa.g_00328
OG0000378	Prax.g_00844	Praa.g_00329
OG0000379	Prax.g_00839	Praa.g_00334
OG0000380	Prax.g_00838	Praa.g_00335
OG0000381	Prax.g_00837	Praa.g_00336
OG0000382	Prax.g_00835	Praa.g_00338
OG0000383	Prax.g_00832	Praa.g_00340
OG0000384	Prax.g_00831	Praa.g_00341
OG0000385	Prax.g_00828	Praa.g_00344
OG0000386	Prax.g_00827	Praa.g_00345
OG0000387	Prax.g_00826	Praa.g_00346
OG0000388	Prax.g_00825	Praa.g_00347
OG0000389	Prax.g_00824	Praa.g_00348
OG0000390	Prax.g_00823	Praa.g_00349
OG0000391	Prax.g_00822	Praa.g_00350
OG0000392	Prax.g_00821	Praa.g_00351
OG0000393	Prax.g_00818	Praa.g_00354
OG0000394	Prax.g_00817	Praa.g_00355
OG0000395	Prax.g_00815	Praa.g_00357
OG0000396	Prax.g_00814	Praa.g_00358
OG0000397	Prax.g_00802	Praa.g_00370
OG0000398	Prax.g_00795	Praa.g_00378
OG0000399	Prax.g_00794	Praa.g_00379
OG0000400	Prax.g_00790	Praa.g_00383
OG0000401	Prax.g_00769	Praa.g_00431
OG0000402	Prax.g_00768	Praa.g_00432
OG0000403	Prax.g_00767	Praa.g_00433
OG0000404	Prax.g_00765	Praa.g_00435
OG0000405	Prax.g_00764	Praa.g_00436
OG0000406	Prax.g_00762	Praa.g_00437
OG0000407	Prax.g_00761	Praa.g_00438
OG0000408	Prax.g_00760	Praa.g_00439
OG0000409	Prax.g_00759	Praa.g_00440
OG0000410	Prax.g_00758	Praa.g_00441
OG0000411	Prax.g_00757	Praa.g_00442
OG0000412	Prax.g_00756	Praa.g_00443
OG0000413	Prax.g_00755	Praa.g_00444
OG0000414	Prax.g_00754	Praa.g_00445
OG0000415	Prax.g_00753	Praa.g_00446
OG0000416	Prax.g_00752	Praa.g_00447
OG0000417	Prax.g_00751	Praa.g_00448
OG0000418	Prax.g_00750	Praa.g_00449
OG0000419	Prax.g_00749	Praa.g_00450
OG0000420	Prax.g_00748	Praa.g_00451
OG0000421	Prax.g_00747	Praa.g_00452
OG0000422	Prax.g_00746	Praa.g_00454
OG0000423	Prax.g_00745	Praa.g_00455
OG0000424	Prax.g_00743	Praa.g_00457
OG0000425	Prax.g_00740	Praa.g_00461
OG0000426	Prax.g_00739	Praa.g_00462
OG0000427	Prax.g_00738	Praa.g_00463
OG0000428	Prax.g_00737	Praa.g_00464
OG0000429	Prax.g_00736	Praa.g_00465
OG0000430	Prax.g_00731	Praa.g_00471
OG0000431	Prax.g_00729	Praa.g_00473
OG0000432	Prax.g_00728	Praa.g_00474
OG0000433	Prax.g_00725	Praa.g_00477
OG0000434	Prax.g_00724	Praa.g_00478
OG0000435	Prax.g_00723	Praa.g_00479
OG0000436	Prax.g_00721	Praa.g_00481
OG0000437	Prax.g_00719	Praa.g_00483
OG0000438	Prax.g_00718	Praa.g_00484
OG0000439	Prax.g_00717	Praa.g_00485
OG0000440	Prax.g_00715	Praa.g_00487
OG0000441	Prax.g_00714	Praa.g_00488
OG0000442	Prax.g_00713	Praa.g_00489
OG0000443	Prax.g_00712	Praa.g_00490
OG0000444	Prax.g_00711	Praa.g_00491
OG0000445	Prax.g_00709	Praa.g_00492
OG0000446	Prax.g_00708	Praa.g_00493
OG0000447	Prax.g_00707	Praa.g_00494
OG0000448	Prax.g_00706	Praa.g_00495
OG0000449	Prax.g_00701	Praa.g_00500
OG0000450	Prax.g_00700	Praa.g_00501
OG0000451	Prax.g_00699	Praa.g_00502
OG0000452	Prax.g_00698	Praa.g_00503
OG0000453	Prax.g_00696	Praa.g_00505
OG0000454	Prax.g_00695	Praa.g_00506
OG0000455	Prax.g_00694	Praa.g_00507
OG0000456	Prax.g_00693	Praa.g_00508
OG0000457	Prax.g_00691	Praa.g_00510
OG0000458	Prax.g_00689	Praa.g_00512
OG0000459	Prax.g_00688	Praa.g_00513
OG0000460	Prax.g_00686	Praa.g_00515
OG0000461	Prax.g_00685	Praa.g_00516
OG0000462	Prax.g_00684	Praa.g_00517
OG0000463	Prax.g_00683	Praa.g_00518
OG0000464	Prax.g_00678	Praa.g_00523
OG0000465	Prax.g_00676	Praa.g_00525
OG0000466	Prax.g_00675	Praa.g_00526
OG0000467	Prax.g_00674	Praa.g_00527
OG0000468	Prax.g_00673	Praa.g_00528
OG0000469	Prax.g_00672	Praa.g_00529
OG0000470	Prax.g_00671	Praa.g_00530
OG0000471	Prax.g_00670	Praa.g_00531
OG0000472	Prax.g_00667	Praa.g_00534
OG0000473	Prax.g_00666	Praa.g_00535
OG0000474	Prax.g_00665	Praa.g_00536
OG0000475	Prax.g_00664	Praa.g_00537
OG0000476	Prax.g_00663	Praa.g_00538
OG0000477	Prax.g_00001	Praa.g_00540
OG0000478	Prax.g_00002	Praa.g_00541
OG0000479	Prax.g_00003	Praa.g_00543
OG0000480	Prax.g_00005	Praa.g_00545
OG0000481	Prax.g_00006	Praa.g_00546
OG0000482	Prax.g_00007	Praa.g_00547
OG0000483	Prax.g_00008	Praa.g_00548
OG0000484	Prax.g_00009	Praa.g_00549
OG0000485	Prax.g_00010	Praa.g_00550
OG0000486	Prax.g_00011	Praa.g_00551
OG0000487	Prax.g_00012	Praa.g_00552
OG0000488	Prax.g_00014	Praa.g_00554
OG0000489	Prax.g_00015	Praa.g_00555
OG0000490	Prax.g_00016	Praa.g_00556
OG0000491	Prax.g_00017	Praa.g_00557
OG0000492	Prax.g_00018	Praa.g_00558
OG0000493	Prax.g_00019	Praa.g_00559
OG0000494	Prax.g_00021	Praa.g_00561
OG0000495	Prax.g_00022	Praa.g_00562
OG0000496	Prax.g_00023	Praa.g_00563
OG0000497	Prax.g_00024	Praa.g_00564
OG0000498	Prax.g_00025	Praa.g_00565
OG0000499	Prax.g_00027	Praa.g_00567
OG0000500	Prax.g_00028	Praa.g_00568
OG0000501	Prax.g_00030	Praa.g_00570
OG0000502	Prax.g_00031	Praa.g_00571
OG0000503	Prax.g_00032	Praa.g_00572
OG0000504	Prax.g_00033	Praa.g_00573
OG0000505	Prax.g_00034	Praa.g_00574
OG0000506	Prax.g_00035	Praa.g_00575
OG0000507	Prax.g_00036	Praa.g_00576
OG0000508	Prax.g_00038	Praa.g_00578
OG0000509	Prax.g_00039	Praa.g_00579
OG0000510	Prax.g_00040	Praa.g_00580
OG0000511	Prax.g_00041	Praa.g_00581
OG0000512	Prax.g_00042	Praa.g_00582
OG0000513	Prax.g_00043	Praa.g_00583
OG0000514	Prax.g_00044	Praa.g_00584
OG0000515	Prax.g_00046	Praa.g_00586
OG0000516	Prax.g_00047	Praa.g_00587
OG0000517	Prax.g_00048	Praa.g_00588
OG0000518	Prax.g_00050	Praa.g_00591
OG0000519	Prax.g_00051	Praa.g_00592
OG0000520	Prax.g_00052	Praa.g_00593
OG0000521	Prax.g_00053	Praa.g_00594
OG0000522	Prax.g_00054	Praa.g_00595
OG0000523	Prax.g_00055	Praa.g_00596
OG0000524	Prax.g_00056	Praa.g_00597
OG0000525	Prax.g_00058	Praa.g_00599
OG0000526	Prax.g_00059	Praa.g_00600
OG0000527	Prax.g_00060	Praa.g_00601
OG0000528	Prax.g_00061	Praa.g_00602
OG0000529	Prax.g_00062	Praa.g_00603
OG0000530	Prax.g_00063	Praa.g_00604
OG0000531	Prax.g_00064	Praa.g_00605
OG0000532	Prax.g_00065	Praa.g_00606
OG0000533	Prax.g_00066	Praa.g_00607
OG0000534	Prax.g_00067	Praa.g_00608
OG0000535	Prax.g_00068	Praa.g_00609
OG0000536	Prax.g_00069	Praa.g_00610
OG0000537	Prax.g_00070	Praa.g_00611
OG0000538	Prax.g_00071	Praa.g_00612
OG0000539	Prax.g_00072	Praa.g_00613
OG0000540	Prax.g_00073	Praa.g_00614
OG0000541	Prax.g_00074	Praa.g_00615
OG0000542	Prax.g_00075	Praa.g_00616
OG0000543	Prax.g_00076	Praa.g_00617
OG0000544	Prax.g_00077	Praa.g_00618
OG0000545	Prax.g_00080	Praa.g_00621
OG0000546	Prax.g_00081	Praa.g_00622
OG0000547	Prax.g_00083	Praa.g_00624
OG0000548	Prax.g_00084	Praa.g_00625
OG0000549	Prax.g_00085	Praa.g_00626
OG0000550	Prax.g_00086	Praa.g_00627
OG0000551	Prax.g_00087	Praa.g_00628
OG0000552	Prax.g_00088	Praa.g_00629
OG0000553	Prax.g_00089	Praa.g_00630
OG0000554	Prax.g_00090	Praa.g_00631
OG0000555	Prax.g_00091	Praa.g_00632
OG0000556	Prax.g_00092	Praa.g_00633
OG0000557	Prax.g_00093	Praa.g_00634
OG0000558	Prax.g_00094	Praa.g_00635
OG0000559	Prax.g_00095	Praa.g_00636
OG0000560	Prax.g_00097	Praa.g_00638
OG0000561	Prax.g_00098	Praa.g_00639
OG0000562	Prax.g_00099	Praa.g_00640
OG0000563	Prax.g_00100	Praa.g_00641
OG0000564	Prax.g_00101	Praa.g_00642
OG0000565	Prax.g_00102	Praa.g_00643
OG0000566	Prax.g_00103	Praa.g_00644
OG0000567	Prax.g_00104	Praa.g_00645
OG0000568	Prax.g_00105	Praa.g_00646
OG0000569	Prax.g_00106	Praa.g_00647
OG0000570	Prax.g_00107	Praa.g_00648
