Orthogroup	Prbi	Prar
OG0000151	Prbi.g_01826	Prar.g_01956, Prar.g_00595
OG0000152	Prbi.g_01845	Prar.g_01119
OG0000153	Prbi.g_01897	Prar.g_01068
OG0000154	Prbi.g_01933	Prar.g_01032
OG0000155	Prbi.g_01951	Prar.g_01015
OG0000156	Prbi.g_01979	Prar.g_00638
OG0000157	Prbi.g_02011	Prar.g_00669
OG0000158	Prbi.g_02086	Prar.g_00055
OG0000160	Prbi.g_00001	Prar.g_00037
OG0000161	Prbi.g_00002	Prar.g_00036
OG0000162	Prbi.g_00004	Prar.g_00034
OG0000163	Prbi.g_00005	Prar.g_00033
OG0000164	Prbi.g_00006	Prar.g_00032
OG0000165	Prbi.g_00007	Prar.g_00031
OG0000166	Prbi.g_00008	Prar.g_00030
OG0000167	Prbi.g_00009	Prar.g_00029
OG0000168	Prbi.g_00010	Prar.g_00028
OG0000169	Prbi.g_00012	Prar.g_00026
OG0000170	Prbi.g_00014	Prar.g_00024
OG0000171	Prbi.g_00015	Prar.g_00023
OG0000172	Prbi.g_00016	Prar.g_00022
OG0000173	Prbi.g_00017	Prar.g_00021
OG0000174	Prbi.g_00018	Prar.g_00020
OG0000175	Prbi.g_00019	Prar.g_00019
OG0000176	Prbi.g_00020	Prar.g_00018
OG0000177	Prbi.g_00021	Prar.g_00017
OG0000178	Prbi.g_00022	Prar.g_00016
OG0000179	Prbi.g_00024	Prar.g_00014
OG0000180	Prbi.g_00025	Prar.g_00013
OG0000181	Prbi.g_00026	Prar.g_00012
OG0000182	Prbi.g_00027	Prar.g_00011
OG0000183	Prbi.g_00028	Prar.g_00010
OG0000184	Prbi.g_00029	Prar.g_00009
OG0000185	Prbi.g_00032	Prar.g_00006
OG0000186	Prbi.g_00035	Prar.g_00002
OG0000187	Prbi.g_00036	Prar.g_00001
OG0000188	Prbi.g_00037	Prar.g_00594
OG0000189	Prbi.g_00049	Prar.g_00580
OG0000190	Prbi.g_00051	Prar.g_00578
OG0000191	Prbi.g_00052	Prar.g_00577
OG0000192	Prbi.g_00053	Prar.g_00576
OG0000193	Prbi.g_00056	Prar.g_00574
OG0000194	Prbi.g_00057	Prar.g_00573
OG0000195	Prbi.g_00058	Prar.g_00572
OG0000196	Prbi.g_00059	Prar.g_00571
OG0000197	Prbi.g_00061	Prar.g_00569
OG0000198	Prbi.g_00062	Prar.g_00568
OG0000199	Prbi.g_00063	Prar.g_00567
OG0000200	Prbi.g_00071	Prar.g_00554
OG0000201	Prbi.g_00072	Prar.g_00553
OG0000202	Prbi.g_00073	Prar.g_00552
OG0000203	Prbi.g_00076	Prar.g_00549
OG0000204	Prbi.g_00077	Prar.g_00548
OG0000205	Prbi.g_00080	Prar.g_00255
OG0000206	Prbi.g_00082	Prar.g_00253
OG0000207	Prbi.g_00084	Prar.g_00251
OG0000208	Prbi.g_00085	Prar.g_00250
OG0000209	Prbi.g_00086	Prar.g_00249
OG0000210	Prbi.g_00087	Prar.g_00248
OG0000211	Prbi.g_00088	Prar.g_00247
OG0000212	Prbi.g_00089	Prar.g_00246
OG0000213	Prbi.g_00090	Prar.g_00245
OG0000214	Prbi.g_00091	Prar.g_00244
OG0000215	Prbi.g_00092	Prar.g_00243
OG0000216	Prbi.g_00093	Prar.g_00242
OG0000217	Prbi.g_00095	Prar.g_00240
OG0000218	Prbi.g_00096	Prar.g_00239
OG0000219	Prbi.g_00097	Prar.g_00238
OG0000220	Prbi.g_00098	Prar.g_00237
OG0000221	Prbi.g_00101	Prar.g_00234
OG0000222	Prbi.g_00102	Prar.g_00233
OG0000223	Prbi.g_00103	Prar.g_00232
OG0000224	Prbi.g_00104	Prar.g_00231
OG0000225	Prbi.g_00105	Prar.g_00230
OG0000226	Prbi.g_00106	Prar.g_00229
OG0000227	Prbi.g_00107	Prar.g_00228
OG0000228	Prbi.g_00108	Prar.g_00227
OG0000229	Prbi.g_00109	Prar.g_00226
OG0000230	Prbi.g_00110	Prar.g_00225
OG0000231	Prbi.g_00111	Prar.g_00224
OG0000232	Prbi.g_00113	Prar.g_00222
OG0000233	Prbi.g_00114	Prar.g_00221
OG0000234	Prbi.g_00115	Prar.g_00220
OG0000235	Prbi.g_00116	Prar.g_00219
OG0000236	Prbi.g_00117	Prar.g_00218
OG0000237	Prbi.g_00118	Prar.g_00217
OG0000238	Prbi.g_00119	Prar.g_00216
OG0000239	Prbi.g_00121	Prar.g_00214
OG0000240	Prbi.g_00123	Prar.g_00213
OG0000241	Prbi.g_00124	Prar.g_00212
OG0000242	Prbi.g_00125	Prar.g_00211
OG0000243	Prbi.g_00128	Prar.g_00208
OG0000244	Prbi.g_00130	Prar.g_00206
OG0000245	Prbi.g_00131	Prar.g_00205
OG0000246	Prbi.g_00132	Prar.g_00204
OG0000247	Prbi.g_00135	Prar.g_00201
OG0000248	Prbi.g_00137	Prar.g_00199
OG0000249	Prbi.g_00138	Prar.g_00198
OG0000250	Prbi.g_00139	Prar.g_00197
OG0000251	Prbi.g_00140	Prar.g_00196
OG0000252	Prbi.g_00141	Prar.g_00195
OG0000253	Prbi.g_00142	Prar.g_00194
OG0000254	Prbi.g_00144	Prar.g_00192
OG0000255	Prbi.g_00145	Prar.g_00191
OG0000256	Prbi.g_00148	Prar.g_00188
OG0000257	Prbi.g_00150	Prar.g_00186
OG0000258	Prbi.g_00169	Prar.g_00182
OG0000259	Prbi.g_00170	Prar.g_00181
OG0000260	Prbi.g_00171	Prar.g_00180
OG0000261	Prbi.g_00172	Prar.g_00179
OG0000262	Prbi.g_00173	Prar.g_00178
OG0000263	Prbi.g_00175	Prar.g_00176
OG0000264	Prbi.g_00176	Prar.g_00175
OG0000265	Prbi.g_00177	Prar.g_00174
OG0000266	Prbi.g_00178	Prar.g_00173
OG0000267	Prbi.g_00179	Prar.g_00172
OG0000268	Prbi.g_00180	Prar.g_00171
OG0000269	Prbi.g_00182	Prar.g_00169
OG0000270	Prbi.g_00183	Prar.g_00168
OG0000271	Prbi.g_00184	Prar.g_00167
OG0000272	Prbi.g_00185	Prar.g_00166
OG0000273	Prbi.g_00186	Prar.g_00165
OG0000274	Prbi.g_00187	Prar.g_00164
OG0000275	Prbi.g_00188	Prar.g_00163
OG0000276	Prbi.g_00189	Prar.g_00162
OG0000277	Prbi.g_00191	Prar.g_00160
OG0000278	Prbi.g_00192	Prar.g_00159
OG0000279	Prbi.g_00193	Prar.g_00158
OG0000280	Prbi.g_00195	Prar.g_00156
OG0000281	Prbi.g_00197	Prar.g_00154
OG0000282	Prbi.g_00198	Prar.g_00153
OG0000283	Prbi.g_00199	Prar.g_00152
OG0000284	Prbi.g_00200	Prar.g_00151
OG0000285	Prbi.g_00201	Prar.g_00150
OG0000286	Prbi.g_00202	Prar.g_00149
OG0000287	Prbi.g_00203	Prar.g_00148
OG0000288	Prbi.g_00205	Prar.g_00146
OG0000289	Prbi.g_00206	Prar.g_00145
OG0000290	Prbi.g_00207	Prar.g_00144
OG0000291	Prbi.g_00209	Prar.g_00142
OG0000292	Prbi.g_00210	Prar.g_00141
OG0000293	Prbi.g_00211	Prar.g_00140
OG0000294	Prbi.g_00212	Prar.g_00139
OG0000295	Prbi.g_00213	Prar.g_00138
OG0000296	Prbi.g_00214	Prar.g_00137
OG0000297	Prbi.g_00215	Prar.g_00136
OG0000298	Prbi.g_00217	Prar.g_00134
OG0000299	Prbi.g_00218	Prar.g_00133
OG0000300	Prbi.g_00219	Prar.g_00132
OG0000301	Prbi.g_00220	Prar.g_00131
OG0000302	Prbi.g_00221	Prar.g_00130
OG0000303	Prbi.g_00222	Prar.g_00129
OG0000304	Prbi.g_00224	Prar.g_00127
OG0000305	Prbi.g_00225	Prar.g_00126
OG0000306	Prbi.g_00228	Prar.g_00123
OG0000307	Prbi.g_00229	Prar.g_00122
OG0000308	Prbi.g_00230	Prar.g_00121
OG0000309	Prbi.g_00231	Prar.g_00120
OG0000310	Prbi.g_00232	Prar.g_00119
OG0000311	Prbi.g_00233	Prar.g_00118
OG0000312	Prbi.g_00234	Prar.g_00117
OG0000313	Prbi.g_00235	Prar.g_00116
OG0000314	Prbi.g_00236	Prar.g_00115
OG0000315	Prbi.g_00237	Prar.g_00114
OG0000316	Prbi.g_00238	Prar.g_00113
OG0000317	Prbi.g_00239	Prar.g_00112
OG0000318	Prbi.g_00240	Prar.g_00111
OG0000319	Prbi.g_00241	Prar.g_00110
OG0000320	Prbi.g_00242	Prar.g_00109
OG0000321	Prbi.g_00243	Prar.g_00108
OG0000322	Prbi.g_00244	Prar.g_00107
OG0000323	Prbi.g_00245	Prar.g_00106
OG0000324	Prbi.g_00246	Prar.g_00105
OG0000325	Prbi.g_00247	Prar.g_00104
OG0000326	Prbi.g_00248	Prar.g_00103
OG0000327	Prbi.g_00249	Prar.g_00102
OG0000328	Prbi.g_00250	Prar.g_00101
OG0000329	Prbi.g_00251	Prar.g_00100
OG0000330	Prbi.g_00252	Prar.g_00099
OG0000331	Prbi.g_00253	Prar.g_00098
OG0000332	Prbi.g_00254	Prar.g_00097
OG0000333	Prbi.g_00255	Prar.g_00096
OG0000334	Prbi.g_00256	Prar.g_00095
OG0000335	Prbi.g_00257	Prar.g_00094
OG0000336	Prbi.g_00259	Prar.g_00092
OG0000337	Prbi.g_00260	Prar.g_00091
OG0000338	Prbi.g_00264	Prar.g_00087
OG0000339	Prbi.g_00266	Prar.g_00085
OG0000340	Prbi.g_00268	Prar.g_00083
OG0000341	Prbi.g_00269	Prar.g_00082
OG0000342	Prbi.g_00270	Prar.g_00081
OG0000343	Prbi.g_00271	Prar.g_00080
OG0000344	Prbi.g_00274	Prar.g_00077
OG0000345	Prbi.g_00277	Prar.g_00334
OG0000346	Prbi.g_00278	Prar.g_00333
OG0000347	Prbi.g_00281	Prar.g_00330
OG0000348	Prbi.g_00283	Prar.g_00328
OG0000349	Prbi.g_00284	Prar.g_00327
OG0000350	Prbi.g_00286	Prar.g_00325
OG0000351	Prbi.g_00287	Prar.g_00324
OG0000352	Prbi.g_00288	Prar.g_00323
OG0000353	Prbi.g_00289	Prar.g_00322
OG0000354	Prbi.g_00290	Prar.g_00321
OG0000355	Prbi.g_00291	Prar.g_00320
OG0000356	Prbi.g_00292	Prar.g_00319
OG0000357	Prbi.g_00293	Prar.g_00318
OG0000358	Prbi.g_00294	Prar.g_00317
OG0000359	Prbi.g_00295	Prar.g_00316
OG0000360	Prbi.g_00299	Prar.g_00312
OG0000361	Prbi.g_00300	Prar.g_00311
OG0000362	Prbi.g_00301	Prar.g_00310
OG0000363	Prbi.g_00302	Prar.g_00309
OG0000364	Prbi.g_00306	Prar.g_00305
OG0000365	Prbi.g_00307	Prar.g_00304
OG0000366	Prbi.g_00309	Prar.g_00302
OG0000367	Prbi.g_00310	Prar.g_00301
OG0000368	Prbi.g_00311	Prar.g_00300
OG0000369	Prbi.g_00312	Prar.g_00299
OG0000370	Prbi.g_00313	Prar.g_00298
OG0000371	Prbi.g_00314	Prar.g_00297
OG0000372	Prbi.g_00315	Prar.g_00296
OG0000373	Prbi.g_00316	Prar.g_00295
OG0000374	Prbi.g_00318	Prar.g_00293
OG0000375	Prbi.g_00319	Prar.g_00292
OG0000376	Prbi.g_00322	Prar.g_00289
OG0000377	Prbi.g_00323	Prar.g_00288
OG0000378	Prbi.g_00324	Prar.g_00287
OG0000379	Prbi.g_00325	Prar.g_00286
OG0000380	Prbi.g_00326	Prar.g_00285
OG0000381	Prbi.g_00327	Prar.g_00284
OG0000382	Prbi.g_00328	Prar.g_00283
OG0000383	Prbi.g_00329	Prar.g_00282
OG0000384	Prbi.g_00332	Prar.g_00279
OG0000385	Prbi.g_00333	Prar.g_00278
OG0000386	Prbi.g_00334	Prar.g_00277
OG0000387	Prbi.g_00335	Prar.g_00276
OG0000388	Prbi.g_00336	Prar.g_00275
OG0000389	Prbi.g_00337	Prar.g_00274
OG0000390	Prbi.g_00338	Prar.g_00273
OG0000391	Prbi.g_00339	Prar.g_00272
OG0000392	Prbi.g_00340	Prar.g_00271
OG0000393	Prbi.g_00341	Prar.g_00270
OG0000394	Prbi.g_00342	Prar.g_00269
OG0000395	Prbi.g_00343	Prar.g_00268
OG0000396	Prbi.g_00345	Prar.g_00266
OG0000397	Prbi.g_00347	Prar.g_00264
OG0000398	Prbi.g_00348	Prar.g_00263
OG0000399	Prbi.g_00351	Prar.g_00260
OG0000400	Prbi.g_00352	Prar.g_00259
OG0000401	Prbi.g_00353	Prar.g_00258
OG0000402	Prbi.g_00358	Prar.g_00394
OG0000403	Prbi.g_00359	Prar.g_00395
OG0000404	Prbi.g_00360	Prar.g_00396
OG0000405	Prbi.g_00362	Prar.g_00398
OG0000406	Prbi.g_00365	Prar.g_00401
OG0000407	Prbi.g_00366	Prar.g_00402
OG0000408	Prbi.g_00369	Prar.g_00405
OG0000409	Prbi.g_00370	Prar.g_00406
OG0000410	Prbi.g_00371	Prar.g_00407
OG0000411	Prbi.g_00372	Prar.g_00408
OG0000412	Prbi.g_00373	Prar.g_00409
OG0000413	Prbi.g_00374	Prar.g_00410
OG0000414	Prbi.g_00375	Prar.g_00411
OG0000415	Prbi.g_00376	Prar.g_00412
OG0000416	Prbi.g_00379	Prar.g_00415
OG0000417	Prbi.g_00380	Prar.g_00416
OG0000418	Prbi.g_00381	Prar.g_00417
OG0000419	Prbi.g_00382	Prar.g_00418
OG0000420	Prbi.g_00383	Prar.g_00419
OG0000421	Prbi.g_00395	Prar.g_00432
OG0000422	Prbi.g_00403	Prar.g_00440
OG0000423	Prbi.g_00404	Prar.g_00441
OG0000424	Prbi.g_00409	Prar.g_00446
OG0000425	Prbi.g_00432	Prar.g_00479
OG0000426	Prbi.g_00433	Prar.g_00480
OG0000427	Prbi.g_00434	Prar.g_00481
OG0000428	Prbi.g_00436	Prar.g_00483
OG0000429	Prbi.g_00437	Prar.g_00484
OG0000430	Prbi.g_00439	Prar.g_00486
OG0000431	Prbi.g_00440	Prar.g_00487
OG0000432	Prbi.g_00441	Prar.g_00488
OG0000433	Prbi.g_00442	Prar.g_00489
OG0000434	Prbi.g_00443	Prar.g_00490
OG0000435	Prbi.g_00444	Prar.g_00491
OG0000436	Prbi.g_00445	Prar.g_00492
OG0000437	Prbi.g_00446	Prar.g_00493
OG0000438	Prbi.g_00447	Prar.g_00494
OG0000439	Prbi.g_00448	Prar.g_00495
OG0000440	Prbi.g_00449	Prar.g_00496
OG0000441	Prbi.g_00450	Prar.g_00497
OG0000442	Prbi.g_00451	Prar.g_00498
OG0000443	Prbi.g_00452	Prar.g_00499
OG0000444	Prbi.g_00453	Prar.g_00500
OG0000445	Prbi.g_00454	Prar.g_00501
OG0000446	Prbi.g_00456	Prar.g_00503
OG0000447	Prbi.g_00457	Prar.g_00504
OG0000448	Prbi.g_00459	Prar.g_00506
OG0000449	Prbi.g_00463	Prar.g_00510
OG0000450	Prbi.g_00464	Prar.g_00511
OG0000451	Prbi.g_00465	Prar.g_00512
OG0000452	Prbi.g_00466	Prar.g_00513
OG0000453	Prbi.g_00467	Prar.g_00514
OG0000454	Prbi.g_00474	Prar.g_00521
OG0000455	Prbi.g_00476	Prar.g_00523
OG0000456	Prbi.g_00480	Prar.g_00527
OG0000457	Prbi.g_00481	Prar.g_00528
OG0000458	Prbi.g_00482	Prar.g_00529
OG0000459	Prbi.g_00484	Prar.g_00531
OG0000460	Prbi.g_00486	Prar.g_00533
OG0000461	Prbi.g_00487	Prar.g_00534
OG0000462	Prbi.g_00488	Prar.g_00535
OG0000463	Prbi.g_00490	Prar.g_00537
OG0000464	Prbi.g_00491	Prar.g_00538
OG0000465	Prbi.g_00492	Prar.g_00539
OG0000466	Prbi.g_00493	Prar.g_00540
OG0000467	Prbi.g_00494	Prar.g_00541
OG0000468	Prbi.g_00495	Prar.g_00542
OG0000469	Prbi.g_00496	Prar.g_00543
OG0000470	Prbi.g_00497	Prar.g_00544
OG0000471	Prbi.g_00498	Prar.g_00545
OG0000472	Prbi.g_00503	Prar.g_01331
OG0000473	Prbi.g_00504	Prar.g_01332
OG0000474	Prbi.g_00505	Prar.g_01333
OG0000475	Prbi.g_00506	Prar.g_01334
OG0000476	Prbi.g_00508	Prar.g_01336
OG0000477	Prbi.g_00509	Prar.g_01337
OG0000478	Prbi.g_00510	Prar.g_01338
OG0000479	Prbi.g_00511	Prar.g_01339
OG0000480	Prbi.g_00513	Prar.g_01341
OG0000481	Prbi.g_00515	Prar.g_01343
OG0000482	Prbi.g_00516	Prar.g_01344
OG0000483	Prbi.g_00518	Prar.g_01345
OG0000484	Prbi.g_00519	Prar.g_01346
OG0000485	Prbi.g_00520	Prar.g_01347
OG0000486	Prbi.g_00521	Prar.g_01348
OG0000487	Prbi.g_00526	Prar.g_01353
OG0000488	Prbi.g_00528	Prar.g_01355
OG0000489	Prbi.g_00529	Prar.g_01356
OG0000490	Prbi.g_00530	Prar.g_01357
OG0000491	Prbi.g_00531	Prar.g_01358
OG0000492	Prbi.g_00532	Prar.g_01359
OG0000493	Prbi.g_00533	Prar.g_01360
OG0000494	Prbi.g_00534	Prar.g_01361
OG0000495	Prbi.g_00537	Prar.g_01364
OG0000496	Prbi.g_00538	Prar.g_01365
OG0000497	Prbi.g_00539	Prar.g_01366
OG0000498	Prbi.g_00540	Prar.g_01367
OG0000499	Prbi.g_00541	Prar.g_01368
OG0000500	Prbi.g_00543	Prar.g_01370
OG0000501	Prbi.g_00544	Prar.g_01371
OG0000502	Prbi.g_00545	Prar.g_01372
OG0000503	Prbi.g_00547	Prar.g_01374
OG0000504	Prbi.g_00548	Prar.g_01375
OG0000505	Prbi.g_00549	Prar.g_01376
OG0000506	Prbi.g_00550	Prar.g_01377
OG0000507	Prbi.g_00551	Prar.g_01378
OG0000508	Prbi.g_00552	Prar.g_01379
OG0000509	Prbi.g_00553	Prar.g_01380
OG0000510	Prbi.g_00554	Prar.g_01381
OG0000511	Prbi.g_00556	Prar.g_01383
OG0000512	Prbi.g_00557	Prar.g_01384
OG0000513	Prbi.g_00558	Prar.g_01385
OG0000514	Prbi.g_00559	Prar.g_01386
OG0000515	Prbi.g_00560	Prar.g_01387
OG0000516	Prbi.g_00561	Prar.g_01388
OG0000517	Prbi.g_00563	Prar.g_01390
OG0000518	Prbi.g_00564	Prar.g_01391
OG0000519	Prbi.g_00565	Prar.g_01392
OG0000520	Prbi.g_00566	Prar.g_01393
OG0000521	Prbi.g_00567	Prar.g_01394
OG0000522	Prbi.g_00568	Prar.g_01395
OG0000523	Prbi.g_00569	Prar.g_01396
OG0000524	Prbi.g_00570	Prar.g_01397
OG0000525	Prbi.g_00571	Prar.g_01398
OG0000526	Prbi.g_00572	Prar.g_01399
OG0000527	Prbi.g_00573	Prar.g_01400
OG0000528	Prbi.g_00574	Prar.g_01401
OG0000529	Prbi.g_00575	Prar.g_01402
OG0000530	Prbi.g_00576	Prar.g_01403
OG0000531	Prbi.g_00577	Prar.g_01404
OG0000532	Prbi.g_00578	Prar.g_01405
OG0000533	Prbi.g_00580	Prar.g_01407
OG0000534	Prbi.g_00581	Prar.g_01408
OG0000535	Prbi.g_00582	Prar.g_01409
OG0000536	Prbi.g_00583	Prar.g_01410
OG0000537	Prbi.g_00584	Prar.g_01411
OG0000538	Prbi.g_00585	Prar.g_01412
OG0000539	Prbi.g_00588	Prar.g_01415
OG0000540	Prbi.g_00589	Prar.g_01416
OG0000541	Prbi.g_00590	Prar.g_01417
OG0000542	Prbi.g_00593	Prar.g_01420
OG0000543	Prbi.g_00594	Prar.g_01422
OG0000544	Prbi.g_00595	Prar.g_01423
OG0000545	Prbi.g_00596	Prar.g_01424
OG0000546	Prbi.g_00597	Prar.g_01425
OG0000547	Prbi.g_00598	Prar.g_01426
