Orthogroup	Prbi	Pray
OG0000081	Prbi.g_00694	Pray.g_01072
OG0000082	Prbi.g_00854	Pray.g_00355
OG0000083	Prbi.g_00918	Pray.g_00420
OG0000084	Prbi.g_01009	Pray.g_00511
OG0000085	Prbi.g_01136	Pray.g_00632
OG0000086	Prbi.g_01174	Pray.g_00097
OG0000088	Prbi.g_01336	Pray.g_01922
OG0000089	Prbi.g_01341	Pray.g_01917
OG0000089	Prbi.g_01740	Pray.g_01583
OG0000090	Prbi.g_01462	Pray.g_01788
OG0000091	Prbi.g_01599	Pray.g_01714
OG0000092	Prbi.g_01725	Pray.g_01595
OG0000093	Prbi.g_01873	Pray.g_01258
OG0000094	Prbi.g_01935	Pray.g_01303
OG0000095	Prbi.g_01968	Pray.g_01337
OG0000096	Prbi.g_02051	Pray.g_01409
OG0000097	Prbi.g_02069	Pray.g_01427
OG0000098	Prbi.g_00003	Pray.g_01464
OG0000099	Prbi.g_00023	Pray.g_01485
OG0000100	Prbi.g_00048	Pray.g_00244
OG0000101	Prbi.g_00060	Pray.g_00234
OG0000102	Prbi.g_00120	Pray.g_00176
OG0000103	Prbi.g_00129	Pray.g_00168
OG0000105	Prbi.g_00194	Pray.g_00651
OG0000106	Prbi.g_00208	Pray.g_00665
OG0000107	Prbi.g_00216	Pray.g_00673
OG0000108	Prbi.g_00226	Pray.g_00683
OG0000109	Prbi.g_00263	Pray.g_00720
OG0000110	Prbi.g_00275	Pray.g_00732
OG0000111	Prbi.g_00298	Pray.g_00753
OG0000112	Prbi.g_00308	Pray.g_00763
OG0000113	Prbi.g_00321	Pray.g_00775
OG0000114	Prbi.g_00349	Pray.g_00803
OG0000115	Prbi.g_00477	Pray.g_00964
OG0000116	Prbi.g_00479	Pray.g_00966
OG0000117	Prbi.g_00483	Pray.g_00970
OG0000118	Prbi.g_00502	Pray.g_00990
OG0000119	Prbi.g_00535	Pray.g_01023
OG0000120	Prbi.g_00536	Pray.g_01024, Pray.g_01228
OG0000121	Prbi.g_00546	Pray.g_01218
OG0000122	Prbi.g_00555	Pray.g_01209
OG0000123	Prbi.g_00586	Pray.g_01178
OG0000124	Prbi.g_00654	Pray.g_01112
OG0000125	Prbi.g_00655	Pray.g_01111
OG0000126	Prbi.g_00656	Pray.g_01110
OG0000127	Prbi.g_00689	Pray.g_01077
OG0000128	Prbi.g_00747	Pray.g_01038
OG0000129	Prbi.g_00767	Pray.g_00275
OG0000130	Prbi.g_00832	Pray.g_00333
OG0000131	Prbi.g_00845	Pray.g_00346
OG0000132	Prbi.g_00881	Pray.g_00382
OG0000133	Prbi.g_00968	Pray.g_00469
OG0000134	Prbi.g_00977	Pray.g_00479
OG0000135	Prbi.g_01013	Pray.g_00515
OG0000136	Prbi.g_01083	Pray.g_00581
OG0000137	Prbi.g_01177	Pray.g_00094
OG0000138	Prbi.g_01202	Pray.g_00069
OG0000139	Prbi.g_01213	Pray.g_00057
OG0000140	Prbi.g_01264	Pray.g_00006
OG0000141	Prbi.g_01277	Pray.g_00250
OG0000142	Prbi.g_01403	Pray.g_01858
OG0000143	Prbi.g_01439	Pray.g_01829
OG0000144	Prbi.g_01576	Pray.g_01735
OG0000145	Prbi.g_01592	Pray.g_01721
OG0000146	Prbi.g_01627	Pray.g_01685
OG0000147	Prbi.g_01667	Pray.g_01645
OG0000148	Prbi.g_01668	Pray.g_01644
OG0000149	Prbi.g_01785	Pray.g_01561
OG0000150	Prbi.g_01823	Pray.g_01523
OG0000151	Prbi.g_01826	Pray.g_01520
OG0000152	Prbi.g_01845	Pray.g_01229
OG0000153	Prbi.g_01897	Pray.g_01265
OG0000154	Prbi.g_01933	Pray.g_01301
OG0000155	Prbi.g_01951	Pray.g_01319
OG0000156	Prbi.g_01979	Pray.g_01348
OG0000157	Prbi.g_02011	Pray.g_01381
OG0000158	Prbi.g_02086	Pray.g_01444
OG0000160	Prbi.g_00001	Pray.g_01462
OG0000161	Prbi.g_00002	Pray.g_01463
OG0000162	Prbi.g_00004	Pray.g_01465
OG0000163	Prbi.g_00005	Pray.g_01467
OG0000164	Prbi.g_00006	Pray.g_01468
OG0000165	Prbi.g_00007	Pray.g_01469
OG0000166	Prbi.g_00008	Pray.g_01470
OG0000167	Prbi.g_00009	Pray.g_01471
OG0000168	Prbi.g_00010	Pray.g_01472
OG0000169	Prbi.g_00012	Pray.g_01474
OG0000170	Prbi.g_00014	Pray.g_01476
OG0000171	Prbi.g_00015	Pray.g_01477
OG0000172	Prbi.g_00016	Pray.g_01478
OG0000173	Prbi.g_00017	Pray.g_01479
OG0000174	Prbi.g_00018	Pray.g_01480
OG0000175	Prbi.g_00019	Pray.g_01481
OG0000176	Prbi.g_00020	Pray.g_01482
OG0000177	Prbi.g_00021	Pray.g_01483
OG0000178	Prbi.g_00022	Pray.g_01484
OG0000179	Prbi.g_00024	Pray.g_01486
OG0000180	Prbi.g_00025	Pray.g_01487
OG0000181	Prbi.g_00026	Pray.g_01488
OG0000182	Prbi.g_00027	Pray.g_01489
OG0000183	Prbi.g_00028	Pray.g_01490
OG0000184	Prbi.g_00029	Pray.g_01491
OG0000185	Prbi.g_00032	Pray.g_01494
OG0000186	Prbi.g_00035	Pray.g_01497
OG0000187	Prbi.g_00036	Pray.g_01498
OG0000188	Prbi.g_00037	Pray.g_01499
OG0000189	Prbi.g_00049	Pray.g_00243
OG0000190	Prbi.g_00051	Pray.g_00241
OG0000191	Prbi.g_00052	Pray.g_00240
OG0000192	Prbi.g_00053	Pray.g_00239
OG0000193	Prbi.g_00056	Pray.g_00238
OG0000194	Prbi.g_00057	Pray.g_00237
OG0000195	Prbi.g_00058	Pray.g_00236
OG0000196	Prbi.g_00059	Pray.g_00235
OG0000197	Prbi.g_00061	Pray.g_00233
OG0000198	Prbi.g_00062	Pray.g_00232
OG0000199	Prbi.g_00063	Pray.g_00231
OG0000200	Prbi.g_00071	Pray.g_00225
OG0000201	Prbi.g_00072	Pray.g_00224
OG0000202	Prbi.g_00073	Pray.g_00223
OG0000203	Prbi.g_00076	Pray.g_00220
OG0000204	Prbi.g_00077	Pray.g_00219
OG0000205	Prbi.g_00080	Pray.g_00216
OG0000206	Prbi.g_00082	Pray.g_00214
OG0000207	Prbi.g_00084	Pray.g_00212
OG0000208	Prbi.g_00085	Pray.g_00211
OG0000209	Prbi.g_00086	Pray.g_00210
OG0000210	Prbi.g_00087	Pray.g_00209
OG0000211	Prbi.g_00088	Pray.g_00208
OG0000212	Prbi.g_00089	Pray.g_00207
OG0000213	Prbi.g_00090	Pray.g_00206
OG0000214	Prbi.g_00091	Pray.g_00205
OG0000215	Prbi.g_00092	Pray.g_00204
OG0000216	Prbi.g_00093	Pray.g_00203
OG0000217	Prbi.g_00095	Pray.g_00201
OG0000218	Prbi.g_00096	Pray.g_00200
OG0000219	Prbi.g_00097	Pray.g_00199
OG0000220	Prbi.g_00098	Pray.g_00198
OG0000221	Prbi.g_00101	Pray.g_00195
OG0000222	Prbi.g_00102	Pray.g_00194
OG0000223	Prbi.g_00103	Pray.g_00193
OG0000224	Prbi.g_00104	Pray.g_00192
OG0000225	Prbi.g_00105	Pray.g_00191
OG0000226	Prbi.g_00106	Pray.g_00190
OG0000227	Prbi.g_00107	Pray.g_00189
OG0000228	Prbi.g_00108	Pray.g_00188
OG0000229	Prbi.g_00109	Pray.g_00187
OG0000230	Prbi.g_00110	Pray.g_00186
OG0000231	Prbi.g_00111	Pray.g_00185
OG0000232	Prbi.g_00113	Pray.g_00183
OG0000233	Prbi.g_00114	Pray.g_00182
OG0000234	Prbi.g_00115	Pray.g_00181
OG0000235	Prbi.g_00116	Pray.g_00180
OG0000236	Prbi.g_00117	Pray.g_00179
OG0000237	Prbi.g_00118	Pray.g_00178
OG0000238	Prbi.g_00119	Pray.g_00177
OG0000239	Prbi.g_00121	Pray.g_00175
OG0000240	Prbi.g_00123	Pray.g_00174
OG0000241	Prbi.g_00124	Pray.g_00173
OG0000242	Prbi.g_00125	Pray.g_00172
OG0000243	Prbi.g_00128	Pray.g_00169
OG0000244	Prbi.g_00130	Pray.g_00167
OG0000245	Prbi.g_00131	Pray.g_00166
OG0000246	Prbi.g_00132	Pray.g_00165
OG0000247	Prbi.g_00135	Pray.g_00162
OG0000248	Prbi.g_00137	Pray.g_00160
OG0000249	Prbi.g_00138	Pray.g_00159
OG0000250	Prbi.g_00139	Pray.g_00158
OG0000251	Prbi.g_00140	Pray.g_00157
OG0000252	Prbi.g_00141	Pray.g_00156
OG0000253	Prbi.g_00142	Pray.g_00155
OG0000254	Prbi.g_00144	Pray.g_00153
OG0000255	Prbi.g_00145	Pray.g_00152
OG0000256	Prbi.g_00148	Pray.g_00149
OG0000257	Prbi.g_00150	Pray.g_00147
OG0000258	Prbi.g_00169	Pray.g_00144
OG0000259	Prbi.g_00170	Pray.g_00143
OG0000260	Prbi.g_00171	Pray.g_00142
OG0000261	Prbi.g_00172	Pray.g_00141
OG0000262	Prbi.g_00173	Pray.g_00140
OG0000263	Prbi.g_00175	Pray.g_00138
OG0000264	Prbi.g_00176	Pray.g_00137
OG0000265	Prbi.g_00177	Pray.g_00136
OG0000266	Prbi.g_00178	Pray.g_00635
OG0000267	Prbi.g_00179	Pray.g_00636
OG0000268	Prbi.g_00180	Pray.g_00637
OG0000269	Prbi.g_00182	Pray.g_00639
OG0000270	Prbi.g_00183	Pray.g_00640
OG0000271	Prbi.g_00184	Pray.g_00641
OG0000272	Prbi.g_00185	Pray.g_00642
OG0000273	Prbi.g_00186	Pray.g_00643
OG0000274	Prbi.g_00187	Pray.g_00644
OG0000275	Prbi.g_00188	Pray.g_00645
OG0000276	Prbi.g_00189	Pray.g_00646
OG0000277	Prbi.g_00191	Pray.g_00648
OG0000278	Prbi.g_00192	Pray.g_00649
OG0000279	Prbi.g_00193	Pray.g_00650
OG0000280	Prbi.g_00195	Pray.g_00652
OG0000281	Prbi.g_00197	Pray.g_00654
OG0000282	Prbi.g_00198	Pray.g_00655
OG0000283	Prbi.g_00199	Pray.g_00656
OG0000284	Prbi.g_00200	Pray.g_00657
OG0000285	Prbi.g_00201	Pray.g_00658
OG0000286	Prbi.g_00202	Pray.g_00659
OG0000287	Prbi.g_00203	Pray.g_00660
OG0000288	Prbi.g_00205	Pray.g_00662
OG0000289	Prbi.g_00206	Pray.g_00663
OG0000290	Prbi.g_00207	Pray.g_00664
OG0000291	Prbi.g_00209	Pray.g_00666
OG0000292	Prbi.g_00210	Pray.g_00667
OG0000293	Prbi.g_00211	Pray.g_00668
OG0000294	Prbi.g_00212	Pray.g_00669
OG0000295	Prbi.g_00213	Pray.g_00670
OG0000296	Prbi.g_00214	Pray.g_00671
OG0000297	Prbi.g_00215	Pray.g_00672
OG0000298	Prbi.g_00217	Pray.g_00674
OG0000299	Prbi.g_00218	Pray.g_00675
OG0000300	Prbi.g_00219	Pray.g_00676
OG0000301	Prbi.g_00220	Pray.g_00677
OG0000302	Prbi.g_00221	Pray.g_00678
OG0000303	Prbi.g_00222	Pray.g_00679
OG0000304	Prbi.g_00224	Pray.g_00681
OG0000305	Prbi.g_00225	Pray.g_00682
OG0000306	Prbi.g_00228	Pray.g_00685
OG0000307	Prbi.g_00229	Pray.g_00686
OG0000308	Prbi.g_00230	Pray.g_00687
OG0000309	Prbi.g_00231	Pray.g_00688
OG0000310	Prbi.g_00232	Pray.g_00689
OG0000311	Prbi.g_00233	Pray.g_00690
OG0000312	Prbi.g_00234	Pray.g_00691
OG0000313	Prbi.g_00235	Pray.g_00692
OG0000314	Prbi.g_00236	Pray.g_00693
OG0000315	Prbi.g_00237	Pray.g_00694
OG0000316	Prbi.g_00238	Pray.g_00695
OG0000317	Prbi.g_00239	Pray.g_00696
OG0000318	Prbi.g_00240	Pray.g_00697
OG0000319	Prbi.g_00241	Pray.g_00698
OG0000320	Prbi.g_00242	Pray.g_00699
OG0000321	Prbi.g_00243	Pray.g_00700
OG0000322	Prbi.g_00244	Pray.g_00701
OG0000323	Prbi.g_00245	Pray.g_00702
OG0000324	Prbi.g_00246	Pray.g_00703
OG0000325	Prbi.g_00247	Pray.g_00704
OG0000326	Prbi.g_00248	Pray.g_00705
OG0000327	Prbi.g_00249	Pray.g_00706
OG0000328	Prbi.g_00250	Pray.g_00707
OG0000329	Prbi.g_00251	Pray.g_00708
OG0000330	Prbi.g_00252	Pray.g_00709
OG0000331	Prbi.g_00253	Pray.g_00710
OG0000332	Prbi.g_00254	Pray.g_00711
OG0000333	Prbi.g_00255	Pray.g_00712
OG0000334	Prbi.g_00256	Pray.g_00713
OG0000335	Prbi.g_00257	Pray.g_00714
OG0000336	Prbi.g_00259	Pray.g_00716
OG0000337	Prbi.g_00260	Pray.g_00717
OG0000338	Prbi.g_00264	Pray.g_00721
OG0000339	Prbi.g_00266	Pray.g_00723
OG0000340	Prbi.g_00268	Pray.g_00725
OG0000341	Prbi.g_00269	Pray.g_00726
OG0000342	Prbi.g_00270	Pray.g_00727
OG0000343	Prbi.g_00271	Pray.g_00728
OG0000344	Prbi.g_00274	Pray.g_00731
OG0000345	Prbi.g_00277	Pray.g_00734
OG0000346	Prbi.g_00278	Pray.g_00735
OG0000347	Prbi.g_00281	Pray.g_00738
OG0000348	Prbi.g_00283	Pray.g_00739
OG0000349	Prbi.g_00284	Pray.g_00740
OG0000350	Prbi.g_00286	Pray.g_00742
OG0000351	Prbi.g_00287	Pray.g_00743
OG0000352	Prbi.g_00288	Pray.g_00744
OG0000353	Prbi.g_00289	Pray.g_00745
OG0000354	Prbi.g_00290	Pray.g_00746
OG0000355	Prbi.g_00291	Pray.g_00747
OG0000356	Prbi.g_00292	Pray.g_00748
OG0000357	Prbi.g_00293	Pray.g_00749
OG0000358	Prbi.g_00294	Pray.g_00750
OG0000359	Prbi.g_00295	Pray.g_00751
OG0000360	Prbi.g_00299	Pray.g_00754
OG0000361	Prbi.g_00300	Pray.g_00755
OG0000362	Prbi.g_00301	Pray.g_00756
OG0000363	Prbi.g_00302	Pray.g_00757
OG0000364	Prbi.g_00306	Pray.g_00761
OG0000365	Prbi.g_00307	Pray.g_00762
OG0000366	Prbi.g_00309	Pray.g_00764
OG0000367	Prbi.g_00310	Pray.g_00765
OG0000368	Prbi.g_00311	Pray.g_00766
OG0000369	Prbi.g_00312	Pray.g_00767
OG0000370	Prbi.g_00313	Pray.g_00768
OG0000371	Prbi.g_00314	Pray.g_00769
OG0000372	Prbi.g_00315	Pray.g_00770
OG0000373	Prbi.g_00316	Pray.g_00771
OG0000374	Prbi.g_00318	Pray.g_00772
OG0000375	Prbi.g_00319	Pray.g_00773
OG0000376	Prbi.g_00322	Pray.g_00776
OG0000377	Prbi.g_00323	Pray.g_00777
OG0000378	Prbi.g_00324	Pray.g_00778
OG0000379	Prbi.g_00325	Pray.g_00779
OG0000380	Prbi.g_00326	Pray.g_00780
OG0000381	Prbi.g_00327	Pray.g_00781
OG0000382	Prbi.g_00328	Pray.g_00782
OG0000383	Prbi.g_00329	Pray.g_00783
OG0000384	Prbi.g_00332	Pray.g_00786
OG0000385	Prbi.g_00333	Pray.g_00787
OG0000386	Prbi.g_00334	Pray.g_00788
OG0000387	Prbi.g_00335	Pray.g_00789
OG0000388	Prbi.g_00336	Pray.g_00790
OG0000389	Prbi.g_00337	Pray.g_00791
OG0000390	Prbi.g_00338	Pray.g_00792
OG0000391	Prbi.g_00339	Pray.g_00793
OG0000392	Prbi.g_00340	Pray.g_00794
OG0000393	Prbi.g_00341	Pray.g_00795
OG0000394	Prbi.g_00342	Pray.g_00796
OG0000395	Prbi.g_00343	Pray.g_00797
OG0000396	Prbi.g_00345	Pray.g_00799
OG0000397	Prbi.g_00347	Pray.g_00801
OG0000398	Prbi.g_00348	Pray.g_00802
OG0000399	Prbi.g_00351	Pray.g_00805
OG0000400	Prbi.g_00352	Pray.g_00806
OG0000401	Prbi.g_00353	Pray.g_00807
OG0000402	Prbi.g_00358	Pray.g_00812
OG0000403	Prbi.g_00359	Pray.g_00813
OG0000404	Prbi.g_00360	Pray.g_00814
OG0000405	Prbi.g_00362	Pray.g_00816
OG0000406	Prbi.g_00365	Pray.g_00819
OG0000407	Prbi.g_00366	Pray.g_00820
OG0000408	Prbi.g_00369	Pray.g_00823
OG0000409	Prbi.g_00370	Pray.g_00824
OG0000410	Prbi.g_00371	Pray.g_00825
OG0000411	Prbi.g_00372	Pray.g_00826
OG0000412	Prbi.g_00373	Pray.g_00827
OG0000413	Prbi.g_00374	Pray.g_00828
OG0000414	Prbi.g_00375	Pray.g_00829
OG0000415	Prbi.g_00376	Pray.g_00830
OG0000416	Prbi.g_00379	Pray.g_00833
OG0000417	Prbi.g_00380	Pray.g_00834
OG0000418	Prbi.g_00381	Pray.g_00835
OG0000419	Prbi.g_00382	Pray.g_00836
OG0000420	Prbi.g_00383	Pray.g_00837
OG0000421	Prbi.g_00395	Pray.g_00849
OG0000422	Prbi.g_00403	Pray.g_00857
OG0000423	Prbi.g_00404	Pray.g_00858
OG0000424	Prbi.g_00409	Pray.g_00864
OG0000425	Prbi.g_00432	Pray.g_00921
OG0000426	Prbi.g_00433	Pray.g_00922
OG0000427	Prbi.g_00434	Pray.g_00923
OG0000428	Prbi.g_00436	Pray.g_00925
OG0000429	Prbi.g_00437	Pray.g_00926
OG0000430	Prbi.g_00439	Pray.g_00928
OG0000431	Prbi.g_00440	Pray.g_00929
OG0000432	Prbi.g_00441	Pray.g_00930
OG0000433	Prbi.g_00442	Pray.g_00931
OG0000434	Prbi.g_00443	Pray.g_00932
OG0000435	Prbi.g_00444	Pray.g_00933
OG0000436	Prbi.g_00445	Pray.g_00934
OG0000437	Prbi.g_00446	Pray.g_00935
OG0000438	Prbi.g_00447	Pray.g_00936
OG0000439	Prbi.g_00448	Pray.g_00937
OG0000440	Prbi.g_00449	Pray.g_00938
OG0000441	Prbi.g_00450	Pray.g_00939
OG0000442	Prbi.g_00451	Pray.g_00940
OG0000443	Prbi.g_00452	Pray.g_00941
OG0000444	Prbi.g_00453	Pray.g_00942
OG0000445	Prbi.g_00454	Pray.g_00943
OG0000446	Prbi.g_00456	Pray.g_00945
OG0000447	Prbi.g_00457	Pray.g_00946
OG0000448	Prbi.g_00459	Pray.g_00948
OG0000449	Prbi.g_00463	Pray.g_00951
OG0000450	Prbi.g_00464	Pray.g_00952
OG0000451	Prbi.g_00465	Pray.g_00953
OG0000452	Prbi.g_00466	Pray.g_00954
OG0000453	Prbi.g_00467	Pray.g_00955
OG0000454	Prbi.g_00474	Pray.g_00961
OG0000455	Prbi.g_00476	Pray.g_00963
OG0000456	Prbi.g_00480	Pray.g_00967
OG0000457	Prbi.g_00481	Pray.g_00968
OG0000458	Prbi.g_00482	Pray.g_00969
OG0000459	Prbi.g_00484	Pray.g_00971
OG0000460	Prbi.g_00486	Pray.g_00973
OG0000461	Prbi.g_00487	Pray.g_00974
OG0000462	Prbi.g_00488	Pray.g_00975
OG0000463	Prbi.g_00490	Pray.g_00977
OG0000464	Prbi.g_00491	Pray.g_00978
OG0000465	Prbi.g_00492	Pray.g_00979
OG0000466	Prbi.g_00493	Pray.g_00980
OG0000467	Prbi.g_00494	Pray.g_00981
OG0000468	Prbi.g_00495	Pray.g_00982
OG0000469	Prbi.g_00496	Pray.g_00983
OG0000470	Prbi.g_00497	Pray.g_00984
OG0000471	Prbi.g_00498	Pray.g_00985
OG0000472	Prbi.g_00503	Pray.g_00991
OG0000473	Prbi.g_00504	Pray.g_00992
OG0000474	Prbi.g_00505	Pray.g_00993
OG0000475	Prbi.g_00506	Pray.g_00994
OG0000476	Prbi.g_00508	Pray.g_00996
OG0000477	Prbi.g_00509	Pray.g_00997
OG0000478	Prbi.g_00510	Pray.g_00998
OG0000479	Prbi.g_00511	Pray.g_00999
OG0000480	Prbi.g_00513	Pray.g_01001
OG0000481	Prbi.g_00515	Pray.g_01003
OG0000482	Prbi.g_00516	Pray.g_01004
OG0000483	Prbi.g_00518	Pray.g_01006
OG0000484	Prbi.g_00519	Pray.g_01007
OG0000485	Prbi.g_00520	Pray.g_01008
OG0000486	Prbi.g_00521	Pray.g_01009
OG0000487	Prbi.g_00526	Pray.g_01014
OG0000488	Prbi.g_00528	Pray.g_01016
OG0000489	Prbi.g_00529	Pray.g_01017
OG0000490	Prbi.g_00530	Pray.g_01018
OG0000491	Prbi.g_00531	Pray.g_01019
OG0000492	Prbi.g_00532	Pray.g_01020
OG0000493	Prbi.g_00533	Pray.g_01021
OG0000494	Prbi.g_00534	Pray.g_01022
OG0000495	Prbi.g_00537	Pray.g_01227
OG0000496	Prbi.g_00538	Pray.g_01226
OG0000497	Prbi.g_00539	Pray.g_01225
OG0000498	Prbi.g_00540	Pray.g_01224
OG0000499	Prbi.g_00541	Pray.g_01223
OG0000500	Prbi.g_00543	Pray.g_01221
OG0000501	Prbi.g_00544	Pray.g_01220
OG0000502	Prbi.g_00545	Pray.g_01219
OG0000503	Prbi.g_00547	Pray.g_01217
OG0000504	Prbi.g_00548	Pray.g_01216
OG0000505	Prbi.g_00549	Pray.g_01215
OG0000506	Prbi.g_00550	Pray.g_01214
OG0000507	Prbi.g_00551	Pray.g_01213
OG0000508	Prbi.g_00552	Pray.g_01212
OG0000509	Prbi.g_00553	Pray.g_01211
OG0000510	Prbi.g_00554	Pray.g_01210
OG0000511	Prbi.g_00556	Pray.g_01208
OG0000512	Prbi.g_00557	Pray.g_01207
OG0000513	Prbi.g_00558	Pray.g_01206
OG0000514	Prbi.g_00559	Pray.g_01205
OG0000515	Prbi.g_00560	Pray.g_01204
OG0000516	Prbi.g_00561	Pray.g_01203
OG0000517	Prbi.g_00563	Pray.g_01201
OG0000518	Prbi.g_00564	Pray.g_01200
OG0000519	Prbi.g_00565	Pray.g_01199
OG0000520	Prbi.g_00566	Pray.g_01198
OG0000521	Prbi.g_00567	Pray.g_01197
OG0000522	Prbi.g_00568	Pray.g_01196
OG0000523	Prbi.g_00569	Pray.g_01195
OG0000524	Prbi.g_00570	Pray.g_01194
OG0000525	Prbi.g_00571	Pray.g_01193
OG0000526	Prbi.g_00572	Pray.g_01192
OG0000527	Prbi.g_00573	Pray.g_01191
OG0000528	Prbi.g_00574	Pray.g_01190
OG0000529	Prbi.g_00575	Pray.g_01189
OG0000530	Prbi.g_00576	Pray.g_01188
OG0000531	Prbi.g_00577	Pray.g_01187
OG0000532	Prbi.g_00578	Pray.g_01186
OG0000533	Prbi.g_00580	Pray.g_01184
OG0000534	Prbi.g_00581	Pray.g_01183
OG0000535	Prbi.g_00582	Pray.g_01182
OG0000536	Prbi.g_00583	Pray.g_01181
OG0000537	Prbi.g_00584	Pray.g_01180
OG0000538	Prbi.g_00585	Pray.g_01179
OG0000539	Prbi.g_00588	Pray.g_01176
OG0000540	Prbi.g_00589	Pray.g_01175
OG0000541	Prbi.g_00590	Pray.g_01174
