Query	F_000007925.1	F_000011465.1	F_000011485.1	F_000012465.1	F_000012645.1	F_000015645.1	F_000015665.1	F_000015685.1	F_000015705.1	F_000015965.1	F_000018065.1	F_000018585.1	F_000158595.1	F_000757845.1	F_000757865.1	F_000759855.1	F_000759865.1	F_000759875.1	F_000759885.1	F_000759935.1	F_000759955.1	F_000759975.1	F_000760015.1	F_000760035.1	F_000760055.1	F_000760075.1	F_000760095.1	F_000760115.1	F_000760155.1	F_000760175.1	F_000760195.1	F_000760215.1	F_000760235.1	F_000760255.1	F_000760275.1	F_000760295.1	F_000760315.1	F_000760335.1	F_000760355.1	F_000760375.1	F_001631965.1	F_001631985.1	F_001632005.1	F_001632025.1	F_001632045.1	F_001632065.1	F_001632075.1	F_001632125.1	F_001632145.1	F_001989415.1	F_001989435.1	F_001989455.1	F_002812945.1	F_003208055.1	F_003208065.1	F_012933585.1	F_012933595.1	F_012933605.1	F_017695955.1	F_017695965.1	F_017695975.1	F_017696015.1	F_017696035.1	F_017696055.1	F_017696075.1	F_017696085.1	F_017696175.1	F_017696205.1	F_017696245.1	F_017696275.1	F_017696315.1	F_019324835.1	F_019324845.1	F_019324885.1	F_019324905.1	F_019324925.1	F_019324945.1	F_019324955.1	F_019324985.1	F_019325005.1	F_019325015.1	F_019325045.1	F_019325055.1	F_019325065.1	F_019325105.1	F_019325115.1	F_027359355.1	F_027359375.1	F_027359395.1	F_027359415.1	F_027359475.1	F_027359525.1	F_027359575.1	F_027359595.1	F_034092375.1	F_034092395.1	F_034092415.1	F_034092465.1	F_034093315.1	F_047302725.1	F_047302745.1	F_047302755.1	F_047302765.1	F_047302795.1	F_047302805.1	F_047302855.1	F_047302865.1	F_047302875.1	F_047302905.1	F_047302975.1	F_047302985.1	F_047303155.1	F_047303165.1	F_047303175.1	F_047303345.1	F_047303415.1	F_047303465.1	F_047303495.1	F_047303505.1	F_047303555.1	F_047304495.1	F_047304505.1	F_047304515.1	F_047304525.1	F_047304535.1	F_047304605.1	F_047304615.1	F_047304625.1	F_047304675.1	F_047304685.1	F_047304785.1	F_047304905.1	F_047305015.1	F_047305065.1	F_047305115.1	F_047305125.1	F_047305145.1	F_047305155.1	F_047305225.1	F_047305235.1	F_047497115.1	F_047497125.1	F_047947085.1	F_902521235.1	F_902622435.1	F_965655815.1
F_000760295.1	0.348416	0.377093	0.0630694	0.333846	0.345216	0.377093	0.339272	0.331301	0.0568503	0.351789	0.359138	0.342173	0.367471	0.359138	0.333846	0.372096	0.372096	0.377093	0.359138	0.372096	0.348416	0.355355	0.345216	0.382525	0.372096	0.372096	0.372096	0.402409	0.348416	0.342173	0.351789	0.351789	0.333846	0.348416	0.348416	0	0.000166286	0.000219905	0.348416	0.348416	0.0582394	0.057751	0.0622292	0.0618487	0.0633454	0.0633454	0.0640667	0.0624773	0.0631153	0.377093	0.377093	0.377093	0.367471	0.3365	0.3365	0.0616264	0.062117	0.0614273	0.355355	0.345216	0.363165	0.355355	0.382525	0.345216	0.359138	0.377093	0.345216	0.351789	0.367471	0.351789	0.367471	0.345216	0.363165	0.355355	0.382525	0.372096	0.351789	0.377093	0.359138	0.351789	0.345216	0.333846	0.351789	0.3365	0.355355	0.367471	0.345216	0.342173	0.342173	0.345216	0.351789	0.328856	0.339272	0.32205	0.305212	0.306873	0.331301	0.333846	0.355355	0.377093	0.331301	0.00106073	0.348416	0.372096	0.000490075	0.359138	0.000946019	0.359138	0.348416	0.348416	0.000949288	0.0633685	0.0624321	0.351789	0.0622968	0.0634609	0.000864459	0.000942751	0.372096	0.382525	0.0632072	0.0634378	0.0578522	0.372096	0.372096	0.348416	0.351789	0.351789	0.333846	0.345216	0.062117	0.061871	0.351789	0.351789	0.377093	0.348416	0.372096	0.348416	0.402409	0.328856	0.377093	0.377093	0.355355	0.388475	0.377093	0.359138
F_000760315.1	0.348416	0.377093	0.0629092	0.333846	0.345216	0.377093	0.339272	0.331301	0.0567909	0.351789	0.363165	0.342173	0.367471	0.359138	0.333846	0.372096	0.372096	0.377093	0.359138	0.372096	0.348416	0.355355	0.345216	0.382525	0.372096	0.372096	0.372096	0.402409	0.348416	0.342173	0.351789	0.351789	0.333846	0.348416	0.348416	0.000166286	0	0.00019781	0.348416	0.348416	0.058178	0.0575894	0.062117	0.0618264	0.0632072	0.0632072	0.0640198	0.0624321	0.0629092	0.377093	0.377093	0.377093	0.367471	0.3365	0.3365	0.0616264	0.0620273	0.0613832	0.355355	0.345216	0.363165	0.355355	0.382525	0.345216	0.359138	0.377093	0.345216	0.351789	0.367471	0.351789	0.367471	0.345216	0.363165	0.355355	0.382525	0.372096	0.351789	0.377093	0.359138	0.351789	0.345216	0.333846	0.351789	0.3365	0.355355	0.367471	0.345216	0.342173	0.342173	0.345216	0.351789	0.328856	0.339272	0.32205	0.305212	0.306873	0.331301	0.333846	0.355355	0.377093	0.331301	0.00114965	0.348416	0.372096	0.000631302	0.359138	0.00099183	0.359138	0.348416	0.348416	0.00107059	0.0632532	0.0624321	0.351789	0.0622968	0.0633916	0.000982005	0.00109033	0.372096	0.382525	0.0630235	0.0632993	0.0577307	0.372096	0.372096	0.348416	0.351789	0.351789	0.333846	0.345216	0.0620497	0.061871	0.351789	0.351789	0.377093	0.348416	0.372096	0.348416	0.402409	0.328856	0.377093	0.377093	0.355355	0.388475	0.377093	0.359138
F_000760335.1	0.348416	0.377093	0.0628635	0.333846	0.345216	0.377093	0.339272	0.331301	0.0567514	0.351789	0.363165	0.342173	0.367471	0.359138	0.333846	0.372096	0.372096	0.377093	0.359138	0.372096	0.348416	0.355355	0.345216	0.382525	0.372096	0.372096	0.372096	0.402409	0.348416	0.342173	0.351789	0.351789	0.333846	0.348416	0.348416	0.000219905	0.00019781	0	0.348416	0.348416	0.0581576	0.0575693	0.062117	0.0618264	0.0631612	0.0631612	0.063973	0.0623869	0.0628863	0.377093	0.377093	0.377093	0.367471	0.3365	0.3365	0.0616264	0.062005	0.0613391	0.355355	0.345216	0.363165	0.355355	0.382525	0.345216	0.359138	0.377093	0.345216	0.351789	0.367471	0.351789	0.367471	0.345216	0.363165	0.355355	0.382525	0.372096	0.351789	0.377093	0.359138	0.351789	0.345216	0.333846	0.351789	0.3365	0.355355	0.367471	0.345216	0.342173	0.342173	0.345216	0.351789	0.328856	0.3365	0.32205	0.305212	0.306873	0.331301	0.333846	0.355355	0.377093	0.333846	0.00114635	0.348416	0.372096	0.000660307	0.359138	0.00105745	0.359138	0.348416	0.348416	0.00107059	0.0632762	0.0623869	0.351789	0.0622292	0.0634378	0.000972185	0.00105416	0.372096	0.382525	0.062932	0.0633223	0.0577105	0.372096	0.372096	0.348416	0.351789	0.351789	0.333846	0.345216	0.0619826	0.0618933	0.351789	0.351789	0.377093	0.348416	0.372096	0.348416	0.402409	0.331301	0.377093	0.377093	0.355355	0.382525	0.377093	0.359138
F_000760355.1	0.000106522	0.261316	0.355355	0.276802	0.265481	0.263781	0.268123	0.266349	0.326503	0.265481	0.260516	0.248298	0.256664	0.264625	0.269949	0.265481	0.265481	0.261316	0.270882	0.265481	0.263781	0.268123	0.265481	0.258946	0.259726	0.258946	0.258946	0.266349	0.000119089	0.244508	0.223902	0.223902	0.26723	7.82718e-05	0.000100241	0.348416	0.348416	0.348416	0	8.14088e-05	0.345216	0.345216	0.355355	0.342173	0.3365	0.339272	0.342173	0.351789	0.355355	0.262127	0.262127	0.262127	0.262949	0.268123	0.274765	0.355355	0.355355	0.359138	0.262949	0.282209	0.265481	0.259726	0.252339	0.259726	0.262127	0.262949	0.26723	0.27183	0.262127	0.269949	0.275775	0.282209	0.265481	0.259726	0.252339	0.275775	0.269949	0.262127	0.260516	0.269949	0.269029	0.26723	0.27183	0.27183	0.263781	0.262127	0.276802	0.243898	0.269949	0.216504	0.273771	0.275775	0.273771	0.275775	0.286903	0.272793	0.291983	0.28335	0.260516	0.261316	0.269949	0.348416	0.000131665	0.264625	0.348416	0.270882	0.348416	0.270882	0.00013481	0.000119089	0.348416	0.339272	0.355355	0.223902	0.355355	0.342173	0.348416	0.348416	0.264625	0.258946	0.355355	0.3365	0.345216	0.258946	0.258946	0.000122233	0.223902	0.223902	0.268123	0.265481	0.351789	0.342173	0.265481	0.265481	0.261316	0.263781	0.259726	0.272793	0.266349	0.274765	0.261316	0.261316	0.268123	0.265481	0.262949	0.263781
F_000760375.1	4.3796e-05	0.261316	0.355355	0.276802	0.265481	0.263781	0.268123	0.266349	0.326503	0.265481	0.260516	0.248953	0.256664	0.265481	0.269949	0.265481	0.265481	0.261316	0.270882	0.265481	0.263781	0.268123	0.265481	0.258946	0.259726	0.258946	0.258946	0.266349	5.6326e-05	0.244508	0.223902	0.223902	0.26723	3.44034e-05	3.75338e-05	0.348416	0.348416	0.348416	8.14088e-05	0	0.345216	0.345216	0.355355	0.342173	0.3365	0.339272	0.342173	0.351789	0.355355	0.262127	0.262127	0.262127	0.262949	0.268123	0.274765	0.355355	0.355355	0.359138	0.262949	0.282209	0.265481	0.259726	0.252339	0.259726	0.262127	0.262949	0.26723	0.27183	0.262127	0.269949	0.275775	0.282209	0.265481	0.259726	0.252339	0.275775	0.269949	0.262127	0.260516	0.269949	0.269029	0.26723	0.27183	0.27183	0.263781	0.262127	0.276802	0.243898	0.269949	0.216504	0.273771	0.275775	0.273771	0.275775	0.286903	0.272793	0.291983	0.282209	0.260516	0.261316	0.269949	0.348416	6.88636e-05	0.264625	0.348416	0.270882	0.348416	0.270882	7.19992e-05	4.3796e-05	0.348416	0.339272	0.355355	0.223902	0.355355	0.342173	0.348416	0.348416	0.264625	0.258946	0.355355	0.3365	0.345216	0.258946	0.258946	5.94597e-05	0.223902	0.223902	0.268123	0.265481	0.351789	0.342173	0.265481	0.265481	0.261316	0.263781	0.259726	0.272793	0.266349	0.274765	0.261316	0.261316	0.268123	0.265481	0.262949	0.262949
F_001631965.1	0.345216	0.359138	0.0410223	0.348416	0.359138	0.382525	0.331301	0.348416	0.0346096	0.359138	0.372096	0.342173	0.372096	0.359138	0.345216	0.363165	0.363165	0.359138	0.372096	0.363165	0.367471	0.342173	0.359138	0.382525	0.359138	0.359138	0.359138	0.377093	0.345216	0.351789	0.351789	0.351789	0.345216	0.345216	0.345216	0.0582394	0.058178	0.0581576	0.345216	0.345216	0	0.0343127	0.0416892	0.0428929	0.0402376	0.0403024	0.042	0.042136	0.0427819	0.382525	0.382525	0.382525	0.355355	0.351789	0.348416	0.041062	0.0413409	0.0406279	0.382525	0.355355	0.355355	0.348416	0.388475	0.348416	0.377093	0.359138	0.339272	0.359138	0.355355	0.355355	0.367471	0.355355	0.355355	0.348416	0.388475	0.372096	0.355355	0.359138	0.377093	0.355355	0.339272	0.351789	0.359138	0.348416	0.382525	0.355355	0.355355	0.348416	0.348416	0.339272	0.342173	0.331301	0.333846	0.324237	0.310334	0.310334	0.333846	0.345216	0.348416	0.359138	0.351789	0.0585476	0.345216	0.363165	0.0583829	0.372096	0.0586095	0.372096	0.345216	0.345216	0.0587129	0.0403413	0.042	0.351789	0.0421088	0.0433123	0.0585476	0.0586922	0.363165	0.382525	0.0428512	0.0403024	0.0344224	0.359138	0.359138	0.345216	0.351789	0.351789	0.345216	0.359138	0.04177	0.0429486	0.359138	0.359138	0.359138	0.367471	0.359138	0.355355	0.377093	0.342173	0.359138	0.359138	0.342173	0.359138	0.382525	0.359138
F_001631985.1	0.345216	0.359138	0.0432421	0.3365	0.351789	0.355355	0.326503	0.342173	0.0289288	0.348416	0.351789	0.331301	0.351789	0.363165	0.339272	0.372096	0.372096	0.359138	0.367471	0.372096	0.367471	0.339272	0.351789	0.359138	0.345216	0.345216	0.345216	0.372096	0.345216	0.359138	0.3365	0.3365	0.345216	0.345216	0.345216	0.057751	0.0575894	0.0575693	0.345216	0.345216	0.0343127	0	0.0440793	0.0435946	0.0436229	0.0436229	0.0429207	0.0442951	0.0438932	0.367471	0.367471	0.367471	0.359138	0.342173	0.339272	0.043425	0.0436938	0.0429764	0.351789	0.348416	0.351789	0.359138	0.367471	0.351789	0.355355	0.359138	0.331301	0.345216	0.359138	0.342173	0.351789	0.348416	0.351789	0.359138	0.367471	0.359138	0.342173	0.359138	0.355355	0.342173	0.331301	0.339272	0.345216	0.339272	0.351789	0.359138	0.333846	0.359138	0.342173	0.342173	0.339272	0.326503	0.326503	0.32205	0.312139	0.300482	0.326503	0.328856	0.355355	0.359138	0.333846	0.0583624	0.345216	0.372096	0.0580759	0.367471	0.0585063	0.367471	0.345216	0.345216	0.0585476	0.0436797	0.0442951	0.3365	0.0442663	0.0464474	0.0584857	0.0585476	0.372096	0.359138	0.0439504	0.0436797	7.82718e-05	0.345216	0.345216	0.345216	0.3365	0.3365	0.345216	0.351789	0.0440649	0.0436371	0.348416	0.348416	0.359138	0.367471	0.345216	0.345216	0.372096	0.331301	0.359138	0.359138	0.339272	0.355355	0.367471	0.339272
F_001632005.1	0.355355	0.359138	0.0331713	0.328856	0.3365	0.363165	0.342173	0.333846	0.0466771	0.331301	0.351789	0.326503	0.342173	0.355355	0.3365	0.367471	0.359138	0.359138	0.359138	0.363165	0.339272	0.348416	0.3365	0.351789	0.342173	0.342173	0.342173	0.348416	0.355355	0.339272	0.351789	0.351789	0.328856	0.355355	0.355355	0.0622292	0.062117	0.062117	0.355355	0.355355	0.0416892	0.0440793	0	0.0366916	0.0384578	0.0386183	0.0326772	0.00221169	0.0345765	0.367471	0.367471	0.367471	0.351789	0.331301	0.331301	0.00132195	0.00101149	0.00148223	0.348416	0.333846	0.339272	0.3365	0.367471	0.342173	0.348416	0.342173	0.324237	0.359138	0.351789	0.348416	0.355355	0.333846	0.339272	0.3365	0.367471	0.355355	0.348416	0.342173	0.348416	0.348416	0.324237	0.331301	0.359138	0.331301	0.348416	0.351789	0.339272	0.339272	0.339272	0.342173	0.328856	0.315916	0.326503	0.312139	0.324237	0.312139	0.331301	0.333846	0.345216	0.359138	0.333846	0.0627041	0.355355	0.367471	0.0625905	0.359138	0.0627951	0.359138	0.355355	0.355355	0.0627723	0.0386678	0.00117937	0.351789	0.00239969	0.0226612	0.0627496	0.062932	0.363165	0.351789	0.0346317	0.0385194	0.0441799	0.342173	0.342173	0.355355	0.351789	0.351789	0.328856	0.3365	0.00199438	0.0367385	0.331301	0.331301	0.359138	0.339272	0.342173	0.351789	0.348416	0.333846	0.359138	0.359138	0.348416	0.355355	0.355355	0.351789
F_001632025.1	0.342173	0.355355	0.0354479	0.326503	0.359138	0.363165	0.331301	0.3365	0.0461129	0.348416	0.372096	0.326503	0.359138	0.359138	0.345216	0.377093	0.372096	0.355355	0.359138	0.377093	0.355355	0.355355	0.359138	0.372096	0.355355	0.355355	0.355355	0.363165	0.342173	0.355355	0.339272	0.339272	0.328856	0.342173	0.342173	0.0618487	0.0618264	0.0618264	0.342173	0.342173	0.0428929	0.0435946	0.0366916	0	0.039104	0.0391417	0.035414	0.0370923	0.0376901	0.372096	0.372096	0.372096	0.359138	0.339272	0.342173	0.0362374	0.0364463	0.035789	0.377093	0.351789	0.348416	0.359138	0.377093	0.345216	0.348416	0.351789	0.342173	0.363165	0.363165	0.333846	0.377093	0.351789	0.348416	0.359138	0.377093	0.377093	0.333846	0.355355	0.351789	0.333846	0.342173	0.339272	0.363165	0.342173	0.377093	0.363165	0.333846	0.355355	0.339272	0.359138	0.339272	0.317894	0.331301	0.315916	0.319937	0.305212	0.317894	0.333846	0.355355	0.355355	0.342173	0.0624095	0.342173	0.377093	0.0622068	0.359138	0.0624321	0.359138	0.342173	0.342173	0.0625226	0.0391919	0.036915	0.339272	0.036974	0.0352224	0.0624547	0.0625226	0.377093	0.372096	0.0377746	0.0391542	0.0436513	0.355355	0.355355	0.342173	0.339272	0.339272	0.328856	0.359138	0.0367737	4.3796e-05	0.348416	0.348416	0.355355	0.359138	0.355355	0.339272	0.363165	0.342173	0.355355	0.355355	0.355355	0.363165	0.367471	0.363165
F_001632045.1	0.3365	0.355355	0.0343127	0.328856	0.348416	0.351789	0.333846	0.3365	0.0463254	0.328856	0.351789	0.32205	0.345216	0.345216	0.342173	0.351789	0.351789	0.355355	0.342173	0.351789	0.339272	0.345216	0.348416	0.351789	0.328856	0.328856	0.328856	0.331301	0.3365	0.348416	0.326503	0.326503	0.331301	0.3365	0.3365	0.0633454	0.0632072	0.0631612	0.3365	0.3365	0.0402376	0.0436229	0.0384578	0.039104	0	0.00118268	0.0343237	0.0388168	0.0344004	0.342173	0.342173	0.342173	0.342173	0.3365	0.333846	0.0377746	0.0381023	0.0375457	0.345216	0.342173	0.342173	0.355355	0.348416	0.333846	0.326503	0.3365	0.324237	0.342173	0.342173	0.339272	0.345216	0.342173	0.342173	0.355355	0.348416	0.348416	0.339272	0.3365	0.326503	0.339272	0.324237	0.3365	0.342173	0.3365	0.345216	0.342173	0.331301	0.348416	0.3365	0.342173	0.328856	0.317894	0.324237	0.317894	0.319937	0.315916	0.331301	0.339272	0.345216	0.355355	0.3365	0.0640667	0.3365	0.351789	0.0637395	0.342173	0.0641371	0.342173	0.3365	0.3365	0.0641842	0.00122569	0.0387298	0.326503	0.038767	0.0366681	0.0641136	0.0642548	0.351789	0.351789	0.0344774	7.19992e-05	0.0437081	0.328856	0.328856	0.3365	0.326503	0.326503	0.331301	0.348416	0.0384455	0.0391417	0.328856	0.328856	0.355355	0.339272	0.328856	0.328856	0.331301	0.333846	0.355355	0.355355	0.345216	0.345216	0.351789	0.348416
F_001632065.1	0.339272	0.355355	0.0343895	0.328856	0.348416	0.355355	0.328856	0.3365	0.0463863	0.331301	0.355355	0.32205	0.348416	0.342173	0.342173	0.351789	0.351789	0.355355	0.345216	0.351789	0.342173	0.348416	0.348416	0.359138	0.331301	0.331301	0.331301	0.333846	0.339272	0.348416	0.324237	0.324237	0.331301	0.339272	0.339272	0.0633454	0.0632072	0.0631612	0.339272	0.339272	0.0403024	0.0436229	0.0386183	0.0391417	0.00118268	0	0.0343127	0.0389039	0.0344884	0.345216	0.345216	0.345216	0.348416	0.3365	0.333846	0.0379441	0.0382245	0.0375817	0.342173	0.342173	0.345216	0.359138	0.351789	0.333846	0.328856	0.339272	0.326503	0.342173	0.348416	0.339272	0.351789	0.342173	0.345216	0.359138	0.351789	0.355355	0.339272	0.339272	0.328856	0.339272	0.326503	0.3365	0.342173	0.3365	0.342173	0.348416	0.331301	0.348416	0.339272	0.342173	0.326503	0.317894	0.324237	0.317894	0.319937	0.315916	0.331301	0.342173	0.345216	0.355355	0.339272	0.0640432	0.339272	0.351789	0.0637162	0.345216	0.0641136	0.345216	0.339272	0.339272	0.0641842	5.6326e-05	0.0389039	0.324237	0.0389414	0.0366213	0.0640667	0.0642312	0.351789	0.359138	0.0345655	0.00123563	0.0437081	0.331301	0.331301	0.339272	0.324237	0.324237	0.331301	0.348416	0.0386183	0.0391919	0.331301	0.331301	0.355355	0.342173	0.331301	0.331301	0.333846	0.333846	0.355355	0.355355	0.348416	0.345216	0.355355	0.348416
F_001632075.1	0.342173	0.339272	0.0268173	0.324237	0.355355	0.348416	0.331301	0.333846	0.0463711	0.345216	0.363165	0.328856	0.359138	0.342173	0.326503	0.377093	0.377093	0.339272	0.355355	0.377093	0.342173	0.348416	0.355355	0.359138	0.351789	0.351789	0.351789	0.342173	0.342173	0.328856	0.339272	0.339272	0.331301	0.342173	0.342173	0.0640667	0.0640198	0.063973	0.342173	0.342173	0.042	0.0429207	0.0326772	0.035414	0.0343237	0.0343127	0	0.0330867	0.0283649	0.342173	0.342173	0.342173	0.339272	0.339272	0.328856	0.031985	0.0323138	0.0316087	0.367471	0.339272	0.333846	0.339272	0.367471	0.339272	0.342173	0.363165	0.339272	0.348416	0.342173	0.345216	0.355355	0.339272	0.333846	0.339272	0.372096	0.359138	0.345216	0.363165	0.342173	0.345216	0.339272	0.339272	0.348416	0.331301	0.372096	0.342173	0.3365	0.331301	0.328856	0.342173	0.339272	0.315916	0.333846	0.32205	0.324237	0.305212	0.317894	0.326503	0.345216	0.339272	0.351789	0.0647763	0.342173	0.377093	0.0645148	0.355355	0.0648479	0.355355	0.342173	0.342173	0.0648957	0.0343785	0.0329918	0.339272	0.033055	0.0307206	0.0648002	0.0648957	0.377093	0.359138	0.0284292	0.0343895	0.0430043	0.351789	0.351789	0.342173	0.339272	0.339272	0.331301	0.355355	0.0326772	0.0354592	0.345216	0.345216	0.339272	0.342173	0.351789	0.342173	0.345216	0.345216	0.339272	0.339272	0.348416	0.3365	0.367471	0.345216
F_001632125.1	0.351789	0.359138	0.0336083	0.326503	0.3365	0.363165	0.339272	0.331301	0.046831	0.333846	0.348416	0.326503	0.339272	0.351789	0.339272	0.359138	0.355355	0.359138	0.355355	0.355355	0.339272	0.348416	0.3365	0.348416	0.339272	0.339272	0.339272	0.348416	0.351789	0.3365	0.345216	0.345216	0.326503	0.351789	0.351789	0.0624773	0.0624321	0.0623869	0.351789	0.351789	0.042136	0.0442951	0.00221169	0.0370923	0.0388168	0.0389039	0.0330867	0	0.0349425	0.363165	0.363165	0.363165	0.351789	0.331301	0.328856	0.00186435	0.00261756	0.00315736	0.348416	0.3365	0.3365	0.333846	0.363165	0.342173	0.348416	0.345216	0.324237	0.359138	0.351789	0.348416	0.348416	0.3365	0.3365	0.333846	0.363165	0.348416	0.348416	0.345216	0.348416	0.348416	0.324237	0.331301	0.359138	0.328856	0.348416	0.351789	0.3365	0.3365	0.3365	0.342173	0.328856	0.313999	0.328856	0.310334	0.326503	0.313999	0.328856	0.331301	0.342173	0.359138	0.331301	0.0630464	0.351789	0.359138	0.0629092	0.355355	0.0631153	0.355355	0.351789	0.351789	0.0631382	0.0389913	0.00135524	0.345216	0.00113645	0.0221088	0.0630694	0.0631382	0.355355	0.348416	0.0350318	0.0388541	0.0444108	0.339272	0.339272	0.351789	0.345216	0.345216	0.326503	0.3365	0.000493274	0.0371517	0.333846	0.333846	0.359138	0.339272	0.339272	0.348416	0.348416	0.331301	0.359138	0.359138	0.348416	0.351789	0.351789	0.351789
F_001632145.1	0.355355	0.348416	0.0290503	0.324237	0.345216	0.351789	0.339272	0.328856	0.0464474	0.339272	0.359138	0.3365	0.359138	0.339272	0.339272	0.367471	0.367471	0.348416	0.363165	0.367471	0.342173	0.372096	0.345216	0.348416	0.355355	0.355355	0.355355	0.355355	0.355355	0.351789	0.351789	0.351789	0.328856	0.355355	0.355355	0.0631153	0.0629092	0.0628863	0.355355	0.355355	0.0427819	0.0438932	0.0345765	0.0376901	0.0344004	0.0344884	0.0283649	0.0349425	0	0.351789	0.351789	0.351789	0.351789	0.328856	0.342173	0.03391	0.0341707	0.0332668	0.359138	0.355355	0.348416	0.359138	0.363165	0.363165	0.345216	0.348416	0.3365	0.363165	0.351789	0.342173	0.355355	0.355355	0.348416	0.359138	0.363165	0.355355	0.342173	0.348416	0.345216	0.342173	0.3365	0.333846	0.363165	0.339272	0.359138	0.351789	0.345216	0.348416	0.342173	0.339272	0.331301	0.32205	0.324237	0.32205	0.324237	0.308579	0.319937	0.331301	0.367471	0.348416	0.345216	0.0637162	0.355355	0.367471	0.0635072	0.363165	0.0638327	0.363165	0.355355	0.355355	0.0638561	0.0345655	0.0348534	0.351789	0.034976	0.0336083	0.0637628	0.0639028	0.367471	0.348416	7.19992e-05	0.0345104	0.043979	0.355355	0.355355	0.355355	0.351789	0.351789	0.328856	0.345216	0.0346428	0.0377625	0.339272	0.339272	0.348416	0.342173	0.355355	0.351789	0.355355	0.3365	0.348416	0.348416	0.372096	0.348416	0.355355	0.345216
F_001989415.1	0.262127	0.180164	0.359138	0.24765	0.0904876	0.0518422	0.188291	0.248953	0.402409	0.0555829	0.0790646	0.269949	0.0771755	0.0618264	0.247008	0.10559	0.10559	0.179954	0.0749394	0.105478	0.0821006	0.0908617	0.0904876	0.0513894	0.073526	0.073468	0.073584	0.0512511	0.262127	0.265481	0.269029	0.269029	0.261316	0.262127	0.262127	0.377093	0.377093	0.377093	0.262127	0.262127	0.382525	0.367471	0.367471	0.372096	0.342173	0.345216	0.342173	0.363165	0.351789	0	1.87584e-05	0	0.0228067	0.253039	0.250962	0.367471	0.367471	0.372096	0.0773957	0.0923439	0.0698508	0.0953106	0.0491176	0.0616929	0.0738461	0.0481485	0.085343	0.0770189	0.02338	0.0590037	0.0523711	0.0923009	0.0698508	0.0953562	0.049134	0.052194	0.0589412	0.0480688	0.0736131	0.0589412	0.0852685	0.253039	0.0770189	0.251646	0.0776486	0.0233643	0.248953	0.265481	0.246374	0.245745	0.256664	0.256664	0.253747	0.258946	0.293321	0.277846	0.284512	0.27183	0.0943169	0.179954	0.254463	0.377093	0.262127	0.105534	0.377093	0.0749694	0.377093	0.0749694	0.262127	0.262127	0.377093	0.345216	0.363165	0.269029	0.363165	0.367471	0.377093	0.377093	0.105757	0.051424	0.351789	0.342173	0.367471	0.0734102	0.073526	0.262127	0.269029	0.269029	0.261316	0.0904876	0.363165	0.372096	0.0556213	0.0556213	0.180164	0.0823801	0.073497	0.266349	0.0511304	0.253747	0.180375	0.180375	0.09082	0.0268173	0.0518948	0.182531
F_001989435.1	0.262127	0.180164	0.359138	0.24765	0.0904876	0.0518422	0.188291	0.248953	0.402409	0.0556021	0.0790973	0.269949	0.0772069	0.0618264	0.247008	0.105646	0.10559	0.180164	0.0749694	0.105478	0.0821354	0.0908617	0.0904876	0.051424	0.073555	0.073468	0.073584	0.0512511	0.262127	0.265481	0.269029	0.269029	0.261316	0.262127	0.262127	0.377093	0.377093	0.377093	0.262127	0.262127	0.382525	0.367471	0.367471	0.372096	0.342173	0.345216	0.342173	0.363165	0.351789	1.87584e-05	0	1.87584e-05	0.0228297	0.253039	0.250962	0.367471	0.367471	0.372096	0.0774273	0.0923869	0.0698508	0.0953562	0.049134	0.0616929	0.0738461	0.0481485	0.085343	0.0770189	0.0233956	0.0590245	0.0523888	0.0923439	0.0698508	0.0953562	0.0491503	0.052194	0.0589412	0.0480847	0.0736131	0.0589412	0.0852685	0.253039	0.0770189	0.251646	0.0776803	0.0233721	0.248953	0.265481	0.246374	0.245745	0.256664	0.256664	0.253747	0.258946	0.293321	0.277846	0.284512	0.27183	0.0943169	0.179954	0.254463	0.377093	0.262127	0.10559	0.377093	0.0749694	0.377093	0.0749694	0.262127	0.262127	0.377093	0.345216	0.363165	0.269029	0.363165	0.367471	0.377093	0.377093	0.105757	0.0514413	0.351789	0.342173	0.367471	0.0734102	0.073555	0.262127	0.269029	0.269029	0.261316	0.0904876	0.363165	0.372096	0.0556213	0.0556213	0.180164	0.0823801	0.073526	0.266349	0.0511476	0.253747	0.180375	0.180375	0.09082	0.0268348	0.0519298	0.182531
