Orthogroup	Prbj	Syal
OG0000113	Prbj.g_02437	Syal.g_02443
OG0000114	Prbj.g_02340	Syal.g_02286
OG0000115	Prbj.g_00634	Syal.g_00404
OG0000116	Prbj.g_00956	Syal.g_01630
OG0000117	Prbj.g_01915	Syal.g_01704
OG0000118	Prbj.g_01742	Syal.g_01583
OG0000119	Prbj.g_00740, Prbj.g_00778	Syal.g_02056
OG0000120	Prbj.g_01465	Syal.g_01324
OG0000121	Prbj.g_01064, Prbj.g_01058	Syal.g_00374
OG0000122	Prbj.g_02627	Syal.g_02602
OG0000123	Prbj.g_00406	Syal.g_00283
OG0000124	Prbj.g_01281	Syal.g_01519
OG0000125	Prbj.g_01963	Syal.g_01075
OG0000126	Prbj.g_02067	Syal.g_00090
OG0000128	Prbj.g_02085	Syal.g_00109
OG0000129	Prbj.g_01951	Syal.g_01062
OG0000130	Prbj.g_00564	Syal.g_00751
OG0000131	Prbj.g_00543	Syal.g_00886
OG0000132	Prbj.g_00523	Syal.g_00906
OG0000133	Prbj.g_01460	Syal.g_01995
OG0000134	Prbj.g_00067	Syal.g_00552
OG0000135	Prbj.g_02004	Syal.g_01119
OG0000136	Prbj.g_00105	Syal.g_00520
OG0000137	Prbj.g_00128	Syal.g_00463
OG0000138	Prbj.g_01613	Syal.g_02914
OG0000139	Prbj.g_02133	Syal.g_02832
OG0000140	Prbj.g_02139	Syal.g_02830
OG0000141	Prbj.g_01757	Syal.g_02738
OG0000142	Prbj.g_02573	Syal.g_02636
OG0000143	Prbj.g_02577	Syal.g_02632
OG0000144	Prbj.g_00793	Syal.g_02515
OG0000145	Prbj.g_01607	Syal.g_02921
OG0000146	Prbj.g_02277	Syal.g_02001
OG0000147	Prbj.g_02278	Syal.g_02002
OG0000148	Prbj.g_02431	Syal.g_02437
OG0000149	Prbj.g_02488	Syal.g_02475
OG0000150	Prbj.g_02511	Syal.g_02737
OG0000151	Prbj.g_02361	Syal.g_02263
OG0000152	Prbj.g_02268	Syal.g_01991
OG0000153	Prbj.g_02241	Syal.g_01958
OG0000154	Prbj.g_02213	Syal.g_01918
OG0000155	Prbj.g_00312	Syal.g_01695
OG0000156	Prbj.g_00163	Syal.g_01620
OG0000157	Prbj.g_00162	Syal.g_01619
OG0000158	Prbj.g_01514	Syal.g_01431
OG0000160	Prbj.g_01057	Syal.g_00372
OG0000161	Prbj.g_01071	Syal.g_00384
OG0000162	Prbj.g_01077	Syal.g_00396
OG0000163	Prbj.g_01688	Syal.g_02971
OG0000164	Prbj.g_00476	Syal.g_00623
OG0000165	Prbj.g_00467	Syal.g_00632
OG0000166	Prbj.g_01019	Syal.g_00236
OG0000167	Prbj.g_01500	Syal.g_01347
OG0000168	Prbj.g_01515	Syal.g_01433
OG0000169	Prbj.g_01581	Syal.g_01447
OG0000170	Prbj.g_01593	Syal.g_01454
OG0000171	Prbj.g_01282	Syal.g_01518
OG0000172	Prbj.g_01248	Syal.g_00174, Syal.g_00173
OG0000173	Prbj.g_01227	Syal.g_00155
OG0000174	Prbj.g_02006	Syal.g_01121
OG0000175	Prbj.g_02044	Syal.g_01172
OG0000176	Prbj.g_02077	Syal.g_00101
OG0000177	Prbj.g_02078	Syal.g_00102
OG0000178	Prbj.g_02079	Syal.g_00103
OG0000179	Prbj.g_01188	Syal.g_00118
OG0000180	Prbj.g_01189	Syal.g_00119
OG0000181	Prbj.g_01190	Syal.g_00120
OG0000182	Prbj.g_01191	Syal.g_00121
OG0000183	Prbj.g_01195	Syal.g_00125
OG0000184	Prbj.g_01943	Syal.g_01050
OG0000185	Prbj.g_01921	Syal.g_01025
OG0000186	Prbj.g_00558	Syal.g_02684, Syal.g_00747
OG0000187	Prbj.g_00560	Syal.g_02685, Syal.g_00748
OG0000188	Prbj.g_00581	Syal.g_00771
OG0000189	Prbj.g_00607	Syal.g_00807
OG0000190	Prbj.g_00609	Syal.g_01364
OG0000191	Prbj.g_01557	Syal.g_00841
OG0000192	Prbj.g_01566	Syal.g_00847
OG0000193	Prbj.g_00542	Syal.g_00887
OG0000194	Prbj.g_00539	Syal.g_00890
OG0000195	Prbj.g_00537	Syal.g_00892
OG0000196	Prbj.g_00526	Syal.g_00903
OG0000197	Prbj.g_00525	Syal.g_00904
OG0000198	Prbj.g_00524	Syal.g_00905
OG0000199	Prbj.g_00517	Syal.g_00913
OG0000200	Prbj.g_01138	Syal.g_00932
OG0000201	Prbj.g_01157	Syal.g_00949
OG0000202	Prbj.g_01158	Syal.g_00950
OG0000203	Prbj.g_01159	Syal.g_00951
OG0000204	Prbj.g_01160	Syal.g_00952
OG0000205	Prbj.g_01167	Syal.g_00959
OG0000206	Prbj.g_00288	Syal.g_00971
OG0000207	Prbj.g_00234	Syal.g_00974
OG0000208	Prbj.g_00235	Syal.g_00975
OG0000209	Prbj.g_00262	Syal.g_01000
OG0000210	Prbj.g_00263	Syal.g_01001
OG0000211	Prbj.g_00177	Syal.g_00688
OG0000212	Prbj.g_02615	Syal.g_00679
OG0000213	Prbj.g_01362	Syal.g_01229
OG0000214	Prbj.g_01389	Syal.g_01246
OG0000215	Prbj.g_01419	Syal.g_01277
OG0000216	Prbj.g_01422	Syal.g_01281
OG0000217	Prbj.g_01426	Syal.g_01285
OG0000218	Prbj.g_01430	Syal.g_01287
OG0000219	Prbj.g_01431	Syal.g_01288
OG0000220	Prbj.g_01432	Syal.g_01289
OG0000221	Prbj.g_01437	Syal.g_01297
OG0000222	Prbj.g_01446	Syal.g_01309
OG0000223	Prbj.g_01469	Syal.g_01327
OG0000224	Prbj.g_01480	Syal.g_01329
OG0000225	Prbj.g_00323	Syal.g_00363
OG0000226	Prbj.g_00319	Syal.g_00367
OG0000227	Prbj.g_00317	Syal.g_00369
OG0000228	Prbj.g_00063	Syal.g_00556
OG0000229	Prbj.g_00100	Syal.g_00525
OG0000230	Prbj.g_00102	Syal.g_00523
OG0000231	Prbj.g_00117	Syal.g_00510
OG0000232	Prbj.g_01888	Syal.g_00495
OG0000233	Prbj.g_00148	Syal.g_00487
OG0000234	Prbj.g_00127	Syal.g_00461
OG0000235	Prbj.g_01631	Syal.g_02896
OG0000236	Prbj.g_01615	Syal.g_02912
OG0000237	Prbj.g_02094	Syal.g_02930
OG0000238	Prbj.g_02098	Syal.g_02935
OG0000239	Prbj.g_02114	Syal.g_02951
OG0000240	Prbj.g_02115	Syal.g_02952
OG0000241	Prbj.g_01116	Syal.g_02696
OG0000242	Prbj.g_02125	Syal.g_02840
OG0000243	Prbj.g_02668	Syal.g_02822
OG0000244	Prbj.g_01859	Syal.g_02815
OG0000245	Prbj.g_01862	Syal.g_02813
OG0000246	Prbj.g_01866	Syal.g_02809
OG0000247	Prbj.g_01877	Syal.g_02797
OG0000248	Prbj.g_01880	Syal.g_02794
OG0000249	Prbj.g_01882	Syal.g_02792
OG0000250	Prbj.g_01805	Syal.g_02786
OG0000251	Prbj.g_01781	Syal.g_02760
OG0000252	Prbj.g_01778	Syal.g_02757
OG0000253	Prbj.g_01772	Syal.g_02755
OG0000254	Prbj.g_01753	Syal.g_02732
OG0000255	Prbj.g_02546	Syal.g_02719
OG0000256	Prbj.g_02560	Syal.g_02705
OG0000257	Prbj.g_02566	Syal.g_02697
OG0000258	Prbj.g_02589	Syal.g_02623
OG0000259	Prbj.g_00812	Syal.g_02182
OG0000260	Prbj.g_00816	Syal.g_02188
OG0000261	Prbj.g_00819	Syal.g_02199
OG0000262	Prbj.g_00824	Syal.g_02204
OG0000263	Prbj.g_00248	Syal.g_01720
OG0000264	Prbj.g_00933	Syal.g_01788
OG0000265	Prbj.g_02178, Prbj.g_00913	Syal.g_02534
OG0000266	Prbj.g_02189	Syal.g_02421
OG0000267	Prbj.g_02315	Syal.g_02043
OG0000268	Prbj.g_02314	Syal.g_02042
OG0000269	Prbj.g_02407	Syal.g_02409
OG0000270	Prbj.g_02410	Syal.g_02412
OG0000271	Prbj.g_02418	Syal.g_01871
OG0000272	Prbj.g_02419	Syal.g_01872
OG0000274	Prbj.g_02471	Syal.g_02455
OG0000275	Prbj.g_02474	Syal.g_02458
OG0000276	Prbj.g_02480	Syal.g_02467
OG0000277	Prbj.g_02481	Syal.g_02468
OG0000278	Prbj.g_02484	Syal.g_02471
OG0000279	Prbj.g_02492	Syal.g_02479
OG0000280	Prbj.g_02498	Syal.g_02493
OG0000281	Prbj.g_02512	Syal.g_02190
OG0000282	Prbj.g_02342	Syal.g_02284
OG0000283	Prbj.g_02303	Syal.g_02028
OG0000284	Prbj.g_02297	Syal.g_02023
OG0000285	Prbj.g_00694	Syal.g_02012
OG0000286	Prbj.g_02269	Syal.g_01992
OG0000287	Prbj.g_00722	Syal.g_01965
OG0000288	Prbj.g_02214	Syal.g_01919
OG0000289	Prbj.g_02201	Syal.g_01904
OG0000290	Prbj.g_01841	Syal.g_01826
OG0000291	Prbj.g_01839	Syal.g_01824
OG0000292	Prbj.g_02066	Syal.g_00089
OG0000293	Prbj.g_00958	Syal.g_01631
OG0000294	Prbj.g_00959	Syal.g_01632
OG0000295	Prbj.g_00304	Syal.g_01687
OG0000296	Prbj.g_00306, Prbj.g_00307	Syal.g_01689
OG0000297	Prbj.g_01913	Syal.g_01702
OG0000298	Prbj.g_01914	Syal.g_01703
OG0000299	Prbj.g_01903	Syal.g_01732
OG0000300	Prbj.g_02155	Syal.g_01738
OG0000301	Prbj.g_02156	Syal.g_01739
OG0000302	Prbj.g_02159	Syal.g_01740
OG0000303	Prbj.g_00314	Syal.g_01763
OG0000304	Prbj.g_00020	Syal.g_01756
OG0000305	Prbj.g_01837	Syal.g_01821
OG0000306	Prbj.g_02521	Syal.g_02579
OG0000307	Prbj.g_01647	Syal.g_02880
OG0000308	Prbj.g_01649	Syal.g_02878
OG0000309	Prbj.g_01653	Syal.g_02873
OG0000310	Prbj.g_01294	Syal.g_01537
OG0000311	Prbj.g_01040	Syal.g_00061
OG0000312	Prbj.g_01044	Syal.g_00031
OG0000313	Prbj.g_01068	Syal.g_00381
OG0000314	Prbj.g_00646	Syal.g_00416
OG0000315	Prbj.g_00656	Syal.g_00426
OG0000316	Prbj.g_01699	Syal.g_02987
OG0000317	Prbj.g_00863	Syal.g_00583
OG0000318	Prbj.g_00856	Syal.g_00588
OG0000319	Prbj.g_00487	Syal.g_00608
OG0000320	Prbj.g_00485	Syal.g_00610
OG0000321	Prbj.g_00484	Syal.g_00611
OG0000322	Prbj.g_00483	Syal.g_00612
OG0000323	Prbj.g_00472	Syal.g_00626
OG0000324	Prbj.g_00443	Syal.g_00656
OG0000325	Prbj.g_02657	Syal.g_00195
OG0000326	Prbj.g_02649	Syal.g_00202
OG0000327	Prbj.g_01024	Syal.g_00230
OG0000328	Prbj.g_01023	Syal.g_00231
OG0000329	Prbj.g_01006	Syal.g_00249
OG0000330	Prbj.g_01005	Syal.g_00250
OG0000331	Prbj.g_01004	Syal.g_00251
OG0000332	Prbj.g_00989	Syal.g_00266
OG0000333	Prbj.g_00987	Syal.g_00269
OG0000334	Prbj.g_00410	Syal.g_00279
OG0000335	Prbj.g_00405	Syal.g_00284
OG0000336	Prbj.g_00401	Syal.g_00288
OG0000337	Prbj.g_01494	Syal.g_01343
OG0000338	Prbj.g_01498	Syal.g_01345
OG0000339	Prbj.g_01504	Syal.g_01351
OG0000340	Prbj.g_01516	Syal.g_01434
OG0000341	Prbj.g_01518	Syal.g_01436
OG0000342	Prbj.g_01519	Syal.g_01437
OG0000343	Prbj.g_01576	Syal.g_01441
OG0000344	Prbj.g_01579	Syal.g_01445
OG0000345	Prbj.g_01594	Syal.g_01455
OG0000346	Prbj.g_01599	Syal.g_01460
OG0000347	Prbj.g_01280	Syal.g_01525
OG0000348	Prbj.g_01243	Syal.g_00170
OG0000349	Prbj.g_01219	Syal.g_00148
OG0000350	Prbj.g_01999	Syal.g_00209
OG0000351	Prbj.g_02047	Syal.g_01175
OG0000352	Prbj.g_02048	Syal.g_01176
OG0000353	Prbj.g_02072	Syal.g_00095
OG0000354	Prbj.g_02104	Syal.g_02941
OG0000354	Prbj.g_01186	Syal.g_00116
OG0000355	Prbj.g_02074	Syal.g_00098
OG0000356	Prbj.g_02075	Syal.g_00099
OG0000357	Prbj.g_02076	Syal.g_00100
OG0000358	Prbj.g_02080	Syal.g_00104
OG0000359	Prbj.g_02082	Syal.g_00106
OG0000360	Prbj.g_02083	Syal.g_00107
OG0000361	Prbj.g_02084	Syal.g_00108
OG0000362	Prbj.g_02086	Syal.g_00110
OG0000363	Prbj.g_01182	Syal.g_00112
OG0000364	Prbj.g_01183	Syal.g_00113
OG0000365	Prbj.g_01192	Syal.g_00122
OG0000366	Prbj.g_01193	Syal.g_00123
OG0000367	Prbj.g_01194	Syal.g_00124
OG0000368	Prbj.g_01196	Syal.g_00126
OG0000369	Prbj.g_01197	Syal.g_00127
OG0000370	Prbj.g_01198	Syal.g_00128
OG0000371	Prbj.g_01207	Syal.g_00135
OG0000372	Prbj.g_01212	Syal.g_00141
OG0000373	Prbj.g_01213	Syal.g_00142
OG0000374	Prbj.g_01214	Syal.g_00143
OG0000375	Prbj.g_01215	Syal.g_00144
OG0000376	Prbj.g_01217	Syal.g_00146
OG0000377	Prbj.g_01950	Syal.g_01061
OG0000378	Prbj.g_01936	Syal.g_01027
OG0000379	Prbj.g_01920	Syal.g_01024
OG0000380	Prbj.g_00561	Syal.g_00749
OG0000381	Prbj.g_00565	Syal.g_00752
OG0000382	Prbj.g_00580	Syal.g_00770
OG0000383	Prbj.g_00582	Syal.g_00775
OG0000384	Prbj.g_00583	Syal.g_00776
OG0000385	Prbj.g_00584	Syal.g_00777
OG0000386	Prbj.g_00585	Syal.g_00778
OG0000387	Prbj.g_00611	Syal.g_00811
OG0000388	Prbj.g_00615	Syal.g_00815
OG0000389	Prbj.g_00619	Syal.g_00819
OG0000390	Prbj.g_01551	Syal.g_00835
OG0000391	Prbj.g_01556	Syal.g_00840
OG0000392	Prbj.g_01562	Syal.g_00846
OG0000393	Prbj.g_01567	Syal.g_00849
OG0000394	Prbj.g_01568	Syal.g_00850
OG0000395	Prbj.g_01569	Syal.g_00851
OG0000396	Prbj.g_01530	Syal.g_00854
OG0000397	Prbj.g_01532	Syal.g_00857
OG0000398	Prbj.g_01537	Syal.g_00862
OG0000399	Prbj.g_01538	Syal.g_00863
OG0000400	Prbj.g_01539	Syal.g_00864
OG0000401	Prbj.g_01540	Syal.g_00865
OG0000402	Prbj.g_01542	Syal.g_00867
OG0000403	Prbj.g_01543	Syal.g_00868
OG0000404	Prbj.g_01545	Syal.g_00870
OG0000405	Prbj.g_00545	Syal.g_00883
OG0000406	Prbj.g_00541	Syal.g_00888
OG0000407	Prbj.g_00540	Syal.g_00889
OG0000408	Prbj.g_00538	Syal.g_00891
OG0000409	Prbj.g_00536	Syal.g_00893
OG0000410	Prbj.g_00535	Syal.g_00894
OG0000411	Prbj.g_00534	Syal.g_00895
OG0000412	Prbj.g_00533	Syal.g_00896
OG0000413	Prbj.g_00531	Syal.g_00898
OG0000414	Prbj.g_00530	Syal.g_00899
OG0000415	Prbj.g_00529	Syal.g_00900
OG0000416	Prbj.g_00528	Syal.g_00901
OG0000417	Prbj.g_00527	Syal.g_00902
OG0000418	Prbj.g_00522	Syal.g_00907
OG0000419	Prbj.g_00520	Syal.g_00909
OG0000420	Prbj.g_00519	Syal.g_00911
OG0000421	Prbj.g_00515	Syal.g_00916
OG0000422	Prbj.g_00514	Syal.g_00917
OG0000423	Prbj.g_00513	Syal.g_00918
OG0000424	Prbj.g_00512	Syal.g_00919
OG0000425	Prbj.g_00511	Syal.g_00920
OG0000426	Prbj.g_00510	Syal.g_00921
OG0000427	Prbj.g_00509	Syal.g_00922
OG0000428	Prbj.g_02369	Syal.g_00925
OG0000429	Prbj.g_01135	Syal.g_00929
OG0000430	Prbj.g_01137	Syal.g_00931
OG0000431	Prbj.g_01141	Syal.g_00934
OG0000432	Prbj.g_01148	Syal.g_00940
OG0000433	Prbj.g_01151	Syal.g_00943
OG0000434	Prbj.g_01152	Syal.g_00944
OG0000435	Prbj.g_01155	Syal.g_00946
OG0000436	Prbj.g_01161	Syal.g_00953
OG0000437	Prbj.g_01162	Syal.g_00954
OG0000438	Prbj.g_01163	Syal.g_00955
OG0000439	Prbj.g_01165	Syal.g_00957
OG0000440	Prbj.g_01166	Syal.g_00958
OG0000441	Prbj.g_01173	Syal.g_00962
OG0000442	Prbj.g_01174	Syal.g_00964
OG0000443	Prbj.g_00289	Syal.g_00966
OG0000444	Prbj.g_00237	Syal.g_00978
OG0000445	Prbj.g_00238	Syal.g_00979
OG0000446	Prbj.g_00240	Syal.g_00981
OG0000447	Prbj.g_00250	Syal.g_00989
OG0000448	Prbj.g_00251	Syal.g_00990
OG0000449	Prbj.g_00252	Syal.g_00991
OG0000450	Prbj.g_00258	Syal.g_00997
OG0000451	Prbj.g_00259	Syal.g_00998
OG0000452	Prbj.g_00264	Syal.g_01002
OG0000453	Prbj.g_00265	Syal.g_01003
OG0000454	Prbj.g_00266	Syal.g_01004
OG0000455	Prbj.g_00267	Syal.g_01005
OG0000456	Prbj.g_00268	Syal.g_01006
OG0000457	Prbj.g_00270	Syal.g_01008
OG0000458	Prbj.g_00271	Syal.g_01009
OG0000459	Prbj.g_00272	Syal.g_01010
OG0000460	Prbj.g_00176	Syal.g_00686
OG0000461	Prbj.g_02661	Syal.g_01199
OG0000462	Prbj.g_01341	Syal.g_01202
OG0000463	Prbj.g_01342	Syal.g_01203
OG0000464	Prbj.g_01343	Syal.g_01204
OG0000465	Prbj.g_01345	Syal.g_01205
OG0000466	Prbj.g_01350	Syal.g_01210
OG0000467	Prbj.g_01352	Syal.g_01212
OG0000468	Prbj.g_01359	Syal.g_01225
OG0000469	Prbj.g_01372	Syal.g_01240
OG0000470	Prbj.g_01385	Syal.g_01242
OG0000471	Prbj.g_01386	Syal.g_01243
OG0000472	Prbj.g_01388	Syal.g_01245
OG0000473	Prbj.g_01390	Syal.g_01247
OG0000474	Prbj.g_01391	Syal.g_01248
OG0000475	Prbj.g_01392	Syal.g_01249
OG0000476	Prbj.g_01394	Syal.g_01251
OG0000477	Prbj.g_01399	Syal.g_01257
OG0000478	Prbj.g_01400	Syal.g_01258
OG0000479	Prbj.g_01401	Syal.g_01259
OG0000480	Prbj.g_01408	Syal.g_01266
OG0000481	Prbj.g_01410	Syal.g_01268
OG0000482	Prbj.g_01411	Syal.g_01269
OG0000483	Prbj.g_01415	Syal.g_01273
OG0000484	Prbj.g_01416	Syal.g_01274
OG0000485	Prbj.g_01417	Syal.g_01275
OG0000486	Prbj.g_01418	Syal.g_01276
OG0000487	Prbj.g_01423	Syal.g_01282
OG0000488	Prbj.g_01427	Syal.g_01286
OG0000489	Prbj.g_01438	Syal.g_01298
OG0000490	Prbj.g_01444	Syal.g_01307
OG0000491	Prbj.g_01445	Syal.g_01308
OG0000492	Prbj.g_01448	Syal.g_01310
OG0000493	Prbj.g_01449	Syal.g_01311
OG0000494	Prbj.g_01450	Syal.g_01312
OG0000495	Prbj.g_01451	Syal.g_01313
OG0000496	Prbj.g_01452	Syal.g_01314
OG0000497	Prbj.g_01453	Syal.g_01315
OG0000498	Prbj.g_01454	Syal.g_01316
OG0000499	Prbj.g_01455	Syal.g_01317
OG0000500	Prbj.g_01456	Syal.g_01318
OG0000501	Prbj.g_01459	Syal.g_01321
OG0000502	Prbj.g_01471	Syal.g_01328
OG0000503	Prbj.g_00341	Syal.g_00347
OG0000504	Prbj.g_00339	Syal.g_00349
OG0000505	Prbj.g_00338	Syal.g_00350
OG0000506	Prbj.g_00336	Syal.g_00352
OG0000507	Prbj.g_00331	Syal.g_00358
OG0000508	Prbj.g_00324	Syal.g_00362
OG0000509	Prbj.g_00322	Syal.g_00364
OG0000510	Prbj.g_00321	Syal.g_00365
OG0000511	Prbj.g_00320	Syal.g_00366
OG0000512	Prbj.g_00318	Syal.g_00368
OG0000513	Prbj.g_00068	Syal.g_00551
OG0000514	Prbj.g_00076	Syal.g_00539
OG0000515	Prbj.g_00077	Syal.g_00538
OG0000516	Prbj.g_00089	Syal.g_00534
OG0000517	Prbj.g_00099	Syal.g_00526
OG0000518	Prbj.g_00111	Syal.g_00514
OG0000519	Prbj.g_00112	Syal.g_00513
OG0000520	Prbj.g_00113	Syal.g_00512
OG0000521	Prbj.g_01894	Syal.g_00502
OG0000522	Prbj.g_01892	Syal.g_00500
OG0000523	Prbj.g_01891	Syal.g_00499
OG0000524	Prbj.g_00152	Syal.g_00491
OG0000525	Prbj.g_00136	Syal.g_00473
OG0000526	Prbj.g_00134	Syal.g_00471
OG0000527	Prbj.g_00130	Syal.g_00465
OG0000528	Prbj.g_01635	Syal.g_02893
OG0000529	Prbj.g_01629	Syal.g_02898
OG0000530	Prbj.g_01626	Syal.g_02901
OG0000531	Prbj.g_01625	Syal.g_02902
OG0000532	Prbj.g_01622	Syal.g_02905
OG0000533	Prbj.g_01620	Syal.g_02907
OG0000534	Prbj.g_01619	Syal.g_02908
OG0000535	Prbj.g_01618	Syal.g_02909
OG0000536	Prbj.g_01617	Syal.g_02910
OG0000537	Prbj.g_01616	Syal.g_02911
OG0000538	Prbj.g_01605	Syal.g_02923
OG0000539	Prbj.g_02088	Syal.g_02924
OG0000540	Prbj.g_02089	Syal.g_02925
OG0000541	Prbj.g_02090	Syal.g_02926
OG0000542	Prbj.g_02093	Syal.g_02929
OG0000543	Prbj.g_02095	Syal.g_02931
OG0000544	Prbj.g_02096	Syal.g_02932
OG0000545	Prbj.g_02097	Syal.g_02934
OG0000546	Prbj.g_02099	Syal.g_02936
OG0000547	Prbj.g_02101	Syal.g_02938
OG0000548	Prbj.g_02102	Syal.g_02939
OG0000549	Prbj.g_02108	Syal.g_02945
OG0000550	Prbj.g_02113	Syal.g_02949
OG0000551	Prbj.g_02117	Syal.g_02953
OG0000552	Prbj.g_02118	Syal.g_02954
OG0000553	Prbj.g_02123	Syal.g_02843
OG0000554	Prbj.g_02128	Syal.g_02837
OG0000555	Prbj.g_02146	Syal.g_02823
OG0000556	Prbj.g_02666	Syal.g_02819
OG0000557	Prbj.g_01858	Syal.g_02816
OG0000558	Prbj.g_01861	Syal.g_02814
OG0000559	Prbj.g_01865	Syal.g_02810
OG0000560	Prbj.g_01868	Syal.g_02807
OG0000561	Prbj.g_01869	Syal.g_02806
OG0000562	Prbj.g_01870	Syal.g_02805
OG0000563	Prbj.g_01871	Syal.g_02804
