Orthogroup	Prbj	Syad
OG0000117	Prbj.g_01915	Syad.g_01510
OG0000118	Prbj.g_01742	Syad.g_01104
OG0000119	Prbj.g_00740, Prbj.g_00778	Syad.g_01168
OG0000120	Prbj.g_01465	Syad.g_00459
OG0000121	Prbj.g_01064, Prbj.g_01058	Syad.g_02280
OG0000122	Prbj.g_02627	Syad.g_02122
OG0000123	Prbj.g_00406	Syad.g_00701
OG0000124	Prbj.g_01281	Syad.g_00320
OG0000125	Prbj.g_01963	Syad.g_03040
OG0000126	Prbj.g_02067	Syad.g_00156
OG0000128	Prbj.g_02085	Syad.g_00174
OG0000129	Prbj.g_01951	Syad.g_03028
OG0000130	Prbj.g_00564	Syad.g_02728
OG0000131	Prbj.g_00543	Syad.g_02876
OG0000132	Prbj.g_00523	Syad.g_02897
OG0000133	Prbj.g_01460	Syad.g_01761
OG0000134	Prbj.g_00067	Syad.g_00788
OG0000135	Prbj.g_02004	Syad.g_00063
OG0000136	Prbj.g_00105	Syad.g_02445
OG0000137	Prbj.g_00128	Syad.g_02353
OG0000138	Prbj.g_01613	Syad.g_00920
OG0000139	Prbj.g_02133	Syad.g_00983
OG0000140	Prbj.g_02139	Syad.g_00987
OG0000141	Prbj.g_01757	Syad.g_02208
OG0000142	Prbj.g_02573	Syad.g_02152
OG0000143	Prbj.g_02577	Syad.g_02148
OG0000144	Prbj.g_00793	Syad.g_02024
OG0000145	Prbj.g_01607	Syad.g_00927
OG0000146	Prbj.g_02277	Syad.g_01767
OG0000147	Prbj.g_02278	Syad.g_01768
OG0000148	Prbj.g_02431	Syad.g_01861
OG0000149	Prbj.g_02488	Syad.g_01221
OG0000150	Prbj.g_02511	Syad.g_02207, Syad.g_00989
OG0000151	Prbj.g_02361	Syad.g_01956
OG0000152	Prbj.g_02268	Syad.g_01757
OG0000153	Prbj.g_02241	Syad.g_01713
OG0000154	Prbj.g_02213	Syad.g_01686
OG0000155	Prbj.g_00312	Syad.g_01189
OG0000156	Prbj.g_00163	Syad.g_01116
OG0000157	Prbj.g_00162	Syad.g_01115
OG0000158	Prbj.g_01514	Syad.g_00374
OG0000160	Prbj.g_01057	Syad.g_02279
OG0000161	Prbj.g_01071	Syad.g_02287
OG0000162	Prbj.g_01077	Syad.g_02293
OG0000163	Prbj.g_01688	Syad.g_02542
OG0000164	Prbj.g_00476	Syad.g_02659
OG0000165	Prbj.g_00467	Syad.g_02476
OG0000166	Prbj.g_01019	Syad.g_00654
OG0000167	Prbj.g_01500	Syad.g_00419
OG0000168	Prbj.g_01515	Syad.g_00371
OG0000169	Prbj.g_01581	Syad.g_00360
OG0000170	Prbj.g_01593	Syad.g_00353
OG0000171	Prbj.g_01282	Syad.g_00321
OG0000172	Prbj.g_01248	Syad.g_00244
OG0000173	Prbj.g_01227	Syad.g_00220
OG0000174	Prbj.g_02006	Syad.g_00065
OG0000175	Prbj.g_02044	Syad.g_00129
OG0000176	Prbj.g_02077	Syad.g_00166
OG0000177	Prbj.g_02078	Syad.g_00167
OG0000178	Prbj.g_02079	Syad.g_00168
OG0000179	Prbj.g_01188	Syad.g_00183
OG0000180	Prbj.g_01189	Syad.g_00184
OG0000181	Prbj.g_01190	Syad.g_00185
OG0000182	Prbj.g_01191	Syad.g_00186
OG0000183	Prbj.g_01195	Syad.g_00190
OG0000184	Prbj.g_01943	Syad.g_03018
OG0000185	Prbj.g_01921	Syad.g_03006
OG0000186	Prbj.g_00558	Syad.g_02722
OG0000187	Prbj.g_00560	Syad.g_02724
OG0000188	Prbj.g_00581	Syad.g_02759
OG0000189	Prbj.g_00607	Syad.g_02788
OG0000190	Prbj.g_00609	Syad.g_02790
OG0000191	Prbj.g_01557	Syad.g_02824
OG0000192	Prbj.g_01566	Syad.g_02834
OG0000193	Prbj.g_00542	Syad.g_02877
OG0000194	Prbj.g_00539	Syad.g_02880
OG0000195	Prbj.g_00537	Syad.g_02884
OG0000196	Prbj.g_00526	Syad.g_02894
OG0000197	Prbj.g_00525	Syad.g_02895
OG0000198	Prbj.g_00524	Syad.g_02896
OG0000199	Prbj.g_00517	Syad.g_02904
OG0000200	Prbj.g_01138	Syad.g_02921
OG0000201	Prbj.g_01157	Syad.g_02937
OG0000202	Prbj.g_01158	Syad.g_02938
OG0000203	Prbj.g_01159	Syad.g_02939
OG0000204	Prbj.g_01160	Syad.g_02940
OG0000205	Prbj.g_01167	Syad.g_02948
OG0000206	Prbj.g_00288	Syad.g_02955
OG0000207	Prbj.g_00234	Syad.g_02957
OG0000208	Prbj.g_00235	Syad.g_02958
OG0000209	Prbj.g_00262	Syad.g_02981
OG0000210	Prbj.g_00263	Syad.g_02982
OG0000211	Prbj.g_00177	Syad.g_00813
OG0000212	Prbj.g_02615	Syad.g_00825
OG0000213	Prbj.g_01362	Syad.g_00556
OG0000214	Prbj.g_01389	Syad.g_00538
OG0000215	Prbj.g_01419	Syad.g_00508
OG0000216	Prbj.g_01422	Syad.g_00504
OG0000217	Prbj.g_01426	Syad.g_00500
OG0000218	Prbj.g_01430	Syad.g_00498
OG0000219	Prbj.g_01431	Syad.g_00497
OG0000220	Prbj.g_01432	Syad.g_00496
OG0000221	Prbj.g_01437	Syad.g_00488
OG0000222	Prbj.g_01446	Syad.g_00473
OG0000223	Prbj.g_01469	Syad.g_00451
OG0000224	Prbj.g_01480	Syad.g_00444
OG0000225	Prbj.g_00323	Syad.g_00777
OG0000226	Prbj.g_00319	Syad.g_00781
OG0000227	Prbj.g_00317	Syad.g_00783
OG0000228	Prbj.g_00063	Syad.g_00784
OG0000229	Prbj.g_00100	Syad.g_02450
OG0000230	Prbj.g_00102	Syad.g_02448
OG0000231	Prbj.g_00117	Syad.g_02436
OG0000232	Prbj.g_01888	Syad.g_02392
OG0000233	Prbj.g_00148	Syad.g_02382
OG0000234	Prbj.g_00127	Syad.g_02351
OG0000235	Prbj.g_01631	Syad.g_00903
OG0000236	Prbj.g_01615	Syad.g_00918
OG0000237	Prbj.g_02094	Syad.g_00936
OG0000238	Prbj.g_02098	Syad.g_00941
OG0000239	Prbj.g_02114	Syad.g_00957
OG0000240	Prbj.g_02115	Syad.g_00958
OG0000241	Prbj.g_01116	Syad.g_02160
OG0000242	Prbj.g_02125	Syad.g_00975
OG0000243	Prbj.g_02668	Syad.g_01000
OG0000244	Prbj.g_01859	Syad.g_01012
OG0000245	Prbj.g_01862	Syad.g_01014
OG0000246	Prbj.g_01866	Syad.g_01017
OG0000247	Prbj.g_01877	Syad.g_01029
OG0000248	Prbj.g_01880	Syad.g_01032
OG0000249	Prbj.g_01882	Syad.g_01034
OG0000250	Prbj.g_01805	Syad.g_01044
OG0000251	Prbj.g_01781	Syad.g_01071
OG0000252	Prbj.g_01778	Syad.g_01078
OG0000253	Prbj.g_01772	Syad.g_01081
OG0000254	Prbj.g_01753	Syad.g_02203
OG0000255	Prbj.g_02546	Syad.g_02185
OG0000256	Prbj.g_02560	Syad.g_02167
OG0000257	Prbj.g_02566	Syad.g_02161
OG0000258	Prbj.g_02589	Syad.g_02143
OG0000259	Prbj.g_00812	Syad.g_01576
OG0000260	Prbj.g_00816	Syad.g_01587
OG0000261	Prbj.g_00819	Syad.g_01590
OG0000262	Prbj.g_00824	Syad.g_01595
OG0000263	Prbj.g_00248	Syad.g_01475
OG0000264	Prbj.g_00933	Syad.g_01360
OG0000265	Prbj.g_02178, Prbj.g_00913	Syad.g_01383
OG0000266	Prbj.g_02189	Syad.g_01804
OG0000267	Prbj.g_02315	Syad.g_01645
OG0000268	Prbj.g_02314	Syad.g_01646
OG0000269	Prbj.g_02407	Syad.g_01894
OG0000270	Prbj.g_02410	Syad.g_01891
OG0000271	Prbj.g_02418	Syad.g_01883
OG0000272	Prbj.g_02419	Syad.g_01882
OG0000273	Prbj.g_02470	Syad.g_01247
OG0000274	Prbj.g_02471	Syad.g_01246
OG0000275	Prbj.g_02474	Syad.g_01242
OG0000276	Prbj.g_02480	Syad.g_01229
OG0000277	Prbj.g_02481	Syad.g_01228
OG0000278	Prbj.g_02484	Syad.g_01225
OG0000279	Prbj.g_02492	Syad.g_01208
OG0000280	Prbj.g_02498	Syad.g_01198
OG0000281	Prbj.g_02512	Syad.g_00624
OG0000282	Prbj.g_02342	Syad.g_01619
OG0000283	Prbj.g_02303	Syad.g_01661
OG0000284	Prbj.g_02297	Syad.g_01787
OG0000285	Prbj.g_00694	Syad.g_01776
OG0000286	Prbj.g_02269	Syad.g_01758
OG0000287	Prbj.g_00722	Syad.g_01720
OG0000288	Prbj.g_02214	Syad.g_01687
OG0000289	Prbj.g_02201	Syad.g_01672
OG0000290	Prbj.g_01841	Syad.g_01287
OG0000291	Prbj.g_01839	Syad.g_01289
OG0000292	Prbj.g_02066	Syad.g_00155
OG0000293	Prbj.g_00958	Syad.g_01124
OG0000294	Prbj.g_00959	Syad.g_01125
OG0000295	Prbj.g_00304	Syad.g_01181
OG0000296	Prbj.g_00306, Prbj.g_00307	Syad.g_01183
OG0000297	Prbj.g_01913	Syad.g_01512
OG0000298	Prbj.g_01914	Syad.g_01511
OG0000299	Prbj.g_01903	Syad.g_01462
OG0000300	Prbj.g_02155	Syad.g_01455
OG0000301	Prbj.g_02156	Syad.g_01454
OG0000302	Prbj.g_02159	Syad.g_01453
OG0000303	Prbj.g_00314	Syad.g_01442
OG0000304	Prbj.g_00020	Syad.g_01436
OG0000305	Prbj.g_01837	Syad.g_01292
OG0000306	Prbj.g_02521	Syad.g_01989
OG0000307	Prbj.g_01647	Syad.g_00883
OG0000308	Prbj.g_01649	Syad.g_00881
OG0000309	Prbj.g_01653	Syad.g_00876
OG0000310	Prbj.g_01294	Syad.g_02250
OG0000311	Prbj.g_01040	Syad.g_02254
OG0000312	Prbj.g_01044	Syad.g_02265
OG0000313	Prbj.g_01068	Syad.g_02284
OG0000314	Prbj.g_00646	Syad.g_02313
OG0000315	Prbj.g_00656	Syad.g_02323
OG0000316	Prbj.g_01699	Syad.g_02564
OG0000317	Prbj.g_00863	Syad.g_02620
OG0000318	Prbj.g_00856	Syad.g_02624
OG0000319	Prbj.g_00487	Syad.g_02642
OG0000320	Prbj.g_00485	Syad.g_02644
OG0000321	Prbj.g_00484	Syad.g_02645
OG0000322	Prbj.g_00483	Syad.g_02646
OG0000323	Prbj.g_00472	Syad.g_02661
OG0000324	Prbj.g_00443	Syad.g_02505
OG0000325	Prbj.g_02657	Syad.g_00591
OG0000326	Prbj.g_02649	Syad.g_00598
OG0000327	Prbj.g_01024	Syad.g_00649
OG0000328	Prbj.g_01023	Syad.g_00650
OG0000329	Prbj.g_01006	Syad.g_00668
OG0000330	Prbj.g_01005	Syad.g_00669
OG0000331	Prbj.g_01004	Syad.g_00670
OG0000332	Prbj.g_00989	Syad.g_00685
OG0000333	Prbj.g_00987	Syad.g_00688
OG0000334	Prbj.g_00410	Syad.g_00697
OG0000335	Prbj.g_00405	Syad.g_00702
OG0000336	Prbj.g_00401	Syad.g_00706
OG0000337	Prbj.g_01494	Syad.g_00425, Syad.g_00427
OG0000338	Prbj.g_01498	Syad.g_00421
OG0000339	Prbj.g_01504	Syad.g_00414
OG0000340	Prbj.g_01516	Syad.g_00370
OG0000341	Prbj.g_01518	Syad.g_00368
OG0000342	Prbj.g_01519	Syad.g_00367
OG0000343	Prbj.g_01576	Syad.g_00366
OG0000344	Prbj.g_01579	Syad.g_00362
OG0000345	Prbj.g_01594	Syad.g_00352
OG0000346	Prbj.g_01599	Syad.g_00347
OG0000347	Prbj.g_01280	Syad.g_00318
OG0000348	Prbj.g_01243	Syad.g_00233
OG0000349	Prbj.g_01219	Syad.g_00213
OG0000350	Prbj.g_01999	Syad.g_00605
OG0000351	Prbj.g_02047	Syad.g_00134
OG0000352	Prbj.g_02048	Syad.g_00135
OG0000353	Prbj.g_02072	Syad.g_00161
OG0000354	Prbj.g_02104	Syad.g_00947
OG0000354	Prbj.g_01186	Syad.g_00181
OG0000355	Prbj.g_02074	Syad.g_00163
OG0000356	Prbj.g_02075	Syad.g_00164
OG0000357	Prbj.g_02076	Syad.g_00165
OG0000358	Prbj.g_02080	Syad.g_00169
OG0000359	Prbj.g_02082	Syad.g_00171
OG0000360	Prbj.g_02083	Syad.g_00172
OG0000361	Prbj.g_02084	Syad.g_00173
OG0000362	Prbj.g_02086	Syad.g_00175
OG0000363	Prbj.g_01182	Syad.g_00177
OG0000364	Prbj.g_01183	Syad.g_00178
OG0000365	Prbj.g_01192	Syad.g_00187
OG0000366	Prbj.g_01193	Syad.g_00188
OG0000367	Prbj.g_01194	Syad.g_00189
OG0000368	Prbj.g_01196	Syad.g_00191
OG0000369	Prbj.g_01197	Syad.g_00192
OG0000370	Prbj.g_01198	Syad.g_00193
OG0000371	Prbj.g_01207	Syad.g_00201
OG0000372	Prbj.g_01212	Syad.g_00206
OG0000373	Prbj.g_01213	Syad.g_00207
OG0000374	Prbj.g_01214	Syad.g_00208
OG0000375	Prbj.g_01215	Syad.g_00209
OG0000376	Prbj.g_01217	Syad.g_00211
OG0000377	Prbj.g_01950	Syad.g_03027
OG0000378	Prbj.g_01936	Syad.g_03012
OG0000379	Prbj.g_01920	Syad.g_03005
OG0000380	Prbj.g_00561	Syad.g_02725
OG0000381	Prbj.g_00565	Syad.g_02729
OG0000382	Prbj.g_00580	Syad.g_02758
OG0000383	Prbj.g_00582	Syad.g_02761
OG0000384	Prbj.g_00583	Syad.g_02762
OG0000385	Prbj.g_00584	Syad.g_02763
OG0000386	Prbj.g_00585	Syad.g_02764
OG0000387	Prbj.g_00611	Syad.g_02792
OG0000388	Prbj.g_00615	Syad.g_02796
OG0000389	Prbj.g_00619	Syad.g_02800
OG0000390	Prbj.g_01551	Syad.g_02818
OG0000391	Prbj.g_01556	Syad.g_02823
OG0000392	Prbj.g_01562	Syad.g_02833
OG0000393	Prbj.g_01567	Syad.g_02837
OG0000394	Prbj.g_01568	Syad.g_02838
OG0000395	Prbj.g_01569	Syad.g_02839
OG0000396	Prbj.g_01530	Syad.g_02843
OG0000397	Prbj.g_01532	Syad.g_02845
OG0000398	Prbj.g_01537	Syad.g_02850
OG0000399	Prbj.g_01538	Syad.g_02851
OG0000400	Prbj.g_01539	Syad.g_02852
OG0000401	Prbj.g_01540	Syad.g_02853
OG0000402	Prbj.g_01542	Syad.g_02855
OG0000403	Prbj.g_01543	Syad.g_02856
OG0000404	Prbj.g_01545	Syad.g_02858
OG0000405	Prbj.g_00545	Syad.g_02874
OG0000406	Prbj.g_00541	Syad.g_02878
OG0000407	Prbj.g_00540	Syad.g_02879
OG0000408	Prbj.g_00538	Syad.g_02883
OG0000409	Prbj.g_00536	Syad.g_02885
OG0000410	Prbj.g_00535	Syad.g_02886
OG0000411	Prbj.g_00534	Syad.g_02887
OG0000412	Prbj.g_00533	Syad.g_02888
OG0000413	Prbj.g_00531	Syad.g_02890
OG0000415	Prbj.g_00529	Syad.g_02891
OG0000416	Prbj.g_00528	Syad.g_02892
OG0000417	Prbj.g_00527	Syad.g_02893
OG0000418	Prbj.g_00522	Syad.g_02898
OG0000419	Prbj.g_00520	Syad.g_02900
OG0000420	Prbj.g_00519	Syad.g_02902
OG0000421	Prbj.g_00515	Syad.g_02907
OG0000422	Prbj.g_00514	Syad.g_02908
OG0000423	Prbj.g_00513	Syad.g_02909
OG0000424	Prbj.g_00512	Syad.g_02910
OG0000425	Prbj.g_00511	Syad.g_02911
OG0000426	Prbj.g_00510	Syad.g_02912
OG0000427	Prbj.g_00509	Syad.g_02913
OG0000428	Prbj.g_02369	Syad.g_02916
OG0000429	Prbj.g_01135	Syad.g_02918
OG0000430	Prbj.g_01137	Syad.g_02920
OG0000431	Prbj.g_01141	Syad.g_02923
OG0000432	Prbj.g_01148	Syad.g_02930
OG0000433	Prbj.g_01151	Syad.g_02933
OG0000434	Prbj.g_01152	Syad.g_02934
OG0000435	Prbj.g_01155	Syad.g_02936
OG0000436	Prbj.g_01161	Syad.g_02942
OG0000437	Prbj.g_01162	Syad.g_02943
OG0000438	Prbj.g_01163	Syad.g_02944
OG0000439	Prbj.g_01165	Syad.g_02946
OG0000440	Prbj.g_01166	Syad.g_02947
OG0000441	Prbj.g_01173	Syad.g_02951
OG0000442	Prbj.g_01174	Syad.g_02952
OG0000443	Prbj.g_00289	Syad.g_02953
OG0000444	Prbj.g_00237	Syad.g_02964
OG0000445	Prbj.g_00238	Syad.g_02965
OG0000446	Prbj.g_00240	Syad.g_02967
OG0000447	Prbj.g_00250	Syad.g_02970
OG0000448	Prbj.g_00251	Syad.g_02971
OG0000449	Prbj.g_00252	Syad.g_02972
OG0000450	Prbj.g_00258	Syad.g_02978
OG0000451	Prbj.g_00259	Syad.g_02979
OG0000452	Prbj.g_00264	Syad.g_02983
OG0000453	Prbj.g_00265	Syad.g_02984
OG0000454	Prbj.g_00266	Syad.g_02985
OG0000455	Prbj.g_00267	Syad.g_02986
OG0000456	Prbj.g_00268	Syad.g_02987
OG0000457	Prbj.g_00270	Syad.g_02989
OG0000458	Prbj.g_00271	Syad.g_02998
OG0000459	Prbj.g_00272	Syad.g_02999
OG0000460	Prbj.g_00176	Syad.g_00815
OG0000461	Prbj.g_02661	Syad.g_00579
OG0000462	Prbj.g_01341	Syad.g_00576
OG0000463	Prbj.g_01342	Syad.g_00575
OG0000464	Prbj.g_01343	Syad.g_00574
OG0000465	Prbj.g_01345	Syad.g_00573
OG0000466	Prbj.g_01350	Syad.g_00568
OG0000467	Prbj.g_01352	Syad.g_00566
OG0000468	Prbj.g_01359	Syad.g_00561
OG0000469	Prbj.g_01372	Syad.g_00545
OG0000470	Prbj.g_01385	Syad.g_00542
OG0000471	Prbj.g_01386	Syad.g_00541
OG0000472	Prbj.g_01388	Syad.g_00539
OG0000473	Prbj.g_01390	Syad.g_00537
OG0000474	Prbj.g_01391	Syad.g_00536
OG0000475	Prbj.g_01392	Syad.g_00535
OG0000476	Prbj.g_01394	Syad.g_00533
OG0000477	Prbj.g_01399	Syad.g_00528
OG0000478	Prbj.g_01400	Syad.g_00527
OG0000479	Prbj.g_01401	Syad.g_00526
OG0000480	Prbj.g_01408	Syad.g_00520
OG0000481	Prbj.g_01410	Syad.g_00518
OG0000482	Prbj.g_01411	Syad.g_00517
OG0000483	Prbj.g_01415	Syad.g_00513
OG0000484	Prbj.g_01416	Syad.g_00512
OG0000485	Prbj.g_01417	Syad.g_00511
OG0000486	Prbj.g_01418	Syad.g_00510
OG0000487	Prbj.g_01423	Syad.g_00503
OG0000488	Prbj.g_01427	Syad.g_00499
OG0000489	Prbj.g_01438	Syad.g_00487
OG0000490	Prbj.g_01444	Syad.g_00475
OG0000491	Prbj.g_01445	Syad.g_00474
OG0000492	Prbj.g_01448	Syad.g_00472
OG0000493	Prbj.g_01449	Syad.g_00471
OG0000494	Prbj.g_01450	Syad.g_00470
OG0000495	Prbj.g_01451	Syad.g_00469
OG0000496	Prbj.g_01452	Syad.g_00468
OG0000497	Prbj.g_01453	Syad.g_00467
OG0000498	Prbj.g_01454	Syad.g_00466
OG0000499	Prbj.g_01455	Syad.g_00465
OG0000500	Prbj.g_01456	Syad.g_00464
OG0000501	Prbj.g_01459	Syad.g_00461
OG0000502	Prbj.g_01471	Syad.g_00449
OG0000503	Prbj.g_00341	Syad.g_00761
OG0000504	Prbj.g_00339	Syad.g_00763
OG0000505	Prbj.g_00338	Syad.g_00764
OG0000506	Prbj.g_00336	Syad.g_00766
OG0000507	Prbj.g_00331	Syad.g_00772
OG0000508	Prbj.g_00324	Syad.g_00776
OG0000509	Prbj.g_00322	Syad.g_00778
OG0000510	Prbj.g_00321	Syad.g_00779
OG0000511	Prbj.g_00320	Syad.g_00780
OG0000512	Prbj.g_00318	Syad.g_00782
OG0000513	Prbj.g_00068	Syad.g_00789
OG0000514	Prbj.g_00076	Syad.g_00795
OG0000515	Prbj.g_00077	Syad.g_00796
OG0000516	Prbj.g_00089	Syad.g_02456
OG0000517	Prbj.g_00099	Syad.g_02451
OG0000518	Prbj.g_00111	Syad.g_02439
OG0000519	Prbj.g_00112	Syad.g_02438
OG0000520	Prbj.g_00113	Syad.g_02437
OG0000521	Prbj.g_01894	Syad.g_01108
OG0000522	Prbj.g_01892	Syad.g_01109
OG0000523	Prbj.g_01891	Syad.g_01110
OG0000524	Prbj.g_00152	Syad.g_02386
OG0000525	Prbj.g_00136	Syad.g_02363
OG0000526	Prbj.g_00134	Syad.g_02360
OG0000527	Prbj.g_00130	Syad.g_02355
OG0000528	Prbj.g_01635	Syad.g_00897
OG0000529	Prbj.g_01629	Syad.g_00905
OG0000530	Prbj.g_01626	Syad.g_00908
OG0000531	Prbj.g_01625	Syad.g_00909
OG0000532	Prbj.g_01622	Syad.g_00912
OG0000533	Prbj.g_01620	Syad.g_00913
OG0000534	Prbj.g_01619	Syad.g_00914
OG0000535	Prbj.g_01618	Syad.g_00915
OG0000536	Prbj.g_01617	Syad.g_00916
OG0000537	Prbj.g_01616	Syad.g_00917
OG0000538	Prbj.g_01605	Syad.g_00929
OG0000539	Prbj.g_02088	Syad.g_00930
OG0000540	Prbj.g_02089	Syad.g_00931
OG0000541	Prbj.g_02090	Syad.g_00932
OG0000542	Prbj.g_02093	Syad.g_00935
OG0000543	Prbj.g_02095	Syad.g_00937
OG0000544	Prbj.g_02096	Syad.g_00938
OG0000545	Prbj.g_02097	Syad.g_00940
OG0000546	Prbj.g_02099	Syad.g_00942
OG0000547	Prbj.g_02101	Syad.g_00944
OG0000548	Prbj.g_02102	Syad.g_00945
OG0000549	Prbj.g_02108	Syad.g_00952
OG0000550	Prbj.g_02113	Syad.g_00956
