Orthogroup	Prbj	Prai
OG0000181	Prbj.g_01190	Prai.g_00018
OG0000182	Prbj.g_01191	Prai.g_00019
OG0000183	Prbj.g_01195	Prai.g_00023
OG0000184	Prbj.g_01943	Prai.g_00053
OG0000185	Prbj.g_01921	Prai.g_00056
OG0000186	Prbj.g_00558	Prai.g_00064
OG0000187	Prbj.g_00560	Prai.g_00065
OG0000188	Prbj.g_00581	Prai.g_00082
OG0000189	Prbj.g_00607	Prai.g_00096
OG0000190	Prbj.g_00609	Prai.g_00097
OG0000191	Prbj.g_01557	Prai.g_00117
OG0000192	Prbj.g_01566	Prai.g_00121
OG0000193	Prbj.g_00542	Prai.g_00157
OG0000194	Prbj.g_00539	Prai.g_00160
OG0000195	Prbj.g_00537	Prai.g_00162
OG0000196	Prbj.g_00526	Prai.g_00172
OG0000197	Prbj.g_00525	Prai.g_00173
OG0000198	Prbj.g_00524	Prai.g_00174
OG0000199	Prbj.g_00517	Prai.g_00181
OG0000201	Prbj.g_01157	Prai.g_00203
OG0000202	Prbj.g_01158	Prai.g_00204
OG0000203	Prbj.g_01159	Prai.g_00205
OG0000204	Prbj.g_01160	Prai.g_00206
OG0000205	Prbj.g_01167	Prai.g_00213
OG0000206	Prbj.g_00288	Prai.g_00218
OG0000207	Prbj.g_00234	Prai.g_00220
OG0000208	Prbj.g_00235	Prai.g_00221
OG0000209	Prbj.g_00262	Prai.g_00230
OG0000210	Prbj.g_00263	Prai.g_00231
OG0000211	Prbj.g_00177	Prai.g_00244
OG0000212	Prbj.g_02615	Prai.g_00251
OG0000213	Prbj.g_01362	Prai.g_00270
OG0000214	Prbj.g_01389	Prai.g_00280
OG0000215	Prbj.g_01419	Prai.g_00305
OG0000216	Prbj.g_01422	Prai.g_00307
OG0000217	Prbj.g_01426	Prai.g_00310
OG0000218	Prbj.g_01430	Prai.g_00312
OG0000219	Prbj.g_01431	Prai.g_00313
OG0000220	Prbj.g_01432	Prai.g_00314
OG0000221	Prbj.g_01437	Prai.g_00315
OG0000222	Prbj.g_01446	Prai.g_00323
OG0000223	Prbj.g_01469	Prai.g_00336
OG0000224	Prbj.g_01480	Prai.g_00338
OG0000225	Prbj.g_00323	Prai.g_00358
OG0000226	Prbj.g_00319	Prai.g_00362
OG0000227	Prbj.g_00317	Prai.g_00364
OG0000228	Prbj.g_00063	Prai.g_00367
OG0000229	Prbj.g_00100	Prai.g_00467
OG0000230	Prbj.g_00102	Prai.g_00469
OG0000231	Prbj.g_00117	Prai.g_00480
OG0000232	Prbj.g_01888	Prai.g_00489
OG0000233	Prbj.g_00148	Prai.g_00494
OG0000234	Prbj.g_00127	Prai.g_00506
OG0000235	Prbj.g_01631	Prai.g_00509
OG0000236	Prbj.g_01615	Prai.g_00523
OG0000237	Prbj.g_02094	Prai.g_00536
OG0000238	Prbj.g_02098	Prai.g_00542
OG0000239	Prbj.g_02114	Prai.g_00553
OG0000240	Prbj.g_02115	Prai.g_00554
OG0000241	Prbj.g_01116	Prai.g_00558
OG0000242	Prbj.g_02125	Prai.g_00560
OG0000243	Prbj.g_02668	Prai.g_00571
OG0000244	Prbj.g_01859	Prai.g_00574
OG0000245	Prbj.g_01862	Prai.g_00576
OG0000246	Prbj.g_01866	Prai.g_00580
OG0000247	Prbj.g_01877	Prai.g_00590
OG0000248	Prbj.g_01880	Prai.g_00593
OG0000249	Prbj.g_01882	Prai.g_00595
OG0000250	Prbj.g_01805	Prai.g_00600
OG0000251	Prbj.g_01781	Prai.g_00619
OG0000252	Prbj.g_01778	Prai.g_00622
OG0000253	Prbj.g_01772	Prai.g_00623
OG0000254	Prbj.g_01753	Prai.g_00639
OG0000255	Prbj.g_02546	Prai.g_00645
OG0000256	Prbj.g_02560	Prai.g_00656
OG0000257	Prbj.g_02566	Prai.g_00659
OG0000258	Prbj.g_02589	Prai.g_00672
OG0000259	Prbj.g_00812	Prai.g_00689
OG0000260	Prbj.g_00816	Prai.g_00692
OG0000261	Prbj.g_00819	Prai.g_00694
OG0000262	Prbj.g_00824	Prai.g_00698
OG0000263	Prbj.g_00248	Prai.g_00710
OG0000264	Prbj.g_00933	Prai.g_00720
OG0000265	Prbj.g_02178, Prbj.g_00913	Prai.g_00748
OG0000266	Prbj.g_02189	Prai.g_00758
OG0000267	Prbj.g_02315	Prai.g_00769
OG0000268	Prbj.g_02314	Prai.g_00770
OG0000269	Prbj.g_02407	Prai.g_00853
OG0000270	Prbj.g_02410	Prai.g_00850
OG0000271	Prbj.g_02418	Prai.g_00842
OG0000272	Prbj.g_02419	Prai.g_00840, Prai.g_00841
OG0000273	Prbj.g_02470	Prai.g_00817
OG0000274	Prbj.g_02471	Prai.g_00816
OG0000275	Prbj.g_02474	Prai.g_00741, Prai.g_00813
OG0000276	Prbj.g_02480	Prai.g_00808
OG0000277	Prbj.g_02481	Prai.g_00807
OG0000278	Prbj.g_02484	Prai.g_00804
OG0000279	Prbj.g_02492	Prai.g_00797
OG0000280	Prbj.g_02498	Prai.g_00796
OG0000281	Prbj.g_02512	Prai.g_00791
OG0000282	Prbj.g_02342	Prai.g_01044
OG0000283	Prbj.g_02303	Prai.g_01012
OG0000284	Prbj.g_02297	Prai.g_01007
OG0000285	Prbj.g_00694	Prai.g_01002
OG0000286	Prbj.g_02269	Prai.g_00990
OG0000287	Prbj.g_00722	Prai.g_00973
OG0000288	Prbj.g_02214	Prai.g_00944
OG0000289	Prbj.g_02201	Prai.g_00934
OG0000290	Prbj.g_01841	Prai.g_00921
OG0000291	Prbj.g_01839	Prai.g_00919
OG0000292	Prbj.g_02066	Prai.g_01107
OG0000293	Prbj.g_00958	Prai.g_01163
OG0000294	Prbj.g_00959	Prai.g_01164
OG0000295	Prbj.g_00304	Prai.g_01183
OG0000296	Prbj.g_00306, Prbj.g_00307	Prai.g_01185
OG0000297	Prbj.g_01913	Prai.g_01193
OG0000298	Prbj.g_01914	Prai.g_01194
OG0000299	Prbj.g_01903	Prai.g_01213
OG0000300	Prbj.g_02155	Prai.g_01216
OG0000301	Prbj.g_02156	Prai.g_01217
OG0000302	Prbj.g_02159	Prai.g_01219
OG0000303	Prbj.g_00314	Prai.g_01226
OG0000304	Prbj.g_00020	Prai.g_01230
OG0000305	Prbj.g_01837	Prai.g_01362
OG0000306	Prbj.g_02521	Prai.g_01365
OG0000307	Prbj.g_01647	Prai.g_01379
OG0000308	Prbj.g_01649	Prai.g_01380
OG0000309	Prbj.g_01653	Prai.g_01384
OG0000310	Prbj.g_01294	Prai.g_01448
OG0000311	Prbj.g_01040	Prai.g_01450
OG0000312	Prbj.g_01044	Prai.g_01453
OG0000313	Prbj.g_01068	Prai.g_01467
OG0000314	Prbj.g_00646	Prai.g_01489
OG0000315	Prbj.g_00656	Prai.g_01499
OG0000316	Prbj.g_01699	Prai.g_01519
OG0000317	Prbj.g_00863	Prai.g_01636
OG0000318	Prbj.g_00856	Prai.g_01639
OG0000319	Prbj.g_00487	Prai.g_01652
OG0000320	Prbj.g_00485	Prai.g_01654
OG0000321	Prbj.g_00484	Prai.g_01655
OG0000322	Prbj.g_00483	Prai.g_01656
OG0000323	Prbj.g_00472	Prai.g_01665
OG0000324	Prbj.g_00443	Prai.g_01691
OG0000325	Prbj.g_02657	Prai.g_01702
OG0000326	Prbj.g_02649	Prai.g_01708
OG0000327	Prbj.g_01024	Prai.g_01735
OG0000328	Prbj.g_01023	Prai.g_01736
OG0000329	Prbj.g_01006	Prai.g_01754
OG0000330	Prbj.g_01005	Prai.g_01755
OG0000331	Prbj.g_01004	Prai.g_01756
OG0000332	Prbj.g_00989	Prai.g_01770
OG0000333	Prbj.g_00987	Prai.g_01777
OG0000334	Prbj.g_00410	Prai.g_01785
OG0000335	Prbj.g_00405	Prai.g_01790
OG0000336	Prbj.g_00401	Prai.g_01794
OG0000337	Prbj.g_01494	Prai.g_01810
OG0000338	Prbj.g_01498	Prai.g_01811
OG0000339	Prbj.g_01504	Prai.g_01815
OG0000340	Prbj.g_01516	Prai.g_01823
OG0000341	Prbj.g_01518	Prai.g_01825
OG0000342	Prbj.g_01519	Prai.g_01826
OG0000343	Prbj.g_01576	Prai.g_01827
OG0000344	Prbj.g_01579	Prai.g_01830
OG0000345	Prbj.g_01594	Prai.g_01835
OG0000346	Prbj.g_01599	Prai.g_01839
OG0000347	Prbj.g_01280	Prai.g_01855
OG0000348	Prbj.g_01243	Prai.g_01866
OG0000349	Prbj.g_01219	Prai.g_01883
OG0000350	Prbj.g_01999	Prai.g_01901
OG0000351	Prbj.g_02047	Prai.g_01918
OG0000352	Prbj.g_02048	Prai.g_01919
OG0000353	Prbj.g_02072	Prai.g_01935
OG0000355	Prbj.g_02074	Prai.g_00001
OG0000356	Prbj.g_02075	Prai.g_00002
OG0000357	Prbj.g_02076	Prai.g_00003
OG0000358	Prbj.g_02080	Prai.g_00007
OG0000359	Prbj.g_02082	Prai.g_00008
OG0000360	Prbj.g_02083	Prai.g_00009
OG0000361	Prbj.g_02084	Prai.g_00010
OG0000362	Prbj.g_02086	Prai.g_00012
OG0000363	Prbj.g_01182	Prai.g_00014
OG0000364	Prbj.g_01183	Prai.g_00015
OG0000365	Prbj.g_01192	Prai.g_00020
OG0000366	Prbj.g_01193	Prai.g_00021
OG0000367	Prbj.g_01194	Prai.g_00022
OG0000368	Prbj.g_01196	Prai.g_00024
OG0000369	Prbj.g_01197	Prai.g_00025
OG0000370	Prbj.g_01198	Prai.g_00026
OG0000371	Prbj.g_01207	Prai.g_00032
OG0000372	Prbj.g_01212	Prai.g_00035
OG0000373	Prbj.g_01213	Prai.g_00036
OG0000374	Prbj.g_01214	Prai.g_00037
OG0000375	Prbj.g_01215	Prai.g_00047
OG0000376	Prbj.g_01217	Prai.g_00049
OG0000377	Prbj.g_01950	Prai.g_00052
OG0000378	Prbj.g_01936	Prai.g_00054
OG0000379	Prbj.g_01920	Prai.g_00057
OG0000380	Prbj.g_00561	Prai.g_00066
OG0000381	Prbj.g_00565	Prai.g_00070
OG0000382	Prbj.g_00580	Prai.g_00081
OG0000383	Prbj.g_00582	Prai.g_00083
OG0000384	Prbj.g_00583	Prai.g_00084
OG0000385	Prbj.g_00584	Prai.g_00085
OG0000386	Prbj.g_00585	Prai.g_00086
OG0000387	Prbj.g_00611	Prai.g_00099
OG0000388	Prbj.g_00615	Prai.g_00102
OG0000389	Prbj.g_00619	Prai.g_00106
OG0000390	Prbj.g_01551	Prai.g_00113
OG0000391	Prbj.g_01556	Prai.g_00116
OG0000392	Prbj.g_01562	Prai.g_00120
OG0000393	Prbj.g_01567	Prai.g_00122
OG0000394	Prbj.g_01568	Prai.g_00123
OG0000395	Prbj.g_01569	Prai.g_00124
OG0000396	Prbj.g_01530	Prai.g_00127
OG0000397	Prbj.g_01532	Prai.g_00129
OG0000398	Prbj.g_01537	Prai.g_00131
OG0000399	Prbj.g_01538	Prai.g_00132
OG0000400	Prbj.g_01539	Prai.g_00133
OG0000401	Prbj.g_01540	Prai.g_00134
OG0000402	Prbj.g_01542	Prai.g_00136
OG0000403	Prbj.g_01543	Prai.g_00137
OG0000404	Prbj.g_01545	Prai.g_00138
OG0000405	Prbj.g_00545	Prai.g_00142
OG0000406	Prbj.g_00541	Prai.g_00158
OG0000407	Prbj.g_00540	Prai.g_00159
OG0000408	Prbj.g_00538	Prai.g_00161
OG0000409	Prbj.g_00536	Prai.g_00163
OG0000410	Prbj.g_00535	Prai.g_00164
OG0000411	Prbj.g_00534	Prai.g_00165
OG0000412	Prbj.g_00533	Prai.g_00166
OG0000413	Prbj.g_00531	Prai.g_00167
OG0000414	Prbj.g_00530	Prai.g_01288, Prai.g_00168
OG0000415	Prbj.g_00529	Prai.g_00169
OG0000416	Prbj.g_00528	Prai.g_00170
OG0000417	Prbj.g_00527	Prai.g_00171
OG0000418	Prbj.g_00522	Prai.g_00176
OG0000419	Prbj.g_00520	Prai.g_00178
OG0000420	Prbj.g_00519	Prai.g_00179
OG0000421	Prbj.g_00515	Prai.g_00184
OG0000422	Prbj.g_00514	Prai.g_00185
OG0000423	Prbj.g_00513	Prai.g_00186
OG0000424	Prbj.g_00512	Prai.g_00187
OG0000425	Prbj.g_00511	Prai.g_00188
OG0000426	Prbj.g_00510	Prai.g_00189
OG0000427	Prbj.g_00509	Prai.g_00190
OG0000428	Prbj.g_02369	Prai.g_00192
OG0000429	Prbj.g_01135	Prai.g_00193
OG0000430	Prbj.g_01137	Prai.g_00194
OG0000431	Prbj.g_01141	Prai.g_00196
OG0000432	Prbj.g_01148	Prai.g_00199
OG0000433	Prbj.g_01151	Prai.g_00200
OG0000434	Prbj.g_01152	Prai.g_00201
OG0000435	Prbj.g_01155	Prai.g_00202
OG0000436	Prbj.g_01161	Prai.g_00207
OG0000437	Prbj.g_01162	Prai.g_00208
OG0000438	Prbj.g_01163	Prai.g_00209
OG0000439	Prbj.g_01165	Prai.g_00211
OG0000440	Prbj.g_01166	Prai.g_00212
OG0000441	Prbj.g_01173	Prai.g_00215
OG0000442	Prbj.g_01174	Prai.g_00216
OG0000443	Prbj.g_00289	Prai.g_00217
OG0000444	Prbj.g_00237	Prai.g_00222
OG0000445	Prbj.g_00238	Prai.g_00223
OG0000446	Prbj.g_00240	Prai.g_00224
OG0000447	Prbj.g_00250	Prai.g_00225
OG0000448	Prbj.g_00251	Prai.g_00226
OG0000449	Prbj.g_00252	Prai.g_00227
OG0000450	Prbj.g_00258	Prai.g_00228
OG0000451	Prbj.g_00259	Prai.g_00229
OG0000452	Prbj.g_00264	Prai.g_00232
OG0000453	Prbj.g_00265	Prai.g_00233
OG0000454	Prbj.g_00266	Prai.g_00234
OG0000455	Prbj.g_00267	Prai.g_00235
OG0000456	Prbj.g_00268	Prai.g_00236
OG0000457	Prbj.g_00270	Prai.g_00237
OG0000458	Prbj.g_00271	Prai.g_00238
OG0000459	Prbj.g_00272	Prai.g_00239
OG0000460	Prbj.g_00176	Prai.g_00246
OG0000461	Prbj.g_02661	Prai.g_00255
OG0000462	Prbj.g_01341	Prai.g_00257
OG0000463	Prbj.g_01342	Prai.g_00258
OG0000464	Prbj.g_01343	Prai.g_00259
OG0000465	Prbj.g_01345	Prai.g_00260
OG0000466	Prbj.g_01350	Prai.g_00263
OG0000467	Prbj.g_01352	Prai.g_00264
OG0000468	Prbj.g_01359	Prai.g_00266
OG0000469	Prbj.g_01372	Prai.g_00275
OG0000470	Prbj.g_01385	Prai.g_00277
OG0000471	Prbj.g_01386	Prai.g_00278
OG0000472	Prbj.g_01388	Prai.g_00279
OG0000473	Prbj.g_01390	Prai.g_00281
OG0000474	Prbj.g_01391	Prai.g_00282
OG0000475	Prbj.g_01392	Prai.g_00283
OG0000476	Prbj.g_01394	Prai.g_00284
OG0000477	Prbj.g_01399	Prai.g_00288
OG0000478	Prbj.g_01400	Prai.g_00289
OG0000479	Prbj.g_01401	Prai.g_00290
OG0000480	Prbj.g_01408	Prai.g_00295
OG0000481	Prbj.g_01410	Prai.g_00297
OG0000482	Prbj.g_01411	Prai.g_00298
OG0000483	Prbj.g_01415	Prai.g_00301
OG0000484	Prbj.g_01416	Prai.g_00302
OG0000485	Prbj.g_01417	Prai.g_00303
OG0000486	Prbj.g_01418	Prai.g_00304
OG0000487	Prbj.g_01423	Prai.g_00308
OG0000488	Prbj.g_01427	Prai.g_00311
OG0000489	Prbj.g_01438	Prai.g_00316
OG0000490	Prbj.g_01444	Prai.g_00321
OG0000491	Prbj.g_01445	Prai.g_00322
OG0000492	Prbj.g_01448	Prai.g_00324
OG0000493	Prbj.g_01449	Prai.g_00325
OG0000494	Prbj.g_01450	Prai.g_00326
OG0000495	Prbj.g_01451	Prai.g_00327
OG0000496	Prbj.g_01452	Prai.g_00328
OG0000497	Prbj.g_01453	Prai.g_00329
OG0000498	Prbj.g_01454	Prai.g_00330
OG0000499	Prbj.g_01455	Prai.g_00331
OG0000500	Prbj.g_01456	Prai.g_00332
OG0000501	Prbj.g_01459	Prai.g_00334
OG0000502	Prbj.g_01471	Prai.g_00337
OG0000503	Prbj.g_00341	Prai.g_00347
OG0000504	Prbj.g_00339	Prai.g_00348
OG0000505	Prbj.g_00338	Prai.g_00349
OG0000506	Prbj.g_00336	Prai.g_00351
OG0000507	Prbj.g_00331	Prai.g_00354
OG0000508	Prbj.g_00324	Prai.g_00357
OG0000509	Prbj.g_00322	Prai.g_00359
OG0000510	Prbj.g_00321	Prai.g_00360
OG0000511	Prbj.g_00320	Prai.g_00361
OG0000512	Prbj.g_00318	Prai.g_00363
OG0000513	Prbj.g_00068	Prai.g_00370
OG0000514	Prbj.g_00076	Prai.g_00462
OG0000515	Prbj.g_00077	Prai.g_00463
OG0000516	Prbj.g_00089	Prai.g_00464
OG0000517	Prbj.g_00099	Prai.g_00466
OG0000518	Prbj.g_00111	Prai.g_00477
OG0000519	Prbj.g_00112	Prai.g_00478
OG0000520	Prbj.g_00113	Prai.g_00479
OG0000521	Prbj.g_01894	Prai.g_00484
OG0000522	Prbj.g_01892	Prai.g_00486
OG0000523	Prbj.g_01891	Prai.g_00487
OG0000524	Prbj.g_00152	Prai.g_00492
OG0000525	Prbj.g_00136	Prai.g_00495
OG0000526	Prbj.g_00134	Prai.g_00496
OG0000527	Prbj.g_00130	Prai.g_00503
OG0000528	Prbj.g_01635	Prai.g_00508
OG0000529	Prbj.g_01629	Prai.g_00511
OG0000530	Prbj.g_01626	Prai.g_00514
OG0000531	Prbj.g_01625	Prai.g_00515
OG0000532	Prbj.g_01622	Prai.g_00517
OG0000533	Prbj.g_01620	Prai.g_00518
OG0000534	Prbj.g_01619	Prai.g_00519
OG0000535	Prbj.g_01618	Prai.g_00520
OG0000536	Prbj.g_01617	Prai.g_00521
OG0000537	Prbj.g_01616	Prai.g_00522
OG0000538	Prbj.g_01605	Prai.g_00530
OG0000539	Prbj.g_02088	Prai.g_00531
OG0000540	Prbj.g_02089	Prai.g_00532
OG0000541	Prbj.g_02090	Prai.g_00533
OG0000542	Prbj.g_02093	Prai.g_00535
OG0000543	Prbj.g_02095	Prai.g_00537
OG0000544	Prbj.g_02096	Prai.g_00538
OG0000545	Prbj.g_02097	Prai.g_00540
OG0000546	Prbj.g_02099	Prai.g_00543
OG0000547	Prbj.g_02101	Prai.g_00544
OG0000548	Prbj.g_02102	Prai.g_00545
OG0000549	Prbj.g_02108	Prai.g_00547
OG0000550	Prbj.g_02113	Prai.g_00552
OG0000551	Prbj.g_02117	Prai.g_00555
OG0000552	Prbj.g_02118	Prai.g_00556
OG0000553	Prbj.g_02123	Prai.g_00557
OG0000554	Prbj.g_02128	Prai.g_00562
OG0000555	Prbj.g_02146	Prai.g_00570
OG0000556	Prbj.g_02666	Prai.g_00572
OG0000557	Prbj.g_01858	Prai.g_00573
OG0000558	Prbj.g_01861	Prai.g_00575
OG0000559	Prbj.g_01865	Prai.g_00579
OG0000560	Prbj.g_01868	Prai.g_00582
OG0000561	Prbj.g_01869	Prai.g_00583
OG0000562	Prbj.g_01870	Prai.g_00584
OG0000563	Prbj.g_01871	Prai.g_00585
OG0000564	Prbj.g_01872	Prai.g_00586
OG0000565	Prbj.g_01875	Prai.g_00589
OG0000566	Prbj.g_01879	Prai.g_00592
OG0000567	Prbj.g_01883	Prai.g_00596
OG0000568	Prbj.g_01885	Prai.g_00597
