Orthogroup	Prbj	Praa
OG0000155	Prbj.g_00312	Praa.g_01179
OG0000156	Prbj.g_00163	Praa.g_01307
OG0000157	Prbj.g_00162	Praa.g_01308
OG0000158	Prbj.g_01514	Praa.g_01395
OG0000160	Prbj.g_01057	Praa.g_01477
OG0000161	Prbj.g_01071	Praa.g_01483
OG0000162	Prbj.g_01077	Praa.g_01489
OG0000163	Prbj.g_01688	Praa.g_01523
OG0000164	Prbj.g_00476	Praa.g_01659
OG0000165	Prbj.g_00467	Praa.g_01667
OG0000166	Prbj.g_01019	Praa.g_01739
OG0000167	Prbj.g_01500	Praa.g_01806
OG0000168	Prbj.g_01515	Praa.g_01816
OG0000169	Prbj.g_01581	Praa.g_01826
OG0000170	Prbj.g_01593	Praa.g_01828
OG0000171	Prbj.g_01282	Praa.g_01847
OG0000172	Prbj.g_01248	Praa.g_01856
OG0000173	Prbj.g_01227	Praa.g_01871
OG0000174	Prbj.g_02006	Praa.g_01898
OG0000175	Prbj.g_02044	Praa.g_01908
OG0000176	Prbj.g_02077	Praa.g_00004
OG0000177	Prbj.g_02078	Praa.g_00005
OG0000178	Prbj.g_02079	Praa.g_00006
OG0000179	Prbj.g_01188	Praa.g_00016
OG0000180	Prbj.g_01189	Praa.g_00017
OG0000181	Prbj.g_01190	Praa.g_00018
OG0000182	Prbj.g_01191	Praa.g_00019
OG0000183	Prbj.g_01195	Praa.g_00023
OG0000184	Prbj.g_01943	Praa.g_00046
OG0000185	Prbj.g_01921	Praa.g_00049
OG0000186	Prbj.g_00558	Praa.g_00064
OG0000187	Prbj.g_00560	Praa.g_00065
OG0000188	Prbj.g_00581	Praa.g_00082
OG0000189	Prbj.g_00607	Praa.g_00096
OG0000190	Prbj.g_00609	Praa.g_00097
OG0000191	Prbj.g_01557	Praa.g_00117
OG0000192	Prbj.g_01566	Praa.g_00121
OG0000193	Prbj.g_00542	Praa.g_00146
OG0000194	Prbj.g_00539	Praa.g_00149
OG0000195	Prbj.g_00537	Praa.g_00151
OG0000196	Prbj.g_00526	Praa.g_00161
OG0000197	Prbj.g_00525	Praa.g_00162
OG0000198	Prbj.g_00524	Praa.g_00163
OG0000199	Prbj.g_00517	Praa.g_00170
OG0000201	Prbj.g_01157	Praa.g_00192
OG0000202	Prbj.g_01158	Praa.g_00193
OG0000203	Prbj.g_01159	Praa.g_00194
OG0000204	Prbj.g_01160	Praa.g_00195
OG0000205	Prbj.g_01167	Praa.g_00202
OG0000206	Prbj.g_00288	Praa.g_00207
OG0000207	Prbj.g_00234	Praa.g_00209
OG0000208	Prbj.g_00235	Praa.g_00210
OG0000209	Prbj.g_00262	Praa.g_00219
OG0000210	Prbj.g_00263	Praa.g_00220
OG0000211	Prbj.g_00177	Praa.g_00233
OG0000212	Prbj.g_02615	Praa.g_00240
OG0000213	Prbj.g_01362	Praa.g_00257
OG0000214	Prbj.g_01389	Praa.g_00267
OG0000215	Prbj.g_01419	Praa.g_00292
OG0000216	Prbj.g_01422	Praa.g_00294
OG0000217	Prbj.g_01426	Praa.g_00297
OG0000218	Prbj.g_01430	Praa.g_00299
OG0000219	Prbj.g_01431	Praa.g_00300
OG0000220	Prbj.g_01432	Praa.g_00301
OG0000221	Prbj.g_01437	Praa.g_00302
OG0000222	Prbj.g_01446	Praa.g_00310
OG0000223	Prbj.g_01469	Praa.g_00323
OG0000224	Prbj.g_01480	Praa.g_00325
OG0000225	Prbj.g_00323	Praa.g_00345
OG0000226	Prbj.g_00319	Praa.g_00349
OG0000227	Prbj.g_00317	Praa.g_00351
OG0000228	Prbj.g_00063	Praa.g_00354
OG0000229	Prbj.g_00100	Praa.g_00436
OG0000230	Prbj.g_00102	Praa.g_00437
OG0000231	Prbj.g_00117	Praa.g_00448
OG0000232	Prbj.g_01888	Praa.g_00457
OG0000233	Prbj.g_00148	Praa.g_00463
OG0000234	Prbj.g_00127	Praa.g_00476
OG0000235	Prbj.g_01631	Praa.g_00479
OG0000236	Prbj.g_01615	Praa.g_00493
OG0000237	Prbj.g_02094	Praa.g_00506
OG0000238	Prbj.g_02098	Praa.g_00512
OG0000239	Prbj.g_02114	Praa.g_00525
OG0000240	Prbj.g_02115	Praa.g_00526
OG0000241	Prbj.g_01116	Praa.g_00530
OG0000242	Prbj.g_02125	Praa.g_00532
OG0000243	Prbj.g_02668	Praa.g_00544
OG0000244	Prbj.g_01859	Praa.g_00547
OG0000245	Prbj.g_01862	Praa.g_00549
OG0000246	Prbj.g_01866	Praa.g_00553
OG0000247	Prbj.g_01877	Praa.g_00563
OG0000248	Prbj.g_01880	Praa.g_00565
OG0000249	Prbj.g_01882	Praa.g_00567
OG0000250	Prbj.g_01805	Praa.g_00572
OG0000251	Prbj.g_01781	Praa.g_00591
OG0000252	Prbj.g_01778	Praa.g_00594
OG0000253	Prbj.g_01772	Praa.g_00595
OG0000254	Prbj.g_01753	Praa.g_00611
OG0000255	Prbj.g_02546	Praa.g_00617
OG0000256	Prbj.g_02560	Praa.g_00627
OG0000257	Prbj.g_02566	Praa.g_00630
OG0000258	Prbj.g_02589	Praa.g_00643
OG0000259	Prbj.g_00812	Praa.g_00660
OG0000260	Prbj.g_00816	Praa.g_00663
OG0000261	Prbj.g_00819	Praa.g_00665
OG0000262	Prbj.g_00824	Praa.g_00669
OG0000263	Prbj.g_00248	Praa.g_00681
OG0000264	Prbj.g_00933	Praa.g_00691
OG0000265	Prbj.g_02178, Prbj.g_00913	Praa.g_00711
OG0000266	Prbj.g_02189	Praa.g_00721
OG0000267	Prbj.g_02315	Praa.g_00732
OG0000268	Prbj.g_02314	Praa.g_00733
OG0000269	Prbj.g_02407	Praa.g_00798
OG0000270	Prbj.g_02410	Praa.g_00801
OG0000271	Prbj.g_02418	Praa.g_00809
OG0000272	Prbj.g_02419	Praa.g_00810, Praa.g_00811
OG0000273	Prbj.g_02470	Praa.g_00834
OG0000274	Prbj.g_02471	Praa.g_00835
OG0000275	Prbj.g_02474	Praa.g_00838
OG0000276	Prbj.g_02480	Praa.g_00843
OG0000277	Prbj.g_02481	Praa.g_00844
OG0000278	Prbj.g_02484	Praa.g_00847
OG0000279	Prbj.g_02492	Praa.g_00854
OG0000280	Prbj.g_02498	Praa.g_00855
OG0000281	Prbj.g_02512	Praa.g_00860
OG0000282	Prbj.g_02342	Praa.g_00909
OG0000283	Prbj.g_02303	Praa.g_00941
OG0000284	Prbj.g_02297	Praa.g_00946
OG0000285	Prbj.g_00694	Praa.g_00951
OG0000286	Prbj.g_02269	Praa.g_00963
OG0000287	Prbj.g_00722	Praa.g_00980
OG0000288	Prbj.g_02214	Praa.g_01012
OG0000289	Prbj.g_02201	Praa.g_01023
OG0000290	Prbj.g_01841	Praa.g_01036
OG0000291	Prbj.g_01839	Praa.g_01038
OG0000292	Prbj.g_02066	Praa.g_01089
OG0000293	Prbj.g_00958	Praa.g_01151
OG0000294	Prbj.g_00959	Praa.g_01152
OG0000295	Prbj.g_00304	Praa.g_01171
OG0000296	Prbj.g_00306, Prbj.g_00307	Praa.g_01173
OG0000297	Prbj.g_01913	Praa.g_01181
OG0000298	Prbj.g_01914	Praa.g_01182
OG0000299	Prbj.g_01903	Praa.g_01199
OG0000300	Prbj.g_02155	Praa.g_01202
OG0000301	Prbj.g_02156	Praa.g_01203
OG0000302	Prbj.g_02159	Praa.g_01205
OG0000303	Prbj.g_00314	Praa.g_01212
OG0000304	Prbj.g_00020	Praa.g_01216
OG0000305	Prbj.g_01837	Praa.g_01358
OG0000306	Prbj.g_02521	Praa.g_01361
OG0000307	Prbj.g_01647	Praa.g_01375
OG0000308	Prbj.g_01649	Praa.g_01376
OG0000309	Prbj.g_01653	Praa.g_01380
OG0000310	Prbj.g_01294	Praa.g_01461
OG0000311	Prbj.g_01040	Praa.g_01463
OG0000312	Prbj.g_01044	Praa.g_01466
OG0000313	Prbj.g_01068	Praa.g_01480
OG0000314	Prbj.g_00646	Praa.g_01503
OG0000315	Prbj.g_00656	Praa.g_01513
OG0000316	Prbj.g_01699	Praa.g_01533
OG0000317	Prbj.g_00863	Praa.g_01633
OG0000318	Prbj.g_00856	Praa.g_01636
OG0000319	Prbj.g_00487	Praa.g_01649
OG0000320	Prbj.g_00485	Praa.g_01651
OG0000321	Prbj.g_00484	Praa.g_01652
OG0000322	Prbj.g_00483	Praa.g_01653
OG0000323	Prbj.g_00472	Praa.g_01662
OG0000324	Prbj.g_00443	Praa.g_01690
OG0000325	Prbj.g_02657	Praa.g_01700
OG0000326	Prbj.g_02649	Praa.g_01706
OG0000327	Prbj.g_01024	Praa.g_01734
OG0000328	Prbj.g_01023	Praa.g_01735
OG0000329	Prbj.g_01006	Praa.g_01752
OG0000330	Prbj.g_01005	Praa.g_01753
OG0000331	Prbj.g_01004	Praa.g_01754
OG0000332	Prbj.g_00989	Praa.g_01768
OG0000333	Prbj.g_00987	Praa.g_01770
OG0000334	Prbj.g_00410	Praa.g_01778
OG0000335	Prbj.g_00405	Praa.g_01783
OG0000336	Prbj.g_00401	Praa.g_01787
OG0000337	Prbj.g_01494	Praa.g_01804
OG0000338	Prbj.g_01498	Praa.g_01805
OG0000339	Prbj.g_01504	Praa.g_01809
OG0000340	Prbj.g_01516	Praa.g_01817
OG0000341	Prbj.g_01518	Praa.g_01819
OG0000342	Prbj.g_01519	Praa.g_01820
OG0000343	Prbj.g_01576	Praa.g_01821
OG0000344	Prbj.g_01579	Praa.g_01824
OG0000345	Prbj.g_01594	Praa.g_01829
OG0000346	Prbj.g_01599	Praa.g_01833
OG0000347	Prbj.g_01280	Praa.g_01849
OG0000348	Prbj.g_01243	Praa.g_01859
OG0000349	Prbj.g_01219	Praa.g_01876
OG0000350	Prbj.g_01999	Praa.g_01894
OG0000351	Prbj.g_02047	Praa.g_01911
OG0000352	Prbj.g_02048	Praa.g_01912
OG0000353	Prbj.g_02072	Praa.g_01927
OG0000355	Prbj.g_02074	Praa.g_00001
OG0000356	Prbj.g_02075	Praa.g_00002
OG0000357	Prbj.g_02076	Praa.g_00003
OG0000358	Prbj.g_02080	Praa.g_00007
OG0000359	Prbj.g_02082	Praa.g_00008
OG0000360	Prbj.g_02083	Praa.g_00009
OG0000361	Prbj.g_02084	Praa.g_00010
OG0000362	Prbj.g_02086	Praa.g_00012
OG0000363	Prbj.g_01182	Praa.g_00014
OG0000364	Prbj.g_01183	Praa.g_00015
OG0000365	Prbj.g_01192	Praa.g_00020
OG0000366	Prbj.g_01193	Praa.g_00021
OG0000367	Prbj.g_01194	Praa.g_00022
OG0000368	Prbj.g_01196	Praa.g_00024
OG0000369	Prbj.g_01197	Praa.g_00025
OG0000370	Prbj.g_01198	Praa.g_00026
OG0000371	Prbj.g_01207	Praa.g_00032
OG0000372	Prbj.g_01212	Praa.g_00035
OG0000373	Prbj.g_01213	Praa.g_00036
OG0000374	Prbj.g_01214	Praa.g_00037
OG0000375	Prbj.g_01215	Praa.g_00040
OG0000376	Prbj.g_01217	Praa.g_00042
OG0000377	Prbj.g_01950	Praa.g_00045
OG0000378	Prbj.g_01936	Praa.g_00047
OG0000379	Prbj.g_01920	Praa.g_00050
OG0000380	Prbj.g_00561	Praa.g_00066
OG0000381	Prbj.g_00565	Praa.g_00070
OG0000382	Prbj.g_00580	Praa.g_00081
OG0000383	Prbj.g_00582	Praa.g_00083
OG0000384	Prbj.g_00583	Praa.g_00084
OG0000385	Prbj.g_00584	Praa.g_00085
OG0000386	Prbj.g_00585	Praa.g_00086
OG0000387	Prbj.g_00611	Praa.g_00099
OG0000388	Prbj.g_00615	Praa.g_00102
OG0000389	Prbj.g_00619	Praa.g_00106
OG0000390	Prbj.g_01551	Praa.g_00113
OG0000391	Prbj.g_01556	Praa.g_00116
OG0000392	Prbj.g_01562	Praa.g_00120
OG0000393	Prbj.g_01567	Praa.g_00122
OG0000394	Prbj.g_01568	Praa.g_00123
OG0000395	Prbj.g_01569	Praa.g_00124
OG0000396	Prbj.g_01530	Praa.g_00127
OG0000397	Prbj.g_01532	Praa.g_00129
OG0000398	Prbj.g_01537	Praa.g_00131
OG0000399	Prbj.g_01538	Praa.g_00132
OG0000400	Prbj.g_01539	Praa.g_00133
OG0000401	Prbj.g_01540	Praa.g_00134
OG0000402	Prbj.g_01542	Praa.g_00136
OG0000403	Prbj.g_01543	Praa.g_00137
OG0000404	Prbj.g_01545	Praa.g_00138
OG0000405	Prbj.g_00545	Praa.g_00142
OG0000406	Prbj.g_00541	Praa.g_00147
OG0000407	Prbj.g_00540	Praa.g_00148
OG0000408	Prbj.g_00538	Praa.g_00150
OG0000409	Prbj.g_00536	Praa.g_00152
OG0000410	Prbj.g_00535	Praa.g_00153
OG0000411	Prbj.g_00534	Praa.g_00154
OG0000412	Prbj.g_00533	Praa.g_00155
OG0000413	Prbj.g_00531	Praa.g_00156
OG0000414	Prbj.g_00530	Praa.g_00157
OG0000415	Prbj.g_00529	Praa.g_00158
OG0000416	Prbj.g_00528	Praa.g_00159
OG0000417	Prbj.g_00527	Praa.g_00160
OG0000418	Prbj.g_00522	Praa.g_00165
OG0000419	Prbj.g_00520	Praa.g_00167
OG0000420	Prbj.g_00519	Praa.g_00168
OG0000421	Prbj.g_00515	Praa.g_00173
OG0000422	Prbj.g_00514	Praa.g_00174
OG0000423	Prbj.g_00513	Praa.g_00175
OG0000424	Prbj.g_00512	Praa.g_00176
OG0000425	Prbj.g_00511	Praa.g_00177
OG0000426	Prbj.g_00510	Praa.g_00178
OG0000427	Prbj.g_00509	Praa.g_00179
OG0000428	Prbj.g_02369	Praa.g_00181
OG0000429	Prbj.g_01135	Praa.g_00182
OG0000430	Prbj.g_01137	Praa.g_00183
OG0000431	Prbj.g_01141	Praa.g_00185
OG0000432	Prbj.g_01148	Praa.g_00188
OG0000433	Prbj.g_01151	Praa.g_00189
OG0000434	Prbj.g_01152	Praa.g_00190
OG0000435	Prbj.g_01155	Praa.g_00191
OG0000436	Prbj.g_01161	Praa.g_00196
OG0000437	Prbj.g_01162	Praa.g_00197
OG0000438	Prbj.g_01163	Praa.g_00198
OG0000439	Prbj.g_01165	Praa.g_00200
OG0000440	Prbj.g_01166	Praa.g_00201
OG0000441	Prbj.g_01173	Praa.g_00204
OG0000442	Prbj.g_01174	Praa.g_00205
OG0000443	Prbj.g_00289	Praa.g_00206
OG0000444	Prbj.g_00237	Praa.g_00211
OG0000445	Prbj.g_00238	Praa.g_00212
OG0000446	Prbj.g_00240	Praa.g_00213
OG0000447	Prbj.g_00250	Praa.g_00214
OG0000448	Prbj.g_00251	Praa.g_00215
OG0000449	Prbj.g_00252	Praa.g_00216
OG0000450	Prbj.g_00258	Praa.g_00217
OG0000451	Prbj.g_00259	Praa.g_00218
OG0000452	Prbj.g_00264	Praa.g_00221
OG0000453	Prbj.g_00265	Praa.g_00222
OG0000454	Prbj.g_00266	Praa.g_00223
OG0000455	Prbj.g_00267	Praa.g_00224
OG0000456	Prbj.g_00268	Praa.g_00225
OG0000457	Prbj.g_00270	Praa.g_00226
OG0000458	Prbj.g_00271	Praa.g_00227
OG0000459	Prbj.g_00272	Praa.g_00228
OG0000460	Prbj.g_00176	Praa.g_00235
OG0000461	Prbj.g_02661	Praa.g_00242
OG0000462	Prbj.g_01341	Praa.g_00244
OG0000463	Prbj.g_01342	Praa.g_00245
OG0000464	Prbj.g_01343	Praa.g_00246
OG0000465	Prbj.g_01345	Praa.g_00247
OG0000466	Prbj.g_01350	Praa.g_00250
OG0000467	Prbj.g_01352	Praa.g_00251
OG0000468	Prbj.g_01359	Praa.g_00253
OG0000469	Prbj.g_01372	Praa.g_00262
OG0000470	Prbj.g_01385	Praa.g_00264
OG0000471	Prbj.g_01386	Praa.g_00265
OG0000472	Prbj.g_01388	Praa.g_00266
OG0000473	Prbj.g_01390	Praa.g_00268
OG0000474	Prbj.g_01391	Praa.g_00269
OG0000475	Prbj.g_01392	Praa.g_00270
OG0000476	Prbj.g_01394	Praa.g_00271
OG0000477	Prbj.g_01399	Praa.g_00275
OG0000478	Prbj.g_01400	Praa.g_00276
OG0000479	Prbj.g_01401	Praa.g_00277
OG0000480	Prbj.g_01408	Praa.g_00282
OG0000481	Prbj.g_01410	Praa.g_00284
OG0000482	Prbj.g_01411	Praa.g_00285
OG0000483	Prbj.g_01415	Praa.g_00288
OG0000484	Prbj.g_01416	Praa.g_00289
OG0000485	Prbj.g_01417	Praa.g_00290
OG0000486	Prbj.g_01418	Praa.g_00291
OG0000487	Prbj.g_01423	Praa.g_00295
OG0000488	Prbj.g_01427	Praa.g_00298
OG0000489	Prbj.g_01438	Praa.g_00303
OG0000490	Prbj.g_01444	Praa.g_00308
OG0000491	Prbj.g_01445	Praa.g_00309
OG0000492	Prbj.g_01448	Praa.g_00311
OG0000493	Prbj.g_01449	Praa.g_00312
OG0000494	Prbj.g_01450	Praa.g_00313
OG0000495	Prbj.g_01451	Praa.g_00314
OG0000496	Prbj.g_01452	Praa.g_00315
OG0000497	Prbj.g_01453	Praa.g_00316
OG0000498	Prbj.g_01454	Praa.g_00317
OG0000499	Prbj.g_01455	Praa.g_00318
OG0000500	Prbj.g_01456	Praa.g_00319
OG0000501	Prbj.g_01459	Praa.g_00321
OG0000502	Prbj.g_01471	Praa.g_00324
OG0000503	Prbj.g_00341	Praa.g_00334
OG0000504	Prbj.g_00339	Praa.g_00335
OG0000505	Prbj.g_00338	Praa.g_00336
OG0000506	Prbj.g_00336	Praa.g_00338
OG0000507	Prbj.g_00331	Praa.g_00340
OG0000508	Prbj.g_00324	Praa.g_00344
OG0000509	Prbj.g_00322	Praa.g_00346
OG0000510	Prbj.g_00321	Praa.g_00347
OG0000511	Prbj.g_00320	Praa.g_00348
OG0000512	Prbj.g_00318	Praa.g_00350
OG0000513	Prbj.g_00068	Praa.g_00357
OG0000514	Prbj.g_00076	Praa.g_00431
OG0000515	Prbj.g_00077	Praa.g_00432
OG0000516	Prbj.g_00089	Praa.g_00433
OG0000517	Prbj.g_00099	Praa.g_00435
OG0000518	Prbj.g_00111	Praa.g_00445
OG0000519	Prbj.g_00112	Praa.g_00446
OG0000520	Prbj.g_00113	Praa.g_00447
OG0000521	Prbj.g_01894	Praa.g_00452
OG0000522	Prbj.g_01892	Praa.g_00454
OG0000523	Prbj.g_01891	Praa.g_00455
OG0000524	Prbj.g_00152	Praa.g_00461
OG0000525	Prbj.g_00136	Praa.g_00464
OG0000526	Prbj.g_00134	Praa.g_00465
OG0000527	Prbj.g_00130	Praa.g_00473
OG0000528	Prbj.g_01635	Praa.g_00478
OG0000529	Prbj.g_01629	Praa.g_00481
OG0000530	Prbj.g_01626	Praa.g_00484
OG0000531	Prbj.g_01625	Praa.g_00485
OG0000532	Prbj.g_01622	Praa.g_00487
OG0000533	Prbj.g_01620	Praa.g_00488
OG0000534	Prbj.g_01619	Praa.g_00489
OG0000535	Prbj.g_01618	Praa.g_00490
OG0000536	Prbj.g_01617	Praa.g_00491
OG0000537	Prbj.g_01616	Praa.g_00492
OG0000538	Prbj.g_01605	Praa.g_00500
OG0000539	Prbj.g_02088	Praa.g_00501
OG0000540	Prbj.g_02089	Praa.g_00502
OG0000541	Prbj.g_02090	Praa.g_00503
OG0000542	Prbj.g_02093	Praa.g_00505
OG0000543	Prbj.g_02095	Praa.g_00507
OG0000544	Prbj.g_02096	Praa.g_00508
OG0000545	Prbj.g_02097	Praa.g_00510
OG0000546	Prbj.g_02099	Praa.g_00513
OG0000547	Prbj.g_02101	Praa.g_00515
OG0000548	Prbj.g_02102	Praa.g_00516
OG0000549	Prbj.g_02108	Praa.g_00518
OG0000550	Prbj.g_02113	Praa.g_00523
OG0000551	Prbj.g_02117	Praa.g_00527
OG0000552	Prbj.g_02118	Praa.g_00528
OG0000553	Prbj.g_02123	Praa.g_00529
OG0000554	Prbj.g_02128	Praa.g_00534
OG0000555	Prbj.g_02146	Praa.g_00543
OG0000556	Prbj.g_02666	Praa.g_00545
OG0000557	Prbj.g_01858	Praa.g_00546
OG0000558	Prbj.g_01861	Praa.g_00548
OG0000559	Prbj.g_01865	Praa.g_00552
OG0000560	Prbj.g_01868	Praa.g_00555
OG0000561	Prbj.g_01869	Praa.g_00556
OG0000562	Prbj.g_01870	Praa.g_00557
OG0000563	Prbj.g_01871	Praa.g_00558
OG0000564	Prbj.g_01872	Praa.g_00559
OG0000565	Prbj.g_01875	Praa.g_00562
OG0000566	Prbj.g_01879	Praa.g_00564
OG0000567	Prbj.g_01883	Praa.g_00568
OG0000568	Prbj.g_01885	Praa.g_00569
OG0000569	Prbj.g_01807	Praa.g_00570
OG0000570	Prbj.g_01806	Praa.g_00571
OG0000571	Prbj.g_01803	Praa.g_00573
OG0000572	Prbj.g_01787	Praa.g_00586
