Orthogroup	Prbj	Syag
OG0000053	Prbj.g_00638	Syag.g_01391
OG0000054	Prbj.g_01758	Syag.g_00350
OG0000057	Prbj.g_00758	Syag.g_00985
OG0000059	Prbj.g_01029, Prbj.g_01521	Syag.g_02721
OG0000060	Prbj.g_01633	Syag.g_01530
OG0000060	Prbj.g_01132	Syag.g_02045
OG0000061	Prbj.g_00971	Syag.g_01141
OG0000062	Prbj.g_00881	Syag.g_01669
OG0000063	Prbj.g_01208	Syag.g_02313
OG0000065	Prbj.g_00620	Syag.g_00182, Syag.g_01885
OG0000066	Prbj.g_02141	Syag.g_01443
OG0000067	Prbj.g_02412	Syag.g_00667
OG0000068	Prbj.g_01639	Syag.g_01537
OG0000070	Prbj.g_00118	Syag.g_00049
OG0000071	Prbj.g_01728	Syag.g_01192
OG0000072	Prbj.g_00516	Syag.g_01980, Syag.g_02859
OG0000073	Prbj.g_01608	Syag.g_01505
OG0000075	Prbj.g_01502	Syag.g_02434
OG0000076	Prbj.g_01598	Syag.g_02393
OG0000077	Prbj.g_00576, Prbj.g_01900	Syag.g_01831
OG0000078	Prbj.g_02614	Syag.g_01778
OG0000079	Prbj.g_01353	Syag.g_02659
OG0000081	Prbj.g_00799	Syag.g_00167
OG0000082	Prbj.g_01789	Syag.g_00318
OG0000084	Prbj.g_01052	Syag.g_01425
OG0000085	Prbj.g_00869	Syag.g_01676
OG0000086	Prbj.g_00589	Syag.g_01853
OG0000087	Prbj.g_01547	Syag.g_01939
OG0000088	Prbj.g_00912, Prbj.g_00521	Syag.g_01974
OG0000089	Prbj.g_00064	Syag.g_00005
OG0000090	Prbj.g_02127	Syag.g_01454
OG0000091	Prbj.g_02581	Syag.g_00418
OG0000093	Prbj.g_02388	Syag.g_00649
OG0000095	Prbj.g_01838	Syag.g_00974
OG0000097	Prbj.g_02152	Syag.g_01065
OG0000098	Prbj.g_00669	Syag.g_00578
OG0000099	Prbj.g_01464	Syag.g_02536
OG0000100	Prbj.g_00185, Prbj.g_02442	Syag.g_00704
OG0000101	Prbj.g_00981	Syag.g_02773
OG0000102	Prbj.g_01819	Syag.g_02387
OG0000103	Prbj.g_02055	Syag.g_02253
OG0000104	Prbj.g_02069	Syag.g_02268
OG0000105	Prbj.g_01397	Syag.g_02606
OG0000106	Prbj.g_00875	Syag.g_00462
OG0000107	Prbj.g_02659	Syag.g_02689
OG0000108	Prbj.g_01630	Syag.g_01528
OG0000109	Prbj.g_01614	Syag.g_01512
OG0000110	Prbj.g_01801	Syag.g_00303
OG0000111	Prbj.g_00759	Syag.g_00984
OG0000112	Prbj.g_02276	Syag.g_00801
OG0000113	Prbj.g_02437	Syag.g_00699
OG0000114	Prbj.g_02340	Syag.g_00609
OG0000115	Prbj.g_00634	Syag.g_01397
OG0000116	Prbj.g_00956	Syag.g_01156
OG0000117	Prbj.g_01915	Syag.g_01097
OG0000118	Prbj.g_01742	Syag.g_01232
OG0000120	Prbj.g_01465	Syag.g_02535
OG0000121	Prbj.g_01064, Prbj.g_01058	Syag.g_01414
OG0000122	Prbj.g_02627	Syag.g_00446
OG0000123	Prbj.g_00406	Syag.g_02781
OG0000124	Prbj.g_01281	Syag.g_02367, Syag.g_02485
OG0000125	Prbj.g_01963	Syag.g_02136, Syag.g_02134
OG0000126	Prbj.g_02067	Syag.g_02266
OG0000128	Prbj.g_02085	Syag.g_02284
OG0000129	Prbj.g_01951	Syag.g_02121
OG0000130	Prbj.g_00564	Syag.g_01819
OG0000131	Prbj.g_00543	Syag.g_01951
OG0000132	Prbj.g_00523	Syag.g_01972
OG0000133	Prbj.g_01460	Syag.g_00806
OG0000134	Prbj.g_00067	Syag.g_00008
OG0000135	Prbj.g_02004	Syag.g_02171
OG0000136	Prbj.g_00105	Syag.g_00038
OG0000137	Prbj.g_00128	Syag.g_01356
OG0000138	Prbj.g_01613	Syag.g_01511
OG0000139	Prbj.g_02133	Syag.g_01448
OG0000140	Prbj.g_02139	Syag.g_01446
OG0000141	Prbj.g_01757	Syag.g_00351
OG0000142	Prbj.g_02573	Syag.g_00410
OG0000143	Prbj.g_02577	Syag.g_00414
OG0000144	Prbj.g_00793	Syag.g_00493
OG0000145	Prbj.g_01607	Syag.g_01504
OG0000146	Prbj.g_02277	Syag.g_00800
OG0000147	Prbj.g_02278	Syag.g_00799
OG0000148	Prbj.g_02431	Syag.g_00693
OG0000149	Prbj.g_02488	Syag.g_00731
OG0000150	Prbj.g_02511	Syag.g_00352
OG0000151	Prbj.g_02361	Syag.g_00623
OG0000152	Prbj.g_02268	Syag.g_00810
OG0000153	Prbj.g_02241	Syag.g_00845
OG0000154	Prbj.g_02213	Syag.g_00870
OG0000155	Prbj.g_00312	Syag.g_01107
OG0000156	Prbj.g_00163	Syag.g_01166
OG0000157	Prbj.g_00162	Syag.g_01167
OG0000158	Prbj.g_01514	Syag.g_02422
OG0000160	Prbj.g_01057	Syag.g_01415
OG0000161	Prbj.g_01071	Syag.g_01409
OG0000162	Prbj.g_01077	Syag.g_01402
OG0000163	Prbj.g_01688	Syag.g_01618
OG0000164	Prbj.g_00476	Syag.g_01725
OG0000165	Prbj.g_00467	Syag.g_01733
OG0000166	Prbj.g_01019	Syag.g_02733
OG0000167	Prbj.g_01500	Syag.g_02437
OG0000168	Prbj.g_01515	Syag.g_02417
OG0000169	Prbj.g_01581	Syag.g_02405
OG0000170	Prbj.g_01593	Syag.g_02398
OG0000171	Prbj.g_01282	Syag.g_02368
OG0000172	Prbj.g_01248	Syag.g_02360
OG0000173	Prbj.g_01227	Syag.g_02337
OG0000174	Prbj.g_02006	Syag.g_02175
OG0000175	Prbj.g_02044	Syag.g_02240
OG0000176	Prbj.g_02077	Syag.g_02276
OG0000177	Prbj.g_02078	Syag.g_02277
OG0000178	Prbj.g_02079	Syag.g_02278
OG0000179	Prbj.g_01188	Syag.g_02293
OG0000180	Prbj.g_01189	Syag.g_02294
OG0000181	Prbj.g_01190	Syag.g_02295
OG0000182	Prbj.g_01191	Syag.g_02296
OG0000183	Prbj.g_01195	Syag.g_02300
OG0000184	Prbj.g_01943	Syag.g_02110
OG0000185	Prbj.g_01921	Syag.g_02092
OG0000186	Prbj.g_00558	Syag.g_01815
OG0000187	Prbj.g_00560	Syag.g_01816
OG0000188	Prbj.g_00581	Syag.g_01839
OG0000189	Prbj.g_00607	Syag.g_01872
OG0000190	Prbj.g_00609	Syag.g_01874
OG0000191	Prbj.g_01557	Syag.g_01909
OG0000192	Prbj.g_01566	Syag.g_01915
OG0000193	Prbj.g_00542	Syag.g_01952
OG0000194	Prbj.g_00539	Syag.g_01955
OG0000195	Prbj.g_00537	Syag.g_01957
OG0000196	Prbj.g_00526	Syag.g_01968
OG0000197	Prbj.g_00525	Syag.g_01969
OG0000198	Prbj.g_00524	Syag.g_00108, Syag.g_01971
OG0000199	Prbj.g_00517	Syag.g_01979
OG0000200	Prbj.g_01138	Syag.g_01996
OG0000201	Prbj.g_01157	Syag.g_02019
OG0000202	Prbj.g_01158	Syag.g_02024
OG0000203	Prbj.g_01159	Syag.g_02025
OG0000204	Prbj.g_01160	Syag.g_02020, Syag.g_02026
OG0000205	Prbj.g_01167	Syag.g_02035
OG0000206	Prbj.g_00288	Syag.g_02047
OG0000207	Prbj.g_00234	Syag.g_02051
OG0000208	Prbj.g_00235	Syag.g_02052
OG0000209	Prbj.g_00262	Syag.g_02069
OG0000210	Prbj.g_00263	Syag.g_02070
OG0000211	Prbj.g_00177	Syag.g_01788
OG0000212	Prbj.g_02615	Syag.g_01777
OG0000213	Prbj.g_01362	Syag.g_02632
OG0000214	Prbj.g_01389	Syag.g_02615
OG0000215	Prbj.g_01419	Syag.g_02584
OG0000216	Prbj.g_01422	Syag.g_02580
OG0000217	Prbj.g_01426	Syag.g_02576
OG0000218	Prbj.g_01430	Syag.g_02574
OG0000219	Prbj.g_01431	Syag.g_02573
OG0000220	Prbj.g_01432	Syag.g_02572
OG0000221	Prbj.g_01437	Syag.g_02566
OG0000222	Prbj.g_01446	Syag.g_02550
OG0000223	Prbj.g_01469	Syag.g_02475
OG0000224	Prbj.g_01480	Syag.g_02471
OG0000225	Prbj.g_00323	Syag.g_02861
OG0000226	Prbj.g_00319	Syag.g_02865
OG0000227	Prbj.g_00317	Syag.g_02867
OG0000228	Prbj.g_00063	Syag.g_00004
OG0000229	Prbj.g_00100	Syag.g_00033
OG0000230	Prbj.g_00102	Syag.g_00035
OG0000231	Prbj.g_00117	Syag.g_00048
OG0000232	Prbj.g_01888	Syag.g_00059
OG0000233	Prbj.g_00148	Syag.g_01330
OG0000234	Prbj.g_00127	Syag.g_01358
OG0000235	Prbj.g_01631	Syag.g_01529
OG0000236	Prbj.g_01615	Syag.g_01513
OG0000237	Prbj.g_02094	Syag.g_01495
OG0000238	Prbj.g_02098	Syag.g_01490
OG0000239	Prbj.g_02114	Syag.g_01472
OG0000240	Prbj.g_02115	Syag.g_01471
OG0000241	Prbj.g_01116	Syag.g_00396
OG0000242	Prbj.g_02125	Syag.g_01456
OG0000243	Prbj.g_02668	Syag.g_00255
OG0000244	Prbj.g_01859	Syag.g_00268
OG0000245	Prbj.g_01862	Syag.g_00270
OG0000246	Prbj.g_01866	Syag.g_00274
OG0000247	Prbj.g_01877	Syag.g_00286
OG0000248	Prbj.g_01880	Syag.g_00289
OG0000249	Prbj.g_01882	Syag.g_00291
OG0000250	Prbj.g_01805	Syag.g_00299
OG0000251	Prbj.g_01781	Syag.g_00328
OG0000252	Prbj.g_01778	Syag.g_00331
OG0000253	Prbj.g_01772	Syag.g_00333
OG0000254	Prbj.g_01753	Syag.g_00356
OG0000255	Prbj.g_02546	Syag.g_00369
OG0000256	Prbj.g_02560	Syag.g_00385
OG0000257	Prbj.g_02566	Syag.g_00395
OG0000258	Prbj.g_02589	Syag.g_00423
OG0000259	Prbj.g_00812	Syag.g_00560
OG0000260	Prbj.g_00816	Syag.g_00570
OG0000261	Prbj.g_00819	Syag.g_00581
OG0000262	Prbj.g_00824	Syag.g_00586
OG0000263	Prbj.g_00248	Syag.g_01079
OG0000264	Prbj.g_00933	Syag.g_01011
OG0000265	Prbj.g_02178, Prbj.g_00913	Syag.g_01021
OG0000266	Prbj.g_02189	Syag.g_00907
OG0000267	Prbj.g_02315	Syag.g_00762
OG0000268	Prbj.g_02314	Syag.g_00763
OG0000269	Prbj.g_02407	Syag.g_00662
OG0000270	Prbj.g_02410	Syag.g_00665
OG0000271	Prbj.g_02418	Syag.g_00673
OG0000274	Prbj.g_02471	Syag.g_00714
OG0000275	Prbj.g_02474	Syag.g_00717
OG0000276	Prbj.g_02480	Syag.g_00723
OG0000277	Prbj.g_02481	Syag.g_00724
OG0000278	Prbj.g_02484	Syag.g_00727
OG0000279	Prbj.g_02492	Syag.g_00735
OG0000280	Prbj.g_02498	Syag.g_00741
OG0000281	Prbj.g_02512	Syag.g_00572
OG0000282	Prbj.g_02342	Syag.g_00611
OG0000283	Prbj.g_02303	Syag.g_00775
OG0000284	Prbj.g_02297	Syag.g_00780
OG0000285	Prbj.g_00694	Syag.g_00791
OG0000286	Prbj.g_02269	Syag.g_00809
OG0000287	Prbj.g_00722	Syag.g_00838
OG0000288	Prbj.g_02214	Syag.g_00869
OG0000289	Prbj.g_02201	Syag.g_00884
OG0000290	Prbj.g_01841	Syag.g_00970
OG0000291	Prbj.g_01839	Syag.g_00972
OG0000292	Prbj.g_02066	Syag.g_02265
OG0000293	Prbj.g_00958	Syag.g_01155
OG0000294	Prbj.g_00959	Syag.g_01154
OG0000295	Prbj.g_00304	Syag.g_01115
OG0000296	Prbj.g_00306, Prbj.g_00307	Syag.g_01113
OG0000297	Prbj.g_01913	Syag.g_01099
OG0000298	Prbj.g_01914	Syag.g_01098
OG0000299	Prbj.g_01903	Syag.g_01067
OG0000301	Prbj.g_02156	Syag.g_01061
OG0000302	Prbj.g_02159	Syag.g_01060
OG0000303	Prbj.g_00314	Syag.g_01048
OG0000304	Prbj.g_00020	Syag.g_01041
OG0000305	Prbj.g_01837	Syag.g_00977
OG0000306	Prbj.g_02521	Syag.g_00460
OG0000307	Prbj.g_01647	Syag.g_01546
OG0000308	Prbj.g_01649	Syag.g_01548
OG0000309	Prbj.g_01653	Syag.g_01553
OG0000310	Prbj.g_01294	Syag.g_01291
OG0000311	Prbj.g_01040	Syag.g_01300
OG0000312	Prbj.g_01044	Syag.g_01434
OG0000313	Prbj.g_01068	Syag.g_00966, Syag.g_01412
OG0000314	Prbj.g_00646	Syag.g_01380
OG0000315	Prbj.g_00656	Syag.g_01369
OG0000316	Prbj.g_01699	Syag.g_01641
OG0000317	Prbj.g_00863	Syag.g_01684
OG0000318	Prbj.g_00856	Syag.g_01688
OG0000319	Prbj.g_00487	Syag.g_01710
OG0000320	Prbj.g_00485	Syag.g_01712
OG0000321	Prbj.g_00484	Syag.g_01713
OG0000322	Prbj.g_00483	Syag.g_01714
OG0000323	Prbj.g_00472	Syag.g_01728
OG0000324	Prbj.g_00443	Syag.g_01757
OG0000325	Prbj.g_02657	Syag.g_02690
OG0000326	Prbj.g_02649	Syag.g_02698
OG0000327	Prbj.g_01024	Syag.g_02728
OG0000328	Prbj.g_01023	Syag.g_02729
OG0000329	Prbj.g_01006	Syag.g_02747
OG0000330	Prbj.g_01005	Syag.g_02748
OG0000331	Prbj.g_01004	Syag.g_02749
OG0000332	Prbj.g_00989	Syag.g_02764
OG0000333	Prbj.g_00987	Syag.g_02767
OG0000334	Prbj.g_00410	Syag.g_02777
OG0000335	Prbj.g_00405	Syag.g_02782
OG0000336	Prbj.g_00401	Syag.g_02786
OG0000337	Prbj.g_01494	Syag.g_02445
OG0000338	Prbj.g_01498	Syag.g_02440
OG0000340	Prbj.g_01516	Syag.g_02416
OG0000341	Prbj.g_01518	Syag.g_02414
OG0000342	Prbj.g_01519	Syag.g_02413
OG0000343	Prbj.g_01576	Syag.g_02411
OG0000344	Prbj.g_01579	Syag.g_02407
OG0000345	Prbj.g_01594	Syag.g_02397
OG0000346	Prbj.g_01599	Syag.g_02392
OG0000347	Prbj.g_01280	Syag.g_02366
OG0000348	Prbj.g_01243	Syag.g_02357
OG0000349	Prbj.g_01219	Syag.g_02330
OG0000350	Prbj.g_01999	Syag.g_02705
OG0000351	Prbj.g_02047	Syag.g_02244
OG0000352	Prbj.g_02048	Syag.g_02245
OG0000353	Prbj.g_02072	Syag.g_02271
OG0000354	Prbj.g_02104	Syag.g_01484
OG0000354	Prbj.g_01186	Syag.g_02291
OG0000355	Prbj.g_02074	Syag.g_02273
OG0000356	Prbj.g_02075	Syag.g_02274
OG0000357	Prbj.g_02076	Syag.g_02275
OG0000358	Prbj.g_02080	Syag.g_02279
OG0000359	Prbj.g_02082	Syag.g_02281
OG0000360	Prbj.g_02083	Syag.g_02282
OG0000361	Prbj.g_02084	Syag.g_02283
OG0000362	Prbj.g_02086	Syag.g_02285
OG0000363	Prbj.g_01182	Syag.g_02287
OG0000364	Prbj.g_01183	Syag.g_02288
OG0000365	Prbj.g_01192	Syag.g_02297
OG0000366	Prbj.g_01193	Syag.g_02298
OG0000367	Prbj.g_01194	Syag.g_02299
OG0000368	Prbj.g_01196	Syag.g_02301
OG0000369	Prbj.g_01197	Syag.g_02302
OG0000370	Prbj.g_01198	Syag.g_02303
OG0000371	Prbj.g_01207	Syag.g_02312
OG0000372	Prbj.g_01212	Syag.g_02317
OG0000373	Prbj.g_01213	Syag.g_02318
OG0000374	Prbj.g_01214	Syag.g_02319
OG0000375	Prbj.g_01215	Syag.g_02326
OG0000376	Prbj.g_01217	Syag.g_02328
OG0000377	Prbj.g_01950	Syag.g_02119
OG0000378	Prbj.g_01936	Syag.g_02099
OG0000379	Prbj.g_01920	Syag.g_02091
OG0000380	Prbj.g_00561	Syag.g_01817
OG0000381	Prbj.g_00565	Syag.g_01820
OG0000382	Prbj.g_00580	Syag.g_01838
OG0000383	Prbj.g_00582	Syag.g_01843
OG0000384	Prbj.g_00583	Syag.g_01844
OG0000385	Prbj.g_00584	Syag.g_01845
OG0000386	Prbj.g_00585	Syag.g_01846
OG0000387	Prbj.g_00611	Syag.g_01876
OG0000388	Prbj.g_00615	Syag.g_01880
OG0000389	Prbj.g_00619	Syag.g_01884
OG0000390	Prbj.g_01551	Syag.g_01903
OG0000391	Prbj.g_01556	Syag.g_01908
OG0000392	Prbj.g_01562	Syag.g_01914
OG0000393	Prbj.g_01567	Syag.g_01917
OG0000394	Prbj.g_01568	Syag.g_01918
OG0000395	Prbj.g_01569	Syag.g_01919
OG0000396	Prbj.g_01530	Syag.g_01922
OG0000397	Prbj.g_01532	Syag.g_01924
OG0000398	Prbj.g_01537	Syag.g_01929
OG0000399	Prbj.g_01538	Syag.g_01930
OG0000400	Prbj.g_01539	Syag.g_01931
OG0000401	Prbj.g_01540	Syag.g_01932
OG0000402	Prbj.g_01542	Syag.g_01934
OG0000403	Prbj.g_01543	Syag.g_01935
OG0000404	Prbj.g_01545	Syag.g_01937
OG0000405	Prbj.g_00545	Syag.g_01949
OG0000406	Prbj.g_00541	Syag.g_01953
OG0000407	Prbj.g_00540	Syag.g_01954
OG0000408	Prbj.g_00538	Syag.g_01956
OG0000409	Prbj.g_00536	Syag.g_01958
OG0000410	Prbj.g_00535	Syag.g_01959
OG0000411	Prbj.g_00534	Syag.g_01960
OG0000412	Prbj.g_00533	Syag.g_01961
OG0000413	Prbj.g_00531	Syag.g_01963
OG0000414	Prbj.g_00530	Syag.g_01964
OG0000415	Prbj.g_00529	Syag.g_01965
OG0000416	Prbj.g_00528	Syag.g_01966
OG0000417	Prbj.g_00527	Syag.g_01967
OG0000418	Prbj.g_00522	Syag.g_01973
OG0000419	Prbj.g_00520	Syag.g_01975
OG0000420	Prbj.g_00519	Syag.g_01977
OG0000421	Prbj.g_00515	Syag.g_01982
OG0000422	Prbj.g_00514	Syag.g_01983
OG0000423	Prbj.g_00513	Syag.g_01984
OG0000424	Prbj.g_00512	Syag.g_01985
OG0000425	Prbj.g_00511	Syag.g_01986
OG0000426	Prbj.g_00510	Syag.g_01987
OG0000427	Prbj.g_00509	Syag.g_01988
OG0000428	Prbj.g_02369	Syag.g_01991
OG0000429	Prbj.g_01135	Syag.g_01993
OG0000430	Prbj.g_01137	Syag.g_01995
OG0000431	Prbj.g_01141	Syag.g_01998
OG0000432	Prbj.g_01148	Syag.g_02007
OG0000433	Prbj.g_01151	Syag.g_02009
OG0000434	Prbj.g_01152	Syag.g_02010
OG0000435	Prbj.g_01155	Syag.g_02017
OG0000436	Prbj.g_01161	Syag.g_02028
OG0000437	Prbj.g_01162	Syag.g_02029
OG0000438	Prbj.g_01163	Syag.g_02031
OG0000439	Prbj.g_01165	Syag.g_02033
OG0000440	Prbj.g_01166	Syag.g_02034
OG0000441	Prbj.g_01173	Syag.g_02041
OG0000442	Prbj.g_01174	Syag.g_02044
OG0000443	Prbj.g_00289	Syag.g_02046
OG0000444	Prbj.g_00237	Syag.g_02053
OG0000445	Prbj.g_00238	Syag.g_02054
OG0000446	Prbj.g_00240	Syag.g_02056
OG0000447	Prbj.g_00250	Syag.g_02059
OG0000448	Prbj.g_00251	Syag.g_02060
OG0000449	Prbj.g_00252	Syag.g_02061
OG0000450	Prbj.g_00258	Syag.g_02066
OG0000451	Prbj.g_00259	Syag.g_02067
OG0000452	Prbj.g_00264	Syag.g_02071
OG0000453	Prbj.g_00265	Syag.g_02072
OG0000454	Prbj.g_00266	Syag.g_02073
OG0000455	Prbj.g_00267	Syag.g_02074
OG0000456	Prbj.g_00268	Syag.g_02075
OG0000457	Prbj.g_00270	Syag.g_02077
OG0000458	Prbj.g_00271	Syag.g_02080
OG0000459	Prbj.g_00272	Syag.g_02081
OG0000460	Prbj.g_00176	Syag.g_01786
OG0000461	Prbj.g_02661	Syag.g_02675
OG0000462	Prbj.g_01341	Syag.g_02672
OG0000463	Prbj.g_01342	Syag.g_02671
OG0000464	Prbj.g_01343	Syag.g_02670
OG0000465	Prbj.g_01345	Syag.g_02668
OG0000466	Prbj.g_01350	Syag.g_02662
OG0000467	Prbj.g_01352	Syag.g_02660
OG0000468	Prbj.g_01359	Syag.g_02636
OG0000469	Prbj.g_01372	Syag.g_02621
OG0000470	Prbj.g_01385	Syag.g_02619
OG0000471	Prbj.g_01386	Syag.g_02618
OG0000472	Prbj.g_01388	Syag.g_02616
OG0000473	Prbj.g_01390	Syag.g_02614
OG0000474	Prbj.g_01391	Syag.g_02613
OG0000475	Prbj.g_01392	Syag.g_02612
OG0000476	Prbj.g_01394	Syag.g_02610
OG0000477	Prbj.g_01399	Syag.g_02604
OG0000478	Prbj.g_01400	Syag.g_02603
OG0000479	Prbj.g_01401	Syag.g_02602
OG0000480	Prbj.g_01408	Syag.g_02595
OG0000481	Prbj.g_01410	Syag.g_02593
OG0000482	Prbj.g_01411	Syag.g_02592
OG0000483	Prbj.g_01415	Syag.g_02588
OG0000484	Prbj.g_01416	Syag.g_02587
OG0000485	Prbj.g_01417	Syag.g_02586
OG0000486	Prbj.g_01418	Syag.g_02585
OG0000487	Prbj.g_01423	Syag.g_02579
OG0000488	Prbj.g_01427	Syag.g_02575
OG0000489	Prbj.g_01438	Syag.g_02565
OG0000490	Prbj.g_01444	Syag.g_02553
OG0000491	Prbj.g_01445	Syag.g_02551
OG0000492	Prbj.g_01448	Syag.g_02549
OG0000493	Prbj.g_01449	Syag.g_02548
OG0000494	Prbj.g_01450	Syag.g_02547
OG0000495	Prbj.g_01451	Syag.g_02546
OG0000496	Prbj.g_01452	Syag.g_02545
OG0000497	Prbj.g_01453	Syag.g_02544
OG0000498	Prbj.g_01454	Syag.g_02543
OG0000499	Prbj.g_01455	Syag.g_02542
OG0000500	Prbj.g_01456	Syag.g_02541
OG0000501	Prbj.g_01459	Syag.g_02538
OG0000502	Prbj.g_01471	Syag.g_02467
OG0000503	Prbj.g_00341	Syag.g_02843
OG0000504	Prbj.g_00339	Syag.g_02845
OG0000505	Prbj.g_00338	Syag.g_02846
OG0000506	Prbj.g_00336	Syag.g_02849
OG0000507	Prbj.g_00331	Syag.g_02855
OG0000508	Prbj.g_00324	Syag.g_02860
OG0000509	Prbj.g_00322	Syag.g_02862
OG0000510	Prbj.g_00321	Syag.g_02863
OG0000511	Prbj.g_00320	Syag.g_02864
OG0000512	Prbj.g_00318	Syag.g_02866
OG0000513	Prbj.g_00068	Syag.g_00009
OG0000514	Prbj.g_00076	Syag.g_00018
OG0000515	Prbj.g_00077	Syag.g_00019
OG0000516	Prbj.g_00089	Syag.g_00025
OG0000517	Prbj.g_00099	Syag.g_00032
OG0000518	Prbj.g_00111	Syag.g_00044
OG0000519	Prbj.g_00112	Syag.g_00045
OG0000520	Prbj.g_00113	Syag.g_00046
OG0000521	Prbj.g_01894	Syag.g_00054
OG0000522	Prbj.g_01892	Syag.g_00056
OG0000523	Prbj.g_01891	Syag.g_00057
OG0000524	Prbj.g_00152	Syag.g_01327
OG0000525	Prbj.g_00136	Syag.g_01345
OG0000526	Prbj.g_00134	Syag.g_01348
OG0000527	Prbj.g_00130	Syag.g_01354
OG0000528	Prbj.g_01635	Syag.g_01532
OG0000529	Prbj.g_01629	Syag.g_01527
OG0000530	Prbj.g_01626	Syag.g_01524
OG0000531	Prbj.g_01625	Syag.g_01523
OG0000532	Prbj.g_01622	Syag.g_01520
OG0000533	Prbj.g_01620	Syag.g_01518
OG0000534	Prbj.g_01619	Syag.g_01517
OG0000535	Prbj.g_01618	Syag.g_01516
OG0000536	Prbj.g_01617	Syag.g_01515
OG0000537	Prbj.g_01616	Syag.g_01514
OG0000538	Prbj.g_01605	Syag.g_01502
OG0000539	Prbj.g_02088	Syag.g_01501
OG0000540	Prbj.g_02089	Syag.g_01500
OG0000541	Prbj.g_02090	Syag.g_01499
OG0000542	Prbj.g_02093	Syag.g_01496
OG0000543	Prbj.g_02095	Syag.g_01494
OG0000544	Prbj.g_02096	Syag.g_01493
OG0000545	Prbj.g_02097	Syag.g_01491
OG0000546	Prbj.g_02099	Syag.g_01489
OG0000547	Prbj.g_02101	Syag.g_01487
OG0000548	Prbj.g_02102	Syag.g_01486
OG0000549	Prbj.g_02108	Syag.g_01480
OG0000550	Prbj.g_02113	Syag.g_01474
