Orthogroup	Prbj	Syan
OG0000128	Prbj.g_02085	Syan.g_01768
OG0000129	Prbj.g_01951	Syan.g_01563
OG0000130	Prbj.g_00564	Syan.g_02906, Syan.g_02907
OG0000131	Prbj.g_00543	Syan.g_03008
OG0000132	Prbj.g_00523	Syan.g_03029
OG0000133	Prbj.g_01460	Syan.g_00561
OG0000134	Prbj.g_00067	Syan.g_02319
OG0000135	Prbj.g_02004	Syan.g_01616
OG0000136	Prbj.g_00105	Syan.g_01342
OG0000137	Prbj.g_00128	Syan.g_02846
OG0000138	Prbj.g_01613	Syan.g_02747
OG0000140	Prbj.g_02139	Syan.g_00042
OG0000141	Prbj.g_01757	Syan.g_01032
OG0000142	Prbj.g_02573	Syan.g_00816
OG0000143	Prbj.g_02577	Syan.g_00812
OG0000144	Prbj.g_00793	Syan.g_00782
OG0000145	Prbj.g_01607	Syan.g_02740
OG0000146	Prbj.g_02277	Syan.g_00555, Syan.g_00253
OG0000147	Prbj.g_02278	Syan.g_00254, Syan.g_00554
OG0000148	Prbj.g_02431	Syan.g_00670
OG0000149	Prbj.g_02488	Syan.g_00393
OG0000150	Prbj.g_02511	Syan.g_01031
OG0000151	Prbj.g_02361	Syan.g_00731
OG0000152	Prbj.g_02268	Syan.g_00565
OG0000153	Prbj.g_02241	Syan.g_00601
OG0000154	Prbj.g_02213	Syan.g_00363
OG0000155	Prbj.g_00312	Syan.g_02654
OG0000156	Prbj.g_00163	Syan.g_02717
OG0000157	Prbj.g_00162	Syan.g_02718
OG0000158	Prbj.g_01514	Syan.g_01078, Syan.g_01926
OG0000160	Prbj.g_01057	Syan.g_01274
OG0000161	Prbj.g_01071	Syan.g_01268
OG0000162	Prbj.g_01077	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Prbj.g_01688	Syan.g_02405
OG0000164	Prbj.g_00476	Syan.g_01440
OG0000165	Prbj.g_00467	Syan.g_01448
OG0000166	Prbj.g_01019	Syan.g_02239
OG0000167	Prbj.g_01500	Syan.g_01941
OG0000168	Prbj.g_01515	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Prbj.g_01581	Syan.g_01912
OG0000170	Prbj.g_01593	Syan.g_01901
OG0000171	Prbj.g_01282	Syan.g_01875
OG0000172	Prbj.g_01248	Syan.g_01810
OG0000173	Prbj.g_01227	Syan.g_01720
OG0000174	Prbj.g_02006	Syan.g_01619
OG0000175	Prbj.g_02044	Syan.g_01678, Syan.g_00258
OG0000176	Prbj.g_02077	Syan.g_01801
OG0000177	Prbj.g_02078	Syan.g_01775
OG0000178	Prbj.g_02079	Syan.g_01774
OG0000179	Prbj.g_01188	Syan.g_01759
OG0000180	Prbj.g_01189	Syan.g_01758
OG0000181	Prbj.g_01190	Syan.g_01757
OG0000182	Prbj.g_01191	Syan.g_01756
OG0000183	Prbj.g_01195	Syan.g_01752
OG0000184	Prbj.g_01943	Syan.g_01549
OG0000185	Prbj.g_01921	Syan.g_01540
OG0000186	Prbj.g_00558	Syan.g_02902
OG0000187	Prbj.g_00560	Syan.g_02904
OG0000188	Prbj.g_00581	Syan.g_02926
OG0000189	Prbj.g_00607	Syan.g_02966
OG0000190	Prbj.g_00609	Syan.g_00971
OG0000191	Prbj.g_01557	Syan.g_02300
OG0000192	Prbj.g_01566	Syan.g_02294
OG0000193	Prbj.g_00542	Syan.g_03009
OG0000194	Prbj.g_00539	Syan.g_03012
OG0000196	Prbj.g_00526	Syan.g_03026
OG0000197	Prbj.g_00525	Syan.g_03027
OG0000198	Prbj.g_00524	Syan.g_03028
OG0000199	Prbj.g_00517	Syan.g_03037
OG0000200	Prbj.g_01138	Syan.g_03055
OG0000201	Prbj.g_01157	Syan.g_03074
OG0000202	Prbj.g_01158	Syan.g_03075
OG0000203	Prbj.g_01159	Syan.g_03076
OG0000204	Prbj.g_01160	Syan.g_03077
OG0000205	Prbj.g_01167	Syan.g_03087
OG0000206	Prbj.g_00288	Syan.g_03095
OG0000207	Prbj.g_00234	Syan.g_03100
OG0000208	Prbj.g_00235	Syan.g_03101
OG0000209	Prbj.g_00262	Syan.g_01521
OG0000210	Prbj.g_00263	Syan.g_01522
OG0000211	Prbj.g_00177	Syan.g_02416
OG0000212	Prbj.g_02615	Syan.g_01508, Syan.g_02438
OG0000213	Prbj.g_01362	Syan.g_02059
OG0000214	Prbj.g_01389	Syan.g_02040
OG0000215	Prbj.g_01419	Syan.g_02010
OG0000216	Prbj.g_01422	Syan.g_02006
OG0000217	Prbj.g_01426	Syan.g_02001
OG0000218	Prbj.g_01430	Syan.g_01999
OG0000219	Prbj.g_01431	Syan.g_01998
OG0000220	Prbj.g_01432	Syan.g_01997
OG0000221	Prbj.g_01437	Syan.g_01994
OG0000222	Prbj.g_01446	Syan.g_01981
OG0000223	Prbj.g_01469	Syan.g_00228
OG0000224	Prbj.g_01480	Syan.g_01959
OG0000225	Prbj.g_00323	Syan.g_02997
OG0000226	Prbj.g_00319	Syan.g_02990
OG0000227	Prbj.g_00317	Syan.g_02988
OG0000228	Prbj.g_00063	Syan.g_02315
OG0000229	Prbj.g_00100	Syan.g_02396
OG0000230	Prbj.g_00102	Syan.g_02398
OG0000231	Prbj.g_00117	Syan.g_01333
OG0000232	Prbj.g_01888	Syan.g_02801
OG0000233	Prbj.g_00148	Syan.g_02876
OG0000234	Prbj.g_00127	Syan.g_02844
OG0000235	Prbj.g_01631	Syan.g_02765
OG0000236	Prbj.g_01615	Syan.g_02749
OG0000237	Prbj.g_02094	Syan.g_02731
OG0000238	Prbj.g_02098	Syan.g_02726
OG0000239	Prbj.g_02114	Syan.g_01187
OG0000240	Prbj.g_02115	Syan.g_01186
OG0000241	Prbj.g_01116	Syan.g_00822
OG0000242	Prbj.g_02125	Syan.g_01168
OG0000243	Prbj.g_02668	Syan.g_00840
OG0000244	Prbj.g_01859	Syan.g_00848
OG0000245	Prbj.g_01862	Syan.g_00850
OG0000246	Prbj.g_01866	Syan.g_00854
OG0000247	Prbj.g_01877	Syan.g_00866
OG0000248	Prbj.g_01880	Syan.g_00869
OG0000249	Prbj.g_01882	Syan.g_00871
OG0000250	Prbj.g_01805	Syan.g_00878
OG0000251	Prbj.g_01781	Syan.g_00961
OG0000252	Prbj.g_01778	Syan.g_00966
OG0000253	Prbj.g_01772	Syan.g_01000
OG0000254	Prbj.g_01753	Syan.g_01026
OG0000255	Prbj.g_02546	Syan.g_00978
OG0000256	Prbj.g_02560	Syan.g_00001, Syan.g_01135
OG0000257	Prbj.g_02566	Syan.g_00827
OG0000258	Prbj.g_02589	Syan.g_00803
OG0000259	Prbj.g_00812	Syan.g_00772
OG0000260	Prbj.g_00816	Syan.g_00769
OG0000261	Prbj.g_00819	Syan.g_00765
OG0000262	Prbj.g_00824	Syan.g_00760
OG0000263	Prbj.g_00248	Syan.g_02618
OG0000264	Prbj.g_00933	Syan.g_00540
OG0000266	Prbj.g_02189	Syan.g_00330
OG0000267	Prbj.g_02315	Syan.g_00470
OG0000268	Prbj.g_02314	Syan.g_00471
OG0000269	Prbj.g_02407	Syan.g_00695
OG0000270	Prbj.g_02410	Syan.g_00692
OG0000271	Prbj.g_02418	Syan.g_00684
OG0000272	Prbj.g_02419	Syan.g_00683
OG0000273	Prbj.g_02470	Syan.g_00654
OG0000274	Prbj.g_02471	Syan.g_00653
OG0000275	Prbj.g_02474	Syan.g_00373
OG0000276	Prbj.g_02480	Syan.g_00380
OG0000277	Prbj.g_02481	Syan.g_00381
OG0000278	Prbj.g_02484	Syan.g_00384
OG0000279	Prbj.g_02492	Syan.g_00398
OG0000280	Prbj.g_02498	Syan.g_00518
OG0000282	Prbj.g_02342	Syan.g_00739
OG0000283	Prbj.g_02303	Syan.g_00491
OG0000284	Prbj.g_02297	Syan.g_00497
OG0000285	Prbj.g_00694	Syan.g_00533
OG0000286	Prbj.g_02269	Syan.g_00564
OG0000287	Prbj.g_00722	Syan.g_00593
OG0000288	Prbj.g_02214	Syan.g_00364
OG0000289	Prbj.g_02201	Syan.g_00350
OG0000290	Prbj.g_01841	Syan.g_00293
OG0000291	Prbj.g_01839	Syan.g_00291
OG0000292	Prbj.g_02066	Syan.g_01703
OG0000293	Prbj.g_00958	Syan.g_02709
OG0000294	Prbj.g_00959	Syan.g_02708
OG0000295	Prbj.g_00304	Syan.g_02662
OG0000296	Prbj.g_00306, Prbj.g_00307	Syan.g_02660
OG0000298	Prbj.g_01914	Syan.g_02645
OG0000299	Prbj.g_01903	Syan.g_02601
OG0000301	Prbj.g_02156	Syan.g_02592
OG0000302	Prbj.g_02159	Syan.g_02591
OG0000303	Prbj.g_00314	Syan.g_02582
OG0000304	Prbj.g_00020	Syan.g_02556
OG0000305	Prbj.g_01837	Syan.g_00195
OG0000306	Prbj.g_02521	Syan.g_00087
OG0000307	Prbj.g_01647	Syan.g_02782
OG0000308	Prbj.g_01649	Syan.g_02784
OG0000309	Prbj.g_01653	Syan.g_02883
OG0000310	Prbj.g_01294	Syan.g_01304
OG0000311	Prbj.g_01040	Syan.g_01299
OG0000312	Prbj.g_01044	Syan.g_01290
OG0000313	Prbj.g_01068	Syan.g_01271
OG0000314	Prbj.g_00646	Syan.g_02823
OG0000315	Prbj.g_00656	Syan.g_02833
OG0000316	Prbj.g_01699	Syan.g_01354
OG0000317	Prbj.g_00863	Syan.g_01396
OG0000318	Prbj.g_00856	Syan.g_01401
OG0000319	Prbj.g_00487	Syan.g_01425
OG0000320	Prbj.g_00485	Syan.g_01427
OG0000321	Prbj.g_00484	Syan.g_01428
OG0000322	Prbj.g_00483	Syan.g_01429
OG0000323	Prbj.g_00472	Syan.g_01442
OG0000324	Prbj.g_00443	Syan.g_01472
OG0000325	Prbj.g_02657	Syan.g_02107
OG0000326	Prbj.g_02649	Syan.g_02114
OG0000327	Prbj.g_01024	Syan.g_02244
OG0000328	Prbj.g_01023	Syan.g_02243
OG0000329	Prbj.g_01006	Syan.g_02225
OG0000330	Prbj.g_01005	Syan.g_02224
OG0000331	Prbj.g_01004	Syan.g_02223
OG0000332	Prbj.g_00989	Syan.g_02208
OG0000333	Prbj.g_00987	Syan.g_02205
OG0000334	Prbj.g_00410	Syan.g_00247, Syan.g_02194
OG0000335	Prbj.g_00405	Syan.g_02189
OG0000336	Prbj.g_00401	Syan.g_02185
OG0000337	Prbj.g_01494	Syan.g_01949
OG0000338	Prbj.g_01498	Syan.g_01943
OG0000339	Prbj.g_01504	Syan.g_01935, Syan.g_00264
OG0000340	Prbj.g_01516	Syan.g_01923
OG0000341	Prbj.g_01518	Syan.g_01921
OG0000342	Prbj.g_01519	Syan.g_01920
OG0000343	Prbj.g_01576	Syan.g_01918
OG0000344	Prbj.g_01579	Syan.g_01914
OG0000345	Prbj.g_01594	Syan.g_01900
OG0000346	Prbj.g_01599	Syan.g_01895
OG0000347	Prbj.g_01280	Syan.g_01867
OG0000348	Prbj.g_01243	Syan.g_01803
OG0000349	Prbj.g_01219	Syan.g_01727
OG0000350	Prbj.g_01999	Syan.g_02121
OG0000351	Prbj.g_02047	Syan.g_01682
OG0000352	Prbj.g_02048	Syan.g_01683
OG0000353	Prbj.g_02072	Syan.g_01795
OG0000354	Prbj.g_02104	Syan.g_02720
OG0000354	Prbj.g_01186	Syan.g_01761
OG0000355	Prbj.g_02074	Syan.g_01797
OG0000356	Prbj.g_02075	Syan.g_01798
OG0000357	Prbj.g_02076	Syan.g_01800
OG0000358	Prbj.g_02080	Syan.g_01773
OG0000359	Prbj.g_02082	Syan.g_01771
OG0000360	Prbj.g_02083	Syan.g_01770
OG0000361	Prbj.g_02084	Syan.g_01769
OG0000362	Prbj.g_02086	Syan.g_01767
OG0000363	Prbj.g_01182	Syan.g_01765
OG0000364	Prbj.g_01183	Syan.g_01398
OG0000365	Prbj.g_01192	Syan.g_01755
OG0000366	Prbj.g_01193	Syan.g_01754
OG0000367	Prbj.g_01194	Syan.g_01753
OG0000368	Prbj.g_01196	Syan.g_01751
OG0000369	Prbj.g_01197	Syan.g_01750
OG0000370	Prbj.g_01198	Syan.g_01749
OG0000371	Prbj.g_01207	Syan.g_01740
OG0000372	Prbj.g_01212	Syan.g_01734
OG0000373	Prbj.g_01213	Syan.g_01733
OG0000374	Prbj.g_01214	Syan.g_01732
OG0000375	Prbj.g_01215	Syan.g_01731
OG0000376	Prbj.g_01217	Syan.g_01729
OG0000377	Prbj.g_01950	Syan.g_01555
OG0000378	Prbj.g_01936	Syan.g_01543
OG0000379	Prbj.g_01920	Syan.g_01539
OG0000380	Prbj.g_00561	Syan.g_02905
OG0000381	Prbj.g_00565	Syan.g_02908
OG0000382	Prbj.g_00580	Syan.g_02925
OG0000383	Prbj.g_00582	Syan.g_02936
OG0000384	Prbj.g_00583	Syan.g_02937
OG0000385	Prbj.g_00584	Syan.g_02938
OG0000386	Prbj.g_00585	Syan.g_02939
OG0000387	Prbj.g_00611	Syan.g_00967
OG0000388	Prbj.g_00615	Syan.g_02970
OG0000389	Prbj.g_00619	Syan.g_02973
OG0000390	Prbj.g_01551	Syan.g_02306
OG0000391	Prbj.g_01556	Syan.g_02301
OG0000392	Prbj.g_01562	Syan.g_02295
OG0000393	Prbj.g_01567	Syan.g_02292
OG0000394	Prbj.g_01568	Syan.g_02291
OG0000395	Prbj.g_01569	Syan.g_02290
OG0000396	Prbj.g_01530	Syan.g_02287
OG0000397	Prbj.g_01532	Syan.g_02285
OG0000398	Prbj.g_01537	Syan.g_02279
OG0000399	Prbj.g_01538	Syan.g_02278
OG0000400	Prbj.g_01539	Syan.g_02277
OG0000401	Prbj.g_01540	Syan.g_02274
OG0000402	Prbj.g_01542	Syan.g_02272
OG0000403	Prbj.g_01543	Syan.g_02271
OG0000404	Prbj.g_01545	Syan.g_02269
OG0000405	Prbj.g_00545	Syan.g_03005
OG0000406	Prbj.g_00541	Syan.g_03010
OG0000407	Prbj.g_00540	Syan.g_03011
OG0000408	Prbj.g_00538	Syan.g_03013
OG0000409	Prbj.g_00536	Syan.g_03015
OG0000410	Prbj.g_00535	Syan.g_03016
OG0000411	Prbj.g_00534	Syan.g_03017
OG0000412	Prbj.g_00533	Syan.g_03018
OG0000413	Prbj.g_00531	Syan.g_03020
OG0000414	Prbj.g_00530	Syan.g_03021
OG0000415	Prbj.g_00529	Syan.g_03022
OG0000416	Prbj.g_00528	Syan.g_03023
OG0000417	Prbj.g_00527	Syan.g_03025
OG0000418	Prbj.g_00522	Syan.g_03030
OG0000419	Prbj.g_00520	Syan.g_03033
OG0000420	Prbj.g_00519	Syan.g_03035
OG0000421	Prbj.g_00515	Syan.g_03040
OG0000422	Prbj.g_00514	Syan.g_03041
OG0000423	Prbj.g_00513	Syan.g_03042
OG0000424	Prbj.g_00512	Syan.g_03043
OG0000425	Prbj.g_00511	Syan.g_03044
OG0000426	Prbj.g_00510	Syan.g_03045
OG0000427	Prbj.g_00509	Syan.g_03046
OG0000428	Prbj.g_02369	Syan.g_03049
OG0000429	Prbj.g_01135	Syan.g_03051
OG0000430	Prbj.g_01137	Syan.g_03053
OG0000431	Prbj.g_01141	Syan.g_03058
OG0000432	Prbj.g_01148	Syan.g_03065
OG0000433	Prbj.g_01151	Syan.g_03068
OG0000434	Prbj.g_01152	Syan.g_03069
OG0000435	Prbj.g_01155	Syan.g_03071
OG0000436	Prbj.g_01161	Syan.g_03079
OG0000437	Prbj.g_01162	Syan.g_03080
OG0000438	Prbj.g_01163	Syan.g_03083
OG0000439	Prbj.g_01165	Syan.g_03085
OG0000440	Prbj.g_01166	Syan.g_03086
OG0000441	Prbj.g_01173	Syan.g_03089
OG0000442	Prbj.g_01174	Syan.g_03090
OG0000443	Prbj.g_00289	Syan.g_03094
OG0000444	Prbj.g_00237	Syan.g_03102
OG0000445	Prbj.g_00238	Syan.g_03103
OG0000446	Prbj.g_00240	Syan.g_03105
OG0000447	Prbj.g_00250	Syan.g_03111
OG0000448	Prbj.g_00251	Syan.g_03112
OG0000449	Prbj.g_00252	Syan.g_03113
OG0000450	Prbj.g_00258	Syan.g_01518
OG0000451	Prbj.g_00259	Syan.g_01519
OG0000452	Prbj.g_00264	Syan.g_01523
OG0000453	Prbj.g_00265	Syan.g_01524
OG0000454	Prbj.g_00266	Syan.g_01525
OG0000455	Prbj.g_00267	Syan.g_01526
OG0000456	Prbj.g_00268	Syan.g_01527
OG0000457	Prbj.g_00270	Syan.g_01529
OG0000458	Prbj.g_00271	Syan.g_01530
OG0000459	Prbj.g_00272	Syan.g_01531
OG0000460	Prbj.g_00176	Syan.g_02423
OG0000461	Prbj.g_02661	Syan.g_02099
OG0000462	Prbj.g_01341	Syan.g_02096
OG0000463	Prbj.g_01342	Syan.g_02095
OG0000464	Prbj.g_01343	Syan.g_02094
OG0000465	Prbj.g_01345	Syan.g_02092
OG0000466	Prbj.g_01350	Syan.g_02087
OG0000467	Prbj.g_01352	Syan.g_02086
OG0000468	Prbj.g_01359	Syan.g_02063
OG0000469	Prbj.g_01372	Syan.g_02046
OG0000470	Prbj.g_01385	Syan.g_02044
OG0000471	Prbj.g_01386	Syan.g_02043
OG0000472	Prbj.g_01388	Syan.g_02041
OG0000473	Prbj.g_01390	Syan.g_02039
OG0000474	Prbj.g_01391	Syan.g_02038
OG0000475	Prbj.g_01392	Syan.g_02037
OG0000476	Prbj.g_01394	Syan.g_02035
OG0000477	Prbj.g_01399	Syan.g_02029
OG0000478	Prbj.g_01400	Syan.g_02028
OG0000479	Prbj.g_01401	Syan.g_02027
OG0000480	Prbj.g_01408	Syan.g_02020
OG0000481	Prbj.g_01410	Syan.g_00975
OG0000482	Prbj.g_01411	Syan.g_02018
OG0000483	Prbj.g_01415	Syan.g_02014
OG0000484	Prbj.g_01416	Syan.g_02013
OG0000485	Prbj.g_01417	Syan.g_02012
OG0000486	Prbj.g_01418	Syan.g_02011
OG0000487	Prbj.g_01423	Syan.g_02005
OG0000488	Prbj.g_01427	Syan.g_02000
OG0000489	Prbj.g_01438	Syan.g_01993
OG0000490	Prbj.g_01444	Syan.g_01985
OG0000491	Prbj.g_01445	Syan.g_01983
OG0000492	Prbj.g_01448	Syan.g_01980
OG0000493	Prbj.g_01449	Syan.g_01979
OG0000494	Prbj.g_01450	Syan.g_01978
OG0000495	Prbj.g_01451	Syan.g_01977
OG0000496	Prbj.g_01452	Syan.g_01976
OG0000497	Prbj.g_01453	Syan.g_01975
OG0000498	Prbj.g_01454	Syan.g_01974
OG0000499	Prbj.g_01455	Syan.g_01973
OG0000500	Prbj.g_01456	Syan.g_01972
OG0000501	Prbj.g_01459	Syan.g_01969
OG0000502	Prbj.g_01471	Syan.g_01961
OG0000503	Prbj.g_00341	Syan.g_02144
OG0000504	Prbj.g_00339	Syan.g_02142
OG0000505	Prbj.g_00338	Syan.g_02141
OG0000506	Prbj.g_00336	Syan.g_02139
OG0000507	Prbj.g_00331	Syan.g_02133
OG0000508	Prbj.g_00324	Syan.g_02998
OG0000509	Prbj.g_00322	Syan.g_02993
OG0000510	Prbj.g_00321	Syan.g_02992
OG0000511	Prbj.g_00320	Syan.g_02991
OG0000512	Prbj.g_00318	Syan.g_02989
OG0000513	Prbj.g_00068	Syan.g_02320
OG0000514	Prbj.g_00076	Syan.g_02326
OG0000515	Prbj.g_00077	Syan.g_02327
OG0000516	Prbj.g_00089	Syan.g_02389
OG0000517	Prbj.g_00099	Syan.g_02395
OG0000518	Prbj.g_00111	Syan.g_01336
OG0000519	Prbj.g_00112	Syan.g_01335
OG0000520	Prbj.g_00113	Syan.g_01334
OG0000521	Prbj.g_01894	Syan.g_02805
OG0000522	Prbj.g_01892	Syan.g_02803
OG0000523	Prbj.g_01891	Syan.g_02802
OG0000524	Prbj.g_00152	Syan.g_02878
OG0000525	Prbj.g_00136	Syan.g_02853
OG0000526	Prbj.g_00134	Syan.g_02852
OG0000527	Prbj.g_00130	Syan.g_02848
OG0000528	Prbj.g_01635	Syan.g_02767
OG0000529	Prbj.g_01629	Syan.g_02763
OG0000530	Prbj.g_01626	Syan.g_02760
OG0000531	Prbj.g_01625	Syan.g_02759
OG0000532	Prbj.g_01622	Syan.g_02756
OG0000533	Prbj.g_01620	Syan.g_02754
OG0000534	Prbj.g_01619	Syan.g_02753
OG0000535	Prbj.g_01618	Syan.g_02752
OG0000536	Prbj.g_01617	Syan.g_02751
OG0000537	Prbj.g_01616	Syan.g_02750
OG0000538	Prbj.g_01605	Syan.g_02738
OG0000539	Prbj.g_02088	Syan.g_02737
OG0000540	Prbj.g_02089	Syan.g_02736
OG0000541	Prbj.g_02090	Syan.g_02735
OG0000542	Prbj.g_02093	Syan.g_02732
OG0000543	Prbj.g_02095	Syan.g_02730
OG0000544	Prbj.g_02096	Syan.g_02729
OG0000545	Prbj.g_02097	Syan.g_02727
OG0000546	Prbj.g_02099	Syan.g_02725
OG0000547	Prbj.g_02101	Syan.g_02723
OG0000548	Prbj.g_02102	Syan.g_02722
OG0000549	Prbj.g_02108	Syan.g_01194
OG0000550	Prbj.g_02113	Syan.g_01189
OG0000551	Prbj.g_02117	Syan.g_01184
OG0000552	Prbj.g_02118	Syan.g_01183
OG0000553	Prbj.g_02123	Syan.g_01179
OG0000554	Prbj.g_02128	Syan.g_01165
OG0000555	Prbj.g_02146	Syan.g_00839
OG0000556	Prbj.g_02666	Syan.g_00842
OG0000557	Prbj.g_01858	Syan.g_00847
OG0000558	Prbj.g_01861	Syan.g_00849
OG0000559	Prbj.g_01865	Syan.g_00853
OG0000560	Prbj.g_01868	Syan.g_00856
OG0000561	Prbj.g_01869	Syan.g_00857
OG0000562	Prbj.g_01870	Syan.g_00858
OG0000563	Prbj.g_01871	Syan.g_00859
OG0000564	Prbj.g_01872	Syan.g_00860
OG0000565	Prbj.g_01875	Syan.g_00864
OG0000566	Prbj.g_01879	Syan.g_00868
