Orthogroup	Prbj	Pran
OG0000405	Prbj.g_00545	Pran.g_00292
OG0000406	Prbj.g_00541	Pran.g_00286
OG0000407	Prbj.g_00540	Pran.g_00285
OG0000408	Prbj.g_00538	Pran.g_00282
OG0000409	Prbj.g_00536	Pran.g_00280
OG0000410	Prbj.g_00535	Pran.g_00279
OG0000411	Prbj.g_00534	Pran.g_00278
OG0000412	Prbj.g_00533	Pran.g_00277
OG0000413	Prbj.g_00531	Pran.g_00276
OG0000414	Prbj.g_00530	Pran.g_00275
OG0000415	Prbj.g_00529	Pran.g_00274
OG0000416	Prbj.g_00528	Pran.g_00273
OG0000417	Prbj.g_00527	Pran.g_00272
OG0000418	Prbj.g_00522	Pran.g_00267
OG0000419	Prbj.g_00520	Pran.g_00265
OG0000420	Prbj.g_00519	Pran.g_00264
OG0000421	Prbj.g_00515	Pran.g_00259
OG0000422	Prbj.g_00514	Pran.g_00258
OG0000423	Prbj.g_00513	Pran.g_00257
OG0000424	Prbj.g_00512	Pran.g_00256
OG0000425	Prbj.g_00511	Pran.g_00255
OG0000426	Prbj.g_00510	Pran.g_00254
OG0000427	Prbj.g_00509	Pran.g_00253
OG0000428	Prbj.g_02369	Pran.g_00251
OG0000429	Prbj.g_01135	Pran.g_00250
OG0000430	Prbj.g_01137	Pran.g_00249
OG0000431	Prbj.g_01141	Pran.g_00247
OG0000432	Prbj.g_01148	Pran.g_00244
OG0000433	Prbj.g_01151	Pran.g_00243
OG0000434	Prbj.g_01152	Pran.g_00242
OG0000435	Prbj.g_01155	Pran.g_00241
OG0000436	Prbj.g_01161	Pran.g_00236
OG0000437	Prbj.g_01162	Pran.g_00235
OG0000438	Prbj.g_01163	Pran.g_00234
OG0000439	Prbj.g_01165	Pran.g_00232
OG0000440	Prbj.g_01166	Pran.g_00231
OG0000441	Prbj.g_01173	Pran.g_00228
OG0000442	Prbj.g_01174	Pran.g_00227
OG0000443	Prbj.g_00289	Pran.g_00226
OG0000444	Prbj.g_00237	Pran.g_00221
OG0000445	Prbj.g_00238	Pran.g_00220
OG0000446	Prbj.g_00240	Pran.g_00219
OG0000447	Prbj.g_00250	Pran.g_00218
OG0000448	Prbj.g_00251	Pran.g_00217
OG0000449	Prbj.g_00252	Pran.g_00216
OG0000450	Prbj.g_00258	Pran.g_00215
OG0000451	Prbj.g_00259	Pran.g_00214
OG0000452	Prbj.g_00264	Pran.g_00211
OG0000453	Prbj.g_00265	Pran.g_00210
OG0000454	Prbj.g_00266	Pran.g_00209
OG0000455	Prbj.g_00267	Pran.g_00208
OG0000456	Prbj.g_00268	Pran.g_00207
OG0000457	Prbj.g_00270	Pran.g_00206
OG0000458	Prbj.g_00271	Pran.g_00205
OG0000459	Prbj.g_00272	Pran.g_00204
OG0000460	Prbj.g_00176	Pran.g_00197
OG0000461	Prbj.g_02661	Pran.g_01950
OG0000462	Prbj.g_01341	Pran.g_01948
OG0000463	Prbj.g_01342	Pran.g_01947
OG0000464	Prbj.g_01343	Pran.g_01946
OG0000465	Prbj.g_01345	Pran.g_01945
OG0000466	Prbj.g_01350	Pran.g_01942
OG0000467	Prbj.g_01352	Pran.g_01941
OG0000468	Prbj.g_01359	Pran.g_01939
OG0000469	Prbj.g_01372	Pran.g_01931
OG0000470	Prbj.g_01385	Pran.g_01929
OG0000471	Prbj.g_01386	Pran.g_01928
OG0000472	Prbj.g_01388	Pran.g_01927
OG0000473	Prbj.g_01390	Pran.g_01925
OG0000474	Prbj.g_01391	Pran.g_01924
OG0000475	Prbj.g_01392	Pran.g_01923
OG0000476	Prbj.g_01394	Pran.g_01922
OG0000477	Prbj.g_01399	Pran.g_01919
OG0000478	Prbj.g_01400	Pran.g_01918
OG0000479	Prbj.g_01401	Pran.g_01917
OG0000480	Prbj.g_01408	Pran.g_01912
OG0000481	Prbj.g_01410	Pran.g_01910
OG0000482	Prbj.g_01411	Pran.g_01909
OG0000483	Prbj.g_01415	Pran.g_01906
OG0000484	Prbj.g_01416	Pran.g_01905
OG0000485	Prbj.g_01417	Pran.g_01904
OG0000486	Prbj.g_01418	Pran.g_01903
OG0000487	Prbj.g_01423	Pran.g_01899
OG0000488	Prbj.g_01427	Pran.g_01896
OG0000489	Prbj.g_01438	Pran.g_01891
OG0000490	Prbj.g_01444	Pran.g_01886
OG0000491	Prbj.g_01445	Pran.g_01885
OG0000492	Prbj.g_01448	Pran.g_01883
OG0000493	Prbj.g_01449	Pran.g_01882
OG0000494	Prbj.g_01450	Pran.g_01881
OG0000495	Prbj.g_01451	Pran.g_01880
OG0000496	Prbj.g_01452	Pran.g_01879
OG0000497	Prbj.g_01453	Pran.g_01878
OG0000498	Prbj.g_01454	Pran.g_01877
OG0000499	Prbj.g_01455	Pran.g_01876
OG0000500	Prbj.g_01456	Pran.g_01875
OG0000501	Prbj.g_01459	Pran.g_01873
OG0000502	Prbj.g_01471	Pran.g_01870
OG0000503	Prbj.g_00341	Pran.g_01860
OG0000504	Prbj.g_00339	Pran.g_01859
OG0000505	Prbj.g_00338	Pran.g_01858
OG0000506	Prbj.g_00336	Pran.g_01857
OG0000507	Prbj.g_00331	Pran.g_01854
OG0000508	Prbj.g_00324	Pran.g_01850
OG0000509	Prbj.g_00322	Pran.g_01848
OG0000510	Prbj.g_00321	Pran.g_01847
OG0000511	Prbj.g_00320	Pran.g_01846
OG0000512	Prbj.g_00318	Pran.g_01844
OG0000513	Prbj.g_00068	Pran.g_01837
OG0000514	Prbj.g_00076	Pran.g_01749
OG0000515	Prbj.g_00077	Pran.g_01748
OG0000516	Prbj.g_00089	Pran.g_01747
OG0000517	Prbj.g_00099	Pran.g_01745
OG0000518	Prbj.g_00111	Pran.g_01734
OG0000519	Prbj.g_00112	Pran.g_01733
OG0000520	Prbj.g_00113	Pran.g_01729
OG0000521	Prbj.g_01894	Pran.g_01724
OG0000522	Prbj.g_01892	Pran.g_01723
OG0000523	Prbj.g_01891	Pran.g_01722
OG0000524	Prbj.g_00152	Pran.g_01717
OG0000525	Prbj.g_00136	Pran.g_01714
OG0000526	Prbj.g_00134	Pran.g_01713
OG0000527	Prbj.g_00130	Pran.g_01705
OG0000528	Prbj.g_01635	Pran.g_01700
OG0000529	Prbj.g_01629	Pran.g_01697
OG0000530	Prbj.g_01626	Pran.g_01694
OG0000531	Prbj.g_01625	Pran.g_01693
OG0000532	Prbj.g_01622	Pran.g_01691
OG0000533	Prbj.g_01620	Pran.g_01690
OG0000534	Prbj.g_01619	Pran.g_01689
OG0000535	Prbj.g_01618	Pran.g_01688
OG0000536	Prbj.g_01617	Pran.g_01687
OG0000537	Prbj.g_01616	Pran.g_01686
OG0000538	Prbj.g_01605	Pran.g_01678
OG0000539	Prbj.g_02088	Pran.g_01677
OG0000540	Prbj.g_02089	Pran.g_01676
OG0000541	Prbj.g_02090	Pran.g_01675
OG0000542	Prbj.g_02093	Pran.g_01673
OG0000543	Prbj.g_02095	Pran.g_01671
OG0000544	Prbj.g_02096	Pran.g_01670
OG0000545	Prbj.g_02097	Pran.g_01668
OG0000546	Prbj.g_02099	Pran.g_01665
OG0000547	Prbj.g_02101	Pran.g_01663
OG0000548	Prbj.g_02102	Pran.g_01662
OG0000549	Prbj.g_02108	Pran.g_01660
OG0000550	Prbj.g_02113	Pran.g_01655
OG0000551	Prbj.g_02117	Pran.g_01651
OG0000552	Prbj.g_02118	Pran.g_01650
OG0000553	Prbj.g_02123	Pran.g_01649
OG0000554	Prbj.g_02128	Pran.g_01644
OG0000555	Prbj.g_02146	Pran.g_01636
OG0000556	Prbj.g_02666	Pran.g_01634
OG0000557	Prbj.g_01858	Pran.g_01633
OG0000558	Prbj.g_01861	Pran.g_01631
OG0000559	Prbj.g_01865	Pran.g_01627
OG0000560	Prbj.g_01868	Pran.g_01624
OG0000561	Prbj.g_01869	Pran.g_01623
OG0000562	Prbj.g_01870	Pran.g_01622
OG0000563	Prbj.g_01871	Pran.g_01621
OG0000564	Prbj.g_01872	Pran.g_01620
OG0000565	Prbj.g_01875	Pran.g_01617
OG0000566	Prbj.g_01879	Pran.g_01614
OG0000567	Prbj.g_01883	Pran.g_01610
OG0000568	Prbj.g_01885	Pran.g_01609
OG0000569	Prbj.g_01807	Pran.g_01608
OG0000570	Prbj.g_01806	Pran.g_01607
OG0000571	Prbj.g_01803	Pran.g_01605
