Orthogroup	Prbj	Prak
OG0000082	Prbj.g_01789	Prak.g_00546, Prak.g_01634
OG0000084	Prbj.g_01052	Prak.g_01388
OG0000085	Prbj.g_00869	Prak.g_01637, Prak.g_01516
OG0000086	Prbj.g_00589	Prak.g_00092
OG0000087	Prbj.g_01547	Prak.g_00147
OG0000088	Prbj.g_00521	Prak.g_00178
OG0000089	Prbj.g_00064	Prak.g_00379
OG0000090	Prbj.g_02127	Prak.g_00492
OG0000091	Prbj.g_02581	Prak.g_01100
OG0000093	Prbj.g_02388	Prak.g_01071
OG0000094	Prbj.g_01985	Prak.g_01022
OG0000097	Prbj.g_02152	Prak.g_01126
OG0000098	Prbj.g_00669	Prak.g_01305
OG0000099	Prbj.g_01464	Prak.g_01352
OG0000100	Prbj.g_00185, Prbj.g_02442	Prak.g_01470
OG0000101	Prbj.g_00415, Prbj.g_00981	Prak.g_01780
OG0000102	Prbj.g_01819	Prak.g_01847
OG0000103	Prbj.g_02055	Prak.g_01932
OG0000104	Prbj.g_02069	Prak.g_01941
OG0000105	Prbj.g_01397	Prak.g_00292
OG0000106	Prbj.g_00875	Prak.g_00687
OG0000108	Prbj.g_01630	Prak.g_00441
OG0000109	Prbj.g_01614	Prak.g_00455
OG0000110	Prbj.g_01801	Prak.g_00535
OG0000111	Prbj.g_00759	Prak.g_00830
OG0000112	Prbj.g_02276	Prak.g_00608
OG0000113	Prbj.g_02437	Prak.g_00868
OG0000114	Prbj.g_02340	Prak.g_00770
OG0000115	Prbj.g_00634	Prak.g_01241
OG0000116	Prbj.g_00956	Prak.g_01183
OG0000117	Prbj.g_01915	Prak.g_01145
OG0000118	Prbj.g_01742	Prak.g_01290
OG0000119	Prbj.g_00740	Prak.g_01226
OG0000119	Prbj.g_00778	Prak.g_01488
OG0000120	Prbj.g_01465	Prak.g_01349
OG0000121	Prbj.g_01064, Prbj.g_01058	Prak.g_01393
OG0000122	Prbj.g_02627	Prak.g_01434
OG0000123	Prbj.g_00406	Prak.g_01787
OG0000124	Prbj.g_01281	Prak.g_01859
OG0000125	Prbj.g_01963	Prak.g_01895
OG0000126	Prbj.g_02067	Prak.g_01940
OG0000128	Prbj.g_02085	Prak.g_00011
OG0000129	Prbj.g_01951	Prak.g_00045
OG0000130	Prbj.g_00564	Prak.g_00074
OG0000131	Prbj.g_00543	Prak.g_00156
OG0000132	Prbj.g_00523	Prak.g_00176
OG0000133	Prbj.g_01460	Prak.g_00339
OG0000134	Prbj.g_00067	Prak.g_00381
OG0000135	Prbj.g_02004	Prak.g_01259
OG0000136	Prbj.g_00105	Prak.g_00403
OG0000137	Prbj.g_00128	Prak.g_00436
OG0000138	Prbj.g_01613	Prak.g_00456
OG0000139	Prbj.g_02133	Prak.g_00496
OG0000140	Prbj.g_02139	Prak.g_00497
OG0000141	Prbj.g_01757	Prak.g_00569
OG0000142	Prbj.g_02573	Prak.g_01108
OG0000143	Prbj.g_02577	Prak.g_01104
OG0000144	Prbj.g_00793	Prak.g_01090
OG0000145	Prbj.g_01607	Prak.g_01261
OG0000146	Prbj.g_02277	Prak.g_00607
OG0000147	Prbj.g_02278	Prak.g_00606
OG0000148	Prbj.g_02431	Prak.g_00862
OG0000149	Prbj.g_02488	Prak.g_00894
OG0000150	Prbj.g_02511	Prak.g_00904
OG0000151	Prbj.g_02361	Prak.g_00780
OG0000152	Prbj.g_02268	Prak.g_00973
OG0000153	Prbj.g_02241	Prak.g_00992
OG0000154	Prbj.g_02213	Prak.g_01012
OG0000155	Prbj.g_00312	Prak.g_01151
OG0000156	Prbj.g_00163	Prak.g_01266
OG0000157	Prbj.g_00162	Prak.g_01267
OG0000158	Prbj.g_01514	Prak.g_01824
OG0000160	Prbj.g_01057	Prak.g_01392
OG0000161	Prbj.g_01071	Prak.g_01398
OG0000162	Prbj.g_01077	Prak.g_01404
OG0000163	Prbj.g_01688	Prak.g_01443
OG0000164	Prbj.g_00476	Prak.g_01669
OG0000165	Prbj.g_00467	Prak.g_01676
OG0000166	Prbj.g_01019	Prak.g_01743
OG0000167	Prbj.g_01500	Prak.g_01814
OG0000168	Prbj.g_01515	Prak.g_01825
OG0000169	Prbj.g_01581	Prak.g_01835
OG0000170	Prbj.g_01593	Prak.g_01838
OG0000171	Prbj.g_01282	Prak.g_01858
OG0000172	Prbj.g_01248	Prak.g_01865
OG0000173	Prbj.g_01227	Prak.g_01880
OG0000174	Prbj.g_02006	Prak.g_01910
OG0000175	Prbj.g_02044	Prak.g_01923
OG0000176	Prbj.g_02077	Prak.g_00004
OG0000177	Prbj.g_02078	Prak.g_00005
OG0000178	Prbj.g_02079	Prak.g_00006
OG0000179	Prbj.g_01188	Prak.g_00016
OG0000180	Prbj.g_01189	Prak.g_00017
OG0000181	Prbj.g_01190	Prak.g_00018
OG0000182	Prbj.g_01191	Prak.g_00019
OG0000183	Prbj.g_01195	Prak.g_00023
OG0000184	Prbj.g_01943	Prak.g_00049
OG0000185	Prbj.g_01921	Prak.g_00052
OG0000186	Prbj.g_00558	Prak.g_00068
OG0000187	Prbj.g_00560	Prak.g_00069
OG0000188	Prbj.g_00581	Prak.g_00086
OG0000189	Prbj.g_00607	Prak.g_00100
OG0000190	Prbj.g_00609	Prak.g_00102
OG0000191	Prbj.g_01557	Prak.g_00125
OG0000192	Prbj.g_01566	Prak.g_00130
OG0000193	Prbj.g_00542	Prak.g_00157
OG0000194	Prbj.g_00539	Prak.g_00160
OG0000195	Prbj.g_00537	Prak.g_00162
OG0000196	Prbj.g_00526	Prak.g_00173
OG0000197	Prbj.g_00525	Prak.g_00174
OG0000198	Prbj.g_00524	Prak.g_00175
OG0000199	Prbj.g_00517	Prak.g_00182
OG0000201	Prbj.g_01157	Prak.g_00205
OG0000202	Prbj.g_01158	Prak.g_00206
OG0000203	Prbj.g_01159	Prak.g_00207
OG0000204	Prbj.g_01160	Prak.g_00208
OG0000205	Prbj.g_01167	Prak.g_00215
OG0000206	Prbj.g_00288	Prak.g_00220
OG0000207	Prbj.g_00234	Prak.g_00223
OG0000208	Prbj.g_00235	Prak.g_00224
OG0000209	Prbj.g_00262	Prak.g_00233
OG0000210	Prbj.g_00263	Prak.g_00234
OG0000211	Prbj.g_00177	Prak.g_00249
OG0000212	Prbj.g_02615	Prak.g_00257
OG0000213	Prbj.g_01362	Prak.g_00275
OG0000214	Prbj.g_01389	Prak.g_00285
OG0000215	Prbj.g_01419	Prak.g_00312
OG0000216	Prbj.g_01422	Prak.g_00313
OG0000217	Prbj.g_01426	Prak.g_00316
OG0000218	Prbj.g_01430	Prak.g_00318
OG0000219	Prbj.g_01431	Prak.g_00319
OG0000220	Prbj.g_01432	Prak.g_00320
OG0000221	Prbj.g_01437	Prak.g_00321
OG0000222	Prbj.g_01446	Prak.g_00328
OG0000223	Prbj.g_01469	Prak.g_00340
OG0000224	Prbj.g_01480	Prak.g_00342
OG0000225	Prbj.g_00323	Prak.g_00368
OG0000226	Prbj.g_00319	Prak.g_00372
OG0000227	Prbj.g_00317	Prak.g_00374
OG0000228	Prbj.g_00063	Prak.g_00378
OG0000229	Prbj.g_00100	Prak.g_00398
OG0000230	Prbj.g_00102	Prak.g_00400
OG0000231	Prbj.g_00117	Prak.g_00411
OG0000232	Prbj.g_01888	Prak.g_00422
OG0000233	Prbj.g_00148	Prak.g_00428
OG0000234	Prbj.g_00127	Prak.g_00437
OG0000235	Prbj.g_01631	Prak.g_00440
OG0000236	Prbj.g_01615	Prak.g_00454
OG0000237	Prbj.g_02094	Prak.g_00467
OG0000238	Prbj.g_02098	Prak.g_00473
OG0000239	Prbj.g_02114	Prak.g_00484
OG0000240	Prbj.g_02115	Prak.g_00485
OG0000241	Prbj.g_01116	Prak.g_00489
OG0000242	Prbj.g_02125	Prak.g_00491
OG0000243	Prbj.g_02668	Prak.g_00502
OG0000244	Prbj.g_01859	Prak.g_00506
OG0000245	Prbj.g_01862	Prak.g_00508
OG0000246	Prbj.g_01866	Prak.g_00512
OG0000247	Prbj.g_01877	Prak.g_00522
OG0000248	Prbj.g_01880	Prak.g_00525
OG0000249	Prbj.g_01882	Prak.g_00527
OG0000250	Prbj.g_01805	Prak.g_00532
OG0000251	Prbj.g_01781	Prak.g_00552
OG0000252	Prbj.g_01778	Prak.g_00555
OG0000253	Prbj.g_01772	Prak.g_00556
OG0000254	Prbj.g_01753	Prak.g_00573
OG0000255	Prbj.g_02546	Prak.g_00579
OG0000256	Prbj.g_02560	Prak.g_00589
OG0000257	Prbj.g_02566	Prak.g_01113
OG0000258	Prbj.g_02589	Prak.g_01099
OG0000259	Prbj.g_00812	Prak.g_01082
OG0000260	Prbj.g_00816	Prak.g_01079
OG0000261	Prbj.g_00819	Prak.g_01076
OG0000262	Prbj.g_00824	Prak.g_01072
OG0000263	Prbj.g_00248	Prak.g_00808
OG0000264	Prbj.g_00933	Prak.g_00819
OG0000265	Prbj.g_02178, Prbj.g_00913	Prak.g_00837
OG0000266	Prbj.g_02189	Prak.g_01053
OG0000267	Prbj.g_02315	Prak.g_01041
OG0000268	Prbj.g_02314	Prak.g_01040
OG0000269	Prbj.g_02407	Prak.g_00840
OG0000270	Prbj.g_02410	Prak.g_00843
OG0000271	Prbj.g_02418	Prak.g_00851
OG0000272	Prbj.g_02419	Prak.g_00852
OG0000273	Prbj.g_02470	Prak.g_00876
OG0000274	Prbj.g_02471	Prak.g_00877
OG0000275	Prbj.g_02474	Prak.g_00880
OG0000276	Prbj.g_02480	Prak.g_00886
OG0000277	Prbj.g_02481	Prak.g_00887
OG0000278	Prbj.g_02484	Prak.g_00890
OG0000279	Prbj.g_02492	Prak.g_00897
OG0000280	Prbj.g_02498	Prak.g_00898
OG0000281	Prbj.g_02512	Prak.g_00905
OG0000282	Prbj.g_02342	Prak.g_00772
OG0000283	Prbj.g_02303	Prak.g_00949
OG0000284	Prbj.g_02297	Prak.g_00954
OG0000285	Prbj.g_00694	Prak.g_00959
OG0000286	Prbj.g_02269	Prak.g_00972
OG0000287	Prbj.g_00722	Prak.g_01238
OG0000288	Prbj.g_02214	Prak.g_01011
OG0000289	Prbj.g_02201	Prak.g_01027
OG0000290	Prbj.g_01841	Prak.g_00923
OG0000291	Prbj.g_01839	Prak.g_00921
OG0000292	Prbj.g_02066	Prak.g_01217
OG0000293	Prbj.g_00958	Prak.g_01182
OG0000294	Prbj.g_00959	Prak.g_01181
OG0000295	Prbj.g_00304	Prak.g_01158
OG0000296	Prbj.g_00306, Prbj.g_00307	Prak.g_01156
OG0000297	Prbj.g_01913	Prak.g_01147
OG0000298	Prbj.g_01914	Prak.g_01146
OG0000299	Prbj.g_01903	Prak.g_01127
OG0000300	Prbj.g_02155	Prak.g_01124
OG0000301	Prbj.g_02156	Prak.g_01123
OG0000302	Prbj.g_02159	Prak.g_01121
OG0000303	Prbj.g_00314	Prak.g_01115
OG0000304	Prbj.g_00020	Prak.g_00594
OG0000305	Prbj.g_01837	Prak.g_01215
OG0000306	Prbj.g_02521	Prak.g_00909
OG0000307	Prbj.g_01647	Prak.g_01338
OG0000308	Prbj.g_01649	Prak.g_01339
OG0000309	Prbj.g_01653	Prak.g_01343
OG0000310	Prbj.g_01294	Prak.g_01377
OG0000311	Prbj.g_01040	Prak.g_01379
OG0000312	Prbj.g_01044	Prak.g_01382
OG0000313	Prbj.g_01068	Prak.g_01395
OG0000314	Prbj.g_00646	Prak.g_01418
OG0000315	Prbj.g_00656	Prak.g_01428
OG0000316	Prbj.g_01699	Prak.g_01453
OG0000317	Prbj.g_00863	Prak.g_01642
OG0000318	Prbj.g_00856	Prak.g_01646
OG0000319	Prbj.g_00487	Prak.g_01659
OG0000320	Prbj.g_00485	Prak.g_01661
OG0000321	Prbj.g_00484	Prak.g_01662
OG0000322	Prbj.g_00483	Prak.g_01663
OG0000323	Prbj.g_00472	Prak.g_01672
OG0000324	Prbj.g_00443	Prak.g_01699
OG0000325	Prbj.g_02657	Prak.g_01710
OG0000326	Prbj.g_02649	Prak.g_01717
OG0000327	Prbj.g_01024	Prak.g_01738
OG0000328	Prbj.g_01023	Prak.g_01739
OG0000329	Prbj.g_01006	Prak.g_01756
OG0000330	Prbj.g_01005	Prak.g_01757
OG0000331	Prbj.g_01004	Prak.g_01758
OG0000332	Prbj.g_00989	Prak.g_01772
OG0000333	Prbj.g_00987	Prak.g_01774
OG0000334	Prbj.g_00410	Prak.g_01783
OG0000335	Prbj.g_00405	Prak.g_01788
OG0000336	Prbj.g_00401	Prak.g_01792
OG0000337	Prbj.g_01494	Prak.g_01810
OG0000338	Prbj.g_01498	Prak.g_01811
OG0000339	Prbj.g_01504	Prak.g_01817
OG0000340	Prbj.g_01516	Prak.g_01826
OG0000341	Prbj.g_01518	Prak.g_01828
OG0000342	Prbj.g_01519	Prak.g_01829
OG0000343	Prbj.g_01576	Prak.g_01830
OG0000344	Prbj.g_01579	Prak.g_01833
OG0000345	Prbj.g_01594	Prak.g_01839
OG0000346	Prbj.g_01599	Prak.g_01843
OG0000347	Prbj.g_01280	Prak.g_01860
OG0000348	Prbj.g_01243	Prak.g_01868
OG0000349	Prbj.g_01219	Prak.g_01886
OG0000350	Prbj.g_01999	Prak.g_00656
OG0000351	Prbj.g_02047	Prak.g_01926
OG0000352	Prbj.g_02048	Prak.g_01927
OG0000353	Prbj.g_02072	Prak.g_01944
OG0000355	Prbj.g_02074	Prak.g_00001
OG0000356	Prbj.g_02075	Prak.g_00002
OG0000357	Prbj.g_02076	Prak.g_00003
OG0000358	Prbj.g_02080	Prak.g_00007
OG0000359	Prbj.g_02082	Prak.g_00008
OG0000360	Prbj.g_02083	Prak.g_00009
OG0000361	Prbj.g_02084	Prak.g_00010
OG0000362	Prbj.g_02086	Prak.g_00012
OG0000363	Prbj.g_01182	Prak.g_00014
OG0000364	Prbj.g_01183	Prak.g_00015
OG0000365	Prbj.g_01192	Prak.g_00020
OG0000366	Prbj.g_01193	Prak.g_00021
OG0000367	Prbj.g_01194	Prak.g_00022
OG0000368	Prbj.g_01196	Prak.g_00024
OG0000369	Prbj.g_01197	Prak.g_00025
OG0000370	Prbj.g_01198	Prak.g_00026
OG0000371	Prbj.g_01207	Prak.g_00033
OG0000372	Prbj.g_01212	Prak.g_00036
OG0000373	Prbj.g_01213	Prak.g_00037
OG0000374	Prbj.g_01214	Prak.g_00038
OG0000375	Prbj.g_01215	Prak.g_00040
OG0000376	Prbj.g_01217	Prak.g_00042
OG0000377	Prbj.g_01950	Prak.g_00046
OG0000378	Prbj.g_01936	Prak.g_00050
OG0000379	Prbj.g_01920	Prak.g_00053
OG0000380	Prbj.g_00561	Prak.g_00070
OG0000381	Prbj.g_00565	Prak.g_00075
OG0000382	Prbj.g_00580	Prak.g_00085
OG0000383	Prbj.g_00582	Prak.g_00087
OG0000384	Prbj.g_00583	Prak.g_00088
OG0000385	Prbj.g_00584	Prak.g_00089
OG0000386	Prbj.g_00585	Prak.g_00090
OG0000387	Prbj.g_00611	Prak.g_00104
OG0000388	Prbj.g_00615	Prak.g_00108
OG0000389	Prbj.g_00619	Prak.g_00111
OG0000390	Prbj.g_01551	Prak.g_00121
OG0000391	Prbj.g_01556	Prak.g_00124
OG0000392	Prbj.g_01562	Prak.g_00128
OG0000393	Prbj.g_01567	Prak.g_00131
OG0000394	Prbj.g_01568	Prak.g_00132
OG0000395	Prbj.g_01569	Prak.g_00133
OG0000396	Prbj.g_01530	Prak.g_00135
OG0000397	Prbj.g_01532	Prak.g_00137
OG0000398	Prbj.g_01537	Prak.g_00140
OG0000399	Prbj.g_01538	Prak.g_00141
OG0000400	Prbj.g_01539	Prak.g_00142
OG0000401	Prbj.g_01540	Prak.g_00143
OG0000402	Prbj.g_01542	Prak.g_01035
OG0000403	Prbj.g_01543	Prak.g_00145
OG0000404	Prbj.g_01545	Prak.g_00146
OG0000405	Prbj.g_00545	Prak.g_00150
OG0000406	Prbj.g_00541	Prak.g_00158
OG0000407	Prbj.g_00540	Prak.g_00159
OG0000408	Prbj.g_00538	Prak.g_00161
OG0000409	Prbj.g_00536	Prak.g_00163
OG0000410	Prbj.g_00535	Prak.g_00164
OG0000411	Prbj.g_00534	Prak.g_00165
OG0000412	Prbj.g_00533	Prak.g_00166
OG0000413	Prbj.g_00531	Prak.g_00168
OG0000414	Prbj.g_00530	Prak.g_00169
OG0000415	Prbj.g_00529	Prak.g_00170
OG0000416	Prbj.g_00528	Prak.g_00171
OG0000417	Prbj.g_00527	Prak.g_00172
OG0000418	Prbj.g_00522	Prak.g_00177
OG0000419	Prbj.g_00520	Prak.g_00179
OG0000420	Prbj.g_00519	Prak.g_00180
OG0000421	Prbj.g_00515	Prak.g_00185
OG0000422	Prbj.g_00514	Prak.g_00186
OG0000423	Prbj.g_00513	Prak.g_00187
OG0000424	Prbj.g_00512	Prak.g_00188
OG0000425	Prbj.g_00511	Prak.g_00189
OG0000426	Prbj.g_00510	Prak.g_00190
OG0000427	Prbj.g_00509	Prak.g_00191
OG0000428	Prbj.g_02369	Prak.g_00193
OG0000429	Prbj.g_01135	Prak.g_00194
OG0000430	Prbj.g_01137	Prak.g_00195
OG0000431	Prbj.g_01141	Prak.g_00197
OG0000432	Prbj.g_01148	Prak.g_00201
OG0000433	Prbj.g_01151	Prak.g_00202
OG0000434	Prbj.g_01152	Prak.g_00203
OG0000435	Prbj.g_01155	Prak.g_00204
OG0000436	Prbj.g_01161	Prak.g_00209
OG0000437	Prbj.g_01162	Prak.g_00210
OG0000438	Prbj.g_01163	Prak.g_00211
OG0000439	Prbj.g_01165	Prak.g_00213
OG0000440	Prbj.g_01166	Prak.g_00214
OG0000441	Prbj.g_01173	Prak.g_00217
OG0000442	Prbj.g_01174	Prak.g_00218
OG0000443	Prbj.g_00289	Prak.g_00219
OG0000444	Prbj.g_00237	Prak.g_00225
OG0000445	Prbj.g_00238	Prak.g_00226
OG0000446	Prbj.g_00240	Prak.g_00227
OG0000447	Prbj.g_00250	Prak.g_00228
OG0000448	Prbj.g_00251	Prak.g_00229
OG0000449	Prbj.g_00252	Prak.g_00230
OG0000450	Prbj.g_00258	Prak.g_00231
OG0000451	Prbj.g_00259	Prak.g_00232
OG0000452	Prbj.g_00264	Prak.g_00235
OG0000453	Prbj.g_00265	Prak.g_00236
OG0000454	Prbj.g_00266	Prak.g_00237
OG0000455	Prbj.g_00267	Prak.g_00238
OG0000456	Prbj.g_00268	Prak.g_00239
OG0000457	Prbj.g_00270	Prak.g_00241
OG0000458	Prbj.g_00271	Prak.g_00242
OG0000459	Prbj.g_00272	Prak.g_00243
OG0000460	Prbj.g_00176	Prak.g_00251
OG0000461	Prbj.g_02661	Prak.g_00259
OG0000462	Prbj.g_01341	Prak.g_00261
OG0000463	Prbj.g_01342	Prak.g_00262
OG0000464	Prbj.g_01343	Prak.g_00263
OG0000465	Prbj.g_01345	Prak.g_00264
OG0000466	Prbj.g_01350	Prak.g_00267
OG0000467	Prbj.g_01352	Prak.g_00268
OG0000468	Prbj.g_01359	Prak.g_00271
OG0000469	Prbj.g_01372	Prak.g_00279
OG0000470	Prbj.g_01385	Prak.g_00281
OG0000471	Prbj.g_01386	Prak.g_00282
OG0000472	Prbj.g_01388	Prak.g_00284
OG0000473	Prbj.g_01390	Prak.g_00286
OG0000474	Prbj.g_01391	Prak.g_00287
OG0000475	Prbj.g_01392	Prak.g_00288
OG0000476	Prbj.g_01394	Prak.g_00290
OG0000477	Prbj.g_01399	Prak.g_00293
OG0000478	Prbj.g_01400	Prak.g_00294
OG0000479	Prbj.g_01401	Prak.g_00295
OG0000480	Prbj.g_01408	Prak.g_00300
OG0000481	Prbj.g_01410	Prak.g_00303
OG0000482	Prbj.g_01411	Prak.g_00304
OG0000483	Prbj.g_01415	Prak.g_00307
OG0000484	Prbj.g_01416	Prak.g_00308
OG0000485	Prbj.g_01417	Prak.g_00310
OG0000486	Prbj.g_01418	Prak.g_00311
OG0000487	Prbj.g_01423	Prak.g_00314
OG0000488	Prbj.g_01427	Prak.g_00317
OG0000489	Prbj.g_01438	Prak.g_00322
OG0000490	Prbj.g_01444	Prak.g_00326
OG0000491	Prbj.g_01445	Prak.g_00327
OG0000492	Prbj.g_01448	Prak.g_00329
OG0000493	Prbj.g_01449	Prak.g_00330
OG0000494	Prbj.g_01450	Prak.g_00331
OG0000495	Prbj.g_01451	Prak.g_00332
OG0000496	Prbj.g_01452	Prak.g_00333
OG0000497	Prbj.g_01453	Prak.g_00334
OG0000498	Prbj.g_01454	Prak.g_00335
OG0000499	Prbj.g_01455	Prak.g_00336
OG0000500	Prbj.g_01456	Prak.g_00337
OG0000501	Prbj.g_01459	Prak.g_00338
OG0000502	Prbj.g_01471	Prak.g_00341
OG0000503	Prbj.g_00341	Prak.g_00356
OG0000504	Prbj.g_00339	Prak.g_00358
OG0000505	Prbj.g_00338	Prak.g_00359
OG0000506	Prbj.g_00336	Prak.g_00360
OG0000507	Prbj.g_00331	Prak.g_00363
OG0000508	Prbj.g_00324	Prak.g_00367
OG0000509	Prbj.g_00322	Prak.g_00369
OG0000510	Prbj.g_00321	Prak.g_00370
OG0000511	Prbj.g_00320	Prak.g_00371
OG0000512	Prbj.g_00318	Prak.g_00373
OG0000513	Prbj.g_00068	Prak.g_00382
OG0000514	Prbj.g_00076	Prak.g_00393
OG0000515	Prbj.g_00077	Prak.g_00394
OG0000516	Prbj.g_00089	Prak.g_00395
OG0000517	Prbj.g_00099	Prak.g_00397
OG0000518	Prbj.g_00111	Prak.g_00408
OG0000519	Prbj.g_00112	Prak.g_00409
OG0000520	Prbj.g_00113	Prak.g_00410
OG0000521	Prbj.g_01894	Prak.g_00418
OG0000522	Prbj.g_01892	Prak.g_00420
OG0000523	Prbj.g_01891	Prak.g_00421
OG0000524	Prbj.g_00152	Prak.g_00426
OG0000525	Prbj.g_00136	Prak.g_00430
OG0000526	Prbj.g_00134	Prak.g_00431
OG0000527	Prbj.g_00130	Prak.g_00434
OG0000528	Prbj.g_01635	Prak.g_00439
OG0000529	Prbj.g_01629	Prak.g_00442
OG0000530	Prbj.g_01626	Prak.g_00445
OG0000531	Prbj.g_01625	Prak.g_00446
OG0000532	Prbj.g_01622	Prak.g_00448
OG0000533	Prbj.g_01620	Prak.g_00449
OG0000534	Prbj.g_01619	Prak.g_00450
OG0000535	Prbj.g_01618	Prak.g_00451
OG0000536	Prbj.g_01617	Prak.g_00452
OG0000537	Prbj.g_01616	Prak.g_00453
OG0000538	Prbj.g_01605	Prak.g_00462
OG0000539	Prbj.g_02088	Prak.g_00463
OG0000540	Prbj.g_02089	Prak.g_00464
OG0000541	Prbj.g_02090	Prak.g_00465
OG0000542	Prbj.g_02093	Prak.g_00466
OG0000543	Prbj.g_02095	Prak.g_00468
OG0000544	Prbj.g_02096	Prak.g_00469
OG0000545	Prbj.g_02097	Prak.g_00471
OG0000546	Prbj.g_02099	Prak.g_00474
OG0000547	Prbj.g_02101	Prak.g_00476
OG0000548	Prbj.g_02102	Prak.g_00477
OG0000549	Prbj.g_02108	Prak.g_00479
OG0000550	Prbj.g_02113	Prak.g_00483
OG0000551	Prbj.g_02117	Prak.g_00486
OG0000552	Prbj.g_02118	Prak.g_00487
OG0000553	Prbj.g_02123	Prak.g_00488
OG0000554	Prbj.g_02128	Prak.g_00493
OG0000555	Prbj.g_02146	Prak.g_00501
OG0000556	Prbj.g_02666	Prak.g_00503
OG0000557	Prbj.g_01858	Prak.g_00504
OG0000558	Prbj.g_01861	Prak.g_00507
OG0000559	Prbj.g_01865	Prak.g_00511
OG0000560	Prbj.g_01868	Prak.g_00514
OG0000561	Prbj.g_01869	Prak.g_00515
OG0000562	Prbj.g_01870	Prak.g_00516
OG0000563	Prbj.g_01871	Prak.g_00517
OG0000564	Prbj.g_01872	Prak.g_00518
OG0000565	Prbj.g_01875	Prak.g_00520
OG0000566	Prbj.g_01879	Prak.g_00524
OG0000567	Prbj.g_01883	Prak.g_00528
