Orthogroup	Prbj	Syaa
OG0000162	Prbj.g_01077	Syaa.g_01788
OG0000163	Prbj.g_01688	Syaa.g_00624
OG0000164	Prbj.g_00476	Syaa.g_00507
OG0000165	Prbj.g_00467	Syaa.g_00681
OG0000166	Prbj.g_01019	Syaa.g_02289
OG0000167	Prbj.g_01500	Syaa.g_00160
OG0000168	Prbj.g_01515	Syaa.g_00145
OG0000169	Prbj.g_01581	Syaa.g_00134
OG0000170	Prbj.g_01593	Syaa.g_00128
OG0000171	Prbj.g_01282	Syaa.g_00093
OG0000172	Prbj.g_01248	Syaa.g_00079
OG0000173	Prbj.g_01227	Syaa.g_00060
OG0000174	Prbj.g_02006	Syaa.g_02651
OG0000175	Prbj.g_02044	Syaa.g_02726
OG0000176	Prbj.g_02077	Syaa.g_00004
OG0000177	Prbj.g_02078	Syaa.g_00005
OG0000178	Prbj.g_02079	Syaa.g_00006
OG0000179	Prbj.g_01188	Syaa.g_00023
OG0000180	Prbj.g_01189	Syaa.g_00024
OG0000181	Prbj.g_01190	Syaa.g_00025
OG0000182	Prbj.g_01191	Syaa.g_00026
OG0000183	Prbj.g_01195	Syaa.g_00030
OG0000184	Prbj.g_01943	Syaa.g_02578
OG0000185	Prbj.g_01921	Syaa.g_02575
OG0000186	Prbj.g_00558	Syaa.g_00359
OG0000187	Prbj.g_00560	Syaa.g_00358
OG0000188	Prbj.g_00581	Syaa.g_00334
OG0000189	Prbj.g_00607	Syaa.g_02367
OG0000190	Prbj.g_00609	Syaa.g_02369
OG0000191	Prbj.g_01557	Syaa.g_02404
OG0000192	Prbj.g_01566	Syaa.g_02410
OG0000193	Prbj.g_00542	Syaa.g_02449
OG0000194	Prbj.g_00539	Syaa.g_02452
OG0000195	Prbj.g_00537	Syaa.g_02459
OG0000196	Prbj.g_00526	Syaa.g_02469
OG0000197	Prbj.g_00525	Syaa.g_02470
OG0000198	Prbj.g_00524	Syaa.g_02471
OG0000199	Prbj.g_00517	Syaa.g_02479
OG0000200	Prbj.g_01138	Syaa.g_02496
OG0000201	Prbj.g_01157	Syaa.g_02521
OG0000202	Prbj.g_01158	Syaa.g_02522
OG0000203	Prbj.g_01159	Syaa.g_02523
OG0000204	Prbj.g_01160	Syaa.g_02524
OG0000205	Prbj.g_01167	Syaa.g_02531
OG0000206	Prbj.g_00288	Syaa.g_02538
OG0000207	Prbj.g_00234	Syaa.g_02540
OG0000208	Prbj.g_00235	Syaa.g_02541
OG0000209	Prbj.g_00262	Syaa.g_02556
OG0000210	Prbj.g_00263	Syaa.g_02557
OG0000211	Prbj.g_00177	Syaa.g_02113
OG0000212	Prbj.g_02615	Syaa.g_02102
OG0000213	Prbj.g_01362	Syaa.g_00295
OG0000214	Prbj.g_01389	Syaa.g_00279
OG0000215	Prbj.g_01419	Syaa.g_00248
OG0000216	Prbj.g_01422	Syaa.g_00244
OG0000217	Prbj.g_01426	Syaa.g_00240
OG0000218	Prbj.g_01430	Syaa.g_00238
OG0000219	Prbj.g_01431	Syaa.g_00237
OG0000220	Prbj.g_01432	Syaa.g_00236
OG0000221	Prbj.g_01437	Syaa.g_00229
OG0000222	Prbj.g_01446	Syaa.g_00215
OG0000223	Prbj.g_01469	Syaa.g_00192
OG0000224	Prbj.g_01480	Syaa.g_00183
OG0000225	Prbj.g_00323	Syaa.g_02166
OG0000226	Prbj.g_00319	Syaa.g_02162
OG0000227	Prbj.g_00317	Syaa.g_02160
OG0000228	Prbj.g_00063	Syaa.g_02150
OG0000229	Prbj.g_00100	Syaa.g_00703
OG0000230	Prbj.g_00102	Syaa.g_00705
OG0000231	Prbj.g_00117	Syaa.g_00717
OG0000232	Prbj.g_01888	Syaa.g_01858
OG0000233	Prbj.g_00148	Syaa.g_01853
OG0000234	Prbj.g_00127	Syaa.g_01841
OG0000235	Prbj.g_01631	Syaa.g_02052
OG0000236	Prbj.g_01615	Syaa.g_02037
OG0000237	Prbj.g_02094	Syaa.g_02020
OG0000238	Prbj.g_02098	Syaa.g_02015
OG0000239	Prbj.g_02114	Syaa.g_01996
OG0000240	Prbj.g_02115	Syaa.g_01995
OG0000241	Prbj.g_01116	Syaa.g_01644
OG0000242	Prbj.g_02125	Syaa.g_01982
OG0000243	Prbj.g_02668	Syaa.g_01960
OG0000244	Prbj.g_01859	Syaa.g_01954
OG0000245	Prbj.g_01862	Syaa.g_01952
OG0000246	Prbj.g_01866	Syaa.g_01948
OG0000247	Prbj.g_01877	Syaa.g_01937
OG0000248	Prbj.g_01880	Syaa.g_01934
OG0000249	Prbj.g_01882	Syaa.g_01932
OG0000250	Prbj.g_01805	Syaa.g_01922
OG0000251	Prbj.g_01781	Syaa.g_01897
OG0000252	Prbj.g_01778	Syaa.g_01894
OG0000253	Prbj.g_01772	Syaa.g_01893
OG0000254	Prbj.g_01753	Syaa.g_01684
OG0000255	Prbj.g_02546	Syaa.g_01668
OG0000256	Prbj.g_02560	Syaa.g_01651
OG0000257	Prbj.g_02566	Syaa.g_01645
OG0000258	Prbj.g_02589	Syaa.g_01624
OG0000259	Prbj.g_00812	Syaa.g_01063
OG0000260	Prbj.g_00816	Syaa.g_01066
OG0000261	Prbj.g_00819	Syaa.g_01069
OG0000262	Prbj.g_00824	Syaa.g_01074
OG0000263	Prbj.g_00248	Syaa.g_00989
OG0000264	Prbj.g_00933	Syaa.g_00910
OG0000265	Prbj.g_02178, Prbj.g_00913	Syaa.g_00931
OG0000266	Prbj.g_02189	Syaa.g_01257, Syaa.g_01258
OG0000267	Prbj.g_02315	Syaa.g_01409
OG0000268	Prbj.g_02314	Syaa.g_01408
OG0000269	Prbj.g_02407	Syaa.g_01149
OG0000270	Prbj.g_02410	Syaa.g_01152
OG0000271	Prbj.g_02418	Syaa.g_01160
OG0000272	Prbj.g_02419	Syaa.g_01161
OG0000273	Prbj.g_02470	Syaa.g_00844
OG0000274	Prbj.g_02471	Syaa.g_00843
OG0000275	Prbj.g_02474	Syaa.g_00840
OG0000276	Prbj.g_02480	Syaa.g_00834
OG0000277	Prbj.g_02481	Syaa.g_00833
OG0000278	Prbj.g_02484	Syaa.g_00830
OG0000279	Prbj.g_02492	Syaa.g_00822
OG0000280	Prbj.g_02498	Syaa.g_00815
OG0000282	Prbj.g_02342	Syaa.g_01096
OG0000283	Prbj.g_02303	Syaa.g_01396
OG0000284	Prbj.g_02297	Syaa.g_01390
OG0000285	Prbj.g_00694	Syaa.g_01377
OG0000286	Prbj.g_02269	Syaa.g_01358
OG0000287	Prbj.g_00722	Syaa.g_01330
OG0000288	Prbj.g_02214	Syaa.g_01299
OG0000289	Prbj.g_02201	Syaa.g_01285
OG0000290	Prbj.g_01841	Syaa.g_00875
OG0000291	Prbj.g_01839	Syaa.g_00877
OG0000292	Prbj.g_02066	Syaa.g_02751
OG0000293	Prbj.g_00958	Syaa.g_00758
OG0000294	Prbj.g_00959	Syaa.g_00759
OG0000295	Prbj.g_00304	Syaa.g_00796
OG0000296	Prbj.g_00306, Prbj.g_00307	Syaa.g_00798
OG0000297	Prbj.g_01913	Syaa.g_01021
OG0000298	Prbj.g_01914	Syaa.g_01010
OG0000299	Prbj.g_01903	Syaa.g_00982
OG0000300	Prbj.g_02155	Syaa.g_00976
OG0000301	Prbj.g_02156	Syaa.g_00975
OG0000302	Prbj.g_02159	Syaa.g_00972
OG0000303	Prbj.g_00314	Syaa.g_00963
OG0000304	Prbj.g_00020	Syaa.g_00957
OG0000305	Prbj.g_01837	Syaa.g_00881
OG0000306	Prbj.g_02521	Syaa.g_00807
OG0000307	Prbj.g_01647	Syaa.g_02068
OG0000308	Prbj.g_01649	Syaa.g_02070
OG0000309	Prbj.g_01653	Syaa.g_02075
OG0000310	Prbj.g_01294	Syaa.g_01752
OG0000311	Prbj.g_01040	Syaa.g_01757
OG0000312	Prbj.g_01044	Syaa.g_01762
OG0000313	Prbj.g_01068	Syaa.g_01779
OG0000314	Prbj.g_00646	Syaa.g_01806
OG0000315	Prbj.g_00656	Syaa.g_01816
OG0000316	Prbj.g_01699	Syaa.g_00598
OG0000317	Prbj.g_00863	Syaa.g_00556
OG0000318	Prbj.g_00856	Syaa.g_00550
OG0000319	Prbj.g_00487	Syaa.g_00532
OG0000320	Prbj.g_00485	Syaa.g_00530
OG0000321	Prbj.g_00484	Syaa.g_00529
OG0000322	Prbj.g_00483	Syaa.g_00528
OG0000323	Prbj.g_00472	Syaa.g_00496
OG0000324	Prbj.g_00443	Syaa.g_00653
OG0000325	Prbj.g_02657	Syaa.g_02350
OG0000326	Prbj.g_02649	Syaa.g_02343
OG0000327	Prbj.g_01024	Syaa.g_02294
OG0000328	Prbj.g_01023	Syaa.g_02293
OG0000329	Prbj.g_01006	Syaa.g_02275
OG0000330	Prbj.g_01005	Syaa.g_02274
OG0000331	Prbj.g_01004	Syaa.g_02273
OG0000332	Prbj.g_00989	Syaa.g_02258
OG0000333	Prbj.g_00987	Syaa.g_02255
OG0000334	Prbj.g_00410	Syaa.g_02246
OG0000335	Prbj.g_00405	Syaa.g_02241
OG0000336	Prbj.g_00401	Syaa.g_02237
OG0000337	Prbj.g_01494	Syaa.g_00167
OG0000338	Prbj.g_01498	Syaa.g_00162
OG0000339	Prbj.g_01504	Syaa.g_00156
OG0000340	Prbj.g_01516	Syaa.g_00144
OG0000341	Prbj.g_01518	Syaa.g_00142
OG0000342	Prbj.g_01519	Syaa.g_00141
OG0000343	Prbj.g_01576	Syaa.g_00140
OG0000344	Prbj.g_01579	Syaa.g_00136
OG0000345	Prbj.g_01594	Syaa.g_00127
OG0000346	Prbj.g_01599	Syaa.g_00122
OG0000347	Prbj.g_01280	Syaa.g_00088
OG0000348	Prbj.g_01243	Syaa.g_00071
OG0000349	Prbj.g_01219	Syaa.g_00053
OG0000350	Prbj.g_01999	Syaa.g_02336
OG0000351	Prbj.g_02047	Syaa.g_02730
OG0000352	Prbj.g_02048	Syaa.g_02731
OG0000353	Prbj.g_02072	Syaa.g_02757
OG0000354	Prbj.g_02104	Syaa.g_02008, Syaa.g_02009
OG0000354	Prbj.g_01186	Syaa.g_00019, Syaa.g_00020
OG0000355	Prbj.g_02074	Syaa.g_00001
OG0000356	Prbj.g_02075	Syaa.g_00002
OG0000357	Prbj.g_02076	Syaa.g_00003
OG0000358	Prbj.g_02080	Syaa.g_00007
OG0000359	Prbj.g_02082	Syaa.g_00009
OG0000360	Prbj.g_02083	Syaa.g_00010
OG0000361	Prbj.g_02084	Syaa.g_00011
OG0000362	Prbj.g_02086	Syaa.g_00013
OG0000363	Prbj.g_01182	Syaa.g_00015
OG0000364	Prbj.g_01183	Syaa.g_00016
OG0000365	Prbj.g_01192	Syaa.g_00027
OG0000366	Prbj.g_01193	Syaa.g_00028
OG0000367	Prbj.g_01194	Syaa.g_00029
OG0000368	Prbj.g_01196	Syaa.g_00031
OG0000369	Prbj.g_01197	Syaa.g_00032
OG0000370	Prbj.g_01198	Syaa.g_00033
OG0000371	Prbj.g_01207	Syaa.g_00041
OG0000372	Prbj.g_01212	Syaa.g_00046
OG0000373	Prbj.g_01213	Syaa.g_00047
OG0000374	Prbj.g_01214	Syaa.g_00048
OG0000375	Prbj.g_01215	Syaa.g_00049
OG0000376	Prbj.g_01217	Syaa.g_00051
OG0000377	Prbj.g_01950	Syaa.g_02585
OG0000378	Prbj.g_01936	Syaa.g_02577
OG0000379	Prbj.g_01920	Syaa.g_02574
OG0000380	Prbj.g_00561	Syaa.g_00357
OG0000381	Prbj.g_00565	Syaa.g_00353
OG0000382	Prbj.g_00580	Syaa.g_00335
OG0000383	Prbj.g_00582	Syaa.g_00333
OG0000384	Prbj.g_00583	Syaa.g_00332
OG0000385	Prbj.g_00584	Syaa.g_00331
OG0000386	Prbj.g_00585	Syaa.g_00330
OG0000387	Prbj.g_00611	Syaa.g_02371
OG0000388	Prbj.g_00615	Syaa.g_02375
OG0000389	Prbj.g_00619	Syaa.g_02379
OG0000390	Prbj.g_01551	Syaa.g_02398
OG0000391	Prbj.g_01556	Syaa.g_02403
OG0000392	Prbj.g_01562	Syaa.g_02409
OG0000393	Prbj.g_01567	Syaa.g_02412
OG0000394	Prbj.g_01568	Syaa.g_02413
OG0000395	Prbj.g_01569	Syaa.g_02414
OG0000396	Prbj.g_01530	Syaa.g_02417
OG0000397	Prbj.g_01532	Syaa.g_02419
OG0000398	Prbj.g_01537	Syaa.g_02424
OG0000399	Prbj.g_01538	Syaa.g_02425
OG0000400	Prbj.g_01539	Syaa.g_02426
OG0000401	Prbj.g_01540	Syaa.g_02427
OG0000402	Prbj.g_01542	Syaa.g_02429
OG0000403	Prbj.g_01543	Syaa.g_02430
OG0000404	Prbj.g_01545	Syaa.g_02431
OG0000405	Prbj.g_00545	Syaa.g_02446
OG0000406	Prbj.g_00541	Syaa.g_02450
OG0000407	Prbj.g_00540	Syaa.g_02451
OG0000408	Prbj.g_00538	Syaa.g_02458
OG0000409	Prbj.g_00536	Syaa.g_02460
OG0000410	Prbj.g_00535	Syaa.g_02461
OG0000411	Prbj.g_00534	Syaa.g_02462
OG0000412	Prbj.g_00533	Syaa.g_02463
OG0000413	Prbj.g_00531	Syaa.g_02465
OG0000415	Prbj.g_00529	Syaa.g_02466
OG0000416	Prbj.g_00528	Syaa.g_02467
OG0000417	Prbj.g_00527	Syaa.g_02468
OG0000418	Prbj.g_00522	Syaa.g_02473
OG0000419	Prbj.g_00520	Syaa.g_02475
OG0000420	Prbj.g_00519	Syaa.g_02477
OG0000421	Prbj.g_00515	Syaa.g_02482
OG0000422	Prbj.g_00514	Syaa.g_02483
OG0000423	Prbj.g_00513	Syaa.g_02484
OG0000424	Prbj.g_00512	Syaa.g_02485
OG0000425	Prbj.g_00511	Syaa.g_02486
OG0000426	Prbj.g_00510	Syaa.g_02487
OG0000427	Prbj.g_00509	Syaa.g_02488
OG0000428	Prbj.g_02369	Syaa.g_02491
OG0000429	Prbj.g_01135	Syaa.g_02493
OG0000430	Prbj.g_01137	Syaa.g_02495
OG0000431	Prbj.g_01141	Syaa.g_02498
OG0000432	Prbj.g_01148	Syaa.g_02504
OG0000433	Prbj.g_01151	Syaa.g_02513
OG0000434	Prbj.g_01152	Syaa.g_02514
OG0000435	Prbj.g_01155	Syaa.g_02516
OG0000436	Prbj.g_01161	Syaa.g_02525
OG0000437	Prbj.g_01162	Syaa.g_02526
OG0000438	Prbj.g_01163	Syaa.g_02527
OG0000439	Prbj.g_01165	Syaa.g_02529
OG0000440	Prbj.g_01166	Syaa.g_02530
OG0000441	Prbj.g_01173	Syaa.g_02534
OG0000442	Prbj.g_01174	Syaa.g_02535
OG0000443	Prbj.g_00289	Syaa.g_02536
OG0000444	Prbj.g_00237	Syaa.g_02542
OG0000445	Prbj.g_00238	Syaa.g_02543
OG0000446	Prbj.g_00240	Syaa.g_02545
OG0000447	Prbj.g_00250	Syaa.g_02548
OG0000448	Prbj.g_00251	Syaa.g_02549
OG0000449	Prbj.g_00252	Syaa.g_02550
OG0000450	Prbj.g_00258	Syaa.g_02553
OG0000451	Prbj.g_00259	Syaa.g_02554
OG0000452	Prbj.g_00264	Syaa.g_02558
OG0000453	Prbj.g_00265	Syaa.g_02559
OG0000454	Prbj.g_00266	Syaa.g_02560
OG0000455	Prbj.g_00267	Syaa.g_02561
OG0000456	Prbj.g_00268	Syaa.g_02562
OG0000457	Prbj.g_00270	Syaa.g_02564
OG0000458	Prbj.g_00271	Syaa.g_02565
OG0000459	Prbj.g_00272	Syaa.g_02566
OG0000460	Prbj.g_00176	Syaa.g_02111
OG0000461	Prbj.g_02661	Syaa.g_00318
OG0000462	Prbj.g_01341	Syaa.g_00315
OG0000463	Prbj.g_01342	Syaa.g_00314
OG0000464	Prbj.g_01343	Syaa.g_00313
OG0000465	Prbj.g_01345	Syaa.g_00311
OG0000466	Prbj.g_01350	Syaa.g_00306
OG0000467	Prbj.g_01352	Syaa.g_00304
OG0000468	Prbj.g_01359	Syaa.g_00299
OG0000469	Prbj.g_01372	Syaa.g_00285
OG0000470	Prbj.g_01385	Syaa.g_00283
OG0000471	Prbj.g_01386	Syaa.g_00282
OG0000472	Prbj.g_01388	Syaa.g_00280
OG0000473	Prbj.g_01390	Syaa.g_00278
OG0000474	Prbj.g_01391	Syaa.g_00277
OG0000475	Prbj.g_01392	Syaa.g_00276
OG0000476	Prbj.g_01394	Syaa.g_00274
OG0000477	Prbj.g_01399	Syaa.g_00268
OG0000478	Prbj.g_01400	Syaa.g_00267
OG0000479	Prbj.g_01401	Syaa.g_00266
OG0000480	Prbj.g_01408	Syaa.g_00259
OG0000481	Prbj.g_01410	Syaa.g_00257
OG0000482	Prbj.g_01411	Syaa.g_00256
OG0000483	Prbj.g_01415	Syaa.g_00252
OG0000484	Prbj.g_01416	Syaa.g_00251
OG0000485	Prbj.g_01417	Syaa.g_00250
OG0000486	Prbj.g_01418	Syaa.g_00249
OG0000487	Prbj.g_01423	Syaa.g_00243
OG0000488	Prbj.g_01427	Syaa.g_00239
OG0000489	Prbj.g_01438	Syaa.g_00228
OG0000490	Prbj.g_01444	Syaa.g_00220
OG0000491	Prbj.g_01445	Syaa.g_00218
OG0000492	Prbj.g_01448	Syaa.g_00214
OG0000493	Prbj.g_01449	Syaa.g_00213
OG0000494	Prbj.g_01450	Syaa.g_00212
OG0000495	Prbj.g_01451	Syaa.g_00211
OG0000496	Prbj.g_01452	Syaa.g_00210
OG0000497	Prbj.g_01453	Syaa.g_00209
OG0000498	Prbj.g_01454	Syaa.g_00208
OG0000499	Prbj.g_01455	Syaa.g_00207
OG0000500	Prbj.g_01456	Syaa.g_00206
OG0000501	Prbj.g_01459	Syaa.g_00203
OG0000502	Prbj.g_01471	Syaa.g_00190
OG0000503	Prbj.g_00341	Syaa.g_02182
OG0000504	Prbj.g_00339	Syaa.g_02180
OG0000505	Prbj.g_00338	Syaa.g_02179
OG0000506	Prbj.g_00336	Syaa.g_02177
OG0000507	Prbj.g_00331	Syaa.g_02171
OG0000508	Prbj.g_00324	Syaa.g_02167
OG0000509	Prbj.g_00322	Syaa.g_02165
OG0000510	Prbj.g_00321	Syaa.g_02164
OG0000511	Prbj.g_00320	Syaa.g_02163
OG0000512	Prbj.g_00318	Syaa.g_02161
OG0000513	Prbj.g_00068	Syaa.g_02145
OG0000514	Prbj.g_00076	Syaa.g_02118
OG0000515	Prbj.g_00077	Syaa.g_02117
OG0000516	Prbj.g_00089	Syaa.g_00698
OG0000517	Prbj.g_00099	Syaa.g_00702
OG0000518	Prbj.g_00111	Syaa.g_00714
OG0000519	Prbj.g_00112	Syaa.g_00715
OG0000520	Prbj.g_00113	Syaa.g_00716
OG0000521	Prbj.g_01894	Syaa.g_01864
OG0000522	Prbj.g_01892	Syaa.g_01862
OG0000523	Prbj.g_01891	Syaa.g_01859
OG0000524	Prbj.g_00152	Syaa.g_01856
OG0000525	Prbj.g_00136	Syaa.g_01851
OG0000526	Prbj.g_00134	Syaa.g_01848
OG0000527	Prbj.g_00130	Syaa.g_01844
OG0000528	Prbj.g_01635	Syaa.g_02054
OG0000529	Prbj.g_01629	Syaa.g_02050
OG0000530	Prbj.g_01626	Syaa.g_02047
OG0000531	Prbj.g_01625	Syaa.g_02046
OG0000532	Prbj.g_01622	Syaa.g_02043
OG0000533	Prbj.g_01620	Syaa.g_02042
OG0000534	Prbj.g_01619	Syaa.g_02041
OG0000535	Prbj.g_01618	Syaa.g_02040
OG0000536	Prbj.g_01617	Syaa.g_02039
OG0000537	Prbj.g_01616	Syaa.g_02038
OG0000538	Prbj.g_01605	Syaa.g_02027
OG0000539	Prbj.g_02088	Syaa.g_02026
OG0000540	Prbj.g_02089	Syaa.g_02025
OG0000541	Prbj.g_02090	Syaa.g_02024
OG0000542	Prbj.g_02093	Syaa.g_02021
OG0000543	Prbj.g_02095	Syaa.g_02019
OG0000544	Prbj.g_02096	Syaa.g_02018
OG0000545	Prbj.g_02097	Syaa.g_02016
OG0000546	Prbj.g_02099	Syaa.g_02014
OG0000547	Prbj.g_02101	Syaa.g_02012
