Orthogroup	Prbj	Syah
OG0000047	Prbj.g_02509, Prbj.g_00666	Syah.g_00847
OG0000048	Prbj.g_01393	Syah.g_00637
OG0000051	Prbj.g_00705	Syah.g_02473
OG0000052	Prbj.g_01487	Syah.g_00171
OG0000053	Prbj.g_00638	Syah.g_01267
OG0000054	Prbj.g_01758	Syah.g_01982
OG0000057	Prbj.g_00758	Syah.g_02020
OG0000059	Prbj.g_01521	Syah.g_00737
OG0000061	Prbj.g_00971	Syah.g_02158
OG0000062	Prbj.g_00881	Syah.g_02365
OG0000063	Prbj.g_01208	Syah.g_00337
OG0000065	Prbj.g_00620	Syah.g_02443, Syah.g_02537
OG0000066	Prbj.g_02141	Syah.g_01073
OG0000067	Prbj.g_02412	Syah.g_01779
OG0000068	Prbj.g_01639	Syah.g_00986
OG0000070	Prbj.g_00118	Syah.g_02217
OG0000071	Prbj.g_01728	Syah.g_02199
OG0000072	Prbj.g_00516	Syah.g_00080
OG0000073	Prbj.g_01608	Syah.g_01018
OG0000075	Prbj.g_01502	Syah.g_00186
OG0000076	Prbj.g_01598	Syah.g_00250
OG0000077	Prbj.g_00576, Prbj.g_01900	Syah.g_02494
OG0000079	Prbj.g_01353	Syah.g_00665
OG0000081	Prbj.g_00799	Syah.g_02471
OG0000081	Prbj.g_00765	Syah.g_00922
OG0000082	Prbj.g_01789	Syah.g_01136
OG0000084	Prbj.g_01052	Syah.g_01296
OG0000085	Prbj.g_00869	Syah.g_02372
OG0000086	Prbj.g_00589	Syah.g_02511
OG0000087	Prbj.g_01547	Syah.g_00038
OG0000088	Prbj.g_00912, Prbj.g_00521	Syah.g_00074
OG0000089	Prbj.g_00064	Syah.g_00888
OG0000090	Prbj.g_02127	Syah.g_01064
OG0000091	Prbj.g_02581	Syah.g_01927
OG0000093	Prbj.g_02388	Syah.g_01794
OG0000095	Prbj.g_01838	Syah.g_02030
OG0000097	Prbj.g_02152	Syah.g_01400
OG0000098	Prbj.g_00669	Syah.g_00723
OG0000099	Prbj.g_01464	Syah.g_00144
OG0000100	Prbj.g_00185, Prbj.g_02442	Syah.g_01747
OG0000101	Prbj.g_00981	Syah.g_00785
OG0000102	Prbj.g_01819	Syah.g_00255
OG0000103	Prbj.g_02055	Syah.g_00391
OG0000104	Prbj.g_02069	Syah.g_00377
OG0000105	Prbj.g_01397	Syah.g_00632
OG0000106	Prbj.g_00875	Syah.g_01544
OG0000108	Prbj.g_01630	Syah.g_00997
OG0000109	Prbj.g_01614	Syah.g_01012
OG0000110	Prbj.g_01801	Syah.g_01124
OG0000112	Prbj.g_02276	Syah.g_01613
OG0000113	Prbj.g_02437	Syah.g_01752
OG0000114	Prbj.g_02340	Syah.g_01529
OG0000115	Prbj.g_00634	Syah.g_01269
OG0000116	Prbj.g_00956	Syah.g_02175
OG0000117	Prbj.g_01915	Syah.g_01425
OG0000118	Prbj.g_01742	Syah.g_01173
OG0000120	Prbj.g_01465	Syah.g_00145
OG0000121	Prbj.g_01064, Prbj.g_01058	Syah.g_01287
OG0000122	Prbj.g_02627	Syah.g_01900
OG0000123	Prbj.g_00406	Syah.g_00793
OG0000124	Prbj.g_01281	Syah.g_00272
OG0000125	Prbj.g_01963	Syah.g_00504
OG0000126	Prbj.g_02067	Syah.g_00379
OG0000128	Prbj.g_02085	Syah.g_00361
OG0000129	Prbj.g_01951	Syah.g_00516
OG0000130	Prbj.g_00564	Syah.g_02483
OG0000131	Prbj.g_00543	Syah.g_00052
OG0000132	Prbj.g_00523	Syah.g_00072
OG0000133	Prbj.g_01460	Syah.g_01618
OG0000134	Prbj.g_00067	Syah.g_00891
OG0000135	Prbj.g_02004	Syah.g_00465
OG0000136	Prbj.g_00105	Syah.g_02227
OG0000137	Prbj.g_00128	Syah.g_01221
OG0000138	Prbj.g_01613	Syah.g_01013
OG0000139	Prbj.g_02133	Syah.g_01070
OG0000140	Prbj.g_02139	Syah.g_01071
OG0000141	Prbj.g_01757	Syah.g_01981
OG0000142	Prbj.g_02573	Syah.g_01935
OG0000143	Prbj.g_02577	Syah.g_01931
OG0000144	Prbj.g_00793	Syah.g_01824
OG0000145	Prbj.g_01607	Syah.g_01019
OG0000146	Prbj.g_02277	Syah.g_01612
OG0000147	Prbj.g_02278	Syah.g_01611
OG0000148	Prbj.g_02431	Syah.g_01758
OG0000149	Prbj.g_02488	Syah.g_02096
OG0000150	Prbj.g_02511	Syah.g_01980
OG0000151	Prbj.g_02361	Syah.g_01820
OG0000152	Prbj.g_02268	Syah.g_01622
OG0000153	Prbj.g_02241	Syah.g_01656
OG0000154	Prbj.g_02213	Syah.g_01682
OG0000155	Prbj.g_00312	Syah.g_02123
OG0000156	Prbj.g_00163	Syah.g_02185
OG0000157	Prbj.g_00162	Syah.g_02186
OG0000158	Prbj.g_01514	Syah.g_00204
OG0000160	Prbj.g_01057	Syah.g_01289
OG0000161	Prbj.g_01071	Syah.g_01282
OG0000162	Prbj.g_01077	Syah.g_01276
OG0000163	Prbj.g_01688	Syah.g_02315
OG0000164	Prbj.g_00476	Syah.g_02423
OG0000165	Prbj.g_00467	Syah.g_02251
OG0000166	Prbj.g_01019	Syah.g_00747
OG0000167	Prbj.g_01500	Syah.g_00183
OG0000168	Prbj.g_01515	Syah.g_00205
OG0000169	Prbj.g_01581	Syah.g_00237
OG0000170	Prbj.g_01593	Syah.g_00245
OG0000171	Prbj.g_01282	Syah.g_00271
OG0000172	Prbj.g_01248	Syah.g_00293
OG0000173	Prbj.g_01227	Syah.g_00313
OG0000174	Prbj.g_02006	Syah.g_00461
OG0000175	Prbj.g_02044	Syah.g_00402
OG0000176	Prbj.g_02077	Syah.g_00369
OG0000177	Prbj.g_02078	Syah.g_00368
OG0000178	Prbj.g_02079	Syah.g_00367
OG0000179	Prbj.g_01188	Syah.g_00355
OG0000180	Prbj.g_01189	Syah.g_00354
OG0000181	Prbj.g_01190	Syah.g_00353
OG0000182	Prbj.g_01191	Syah.g_00352
OG0000183	Prbj.g_01195	Syah.g_00348
OG0000184	Prbj.g_01943	Syah.g_00525
OG0000185	Prbj.g_01921	Syah.g_00528
OG0000186	Prbj.g_00558	Syah.g_02479
OG0000187	Prbj.g_00560	Syah.g_02480
OG0000188	Prbj.g_00581	Syah.g_02501
OG0000189	Prbj.g_00607	Syah.g_02526
OG0000190	Prbj.g_00609	Syah.g_02528
OG0000191	Prbj.g_01557	Syah.g_00008
OG0000192	Prbj.g_01566	Syah.g_00013
OG0000193	Prbj.g_00542	Syah.g_00053
OG0000194	Prbj.g_00539	Syah.g_00056
OG0000195	Prbj.g_00537	Syah.g_00058
OG0000196	Prbj.g_00526	Syah.g_00069
OG0000197	Prbj.g_00525	Syah.g_00070
OG0000198	Prbj.g_00524	Syah.g_00071
OG0000199	Prbj.g_00517	Syah.g_00079
OG0000200	Prbj.g_01138	Syah.g_00616
OG0000202	Prbj.g_01158	Syah.g_00600
OG0000203	Prbj.g_01159	Syah.g_00599
OG0000204	Prbj.g_01160	Syah.g_00598
OG0000205	Prbj.g_01167	Syah.g_00591
OG0000206	Prbj.g_00288	Syah.g_00578
OG0000207	Prbj.g_00234	Syah.g_00575
OG0000208	Prbj.g_00235	Syah.g_00574
OG0000209	Prbj.g_00262	Syah.g_00544
OG0000210	Prbj.g_00263	Syah.g_00543
OG0000211	Prbj.g_00177	Syah.g_00904
OG0000212	Prbj.g_02615	Syah.g_00913
OG0000213	Prbj.g_01362	Syah.g_00657
OG0000214	Prbj.g_01389	Syah.g_00641
OG0000215	Prbj.g_01419	Syah.g_00101
OG0000216	Prbj.g_01422	Syah.g_00105
OG0000217	Prbj.g_01426	Syah.g_00109
OG0000218	Prbj.g_01430	Syah.g_00111
OG0000219	Prbj.g_01431	Syah.g_00112
OG0000220	Prbj.g_01432	Syah.g_00113
OG0000221	Prbj.g_01437	Syah.g_00120
OG0000222	Prbj.g_01446	Syah.g_00131
OG0000223	Prbj.g_01469	Syah.g_00153
OG0000224	Prbj.g_01480	Syah.g_00162
OG0000225	Prbj.g_00323	Syah.g_00874
OG0000226	Prbj.g_00319	Syah.g_00878
OG0000227	Prbj.g_00317	Syah.g_00880
OG0000228	Prbj.g_00063	Syah.g_00887
OG0000229	Prbj.g_00100	Syah.g_02236
OG0000230	Prbj.g_00102	Syah.g_02234
OG0000231	Prbj.g_00117	Syah.g_02218
OG0000232	Prbj.g_01888	Syah.g_01206
OG0000233	Prbj.g_00148	Syah.g_01210
OG0000234	Prbj.g_00127	Syah.g_01222
OG0000235	Prbj.g_01631	Syah.g_00996
OG0000236	Prbj.g_01615	Syah.g_01011
OG0000237	Prbj.g_02094	Syah.g_01028
OG0000238	Prbj.g_02098	Syah.g_01032
OG0000239	Prbj.g_02114	Syah.g_01048
OG0000240	Prbj.g_02115	Syah.g_01049
OG0000241	Prbj.g_01116	Syah.g_01944
OG0000242	Prbj.g_02125	Syah.g_01062
OG0000243	Prbj.g_02668	Syah.g_01079
OG0000244	Prbj.g_01859	Syah.g_01087
OG0000245	Prbj.g_01862	Syah.g_01090
OG0000246	Prbj.g_01866	Syah.g_01094
OG0000247	Prbj.g_01877	Syah.g_01106
OG0000248	Prbj.g_01880	Syah.g_01109
OG0000249	Prbj.g_01882	Syah.g_01111
OG0000250	Prbj.g_01805	Syah.g_01120
OG0000251	Prbj.g_01781	Syah.g_01145
OG0000252	Prbj.g_01778	Syah.g_01148
OG0000253	Prbj.g_01772	Syah.g_01149
OG0000254	Prbj.g_01753	Syah.g_01976
OG0000255	Prbj.g_02546	Syah.g_01968
OG0000256	Prbj.g_02560	Syah.g_01952
OG0000257	Prbj.g_02566	Syah.g_01945
OG0000258	Prbj.g_02589	Syah.g_01926
OG0000259	Prbj.g_00812	Syah.g_01494
OG0000260	Prbj.g_00816	Syah.g_01497
OG0000261	Prbj.g_00819	Syah.g_01500
OG0000262	Prbj.g_00824	Syah.g_01505
OG0000263	Prbj.g_00248	Syah.g_01410
OG0000264	Prbj.g_00933	Syah.g_02000
OG0000266	Prbj.g_02189	Syah.g_01714
OG0000267	Prbj.g_02315	Syah.g_01574
OG0000268	Prbj.g_02314	Syah.g_01575
OG0000269	Prbj.g_02407	Syah.g_01784
OG0000270	Prbj.g_02410	Syah.g_01781
OG0000271	Prbj.g_02418	Syah.g_01773
OG0000272	Prbj.g_02419	Syah.g_01772
OG0000273	Prbj.g_02470	Syah.g_02075
OG0000274	Prbj.g_02471	Syah.g_02076
OG0000275	Prbj.g_02474	Syah.g_02081
OG0000276	Prbj.g_02480	Syah.g_02088
OG0000277	Prbj.g_02481	Syah.g_02089
OG0000278	Prbj.g_02484	Syah.g_02092
OG0000279	Prbj.g_02492	Syah.g_02100
OG0000280	Prbj.g_02498	Syah.g_02112
OG0000281	Prbj.g_02512	Syah.g_00722
OG0000282	Prbj.g_02342	Syah.g_01531
OG0000283	Prbj.g_02303	Syah.g_01585
OG0000284	Prbj.g_02297	Syah.g_01591
OG0000285	Prbj.g_00694	Syah.g_01603
OG0000286	Prbj.g_02269	Syah.g_01621
OG0000287	Prbj.g_00722	Syah.g_01231, Syah.g_01649
OG0000288	Prbj.g_02214	Syah.g_01681
OG0000289	Prbj.g_02201	Syah.g_01695
OG0000290	Prbj.g_01841	Syah.g_02033
OG0000291	Prbj.g_01839	Syah.g_02031
OG0000292	Prbj.g_02066	Syah.g_00380
OG0000293	Prbj.g_00958	Syah.g_02173
OG0000294	Prbj.g_00959	Syah.g_02172
OG0000295	Prbj.g_00304	Syah.g_02131
OG0000296	Prbj.g_00306, Prbj.g_00307	Syah.g_02129
OG0000297	Prbj.g_01913	Syah.g_01427
OG0000298	Prbj.g_01914	Syah.g_01426
OG0000299	Prbj.g_01903	Syah.g_01404
OG0000300	Prbj.g_02155	Syah.g_01397
OG0000301	Prbj.g_02156	Syah.g_01396
OG0000302	Prbj.g_02159	Syah.g_01395
OG0000303	Prbj.g_00314	Syah.g_01387
OG0000304	Prbj.g_00020	Syah.g_01382
OG0000305	Prbj.g_01837	Syah.g_02028
OG0000306	Prbj.g_02521	Syah.g_02116
OG0000307	Prbj.g_01647	Syah.g_00978
OG0000308	Prbj.g_01649	Syah.g_00976
OG0000309	Prbj.g_01653	Syah.g_00971
OG0000310	Prbj.g_01294	Syah.g_01321
OG0000311	Prbj.g_01040	Syah.g_01317
OG0000312	Prbj.g_01044	Syah.g_01304
OG0000313	Prbj.g_01068	Syah.g_01285
OG0000314	Prbj.g_00646	Syah.g_01259
OG0000315	Prbj.g_00656	Syah.g_01248
OG0000316	Prbj.g_01699	Syah.g_02333
OG0000317	Prbj.g_00863	Syah.g_02380
OG0000318	Prbj.g_00856	Syah.g_02385
OG0000319	Prbj.g_00487	Syah.g_02405
OG0000320	Prbj.g_00485	Syah.g_02407
OG0000321	Prbj.g_00484	Syah.g_02408
OG0000322	Prbj.g_00483	Syah.g_02409
OG0000323	Prbj.g_00472	Syah.g_02425
OG0000324	Prbj.g_00443	Syah.g_02278
OG0000325	Prbj.g_02657	Syah.g_00689
OG0000326	Prbj.g_02649	Syah.g_00696
OG0000327	Prbj.g_01024	Syah.g_00742
OG0000328	Prbj.g_01023	Syah.g_00743
OG0000329	Prbj.g_01006	Syah.g_00760
OG0000330	Prbj.g_01005	Syah.g_00761
OG0000331	Prbj.g_01004	Syah.g_00762
OG0000332	Prbj.g_00989	Syah.g_00776
OG0000333	Prbj.g_00987	Syah.g_00779
OG0000334	Prbj.g_00410	Syah.g_00789
OG0000335	Prbj.g_00405	Syah.g_00794
OG0000336	Prbj.g_00401	Syah.g_00798
OG0000337	Prbj.g_01494	Syah.g_00178
OG0000338	Prbj.g_01498	Syah.g_00181
OG0000339	Prbj.g_01504	Syah.g_00188
OG0000340	Prbj.g_01516	Syah.g_00206
OG0000341	Prbj.g_01518	Syah.g_00208
OG0000342	Prbj.g_01519	Syah.g_00209
OG0000343	Prbj.g_01576	Syah.g_00231
OG0000344	Prbj.g_01579	Syah.g_00235
OG0000345	Prbj.g_01594	Syah.g_00246
OG0000346	Prbj.g_01599	Syah.g_00251
OG0000347	Prbj.g_01280	Syah.g_00275
OG0000348	Prbj.g_01243	Syah.g_00301
OG0000349	Prbj.g_01219	Syah.g_00320
OG0000350	Prbj.g_01999	Syah.g_00703
OG0000351	Prbj.g_02047	Syah.g_00399
OG0000352	Prbj.g_02048	Syah.g_00398
OG0000353	Prbj.g_02072	Syah.g_00374
OG0000354	Prbj.g_02104	Syah.g_01038
OG0000354	Prbj.g_01186	Syah.g_00561
OG0000355	Prbj.g_02074	Syah.g_00372
OG0000356	Prbj.g_02075	Syah.g_00371
OG0000357	Prbj.g_02076	Syah.g_00370
OG0000358	Prbj.g_02080	Syah.g_00366
OG0000359	Prbj.g_02082	Syah.g_00364
OG0000360	Prbj.g_02083	Syah.g_00363
OG0000361	Prbj.g_02084	Syah.g_00362
OG0000362	Prbj.g_02086	Syah.g_00360
OG0000363	Prbj.g_01182	Syah.g_00358
OG0000364	Prbj.g_01183	Syah.g_00357
OG0000365	Prbj.g_01192	Syah.g_00351
OG0000366	Prbj.g_01193	Syah.g_00350
OG0000367	Prbj.g_01194	Syah.g_00349
OG0000368	Prbj.g_01196	Syah.g_00347
OG0000369	Prbj.g_01197	Syah.g_00346
OG0000370	Prbj.g_01198	Syah.g_00345
OG0000371	Prbj.g_01207	Syah.g_00338
OG0000372	Prbj.g_01212	Syah.g_00333
OG0000373	Prbj.g_01213	Syah.g_00332
OG0000374	Prbj.g_01214	Syah.g_00331
OG0000375	Prbj.g_01215	Syah.g_00329
OG0000376	Prbj.g_01217	Syah.g_00327
OG0000377	Prbj.g_01950	Syah.g_00517
OG0000378	Prbj.g_01936	Syah.g_00526
OG0000379	Prbj.g_01920	Syah.g_00529
OG0000380	Prbj.g_00561	Syah.g_02481
OG0000381	Prbj.g_00565	Syah.g_02484
OG0000382	Prbj.g_00580	Syah.g_02500
OG0000383	Prbj.g_00582	Syah.g_02502
OG0000384	Prbj.g_00583	Syah.g_02503
OG0000385	Prbj.g_00584	Syah.g_02504
OG0000386	Prbj.g_00585	Syah.g_02505
OG0000387	Prbj.g_00611	Syah.g_02530
OG0000388	Prbj.g_00615	Syah.g_02533
OG0000389	Prbj.g_00619	Syah.g_02536
OG0000390	Prbj.g_01551	Syah.g_00002
OG0000391	Prbj.g_01556	Syah.g_00007
OG0000392	Prbj.g_01562	Syah.g_00012
OG0000393	Prbj.g_01567	Syah.g_00014
OG0000394	Prbj.g_01568	Syah.g_00015
OG0000395	Prbj.g_01569	Syah.g_00016
OG0000396	Prbj.g_01530	Syah.g_00019
OG0000397	Prbj.g_01532	Syah.g_00021
OG0000398	Prbj.g_01537	Syah.g_00027
OG0000399	Prbj.g_01538	Syah.g_00028
OG0000400	Prbj.g_01539	Syah.g_00029
OG0000401	Prbj.g_01540	Syah.g_00030
OG0000402	Prbj.g_01542	Syah.g_00033
OG0000403	Prbj.g_01543	Syah.g_00034
OG0000404	Prbj.g_01545	Syah.g_00036
OG0000405	Prbj.g_00545	Syah.g_00050
OG0000406	Prbj.g_00541	Syah.g_00054
OG0000407	Prbj.g_00540	Syah.g_00055
OG0000408	Prbj.g_00538	Syah.g_00057
OG0000409	Prbj.g_00536	Syah.g_00059
OG0000410	Prbj.g_00535	Syah.g_00060
OG0000411	Prbj.g_00534	Syah.g_00061
OG0000412	Prbj.g_00533	Syah.g_00062
OG0000413	Prbj.g_00531	Syah.g_00064
OG0000414	Prbj.g_00530	Syah.g_00065
OG0000415	Prbj.g_00529	Syah.g_00066
OG0000416	Prbj.g_00528	Syah.g_00067
OG0000417	Prbj.g_00527	Syah.g_00068
OG0000418	Prbj.g_00522	Syah.g_00073
OG0000419	Prbj.g_00520	Syah.g_00075
OG0000420	Prbj.g_00519	Syah.g_00077
OG0000421	Prbj.g_00515	Syah.g_00082
OG0000422	Prbj.g_00514	Syah.g_00083
OG0000423	Prbj.g_00513	Syah.g_00084
OG0000424	Prbj.g_00512	Syah.g_00085
OG0000425	Prbj.g_00511	Syah.g_00086
OG0000426	Prbj.g_00510	Syah.g_00087
OG0000427	Prbj.g_00509	Syah.g_00088
OG0000428	Prbj.g_02369	Syah.g_00620
OG0000429	Prbj.g_01135	Syah.g_00618
OG0000430	Prbj.g_01137	Syah.g_00617
OG0000431	Prbj.g_01141	Syah.g_00613
OG0000432	Prbj.g_01148	Syah.g_00607
OG0000433	Prbj.g_01151	Syah.g_00605
OG0000434	Prbj.g_01152	Syah.g_00604
OG0000435	Prbj.g_01155	Syah.g_00602
OG0000436	Prbj.g_01161	Syah.g_00597
OG0000437	Prbj.g_01162	Syah.g_00596
OG0000438	Prbj.g_01163	Syah.g_00595
OG0000439	Prbj.g_01165	Syah.g_00593
OG0000440	Prbj.g_01166	Syah.g_00592
OG0000441	Prbj.g_01173	Syah.g_00585
OG0000442	Prbj.g_01174	Syah.g_00580
OG0000443	Prbj.g_00289	Syah.g_00579
OG0000444	Prbj.g_00237	Syah.g_00573
OG0000445	Prbj.g_00238	Syah.g_00572
OG0000446	Prbj.g_00240	Syah.g_00570
OG0000447	Prbj.g_00250	Syah.g_00567
OG0000448	Prbj.g_00251	Syah.g_00566
OG0000449	Prbj.g_00252	Syah.g_00565
OG0000450	Prbj.g_00258	Syah.g_00547
OG0000451	Prbj.g_00259	Syah.g_00546
OG0000452	Prbj.g_00264	Syah.g_00542
OG0000453	Prbj.g_00265	Syah.g_00541
OG0000454	Prbj.g_00266	Syah.g_00540
OG0000455	Prbj.g_00267	Syah.g_00539
OG0000456	Prbj.g_00268	Syah.g_00538
OG0000457	Prbj.g_00270	Syah.g_00536
OG0000458	Prbj.g_00271	Syah.g_00535
OG0000459	Prbj.g_00272	Syah.g_00534
OG0000460	Prbj.g_00176	Syah.g_00906
OG0000461	Prbj.g_02661	Syah.g_00678
OG0000462	Prbj.g_01341	Syah.g_00675
OG0000463	Prbj.g_01342	Syah.g_00674
OG0000464	Prbj.g_01343	Syah.g_00673
OG0000465	Prbj.g_01345	Syah.g_00672
OG0000466	Prbj.g_01350	Syah.g_00668
OG0000467	Prbj.g_01352	Syah.g_00666
OG0000468	Prbj.g_01359	Syah.g_00661
OG0000469	Prbj.g_01372	Syah.g_00647
OG0000470	Prbj.g_01385	Syah.g_00645
OG0000471	Prbj.g_01386	Syah.g_00644
OG0000472	Prbj.g_01388	Syah.g_00642
OG0000473	Prbj.g_01390	Syah.g_00640
OG0000474	Prbj.g_01391	Syah.g_00639
OG0000475	Prbj.g_01392	Syah.g_00638
OG0000476	Prbj.g_01394	Syah.g_00636
OG0000477	Prbj.g_01399	Syah.g_00630
OG0000478	Prbj.g_01400	Syah.g_00629
OG0000479	Prbj.g_01401	Syah.g_00628
OG0000480	Prbj.g_01408	Syah.g_00089
OG0000481	Prbj.g_01410	Syah.g_00091
OG0000482	Prbj.g_01411	Syah.g_00092
OG0000483	Prbj.g_01415	Syah.g_00096
OG0000484	Prbj.g_01416	Syah.g_00097
OG0000485	Prbj.g_01417	Syah.g_00098
OG0000486	Prbj.g_01418	Syah.g_00099
OG0000487	Prbj.g_01423	Syah.g_00106
OG0000488	Prbj.g_01427	Syah.g_00110
OG0000489	Prbj.g_01438	Syah.g_00121
OG0000490	Prbj.g_01444	Syah.g_00129
OG0000491	Prbj.g_01445	Syah.g_00130
OG0000492	Prbj.g_01448	Syah.g_00132
OG0000493	Prbj.g_01449	Syah.g_00133
OG0000494	Prbj.g_01450	Syah.g_00134
OG0000495	Prbj.g_01451	Syah.g_00135
OG0000496	Prbj.g_01452	Syah.g_00136
OG0000497	Prbj.g_01453	Syah.g_00137
OG0000498	Prbj.g_01454	Syah.g_00138
OG0000499	Prbj.g_01455	Syah.g_00139
OG0000500	Prbj.g_01456	Syah.g_00140
OG0000501	Prbj.g_01459	Syah.g_00143
OG0000502	Prbj.g_01471	Syah.g_00155
OG0000503	Prbj.g_00341	Syah.g_00858
OG0000504	Prbj.g_00339	Syah.g_00860
OG0000505	Prbj.g_00338	Syah.g_00861
OG0000506	Prbj.g_00336	Syah.g_00863
OG0000507	Prbj.g_00331	Syah.g_00869
OG0000508	Prbj.g_00324	Syah.g_00873
OG0000509	Prbj.g_00322	Syah.g_00875
OG0000510	Prbj.g_00321	Syah.g_00876
OG0000511	Prbj.g_00320	Syah.g_00877
OG0000512	Prbj.g_00318	Syah.g_00879
OG0000513	Prbj.g_00068	Syah.g_00892
OG0000514	Prbj.g_00076	Syah.g_00899
OG0000515	Prbj.g_00077	Syah.g_00900
OG0000516	Prbj.g_00089	Syah.g_02231
OG0000517	Prbj.g_00099	Syah.g_02237
OG0000518	Prbj.g_00111	Syah.g_02221
OG0000519	Prbj.g_00112	Syah.g_02220
OG0000520	Prbj.g_00113	Syah.g_02219
OG0000521	Prbj.g_01894	Syah.g_01202
OG0000522	Prbj.g_01892	Syah.g_01204
OG0000523	Prbj.g_01891	Syah.g_01205
OG0000524	Prbj.g_00152	Syah.g_01207
OG0000525	Prbj.g_00136	Syah.g_01212
OG0000526	Prbj.g_00134	Syah.g_01215
OG0000527	Prbj.g_00130	Syah.g_01219
OG0000528	Prbj.g_01635	Syah.g_00991
OG0000529	Prbj.g_01629	Syah.g_00998
OG0000530	Prbj.g_01626	Syah.g_01001
OG0000531	Prbj.g_01625	Syah.g_01002
OG0000532	Prbj.g_01622	Syah.g_01005
OG0000533	Prbj.g_01620	Syah.g_01006
OG0000534	Prbj.g_01619	Syah.g_01007
OG0000535	Prbj.g_01618	Syah.g_01008
OG0000536	Prbj.g_01617	Syah.g_01009
OG0000537	Prbj.g_01616	Syah.g_01010
OG0000538	Prbj.g_01605	Syah.g_01021
OG0000539	Prbj.g_02088	Syah.g_01022
OG0000540	Prbj.g_02089	Syah.g_01023
OG0000541	Prbj.g_02090	Syah.g_01024
OG0000542	Prbj.g_02093	Syah.g_01027
OG0000543	Prbj.g_02095	Syah.g_01029
OG0000545	Prbj.g_02097	Syah.g_01031
OG0000546	Prbj.g_02099	Syah.g_01033
OG0000547	Prbj.g_02101	Syah.g_01035
OG0000548	Prbj.g_02102	Syah.g_01036
OG0000549	Prbj.g_02108	Syah.g_01042
OG0000550	Prbj.g_02113	Syah.g_01046
OG0000551	Prbj.g_02117	Syah.g_01051
OG0000552	Prbj.g_02118	Syah.g_01052
OG0000553	Prbj.g_02123	Syah.g_01054
OG0000554	Prbj.g_02128	Syah.g_01065
OG0000555	Prbj.g_02146	Syah.g_01078
OG0000556	Prbj.g_02666	Syah.g_01084
OG0000557	Prbj.g_01858	Syah.g_01086
OG0000558	Prbj.g_01861	Syah.g_01088
OG0000559	Prbj.g_01865	Syah.g_01093
OG0000560	Prbj.g_01868	Syah.g_01096
OG0000561	Prbj.g_01869	Syah.g_01097
OG0000562	Prbj.g_01870	Syah.g_01098
OG0000563	Prbj.g_01871	Syah.g_01099
OG0000564	Prbj.g_01872	Syah.g_01100
OG0000565	Prbj.g_01875	Syah.g_01104
OG0000566	Prbj.g_01879	Syah.g_01108
OG0000567	Prbj.g_01883	Syah.g_01112
OG0000568	Prbj.g_01885	Syah.g_01116
OG0000569	Prbj.g_01807	Syah.g_01117
OG0000570	Prbj.g_01806	Syah.g_01118
OG0000571	Prbj.g_01803	Syah.g_01122
