Orthogroup	Prbj	Prad
OG0000075	Prbj.g_01502	Prad.g_00775
OG0000076	Prbj.g_01598	Prad.g_01631
OG0000077	Prbj.g_00576	Prad.g_01915
OG0000078	Prbj.g_02614	Prad.g_01752
OG0000079	Prbj.g_01353	Prad.g_01739
OG0000081	Prbj.g_00765	Prad.g_00098
OG0000082	Prbj.g_01789	Prad.g_01374
OG0000084	Prbj.g_01052	Prad.g_00519
OG0000085	Prbj.g_00869	Prad.g_00948
OG0000086	Prbj.g_00589	Prad.g_01905
OG0000087	Prbj.g_01547	Prad.g_01854
OG0000088	Prbj.g_00521	Prad.g_01825
OG0000089	Prbj.g_00064	Prad.g_00755
OG0000090	Prbj.g_02127	Prad.g_00096
OG0000091	Prbj.g_02581	Prad.g_01431
OG0000093	Prbj.g_02388	Prad.g_00218
OG0000094	Prbj.g_01985	Prad.g_01038
OG0000097	Prbj.g_02152	Prad.g_01454
OG0000098	Prbj.g_00669	Prad.g_00612
OG0000099	Prbj.g_01464	Prad.g_00566
OG0000100	Prbj.g_00185, Prbj.g_02442	Prad.g_00440
OG0000101	Prbj.g_00415, Prbj.g_00981	Prad.g_00807
OG0000102	Prbj.g_01819	Prad.g_01626
OG0000103	Prbj.g_02055	Prad.g_01548
OG0000104	Prbj.g_02069	Prad.g_01540
OG0000105	Prbj.g_01397	Prad.g_01717
OG0000106	Prbj.g_00875	Prad.g_00739
OG0000108	Prbj.g_01630	Prad.g_00027
OG0000109	Prbj.g_01614	Prad.g_00013
OG0000110	Prbj.g_01801	Prad.g_01364
OG0000111	Prbj.g_00759	Prad.g_01273
OG0000112	Prbj.g_02276	Prad.g_01109
OG0000113	Prbj.g_02437	Prad.g_01168
OG0000114	Prbj.g_02340	Prad.g_00245
OG0000115	Prbj.g_00634	Prad.g_00641
OG0000116	Prbj.g_00956	Prad.g_01506
OG0000117	Prbj.g_01915	Prad.g_01214
OG0000118	Prbj.g_01742	Prad.g_00616
OG0000119	Prbj.g_00740, Prbj.g_00778	Prad.g_00598
OG0000120	Prbj.g_01465	Prad.g_00564
OG0000121	Prbj.g_01064, Prbj.g_01058	Prad.g_00513
OG0000122	Prbj.g_02627	Prad.g_00474
OG0000123	Prbj.g_00406	Prad.g_00800
OG0000124	Prbj.g_01281	Prad.g_01616
OG0000125	Prbj.g_01963	Prad.g_01580
OG0000126	Prbj.g_02067	Prad.g_01541
OG0000128	Prbj.g_02085	Prad.g_01975
OG0000129	Prbj.g_01951	Prad.g_01943
OG0000130	Prbj.g_00564	Prad.g_01924
OG0000131	Prbj.g_00543	Prad.g_01846
OG0000132	Prbj.g_00523	Prad.g_01827
OG0000133	Prbj.g_01460	Prad.g_01669
OG0000134	Prbj.g_00067	Prad.g_00754
OG0000135	Prbj.g_02004	Prad.g_00727
OG0000136	Prbj.g_00105	Prad.g_00066
OG0000137	Prbj.g_00128	Prad.g_00032
OG0000138	Prbj.g_01613	Prad.g_00012
OG0000139	Prbj.g_02133	Prad.g_00092
OG0000140	Prbj.g_02139	Prad.g_00091
OG0000141	Prbj.g_01757	Prad.g_01396
OG0000142	Prbj.g_02573	Prad.g_01424
OG0000143	Prbj.g_02577	Prad.g_01428
OG0000144	Prbj.g_00793	Prad.g_01226
OG0000145	Prbj.g_01607	Prad.g_01107
OG0000146	Prbj.g_02277	Prad.g_01110
OG0000147	Prbj.g_02278	Prad.g_01111
OG0000148	Prbj.g_02431	Prad.g_01162
OG0000149	Prbj.g_02488	Prad.g_00301
OG0000150	Prbj.g_02511	Prad.g_00293
OG0000151	Prbj.g_02361	Prad.g_00235
OG0000152	Prbj.g_02268	Prad.g_00186
OG0000153	Prbj.g_02241	Prad.g_00167
OG0000154	Prbj.g_02213	Prad.g_00139
OG0000155	Prbj.g_00312	Prad.g_01476
OG0000156	Prbj.g_00163	Prad.g_00359
OG0000157	Prbj.g_00162	Prad.g_00360
OG0000158	Prbj.g_01514	Prad.g_00567
OG0000160	Prbj.g_01057	Prad.g_00514
OG0000161	Prbj.g_01071	Prad.g_00508
OG0000162	Prbj.g_01077	Prad.g_00502
OG0000163	Prbj.g_01688	Prad.g_00467
OG0000164	Prbj.g_00476	Prad.g_00917
OG0000165	Prbj.g_00467	Prad.g_00910
OG0000166	Prbj.g_01019	Prad.g_00843
OG0000167	Prbj.g_01500	Prad.g_00777
OG0000168	Prbj.g_01515	Prad.g_00767
OG0000169	Prbj.g_01581	Prad.g_01637
OG0000170	Prbj.g_01593	Prad.g_01635
OG0000171	Prbj.g_01282	Prad.g_01617
OG0000172	Prbj.g_01248	Prad.g_01609
OG0000173	Prbj.g_01227	Prad.g_01594
OG0000174	Prbj.g_02006	Prad.g_01566
OG0000175	Prbj.g_02044	Prad.g_01556
OG0000176	Prbj.g_02077	Prad.g_01532
OG0000177	Prbj.g_02078	Prad.g_01531
OG0000178	Prbj.g_02079	Prad.g_01530
OG0000179	Prbj.g_01188	Prad.g_01970
OG0000180	Prbj.g_01189	Prad.g_01969
OG0000181	Prbj.g_01190	Prad.g_01968
OG0000182	Prbj.g_01191	Prad.g_01967
OG0000183	Prbj.g_01195	Prad.g_01963
OG0000184	Prbj.g_01943	Prad.g_01940
OG0000185	Prbj.g_01921	Prad.g_01937
OG0000186	Prbj.g_00558	Prad.g_01929
OG0000187	Prbj.g_00560	Prad.g_01928
OG0000188	Prbj.g_00581	Prad.g_01911
OG0000189	Prbj.g_00607	Prad.g_01897
OG0000190	Prbj.g_00609	Prad.g_01896
OG0000191	Prbj.g_01557	Prad.g_01876
OG0000192	Prbj.g_01566	Prad.g_01872
OG0000193	Prbj.g_00542	Prad.g_01845
OG0000194	Prbj.g_00539	Prad.g_01842
OG0000195	Prbj.g_00537	Prad.g_01840
OG0000196	Prbj.g_00526	Prad.g_01830
OG0000197	Prbj.g_00525	Prad.g_01829
OG0000198	Prbj.g_00524	Prad.g_01828
OG0000199	Prbj.g_00517	Prad.g_01821
OG0000201	Prbj.g_01157	Prad.g_01799
OG0000202	Prbj.g_01158	Prad.g_01798
OG0000203	Prbj.g_01159	Prad.g_01797
OG0000204	Prbj.g_01160	Prad.g_01796
OG0000205	Prbj.g_01167	Prad.g_01789
OG0000206	Prbj.g_00288	Prad.g_01784
OG0000207	Prbj.g_00234	Prad.g_01782
OG0000208	Prbj.g_00235	Prad.g_01781
OG0000209	Prbj.g_00262	Prad.g_01772
OG0000210	Prbj.g_00263	Prad.g_01771
OG0000211	Prbj.g_00177	Prad.g_01758
OG0000212	Prbj.g_02615	Prad.g_01751
OG0000213	Prbj.g_01362	Prad.g_01734
OG0000214	Prbj.g_01389	Prad.g_01724
OG0000215	Prbj.g_01419	Prad.g_01699
OG0000216	Prbj.g_01422	Prad.g_01697
OG0000217	Prbj.g_01426	Prad.g_01694
OG0000218	Prbj.g_01430	Prad.g_01692
OG0000219	Prbj.g_01431	Prad.g_01691
OG0000220	Prbj.g_01432	Prad.g_01690
OG0000221	Prbj.g_01437	Prad.g_01689
OG0000222	Prbj.g_01446	Prad.g_01681
OG0000223	Prbj.g_01469	Prad.g_01668
OG0000224	Prbj.g_01480	Prad.g_01666
OG0000225	Prbj.g_00323	Prad.g_01645
OG0000226	Prbj.g_00319	Prad.g_00761
OG0000227	Prbj.g_00317	Prad.g_00759
OG0000228	Prbj.g_00063	Prad.g_00756
OG0000229	Prbj.g_00100	Prad.g_00666
OG0000230	Prbj.g_00102	Prad.g_00069
OG0000231	Prbj.g_00117	Prad.g_00058
OG0000232	Prbj.g_01888	Prad.g_00049
OG0000233	Prbj.g_00148	Prad.g_00043
OG0000234	Prbj.g_00127	Prad.g_00031
OG0000235	Prbj.g_01631	Prad.g_00028
OG0000236	Prbj.g_01615	Prad.g_00014
OG0000237	Prbj.g_02094	Prad.g_00123
OG0000238	Prbj.g_02098	Prad.g_00117
OG0000239	Prbj.g_02114	Prad.g_00104
OG0000240	Prbj.g_02115	Prad.g_00103
OG0000241	Prbj.g_01116	Prad.g_00099
OG0000242	Prbj.g_02125	Prad.g_00097
OG0000243	Prbj.g_02668	Prad.g_01333
OG0000244	Prbj.g_01859	Prad.g_01336
OG0000245	Prbj.g_01862	Prad.g_01338
OG0000246	Prbj.g_01866	Prad.g_01342
OG0000247	Prbj.g_01877	Prad.g_01352
OG0000248	Prbj.g_01880	Prad.g_01354
OG0000249	Prbj.g_01882	Prad.g_01356
OG0000250	Prbj.g_01805	Prad.g_01361
OG0000251	Prbj.g_01781	Prad.g_01380
OG0000252	Prbj.g_01778	Prad.g_01383
OG0000253	Prbj.g_01772	Prad.g_01384
OG0000254	Prbj.g_01753	Prad.g_01400
OG0000255	Prbj.g_02546	Prad.g_01406
OG0000256	Prbj.g_02560	Prad.g_01416
OG0000257	Prbj.g_02566	Prad.g_01419
OG0000258	Prbj.g_02589	Prad.g_01432
OG0000259	Prbj.g_00812	Prad.g_01234
OG0000260	Prbj.g_00816	Prad.g_01237
OG0000261	Prbj.g_00819	Prad.g_01239
OG0000262	Prbj.g_00824	Prad.g_01243
OG0000263	Prbj.g_00248	Prad.g_01255
OG0000264	Prbj.g_00933	Prad.g_01265
OG0000265	Prbj.g_02178, Prbj.g_00913	Prad.g_01049
OG0000266	Prbj.g_02189	Prad.g_01059
OG0000267	Prbj.g_02315	Prad.g_01070
OG0000268	Prbj.g_02314	Prad.g_01071
OG0000269	Prbj.g_02407	Prad.g_01141
OG0000270	Prbj.g_02410	Prad.g_01144
OG0000271	Prbj.g_02418	Prad.g_01152
OG0000272	Prbj.g_02419	Prad.g_01153
OG0000273	Prbj.g_02470	Prad.g_01176
OG0000274	Prbj.g_02471	Prad.g_01177
OG0000275	Prbj.g_02474	Prad.g_01180
OG0000276	Prbj.g_02480	Prad.g_01185
OG0000277	Prbj.g_02481	Prad.g_00308
OG0000278	Prbj.g_02484	Prad.g_00305
OG0000279	Prbj.g_02492	Prad.g_00298
OG0000280	Prbj.g_02498	Prad.g_00297
OG0000281	Prbj.g_02512	Prad.g_00292
OG0000282	Prbj.g_02342	Prad.g_00243
OG0000283	Prbj.g_02303	Prad.g_00209
OG0000284	Prbj.g_02297	Prad.g_00204
OG0000285	Prbj.g_00694	Prad.g_00199
OG0000286	Prbj.g_02269	Prad.g_00187
OG0000287	Prbj.g_00722	Prad.g_00170
OG0000288	Prbj.g_02214	Prad.g_00140
OG0000289	Prbj.g_02201	Prad.g_01035
OG0000290	Prbj.g_01841	Prad.g_01021
OG0000291	Prbj.g_01839	Prad.g_01019
OG0000292	Prbj.g_02066	Prad.g_00972
OG0000293	Prbj.g_00958	Prad.g_01505
OG0000294	Prbj.g_00959	Prad.g_01504
OG0000295	Prbj.g_00304	Prad.g_01484
OG0000296	Prbj.g_00306, Prbj.g_00307	Prad.g_01482
OG0000297	Prbj.g_01913	Prad.g_01474
OG0000298	Prbj.g_01914	Prad.g_01473
OG0000299	Prbj.g_01903	Prad.g_01455
OG0000300	Prbj.g_02155	Prad.g_01452
OG0000301	Prbj.g_02156	Prad.g_01451
OG0000302	Prbj.g_02159	Prad.g_01449
OG0000303	Prbj.g_00314	Prad.g_01442
OG0000304	Prbj.g_00020	Prad.g_01438
OG0000305	Prbj.g_01837	Prad.g_00602
OG0000306	Prbj.g_02521	Prad.g_00599
OG0000307	Prbj.g_01647	Prad.g_00585
OG0000308	Prbj.g_01649	Prad.g_00584
OG0000309	Prbj.g_01653	Prad.g_00580
OG0000310	Prbj.g_01294	Prad.g_00530
OG0000311	Prbj.g_01040	Prad.g_00528
OG0000312	Prbj.g_01044	Prad.g_00525
OG0000313	Prbj.g_01068	Prad.g_00511
OG0000314	Prbj.g_00646	Prad.g_00487
OG0000315	Prbj.g_00656	Prad.g_00477
OG0000316	Prbj.g_01699	Prad.g_00457
OG0000317	Prbj.g_00863	Prad.g_00943
OG0000318	Prbj.g_00856	Prad.g_00940
OG0000319	Prbj.g_00487	Prad.g_00927
OG0000320	Prbj.g_00485	Prad.g_00925
OG0000321	Prbj.g_00484	Prad.g_00924
OG0000322	Prbj.g_00483	Prad.g_00923
OG0000323	Prbj.g_00472	Prad.g_00914
OG0000324	Prbj.g_00443	Prad.g_00887
OG0000325	Prbj.g_02657	Prad.g_00878
OG0000326	Prbj.g_02649	Prad.g_00872
OG0000327	Prbj.g_01024	Prad.g_00848
OG0000328	Prbj.g_01023	Prad.g_00847
OG0000329	Prbj.g_01006	Prad.g_00830
OG0000330	Prbj.g_01005	Prad.g_00829
OG0000331	Prbj.g_01004	Prad.g_00828
OG0000332	Prbj.g_00989	Prad.g_00814
OG0000333	Prbj.g_00987	Prad.g_00812
OG0000334	Prbj.g_00410	Prad.g_00804
OG0000335	Prbj.g_00405	Prad.g_00799
OG0000336	Prbj.g_00401	Prad.g_00795
OG0000337	Prbj.g_01494	Prad.g_00779
OG0000338	Prbj.g_01498	Prad.g_00778
OG0000339	Prbj.g_01504	Prad.g_00774
OG0000340	Prbj.g_01516	Prad.g_00766, Prad.g_01294
OG0000341	Prbj.g_01518	Prad.g_00764
OG0000342	Prbj.g_01519	Prad.g_00763
OG0000343	Prbj.g_01576	Prad.g_00762
OG0000344	Prbj.g_01579	Prad.g_01639
OG0000345	Prbj.g_01594	Prad.g_01634
OG0000346	Prbj.g_01599	Prad.g_01630
OG0000347	Prbj.g_01280	Prad.g_01615
OG0000348	Prbj.g_01243	Prad.g_01606
OG0000349	Prbj.g_01219	Prad.g_01589
OG0000350	Prbj.g_01999	Prad.g_01570
OG0000351	Prbj.g_02047	Prad.g_01553
OG0000352	Prbj.g_02048	Prad.g_01552
OG0000353	Prbj.g_02072	Prad.g_01537
OG0000354	Prbj.g_01186	Prad.g_01041
OG0000355	Prbj.g_02074	Prad.g_01535
OG0000356	Prbj.g_02075	Prad.g_01534
OG0000357	Prbj.g_02076	Prad.g_01533
OG0000358	Prbj.g_02080	Prad.g_01529
OG0000359	Prbj.g_02082	Prad.g_01528
OG0000360	Prbj.g_02083	Prad.g_01527
OG0000361	Prbj.g_02084	Prad.g_01976
OG0000362	Prbj.g_02086	Prad.g_01974
OG0000363	Prbj.g_01182	Prad.g_01972
OG0000364	Prbj.g_01183	Prad.g_01971
OG0000365	Prbj.g_01192	Prad.g_01966
OG0000366	Prbj.g_01193	Prad.g_01965
OG0000367	Prbj.g_01194	Prad.g_01964
OG0000368	Prbj.g_01196	Prad.g_01962
OG0000369	Prbj.g_01197	Prad.g_01961
OG0000370	Prbj.g_01198	Prad.g_01960
OG0000371	Prbj.g_01207	Prad.g_01954
OG0000372	Prbj.g_01212	Prad.g_01951
OG0000373	Prbj.g_01213	Prad.g_01950
OG0000374	Prbj.g_01214	Prad.g_01949
OG0000375	Prbj.g_01215	Prad.g_01947
OG0000376	Prbj.g_01217	Prad.g_01945
OG0000377	Prbj.g_01950	Prad.g_01941
OG0000378	Prbj.g_01936	Prad.g_01939
OG0000379	Prbj.g_01920	Prad.g_01936
OG0000380	Prbj.g_00561	Prad.g_01927
OG0000381	Prbj.g_00565	Prad.g_01923
OG0000382	Prbj.g_00580	Prad.g_01912
OG0000383	Prbj.g_00582	Prad.g_01910
OG0000384	Prbj.g_00583	Prad.g_01909
OG0000385	Prbj.g_00584	Prad.g_01908
OG0000386	Prbj.g_00585	Prad.g_01907
OG0000387	Prbj.g_00611	Prad.g_01894
OG0000388	Prbj.g_00615	Prad.g_01891
OG0000389	Prbj.g_00619	Prad.g_01887
OG0000390	Prbj.g_01551	Prad.g_00011, Prad.g_01880
OG0000391	Prbj.g_01556	Prad.g_01877
OG0000392	Prbj.g_01562	Prad.g_01873
OG0000393	Prbj.g_01567	Prad.g_01871
OG0000394	Prbj.g_01568	Prad.g_01870
OG0000395	Prbj.g_01569	Prad.g_01869
OG0000396	Prbj.g_01530	Prad.g_01866
OG0000397	Prbj.g_01532	Prad.g_01864
OG0000398	Prbj.g_01537	Prad.g_01862
OG0000399	Prbj.g_01538	Prad.g_01861
OG0000400	Prbj.g_01539	Prad.g_01860
OG0000401	Prbj.g_01540	Prad.g_01859
OG0000402	Prbj.g_01542	Prad.g_01857
OG0000403	Prbj.g_01543	Prad.g_01856
OG0000404	Prbj.g_01545	Prad.g_01855
OG0000405	Prbj.g_00545	Prad.g_01851
OG0000406	Prbj.g_00541	Prad.g_01844
OG0000407	Prbj.g_00540	Prad.g_01843
OG0000408	Prbj.g_00538	Prad.g_01841
OG0000409	Prbj.g_00536	Prad.g_01839
OG0000410	Prbj.g_00535	Prad.g_01838
OG0000411	Prbj.g_00534	Prad.g_01837
OG0000412	Prbj.g_00533	Prad.g_01836
OG0000413	Prbj.g_00531	Prad.g_01835
OG0000414	Prbj.g_00530	Prad.g_01834
OG0000415	Prbj.g_00529	Prad.g_01833
OG0000416	Prbj.g_00528	Prad.g_01832
OG0000417	Prbj.g_00527	Prad.g_01831
OG0000418	Prbj.g_00522	Prad.g_01826
OG0000419	Prbj.g_00520	Prad.g_01824
OG0000420	Prbj.g_00519	Prad.g_01823
OG0000421	Prbj.g_00515	Prad.g_01818
OG0000422	Prbj.g_00514	Prad.g_01817
OG0000423	Prbj.g_00513	Prad.g_01816
OG0000424	Prbj.g_00512	Prad.g_01815
OG0000425	Prbj.g_00511	Prad.g_01814
OG0000426	Prbj.g_00510	Prad.g_01813
OG0000427	Prbj.g_00509	Prad.g_01812
OG0000428	Prbj.g_02369	Prad.g_01810
OG0000429	Prbj.g_01135	Prad.g_01809
OG0000430	Prbj.g_01137	Prad.g_01808
OG0000431	Prbj.g_01141	Prad.g_01806
OG0000432	Prbj.g_01148	Prad.g_01803
OG0000433	Prbj.g_01151	Prad.g_01802
OG0000434	Prbj.g_01152	Prad.g_01801
OG0000435	Prbj.g_01155	Prad.g_01800
OG0000436	Prbj.g_01161	Prad.g_01795
OG0000437	Prbj.g_01162	Prad.g_01794
OG0000438	Prbj.g_01163	Prad.g_01793
OG0000439	Prbj.g_01165	Prad.g_01791
OG0000440	Prbj.g_01166	Prad.g_01790
OG0000441	Prbj.g_01173	Prad.g_01787
OG0000442	Prbj.g_01174	Prad.g_01786
OG0000443	Prbj.g_00289	Prad.g_01785
OG0000444	Prbj.g_00237	Prad.g_01780
OG0000445	Prbj.g_00238	Prad.g_01779
OG0000446	Prbj.g_00240	Prad.g_01778
OG0000447	Prbj.g_00250	Prad.g_01777
OG0000448	Prbj.g_00251	Prad.g_01776
OG0000449	Prbj.g_00252	Prad.g_01775
OG0000450	Prbj.g_00258	Prad.g_01774
OG0000451	Prbj.g_00259	Prad.g_01773
OG0000452	Prbj.g_00264	Prad.g_01770
OG0000453	Prbj.g_00265	Prad.g_01769
OG0000454	Prbj.g_00266	Prad.g_01768
OG0000455	Prbj.g_00267	Prad.g_01767
OG0000456	Prbj.g_00268	Prad.g_01766
OG0000457	Prbj.g_00270	Prad.g_01765
OG0000458	Prbj.g_00271	Prad.g_01764
OG0000459	Prbj.g_00272	Prad.g_01763
OG0000460	Prbj.g_00176	Prad.g_01756
OG0000461	Prbj.g_02661	Prad.g_01749
OG0000462	Prbj.g_01341	Prad.g_01747
OG0000463	Prbj.g_01342	Prad.g_01746
OG0000464	Prbj.g_01343	Prad.g_01745
OG0000465	Prbj.g_01345	Prad.g_01744
OG0000466	Prbj.g_01350	Prad.g_01741
OG0000467	Prbj.g_01352	Prad.g_01740
OG0000468	Prbj.g_01359	Prad.g_01738
OG0000469	Prbj.g_01372	Prad.g_01729
OG0000470	Prbj.g_01385	Prad.g_01727
OG0000471	Prbj.g_01386	Prad.g_01726
OG0000472	Prbj.g_01388	Prad.g_01725
OG0000473	Prbj.g_01390	Prad.g_01723
OG0000474	Prbj.g_01391	Prad.g_01722
OG0000475	Prbj.g_01392	Prad.g_01721
OG0000476	Prbj.g_01394	Prad.g_01720
OG0000477	Prbj.g_01399	Prad.g_01716
OG0000478	Prbj.g_01400	Prad.g_01715
OG0000479	Prbj.g_01401	Prad.g_01714
OG0000480	Prbj.g_01408	Prad.g_01709
OG0000481	Prbj.g_01410	Prad.g_01707
OG0000482	Prbj.g_01411	Prad.g_01706
OG0000483	Prbj.g_01415	Prad.g_01703
OG0000484	Prbj.g_01416	Prad.g_01702
OG0000485	Prbj.g_01417	Prad.g_01701
OG0000486	Prbj.g_01418	Prad.g_01700
OG0000487	Prbj.g_01423	Prad.g_01696
OG0000488	Prbj.g_01427	Prad.g_01693
OG0000489	Prbj.g_01438	Prad.g_01688
OG0000490	Prbj.g_01444	Prad.g_01683
OG0000491	Prbj.g_01445	Prad.g_01682
OG0000492	Prbj.g_01448	Prad.g_01680
OG0000493	Prbj.g_01449	Prad.g_01679
OG0000494	Prbj.g_01450	Prad.g_01678
OG0000495	Prbj.g_01451	Prad.g_01677
OG0000496	Prbj.g_01452	Prad.g_01676
OG0000497	Prbj.g_01453	Prad.g_01675
OG0000498	Prbj.g_01454	Prad.g_01674
OG0000499	Prbj.g_01455	Prad.g_01673
OG0000500	Prbj.g_01456	Prad.g_01672
OG0000501	Prbj.g_01459	Prad.g_01670
OG0000502	Prbj.g_01471	Prad.g_01667
OG0000503	Prbj.g_00341	Prad.g_01657
OG0000504	Prbj.g_00339	Prad.g_01656
OG0000505	Prbj.g_00338	Prad.g_01655
OG0000506	Prbj.g_00336	Prad.g_01653
OG0000507	Prbj.g_00331	Prad.g_01650
OG0000508	Prbj.g_00324	Prad.g_01646
OG0000509	Prbj.g_00322	Prad.g_01644
OG0000510	Prbj.g_00321	Prad.g_01643
OG0000511	Prbj.g_00320	Prad.g_01642
OG0000512	Prbj.g_00318	Prad.g_00760
OG0000513	Prbj.g_00068	Prad.g_00753
OG0000514	Prbj.g_00076	Prad.g_00671
OG0000515	Prbj.g_00077	Prad.g_00670
OG0000516	Prbj.g_00089	Prad.g_00669
OG0000517	Prbj.g_00099	Prad.g_00667
OG0000518	Prbj.g_00111	Prad.g_00061
OG0000519	Prbj.g_00112	Prad.g_00060
OG0000520	Prbj.g_00113	Prad.g_00059
OG0000521	Prbj.g_01894	Prad.g_00054
OG0000522	Prbj.g_01892	Prad.g_00052
OG0000523	Prbj.g_01891	Prad.g_00051
OG0000524	Prbj.g_00152	Prad.g_00045
OG0000525	Prbj.g_00136	Prad.g_00042
OG0000526	Prbj.g_00134	Prad.g_00041
OG0000527	Prbj.g_00130	Prad.g_00034
OG0000528	Prbj.g_01635	Prad.g_00029
OG0000529	Prbj.g_01629	Prad.g_00026
OG0000530	Prbj.g_01626	Prad.g_00023
OG0000531	Prbj.g_01625	Prad.g_00022
OG0000532	Prbj.g_01622	Prad.g_00020
OG0000533	Prbj.g_01620	Prad.g_00019
OG0000534	Prbj.g_01619	Prad.g_00018
OG0000535	Prbj.g_01618	Prad.g_00017
OG0000536	Prbj.g_01617	Prad.g_00016
OG0000537	Prbj.g_01616	Prad.g_00015
OG0000538	Prbj.g_01605	Prad.g_00129
OG0000539	Prbj.g_02088	Prad.g_00128
OG0000540	Prbj.g_02089	Prad.g_00127
OG0000541	Prbj.g_02090	Prad.g_00126
OG0000542	Prbj.g_02093	Prad.g_00124
OG0000543	Prbj.g_02095	Prad.g_00122
OG0000544	Prbj.g_02096	Prad.g_00121
OG0000545	Prbj.g_02097	Prad.g_00119
OG0000546	Prbj.g_02099	Prad.g_00116
OG0000547	Prbj.g_02101	Prad.g_00114
OG0000548	Prbj.g_02102	Prad.g_00113
OG0000549	Prbj.g_02108	Prad.g_00111
OG0000550	Prbj.g_02113	Prad.g_00106
OG0000551	Prbj.g_02117	Prad.g_00102
OG0000552	Prbj.g_02118	Prad.g_00101
OG0000553	Prbj.g_02123	Prad.g_00100
OG0000554	Prbj.g_02128	Prad.g_00095
OG0000555	Prbj.g_02146	Prad.g_01332
OG0000556	Prbj.g_02666	Prad.g_01334
OG0000557	Prbj.g_01858	Prad.g_01335
OG0000558	Prbj.g_01861	Prad.g_01337
OG0000559	Prbj.g_01865	Prad.g_01341
OG0000560	Prbj.g_01868	Prad.g_01344
OG0000561	Prbj.g_01869	Prad.g_01345
OG0000562	Prbj.g_01870	Prad.g_01346
OG0000563	Prbj.g_01871	Prad.g_01347
OG0000564	Prbj.g_01872	Prad.g_01348
OG0000565	Prbj.g_01875	Prad.g_01351
OG0000566	Prbj.g_01879	Prad.g_01353
OG0000567	Prbj.g_01883	Prad.g_01357
OG0000568	Prbj.g_01885	Prad.g_01358
OG0000569	Prbj.g_01807	Prad.g_01359
