Orthogroup	Prbj	Praw
OG0000496	Prbj.g_01452	Praw.g_00819
OG0000497	Prbj.g_01453	Praw.g_00818
OG0000498	Prbj.g_01454	Praw.g_00817
OG0000499	Prbj.g_01455	Praw.g_00816
OG0000500	Prbj.g_01456	Praw.g_00815
OG0000501	Prbj.g_01459	Praw.g_00813
OG0000502	Prbj.g_01471	Praw.g_00810
OG0000503	Prbj.g_00341	Praw.g_00796
OG0000504	Prbj.g_00339	Praw.g_00795
OG0000505	Prbj.g_00338	Praw.g_00794
OG0000506	Prbj.g_00336	Praw.g_00792
OG0000507	Prbj.g_00331	Praw.g_00790
OG0000508	Prbj.g_00324	Praw.g_00787
OG0000509	Prbj.g_00322	Praw.g_00785
OG0000510	Prbj.g_00321	Praw.g_00784
OG0000511	Prbj.g_00320	Praw.g_00783
OG0000512	Prbj.g_00318	Praw.g_00781
OG0000513	Prbj.g_00068	Praw.g_00774
OG0000514	Prbj.g_00076	Praw.g_00716
OG0000515	Prbj.g_00077	Praw.g_00715
OG0000516	Prbj.g_00089	Praw.g_00714
OG0000517	Prbj.g_00099	Praw.g_00712
OG0000518	Prbj.g_00111	Praw.g_00701
OG0000519	Prbj.g_00112	Praw.g_00700
OG0000520	Prbj.g_00113	Praw.g_00699
OG0000521	Prbj.g_01894	Praw.g_00694
OG0000522	Prbj.g_01892	Praw.g_00692
OG0000523	Prbj.g_01891	Praw.g_00691
OG0000524	Prbj.g_00152	Praw.g_00686
OG0000525	Prbj.g_00136	Praw.g_00683
OG0000526	Prbj.g_00134	Praw.g_00682
OG0000527	Prbj.g_00130	Praw.g_00674
OG0000528	Prbj.g_01635	Praw.g_00669
OG0000529	Prbj.g_01629	Praw.g_00666
OG0000530	Prbj.g_01626	Praw.g_00664
OG0000531	Prbj.g_01625	Praw.g_00663
OG0000532	Prbj.g_01622	Praw.g_00661
OG0000533	Prbj.g_01620	Praw.g_00660
OG0000534	Prbj.g_01619	Praw.g_00659
OG0000535	Prbj.g_01618	Praw.g_00658
OG0000536	Prbj.g_01617	Praw.g_00657
OG0000537	Prbj.g_01616	Praw.g_00656
OG0000538	Prbj.g_01605	Praw.g_00648
OG0000539	Prbj.g_02088	Praw.g_00647
OG0000540	Prbj.g_02089	Praw.g_00646
OG0000541	Prbj.g_02090	Praw.g_00645
OG0000542	Prbj.g_02093	Praw.g_00643
OG0000543	Prbj.g_02095	Praw.g_00641
OG0000544	Prbj.g_02096	Praw.g_00640
OG0000545	Prbj.g_02097	Praw.g_00638
OG0000546	Prbj.g_02099	Praw.g_00635
OG0000547	Prbj.g_02101	Praw.g_00633
OG0000548	Prbj.g_02102	Praw.g_00632
OG0000549	Prbj.g_02108	Praw.g_00630
OG0000550	Prbj.g_02113	Praw.g_00625
OG0000551	Prbj.g_02117	Praw.g_00621
OG0000552	Prbj.g_02118	Praw.g_00620
OG0000553	Prbj.g_02123	Praw.g_00619
OG0000554	Prbj.g_02128	Praw.g_00614
OG0000555	Prbj.g_02146	Praw.g_00606
OG0000556	Prbj.g_02666	Praw.g_00604
OG0000557	Prbj.g_01858	Praw.g_00603
OG0000558	Prbj.g_01861	Praw.g_00601
OG0000559	Prbj.g_01865	Praw.g_00597
OG0000560	Prbj.g_01868	Praw.g_00594
OG0000561	Prbj.g_01869	Praw.g_00593
OG0000562	Prbj.g_01870	Praw.g_00592
OG0000563	Prbj.g_01871	Praw.g_00591
OG0000564	Prbj.g_01872	Praw.g_00590
OG0000565	Prbj.g_01875	Praw.g_00587
OG0000566	Prbj.g_01879	Praw.g_00585
