Orthogroup	Prbj	Prau
OG0000163	Prbj.g_01688	Prau.g_01578
OG0000164	Prbj.g_00476	Prau.g_01756
OG0000165	Prbj.g_00467	Prau.g_01763
OG0000166	Prbj.g_01019	Prau.g_01833
OG0000167	Prbj.g_01500	Prau.g_01899
OG0000168	Prbj.g_01515	Prau.g_01909
OG0000169	Prbj.g_01581	Prau.g_01919
OG0000170	Prbj.g_01593	Prau.g_01921
OG0000171	Prbj.g_01282	Prau.g_01940
OG0000172	Prbj.g_01248	Prau.g_01949
OG0000173	Prbj.g_01227	Prau.g_01964
OG0000174	Prbj.g_02006	Prau.g_01991
OG0000175	Prbj.g_02044	Prau.g_02001
OG0000176	Prbj.g_02077	Prau.g_00004
OG0000177	Prbj.g_02078	Prau.g_00005
OG0000178	Prbj.g_02079	Prau.g_00006
OG0000179	Prbj.g_01188	Prau.g_00016
OG0000180	Prbj.g_01189	Prau.g_00017
OG0000181	Prbj.g_01190	Prau.g_00018
OG0000182	Prbj.g_01191	Prau.g_00019
OG0000183	Prbj.g_01195	Prau.g_00023
OG0000184	Prbj.g_01943	Prau.g_00054
OG0000185	Prbj.g_01921	Prau.g_00057
OG0000186	Prbj.g_00558	Prau.g_00066
OG0000187	Prbj.g_00560	Prau.g_00067
OG0000188	Prbj.g_00581	Prau.g_00083
OG0000189	Prbj.g_00607	Prau.g_00097
OG0000190	Prbj.g_00609	Prau.g_00098
OG0000191	Prbj.g_01557	Prau.g_00118
OG0000192	Prbj.g_01566	Prau.g_00122
OG0000193	Prbj.g_00542	Prau.g_00147
OG0000194	Prbj.g_00539	Prau.g_00150
OG0000195	Prbj.g_00537	Prau.g_00152
OG0000196	Prbj.g_00526	Prau.g_00162
OG0000197	Prbj.g_00525	Prau.g_00163
OG0000198	Prbj.g_00524	Prau.g_00164
OG0000199	Prbj.g_00517	Prau.g_00171
OG0000201	Prbj.g_01157	Prau.g_00193
OG0000202	Prbj.g_01158	Prau.g_00194
OG0000203	Prbj.g_01159	Prau.g_00195
OG0000204	Prbj.g_01160	Prau.g_00196
OG0000205	Prbj.g_01167	Prau.g_00203
OG0000206	Prbj.g_00288	Prau.g_00208
OG0000207	Prbj.g_00234	Prau.g_00210
OG0000208	Prbj.g_00235	Prau.g_00211
OG0000209	Prbj.g_00262	Prau.g_00220
OG0000210	Prbj.g_00263	Prau.g_00221
OG0000211	Prbj.g_00177	Prau.g_00234
OG0000212	Prbj.g_02615	Prau.g_00241
OG0000213	Prbj.g_01362	Prau.g_00259
OG0000214	Prbj.g_01389	Prau.g_00269
OG0000215	Prbj.g_01419	Prau.g_00294
OG0000216	Prbj.g_01422	Prau.g_00296
OG0000217	Prbj.g_01426	Prau.g_00299
OG0000218	Prbj.g_01430	Prau.g_00301
OG0000219	Prbj.g_01431	Prau.g_00302
OG0000220	Prbj.g_01432	Prau.g_00303
OG0000221	Prbj.g_01437	Prau.g_00304
OG0000222	Prbj.g_01446	Prau.g_00312
OG0000223	Prbj.g_01469	Prau.g_00325
OG0000224	Prbj.g_01480	Prau.g_00327
OG0000225	Prbj.g_00323	Prau.g_00348
OG0000226	Prbj.g_00319	Prau.g_00352
OG0000227	Prbj.g_00317	Prau.g_00354
OG0000228	Prbj.g_00063	Prau.g_00357
OG0000229	Prbj.g_00100	Prau.g_00477
OG0000230	Prbj.g_00102	Prau.g_00479
OG0000231	Prbj.g_00117	Prau.g_00490
OG0000232	Prbj.g_01888	Prau.g_00499
OG0000233	Prbj.g_00148	Prau.g_00505
OG0000234	Prbj.g_00127	Prau.g_00517
OG0000235	Prbj.g_01631	Prau.g_00520
OG0000236	Prbj.g_01615	Prau.g_00534
OG0000237	Prbj.g_02094	Prau.g_00547
OG0000238	Prbj.g_02098	Prau.g_00553
OG0000239	Prbj.g_02114	Prau.g_00565
OG0000240	Prbj.g_02115	Prau.g_00566
OG0000241	Prbj.g_01116	Prau.g_00570
OG0000242	Prbj.g_02125	Prau.g_00572
OG0000243	Prbj.g_02668	Prau.g_00583
OG0000244	Prbj.g_01859	Prau.g_00586
OG0000245	Prbj.g_01862	Prau.g_00588
OG0000246	Prbj.g_01866	Prau.g_00592
OG0000247	Prbj.g_01877	Prau.g_00602
OG0000248	Prbj.g_01880	Prau.g_00604
OG0000249	Prbj.g_01882	Prau.g_00606
OG0000250	Prbj.g_01805	Prau.g_00611
OG0000251	Prbj.g_01781	Prau.g_00629
OG0000252	Prbj.g_01778	Prau.g_00632
OG0000253	Prbj.g_01772	Prau.g_00633
OG0000254	Prbj.g_01753	Prau.g_00649
OG0000255	Prbj.g_02546	Prau.g_00655
OG0000256	Prbj.g_02560	Prau.g_00667
OG0000257	Prbj.g_02566	Prau.g_00670
OG0000258	Prbj.g_02589	Prau.g_00683
OG0000259	Prbj.g_00812	Prau.g_00700
OG0000260	Prbj.g_00816	Prau.g_00703
OG0000261	Prbj.g_00819	Prau.g_00705
OG0000262	Prbj.g_00824	Prau.g_00709
OG0000263	Prbj.g_00248	Prau.g_00721
OG0000264	Prbj.g_00933	Prau.g_00731
OG0000265	Prbj.g_02178, Prbj.g_00913	Prau.g_00755
OG0000266	Prbj.g_02189	Prau.g_00765
OG0000267	Prbj.g_02315	Prau.g_00776
OG0000268	Prbj.g_02314	Prau.g_00777
OG0000269	Prbj.g_02407	Prau.g_00849
OG0000270	Prbj.g_02410	Prau.g_00852
OG0000271	Prbj.g_02418	Prau.g_00860
OG0000272	Prbj.g_02419	Prau.g_00861
OG0000273	Prbj.g_02470	Prau.g_00884
OG0000274	Prbj.g_02471	Prau.g_00885
OG0000275	Prbj.g_02474	Prau.g_00887
OG0000276	Prbj.g_02480	Prau.g_00892
OG0000277	Prbj.g_02481	Prau.g_00893
OG0000278	Prbj.g_02484	Prau.g_00896
OG0000279	Prbj.g_02492	Prau.g_00904
OG0000280	Prbj.g_02498	Prau.g_00905
OG0000281	Prbj.g_02512	Prau.g_00910
OG0000282	Prbj.g_02342	Prau.g_00958
OG0000283	Prbj.g_02303	Prau.g_00992
OG0000284	Prbj.g_02297	Prau.g_00997
OG0000285	Prbj.g_00694	Prau.g_01002
OG0000286	Prbj.g_02269	Prau.g_01014
OG0000287	Prbj.g_00722	Prau.g_01031
OG0000288	Prbj.g_02214	Prau.g_01062
OG0000289	Prbj.g_02201	Prau.g_01073
OG0000290	Prbj.g_01841	Prau.g_01086
OG0000291	Prbj.g_01839	Prau.g_01088
OG0000292	Prbj.g_02066	Prau.g_01136
OG0000293	Prbj.g_00958	Prau.g_01198
OG0000294	Prbj.g_00959	Prau.g_01199
OG0000295	Prbj.g_00304	Prau.g_01218
OG0000296	Prbj.g_00306, Prbj.g_00307	Prau.g_01220
OG0000297	Prbj.g_01913	Prau.g_01228
OG0000298	Prbj.g_01914	Prau.g_01229
OG0000299	Prbj.g_01903	Prau.g_01246
OG0000300	Prbj.g_02155	Prau.g_01249
OG0000301	Prbj.g_02156	Prau.g_01250
OG0000302	Prbj.g_02159	Prau.g_01252
OG0000303	Prbj.g_00314	Prau.g_01259
OG0000304	Prbj.g_00020	Prau.g_01263
OG0000305	Prbj.g_01837	Prau.g_01401
OG0000306	Prbj.g_02521	Prau.g_01404
OG0000307	Prbj.g_01647	Prau.g_01418
OG0000308	Prbj.g_01649	Prau.g_01419
OG0000309	Prbj.g_01653	Prau.g_01423
OG0000310	Prbj.g_01294	Prau.g_01513
OG0000311	Prbj.g_01040	Prau.g_01515
OG0000312	Prbj.g_01044	Prau.g_01518
OG0000313	Prbj.g_01068	Prau.g_01535
OG0000314	Prbj.g_00646	Prau.g_01558
OG0000315	Prbj.g_00656	Prau.g_01568
OG0000316	Prbj.g_01699	Prau.g_01588
OG0000317	Prbj.g_00863	Prau.g_01730
OG0000318	Prbj.g_00856	Prau.g_01733
OG0000319	Prbj.g_00487	Prau.g_01746
OG0000320	Prbj.g_00485	Prau.g_01748
OG0000321	Prbj.g_00484	Prau.g_01749
OG0000322	Prbj.g_00483	Prau.g_01750
OG0000323	Prbj.g_00472	Prau.g_01759
OG0000324	Prbj.g_00443	Prau.g_01785
OG0000325	Prbj.g_02657	Prau.g_01795
OG0000326	Prbj.g_02649	Prau.g_01801
OG0000327	Prbj.g_01024	Prau.g_01828
OG0000328	Prbj.g_01023	Prau.g_01829
OG0000329	Prbj.g_01006	Prau.g_01846
OG0000330	Prbj.g_01005	Prau.g_01847
OG0000331	Prbj.g_01004	Prau.g_01848
OG0000332	Prbj.g_00989	Prau.g_01862
OG0000333	Prbj.g_00987	Prau.g_01864
OG0000334	Prbj.g_00410	Prau.g_01872
OG0000335	Prbj.g_00405	Prau.g_01877
OG0000336	Prbj.g_00401	Prau.g_01881
OG0000337	Prbj.g_01494	Prau.g_01897
OG0000338	Prbj.g_01498	Prau.g_01898
OG0000339	Prbj.g_01504	Prau.g_01902
OG0000340	Prbj.g_01516	Prau.g_01910
OG0000341	Prbj.g_01518	Prau.g_01912
OG0000342	Prbj.g_01519	Prau.g_01913
OG0000343	Prbj.g_01576	Prau.g_01914
OG0000344	Prbj.g_01579	Prau.g_01917
OG0000345	Prbj.g_01594	Prau.g_01922
OG0000346	Prbj.g_01599	Prau.g_01926
OG0000347	Prbj.g_01280	Prau.g_01942
OG0000348	Prbj.g_01243	Prau.g_01952
OG0000349	Prbj.g_01219	Prau.g_01969
OG0000350	Prbj.g_01999	Prau.g_01987, Prau.g_01297
OG0000351	Prbj.g_02047	Prau.g_02004
OG0000352	Prbj.g_02048	Prau.g_02005
OG0000353	Prbj.g_02072	Prau.g_02021
OG0000355	Prbj.g_02074	Prau.g_00001
OG0000356	Prbj.g_02075	Prau.g_00002
OG0000357	Prbj.g_02076	Prau.g_00003
OG0000358	Prbj.g_02080	Prau.g_00007
OG0000359	Prbj.g_02082	Prau.g_00008
OG0000360	Prbj.g_02083	Prau.g_00009
OG0000361	Prbj.g_02084	Prau.g_00010
OG0000362	Prbj.g_02086	Prau.g_00012
OG0000363	Prbj.g_01182	Prau.g_00014
OG0000364	Prbj.g_01183	Prau.g_00015
OG0000365	Prbj.g_01192	Prau.g_00020
OG0000366	Prbj.g_01193	Prau.g_00021
OG0000367	Prbj.g_01194	Prau.g_00022
OG0000368	Prbj.g_01196	Prau.g_00024
OG0000369	Prbj.g_01197	Prau.g_00025
OG0000370	Prbj.g_01198	Prau.g_00026
OG0000371	Prbj.g_01207	Prau.g_00031
OG0000372	Prbj.g_01212	Prau.g_00034
OG0000373	Prbj.g_01213	Prau.g_00035
OG0000374	Prbj.g_01214	Prau.g_00036
OG0000375	Prbj.g_01215	Prau.g_00047
OG0000376	Prbj.g_01217	Prau.g_00049
OG0000377	Prbj.g_01950	Prau.g_00053
OG0000378	Prbj.g_01936	Prau.g_00055
OG0000379	Prbj.g_01920	Prau.g_00058
OG0000380	Prbj.g_00561	Prau.g_00068
OG0000381	Prbj.g_00565	Prau.g_00072
OG0000382	Prbj.g_00580	Prau.g_00082
OG0000383	Prbj.g_00582	Prau.g_00084
OG0000384	Prbj.g_00583	Prau.g_00085
OG0000385	Prbj.g_00584	Prau.g_00086
OG0000386	Prbj.g_00585	Prau.g_00087
OG0000387	Prbj.g_00611	Prau.g_00100
OG0000388	Prbj.g_00615	Prau.g_00103
OG0000389	Prbj.g_00619	Prau.g_00107
OG0000390	Prbj.g_01551	Prau.g_00114
OG0000391	Prbj.g_01556	Prau.g_00117
OG0000392	Prbj.g_01562	Prau.g_00121
OG0000393	Prbj.g_01567	Prau.g_00123
OG0000394	Prbj.g_01568	Prau.g_00124
OG0000395	Prbj.g_01569	Prau.g_00125
OG0000396	Prbj.g_01530	Prau.g_00128
OG0000397	Prbj.g_01532	Prau.g_00130
OG0000398	Prbj.g_01537	Prau.g_00132
OG0000399	Prbj.g_01538	Prau.g_00133
OG0000400	Prbj.g_01539	Prau.g_00134
OG0000401	Prbj.g_01540	Prau.g_00135
OG0000402	Prbj.g_01542	Prau.g_00137
OG0000403	Prbj.g_01543	Prau.g_00138
OG0000404	Prbj.g_01545	Prau.g_00139
OG0000405	Prbj.g_00545	Prau.g_00143
OG0000406	Prbj.g_00541	Prau.g_00148
OG0000407	Prbj.g_00540	Prau.g_00149
OG0000408	Prbj.g_00538	Prau.g_00151
OG0000409	Prbj.g_00536	Prau.g_00153
OG0000410	Prbj.g_00535	Prau.g_00154
OG0000411	Prbj.g_00534	Prau.g_00155
OG0000412	Prbj.g_00533	Prau.g_00156
OG0000413	Prbj.g_00531	Prau.g_00157
OG0000414	Prbj.g_00530	Prau.g_00158
OG0000415	Prbj.g_00529	Prau.g_00159
OG0000416	Prbj.g_00528	Prau.g_00160
OG0000417	Prbj.g_00527	Prau.g_00161
OG0000418	Prbj.g_00522	Prau.g_00166
OG0000419	Prbj.g_00520	Prau.g_00168
OG0000420	Prbj.g_00519	Prau.g_00169
OG0000421	Prbj.g_00515	Prau.g_00174
OG0000422	Prbj.g_00514	Prau.g_00175
OG0000423	Prbj.g_00513	Prau.g_00176
OG0000424	Prbj.g_00512	Prau.g_00177
OG0000425	Prbj.g_00511	Prau.g_00178
OG0000426	Prbj.g_00510	Prau.g_00179
OG0000427	Prbj.g_00509	Prau.g_00180
OG0000428	Prbj.g_02369	Prau.g_00182
OG0000429	Prbj.g_01135	Prau.g_00183
OG0000430	Prbj.g_01137	Prau.g_00184
OG0000431	Prbj.g_01141	Prau.g_00186
OG0000432	Prbj.g_01148	Prau.g_00189
OG0000433	Prbj.g_01151	Prau.g_00190
OG0000434	Prbj.g_01152	Prau.g_00191
OG0000435	Prbj.g_01155	Prau.g_00192
OG0000436	Prbj.g_01161	Prau.g_00197
OG0000437	Prbj.g_01162	Prau.g_00198
OG0000438	Prbj.g_01163	Prau.g_00199
OG0000439	Prbj.g_01165	Prau.g_00201
OG0000440	Prbj.g_01166	Prau.g_00202
OG0000441	Prbj.g_01173	Prau.g_00205
OG0000442	Prbj.g_01174	Prau.g_00206
OG0000443	Prbj.g_00289	Prau.g_00207
OG0000444	Prbj.g_00237	Prau.g_00212
OG0000445	Prbj.g_00238	Prau.g_00213
OG0000446	Prbj.g_00240	Prau.g_00214
OG0000447	Prbj.g_00250	Prau.g_00215
OG0000448	Prbj.g_00251	Prau.g_00216
OG0000449	Prbj.g_00252	Prau.g_00217
OG0000450	Prbj.g_00258	Prau.g_00218
OG0000451	Prbj.g_00259	Prau.g_00219
OG0000452	Prbj.g_00264	Prau.g_00222
OG0000453	Prbj.g_00265	Prau.g_00223
OG0000454	Prbj.g_00266	Prau.g_00224
OG0000455	Prbj.g_00267	Prau.g_00225
OG0000456	Prbj.g_00268	Prau.g_00226
OG0000457	Prbj.g_00270	Prau.g_00227
OG0000458	Prbj.g_00271	Prau.g_00228
OG0000459	Prbj.g_00272	Prau.g_00229
OG0000460	Prbj.g_00176	Prau.g_00236
OG0000461	Prbj.g_02661	Prau.g_00244
OG0000462	Prbj.g_01341	Prau.g_00246
OG0000463	Prbj.g_01342	Prau.g_00247
OG0000464	Prbj.g_01343	Prau.g_00248
OG0000465	Prbj.g_01345	Prau.g_00249
OG0000466	Prbj.g_01350	Prau.g_00252
OG0000467	Prbj.g_01352	Prau.g_00253
OG0000468	Prbj.g_01359	Prau.g_00255
OG0000469	Prbj.g_01372	Prau.g_00264
OG0000470	Prbj.g_01385	Prau.g_00266
OG0000471	Prbj.g_01386	Prau.g_00267
OG0000472	Prbj.g_01388	Prau.g_00268
OG0000473	Prbj.g_01390	Prau.g_00270
OG0000474	Prbj.g_01391	Prau.g_00271
OG0000475	Prbj.g_01392	Prau.g_00272
OG0000476	Prbj.g_01394	Prau.g_00273
OG0000477	Prbj.g_01399	Prau.g_00277
OG0000478	Prbj.g_01400	Prau.g_00278
OG0000479	Prbj.g_01401	Prau.g_00279
OG0000480	Prbj.g_01408	Prau.g_00284
OG0000481	Prbj.g_01410	Prau.g_00286
OG0000482	Prbj.g_01411	Prau.g_00287
OG0000483	Prbj.g_01415	Prau.g_00290
OG0000484	Prbj.g_01416	Prau.g_00291
OG0000485	Prbj.g_01417	Prau.g_00292
OG0000486	Prbj.g_01418	Prau.g_00293
OG0000487	Prbj.g_01423	Prau.g_00297
OG0000488	Prbj.g_01427	Prau.g_00300
OG0000489	Prbj.g_01438	Prau.g_00305
OG0000490	Prbj.g_01444	Prau.g_00310
OG0000491	Prbj.g_01445	Prau.g_00311
OG0000492	Prbj.g_01448	Prau.g_00313
OG0000493	Prbj.g_01449	Prau.g_00314
OG0000494	Prbj.g_01450	Prau.g_00315
OG0000495	Prbj.g_01451	Prau.g_00316
OG0000496	Prbj.g_01452	Prau.g_00317
OG0000497	Prbj.g_01453	Prau.g_00318
OG0000498	Prbj.g_01454	Prau.g_00319
OG0000499	Prbj.g_01455	Prau.g_00320
OG0000500	Prbj.g_01456	Prau.g_00321
OG0000501	Prbj.g_01459	Prau.g_00323
OG0000502	Prbj.g_01471	Prau.g_00326
OG0000503	Prbj.g_00341	Prau.g_00336
OG0000504	Prbj.g_00339	Prau.g_00337
OG0000505	Prbj.g_00338	Prau.g_00338
OG0000506	Prbj.g_00336	Prau.g_00340
OG0000507	Prbj.g_00331	Prau.g_00343
OG0000508	Prbj.g_00324	Prau.g_00347
OG0000509	Prbj.g_00322	Prau.g_00349
OG0000510	Prbj.g_00321	Prau.g_00350
OG0000511	Prbj.g_00320	Prau.g_00351
OG0000512	Prbj.g_00318	Prau.g_00353
OG0000513	Prbj.g_00068	Prau.g_00360
OG0000514	Prbj.g_00076	Prau.g_00472
OG0000515	Prbj.g_00077	Prau.g_00473
OG0000516	Prbj.g_00089	Prau.g_00474
OG0000517	Prbj.g_00099	Prau.g_00476
OG0000518	Prbj.g_00111	Prau.g_00487
OG0000519	Prbj.g_00112	Prau.g_00488
OG0000520	Prbj.g_00113	Prau.g_00489
OG0000521	Prbj.g_01894	Prau.g_00494
OG0000522	Prbj.g_01892	Prau.g_00496
OG0000523	Prbj.g_01891	Prau.g_00497
OG0000524	Prbj.g_00152	Prau.g_00503
OG0000525	Prbj.g_00136	Prau.g_00506
OG0000526	Prbj.g_00134	Prau.g_00507
OG0000527	Prbj.g_00130	Prau.g_00514
OG0000528	Prbj.g_01635	Prau.g_00519
OG0000529	Prbj.g_01629	Prau.g_00522
OG0000530	Prbj.g_01626	Prau.g_00525
OG0000531	Prbj.g_01625	Prau.g_00526
OG0000532	Prbj.g_01622	Prau.g_00528
OG0000533	Prbj.g_01620	Prau.g_00529
OG0000534	Prbj.g_01619	Prau.g_00530
OG0000535	Prbj.g_01618	Prau.g_00531
OG0000536	Prbj.g_01617	Prau.g_00532
OG0000537	Prbj.g_01616	Prau.g_00533
OG0000538	Prbj.g_01605	Prau.g_00541
OG0000539	Prbj.g_02088	Prau.g_00542
OG0000540	Prbj.g_02089	Prau.g_00543
OG0000541	Prbj.g_02090	Prau.g_00544
OG0000542	Prbj.g_02093	Prau.g_00546
OG0000543	Prbj.g_02095	Prau.g_00548
OG0000544	Prbj.g_02096	Prau.g_00549
OG0000545	Prbj.g_02097	Prau.g_00551
OG0000546	Prbj.g_02099	Prau.g_00554
OG0000547	Prbj.g_02101	Prau.g_00556
OG0000548	Prbj.g_02102	Prau.g_00557
OG0000549	Prbj.g_02108	Prau.g_00559
OG0000550	Prbj.g_02113	Prau.g_00564
OG0000551	Prbj.g_02117	Prau.g_00567
OG0000552	Prbj.g_02118	Prau.g_00568
OG0000553	Prbj.g_02123	Prau.g_00569
OG0000554	Prbj.g_02128	Prau.g_00574
OG0000555	Prbj.g_02146	Prau.g_00582
OG0000556	Prbj.g_02666	Prau.g_00584
OG0000557	Prbj.g_01858	Prau.g_00585
OG0000558	Prbj.g_01861	Prau.g_00587
OG0000559	Prbj.g_01865	Prau.g_00591
OG0000560	Prbj.g_01868	Prau.g_00594
OG0000561	Prbj.g_01869	Prau.g_00595
OG0000562	Prbj.g_01870	Prau.g_00596
OG0000563	Prbj.g_01871	Prau.g_00597
OG0000564	Prbj.g_01872	Prau.g_00598
OG0000565	Prbj.g_01875	Prau.g_00601
OG0000566	Prbj.g_01879	Prau.g_00603
