Orthogroup	Prbj	Syat
OG0000185	Prbj.g_01921	Syat.g_02719
OG0000186	Prbj.g_00558	Syat.g_01463
OG0000187	Prbj.g_00560	Syat.g_01467
OG0000188	Prbj.g_00581	Syat.g_01489
OG0000189	Prbj.g_00607	Syat.g_01557
OG0000190	Prbj.g_00609	Syat.g_00330
OG0000191	Prbj.g_01557	Syat.g_03344, Syat.g_02939
OG0000192	Prbj.g_01566	Syat.g_02933
OG0000193	Prbj.g_00542	Syat.g_02897
OG0000194	Prbj.g_00539	Syat.g_02894
OG0000196	Prbj.g_00526	Syat.g_02867
OG0000197	Prbj.g_00525	Syat.g_02866
OG0000198	Prbj.g_00524	Syat.g_02865
OG0000199	Prbj.g_00517	Syat.g_02857
OG0000200	Prbj.g_01138	Syat.g_02840
OG0000201	Prbj.g_01157	Syat.g_02821
OG0000202	Prbj.g_01158	Syat.g_02820
OG0000203	Prbj.g_01159	Syat.g_02819
OG0000204	Prbj.g_01160	Syat.g_02818
OG0000205	Prbj.g_01167	Syat.g_02809
OG0000206	Prbj.g_00288	Syat.g_02785
OG0000207	Prbj.g_00234	Syat.g_02778
OG0000208	Prbj.g_00235	Syat.g_02777
OG0000209	Prbj.g_00262	Syat.g_02735
OG0000210	Prbj.g_00263	Syat.g_02734
OG0000211	Prbj.g_00177	Syat.g_01452
OG0000212	Prbj.g_02615	Syat.g_01442
OG0000213	Prbj.g_01362	Syat.g_01889
OG0000214	Prbj.g_01389	Syat.g_02042
OG0000215	Prbj.g_01419	Syat.g_02075
OG0000216	Prbj.g_01422	Syat.g_02079
OG0000217	Prbj.g_01426	Syat.g_02085
OG0000218	Prbj.g_01430	Syat.g_02087
OG0000219	Prbj.g_01431	Syat.g_02088
OG0000220	Prbj.g_01432	Syat.g_02089
OG0000221	Prbj.g_01437	Syat.g_02095
OG0000222	Prbj.g_01446	Syat.g_02109
OG0000223	Prbj.g_01469	Syat.g_02570
OG0000224	Prbj.g_01480	Syat.g_02139
OG0000225	Prbj.g_00323	Syat.g_01595
OG0000226	Prbj.g_00319	Syat.g_01588
OG0000228	Prbj.g_00063	Syat.g_02952
OG0000229	Prbj.g_00100	Syat.g_02970
OG0000230	Prbj.g_00102	Syat.g_02972
OG0000231	Prbj.g_00117	Syat.g_01283
OG0000232	Prbj.g_01888	Syat.g_01313
OG0000233	Prbj.g_00148	Syat.g_01407
OG0000234	Prbj.g_00127	Syat.g_01369
OG0000235	Prbj.g_01631	Syat.g_03169
OG0000236	Prbj.g_01615	Syat.g_03186
OG0000237	Prbj.g_02094	Syat.g_03214
OG0000238	Prbj.g_02098	Syat.g_03219
OG0000239	Prbj.g_02114	Syat.g_01105
OG0000240	Prbj.g_02115	Syat.g_01104
OG0000241	Prbj.g_01116	Syat.g_00111
OG0000242	Prbj.g_02125	Syat.g_01077
OG0000243	Prbj.g_02668	Syat.g_00092
OG0000244	Prbj.g_01859	Syat.g_00082
OG0000245	Prbj.g_01862	Syat.g_00080
OG0000246	Prbj.g_01866	Syat.g_00076
OG0000247	Prbj.g_01877	Syat.g_00065
OG0000248	Prbj.g_01880	Syat.g_00062
OG0000249	Prbj.g_01882	Syat.g_00060
OG0000250	Prbj.g_01805	Syat.g_00053
OG0000251	Prbj.g_01781	Syat.g_00027
OG0000252	Prbj.g_01778	Syat.g_00022
OG0000253	Prbj.g_01772	Syat.g_00021
OG0000254	Prbj.g_01753	Syat.g_03407
OG0000255	Prbj.g_02546	Syat.g_02405
OG0000256	Prbj.g_02560	Syat.g_03306
OG0000257	Prbj.g_02566	Syat.g_00109
OG0000258	Prbj.g_02589	Syat.g_00382
OG0000259	Prbj.g_00812	Syat.g_00342
OG0000260	Prbj.g_00816	Syat.g_00392
OG0000261	Prbj.g_00819	Syat.g_00400
OG0000262	Prbj.g_00824	Syat.g_00407
OG0000263	Prbj.g_00248	Syat.g_00200
OG0000266	Prbj.g_02189	Syat.g_00671
OG0000267	Prbj.g_02315	Syat.g_00636
OG0000268	Prbj.g_02314	Syat.g_00634
OG0000269	Prbj.g_02407	Syat.g_00474, Syat.g_00126
OG0000270	Prbj.g_02410	Syat.g_00477
OG0000271	Prbj.g_02418	Syat.g_00485
OG0000272	Prbj.g_02419	Syat.g_00486
OG0000273	Prbj.g_02470	Syat.g_00520
OG0000274	Prbj.g_02471	Syat.g_00521
OG0000275	Prbj.g_02474	Syat.g_00718
OG0000276	Prbj.g_02480	Syat.g_00725
OG0000277	Prbj.g_02481	Syat.g_00738
OG0000278	Prbj.g_02484	Syat.g_00741
OG0000279	Prbj.g_02492	Syat.g_00755
OG0000280	Prbj.g_02498	Syat.g_01669
OG0000281	Prbj.g_02512	Syat.g_00960
OG0000282	Prbj.g_02342	Syat.g_00431
OG0000283	Prbj.g_02303	Syat.g_00620
OG0000284	Prbj.g_02297	Syat.g_00614
OG0000285	Prbj.g_00694	Syat.g_00607
OG0000286	Prbj.g_02269	Syat.g_00579
OG0000287	Prbj.g_00722	Syat.g_00550
OG0000288	Prbj.g_02214	Syat.g_00709
OG0000289	Prbj.g_02201	Syat.g_00695
OG0000290	Prbj.g_01841	Syat.g_00805
OG0000292	Prbj.g_02066	Syat.g_02388
OG0000293	Prbj.g_00958	Syat.g_03241
OG0000294	Prbj.g_00959	Syat.g_03248
OG0000295	Prbj.g_00304	Syat.g_00297
OG0000296	Prbj.g_00306, Prbj.g_00307	Syat.g_00295
OG0000298	Prbj.g_01914	Syat.g_00225
OG0000299	Prbj.g_01903	Syat.g_00910
OG0000300	Prbj.g_02155	Syat.g_00904
OG0000301	Prbj.g_02156	Syat.g_00903
OG0000302	Prbj.g_02159	Syat.g_00901
OG0000303	Prbj.g_00314	Syat.g_00892
OG0000304	Prbj.g_00020	Syat.g_00885
OG0000305	Prbj.g_01837	Syat.g_00809
OG0000306	Prbj.g_02521	Syat.g_01704
OG0000307	Prbj.g_01647	Syat.g_01304
OG0000308	Prbj.g_01649	Syat.g_01306
OG0000309	Prbj.g_01653	Syat.g_01417
OG0000310	Prbj.g_01294	Syat.g_01246
OG0000311	Prbj.g_01040	Syat.g_01242
OG0000312	Prbj.g_01044	Syat.g_01237
OG0000313	Prbj.g_01068	Syat.g_01183
OG0000314	Prbj.g_00646	Syat.g_01341
OG0000315	Prbj.g_00656	Syat.g_01351
OG0000316	Prbj.g_01699	Syat.g_03082
OG0000317	Prbj.g_00863	Syat.g_03120
OG0000318	Prbj.g_00856	Syat.g_03125
OG0000319	Prbj.g_00487	Syat.g_03055
OG0000320	Prbj.g_00485	Syat.g_03053
OG0000321	Prbj.g_00484	Syat.g_03052
OG0000322	Prbj.g_00483	Syat.g_03051
OG0000323	Prbj.g_00472	Syat.g_03038
OG0000324	Prbj.g_00443	Syat.g_02998
OG0000325	Prbj.g_02657	Syat.g_01861
OG0000326	Prbj.g_02649	Syat.g_01854
OG0000327	Prbj.g_01024	Syat.g_01827
OG0000328	Prbj.g_01023	Syat.g_01826
OG0000329	Prbj.g_01006	Syat.g_01808
OG0000330	Prbj.g_01005	Syat.g_01807
OG0000331	Prbj.g_01004	Syat.g_01806
OG0000332	Prbj.g_00989	Syat.g_01790
OG0000333	Prbj.g_00987	Syat.g_01787
OG0000334	Prbj.g_00410	Syat.g_01657
OG0000335	Prbj.g_00405	Syat.g_01652
OG0000336	Prbj.g_00401	Syat.g_01648
OG0000337	Prbj.g_01494	Syat.g_02144
OG0000338	Prbj.g_01498	Syat.g_02146
OG0000339	Prbj.g_01504	Syat.g_02155, Syat.g_01055
OG0000340	Prbj.g_01516	Syat.g_02165
OG0000341	Prbj.g_01518	Syat.g_02167
OG0000342	Prbj.g_01519	Syat.g_02168
OG0000343	Prbj.g_01576	Syat.g_02185
OG0000344	Prbj.g_01579	Syat.g_02189
OG0000345	Prbj.g_01594	Syat.g_02202
OG0000346	Prbj.g_01599	Syat.g_02207
OG0000347	Prbj.g_01280	Syat.g_02234
OG0000348	Prbj.g_01243	Syat.g_02264
OG0000349	Prbj.g_01219	Syat.g_02291
OG0000350	Prbj.g_01999	Syat.g_01847
OG0000351	Prbj.g_02047	Syat.g_02411
OG0000352	Prbj.g_02048	Syat.g_02410
OG0000353	Prbj.g_02072	Syat.g_00955, Syat.g_02377
OG0000354	Prbj.g_02104	Syat.g_03225
OG0000354	Prbj.g_01186	Syat.g_02325
OG0000355	Prbj.g_02074	Syat.g_02375
OG0000356	Prbj.g_02075	Syat.g_02374
OG0000357	Prbj.g_02076	Syat.g_02373
OG0000358	Prbj.g_02080	Syat.g_02336
OG0000359	Prbj.g_02082	Syat.g_02334
OG0000360	Prbj.g_02083	Syat.g_02333
OG0000361	Prbj.g_02084	Syat.g_02332
OG0000362	Prbj.g_02086	Syat.g_02330
OG0000363	Prbj.g_01182	Syat.g_02328
OG0000364	Prbj.g_01183	Syat.g_03122
OG0000365	Prbj.g_01192	Syat.g_02318
OG0000366	Prbj.g_01193	Syat.g_02317
OG0000367	Prbj.g_01194	Syat.g_02316
OG0000368	Prbj.g_01196	Syat.g_02314
OG0000369	Prbj.g_01197	Syat.g_02313
OG0000370	Prbj.g_01198	Syat.g_02312
OG0000371	Prbj.g_01207	Syat.g_02304
OG0000372	Prbj.g_01212	Syat.g_02298
OG0000373	Prbj.g_01213	Syat.g_02297
OG0000374	Prbj.g_01214	Syat.g_02296
OG0000375	Prbj.g_01215	Syat.g_02295
OG0000376	Prbj.g_01217	Syat.g_02293
OG0000377	Prbj.g_01950	Syat.g_02695
OG0000378	Prbj.g_01936	Syat.g_02715
OG0000379	Prbj.g_01920	Syat.g_02720
OG0000380	Prbj.g_00561	Syat.g_01468
OG0000381	Prbj.g_00565	Syat.g_01470
OG0000382	Prbj.g_00580	Syat.g_01488
OG0000383	Prbj.g_00582	Syat.g_01521
OG0000384	Prbj.g_00583	Syat.g_01522
OG0000385	Prbj.g_00584	Syat.g_01523
OG0000386	Prbj.g_00585	Syat.g_01524
OG0000387	Prbj.g_00611	Syat.g_01561
OG0000388	Prbj.g_00615	Syat.g_01565
OG0000389	Prbj.g_00619	Syat.g_01569
OG0000390	Prbj.g_01551	Syat.g_02945
OG0000391	Prbj.g_01556	Syat.g_02940
OG0000392	Prbj.g_01562	Syat.g_02934
OG0000393	Prbj.g_01567	Syat.g_02931
OG0000394	Prbj.g_01568	Syat.g_02930
OG0000395	Prbj.g_01569	Syat.g_02929
OG0000396	Prbj.g_01530	Syat.g_02927
OG0000397	Prbj.g_01532	Syat.g_02925
OG0000398	Prbj.g_01537	Syat.g_02920
OG0000399	Prbj.g_01538	Syat.g_02919
OG0000400	Prbj.g_01539	Syat.g_02918
OG0000401	Prbj.g_01540	Syat.g_02917
OG0000402	Prbj.g_01542	Syat.g_02915
OG0000403	Prbj.g_01543	Syat.g_02914
OG0000404	Prbj.g_01545	Syat.g_02913
OG0000405	Prbj.g_00545	Syat.g_02900
OG0000406	Prbj.g_00541	Syat.g_02896
OG0000407	Prbj.g_00540	Syat.g_02895
OG0000408	Prbj.g_00538	Syat.g_02893
OG0000409	Prbj.g_00536	Syat.g_02891
OG0000410	Prbj.g_00535	Syat.g_02890
OG0000411	Prbj.g_00534	Syat.g_02889
OG0000412	Prbj.g_00533	Syat.g_02888
OG0000413	Prbj.g_00531	Syat.g_02886
OG0000414	Prbj.g_00530	Syat.g_02885
OG0000415	Prbj.g_00529	Syat.g_02884
OG0000416	Prbj.g_00528	Syat.g_02883
OG0000417	Prbj.g_00527	Syat.g_02868
OG0000418	Prbj.g_00522	Syat.g_02863
OG0000419	Prbj.g_00520	Syat.g_02861
OG0000420	Prbj.g_00519	Syat.g_02859
OG0000421	Prbj.g_00515	Syat.g_02855
OG0000422	Prbj.g_00514	Syat.g_02854
OG0000423	Prbj.g_00513	Syat.g_02853
OG0000424	Prbj.g_00512	Syat.g_02852
OG0000425	Prbj.g_00511	Syat.g_02851
OG0000426	Prbj.g_00510	Syat.g_02850
OG0000427	Prbj.g_00509	Syat.g_02849
OG0000428	Prbj.g_02369	Syat.g_02846
OG0000429	Prbj.g_01135	Syat.g_02843
OG0000430	Prbj.g_01137	Syat.g_02841
OG0000431	Prbj.g_01141	Syat.g_02838
OG0000432	Prbj.g_01148	Syat.g_02832
OG0000433	Prbj.g_01151	Syat.g_02829
OG0000434	Prbj.g_01152	Syat.g_02828
OG0000435	Prbj.g_01155	Syat.g_02824
OG0000436	Prbj.g_01161	Syat.g_02817
OG0000437	Prbj.g_01162	Syat.g_02558
OG0000438	Prbj.g_01163	Syat.g_02813
OG0000439	Prbj.g_01165	Syat.g_02811
OG0000440	Prbj.g_01166	Syat.g_02810
OG0000441	Prbj.g_01173	Syat.g_02807
OG0000442	Prbj.g_01174	Syat.g_02797
OG0000443	Prbj.g_00289	Syat.g_02787
OG0000444	Prbj.g_00237	Syat.g_02756
OG0000445	Prbj.g_00238	Syat.g_02755
OG0000446	Prbj.g_00240	Syat.g_02753
OG0000447	Prbj.g_00250	Syat.g_02749
OG0000448	Prbj.g_00251	Syat.g_02748
OG0000449	Prbj.g_00252	Syat.g_02747
OG0000450	Prbj.g_00258	Syat.g_02738
OG0000451	Prbj.g_00259	Syat.g_02737
OG0000452	Prbj.g_00264	Syat.g_02732
OG0000453	Prbj.g_00265	Syat.g_02731
OG0000454	Prbj.g_00266	Syat.g_02730
OG0000455	Prbj.g_00267	Syat.g_02729
OG0000456	Prbj.g_00268	Syat.g_02728
OG0000457	Prbj.g_00270	Syat.g_02726
OG0000458	Prbj.g_00271	Syat.g_02725
OG0000459	Prbj.g_00272	Syat.g_02724
OG0000460	Prbj.g_00176	Syat.g_01450
OG0000461	Prbj.g_02661	Syat.g_01866
OG0000462	Prbj.g_01341	Syat.g_01868
OG0000463	Prbj.g_01342	Syat.g_01869
OG0000464	Prbj.g_01343	Syat.g_01870
OG0000465	Prbj.g_01345	Syat.g_01872
OG0000466	Prbj.g_01350	Syat.g_01877
OG0000467	Prbj.g_01352	Syat.g_01878
OG0000468	Prbj.g_01359	Syat.g_01884
OG0000469	Prbj.g_01372	Syat.g_02000
OG0000470	Prbj.g_01385	Syat.g_02038
OG0000471	Prbj.g_01386	Syat.g_02039
OG0000472	Prbj.g_01388	Syat.g_02041
OG0000473	Prbj.g_01390	Syat.g_02043
OG0000474	Prbj.g_01391	Syat.g_02044
OG0000475	Prbj.g_01392	Syat.g_02045
OG0000476	Prbj.g_01394	Syat.g_02047
OG0000477	Prbj.g_01399	Syat.g_02053
OG0000478	Prbj.g_01400	Syat.g_02054
OG0000479	Prbj.g_01401	Syat.g_02056
OG0000480	Prbj.g_01408	Syat.g_02063
OG0000481	Prbj.g_01410	Syat.g_02066
OG0000482	Prbj.g_01411	Syat.g_02067
OG0000483	Prbj.g_01415	Syat.g_02071
OG0000484	Prbj.g_01416	Syat.g_02072
OG0000485	Prbj.g_01417	Syat.g_02073
OG0000486	Prbj.g_01418	Syat.g_02074
OG0000487	Prbj.g_01423	Syat.g_02080
OG0000488	Prbj.g_01427	Syat.g_02086
OG0000489	Prbj.g_01438	Syat.g_02097
OG0000490	Prbj.g_01444	Syat.g_02106
OG0000491	Prbj.g_01445	Syat.g_02107
OG0000492	Prbj.g_01448	Syat.g_02110
OG0000493	Prbj.g_01449	Syat.g_02111
OG0000494	Prbj.g_01450	Syat.g_02112
OG0000495	Prbj.g_01451	Syat.g_02120
OG0000496	Prbj.g_01452	Syat.g_02121
OG0000497	Prbj.g_01453	Syat.g_02122
OG0000498	Prbj.g_01454	Syat.g_02123
OG0000499	Prbj.g_01455	Syat.g_02124
OG0000500	Prbj.g_01456	Syat.g_02125
OG0000501	Prbj.g_01459	Syat.g_02128
OG0000502	Prbj.g_01471	Syat.g_02135
OG0000503	Prbj.g_00341	Syat.g_01614
OG0000504	Prbj.g_00339	Syat.g_01612
OG0000505	Prbj.g_00338	Syat.g_01611
OG0000506	Prbj.g_00336	Syat.g_01609
OG0000507	Prbj.g_00331	Syat.g_01603
OG0000508	Prbj.g_00324	Syat.g_01596
OG0000509	Prbj.g_00322	Syat.g_01591
OG0000510	Prbj.g_00321	Syat.g_01590
OG0000511	Prbj.g_00320	Syat.g_01589
OG0000512	Prbj.g_00318	Syat.g_01587
OG0000513	Prbj.g_00068	Syat.g_02957
OG0000514	Prbj.g_00076	Syat.g_02962
OG0000515	Prbj.g_00077	Syat.g_02963
OG0000516	Prbj.g_00089	Syat.g_02965
OG0000517	Prbj.g_00099	Syat.g_02969
OG0000518	Prbj.g_00111	Syat.g_01286
OG0000519	Prbj.g_00112	Syat.g_01285
OG0000520	Prbj.g_00113	Syat.g_01284
OG0000521	Prbj.g_01894	Syat.g_01319
OG0000522	Prbj.g_01892	Syat.g_01317
OG0000523	Prbj.g_01891	Syat.g_01316
OG0000524	Prbj.g_00152	Syat.g_01409
OG0000525	Prbj.g_00136	Syat.g_01382
OG0000526	Prbj.g_00134	Syat.g_01380
OG0000527	Prbj.g_00130	Syat.g_01373
OG0000528	Prbj.g_01635	Syat.g_03167
OG0000529	Prbj.g_01629	Syat.g_03171
OG0000530	Prbj.g_01626	Syat.g_03174
OG0000531	Prbj.g_01625	Syat.g_03175
OG0000532	Prbj.g_01622	Syat.g_03178
OG0000533	Prbj.g_01620	Syat.g_03180
OG0000534	Prbj.g_01619	Syat.g_03181
OG0000535	Prbj.g_01618	Syat.g_03182
OG0000536	Prbj.g_01617	Syat.g_03183
OG0000537	Prbj.g_01616	Syat.g_03185
OG0000538	Prbj.g_01605	Syat.g_03204
OG0000539	Prbj.g_02088	Syat.g_03206
OG0000540	Prbj.g_02089	Syat.g_03207
OG0000541	Prbj.g_02090	Syat.g_03208
OG0000542	Prbj.g_02093	Syat.g_03213
OG0000543	Prbj.g_02095	Syat.g_03215
OG0000544	Prbj.g_02096	Syat.g_03216
OG0000545	Prbj.g_02097	Syat.g_03218
OG0000546	Prbj.g_02099	Syat.g_03220
OG0000547	Prbj.g_02101	Syat.g_03222
OG0000548	Prbj.g_02102	Syat.g_03223
OG0000549	Prbj.g_02108	Syat.g_01795
OG0000550	Prbj.g_02113	Syat.g_01107
OG0000551	Prbj.g_02117	Syat.g_01103
OG0000552	Prbj.g_02118	Syat.g_01102
OG0000553	Prbj.g_02123	Syat.g_01098
OG0000554	Prbj.g_02128	Syat.g_03271
OG0000555	Prbj.g_02146	Syat.g_00093
OG0000556	Prbj.g_02666	Syat.g_00088
OG0000557	Prbj.g_01858	Syat.g_00083
OG0000558	Prbj.g_01861	Syat.g_00081
OG0000559	Prbj.g_01865	Syat.g_00077
OG0000560	Prbj.g_01868	Syat.g_00074
OG0000561	Prbj.g_01869	Syat.g_00073
OG0000562	Prbj.g_01870	Syat.g_00072
OG0000563	Prbj.g_01871	Syat.g_00071
OG0000564	Prbj.g_01872	Syat.g_00070
OG0000565	Prbj.g_01875	Syat.g_00067
OG0000566	Prbj.g_01879	Syat.g_00063
OG0000567	Prbj.g_01883	Syat.g_00059
OG0000568	Prbj.g_01885	Syat.g_00057
OG0000569	Prbj.g_01807	Syat.g_00056
OG0000570	Prbj.g_01806	Syat.g_00055
OG0000571	Prbj.g_01803	Syat.g_00052
OG0000572	Prbj.g_01787	Syat.g_00033
OG0000573	Prbj.g_01780	Syat.g_00024
OG0000574	Prbj.g_01779	Syat.g_00023
OG0000575	Prbj.g_01770	Syat.g_00018
OG0000576	Prbj.g_01768	Syat.g_00014
OG0000577	Prbj.g_01767	Syat.g_00013
OG0000578	Prbj.g_01766	Syat.g_00012
