Orthogroup	Prbj	Syas
OG0000061	Prbj.g_00971	Syas.g_01184
OG0000062	Prbj.g_00881	Syas.g_02702, Syas.g_00070
OG0000063	Prbj.g_01208	Syas.g_02074
OG0000065	Prbj.g_00620	Syas.g_02420
OG0000066	Prbj.g_02141	Syas.g_00094
OG0000067	Prbj.g_02412	Syas.g_00596
OG0000068	Prbj.g_01639	Syas.g_00969, Syas.g_01261
OG0000070	Prbj.g_00118	Syas.g_00173
OG0000072	Prbj.g_00516	Syas.g_02326, Syas.g_01524
OG0000073	Prbj.g_01608	Syas.g_01230
OG0000075	Prbj.g_01502	Syas.g_01921, Syas.g_02194
OG0000076	Prbj.g_01598	Syas.g_02156
OG0000077	Prbj.g_01900	Syas.g_02510
OG0000078	Prbj.g_02614	Syas.g_02308
OG0000079	Prbj.g_01353	Syas.g_01699
OG0000081	Prbj.g_00799, Prbj.g_00765	Syas.g_00391
OG0000082	Prbj.g_01789	Syas.g_00837
OG0000085	Prbj.g_00869	Syas.g_02695
OG0000086	Prbj.g_00589	Syas.g_02470
OG0000087	Prbj.g_01547	Syas.g_02374
OG0000089	Prbj.g_00064	Syas.g_01512
OG0000090	Prbj.g_02127	Syas.g_00062
OG0000091	Prbj.g_02581	Syas.g_00907, Syas.g_00146
OG0000094	Prbj.g_01985	Syas.g_01716
OG0000095	Prbj.g_01838	Syas.g_01021
OG0000098	Prbj.g_00669	Syas.g_00091
OG0000099	Prbj.g_01464	Syas.g_01826
OG0000100	Prbj.g_00185, Prbj.g_02442	Syas.g_00567
OG0000101	Prbj.g_00415	Syas.g_01589
OG0000102	Prbj.g_01819	Syas.g_02152, Syas.g_01395
OG0000103	Prbj.g_02055	Syas.g_02009
OG0000104	Prbj.g_02069	Syas.g_02027, Syas.g_02026
OG0000105	Prbj.g_01397	Syas.g_01739
OG0000106	Prbj.g_00875	Syas.g_01451
OG0000107	Prbj.g_02659	Syas.g_01669
OG0000108	Prbj.g_01630	Syas.g_01253
OG0000109	Prbj.g_01614	Syas.g_01236
OG0000110	Prbj.g_01801	Syas.g_00818
OG0000111	Prbj.g_00759	Syas.g_01037
OG0000112	Prbj.g_02276	Syas.g_00452
OG0000113	Prbj.g_02437	Syas.g_00571
OG0000114	Prbj.g_02340	Syas.g_00674
OG0000115	Prbj.g_00634	Syas.g_02548, Syas.g_01285
OG0000116	Prbj.g_00956	Syas.g_01198, Syas.g_00317
OG0000117	Prbj.g_01915	Syas.g_01122
OG0000118	Prbj.g_01742	Syas.g_02835
OG0000120	Prbj.g_01465	Syas.g_01828
OG0000121	Prbj.g_01064, Prbj.g_01058	Syas.g_02821
OG0000122	Prbj.g_02627	Syas.g_00393
OG0000123	Prbj.g_00406	Syas.g_01582
OG0000124	Prbj.g_01281	Syas.g_02137
OG0000125	Prbj.g_01963	Syas.g_01889
OG0000126	Prbj.g_02067	Syas.g_01992
OG0000128	Prbj.g_02085	Syas.g_02046
OG0000129	Prbj.g_01951	Syas.g_01880
OG0000130	Prbj.g_00564	Syas.g_02522
OG0000131	Prbj.g_00543	Syas.g_02367
OG0000132	Prbj.g_00523	Syas.g_02334
OG0000133	Prbj.g_01460	Syas.g_00457
OG0000134	Prbj.g_00067	Syas.g_01509
OG0000135	Prbj.g_02004	Syas.g_01938
OG0000136	Prbj.g_00105	Syas.g_02740
OG0000137	Prbj.g_00128	Syas.g_01333
OG0000138	Prbj.g_01613	Syas.g_01235
OG0000140	Prbj.g_02139	Syas.g_00090
OG0000141	Prbj.g_01757	Syas.g_00875
OG0000142	Prbj.g_02573	Syas.g_00746
OG0000143	Prbj.g_02577	Syas.g_00742
OG0000144	Prbj.g_00793	Syas.g_00718
OG0000145	Prbj.g_01607	Syas.g_00948
OG0000146	Prbj.g_02277	Syas.g_00451
OG0000147	Prbj.g_02278	Syas.g_00450
OG0000148	Prbj.g_02431	Syas.g_00577
OG0000149	Prbj.g_02488	Syas.g_00282
OG0000150	Prbj.g_02511	Syas.g_00874
OG0000151	Prbj.g_02361	Syas.g_00148, Syas.g_00659
OG0000152	Prbj.g_02268	Syas.g_00461
OG0000153	Prbj.g_02241	Syas.g_00543
OG0000154	Prbj.g_02213	Syas.g_00219
OG0000155	Prbj.g_00312	Syas.g_01131
OG0000156	Prbj.g_00163	Syas.g_01206
OG0000157	Prbj.g_00162	Syas.g_01207
OG0000158	Prbj.g_01514	Syas.g_02185
OG0000160	Prbj.g_01057	Syas.g_02820
OG0000161	Prbj.g_01071	Syas.g_02826
OG0000162	Prbj.g_01077	Syas.g_02751
OG0000163	Prbj.g_01688	Syas.g_01488
OG0000164	Prbj.g_00476	Syas.g_02648
OG0000165	Prbj.g_00467	Syas.g_02609
OG0000166	Prbj.g_01019	Syas.g_01629
OG0000167	Prbj.g_01500	Syas.g_01449
OG0000168	Prbj.g_01515	Syas.g_02184
OG0000169	Prbj.g_01581	Syas.g_02170
OG0000170	Prbj.g_01593	Syas.g_02161
OG0000171	Prbj.g_01282	Syas.g_02139
OG0000172	Prbj.g_01248	Syas.g_02110
OG0000173	Prbj.g_01227	Syas.g_02092
OG0000174	Prbj.g_02006	Syas.g_01940
OG0000175	Prbj.g_02044	Syas.g_01994
OG0000176	Prbj.g_02077	Syas.g_02038
OG0000177	Prbj.g_02078	Syas.g_02039
OG0000178	Prbj.g_02079	Syas.g_02040
OG0000179	Prbj.g_01188	Syas.g_02054
OG0000180	Prbj.g_01189	Syas.g_02055
OG0000181	Prbj.g_01190	Syas.g_02056
OG0000182	Prbj.g_01191	Syas.g_02057
OG0000183	Prbj.g_01195	Syas.g_02061
OG0000184	Prbj.g_01943	Syas.g_01872
OG0000185	Prbj.g_01921	Syas.g_01861
OG0000186	Prbj.g_00558	Syas.g_02525
OG0000187	Prbj.g_00560	Syas.g_02524
OG0000188	Prbj.g_00581	Syas.g_02502
OG0000189	Prbj.g_00607	Syas.g_02432
OG0000190	Prbj.g_00609	Syas.g_00133
OG0000191	Prbj.g_01557	Syas.g_02400
OG0000192	Prbj.g_01566	Syas.g_02395
OG0000193	Prbj.g_00542	Syas.g_02366
OG0000194	Prbj.g_00539	Syas.g_02363
OG0000196	Prbj.g_00526	Syas.g_02337
OG0000197	Prbj.g_00525	Syas.g_02336
OG0000198	Prbj.g_00524	Syas.g_02335
OG0000199	Prbj.g_00517	Syas.g_02327
OG0000200	Prbj.g_01138	Syas.g_02298
OG0000201	Prbj.g_01157	Syas.g_02279
OG0000202	Prbj.g_01158	Syas.g_02278
OG0000203	Prbj.g_01159	Syas.g_02277
OG0000204	Prbj.g_01160	Syas.g_02276
OG0000205	Prbj.g_01167	Syas.g_02267
OG0000206	Prbj.g_00288	Syas.g_02240
OG0000207	Prbj.g_00234	Syas.g_02237
OG0000208	Prbj.g_00235	Syas.g_02236
OG0000209	Prbj.g_00262	Syas.g_01837
OG0000210	Prbj.g_00263	Syas.g_01838
OG0000211	Prbj.g_00177	Syas.g_02552
OG0000212	Prbj.g_02615	Syas.g_02562
OG0000213	Prbj.g_01362	Syas.g_01707
OG0000214	Prbj.g_01389	Syas.g_01730
OG0000215	Prbj.g_01419	Syas.g_01766
OG0000216	Prbj.g_01422	Syas.g_01770
OG0000217	Prbj.g_01426	Syas.g_01778
OG0000218	Prbj.g_01430	Syas.g_01780
OG0000219	Prbj.g_01431	Syas.g_01783
OG0000220	Prbj.g_01432	Syas.g_01784
OG0000221	Prbj.g_01437	Syas.g_01785
OG0000222	Prbj.g_01446	Syas.g_01804
OG0000223	Prbj.g_01469	Syas.g_02221
OG0000224	Prbj.g_01480	Syas.g_02215
OG0000225	Prbj.g_00323	Syas.g_01522
OG0000226	Prbj.g_00319	Syas.g_01518
OG0000227	Prbj.g_00317	Syas.g_01516
OG0000228	Prbj.g_00063	Syas.g_01513
OG0000229	Prbj.g_00100	Syas.g_01497
OG0000230	Prbj.g_00102	Syas.g_01495
OG0000231	Prbj.g_00117	Syas.g_02749
OG0000232	Prbj.g_01888	Syas.g_01276
OG0000233	Prbj.g_00148	Syas.g_01352
OG0000234	Prbj.g_00127	Syas.g_01331
OG0000235	Prbj.g_01631	Syas.g_01254
OG0000236	Prbj.g_01615	Syas.g_01237
OG0000237	Prbj.g_02094	Syas.g_01220
OG0000238	Prbj.g_02098	Syas.g_01215
OG0000239	Prbj.g_02114	Syas.g_00012
OG0000240	Prbj.g_02115	Syas.g_00013
OG0000241	Prbj.g_01116	Syas.g_00754
OG0000242	Prbj.g_02125	Syas.g_00059
OG0000243	Prbj.g_02668	Syas.g_00777
OG0000244	Prbj.g_01859	Syas.g_00784
OG0000245	Prbj.g_01862	Syas.g_00786
OG0000246	Prbj.g_01866	Syas.g_00790
OG0000247	Prbj.g_01877	Syas.g_00802
OG0000248	Prbj.g_01880	Syas.g_00805
OG0000249	Prbj.g_01882	Syas.g_00807
OG0000250	Prbj.g_01805	Syas.g_00814
OG0000251	Prbj.g_01781	Syas.g_00845
OG0000252	Prbj.g_01778	Syas.g_00950
OG0000253	Prbj.g_01772	Syas.g_00846
OG0000254	Prbj.g_01753	Syas.g_00869
OG0000255	Prbj.g_02546	Syas.g_00132, Syas.g_01062
OG0000256	Prbj.g_02560	Syas.g_00104
OG0000257	Prbj.g_02566	Syas.g_00757
OG0000258	Prbj.g_02589	Syas.g_00733
OG0000259	Prbj.g_00812	Syas.g_00708, Syas.g_01006
OG0000260	Prbj.g_00816	Syas.g_00705
OG0000261	Prbj.g_00819	Syas.g_00701
OG0000262	Prbj.g_00824	Syas.g_00695
OG0000263	Prbj.g_00248	Syas.g_01103
OG0000264	Prbj.g_00933	Syas.g_02588
OG0000266	Prbj.g_02189	Syas.g_00186
OG0000267	Prbj.g_02315	Syas.g_00377
OG0000268	Prbj.g_02314	Syas.g_00390
OG0000269	Prbj.g_02407	Syas.g_00601
OG0000270	Prbj.g_02410	Syas.g_00598
OG0000271	Prbj.g_02418	Syas.g_00590
OG0000272	Prbj.g_02419	Syas.g_00589
OG0000273	Prbj.g_02470	Syas.g_00563
OG0000274	Prbj.g_02471	Syas.g_00562
OG0000275	Prbj.g_02474	Syas.g_00230
OG0000276	Prbj.g_02480	Syas.g_00237
OG0000277	Prbj.g_02481	Syas.g_00238
OG0000278	Prbj.g_02484	Syas.g_00241
OG0000279	Prbj.g_02492	Syas.g_00288
OG0000280	Prbj.g_02498	Syas.g_00889, Syas.g_00481
OG0000281	Prbj.g_02512	Syas.g_00970
OG0000282	Prbj.g_02342	Syas.g_00672
OG0000283	Prbj.g_02303	Syas.g_00409
OG0000284	Prbj.g_02297	Syas.g_00416
OG0000285	Prbj.g_00694	Syas.g_00436
OG0000286	Prbj.g_02269	Syas.g_00460
OG0000287	Prbj.g_00722	Syas.g_00534
OG0000288	Prbj.g_02214	Syas.g_00220
OG0000289	Prbj.g_02201	Syas.g_00205
OG0000290	Prbj.g_01841	Syas.g_01016
OG0000292	Prbj.g_02066	Syas.g_02020
OG0000293	Prbj.g_00958	Syas.g_01197
OG0000294	Prbj.g_00959	Syas.g_01196
OG0000295	Prbj.g_00304	Syas.g_01139
OG0000296	Prbj.g_00306, Prbj.g_00307	Syas.g_01137
OG0000298	Prbj.g_01914	Syas.g_01123
OG0000299	Prbj.g_01903	Syas.g_01087
OG0000300	Prbj.g_02155	Syas.g_01082
OG0000301	Prbj.g_02156	Syas.g_01081
OG0000302	Prbj.g_02159	Syas.g_01080
OG0000303	Prbj.g_00314	Syas.g_01071
OG0000304	Prbj.g_00020	Syas.g_01066
OG0000305	Prbj.g_01837	Syas.g_01023
OG0000306	Prbj.g_02521	Syas.g_01929
OG0000307	Prbj.g_01647	Syas.g_01270
OG0000308	Prbj.g_01649	Syas.g_01272
OG0000309	Prbj.g_01653	Syas.g_01364
OG0000310	Prbj.g_01294	Syas.g_02796
OG0000311	Prbj.g_01040	Syas.g_02799
OG0000312	Prbj.g_01044	Syas.g_02804
OG0000313	Prbj.g_01068	Syas.g_02823
OG0000315	Prbj.g_00656	Syas.g_01306
OG0000316	Prbj.g_01699	Syas.g_02728
OG0000317	Prbj.g_00863	Syas.g_02687
OG0000318	Prbj.g_00856	Syas.g_02680
OG0000319	Prbj.g_00487	Syas.g_02663
OG0000320	Prbj.g_00485	Syas.g_02661
OG0000321	Prbj.g_00484	Syas.g_02660
OG0000322	Prbj.g_00483	Syas.g_02659
OG0000323	Prbj.g_00472	Syas.g_02646, Syas.g_00159
OG0000324	Prbj.g_00443	Syas.g_02578
OG0000325	Prbj.g_02657	Syas.g_01668
OG0000326	Prbj.g_02649	Syas.g_01661
OG0000327	Prbj.g_01024	Syas.g_01634
OG0000328	Prbj.g_01023	Syas.g_01633
OG0000329	Prbj.g_01006	Syas.g_01615
OG0000330	Prbj.g_01005	Syas.g_01614
OG0000331	Prbj.g_01004	Syas.g_01613
OG0000332	Prbj.g_00989	Syas.g_01598
OG0000333	Prbj.g_00987	Syas.g_01595
OG0000334	Prbj.g_00410	Syas.g_01586
OG0000335	Prbj.g_00405	Syas.g_01581
OG0000336	Prbj.g_00401	Syas.g_01577
OG0000337	Prbj.g_01494	Syas.g_02211
OG0000338	Prbj.g_01498	Syas.g_02199
OG0000339	Prbj.g_01504	Syas.g_02192
OG0000340	Prbj.g_01516	Syas.g_02183
OG0000341	Prbj.g_01518	Syas.g_02181
OG0000342	Prbj.g_01519	Syas.g_02180
OG0000343	Prbj.g_01576	Syas.g_02176
OG0000344	Prbj.g_01579	Syas.g_02172
OG0000345	Prbj.g_01594	Syas.g_02160
OG0000346	Prbj.g_01599	Syas.g_02155
OG0000347	Prbj.g_01280	Syas.g_02136
OG0000348	Prbj.g_01243	Syas.g_02107
OG0000349	Prbj.g_01219	Syas.g_02085
OG0000350	Prbj.g_01999	Syas.g_01654
OG0000351	Prbj.g_02047	Syas.g_01998
OG0000352	Prbj.g_02048	Syas.g_01999
OG0000353	Prbj.g_02072	Syas.g_02033
OG0000354	Prbj.g_02104	Syas.g_01209
OG0000354	Prbj.g_01186	Syas.g_02052
OG0000355	Prbj.g_02074	Syas.g_02035
OG0000356	Prbj.g_02075	Syas.g_02036
OG0000357	Prbj.g_02076	Syas.g_02037
OG0000358	Prbj.g_02080	Syas.g_02041
OG0000359	Prbj.g_02082	Syas.g_02043
OG0000360	Prbj.g_02083	Syas.g_02044
OG0000361	Prbj.g_02084	Syas.g_02045
OG0000362	Prbj.g_02086	Syas.g_02047
OG0000363	Prbj.g_01182	Syas.g_02049
OG0000364	Prbj.g_01183	Syas.g_02685
OG0000365	Prbj.g_01192	Syas.g_02058
OG0000366	Prbj.g_01193	Syas.g_02059
OG0000368	Prbj.g_01196	Syas.g_02062
OG0000369	Prbj.g_01197	Syas.g_02063
OG0000370	Prbj.g_01198	Syas.g_02064
OG0000371	Prbj.g_01207	Syas.g_02073
OG0000372	Prbj.g_01212	Syas.g_02078
OG0000373	Prbj.g_01213	Syas.g_02079
OG0000374	Prbj.g_01214	Syas.g_02080
OG0000375	Prbj.g_01215	Syas.g_02081
OG0000376	Prbj.g_01217	Syas.g_02083
OG0000377	Prbj.g_01950	Syas.g_01879
OG0000378	Prbj.g_01936	Syas.g_01867
OG0000379	Prbj.g_01920	Syas.g_01859
OG0000380	Prbj.g_00561	Syas.g_02523
OG0000381	Prbj.g_00565	Syas.g_02521
OG0000382	Prbj.g_00580	Syas.g_02503
OG0000383	Prbj.g_00582	Syas.g_02480
OG0000384	Prbj.g_00583	Syas.g_02479
OG0000385	Prbj.g_00584	Syas.g_02478
OG0000386	Prbj.g_00585	Syas.g_02477
OG0000387	Prbj.g_00611	Syas.g_00134
OG0000388	Prbj.g_00615	Syas.g_02426
OG0000389	Prbj.g_00619	Syas.g_02422
OG0000390	Prbj.g_01551	Syas.g_02406
OG0000391	Prbj.g_01556	Syas.g_02401
OG0000392	Prbj.g_01562	Syas.g_02396
OG0000393	Prbj.g_01567	Syas.g_02394
OG0000394	Prbj.g_01568	Syas.g_02393
OG0000395	Prbj.g_01569	Syas.g_02392
OG0000396	Prbj.g_01530	Syas.g_02389
OG0000397	Prbj.g_01532	Syas.g_02387
OG0000398	Prbj.g_01537	Syas.g_02382
OG0000399	Prbj.g_01538	Syas.g_02381
OG0000400	Prbj.g_01539	Syas.g_02380
OG0000401	Prbj.g_01540	Syas.g_02379
OG0000402	Prbj.g_01542	Syas.g_02377
OG0000403	Prbj.g_01543	Syas.g_02376
OG0000404	Prbj.g_01545	Syas.g_02375
OG0000405	Prbj.g_00545	Syas.g_02369
OG0000406	Prbj.g_00541	Syas.g_02365
OG0000407	Prbj.g_00540	Syas.g_02364
OG0000408	Prbj.g_00538	Syas.g_02361
OG0000409	Prbj.g_00536	Syas.g_02359
OG0000410	Prbj.g_00535	Syas.g_02358
OG0000411	Prbj.g_00534	Syas.g_02357
OG0000412	Prbj.g_00533	Syas.g_02356
OG0000413	Prbj.g_00531	Syas.g_02354
OG0000414	Prbj.g_00530	Syas.g_02353
OG0000415	Prbj.g_00529	Syas.g_02352
OG0000416	Prbj.g_00528	Syas.g_02351
OG0000417	Prbj.g_00527	Syas.g_02338
OG0000418	Prbj.g_00522	Syas.g_02333
OG0000419	Prbj.g_00520	Syas.g_02331
OG0000420	Prbj.g_00519	Syas.g_02329
OG0000421	Prbj.g_00515	Syas.g_02324
OG0000422	Prbj.g_00514	Syas.g_02323
OG0000423	Prbj.g_00513	Syas.g_02322
OG0000424	Prbj.g_00512	Syas.g_02321
OG0000425	Prbj.g_00511	Syas.g_02320
OG0000426	Prbj.g_00510	Syas.g_02319
OG0000427	Prbj.g_00509	Syas.g_02318
OG0000428	Prbj.g_02369	Syas.g_02315
OG0000429	Prbj.g_01135	Syas.g_02312
OG0000430	Prbj.g_01137	Syas.g_02311
OG0000431	Prbj.g_01141	Syas.g_02296
OG0000432	Prbj.g_01148	Syas.g_02288
OG0000433	Prbj.g_01151	Syas.g_02286
OG0000434	Prbj.g_01152	Syas.g_02285
OG0000435	Prbj.g_01155	Syas.g_02282
OG0000436	Prbj.g_01161	Syas.g_02273
OG0000437	Prbj.g_01162	Syas.g_02272
OG0000438	Prbj.g_01163	Syas.g_02271
OG0000439	Prbj.g_01165	Syas.g_02269
OG0000440	Prbj.g_01166	Syas.g_02268
OG0000441	Prbj.g_01173	Syas.g_02265
OG0000442	Prbj.g_01174	Syas.g_02259
OG0000443	Prbj.g_00289	Syas.g_02241
OG0000444	Prbj.g_00237	Syas.g_02234
OG0000445	Prbj.g_00238	Syas.g_02233
OG0000446	Prbj.g_00240	Syas.g_02231
OG0000447	Prbj.g_00250	Syas.g_02229
OG0000448	Prbj.g_00251	Syas.g_02228
OG0000449	Prbj.g_00252	Syas.g_02226
OG0000450	Prbj.g_00258	Syas.g_01834
OG0000451	Prbj.g_00259	Syas.g_01835
OG0000452	Prbj.g_00264	Syas.g_01844
OG0000453	Prbj.g_00265	Syas.g_01845
OG0000454	Prbj.g_00266	Syas.g_01846
OG0000455	Prbj.g_00267	Syas.g_01847
OG0000456	Prbj.g_00268	Syas.g_01848
OG0000457	Prbj.g_00270	Syas.g_01850
OG0000458	Prbj.g_00271	Syas.g_01851
OG0000459	Prbj.g_00272	Syas.g_01852
OG0000460	Prbj.g_00176	Syas.g_02554
OG0000461	Prbj.g_02661	Syas.g_01686
OG0000462	Prbj.g_01341	Syas.g_01688
OG0000463	Prbj.g_01342	Syas.g_01689
OG0000464	Prbj.g_01343	Syas.g_01690
OG0000465	Prbj.g_01345	Syas.g_01692
OG0000466	Prbj.g_01350	Syas.g_01697
OG0000467	Prbj.g_01352	Syas.g_01698
OG0000468	Prbj.g_01359	Syas.g_01703
OG0000469	Prbj.g_01372	Syas.g_01725
OG0000470	Prbj.g_01385	Syas.g_01727
OG0000471	Prbj.g_01386	Syas.g_01728
OG0000472	Prbj.g_01388	Syas.g_01729
OG0000473	Prbj.g_01390	Syas.g_01731
OG0000474	Prbj.g_01391	Syas.g_01732
OG0000475	Prbj.g_01392	Syas.g_01733
OG0000476	Prbj.g_01394	Syas.g_01735
OG0000477	Prbj.g_01399	Syas.g_01740
OG0000478	Prbj.g_01400	Syas.g_01741
OG0000479	Prbj.g_01401	Syas.g_01749
OG0000480	Prbj.g_01408	Syas.g_01756
OG0000481	Prbj.g_01410	Syas.g_00161, Syas.g_00162
OG0000482	Prbj.g_01411	Syas.g_01758
OG0000483	Prbj.g_01415	Syas.g_01762
OG0000484	Prbj.g_01416	Syas.g_01763
OG0000485	Prbj.g_01417	Syas.g_01764
OG0000486	Prbj.g_01418	Syas.g_01765
OG0000487	Prbj.g_01423	Syas.g_01771
OG0000488	Prbj.g_01427	Syas.g_01779
OG0000489	Prbj.g_01438	Syas.g_01823
OG0000490	Prbj.g_01444	Syas.g_01808
OG0000491	Prbj.g_01445	Syas.g_01806
OG0000492	Prbj.g_01448	Syas.g_01803
OG0000493	Prbj.g_01449	Syas.g_01802
OG0000494	Prbj.g_01450	Syas.g_01801
OG0000495	Prbj.g_01451	Syas.g_01799
OG0000496	Prbj.g_01452	Syas.g_01798
OG0000497	Prbj.g_01453	Syas.g_01797
OG0000498	Prbj.g_01454	Syas.g_01796
OG0000499	Prbj.g_01455	Syas.g_01795
OG0000500	Prbj.g_01456	Syas.g_01794
OG0000501	Prbj.g_01459	Syas.g_01791
OG0000502	Prbj.g_01471	Syas.g_02216
OG0000503	Prbj.g_00341	Syas.g_01541
OG0000504	Prbj.g_00339	Syas.g_01539
OG0000505	Prbj.g_00338	Syas.g_01538
OG0000506	Prbj.g_00336	Syas.g_01536
OG0000507	Prbj.g_00331	Syas.g_01530
OG0000508	Prbj.g_00324	Syas.g_01523
OG0000509	Prbj.g_00322	Syas.g_01521
OG0000510	Prbj.g_00321	Syas.g_01520
OG0000511	Prbj.g_00320	Syas.g_01519
OG0000512	Prbj.g_00318	Syas.g_01517
OG0000513	Prbj.g_00068	Syas.g_01508
OG0000514	Prbj.g_00076	Syas.g_01504
OG0000515	Prbj.g_00077	Syas.g_01503
OG0000516	Prbj.g_00089	Syas.g_01501
OG0000517	Prbj.g_00099	Syas.g_01498
OG0000518	Prbj.g_00111	Syas.g_00360, Syas.g_02746
OG0000519	Prbj.g_00112	Syas.g_02747
OG0000520	Prbj.g_00113	Syas.g_02748
OG0000521	Prbj.g_01894	Syas.g_01281
OG0000522	Prbj.g_01892	Syas.g_01279
OG0000523	Prbj.g_01891	Syas.g_01278
OG0000524	Prbj.g_00152	Syas.g_01354
OG0000525	Prbj.g_00136	Syas.g_01342
OG0000526	Prbj.g_00134	Syas.g_01340
OG0000527	Prbj.g_00130	Syas.g_01335
OG0000528	Prbj.g_01635	Syas.g_01256
OG0000529	Prbj.g_01629	Syas.g_01252
OG0000530	Prbj.g_01626	Syas.g_01249
OG0000531	Prbj.g_01625	Syas.g_01248
OG0000532	Prbj.g_01622	Syas.g_01245
OG0000533	Prbj.g_01620	Syas.g_01243
OG0000534	Prbj.g_01619	Syas.g_01242
OG0000535	Prbj.g_01618	Syas.g_01241
OG0000536	Prbj.g_01617	Syas.g_01240
OG0000537	Prbj.g_01616	Syas.g_01238
OG0000538	Prbj.g_01605	Syas.g_01228
OG0000539	Prbj.g_02088	Syas.g_01227
OG0000540	Prbj.g_02089	Syas.g_01226
OG0000541	Prbj.g_02090	Syas.g_01225
OG0000542	Prbj.g_02093	Syas.g_01221
OG0000543	Prbj.g_02095	Syas.g_01219
OG0000544	Prbj.g_02096	Syas.g_01218
OG0000545	Prbj.g_02097	Syas.g_01216
OG0000546	Prbj.g_02099	Syas.g_01214
OG0000547	Prbj.g_02101	Syas.g_01212
OG0000548	Prbj.g_02102	Syas.g_01211
OG0000549	Prbj.g_02108	Syas.g_00005
OG0000550	Prbj.g_02113	Syas.g_00010
OG0000551	Prbj.g_02117	Syas.g_00015
OG0000552	Prbj.g_02118	Syas.g_00016
OG0000553	Prbj.g_02123	Syas.g_00019
OG0000554	Prbj.g_02128	Syas.g_00063
OG0000555	Prbj.g_02146	Syas.g_00775
OG0000556	Prbj.g_02666	Syas.g_00781
OG0000557	Prbj.g_01858	Syas.g_00783
OG0000558	Prbj.g_01861	Syas.g_00785
OG0000559	Prbj.g_01865	Syas.g_00789
OG0000560	Prbj.g_01868	Syas.g_00792
OG0000561	Prbj.g_01869	Syas.g_00793
OG0000562	Prbj.g_01870	Syas.g_00794
OG0000563	Prbj.g_01871	Syas.g_00795
OG0000564	Prbj.g_01872	Syas.g_00796
OG0000565	Prbj.g_01875	Syas.g_00800
OG0000566	Prbj.g_01879	Syas.g_00804
OG0000567	Prbj.g_01883	Syas.g_00808
OG0000568	Prbj.g_01885	Syas.g_00810
OG0000569	Prbj.g_01807	Syas.g_00811
OG0000570	Prbj.g_01806	Syas.g_00812
OG0000571	Prbj.g_01803	Syas.g_00815
OG0000572	Prbj.g_01787	Syas.g_00839
OG0000573	Prbj.g_01780	Syas.g_00952
OG0000574	Prbj.g_01779	Syas.g_00951
OG0000575	Prbj.g_01770	Syas.g_00848
OG0000576	Prbj.g_01768	Syas.g_00850
OG0000577	Prbj.g_01767	Syas.g_00851
OG0000578	Prbj.g_01766	Syas.g_00852
OG0000579	Prbj.g_01765	Syas.g_00853
OG0000580	Prbj.g_01764	Syas.g_00854
OG0000581	Prbj.g_01760	Syas.g_00861
