Orthogroup	Prab	Prah
OG0000085	Prab.g_00023	Prah.g_00029
OG0000087	Prab.g_00048	Prah.g_02458
OG0000088	Prab.g_00104	Prah.g_00194
OG0000089	Prab.g_00112	Prah.g_00176, Prah.g_00180
OG0000090	Prab.g_00129	Prah.g_02268
OG0000091	Prab.g_00160	Prah.g_02307
OG0000092	Prab.g_00161	Prah.g_02308
OG0000093	Prab.g_00175	Prah.g_02324
OG0000094	Prab.g_00193	Prah.g_02362
OG0000095	Prab.g_00198	Prah.g_02371
OG0000096	Prab.g_00241	Prah.g_02089
OG0000097	Prab.g_00262	Prah.g_02126
OG0000098	Prab.g_00272	Prah.g_02139
OG0000099	Prab.g_00282	Prah.g_02151
OG0000100	Prab.g_00285	Prah.g_02155
OG0000101	Prab.g_00344	Prah.g_00208
OG0000102	Prab.g_00371	Prah.g_02538
OG0000103	Prab.g_00480	Prah.g_00313, Prah.g_00314
OG0000104	Prab.g_00484	Prah.g_01566
OG0000105	Prab.g_00503	Prah.g_01544
OG0000106	Prab.g_00536	Prah.g_00108
OG0000107	Prab.g_00537	Prah.g_01501
OG0000108	Prab.g_00547	Prah.g_01476
OG0000109	Prab.g_00556	Prah.g_01465
OG0000110	Prab.g_00573	Prah.g_01446
OG0000111	Prab.g_00656	Prah.g_00474
OG0000112	Prab.g_00657	Prah.g_00473
OG0000113	Prab.g_00745	Prah.g_00752
OG0000114	Prab.g_00838	Prah.g_00669, Prah.g_01823
OG0000115	Prab.g_01010	Prah.g_00796
OG0000116	Prab.g_01006	Prah.g_00805
OG0000117	Prab.g_00932	Prah.g_00912
OG0000118	Prab.g_01144	Prah.g_02597
OG0000119	Prab.g_01189	Prah.g_02526
OG0000120	Prab.g_01225	Prah.g_01315
OG0000121	Prab.g_01244	Prah.g_01254
OG0000122	Prab.g_01263	Prah.g_01276
OG0000123	Prab.g_01276	Prah.g_01237, Prah.g_01238
OG0000124	Prab.g_01284	Prah.g_00905
OG0000125	Prab.g_01338	Prah.g_01378
OG0000126	Prab.g_01360	Prah.g_01576
OG0000127	Prab.g_01453	Prah.g_00424
OG0000128	Prab.g_01467	Prah.g_00407
OG0000129	Prab.g_01503	Prah.g_00361
OG0000130	Prab.g_01667	Prah.g_01672
OG0000131	Prab.g_01705	Prah.g_01725
OG0000132	Prab.g_01708	Prah.g_01728
OG0000133	Prab.g_01761	Prah.g_02038
OG0000134	Prab.g_01797	Prah.g_02001
OG0000135	Prab.g_01799	Prah.g_01999
OG0000136	Prab.g_01842	Prah.g_02244
OG0000137	Prab.g_01874	Prah.g_00116, Prah.g_00089
OG0000138	Prab.g_01910	Prah.g_02498
OG0000139	Prab.g_01937	Prah.g_02578
OG0000140	Prab.g_00001	Prah.g_00002
OG0000141	Prab.g_00002	Prah.g_00003
OG0000142	Prab.g_00004	Prah.g_00005
OG0000143	Prab.g_00005	Prah.g_00006
OG0000144	Prab.g_00007	Prah.g_00008
OG0000145	Prab.g_00008	Prah.g_00010
OG0000146	Prab.g_00009	Prah.g_00011
OG0000147	Prab.g_00010	Prah.g_00012
OG0000148	Prab.g_00012	Prah.g_00014
OG0000149	Prab.g_00014	Prah.g_00016
OG0000150	Prab.g_00015	Prah.g_00017
OG0000151	Prab.g_00016	Prah.g_00022
OG0000152	Prab.g_00017	Prah.g_00023
OG0000153	Prab.g_00018	Prah.g_00024
OG0000154	Prab.g_00019	Prah.g_00025
OG0000155	Prab.g_00020	Prah.g_00026
OG0000156	Prab.g_00021	Prah.g_00027
OG0000157	Prab.g_00022	Prah.g_00028
OG0000158	Prab.g_00024	Prah.g_00030
OG0000159	Prab.g_00025	Prah.g_00031
OG0000160	Prab.g_00026	Prah.g_00032
OG0000161	Prab.g_00027	Prah.g_00033
OG0000162	Prab.g_00028	Prah.g_00034
OG0000163	Prab.g_00029	Prah.g_00036
OG0000164	Prab.g_00032	Prah.g_00041
OG0000165	Prab.g_00035	Prah.g_00046
OG0000166	Prab.g_00036	Prah.g_00047
OG0000167	Prab.g_00037	Prah.g_00048
OG0000168	Prab.g_00039	Prah.g_00049
OG0000169	Prab.g_00041	Prah.g_00051
OG0000170	Prab.g_00042	Prah.g_02488
OG0000171	Prab.g_00043	Prah.g_02486
OG0000172	Prab.g_00044	Prah.g_02485
OG0000173	Prab.g_00045	Prah.g_02478
OG0000174	Prab.g_00046	Prah.g_02471
OG0000175	Prab.g_00047	Prah.g_02466
OG0000176	Prab.g_00049	Prah.g_02457
OG0000177	Prab.g_00050	Prah.g_02454
OG0000178	Prab.g_00051	Prah.g_02453
OG0000179	Prab.g_00056	Prah.g_01830
OG0000180	Prab.g_00057	Prah.g_01833
OG0000181	Prab.g_00058	Prah.g_01834
OG0000182	Prab.g_00061	Prah.g_01838
OG0000183	Prab.g_00062	Prah.g_01839
OG0000184	Prab.g_00065	Prah.g_01843
OG0000185	Prab.g_00069	Prah.g_01849
OG0000186	Prab.g_00070	Prah.g_01850
OG0000187	Prab.g_00071	Prah.g_01211
OG0000188	Prab.g_00072	Prah.g_01851
OG0000189	Prab.g_00073	Prah.g_01859
OG0000190	Prab.g_00074	Prah.g_01860
OG0000191	Prab.g_00075	Prah.g_01861
OG0000192	Prab.g_00076	Prah.g_01862
OG0000193	Prab.g_00077	Prah.g_01863
OG0000194	Prab.g_00078	Prah.g_01864
OG0000195	Prab.g_00080	Prah.g_01866
OG0000196	Prab.g_00081	Prah.g_01867
OG0000197	Prab.g_00082	Prah.g_01873
OG0000198	Prab.g_00083	Prah.g_01877
OG0000199	Prab.g_00085	Prah.g_01882
OG0000200	Prab.g_00086	Prah.g_01883
OG0000201	Prab.g_00087	Prah.g_01884
OG0000202	Prab.g_00088	Prah.g_01886
OG0000203	Prab.g_00089	Prah.g_01887
OG0000204	Prab.g_00090	Prah.g_01888
OG0000205	Prab.g_00091	Prah.g_01890
OG0000206	Prab.g_00092	Prah.g_01891
OG0000207	Prab.g_00093	Prah.g_01892
OG0000208	Prab.g_00094	Prah.g_01893
OG0000209	Prab.g_00095	Prah.g_01894
OG0000210	Prab.g_00097	Prah.g_01896
OG0000211	Prab.g_00098	Prah.g_01897
OG0000212	Prab.g_00099	Prah.g_01898
OG0000213	Prab.g_00100	Prah.g_01901
OG0000214	Prab.g_00102	Prah.g_01908
OG0000215	Prab.g_00103	Prah.g_00195
OG0000216	Prab.g_00105	Prah.g_00193
OG0000217	Prab.g_00106	Prah.g_00191
OG0000218	Prab.g_00107	Prah.g_00189
OG0000219	Prab.g_00108	Prah.g_00188
OG0000220	Prab.g_00111	Prah.g_00183
OG0000221	Prab.g_00113	Prah.g_00175
OG0000222	Prab.g_00114	Prah.g_00174
OG0000223	Prab.g_00115	Prah.g_00173
OG0000224	Prab.g_00117	Prah.g_02252
OG0000225	Prab.g_00119	Prah.g_02254
OG0000226	Prab.g_00120	Prah.g_02257
OG0000227	Prab.g_00121	Prah.g_02259
OG0000228	Prab.g_00122	Prah.g_02260
OG0000229	Prab.g_00123	Prah.g_02261
OG0000230	Prab.g_00124	Prah.g_02262
OG0000231	Prab.g_00126	Prah.g_02264
OG0000232	Prab.g_00127	Prah.g_02265
OG0000233	Prab.g_00130	Prah.g_02269
OG0000234	Prab.g_00132	Prah.g_02280
OG0000235	Prab.g_00136	Prah.g_02282
OG0000236	Prab.g_00137	Prah.g_02283
OG0000237	Prab.g_00138	Prah.g_02284
OG0000238	Prab.g_00139	Prah.g_02285
OG0000239	Prab.g_00140	Prah.g_02286
OG0000240	Prab.g_00142	Prah.g_02288
OG0000241	Prab.g_00143	Prah.g_02289
OG0000242	Prab.g_00144	Prah.g_02290
OG0000243	Prab.g_00145	Prah.g_02291
OG0000244	Prab.g_00146	Prah.g_02292
OG0000245	Prab.g_00147	Prah.g_02294
OG0000246	Prab.g_00149	Prah.g_02296
OG0000247	Prab.g_00150	Prah.g_02297
OG0000248	Prab.g_00151	Prah.g_02298
OG0000249	Prab.g_00152	Prah.g_02299
OG0000250	Prab.g_00153	Prah.g_02300
OG0000251	Prab.g_00154	Prah.g_02301
OG0000252	Prab.g_00155	Prah.g_02302
OG0000253	Prab.g_00156	Prah.g_02303
OG0000254	Prab.g_00158	Prah.g_02305
OG0000255	Prab.g_00159	Prah.g_02306
OG0000256	Prab.g_00162	Prah.g_02309
OG0000257	Prab.g_00164	Prah.g_02310
OG0000258	Prab.g_00165	Prah.g_02311
OG0000259	Prab.g_00166	Prah.g_02312
OG0000260	Prab.g_00167	Prah.g_02313
OG0000261	Prab.g_00168	Prah.g_02314
OG0000262	Prab.g_00169	Prah.g_02315
OG0000263	Prab.g_00170	Prah.g_02316
OG0000264	Prab.g_00172	Prah.g_00709
OG0000265	Prab.g_00173	Prah.g_02321
OG0000266	Prab.g_00174	Prah.g_02323
OG0000267	Prab.g_00176	Prah.g_02334
OG0000268	Prab.g_00177	Prah.g_02336
OG0000269	Prab.g_00178	Prah.g_02339
OG0000270	Prab.g_00179	Prah.g_02341
OG0000271	Prab.g_00180	Prah.g_02344
OG0000272	Prab.g_00181	Prah.g_02345
OG0000273	Prab.g_00182	Prah.g_02350
OG0000274	Prab.g_00183	Prah.g_02352
OG0000275	Prab.g_00184	Prah.g_02353
OG0000276	Prab.g_00185	Prah.g_02354
OG0000277	Prab.g_00186	Prah.g_02355
OG0000278	Prab.g_00187	Prah.g_02356
OG0000279	Prab.g_00188	Prah.g_02357
OG0000280	Prab.g_00189	Prah.g_02358
OG0000281	Prab.g_00191	Prah.g_02360
OG0000282	Prab.g_00192	Prah.g_02361
OG0000283	Prab.g_00195	Prah.g_02364
OG0000284	Prab.g_00196	Prah.g_02365
OG0000285	Prab.g_00197	Prah.g_02370
OG0000286	Prab.g_00199	Prah.g_02372
OG0000287	Prab.g_00200	Prah.g_02420
OG0000288	Prab.g_00201	Prah.g_02419
OG0000289	Prab.g_00202	Prah.g_02418
OG0000290	Prab.g_00203	Prah.g_02417
OG0000291	Prab.g_00204	Prah.g_02415
OG0000292	Prab.g_00205	Prah.g_02411
OG0000293	Prab.g_00206	Prah.g_02410
OG0000294	Prab.g_00207	Prah.g_02409
OG0000295	Prab.g_00208	Prah.g_02403
OG0000296	Prab.g_00209	Prah.g_02402
OG0000297	Prab.g_00210	Prah.g_02400
OG0000298	Prab.g_00211	Prah.g_02399
OG0000299	Prab.g_00212	Prah.g_02398
OG0000300	Prab.g_00213	Prah.g_02397
OG0000301	Prab.g_00214	Prah.g_02396
OG0000302	Prab.g_00215	Prah.g_02395
OG0000303	Prab.g_00216	Prah.g_02394
OG0000304	Prab.g_00217	Prah.g_02392
OG0000305	Prab.g_00218	Prah.g_02391
OG0000306	Prab.g_00219	Prah.g_02390
OG0000307	Prab.g_00220	Prah.g_01786
OG0000308	Prab.g_00221	Prah.g_01411
OG0000309	Prab.g_00222	Prah.g_01412
OG0000310	Prab.g_00223	Prah.g_01413
OG0000311	Prab.g_00224	Prah.g_01782
OG0000312	Prab.g_00226	Prah.g_01781
OG0000313	Prab.g_00227	Prah.g_01779
OG0000314	Prab.g_00229	Prah.g_01773
OG0000315	Prab.g_00230	Prah.g_01772
OG0000316	Prab.g_00232	Prah.g_02074
OG0000317	Prab.g_00234	Prah.g_02078
OG0000318	Prab.g_00235	Prah.g_02079
OG0000319	Prab.g_00236	Prah.g_02080
OG0000320	Prab.g_00237	Prah.g_02082
OG0000321	Prab.g_00240	Prah.g_02087
OG0000322	Prab.g_00243	Prah.g_02098
OG0000323	Prab.g_00244	Prah.g_02099
OG0000324	Prab.g_00247	Prah.g_02101
OG0000325	Prab.g_00248	Prah.g_02103
OG0000326	Prab.g_00249	Prah.g_02105
OG0000327	Prab.g_00251	Prah.g_02111
OG0000328	Prab.g_00252	Prah.g_01785
OG0000329	Prab.g_00253	Prah.g_02114
OG0000330	Prab.g_00254	Prah.g_02115
OG0000331	Prab.g_00255	Prah.g_02117
OG0000332	Prab.g_00256	Prah.g_02118
OG0000333	Prab.g_00257	Prah.g_02119
OG0000334	Prab.g_00258	Prah.g_02120
OG0000335	Prab.g_00259	Prah.g_02121
OG0000336	Prab.g_00260	Prah.g_02123
OG0000337	Prab.g_00263	Prah.g_02128
OG0000338	Prab.g_00264	Prah.g_02129
OG0000339	Prab.g_00265	Prah.g_02130
OG0000340	Prab.g_00266	Prah.g_02132
OG0000341	Prab.g_00270	Prah.g_02137
OG0000342	Prab.g_00271	Prah.g_02138
OG0000343	Prab.g_00273	Prah.g_02140
OG0000344	Prab.g_00274	Prah.g_02142
OG0000345	Prab.g_00275	Prah.g_02143
OG0000346	Prab.g_00276	Prah.g_02144
OG0000347	Prab.g_00277	Prah.g_02145
OG0000348	Prab.g_00278	Prah.g_02146
OG0000349	Prab.g_00279	Prah.g_02147
OG0000350	Prab.g_00280	Prah.g_02148
OG0000351	Prab.g_00283	Prah.g_02152
OG0000352	Prab.g_00286	Prah.g_02156
OG0000353	Prab.g_00287	Prah.g_02157
OG0000354	Prab.g_00288	Prah.g_02158
OG0000355	Prab.g_00289	Prah.g_02159
OG0000356	Prab.g_00290	Prah.g_02166
OG0000357	Prab.g_00291	Prah.g_02167
OG0000358	Prab.g_00292	Prah.g_02168
OG0000359	Prab.g_00293	Prah.g_02170
OG0000360	Prab.g_00296	Prah.g_02172
OG0000361	Prab.g_00297	Prah.g_02173
OG0000362	Prab.g_00298	Prah.g_02174
OG0000363	Prab.g_00299	Prah.g_02175
OG0000364	Prab.g_00300	Prah.g_02176
OG0000365	Prab.g_00301	Prah.g_02177
OG0000366	Prab.g_00302	Prah.g_02178
OG0000367	Prab.g_00303	Prah.g_02179
OG0000368	Prab.g_00304	Prah.g_02180
OG0000369	Prab.g_00305	Prah.g_02181
OG0000370	Prab.g_00306	Prah.g_02182
OG0000371	Prab.g_00307	Prah.g_02183
OG0000372	Prab.g_00309	Prah.g_02186
OG0000373	Prab.g_00311	Prah.g_02197
OG0000374	Prab.g_00312	Prah.g_02199
OG0000375	Prab.g_00313	Prah.g_02207
OG0000376	Prab.g_00315	Prah.g_01956
OG0000377	Prab.g_00316	Prah.g_01949
OG0000378	Prab.g_00317	Prah.g_01948
OG0000379	Prab.g_00322	Prah.g_01940
OG0000380	Prab.g_00323	Prah.g_01938
OG0000381	Prab.g_00324	Prah.g_01937
OG0000382	Prab.g_00325	Prah.g_01935
OG0000383	Prab.g_00328	Prah.g_01930
OG0000384	Prab.g_00329	Prah.g_01929
OG0000385	Prab.g_00332	Prah.g_01922
OG0000386	Prab.g_00333	Prah.g_01921
OG0000387	Prab.g_00334	Prah.g_01920
OG0000388	Prab.g_00335	Prah.g_01919
OG0000389	Prab.g_00336	Prah.g_01918
OG0000390	Prab.g_00337	Prah.g_01917
OG0000391	Prab.g_00338	Prah.g_01916
OG0000392	Prab.g_00339	Prah.g_01915
OG0000393	Prab.g_00342	Prah.g_00204
OG0000394	Prab.g_00343	Prah.g_00205
OG0000395	Prab.g_00345	Prah.g_00209
OG0000396	Prab.g_00347	Prah.g_00579
OG0000397	Prab.g_00360	Prah.g_01837
OG0000398	Prab.g_00367	Prah.g_01661
OG0000399	Prab.g_00368	Prah.g_01181
OG0000400	Prab.g_00375	Prah.g_02072
OG0000401	Prab.g_00434	Prah.g_00218
OG0000402	Prab.g_00435	Prah.g_00219
OG0000403	Prab.g_00436	Prah.g_00221
OG0000404	Prab.g_00438	Prah.g_00229
OG0000405	Prab.g_00439	Prah.g_00230
OG0000406	Prab.g_00441	Prah.g_00232
OG0000407	Prab.g_00442	Prah.g_00233
OG0000408	Prab.g_00443	Prah.g_00234
OG0000409	Prab.g_00444	Prah.g_00235
OG0000410	Prab.g_00445	Prah.g_00237
OG0000411	Prab.g_00446	Prah.g_00238
OG0000412	Prab.g_00447	Prah.g_00239
OG0000413	Prab.g_00448	Prah.g_00240
OG0000414	Prab.g_00449	Prah.g_00241
OG0000415	Prab.g_00450	Prah.g_00242
OG0000416	Prab.g_00454	Prah.g_00247
OG0000417	Prab.g_00455	Prah.g_00251
OG0000418	Prab.g_00456	Prah.g_00252
OG0000419	Prab.g_00457	Prah.g_00253
OG0000420	Prab.g_00458	Prah.g_00254
OG0000421	Prab.g_00459	Prah.g_00255
OG0000422	Prab.g_00460	Prah.g_00257
OG0000423	Prab.g_00461	Prah.g_00258
OG0000424	Prab.g_00463	Prah.g_00261
OG0000425	Prab.g_00466	Prah.g_00290
OG0000426	Prab.g_00467	Prah.g_00291
OG0000427	Prab.g_00468	Prah.g_00294
OG0000428	Prab.g_00469	Prah.g_00304
OG0000429	Prab.g_00470	Prah.g_00306
OG0000430	Prab.g_00475	Prah.g_00308
OG0000431	Prab.g_00477	Prah.g_00310
OG0000432	Prab.g_00478	Prah.g_00311
OG0000433	Prab.g_00481	Prah.g_01575
OG0000434	Prab.g_00482	Prah.g_01572
OG0000435	Prab.g_00483	Prah.g_01567
OG0000436	Prab.g_00485	Prah.g_01565
OG0000437	Prab.g_00487	Prah.g_01563
OG0000438	Prab.g_00488	Prah.g_01562
OG0000439	Prab.g_00489	Prah.g_01561
OG0000440	Prab.g_00491	Prah.g_01558
OG0000441	Prab.g_00492	Prah.g_01556
OG0000442	Prab.g_00493	Prah.g_01555
OG0000443	Prab.g_00494	Prah.g_01554
OG0000444	Prab.g_00495	Prah.g_01553
OG0000445	Prab.g_00496	Prah.g_01552
OG0000446	Prab.g_00497	Prah.g_01551
OG0000447	Prab.g_00498	Prah.g_01550
OG0000448	Prab.g_00499	Prah.g_01549
OG0000449	Prab.g_00504	Prah.g_01541
OG0000450	Prab.g_00505	Prah.g_01540
OG0000451	Prab.g_00506	Prah.g_01539
OG0000452	Prab.g_00507	Prah.g_01538
OG0000453	Prab.g_00509	Prah.g_01535
OG0000454	Prab.g_00510	Prah.g_01534
OG0000455	Prab.g_00511	Prah.g_01533
OG0000456	Prab.g_00512	Prah.g_01532
OG0000457	Prab.g_00514	Prah.g_01530
OG0000458	Prab.g_00516	Prah.g_01529
OG0000459	Prab.g_00517	Prah.g_01528
OG0000460	Prab.g_00519	Prah.g_01526
OG0000461	Prab.g_00520	Prah.g_01525
OG0000462	Prab.g_00521	Prah.g_01524
OG0000463	Prab.g_00522	Prah.g_01519
OG0000464	Prab.g_00527	Prah.g_01514
OG0000465	Prab.g_00529	Prah.g_01513
OG0000466	Prab.g_00530	Prah.g_01512
OG0000467	Prab.g_00531	Prah.g_01510
OG0000468	Prab.g_00532	Prah.g_01509
OG0000469	Prab.g_00533	Prah.g_01505
OG0000470	Prab.g_00534	Prah.g_01094
OG0000471	Prab.g_00535	Prah.g_01035
OG0000472	Prab.g_00538	Prah.g_01500
OG0000473	Prab.g_00539	Prah.g_01498
OG0000474	Prab.g_00540	Prah.g_01496
OG0000475	Prab.g_00541	Prah.g_01495
OG0000476	Prab.g_00542	Prah.g_01489
OG0000477	Prab.g_00544	Prah.g_01484
OG0000478	Prab.g_00545	Prah.g_01482
OG0000479	Prab.g_00546	Prah.g_01480
OG0000480	Prab.g_00548	Prah.g_01474
OG0000481	Prab.g_00549	Prah.g_01473
OG0000482	Prab.g_00550	Prah.g_01472
OG0000483	Prab.g_00551	Prah.g_01470
OG0000484	Prab.g_00552	Prah.g_01469
OG0000485	Prab.g_00553	Prah.g_01468
OG0000486	Prab.g_00554	Prah.g_01467
OG0000487	Prab.g_00555	Prah.g_01466
OG0000488	Prab.g_00557	Prah.g_01464
OG0000489	Prab.g_00558	Prah.g_01463
OG0000490	Prab.g_00559	Prah.g_01462
OG0000491	Prab.g_00560	Prah.g_01461
OG0000492	Prab.g_00561	Prah.g_01460
OG0000493	Prab.g_00562	Prah.g_01459
OG0000494	Prab.g_00564	Prah.g_01458
OG0000495	Prab.g_00565	Prah.g_01457
OG0000496	Prab.g_00566	Prah.g_01454
OG0000497	Prab.g_00568	Prah.g_01452
OG0000498	Prab.g_00569	Prah.g_01451
OG0000499	Prab.g_00571	Prah.g_01449
OG0000500	Prab.g_00572	Prah.g_01448
OG0000501	Prab.g_00574	Prah.g_01445
OG0000502	Prab.g_00575	Prah.g_01444
OG0000503	Prab.g_00576	Prah.g_01443
OG0000504	Prab.g_00577	Prah.g_01441
OG0000505	Prab.g_00578	Prah.g_01440
OG0000506	Prab.g_00579	Prah.g_01439
OG0000507	Prab.g_00580	Prah.g_01438
OG0000508	Prab.g_00582	Prah.g_01434
OG0000509	Prab.g_00583	Prah.g_01433
OG0000510	Prab.g_00584	Prah.g_01432
OG0000511	Prab.g_00585	Prah.g_01431
OG0000512	Prab.g_00586	Prah.g_01430
OG0000513	Prab.g_00587	Prah.g_01429
OG0000514	Prab.g_00588	Prah.g_01428
OG0000515	Prab.g_00590	Prah.g_01425
OG0000516	Prab.g_00591	Prah.g_01424
OG0000517	Prab.g_00592	Prah.g_01423
OG0000518	Prab.g_00595	Prah.g_01417
OG0000519	Prab.g_00596	Prah.g_01416
OG0000520	Prab.g_00597	Prah.g_01415
OG0000521	Prab.g_00598	Prah.g_01414
OG0000522	Prab.g_00599	Prah.g_01408
OG0000523	Prab.g_00600	Prah.g_01407
OG0000524	Prab.g_00601	Prah.g_01406
OG0000525	Prab.g_00603	Prah.g_01404
OG0000526	Prab.g_00604	Prah.g_01403
OG0000527	Prab.g_00605	Prah.g_01402
OG0000528	Prab.g_00606	Prah.g_01401
OG0000529	Prab.g_00607	Prah.g_01400
OG0000530	Prab.g_00608	Prah.g_01399
OG0000531	Prab.g_00609	Prah.g_01396
OG0000532	Prab.g_00610	Prah.g_01394
OG0000533	Prab.g_00611	Prah.g_01393
OG0000534	Prab.g_00612	Prah.g_01392
OG0000535	Prab.g_00613	Prah.g_01391
OG0000536	Prab.g_00614	Prah.g_01390
OG0000537	Prab.g_00615	Prah.g_01389
OG0000538	Prab.g_00616	Prah.g_01388
OG0000539	Prab.g_00617	Prah.g_01387
OG0000540	Prab.g_00618	Prah.g_01385
OG0000541	Prab.g_00619	Prah.g_00532
OG0000542	Prab.g_00620	Prah.g_00531
OG0000543	Prab.g_00621	Prah.g_00530
OG0000544	Prab.g_00622	Prah.g_00529
OG0000545	Prab.g_00625	Prah.g_00526
OG0000546	Prab.g_00626	Prah.g_00525
OG0000547	Prab.g_00629	Prah.g_00523
OG0000548	Prab.g_00630	Prah.g_00518
OG0000549	Prab.g_00631	Prah.g_00517
OG0000550	Prab.g_00632	Prah.g_00516
OG0000551	Prab.g_00633	Prah.g_00513
OG0000552	Prab.g_00634	Prah.g_00510
OG0000553	Prab.g_00635	Prah.g_00509
OG0000554	Prab.g_00636	Prah.g_00506
OG0000555	Prab.g_00637	Prah.g_00505
OG0000556	Prab.g_00638	Prah.g_00504
OG0000557	Prab.g_00639	Prah.g_00503
OG0000558	Prab.g_00640	Prah.g_00501
OG0000559	Prab.g_00641	Prah.g_00500
OG0000560	Prab.g_00643	Prah.g_00498
OG0000561	Prab.g_00644	Prah.g_00497
OG0000562	Prab.g_00645	Prah.g_00495
OG0000563	Prab.g_00646	Prah.g_00494
OG0000564	Prab.g_00647	Prah.g_00493
OG0000565	Prab.g_00648	Prah.g_00486
OG0000566	Prab.g_00649	Prah.g_00485
OG0000567	Prab.g_00650	Prah.g_00484
OG0000568	Prab.g_00651	Prah.g_00483
OG0000569	Prab.g_00652	Prah.g_00482
OG0000570	Prab.g_00653	Prah.g_00478
OG0000571	Prab.g_00654	Prah.g_00477
OG0000572	Prab.g_00655	Prah.g_00476
OG0000573	Prab.g_00658	Prah.g_00472
OG0000574	Prab.g_00659	Prah.g_00466
OG0000575	Prab.g_00660	Prah.g_00465
OG0000576	Prab.g_00661	Prah.g_00464
OG0000577	Prab.g_00662	Prah.g_00463
OG0000578	Prab.g_00663	Prah.g_00462
OG0000579	Prab.g_00664	Prah.g_00460
OG0000580	Prab.g_00665	Prah.g_00457
OG0000581	Prab.g_00666	Prah.g_00456
OG0000582	Prab.g_00667	Prah.g_00455
OG0000583	Prab.g_00668	Prah.g_00454
OG0000584	Prab.g_00669	Prah.g_00452
OG0000585	Prab.g_00670	Prah.g_00451
OG0000586	Prab.g_00672	Prah.g_00449
OG0000587	Prab.g_00673	Prah.g_00448
OG0000588	Prab.g_00675	Prah.g_00444
OG0000589	Prab.g_00676	Prah.g_00442
OG0000590	Prab.g_00678	Prah.g_02193
OG0000591	Prab.g_00684	Prah.g_01789
