Orthogroup	Prab	Pram
OG0000174	Prab.g_00046	Pram.g_00034
OG0000175	Prab.g_00047	Pram.g_00035
OG0000176	Prab.g_00049	Pram.g_00037
OG0000177	Prab.g_00050	Pram.g_00038
OG0000178	Prab.g_00051	Pram.g_00039
OG0000179	Prab.g_00056	Pram.g_00048
OG0000180	Prab.g_00057	Pram.g_00049
OG0000181	Prab.g_00058	Pram.g_00050
OG0000182	Prab.g_00061	Pram.g_00054
OG0000183	Prab.g_00062	Pram.g_00055
OG0000184	Prab.g_00065	Pram.g_00058
OG0000185	Prab.g_00069	Pram.g_00062
OG0000186	Prab.g_00070	Pram.g_00063
OG0000187	Prab.g_00071	Pram.g_01536
OG0000188	Prab.g_00072	Pram.g_00064
OG0000189	Prab.g_00073	Pram.g_00065
OG0000190	Prab.g_00074	Pram.g_00066
OG0000191	Prab.g_00075	Pram.g_00067
OG0000192	Prab.g_00076	Pram.g_00068
OG0000193	Prab.g_00077	Pram.g_00069
OG0000194	Prab.g_00078	Pram.g_00070
OG0000195	Prab.g_00080	Pram.g_00072
OG0000196	Prab.g_00081	Pram.g_00073
OG0000197	Prab.g_00082	Pram.g_00074
OG0000198	Prab.g_00083	Pram.g_00075
OG0000199	Prab.g_00085	Pram.g_00078
OG0000200	Prab.g_00086	Pram.g_00079
OG0000201	Prab.g_00087	Pram.g_00080
OG0000202	Prab.g_00088	Pram.g_00081
OG0000203	Prab.g_00089	Pram.g_00082
OG0000204	Prab.g_00090	Pram.g_00083
OG0000205	Prab.g_00091	Pram.g_00085
OG0000206	Prab.g_00092	Pram.g_00086
OG0000207	Prab.g_00093	Pram.g_00087
OG0000208	Prab.g_00094	Pram.g_00088
OG0000209	Prab.g_00095	Pram.g_00089
OG0000210	Prab.g_00097	Pram.g_00090
OG0000211	Prab.g_00098	Pram.g_00091
OG0000212	Prab.g_00099	Pram.g_00092
OG0000213	Prab.g_00100	Pram.g_00093
OG0000214	Prab.g_00102	Pram.g_00097
OG0000215	Prab.g_00103	Pram.g_00098
OG0000216	Prab.g_00105	Pram.g_00100
OG0000217	Prab.g_00106	Pram.g_00101
OG0000218	Prab.g_00107	Pram.g_00102
OG0000219	Prab.g_00108	Pram.g_00103
OG0000220	Prab.g_00111	Pram.g_00106
OG0000221	Prab.g_00113	Pram.g_00109
OG0000222	Prab.g_00114	Pram.g_00110
OG0000223	Prab.g_00115	Pram.g_00111
OG0000224	Prab.g_00117	Pram.g_00113
OG0000225	Prab.g_00119	Pram.g_00115
OG0000226	Prab.g_00120	Pram.g_00117
OG0000227	Prab.g_00121	Pram.g_00118
OG0000228	Prab.g_00122	Pram.g_00119
OG0000229	Prab.g_00123	Pram.g_00120
OG0000230	Prab.g_00124	Pram.g_00121
OG0000231	Prab.g_00126	Pram.g_01001
OG0000232	Prab.g_00127	Pram.g_00123
OG0000233	Prab.g_00130	Pram.g_00126
OG0000234	Prab.g_00132	Pram.g_00128
OG0000235	Prab.g_00136	Pram.g_00130
OG0000236	Prab.g_00137	Pram.g_00131
OG0000237	Prab.g_00138	Pram.g_00132
OG0000238	Prab.g_00139	Pram.g_00133
OG0000239	Prab.g_00140	Pram.g_00134
OG0000240	Prab.g_00142	Pram.g_00136
OG0000241	Prab.g_00143	Pram.g_00137
OG0000242	Prab.g_00144	Pram.g_00138
OG0000243	Prab.g_00145	Pram.g_00139
OG0000244	Prab.g_00146	Pram.g_00140
OG0000245	Prab.g_00147	Pram.g_00141
OG0000246	Prab.g_00149	Pram.g_00143
OG0000247	Prab.g_00150	Pram.g_00144
OG0000248	Prab.g_00151	Pram.g_00145
OG0000249	Prab.g_00152	Pram.g_00146
OG0000250	Prab.g_00153	Pram.g_00147
OG0000251	Prab.g_00154	Pram.g_00148
OG0000252	Prab.g_00155	Pram.g_00149
OG0000253	Prab.g_00156	Pram.g_00150
OG0000254	Prab.g_00158	Pram.g_00152
OG0000255	Prab.g_00159	Pram.g_00153
OG0000256	Prab.g_00162	Pram.g_00156
OG0000257	Prab.g_00164	Pram.g_00157
OG0000258	Prab.g_00165	Pram.g_00158
OG0000259	Prab.g_00166	Pram.g_00159
OG0000260	Prab.g_00167	Pram.g_00160
OG0000261	Prab.g_00168	Pram.g_00161
OG0000262	Prab.g_00169	Pram.g_00162
OG0000263	Prab.g_00170	Pram.g_00163
OG0000264	Prab.g_00172	Pram.g_00165
OG0000265	Prab.g_00173	Pram.g_00166
OG0000266	Prab.g_00174	Pram.g_00167
OG0000267	Prab.g_00176	Pram.g_00169
OG0000268	Prab.g_00177	Pram.g_00171
OG0000269	Prab.g_00178	Pram.g_00172
OG0000270	Prab.g_00179	Pram.g_00173
OG0000271	Prab.g_00180	Pram.g_00174
OG0000272	Prab.g_00181	Pram.g_00175
OG0000273	Prab.g_00182	Pram.g_00176
OG0000274	Prab.g_00183	Pram.g_00177
OG0000275	Prab.g_00184	Pram.g_00178
OG0000276	Prab.g_00185	Pram.g_00179
OG0000277	Prab.g_00186	Pram.g_00180
OG0000278	Prab.g_00187	Pram.g_00181
OG0000279	Prab.g_00188	Pram.g_00182
OG0000280	Prab.g_00189	Pram.g_00183
OG0000281	Prab.g_00191	Pram.g_00185
OG0000282	Prab.g_00192	Pram.g_00186
OG0000283	Prab.g_00195	Pram.g_00189
OG0000284	Prab.g_00196	Pram.g_00190
OG0000285	Prab.g_00197	Pram.g_00191
OG0000286	Prab.g_00199	Pram.g_00193
OG0000287	Prab.g_00200	Pram.g_00194
OG0000288	Prab.g_00201	Pram.g_00195
OG0000289	Prab.g_00202	Pram.g_00196
OG0000290	Prab.g_00203	Pram.g_00197
OG0000291	Prab.g_00204	Pram.g_00198
OG0000292	Prab.g_00205	Pram.g_00199
OG0000293	Prab.g_00206	Pram.g_00200
OG0000294	Prab.g_00207	Pram.g_00201
OG0000295	Prab.g_00208	Pram.g_00202
OG0000296	Prab.g_00209	Pram.g_00203
OG0000297	Prab.g_00210	Pram.g_00204
OG0000298	Prab.g_00211	Pram.g_00205
OG0000299	Prab.g_00212	Pram.g_00206
OG0000300	Prab.g_00213	Pram.g_00207
OG0000301	Prab.g_00214	Pram.g_00208
OG0000302	Prab.g_00215	Pram.g_00209
OG0000303	Prab.g_00216	Pram.g_00210
OG0000304	Prab.g_00217	Pram.g_00212
OG0000305	Prab.g_00218	Pram.g_00213
OG0000306	Prab.g_00219	Pram.g_00214
OG0000307	Prab.g_00220	Pram.g_00216
OG0000308	Prab.g_00221	Pram.g_00217
OG0000309	Prab.g_00222	Pram.g_00218
OG0000310	Prab.g_00223	Pram.g_00219
OG0000311	Prab.g_00224	Pram.g_00220
OG0000312	Prab.g_00226	Pram.g_00222
OG0000313	Prab.g_00227	Pram.g_00223
OG0000314	Prab.g_00229	Pram.g_00227
OG0000315	Prab.g_00230	Pram.g_00228
OG0000316	Prab.g_00232	Pram.g_00230
OG0000317	Prab.g_00234	Pram.g_00232
OG0000318	Prab.g_00235	Pram.g_00233
OG0000319	Prab.g_00236	Pram.g_00234
OG0000320	Prab.g_00237	Pram.g_00235
OG0000321	Prab.g_00240	Pram.g_00238
OG0000322	Prab.g_00243	Pram.g_00242
OG0000323	Prab.g_00244	Pram.g_00243
OG0000324	Prab.g_00247	Pram.g_00246
OG0000325	Prab.g_00248	Pram.g_00247
OG0000326	Prab.g_00249	Pram.g_00248
OG0000327	Prab.g_00251	Pram.g_00250
OG0000328	Prab.g_00252	Pram.g_00251
OG0000329	Prab.g_00253	Pram.g_00252
OG0000330	Prab.g_00254	Pram.g_00253
OG0000331	Prab.g_00255	Pram.g_00254
OG0000332	Prab.g_00256	Pram.g_00255
OG0000333	Prab.g_00257	Pram.g_00256
OG0000334	Prab.g_00258	Pram.g_00257
OG0000335	Prab.g_00259	Pram.g_00258
OG0000336	Prab.g_00260	Pram.g_00260
OG0000337	Prab.g_00263	Pram.g_00263
OG0000338	Prab.g_00264	Pram.g_00264
OG0000339	Prab.g_00265	Pram.g_00265
OG0000340	Prab.g_00266	Pram.g_00266
OG0000341	Prab.g_00270	Pram.g_00270
OG0000342	Prab.g_00271	Pram.g_00271
OG0000343	Prab.g_00273	Pram.g_00274
OG0000344	Prab.g_00274	Pram.g_00275
OG0000345	Prab.g_00275	Pram.g_00276
OG0000346	Prab.g_00276	Pram.g_00277
OG0000347	Prab.g_00277	Pram.g_00278
OG0000348	Prab.g_00278	Pram.g_00280
OG0000349	Prab.g_00279	Pram.g_00281
OG0000350	Prab.g_00280	Pram.g_00282
OG0000351	Prab.g_00283	Pram.g_00284
OG0000352	Prab.g_00286	Pram.g_00287
OG0000353	Prab.g_00287	Pram.g_00288
OG0000354	Prab.g_00288	Pram.g_00289
OG0000355	Prab.g_00289	Pram.g_00290
OG0000356	Prab.g_00290	Pram.g_00291
OG0000357	Prab.g_00291	Pram.g_00292
OG0000358	Prab.g_00292	Pram.g_00293
OG0000359	Prab.g_00293	Pram.g_00294
OG0000360	Prab.g_00296	Pram.g_00296
OG0000361	Prab.g_00297	Pram.g_00297
OG0000362	Prab.g_00298	Pram.g_00298
OG0000363	Prab.g_00299	Pram.g_00299
OG0000364	Prab.g_00300	Pram.g_00300
OG0000365	Prab.g_00301	Pram.g_00301
OG0000366	Prab.g_00302	Pram.g_00302
OG0000367	Prab.g_00303	Pram.g_00303
OG0000368	Prab.g_00304	Pram.g_00304
OG0000369	Prab.g_00305	Pram.g_00305
OG0000370	Prab.g_00306	Pram.g_00306
OG0000371	Prab.g_00307	Pram.g_00307
OG0000372	Prab.g_00309	Pram.g_00309
OG0000373	Prab.g_00311	Pram.g_00311
OG0000374	Prab.g_00312	Pram.g_00312
OG0000375	Prab.g_00313	Pram.g_00313
OG0000376	Prab.g_00315	Pram.g_00315
OG0000377	Prab.g_00316	Pram.g_00321
OG0000378	Prab.g_00317	Pram.g_00322
OG0000379	Prab.g_00322	Pram.g_00328
OG0000380	Prab.g_00323	Pram.g_00330
OG0000381	Prab.g_00324	Pram.g_00331
OG0000382	Prab.g_00325	Pram.g_00332
OG0000383	Prab.g_00328	Pram.g_00336
OG0000384	Prab.g_00329	Pram.g_00337
OG0000385	Prab.g_00332	Pram.g_00340
OG0000386	Prab.g_00333	Pram.g_00341
OG0000387	Prab.g_00334	Pram.g_00342
OG0000388	Prab.g_00335	Pram.g_00343
OG0000389	Prab.g_00336	Pram.g_00344
OG0000390	Prab.g_00337	Pram.g_00345
OG0000391	Prab.g_00338	Pram.g_00346
OG0000392	Prab.g_00339	Pram.g_00347
OG0000393	Prab.g_00342	Pram.g_00351
OG0000394	Prab.g_00343	Pram.g_00352
OG0000395	Prab.g_00345	Pram.g_00355
OG0000396	Prab.g_00347	Pram.g_00864
OG0000397	Prab.g_00360	Pram.g_01184
OG0000398	Prab.g_00367	Pram.g_01537
OG0000399	Prab.g_00368	Pram.g_01177
OG0000400	Prab.g_00375	Pram.g_01696
OG0000401	Prab.g_00434	Pram.g_00366
OG0000402	Prab.g_00435	Pram.g_00367
OG0000403	Prab.g_00436	Pram.g_00368
OG0000404	Prab.g_00438	Pram.g_00370
OG0000405	Prab.g_00439	Pram.g_00371
OG0000406	Prab.g_00441	Pram.g_00373
OG0000407	Prab.g_00442	Pram.g_00374
OG0000408	Prab.g_00443	Pram.g_00375
OG0000409	Prab.g_00444	Pram.g_00376
OG0000410	Prab.g_00445	Pram.g_00377
OG0000411	Prab.g_00446	Pram.g_00378
OG0000412	Prab.g_00447	Pram.g_00379
OG0000413	Prab.g_00448	Pram.g_00380
OG0000414	Prab.g_00449	Pram.g_00381
OG0000415	Prab.g_00450	Pram.g_00382
OG0000416	Prab.g_00454	Pram.g_00383
OG0000417	Prab.g_00455	Pram.g_00384
OG0000418	Prab.g_00456	Pram.g_00385
OG0000419	Prab.g_00457	Pram.g_00386
OG0000420	Prab.g_00458	Pram.g_00387
OG0000421	Prab.g_00459	Pram.g_00393
OG0000422	Prab.g_00460	Pram.g_00395
OG0000423	Prab.g_00461	Pram.g_00396
OG0000424	Prab.g_00463	Pram.g_00397
OG0000425	Prab.g_00466	Pram.g_00400
OG0000426	Prab.g_00467	Pram.g_00401
OG0000427	Prab.g_00468	Pram.g_00402
OG0000428	Prab.g_00469	Pram.g_00404
OG0000429	Prab.g_00470	Pram.g_00406
OG0000430	Prab.g_00475	Pram.g_00407
OG0000431	Prab.g_00477	Pram.g_00409
OG0000432	Prab.g_00478	Pram.g_00410
OG0000433	Prab.g_00481	Pram.g_00413
OG0000434	Prab.g_00482	Pram.g_00414
OG0000435	Prab.g_00483	Pram.g_00415
OG0000436	Prab.g_00485	Pram.g_00417
OG0000437	Prab.g_00487	Pram.g_00419
OG0000438	Prab.g_00488	Pram.g_00420
OG0000439	Prab.g_00489	Pram.g_00421
OG0000440	Prab.g_00491	Pram.g_00423
OG0000441	Prab.g_00492	Pram.g_00424
OG0000442	Prab.g_00493	Pram.g_00425
OG0000443	Prab.g_00494	Pram.g_00426
OG0000444	Prab.g_00495	Pram.g_00427
OG0000445	Prab.g_00496	Pram.g_00428
OG0000446	Prab.g_00497	Pram.g_00429
OG0000447	Prab.g_00498	Pram.g_00430
OG0000448	Prab.g_00499	Pram.g_00431
OG0000449	Prab.g_00504	Pram.g_00438
OG0000450	Prab.g_00505	Pram.g_00439
OG0000451	Prab.g_00506	Pram.g_00440
OG0000452	Prab.g_00507	Pram.g_00441
OG0000453	Prab.g_00509	Pram.g_00442
OG0000454	Prab.g_00510	Pram.g_00443
OG0000455	Prab.g_00511	Pram.g_00444
OG0000456	Prab.g_00512	Pram.g_00445
OG0000457	Prab.g_00514	Pram.g_00447
OG0000458	Prab.g_00516	Pram.g_00449
OG0000459	Prab.g_00517	Pram.g_00450
OG0000460	Prab.g_00519	Pram.g_00452
OG0000461	Prab.g_00520	Pram.g_00453
OG0000462	Prab.g_00521	Pram.g_00454
OG0000463	Prab.g_00522	Pram.g_00456
OG0000464	Prab.g_00527	Pram.g_00461
OG0000465	Prab.g_00529	Pram.g_00462
OG0000466	Prab.g_00530	Pram.g_00463
OG0000467	Prab.g_00531	Pram.g_00464
OG0000468	Prab.g_00532	Pram.g_00465
OG0000469	Prab.g_00533	Pram.g_00466
OG0000470	Prab.g_00534	Pram.g_00468
OG0000471	Prab.g_00535	Pram.g_00469
OG0000472	Prab.g_00538	Pram.g_00472
OG0000473	Prab.g_00539	Pram.g_00473
OG0000474	Prab.g_00540	Pram.g_00474
OG0000475	Prab.g_00541	Pram.g_00475
OG0000476	Prab.g_00542	Pram.g_00476
OG0000477	Prab.g_00544	Pram.g_00477
OG0000478	Prab.g_00545	Pram.g_00478
OG0000479	Prab.g_00546	Pram.g_00479
OG0000480	Prab.g_00548	Pram.g_00481
OG0000481	Prab.g_00549	Pram.g_00482
OG0000482	Prab.g_00550	Pram.g_00483
OG0000483	Prab.g_00551	Pram.g_00484
OG0000484	Prab.g_00552	Pram.g_00485
OG0000485	Prab.g_00553	Pram.g_00486
OG0000486	Prab.g_00554	Pram.g_00487
OG0000487	Prab.g_00555	Pram.g_00488
OG0000488	Prab.g_00557	Pram.g_00490
OG0000489	Prab.g_00558	Pram.g_00491
OG0000490	Prab.g_00559	Pram.g_00492
OG0000491	Prab.g_00560	Pram.g_00493
OG0000492	Prab.g_00561	Pram.g_00494
OG0000493	Prab.g_00562	Pram.g_00495
OG0000494	Prab.g_00564	Pram.g_00497
OG0000495	Prab.g_00565	Pram.g_00498
OG0000496	Prab.g_00566	Pram.g_00500
OG0000497	Prab.g_00568	Pram.g_00502
OG0000498	Prab.g_00569	Pram.g_00503
OG0000499	Prab.g_00571	Pram.g_00505
OG0000500	Prab.g_00572	Pram.g_00506
OG0000501	Prab.g_00574	Pram.g_00508
OG0000502	Prab.g_00575	Pram.g_00509
OG0000503	Prab.g_00576	Pram.g_00510
OG0000504	Prab.g_00577	Pram.g_00511
OG0000505	Prab.g_00578	Pram.g_00512
OG0000506	Prab.g_00579	Pram.g_00513
OG0000507	Prab.g_00580	Pram.g_00514
OG0000508	Prab.g_00582	Pram.g_00516
OG0000509	Prab.g_00583	Pram.g_00517
OG0000510	Prab.g_00584	Pram.g_00518
OG0000511	Prab.g_00585	Pram.g_00519
OG0000512	Prab.g_00586	Pram.g_00520
OG0000513	Prab.g_00587	Pram.g_00521
OG0000514	Prab.g_00588	Pram.g_00522
OG0000515	Prab.g_00590	Pram.g_00523
OG0000516	Prab.g_00591	Pram.g_00524
OG0000517	Prab.g_00592	Pram.g_00525
OG0000518	Prab.g_00595	Pram.g_00528
OG0000519	Prab.g_00596	Pram.g_00529
OG0000520	Prab.g_00597	Pram.g_00530
OG0000521	Prab.g_00598	Pram.g_00531
OG0000522	Prab.g_00599	Pram.g_00532
OG0000523	Prab.g_00600	Pram.g_00533
OG0000524	Prab.g_00601	Pram.g_00534
OG0000525	Prab.g_00603	Pram.g_00536
OG0000526	Prab.g_00604	Pram.g_00537
OG0000527	Prab.g_00605	Pram.g_00538
OG0000528	Prab.g_00606	Pram.g_00539
OG0000529	Prab.g_00607	Pram.g_00540
OG0000530	Prab.g_00608	Pram.g_00541
OG0000531	Prab.g_00609	Pram.g_00543
OG0000532	Prab.g_00610	Pram.g_00544
OG0000533	Prab.g_00611	Pram.g_00545
OG0000534	Prab.g_00612	Pram.g_00546
OG0000535	Prab.g_00613	Pram.g_00547
OG0000536	Prab.g_00614	Pram.g_00548
OG0000537	Prab.g_00615	Pram.g_00549
OG0000538	Prab.g_00616	Pram.g_00550
OG0000539	Prab.g_00617	Pram.g_00551
OG0000540	Prab.g_00618	Pram.g_00552
OG0000541	Prab.g_00619	Pram.g_00553
OG0000542	Prab.g_00620	Pram.g_00554
OG0000543	Prab.g_00621	Pram.g_00555
OG0000544	Prab.g_00622	Pram.g_00556
OG0000545	Prab.g_00625	Pram.g_00559
OG0000546	Prab.g_00626	Pram.g_00560
OG0000547	Prab.g_00629	Pram.g_00562
OG0000548	Prab.g_00630	Pram.g_00564
OG0000549	Prab.g_00631	Pram.g_00565
OG0000550	Prab.g_00632	Pram.g_00566
OG0000551	Prab.g_00633	Pram.g_00568
OG0000552	Prab.g_00634	Pram.g_00569
OG0000553	Prab.g_00635	Pram.g_01080
OG0000554	Prab.g_00636	Pram.g_01079
OG0000555	Prab.g_00637	Pram.g_01078
OG0000556	Prab.g_00638	Pram.g_01077
OG0000557	Prab.g_00639	Pram.g_01076
OG0000558	Prab.g_00640	Pram.g_01075
OG0000559	Prab.g_00641	Pram.g_01074
OG0000560	Prab.g_00643	Pram.g_01073
OG0000561	Prab.g_00644	Pram.g_01072
OG0000562	Prab.g_00645	Pram.g_01070
OG0000563	Prab.g_00646	Pram.g_01069
OG0000564	Prab.g_00647	Pram.g_01068
OG0000565	Prab.g_00648	Pram.g_01067
OG0000566	Prab.g_00649	Pram.g_01066
OG0000567	Prab.g_00650	Pram.g_01065
OG0000568	Prab.g_00651	Pram.g_01064
OG0000569	Prab.g_00652	Pram.g_01063
OG0000570	Prab.g_00653	Pram.g_01062
OG0000571	Prab.g_00654	Pram.g_01061
OG0000572	Prab.g_00655	Pram.g_01060
OG0000573	Prab.g_00658	Pram.g_01057
OG0000574	Prab.g_00659	Pram.g_01056
OG0000575	Prab.g_00660	Pram.g_01055
OG0000576	Prab.g_00661	Pram.g_01054
OG0000577	Prab.g_00662	Pram.g_01053
OG0000578	Prab.g_00663	Pram.g_01052
OG0000579	Prab.g_00664	Pram.g_01051
OG0000580	Prab.g_00665	Pram.g_01050
OG0000581	Prab.g_00666	Pram.g_01049
OG0000582	Prab.g_00667	Pram.g_01048
OG0000583	Prab.g_00668	Pram.g_01047
OG0000584	Prab.g_00669	Pram.g_01045
OG0000585	Prab.g_00670	Pram.g_01044
OG0000586	Prab.g_00672	Pram.g_01042
OG0000587	Prab.g_00673	Pram.g_01041
OG0000588	Prab.g_00675	Pram.g_00760
