Orthogroup	Prab	Prai
OG0000136	Prab.g_01842	Prai.g_01823
OG0000137	Prab.g_01874	Prai.g_01855
OG0000138	Prab.g_01910	Prai.g_01892
OG0000139	Prab.g_01937	Prai.g_01918
OG0000140	Prab.g_00001	Prai.g_00001
OG0000141	Prab.g_00002	Prai.g_00002
OG0000142	Prab.g_00004	Prai.g_00004
OG0000143	Prab.g_00005	Prai.g_00005
OG0000144	Prab.g_00007	Prai.g_00007
OG0000145	Prab.g_00008	Prai.g_00008
OG0000146	Prab.g_00009	Prai.g_00009
OG0000147	Prab.g_00010	Prai.g_00010
OG0000148	Prab.g_00012	Prai.g_00012
OG0000149	Prab.g_00014	Prai.g_00014
OG0000150	Prab.g_00015	Prai.g_00015
OG0000151	Prab.g_00016	Prai.g_00016
OG0000152	Prab.g_00017	Prai.g_00017
OG0000153	Prab.g_00018	Prai.g_00018
OG0000154	Prab.g_00019	Prai.g_00019
OG0000155	Prab.g_00020	Prai.g_00020
OG0000156	Prab.g_00021	Prai.g_00021
OG0000157	Prab.g_00022	Prai.g_00022
OG0000158	Prab.g_00024	Prai.g_00024
OG0000159	Prab.g_00025	Prai.g_00025
OG0000160	Prab.g_00026	Prai.g_00026
OG0000161	Prab.g_00027	Prai.g_00027
OG0000162	Prab.g_00028	Prai.g_00028
OG0000163	Prab.g_00029	Prai.g_00029
OG0000164	Prab.g_00032	Prai.g_00032
OG0000165	Prab.g_00035	Prai.g_00035
OG0000166	Prab.g_00036	Prai.g_00036
OG0000167	Prab.g_00037	Prai.g_00037
OG0000168	Prab.g_00039	Prai.g_00047
OG0000169	Prab.g_00041	Prai.g_00049
OG0000170	Prab.g_00042	Prai.g_00050
OG0000171	Prab.g_00043	Prai.g_00051
OG0000172	Prab.g_00044	Prai.g_00052
OG0000173	Prab.g_00045	Prai.g_00053
OG0000174	Prab.g_00046	Prai.g_00054
OG0000175	Prab.g_00047	Prai.g_00055
OG0000176	Prab.g_00049	Prai.g_00057
OG0000177	Prab.g_00050	Prai.g_00058
OG0000178	Prab.g_00051	Prai.g_00059
OG0000179	Prab.g_00056	Prai.g_00064
OG0000180	Prab.g_00057	Prai.g_00065
OG0000181	Prab.g_00058	Prai.g_00066
OG0000182	Prab.g_00061	Prai.g_00069
OG0000183	Prab.g_00062	Prai.g_00070
OG0000184	Prab.g_00065	Prai.g_00073
OG0000185	Prab.g_00069	Prai.g_00077
OG0000186	Prab.g_00070	Prai.g_00078
OG0000187	Prab.g_00071	Prai.g_00079
OG0000188	Prab.g_00072	Prai.g_00080
OG0000189	Prab.g_00073	Prai.g_00081
OG0000190	Prab.g_00074	Prai.g_00082
OG0000191	Prab.g_00075	Prai.g_00083
OG0000192	Prab.g_00076	Prai.g_00084
OG0000193	Prab.g_00077	Prai.g_00085
OG0000194	Prab.g_00078	Prai.g_00086
OG0000195	Prab.g_00080	Prai.g_00088
OG0000196	Prab.g_00081	Prai.g_00089
OG0000197	Prab.g_00082	Prai.g_00090
OG0000198	Prab.g_00083	Prai.g_00091
OG0000199	Prab.g_00085	Prai.g_00094
OG0000200	Prab.g_00086	Prai.g_00095
OG0000201	Prab.g_00087	Prai.g_00096
OG0000202	Prab.g_00088	Prai.g_00097
OG0000203	Prab.g_00089	Prai.g_00098
OG0000204	Prab.g_00090	Prai.g_00099
OG0000205	Prab.g_00091	Prai.g_00100
OG0000206	Prab.g_00092	Prai.g_00101
OG0000207	Prab.g_00093	Prai.g_00102
OG0000208	Prab.g_00094	Prai.g_00103
OG0000209	Prab.g_00095	Prai.g_00104
OG0000210	Prab.g_00097	Prai.g_00106
OG0000211	Prab.g_00098	Prai.g_00107
OG0000212	Prab.g_00099	Prai.g_00108
OG0000213	Prab.g_00100	Prai.g_00109
OG0000214	Prab.g_00102	Prai.g_00111
OG0000215	Prab.g_00103	Prai.g_00112
OG0000216	Prab.g_00105	Prai.g_00114
OG0000217	Prab.g_00106	Prai.g_00115
OG0000218	Prab.g_00107	Prai.g_00116
OG0000219	Prab.g_00108	Prai.g_00117
OG0000220	Prab.g_00111	Prai.g_00120
OG0000221	Prab.g_00113	Prai.g_00122
OG0000222	Prab.g_00114	Prai.g_00123
OG0000223	Prab.g_00115	Prai.g_00124
OG0000224	Prab.g_00117	Prai.g_00127
OG0000225	Prab.g_00119	Prai.g_00129
OG0000226	Prab.g_00120	Prai.g_00130
OG0000227	Prab.g_00121	Prai.g_00131
OG0000228	Prab.g_00122	Prai.g_00132
OG0000229	Prab.g_00123	Prai.g_00133
OG0000230	Prab.g_00124	Prai.g_00134
OG0000231	Prab.g_00126	Prai.g_00136
OG0000232	Prab.g_00127	Prai.g_00137
OG0000233	Prab.g_00130	Prai.g_00140
OG0000234	Prab.g_00132	Prai.g_00142
OG0000235	Prab.g_00136	Prai.g_00156
OG0000236	Prab.g_00137	Prai.g_00157
OG0000237	Prab.g_00138	Prai.g_00158
OG0000238	Prab.g_00139	Prai.g_00159
OG0000239	Prab.g_00140	Prai.g_00160
OG0000240	Prab.g_00142	Prai.g_00162
OG0000241	Prab.g_00143	Prai.g_00163
OG0000242	Prab.g_00144	Prai.g_00164
OG0000243	Prab.g_00145	Prai.g_00165
OG0000244	Prab.g_00146	Prai.g_00166
OG0000245	Prab.g_00147	Prai.g_00167
OG0000246	Prab.g_00149	Prai.g_00169
OG0000247	Prab.g_00150	Prai.g_00170
OG0000248	Prab.g_00151	Prai.g_00171
OG0000249	Prab.g_00152	Prai.g_00172
OG0000250	Prab.g_00153	Prai.g_00173
OG0000251	Prab.g_00154	Prai.g_00174
OG0000252	Prab.g_00155	Prai.g_00175
OG0000253	Prab.g_00156	Prai.g_00176
OG0000254	Prab.g_00158	Prai.g_00178
OG0000255	Prab.g_00159	Prai.g_00179
OG0000256	Prab.g_00162	Prai.g_00182
OG0000257	Prab.g_00164	Prai.g_00184
OG0000258	Prab.g_00165	Prai.g_00185
OG0000259	Prab.g_00166	Prai.g_00186
OG0000260	Prab.g_00167	Prai.g_00187
OG0000261	Prab.g_00168	Prai.g_00188
OG0000262	Prab.g_00169	Prai.g_00189
OG0000263	Prab.g_00170	Prai.g_00190
OG0000264	Prab.g_00172	Prai.g_00192
OG0000265	Prab.g_00173	Prai.g_00193
OG0000266	Prab.g_00174	Prai.g_00194
OG0000267	Prab.g_00176	Prai.g_00196
OG0000268	Prab.g_00177	Prai.g_00197
OG0000269	Prab.g_00178	Prai.g_00198
OG0000270	Prab.g_00179	Prai.g_00199
OG0000271	Prab.g_00180	Prai.g_00200
OG0000272	Prab.g_00181	Prai.g_00201
OG0000273	Prab.g_00182	Prai.g_00202
OG0000274	Prab.g_00183	Prai.g_00203
OG0000275	Prab.g_00184	Prai.g_00204
OG0000276	Prab.g_00185	Prai.g_00205
OG0000277	Prab.g_00186	Prai.g_00206
OG0000278	Prab.g_00187	Prai.g_00207
OG0000279	Prab.g_00188	Prai.g_00208
OG0000280	Prab.g_00189	Prai.g_00209
OG0000281	Prab.g_00191	Prai.g_00211
OG0000282	Prab.g_00192	Prai.g_00212
OG0000283	Prab.g_00195	Prai.g_00215
OG0000284	Prab.g_00196	Prai.g_00216
OG0000285	Prab.g_00197	Prai.g_00217
OG0000286	Prab.g_00199	Prai.g_00219
OG0000287	Prab.g_00200	Prai.g_00220
OG0000288	Prab.g_00201	Prai.g_00221
OG0000289	Prab.g_00202	Prai.g_00222
OG0000290	Prab.g_00203	Prai.g_00223
OG0000291	Prab.g_00204	Prai.g_00224
OG0000292	Prab.g_00205	Prai.g_00225
OG0000293	Prab.g_00206	Prai.g_00226
OG0000294	Prab.g_00207	Prai.g_00227
OG0000295	Prab.g_00208	Prai.g_00228
OG0000296	Prab.g_00209	Prai.g_00229
OG0000297	Prab.g_00210	Prai.g_00230
OG0000298	Prab.g_00211	Prai.g_00231
OG0000299	Prab.g_00212	Prai.g_00232
OG0000300	Prab.g_00213	Prai.g_00233
OG0000301	Prab.g_00214	Prai.g_00234
OG0000302	Prab.g_00215	Prai.g_00235
OG0000303	Prab.g_00216	Prai.g_00236
OG0000304	Prab.g_00217	Prai.g_00237
OG0000305	Prab.g_00218	Prai.g_00238
OG0000306	Prab.g_00219	Prai.g_00239
OG0000307	Prab.g_00220	Prai.g_00240
OG0000308	Prab.g_00221	Prai.g_00241
OG0000309	Prab.g_00222	Prai.g_00242
OG0000310	Prab.g_00223	Prai.g_00243
OG0000311	Prab.g_00224	Prai.g_00244
OG0000312	Prab.g_00226	Prai.g_00246
OG0000313	Prab.g_00227	Prai.g_00247
OG0000314	Prab.g_00229	Prai.g_00250
OG0000315	Prab.g_00230	Prai.g_00251
OG0000316	Prab.g_00232	Prai.g_00255
OG0000317	Prab.g_00234	Prai.g_00257
OG0000318	Prab.g_00235	Prai.g_00258
OG0000319	Prab.g_00236	Prai.g_00259
OG0000320	Prab.g_00237	Prai.g_00260
OG0000321	Prab.g_00240	Prai.g_00263
OG0000322	Prab.g_00243	Prai.g_00266
OG0000323	Prab.g_00244	Prai.g_00267
OG0000324	Prab.g_00247	Prai.g_00270
OG0000325	Prab.g_00248	Prai.g_00272
OG0000326	Prab.g_00249	Prai.g_00273
OG0000327	Prab.g_00251	Prai.g_00275
OG0000328	Prab.g_00252	Prai.g_00276
OG0000329	Prab.g_00253	Prai.g_00277
OG0000330	Prab.g_00254	Prai.g_00278
OG0000331	Prab.g_00255	Prai.g_00279
OG0000332	Prab.g_00256	Prai.g_00280
OG0000333	Prab.g_00257	Prai.g_00281
OG0000334	Prab.g_00258	Prai.g_00282
OG0000335	Prab.g_00259	Prai.g_00283
OG0000336	Prab.g_00260	Prai.g_00284
OG0000337	Prab.g_00263	Prai.g_00288
OG0000338	Prab.g_00264	Prai.g_00289
OG0000339	Prab.g_00265	Prai.g_00290
OG0000340	Prab.g_00266	Prai.g_00291
OG0000341	Prab.g_00270	Prai.g_00295
OG0000342	Prab.g_00271	Prai.g_00296
OG0000343	Prab.g_00273	Prai.g_00298
OG0000344	Prab.g_00274	Prai.g_00299
OG0000345	Prab.g_00275	Prai.g_00300
OG0000346	Prab.g_00276	Prai.g_00301
OG0000347	Prab.g_00277	Prai.g_00302
OG0000348	Prab.g_00278	Prai.g_00303
OG0000349	Prab.g_00279	Prai.g_00304
OG0000350	Prab.g_00280	Prai.g_00305
OG0000351	Prab.g_00283	Prai.g_00308
OG0000352	Prab.g_00286	Prai.g_00311
OG0000353	Prab.g_00287	Prai.g_00312
OG0000354	Prab.g_00288	Prai.g_00313
OG0000355	Prab.g_00289	Prai.g_00314
OG0000356	Prab.g_00290	Prai.g_00315
OG0000357	Prab.g_00291	Prai.g_00316
OG0000358	Prab.g_00292	Prai.g_00317
OG0000359	Prab.g_00293	Prai.g_00318
OG0000360	Prab.g_00296	Prai.g_00321
OG0000361	Prab.g_00297	Prai.g_00322
OG0000362	Prab.g_00298	Prai.g_00323
OG0000363	Prab.g_00299	Prai.g_00324
OG0000364	Prab.g_00300	Prai.g_00325
OG0000365	Prab.g_00301	Prai.g_00326
OG0000366	Prab.g_00302	Prai.g_00327
OG0000367	Prab.g_00303	Prai.g_00328
OG0000368	Prab.g_00304	Prai.g_00329
OG0000369	Prab.g_00305	Prai.g_00330
OG0000370	Prab.g_00306	Prai.g_00331
OG0000371	Prab.g_00307	Prai.g_00332
OG0000372	Prab.g_00309	Prai.g_00334
OG0000373	Prab.g_00311	Prai.g_00336
OG0000374	Prab.g_00312	Prai.g_00337
OG0000375	Prab.g_00313	Prai.g_00338
OG0000376	Prab.g_00315	Prai.g_00340
OG0000377	Prab.g_00316	Prai.g_00341
OG0000378	Prab.g_00317	Prai.g_00342
OG0000379	Prab.g_00322	Prai.g_00347
OG0000380	Prab.g_00323	Prai.g_00348
OG0000381	Prab.g_00324	Prai.g_00349
OG0000382	Prab.g_00325	Prai.g_00351
OG0000383	Prab.g_00328	Prai.g_00354
OG0000384	Prab.g_00329	Prai.g_00355
OG0000385	Prab.g_00332	Prai.g_00357
OG0000386	Prab.g_00333	Prai.g_00358
OG0000387	Prab.g_00334	Prai.g_00359
OG0000388	Prab.g_00335	Prai.g_00360
OG0000389	Prab.g_00336	Prai.g_00361
OG0000390	Prab.g_00337	Prai.g_00362
OG0000391	Prab.g_00338	Prai.g_00363
OG0000392	Prab.g_00339	Prai.g_00364
OG0000393	Prab.g_00342	Prai.g_00367
OG0000394	Prab.g_00343	Prai.g_00368
OG0000395	Prab.g_00345	Prai.g_00370
OG0000396	Prab.g_00347	Prai.g_00372
OG0000397	Prab.g_00360	Prai.g_00384
OG0000398	Prab.g_00367	Prai.g_00390
OG0000399	Prab.g_00368	Prai.g_00392
OG0000400	Prab.g_00375	Prai.g_00397
OG0000401	Prab.g_00434	Prai.g_00462
OG0000402	Prab.g_00435	Prai.g_00463
OG0000403	Prab.g_00436	Prai.g_00464
OG0000404	Prab.g_00438	Prai.g_00466
OG0000405	Prab.g_00439	Prai.g_00467
OG0000406	Prab.g_00441	Prai.g_00469
OG0000407	Prab.g_00442	Prai.g_00470
OG0000408	Prab.g_00443	Prai.g_00471
OG0000409	Prab.g_00444	Prai.g_00472
OG0000410	Prab.g_00445	Prai.g_00473
OG0000411	Prab.g_00446	Prai.g_00474
OG0000412	Prab.g_00447	Prai.g_00475
OG0000413	Prab.g_00448	Prai.g_00476
OG0000414	Prab.g_00449	Prai.g_00477
OG0000415	Prab.g_00450	Prai.g_00478
OG0000416	Prab.g_00454	Prai.g_00479
OG0000417	Prab.g_00455	Prai.g_00480
OG0000418	Prab.g_00456	Prai.g_00481
OG0000419	Prab.g_00457	Prai.g_00482
OG0000420	Prab.g_00458	Prai.g_00483
OG0000421	Prab.g_00459	Prai.g_00484
OG0000422	Prab.g_00460	Prai.g_00486
OG0000423	Prab.g_00461	Prai.g_00487
OG0000424	Prab.g_00463	Prai.g_00489
OG0000425	Prab.g_00466	Prai.g_00492
OG0000426	Prab.g_00467	Prai.g_00493
OG0000427	Prab.g_00468	Prai.g_00494
OG0000428	Prab.g_00469	Prai.g_00495
OG0000429	Prab.g_00470	Prai.g_00496
OG0000430	Prab.g_00475	Prai.g_00501
OG0000431	Prab.g_00477	Prai.g_00503
OG0000432	Prab.g_00478	Prai.g_00504
OG0000433	Prab.g_00481	Prai.g_00507
OG0000434	Prab.g_00482	Prai.g_00508
OG0000435	Prab.g_00483	Prai.g_00509
OG0000436	Prab.g_00485	Prai.g_00511
OG0000437	Prab.g_00487	Prai.g_00513
OG0000438	Prab.g_00488	Prai.g_00514
OG0000439	Prab.g_00489	Prai.g_00515
OG0000440	Prab.g_00491	Prai.g_00517
OG0000441	Prab.g_00492	Prai.g_00518
OG0000442	Prab.g_00493	Prai.g_00519
OG0000443	Prab.g_00494	Prai.g_00520
OG0000444	Prab.g_00495	Prai.g_00521
OG0000445	Prab.g_00496	Prai.g_00522
OG0000446	Prab.g_00497	Prai.g_00523
OG0000447	Prab.g_00498	Prai.g_00524
OG0000448	Prab.g_00499	Prai.g_00525
OG0000449	Prab.g_00504	Prai.g_00530
OG0000450	Prab.g_00505	Prai.g_00531
OG0000451	Prab.g_00506	Prai.g_00532
OG0000452	Prab.g_00507	Prai.g_00533
OG0000453	Prab.g_00509	Prai.g_00535
OG0000454	Prab.g_00510	Prai.g_00536
OG0000455	Prab.g_00511	Prai.g_00537
OG0000456	Prab.g_00512	Prai.g_00538
OG0000457	Prab.g_00514	Prai.g_00540
OG0000458	Prab.g_00516	Prai.g_00542
OG0000459	Prab.g_00517	Prai.g_00543
OG0000460	Prab.g_00519	Prai.g_00544
OG0000461	Prab.g_00520	Prai.g_00545
OG0000462	Prab.g_00521	Prai.g_00546
OG0000463	Prab.g_00522	Prai.g_00547
OG0000464	Prab.g_00527	Prai.g_00552
OG0000465	Prab.g_00529	Prai.g_00553
OG0000466	Prab.g_00530	Prai.g_00554
OG0000467	Prab.g_00531	Prai.g_00555
OG0000468	Prab.g_00532	Prai.g_00556
OG0000469	Prab.g_00533	Prai.g_00557
OG0000470	Prab.g_00534	Prai.g_00558
OG0000471	Prab.g_00535	Prai.g_00559
OG0000472	Prab.g_00538	Prai.g_00562
OG0000473	Prab.g_00539	Prai.g_00563
OG0000474	Prab.g_00540	Prai.g_00564
OG0000475	Prab.g_00541	Prai.g_00565
OG0000476	Prab.g_00542	Prai.g_00566
OG0000477	Prab.g_00544	Prai.g_00568
OG0000478	Prab.g_00545	Prai.g_00569
OG0000479	Prab.g_00546	Prai.g_00570
OG0000480	Prab.g_00548	Prai.g_00572
OG0000481	Prab.g_00549	Prai.g_00573
OG0000482	Prab.g_00550	Prai.g_00574
OG0000483	Prab.g_00551	Prai.g_00575
OG0000484	Prab.g_00552	Prai.g_00576
OG0000485	Prab.g_00553	Prai.g_00577
OG0000486	Prab.g_00554	Prai.g_00578
OG0000487	Prab.g_00555	Prai.g_00579
OG0000488	Prab.g_00557	Prai.g_00581
OG0000489	Prab.g_00558	Prai.g_00582
OG0000490	Prab.g_00559	Prai.g_00583
OG0000491	Prab.g_00560	Prai.g_00584
OG0000492	Prab.g_00561	Prai.g_00585
OG0000493	Prab.g_00562	Prai.g_00586
OG0000494	Prab.g_00564	Prai.g_00588
OG0000495	Prab.g_00565	Prai.g_00589
OG0000496	Prab.g_00566	Prai.g_00590
OG0000497	Prab.g_00568	Prai.g_00592
OG0000498	Prab.g_00569	Prai.g_00593
OG0000499	Prab.g_00571	Prai.g_00595
OG0000500	Prab.g_00572	Prai.g_00596
OG0000501	Prab.g_00574	Prai.g_00598
OG0000502	Prab.g_00575	Prai.g_00599
OG0000503	Prab.g_00576	Prai.g_00600
OG0000504	Prab.g_00577	Prai.g_00601
OG0000505	Prab.g_00578	Prai.g_00602
OG0000506	Prab.g_00579	Prai.g_00603
OG0000507	Prab.g_00580	Prai.g_00604
OG0000508	Prab.g_00582	Prai.g_00606
OG0000509	Prab.g_00583	Prai.g_00607
OG0000510	Prab.g_00584	Prai.g_00608
OG0000511	Prab.g_00585	Prai.g_00609
OG0000512	Prab.g_00586	Prai.g_00610
OG0000513	Prab.g_00587	Prai.g_00611
OG0000514	Prab.g_00588	Prai.g_00612
OG0000515	Prab.g_00590	Prai.g_00614
OG0000516	Prab.g_00591	Prai.g_00615
OG0000517	Prab.g_00592	Prai.g_00616
OG0000518	Prab.g_00595	Prai.g_00619
OG0000519	Prab.g_00596	Prai.g_00620
OG0000520	Prab.g_00597	Prai.g_00621
OG0000521	Prab.g_00598	Prai.g_00622
OG0000522	Prab.g_00599	Prai.g_00623
OG0000523	Prab.g_00600	Prai.g_00624
OG0000524	Prab.g_00601	Prai.g_00625
OG0000525	Prab.g_00603	Prai.g_00627
OG0000526	Prab.g_00604	Prai.g_00628
OG0000527	Prab.g_00605	Prai.g_00629
OG0000528	Prab.g_00606	Prai.g_00630
OG0000529	Prab.g_00607	Prai.g_00631
OG0000530	Prab.g_00608	Prai.g_00632
OG0000531	Prab.g_00609	Prai.g_00633
OG0000532	Prab.g_00610	Prai.g_00634
OG0000533	Prab.g_00611	Prai.g_00635
OG0000534	Prab.g_00612	Prai.g_00636
OG0000535	Prab.g_00613	Prai.g_00637
OG0000536	Prab.g_00614	Prai.g_00638
OG0000537	Prab.g_00615	Prai.g_00639
OG0000538	Prab.g_00616	Prai.g_00640
OG0000539	Prab.g_00617	Prai.g_00641
OG0000540	Prab.g_00618	Prai.g_00642
OG0000541	Prab.g_00619	Prai.g_00643
OG0000542	Prab.g_00620	Prai.g_00644
OG0000543	Prab.g_00621	Prai.g_00645
OG0000544	Prab.g_00622	Prai.g_00646
OG0000545	Prab.g_00625	Prai.g_00650
OG0000546	Prab.g_00626	Prai.g_00651
OG0000547	Prab.g_00629	Prai.g_00653
OG0000548	Prab.g_00630	Prai.g_00654
OG0000549	Prab.g_00631	Prai.g_00655
OG0000550	Prab.g_00632	Prai.g_00656
OG0000551	Prab.g_00633	Prai.g_00657
OG0000552	Prab.g_00634	Prai.g_00658
OG0000553	Prab.g_00635	Prai.g_00659
OG0000554	Prab.g_00636	Prai.g_00660
OG0000555	Prab.g_00637	Prai.g_00661
OG0000556	Prab.g_00638	Prai.g_00662
OG0000557	Prab.g_00639	Prai.g_00663
OG0000558	Prab.g_00640	Prai.g_00664
OG0000559	Prab.g_00641	Prai.g_00665
OG0000560	Prab.g_00643	Prai.g_00667
OG0000561	Prab.g_00644	Prai.g_00668
OG0000562	Prab.g_00645	Prai.g_00669
OG0000563	Prab.g_00646	Prai.g_00670
OG0000564	Prab.g_00647	Prai.g_00671
OG0000565	Prab.g_00648	Prai.g_00672
