Orthogroup	Prab	Prae
OG0000177	Prab.g_00050	Prae.g_00053
OG0000178	Prab.g_00051	Prae.g_00054
OG0000179	Prab.g_00056	Prae.g_00064
OG0000180	Prab.g_00057	Prae.g_00065
OG0000181	Prab.g_00058	Prae.g_00066
OG0000182	Prab.g_00061	Prae.g_00069
OG0000183	Prab.g_00062	Prae.g_00070
OG0000184	Prab.g_00065	Prae.g_00073
OG0000185	Prab.g_00069	Prae.g_00077
OG0000186	Prab.g_00070	Prae.g_00078
OG0000187	Prab.g_00071	Prae.g_00079
OG0000188	Prab.g_00072	Prae.g_00080
OG0000189	Prab.g_00073	Prae.g_00081
OG0000190	Prab.g_00074	Prae.g_00082
OG0000191	Prab.g_00075	Prae.g_00083
OG0000192	Prab.g_00076	Prae.g_00084
OG0000193	Prab.g_00077	Prae.g_00085
OG0000194	Prab.g_00078	Prae.g_00086
OG0000195	Prab.g_00080	Prae.g_00088
OG0000196	Prab.g_00081	Prae.g_00089
OG0000197	Prab.g_00082	Prae.g_00090
OG0000198	Prab.g_00083	Prae.g_00091
OG0000199	Prab.g_00085	Prae.g_00094
OG0000200	Prab.g_00086	Prae.g_00095
OG0000201	Prab.g_00087	Prae.g_00096
OG0000202	Prab.g_00088	Prae.g_00097
OG0000203	Prab.g_00089	Prae.g_00098
OG0000204	Prab.g_00090	Prae.g_00099
OG0000205	Prab.g_00091	Prae.g_00100
OG0000206	Prab.g_00092	Prae.g_00101
OG0000207	Prab.g_00093	Prae.g_00102
OG0000208	Prab.g_00094	Prae.g_00103
OG0000209	Prab.g_00095	Prae.g_00104
OG0000210	Prab.g_00097	Prae.g_00105
OG0000211	Prab.g_00098	Prae.g_00106
OG0000212	Prab.g_00099	Prae.g_00107
OG0000213	Prab.g_00100	Prae.g_00108
OG0000214	Prab.g_00102	Prae.g_00110
OG0000215	Prab.g_00103	Prae.g_00111
OG0000216	Prab.g_00105	Prae.g_00113
OG0000217	Prab.g_00106	Prae.g_00115
OG0000218	Prab.g_00107	Prae.g_00116
OG0000219	Prab.g_00108	Prae.g_00117
OG0000220	Prab.g_00111	Prae.g_00120
OG0000221	Prab.g_00113	Prae.g_00122
OG0000222	Prab.g_00114	Prae.g_00123
OG0000223	Prab.g_00115	Prae.g_00124
OG0000224	Prab.g_00117	Prae.g_00127
OG0000225	Prab.g_00119	Prae.g_00129
OG0000226	Prab.g_00120	Prae.g_00130
OG0000227	Prab.g_00121	Prae.g_00131
OG0000228	Prab.g_00122	Prae.g_00132
OG0000229	Prab.g_00123	Prae.g_00133
OG0000230	Prab.g_00124	Prae.g_00134
OG0000231	Prab.g_00126	Prae.g_00136
OG0000232	Prab.g_00127	Prae.g_00137
OG0000233	Prab.g_00130	Prae.g_00140
OG0000234	Prab.g_00132	Prae.g_00142
OG0000235	Prab.g_00136	Prae.g_00148
OG0000236	Prab.g_00137	Prae.g_00149
OG0000237	Prab.g_00138	Prae.g_00150
OG0000238	Prab.g_00139	Prae.g_00151
OG0000239	Prab.g_00140	Prae.g_00152
OG0000240	Prab.g_00142	Prae.g_00154
OG0000241	Prab.g_00143	Prae.g_00155
OG0000242	Prab.g_00144	Prae.g_00156
OG0000243	Prab.g_00145	Prae.g_00157
OG0000244	Prab.g_00146	Prae.g_00158
OG0000245	Prab.g_00147	Prae.g_00159
OG0000246	Prab.g_00149	Prae.g_00161
OG0000247	Prab.g_00150	Prae.g_00162
OG0000248	Prab.g_00151	Prae.g_00163
OG0000249	Prab.g_00152	Prae.g_00164
OG0000250	Prab.g_00153	Prae.g_00165
OG0000251	Prab.g_00154	Prae.g_00166
OG0000252	Prab.g_00155	Prae.g_00167
OG0000253	Prab.g_00156	Prae.g_00168
OG0000254	Prab.g_00158	Prae.g_00170
OG0000255	Prab.g_00159	Prae.g_00171
OG0000256	Prab.g_00162	Prae.g_00174
OG0000257	Prab.g_00164	Prae.g_00176
OG0000258	Prab.g_00165	Prae.g_00177
OG0000259	Prab.g_00166	Prae.g_00178
OG0000260	Prab.g_00167	Prae.g_00179
OG0000261	Prab.g_00168	Prae.g_00180
OG0000262	Prab.g_00169	Prae.g_00181
OG0000263	Prab.g_00170	Prae.g_00182
OG0000264	Prab.g_00172	Prae.g_00184
OG0000265	Prab.g_00173	Prae.g_00185
OG0000266	Prab.g_00174	Prae.g_00186
OG0000267	Prab.g_00176	Prae.g_00188
OG0000268	Prab.g_00177	Prae.g_00189
OG0000269	Prab.g_00178	Prae.g_00190
OG0000270	Prab.g_00179	Prae.g_00191
OG0000271	Prab.g_00180	Prae.g_00192
OG0000272	Prab.g_00181	Prae.g_00193
OG0000273	Prab.g_00182	Prae.g_00194
OG0000274	Prab.g_00183	Prae.g_00195
OG0000275	Prab.g_00184	Prae.g_00196
OG0000276	Prab.g_00185	Prae.g_00197
OG0000277	Prab.g_00186	Prae.g_00198
OG0000278	Prab.g_00187	Prae.g_00199
OG0000279	Prab.g_00188	Prae.g_00200
OG0000280	Prab.g_00189	Prae.g_00201
OG0000281	Prab.g_00191	Prae.g_00203
OG0000282	Prab.g_00192	Prae.g_00204
OG0000283	Prab.g_00195	Prae.g_00207
OG0000284	Prab.g_00196	Prae.g_00208
OG0000285	Prab.g_00197	Prae.g_00209
OG0000286	Prab.g_00199	Prae.g_00211
OG0000287	Prab.g_00200	Prae.g_00212
OG0000288	Prab.g_00201	Prae.g_00213
OG0000289	Prab.g_00202	Prae.g_00214
OG0000290	Prab.g_00203	Prae.g_00215
OG0000291	Prab.g_00204	Prae.g_00216
OG0000292	Prab.g_00205	Prae.g_00217
OG0000293	Prab.g_00206	Prae.g_00218
OG0000294	Prab.g_00207	Prae.g_00219
OG0000295	Prab.g_00208	Prae.g_00220
OG0000296	Prab.g_00209	Prae.g_00221
OG0000297	Prab.g_00210	Prae.g_00222
OG0000298	Prab.g_00211	Prae.g_00223
OG0000299	Prab.g_00212	Prae.g_00224
OG0000300	Prab.g_00213	Prae.g_00225
OG0000301	Prab.g_00214	Prae.g_00226
OG0000302	Prab.g_00215	Prae.g_00227
OG0000303	Prab.g_00216	Prae.g_00228
OG0000304	Prab.g_00217	Prae.g_00229
OG0000305	Prab.g_00218	Prae.g_00230
OG0000306	Prab.g_00219	Prae.g_00231
OG0000307	Prab.g_00220	Prae.g_00232
OG0000308	Prab.g_00221	Prae.g_00233
OG0000309	Prab.g_00222	Prae.g_00234
OG0000310	Prab.g_00223	Prae.g_00235
OG0000311	Prab.g_00224	Prae.g_00236
OG0000312	Prab.g_00226	Prae.g_00238
OG0000313	Prab.g_00227	Prae.g_00239
OG0000314	Prab.g_00229	Prae.g_00242
OG0000315	Prab.g_00230	Prae.g_00243
OG0000316	Prab.g_00232	Prae.g_00245
OG0000317	Prab.g_00234	Prae.g_00247
OG0000318	Prab.g_00235	Prae.g_00248
OG0000319	Prab.g_00236	Prae.g_00249
OG0000320	Prab.g_00237	Prae.g_00250
OG0000321	Prab.g_00240	Prae.g_00253
OG0000322	Prab.g_00243	Prae.g_00256
OG0000323	Prab.g_00244	Prae.g_00257
OG0000324	Prab.g_00247	Prae.g_00260
OG0000325	Prab.g_00248	Prae.g_00262
OG0000326	Prab.g_00249	Prae.g_00263
OG0000327	Prab.g_00251	Prae.g_00265
OG0000328	Prab.g_00252	Prae.g_00266
OG0000329	Prab.g_00253	Prae.g_00267
OG0000330	Prab.g_00254	Prae.g_00268
OG0000331	Prab.g_00255	Prae.g_00269
OG0000332	Prab.g_00256	Prae.g_00270
OG0000333	Prab.g_00257	Prae.g_00271
OG0000334	Prab.g_00258	Prae.g_00272
OG0000335	Prab.g_00259	Prae.g_00273
OG0000336	Prab.g_00260	Prae.g_00274
OG0000337	Prab.g_00263	Prae.g_00276
OG0000338	Prab.g_00264	Prae.g_00277
OG0000339	Prab.g_00265	Prae.g_00278
OG0000340	Prab.g_00266	Prae.g_00279
OG0000341	Prab.g_00270	Prae.g_00283
OG0000342	Prab.g_00271	Prae.g_00284
OG0000343	Prab.g_00273	Prae.g_00286
OG0000344	Prab.g_00274	Prae.g_00287
OG0000345	Prab.g_00275	Prae.g_00288
OG0000346	Prab.g_00276	Prae.g_00289
OG0000347	Prab.g_00277	Prae.g_00290
OG0000348	Prab.g_00278	Prae.g_00291
OG0000349	Prab.g_00279	Prae.g_00292
OG0000350	Prab.g_00280	Prae.g_00293
OG0000351	Prab.g_00283	Prae.g_00296
OG0000352	Prab.g_00286	Prae.g_00299
OG0000353	Prab.g_00287	Prae.g_00300
OG0000354	Prab.g_00288	Prae.g_00301
OG0000355	Prab.g_00289	Prae.g_00302
OG0000356	Prab.g_00290	Prae.g_00303
OG0000357	Prab.g_00291	Prae.g_00304
OG0000358	Prab.g_00292	Prae.g_00305
OG0000359	Prab.g_00293	Prae.g_00306
OG0000360	Prab.g_00296	Prae.g_00309
OG0000361	Prab.g_00297	Prae.g_00310
OG0000362	Prab.g_00298	Prae.g_00311
OG0000363	Prab.g_00299	Prae.g_00312
OG0000364	Prab.g_00300	Prae.g_00313
OG0000365	Prab.g_00301	Prae.g_00314
OG0000366	Prab.g_00302	Prae.g_00315
OG0000367	Prab.g_00303	Prae.g_00316
OG0000368	Prab.g_00304	Prae.g_00317
OG0000369	Prab.g_00305	Prae.g_00318
OG0000370	Prab.g_00306	Prae.g_00319
OG0000371	Prab.g_00307	Prae.g_00320
OG0000372	Prab.g_00309	Prae.g_00322
OG0000373	Prab.g_00311	Prae.g_00324
OG0000374	Prab.g_00312	Prae.g_00325
OG0000375	Prab.g_00313	Prae.g_00326
OG0000376	Prab.g_00315	Prae.g_00328
OG0000377	Prab.g_00316	Prae.g_00329
OG0000378	Prab.g_00317	Prae.g_00330
OG0000379	Prab.g_00322	Prae.g_00335
OG0000380	Prab.g_00323	Prae.g_00336
OG0000381	Prab.g_00324	Prae.g_00337
OG0000382	Prab.g_00325	Prae.g_00338
OG0000383	Prab.g_00328	Prae.g_00341
OG0000384	Prab.g_00329	Prae.g_00342
OG0000385	Prab.g_00332	Prae.g_00344
OG0000386	Prab.g_00333	Prae.g_00345
OG0000387	Prab.g_00334	Prae.g_00346
OG0000388	Prab.g_00335	Prae.g_00347
OG0000389	Prab.g_00336	Prae.g_00348
OG0000390	Prab.g_00337	Prae.g_00349
OG0000391	Prab.g_00338	Prae.g_00350
OG0000392	Prab.g_00339	Prae.g_00351
OG0000393	Prab.g_00342	Prae.g_00354
OG0000394	Prab.g_00343	Prae.g_00355
OG0000395	Prab.g_00345	Prae.g_00357
OG0000396	Prab.g_00347	Prae.g_00358
OG0000397	Prab.g_00360	Prae.g_00371
OG0000398	Prab.g_00367	Prae.g_00379
OG0000399	Prab.g_00368	Prae.g_00380
OG0000400	Prab.g_00375	Prae.g_00385
OG0000401	Prab.g_00434	Prae.g_00405
OG0000402	Prab.g_00435	Prae.g_00406
OG0000403	Prab.g_00436	Prae.g_00407
OG0000404	Prab.g_00438	Prae.g_00409
OG0000405	Prab.g_00439	Prae.g_00410
OG0000406	Prab.g_00441	Prae.g_00412
OG0000407	Prab.g_00442	Prae.g_00413
OG0000408	Prab.g_00443	Prae.g_00414
OG0000409	Prab.g_00444	Prae.g_00415
OG0000410	Prab.g_00445	Prae.g_00416
OG0000411	Prab.g_00446	Prae.g_00417
OG0000412	Prab.g_00447	Prae.g_00418
OG0000413	Prab.g_00448	Prae.g_00419
OG0000414	Prab.g_00449	Prae.g_00420
OG0000415	Prab.g_00450	Prae.g_00421
OG0000416	Prab.g_00454	Prae.g_00422
OG0000417	Prab.g_00455	Prae.g_00423
OG0000418	Prab.g_00456	Prae.g_00424
OG0000419	Prab.g_00457	Prae.g_00425
OG0000420	Prab.g_00458	Prae.g_00426
OG0000421	Prab.g_00459	Prae.g_00427
OG0000422	Prab.g_00460	Prae.g_00429
OG0000423	Prab.g_00461	Prae.g_00430
OG0000424	Prab.g_00463	Prae.g_00432
OG0000425	Prab.g_00466	Prae.g_00435
OG0000426	Prab.g_00467	Prae.g_00436
OG0000427	Prab.g_00468	Prae.g_00437
OG0000428	Prab.g_00469	Prae.g_00438
OG0000429	Prab.g_00470	Prae.g_00439
OG0000430	Prab.g_00475	Prae.g_00445
OG0000431	Prab.g_00477	Prae.g_00447
OG0000432	Prab.g_00478	Prae.g_00448
OG0000433	Prab.g_00481	Prae.g_00451
OG0000434	Prab.g_00482	Prae.g_00452
OG0000435	Prab.g_00483	Prae.g_00453
OG0000436	Prab.g_00485	Prae.g_00455
OG0000437	Prab.g_00487	Prae.g_00457
OG0000438	Prab.g_00488	Prae.g_00458
OG0000439	Prab.g_00489	Prae.g_00459
OG0000440	Prab.g_00491	Prae.g_00461
OG0000441	Prab.g_00492	Prae.g_00462
OG0000442	Prab.g_00493	Prae.g_00463
OG0000443	Prab.g_00494	Prae.g_00464
OG0000444	Prab.g_00495	Prae.g_00465
OG0000445	Prab.g_00496	Prae.g_00466
OG0000446	Prab.g_00497	Prae.g_00467
OG0000447	Prab.g_00498	Prae.g_00468
OG0000448	Prab.g_00499	Prae.g_00469
OG0000449	Prab.g_00504	Prae.g_00474
OG0000450	Prab.g_00505	Prae.g_00475
OG0000451	Prab.g_00506	Prae.g_00476
OG0000452	Prab.g_00507	Prae.g_00477
OG0000453	Prab.g_00509	Prae.g_00479
OG0000454	Prab.g_00510	Prae.g_00480
OG0000455	Prab.g_00511	Prae.g_00481
OG0000456	Prab.g_00512	Prae.g_00482
OG0000457	Prab.g_00514	Prae.g_00484
OG0000458	Prab.g_00516	Prae.g_00486
OG0000459	Prab.g_00517	Prae.g_00487
OG0000460	Prab.g_00519	Prae.g_00489
OG0000461	Prab.g_00520	Prae.g_00490
OG0000462	Prab.g_00521	Prae.g_00491
OG0000463	Prab.g_00522	Prae.g_00492
OG0000464	Prab.g_00527	Prae.g_00497
OG0000465	Prab.g_00529	Prae.g_00499
OG0000466	Prab.g_00530	Prae.g_00500
OG0000467	Prab.g_00531	Prae.g_00501
OG0000468	Prab.g_00532	Prae.g_00502
OG0000469	Prab.g_00533	Prae.g_00503
OG0000470	Prab.g_00534	Prae.g_00504
OG0000471	Prab.g_00535	Prae.g_00505
OG0000472	Prab.g_00538	Prae.g_00509
OG0000473	Prab.g_00539	Prae.g_00510
OG0000474	Prab.g_00540	Prae.g_00511
OG0000475	Prab.g_00541	Prae.g_00512
OG0000476	Prab.g_00542	Prae.g_00513
OG0000477	Prab.g_00544	Prae.g_00515
OG0000478	Prab.g_00545	Prae.g_00516
OG0000479	Prab.g_00546	Prae.g_00517
OG0000480	Prab.g_00548	Prae.g_00519
OG0000481	Prab.g_00549	Prae.g_00520
OG0000482	Prab.g_00550	Prae.g_00521
OG0000483	Prab.g_00551	Prae.g_00522
OG0000484	Prab.g_00552	Prae.g_00523
OG0000485	Prab.g_00553	Prae.g_00524
OG0000486	Prab.g_00554	Prae.g_00525
OG0000487	Prab.g_00555	Prae.g_00526
OG0000488	Prab.g_00557	Prae.g_00528
OG0000489	Prab.g_00558	Prae.g_00529
OG0000490	Prab.g_00559	Prae.g_00530
OG0000491	Prab.g_00560	Prae.g_00531
OG0000492	Prab.g_00561	Prae.g_00532
OG0000493	Prab.g_00562	Prae.g_00533
OG0000494	Prab.g_00564	Prae.g_00535
OG0000495	Prab.g_00565	Prae.g_00536
OG0000496	Prab.g_00566	Prae.g_00537
OG0000497	Prab.g_00568	Prae.g_00538
OG0000498	Prab.g_00569	Prae.g_00539
OG0000499	Prab.g_00571	Prae.g_00541
OG0000500	Prab.g_00572	Prae.g_00542
OG0000501	Prab.g_00574	Prae.g_00544
OG0000502	Prab.g_00575	Prae.g_00545
OG0000503	Prab.g_00576	Prae.g_00546
OG0000504	Prab.g_00577	Prae.g_00547
OG0000505	Prab.g_00578	Prae.g_00548
OG0000506	Prab.g_00579	Prae.g_00549
OG0000507	Prab.g_00580	Prae.g_00550
OG0000508	Prab.g_00582	Prae.g_00552
OG0000509	Prab.g_00583	Prae.g_00553
OG0000510	Prab.g_00584	Prae.g_00554
OG0000511	Prab.g_00585	Prae.g_00555
OG0000512	Prab.g_00586	Prae.g_00556
OG0000513	Prab.g_00587	Prae.g_00557
OG0000514	Prab.g_00588	Prae.g_00558
OG0000515	Prab.g_00590	Prae.g_00560
OG0000516	Prab.g_00591	Prae.g_00561
OG0000517	Prab.g_00592	Prae.g_00562
OG0000518	Prab.g_00595	Prae.g_00565
OG0000519	Prab.g_00596	Prae.g_00566
OG0000520	Prab.g_00597	Prae.g_00567
OG0000521	Prab.g_00598	Prae.g_00568
OG0000522	Prab.g_00599	Prae.g_00569
OG0000523	Prab.g_00600	Prae.g_00570
OG0000524	Prab.g_00601	Prae.g_00571
OG0000525	Prab.g_00603	Prae.g_00573
OG0000526	Prab.g_00604	Prae.g_00574
OG0000527	Prab.g_00605	Prae.g_00575
OG0000528	Prab.g_00606	Prae.g_00576
OG0000529	Prab.g_00607	Prae.g_00577
OG0000530	Prab.g_00608	Prae.g_00578
OG0000531	Prab.g_00609	Prae.g_00579
OG0000532	Prab.g_00610	Prae.g_00580
OG0000533	Prab.g_00611	Prae.g_00581
OG0000534	Prab.g_00612	Prae.g_00582
OG0000535	Prab.g_00613	Prae.g_00583
OG0000536	Prab.g_00614	Prae.g_00584
OG0000537	Prab.g_00615	Prae.g_00585
OG0000538	Prab.g_00616	Prae.g_00586
OG0000539	Prab.g_00617	Prae.g_00587
OG0000540	Prab.g_00618	Prae.g_00588
OG0000541	Prab.g_00619	Prae.g_00589
OG0000542	Prab.g_00620	Prae.g_00590
OG0000543	Prab.g_00621	Prae.g_00591
OG0000544	Prab.g_00622	Prae.g_00592
OG0000545	Prab.g_00625	Prae.g_00595
OG0000546	Prab.g_00626	Prae.g_00596
OG0000547	Prab.g_00629	Prae.g_00598
OG0000548	Prab.g_00630	Prae.g_00599
OG0000549	Prab.g_00631	Prae.g_00600
OG0000550	Prab.g_00632	Prae.g_00601
OG0000551	Prab.g_00633	Prae.g_00602
OG0000552	Prab.g_00634	Prae.g_00603
OG0000553	Prab.g_00635	Prae.g_00604
OG0000554	Prab.g_00636	Prae.g_00605
OG0000555	Prab.g_00637	Prae.g_00606
OG0000556	Prab.g_00638	Prae.g_00607
OG0000557	Prab.g_00639	Prae.g_00608
OG0000558	Prab.g_00640	Prae.g_00609
OG0000559	Prab.g_00641	Prae.g_00610
OG0000560	Prab.g_00643	Prae.g_00612
OG0000561	Prab.g_00644	Prae.g_00613
OG0000562	Prab.g_00645	Prae.g_00614
OG0000563	Prab.g_00646	Prae.g_00615
OG0000564	Prab.g_00647	Prae.g_00616
OG0000565	Prab.g_00648	Prae.g_00617
OG0000566	Prab.g_00649	Prae.g_00618
OG0000567	Prab.g_00650	Prae.g_00619
OG0000568	Prab.g_00651	Prae.g_00620
OG0000569	Prab.g_00652	Prae.g_00621
OG0000570	Prab.g_00653	Prae.g_00622
OG0000571	Prab.g_00654	Prae.g_00623
OG0000572	Prab.g_00655	Prae.g_00624
OG0000573	Prab.g_00658	Prae.g_00627
OG0000574	Prab.g_00659	Prae.g_00628
OG0000575	Prab.g_00660	Prae.g_00629
OG0000576	Prab.g_00661	Prae.g_00630
OG0000577	Prab.g_00662	Prae.g_00631
OG0000578	Prab.g_00663	Prae.g_00632
