Orthogroup	Prbe	Prac
OG0000255	Prbe.g_01716	Prac.g_01762
OG0000256	Prbe.g_01719	Prac.g_01759
OG0000257	Prbe.g_01721	Prac.g_01757
OG0000258	Prbe.g_01722	Prac.g_01756
OG0000259	Prbe.g_01723	Prac.g_01755
OG0000260	Prbe.g_01724	Prac.g_01754
OG0000261	Prbe.g_01725	Prac.g_01753
OG0000262	Prbe.g_01726	Prac.g_01752
OG0000263	Prbe.g_01727	Prac.g_01751
OG0000264	Prbe.g_01729	Prac.g_01749
OG0000265	Prbe.g_01730	Prac.g_01748
OG0000266	Prbe.g_01731	Prac.g_01747
OG0000267	Prbe.g_01733	Prac.g_01745
OG0000268	Prbe.g_01735	Prac.g_01744
OG0000269	Prbe.g_01736	Prac.g_01743
OG0000270	Prbe.g_01737	Prac.g_01742
OG0000271	Prbe.g_01738	Prac.g_01741
OG0000272	Prbe.g_01739	Prac.g_01740
OG0000273	Prbe.g_01740	Prac.g_01739
OG0000274	Prbe.g_01741	Prac.g_01738
OG0000275	Prbe.g_01742	Prac.g_01737
OG0000276	Prbe.g_01743	Prac.g_01736
OG0000277	Prbe.g_01744	Prac.g_01735
OG0000278	Prbe.g_01745	Prac.g_01734
OG0000279	Prbe.g_01746	Prac.g_01733
OG0000280	Prbe.g_01747	Prac.g_01732
OG0000281	Prbe.g_01749	Prac.g_01730
OG0000282	Prbe.g_01750	Prac.g_01729
OG0000283	Prbe.g_01753	Prac.g_01726
OG0000284	Prbe.g_01754	Prac.g_01725
OG0000285	Prbe.g_01755	Prac.g_01724
OG0000286	Prbe.g_01757	Prac.g_01722
OG0000287	Prbe.g_01759	Prac.g_01721
OG0000288	Prbe.g_01760	Prac.g_01720
OG0000289	Prbe.g_01761	Prac.g_01719
OG0000290	Prbe.g_01762	Prac.g_01718
OG0000291	Prbe.g_01763	Prac.g_01717
OG0000292	Prbe.g_01764	Prac.g_01716
OG0000293	Prbe.g_01765	Prac.g_01715
OG0000294	Prbe.g_01766	Prac.g_01714
OG0000295	Prbe.g_01767	Prac.g_01713
OG0000296	Prbe.g_01768	Prac.g_01712
OG0000297	Prbe.g_01769	Prac.g_01711
OG0000298	Prbe.g_01770	Prac.g_01710
OG0000299	Prbe.g_01771	Prac.g_01709
OG0000300	Prbe.g_01772	Prac.g_01708
OG0000301	Prbe.g_01773	Prac.g_01707
OG0000302	Prbe.g_01774	Prac.g_01706
OG0000303	Prbe.g_01775	Prac.g_01705
OG0000304	Prbe.g_01777	Prac.g_01704
OG0000305	Prbe.g_01778	Prac.g_01703
OG0000306	Prbe.g_01779	Prac.g_01702
OG0000307	Prbe.g_01781	Prac.g_01701
OG0000308	Prbe.g_01782	Prac.g_01700
OG0000309	Prbe.g_01783	Prac.g_01699
OG0000310	Prbe.g_01784	Prac.g_01698
OG0000311	Prbe.g_01785	Prac.g_01697
OG0000312	Prbe.g_01787	Prac.g_01695
OG0000313	Prbe.g_01788	Prac.g_01694
OG0000314	Prbe.g_01792	Prac.g_01691
OG0000315	Prbe.g_01793	Prac.g_01690
OG0000316	Prbe.g_01795	Prac.g_01688
OG0000317	Prbe.g_01797	Prac.g_01686
OG0000318	Prbe.g_01798	Prac.g_01685
OG0000319	Prbe.g_01799	Prac.g_01684
OG0000320	Prbe.g_01800	Prac.g_01683
OG0000321	Prbe.g_01803	Prac.g_01680
OG0000322	Prbe.g_01807	Prac.g_01678
OG0000323	Prbe.g_01808	Prac.g_01677
OG0000324	Prbe.g_01811	Prac.g_01674
OG0000325	Prbe.g_01812	Prac.g_01672
OG0000326	Prbe.g_01813	Prac.g_01671
OG0000327	Prbe.g_01815	Prac.g_01669
OG0000328	Prbe.g_01816	Prac.g_01668
OG0000329	Prbe.g_01817	Prac.g_01667
OG0000330	Prbe.g_01818	Prac.g_01666
OG0000331	Prbe.g_01820	Prac.g_01665
OG0000332	Prbe.g_01821	Prac.g_01664
OG0000333	Prbe.g_01822	Prac.g_01663
OG0000334	Prbe.g_01823	Prac.g_01662
OG0000335	Prbe.g_01824	Prac.g_01661
OG0000336	Prbe.g_01826	Prac.g_01660
OG0000337	Prbe.g_01829	Prac.g_01656
OG0000338	Prbe.g_01830	Prac.g_01655
OG0000339	Prbe.g_01831	Prac.g_01654
OG0000340	Prbe.g_01832	Prac.g_01653
OG0000341	Prbe.g_01836	Prac.g_01649
OG0000342	Prbe.g_01837	Prac.g_01648
OG0000343	Prbe.g_01840	Prac.g_01646
OG0000344	Prbe.g_01841	Prac.g_01645
OG0000345	Prbe.g_01842	Prac.g_01644
OG0000346	Prbe.g_01843	Prac.g_01643
OG0000347	Prbe.g_01844	Prac.g_01642
OG0000348	Prbe.g_01846	Prac.g_01641
OG0000349	Prbe.g_01847	Prac.g_01640
OG0000350	Prbe.g_01848	Prac.g_01639
OG0000351	Prbe.g_01850	Prac.g_01636
OG0000352	Prbe.g_01853	Prac.g_01633
OG0000353	Prbe.g_01854	Prac.g_01632
OG0000354	Prbe.g_01855	Prac.g_01631
OG0000355	Prbe.g_01856	Prac.g_01630
OG0000356	Prbe.g_01857	Prac.g_01629
OG0000357	Prbe.g_01858	Prac.g_01628
OG0000358	Prbe.g_01859	Prac.g_01627
OG0000359	Prbe.g_01860	Prac.g_01626
OG0000360	Prbe.g_01862	Prac.g_01623
OG0000361	Prbe.g_01863	Prac.g_01622
OG0000362	Prbe.g_01864	Prac.g_01621
OG0000363	Prbe.g_01865	Prac.g_01620
OG0000364	Prbe.g_01866	Prac.g_01619
OG0000365	Prbe.g_01867	Prac.g_01618
OG0000366	Prbe.g_01868	Prac.g_01617
OG0000367	Prbe.g_01869	Prac.g_01616
OG0000368	Prbe.g_01870	Prac.g_01615
OG0000369	Prbe.g_01871	Prac.g_01614
OG0000370	Prbe.g_01872	Prac.g_01613
OG0000371	Prbe.g_01873	Prac.g_01612
OG0000372	Prbe.g_01874	Prac.g_01610
OG0000373	Prbe.g_01876	Prac.g_01608
OG0000374	Prbe.g_01877	Prac.g_01607
OG0000375	Prbe.g_01878	Prac.g_01606
OG0000376	Prbe.g_01879	Prac.g_01604
OG0000377	Prbe.g_01885	Prac.g_01603
OG0000378	Prbe.g_01886	Prac.g_01602
OG0000379	Prbe.g_01892	Prac.g_01200
OG0000380	Prbe.g_01894	Prac.g_01199
OG0000381	Prbe.g_01895	Prac.g_01198
OG0000382	Prbe.g_01896	Prac.g_01196
OG0000383	Prbe.g_01899	Prac.g_01193
OG0000384	Prbe.g_01900	Prac.g_01192
OG0000385	Prbe.g_01903	Prac.g_01189
OG0000386	Prbe.g_01904	Prac.g_01188
OG0000387	Prbe.g_01905	Prac.g_01187
OG0000388	Prbe.g_01906	Prac.g_01186
OG0000389	Prbe.g_01907	Prac.g_01185
OG0000390	Prbe.g_01908	Prac.g_01184
OG0000391	Prbe.g_01909	Prac.g_01183
OG0000392	Prbe.g_01910	Prac.g_01182
OG0000393	Prbe.g_01914	Prac.g_01179
OG0000394	Prbe.g_01915	Prac.g_01178
OG0000395	Prbe.g_01918	Prac.g_01176
OG0000396	Prbe.g_01277	Prac.g_01175
OG0000397	Prbe.g_01593	Prac.g_01162
OG0000398	Prbe.g_01033	Prac.g_01154
OG0000399	Prbe.g_01588	Prac.g_01153
OG0000400	Prbe.g_00921	Prac.g_01148
OG0000401	Prbe.g_01929	Prac.g_01116
OG0000402	Prbe.g_01930	Prac.g_01115
OG0000403	Prbe.g_01931	Prac.g_01114
OG0000404	Prbe.g_01933	Prac.g_01112
OG0000405	Prbe.g_01934	Prac.g_01111
OG0000406	Prbe.g_01936	Prac.g_01109
OG0000407	Prbe.g_01937	Prac.g_01108
OG0000408	Prbe.g_01938	Prac.g_01107
OG0000409	Prbe.g_01939	Prac.g_01106
OG0000410	Prbe.g_01940	Prac.g_01105
OG0000411	Prbe.g_01941	Prac.g_01104
OG0000412	Prbe.g_01942	Prac.g_01103
OG0000413	Prbe.g_01943	Prac.g_01102
OG0000414	Prbe.g_01944	Prac.g_01101
OG0000415	Prbe.g_01945	Prac.g_01100
OG0000416	Prbe.g_01946	Prac.g_01099
OG0000417	Prbe.g_01947	Prac.g_01098
OG0000418	Prbe.g_01948	Prac.g_01097
OG0000419	Prbe.g_01949	Prac.g_01096
OG0000420	Prbe.g_01950	Prac.g_01095
OG0000421	Prbe.g_00676	Prac.g_01094
OG0000422	Prbe.g_00674	Prac.g_01092
OG0000423	Prbe.g_00673	Prac.g_01091
OG0000424	Prbe.g_00672	Prac.g_01089
OG0000425	Prbe.g_00668	Prac.g_01084
OG0000426	Prbe.g_00667	Prac.g_01083
OG0000427	Prbe.g_00666	Prac.g_01082
OG0000428	Prbe.g_00664	Prac.g_01081
OG0000429	Prbe.g_00663	Prac.g_01080
OG0000430	Prbe.g_00662	Prac.g_01073
OG0000431	Prbe.g_00660	Prac.g_01071
OG0000432	Prbe.g_00659	Prac.g_01070
OG0000433	Prbe.g_00656	Prac.g_01067
OG0000434	Prbe.g_00655	Prac.g_01066
OG0000435	Prbe.g_00654	Prac.g_01065
OG0000436	Prbe.g_00652	Prac.g_01063
OG0000437	Prbe.g_00650	Prac.g_01061
OG0000438	Prbe.g_00649	Prac.g_01060
OG0000439	Prbe.g_00648	Prac.g_01059
OG0000440	Prbe.g_00646	Prac.g_01057
OG0000441	Prbe.g_00645	Prac.g_01056
OG0000442	Prbe.g_00644	Prac.g_01055
OG0000443	Prbe.g_00643	Prac.g_01054
OG0000444	Prbe.g_00642	Prac.g_01053
OG0000445	Prbe.g_00641	Prac.g_01052
OG0000446	Prbe.g_00640	Prac.g_01051
OG0000447	Prbe.g_00639	Prac.g_01050
OG0000448	Prbe.g_00638	Prac.g_01049
OG0000449	Prbe.g_00632	Prac.g_00871
OG0000450	Prbe.g_00631	Prac.g_00870
OG0000451	Prbe.g_00630	Prac.g_00869
OG0000452	Prbe.g_00629	Prac.g_00868
OG0000453	Prbe.g_00628	Prac.g_00866
OG0000454	Prbe.g_00627	Prac.g_00865
OG0000455	Prbe.g_00626	Prac.g_00864
OG0000456	Prbe.g_00625	Prac.g_00863
OG0000457	Prbe.g_00623	Prac.g_00861
OG0000458	Prbe.g_00621	Prac.g_00859
OG0000459	Prbe.g_00620	Prac.g_00858
OG0000460	Prbe.g_00618	Prac.g_00857
OG0000461	Prbe.g_00617	Prac.g_00856
OG0000462	Prbe.g_00616	Prac.g_00855
OG0000463	Prbe.g_00615	Prac.g_00854
OG0000464	Prbe.g_00611	Prac.g_00849
OG0000465	Prbe.g_00610	Prac.g_00847
OG0000466	Prbe.g_00609	Prac.g_00846
OG0000467	Prbe.g_00608	Prac.g_00845
OG0000468	Prbe.g_00607	Prac.g_00844
OG0000469	Prbe.g_00606	Prac.g_00843
OG0000470	Prbe.g_00605	Prac.g_00842
OG0000471	Prbe.g_00604	Prac.g_00841
OG0000472	Prbe.g_00601	Prac.g_00838
OG0000473	Prbe.g_00600	Prac.g_00837
OG0000474	Prbe.g_00599	Prac.g_00836
OG0000475	Prbe.g_00598	Prac.g_00835
OG0000476	Prbe.g_00597	Prac.g_00834
OG0000477	Prbe.g_00595	Prac.g_00832
OG0000478	Prbe.g_00594	Prac.g_00831
OG0000479	Prbe.g_00593	Prac.g_00830
OG0000480	Prbe.g_00591	Prac.g_00828
OG0000481	Prbe.g_00590	Prac.g_00827
OG0000482	Prbe.g_00589	Prac.g_00826
OG0000483	Prbe.g_00588	Prac.g_00825
OG0000484	Prbe.g_00587	Prac.g_00824
OG0000485	Prbe.g_00586	Prac.g_00823
OG0000486	Prbe.g_00585	Prac.g_00822
OG0000487	Prbe.g_00584	Prac.g_00821
OG0000488	Prbe.g_00582	Prac.g_00819
OG0000489	Prbe.g_00581	Prac.g_00818
OG0000490	Prbe.g_00580	Prac.g_00817
OG0000491	Prbe.g_00579	Prac.g_00816
OG0000492	Prbe.g_00578	Prac.g_00815
OG0000493	Prbe.g_00577	Prac.g_00814
OG0000494	Prbe.g_00576	Prac.g_00812
OG0000495	Prbe.g_00575	Prac.g_00811
OG0000496	Prbe.g_00573	Prac.g_00810
OG0000497	Prbe.g_00571	Prac.g_00809
OG0000498	Prbe.g_00570	Prac.g_00808
OG0000499	Prbe.g_00568	Prac.g_00806
OG0000500	Prbe.g_00567	Prac.g_00805
OG0000501	Prbe.g_00565	Prac.g_00803
OG0000502	Prbe.g_00564	Prac.g_00802
OG0000503	Prbe.g_00563	Prac.g_00801
OG0000504	Prbe.g_00562	Prac.g_00800
OG0000505	Prbe.g_00561	Prac.g_00799
OG0000506	Prbe.g_00560	Prac.g_00798
OG0000507	Prbe.g_00559	Prac.g_00797
OG0000508	Prbe.g_00557	Prac.g_00795
OG0000509	Prbe.g_00556	Prac.g_00794
OG0000510	Prbe.g_00555	Prac.g_00793
OG0000511	Prbe.g_00554	Prac.g_00792
OG0000512	Prbe.g_00553	Prac.g_00791
OG0000513	Prbe.g_00552	Prac.g_00790
OG0000514	Prbe.g_00551	Prac.g_00789
OG0000515	Prbe.g_00548	Prac.g_00787
OG0000516	Prbe.g_00547	Prac.g_00786
OG0000517	Prbe.g_00546	Prac.g_00785
OG0000518	Prbe.g_00543	Prac.g_00782
OG0000519	Prbe.g_00542	Prac.g_00780
OG0000520	Prbe.g_00541	Prac.g_00779
OG0000521	Prbe.g_00540	Prac.g_00778
OG0000522	Prbe.g_00539	Prac.g_00777
OG0000523	Prbe.g_00538	Prac.g_00776
OG0000524	Prbe.g_00537	Prac.g_00775
OG0000525	Prbe.g_00535	Prac.g_00772
OG0000526	Prbe.g_00534	Prac.g_00771
OG0000527	Prbe.g_00533	Prac.g_00770
OG0000528	Prbe.g_00532	Prac.g_00769
OG0000529	Prbe.g_00531	Prac.g_00768
OG0000530	Prbe.g_00530	Prac.g_00767
OG0000531	Prbe.g_00528	Prac.g_00766
OG0000532	Prbe.g_00527	Prac.g_00765
OG0000533	Prbe.g_00526	Prac.g_00764
OG0000534	Prbe.g_00525	Prac.g_00763
OG0000535	Prbe.g_00524	Prac.g_00762
OG0000536	Prbe.g_00523	Prac.g_00761
OG0000537	Prbe.g_00522	Prac.g_00760
OG0000538	Prbe.g_00521	Prac.g_00759
OG0000539	Prbe.g_00520	Prac.g_00758
OG0000540	Prbe.g_00519	Prac.g_00757
OG0000541	Prbe.g_00518	Prac.g_00756
OG0000542	Prbe.g_00517	Prac.g_00755
OG0000543	Prbe.g_00516	Prac.g_00754
OG0000544	Prbe.g_00515	Prac.g_00753
OG0000545	Prbe.g_00513	Prac.g_00750
OG0000546	Prbe.g_00512	Prac.g_00749
OG0000547	Prbe.g_00510	Prac.g_00747
OG0000548	Prbe.g_00508	Prac.g_00746
OG0000549	Prbe.g_00507	Prac.g_00745
OG0000550	Prbe.g_00506	Prac.g_00744
OG0000551	Prbe.g_00504	Prac.g_00743
OG0000552	Prbe.g_00503	Prac.g_00742
OG0000553	Prbe.g_01490	Prac.g_00741
OG0000554	Prbe.g_01489	Prac.g_00740
OG0000555	Prbe.g_01488	Prac.g_00739
OG0000556	Prbe.g_01487	Prac.g_00738
OG0000557	Prbe.g_01486	Prac.g_00737
OG0000558	Prbe.g_01485	Prac.g_00736
OG0000559	Prbe.g_01484	Prac.g_00735
OG0000560	Prbe.g_01482	Prac.g_00733
OG0000561	Prbe.g_01481	Prac.g_00732
OG0000562	Prbe.g_01479	Prac.g_00731
OG0000563	Prbe.g_01478	Prac.g_00730
OG0000564	Prbe.g_01477	Prac.g_00729
