Orthogroup	Prbe	Praw
OG0000225	Prbe.g_01673	Praw.g_01306
OG0000226	Prbe.g_01675	Praw.g_01305
OG0000227	Prbe.g_01676	Praw.g_01304
OG0000228	Prbe.g_01677	Praw.g_01303
OG0000229	Prbe.g_01678	Praw.g_01302
OG0000230	Prbe.g_01679	Praw.g_01301
OG0000231	Prbe.g_01412	Praw.g_01299
OG0000232	Prbe.g_01681	Praw.g_01298
OG0000233	Prbe.g_01684	Praw.g_01295
OG0000234	Prbe.g_01686	Praw.g_01293
OG0000235	Prbe.g_01692	Praw.g_01290
OG0000236	Prbe.g_01693	Praw.g_01289
OG0000237	Prbe.g_01694	Praw.g_01288
OG0000238	Prbe.g_01695	Praw.g_01287
OG0000239	Prbe.g_01696	Praw.g_01286
OG0000240	Prbe.g_01698	Praw.g_01284
OG0000241	Prbe.g_01699	Praw.g_01283
OG0000242	Prbe.g_01700	Praw.g_01282
OG0000243	Prbe.g_01701	Praw.g_01281
OG0000244	Prbe.g_01702	Praw.g_01280
OG0000245	Prbe.g_01704	Praw.g_01279
OG0000246	Prbe.g_01706	Praw.g_01277
OG0000247	Prbe.g_01707	Praw.g_01276
OG0000248	Prbe.g_01708	Praw.g_01275
OG0000249	Prbe.g_01709	Praw.g_01274
OG0000250	Prbe.g_01710	Praw.g_01273
OG0000251	Prbe.g_01711	Praw.g_01272
OG0000252	Prbe.g_01712	Praw.g_01271
OG0000253	Prbe.g_01713	Praw.g_01270
OG0000254	Prbe.g_01715	Praw.g_01268
OG0000255	Prbe.g_01716	Praw.g_01267
OG0000256	Prbe.g_01719	Praw.g_01264
OG0000257	Prbe.g_01721	Praw.g_01262
OG0000258	Prbe.g_01722	Praw.g_01261
OG0000259	Prbe.g_01723	Praw.g_01260
OG0000260	Prbe.g_01724	Praw.g_01259
OG0000261	Prbe.g_01725	Praw.g_01258
OG0000262	Prbe.g_01726	Praw.g_01257
OG0000263	Prbe.g_01727	Praw.g_01256
OG0000264	Prbe.g_01729	Praw.g_01254
OG0000265	Prbe.g_01730	Praw.g_01253
OG0000266	Prbe.g_01731	Praw.g_01252
OG0000267	Prbe.g_01733	Praw.g_01250
OG0000268	Prbe.g_01735	Praw.g_01249
OG0000269	Prbe.g_01736	Praw.g_01248
OG0000270	Prbe.g_01737	Praw.g_01247
OG0000271	Prbe.g_01738	Praw.g_01246
OG0000272	Prbe.g_01739	Praw.g_01245
OG0000273	Prbe.g_01740	Praw.g_01244
OG0000274	Prbe.g_01741	Praw.g_01243
OG0000275	Prbe.g_01742	Praw.g_01242
OG0000276	Prbe.g_01743	Praw.g_01241
OG0000277	Prbe.g_01744	Praw.g_01240
OG0000278	Prbe.g_01745	Praw.g_01239
OG0000279	Prbe.g_01746	Praw.g_01238
OG0000280	Prbe.g_01747	Praw.g_01237
OG0000281	Prbe.g_01749	Praw.g_01235
OG0000282	Prbe.g_01750	Praw.g_01234
OG0000283	Prbe.g_01753	Praw.g_01231
OG0000284	Prbe.g_01754	Praw.g_01230
OG0000285	Prbe.g_01755	Praw.g_01229
OG0000286	Prbe.g_01757	Praw.g_01227
OG0000287	Prbe.g_01759	Praw.g_01226
OG0000288	Prbe.g_01760	Praw.g_01225
OG0000289	Prbe.g_01761	Praw.g_01224
OG0000290	Prbe.g_01762	Praw.g_01223
OG0000291	Prbe.g_01763	Praw.g_01222
OG0000292	Prbe.g_01764	Praw.g_01221
OG0000293	Prbe.g_01765	Praw.g_01220
OG0000294	Prbe.g_01766	Praw.g_01219
OG0000295	Prbe.g_01767	Praw.g_01218
OG0000296	Prbe.g_01768	Praw.g_01217
OG0000297	Prbe.g_01769	Praw.g_01216
OG0000298	Prbe.g_01770	Praw.g_01215
OG0000299	Prbe.g_01771	Praw.g_01214
OG0000300	Prbe.g_01772	Praw.g_01213
OG0000301	Prbe.g_01773	Praw.g_01212
OG0000302	Prbe.g_01774	Praw.g_01211
OG0000303	Prbe.g_01775	Praw.g_01210
OG0000304	Prbe.g_01777	Praw.g_01209
OG0000305	Prbe.g_01778	Praw.g_01208
OG0000306	Prbe.g_01779	Praw.g_01207
OG0000307	Prbe.g_01781	Praw.g_01206
OG0000308	Prbe.g_01782	Praw.g_01205
OG0000309	Prbe.g_01783	Praw.g_01204
OG0000310	Prbe.g_01784	Praw.g_01203
OG0000311	Prbe.g_01785	Praw.g_01202
OG0000312	Prbe.g_01787	Praw.g_01200
OG0000313	Prbe.g_01788	Praw.g_01199
OG0000314	Prbe.g_01792	Praw.g_01196
OG0000315	Prbe.g_01793	Praw.g_01195
OG0000316	Prbe.g_01795	Praw.g_00891
OG0000317	Prbe.g_01797	Praw.g_00889
OG0000318	Prbe.g_01798	Praw.g_00888
OG0000319	Prbe.g_01799	Praw.g_00887
OG0000320	Prbe.g_01800	Praw.g_00886
OG0000321	Prbe.g_01803	Praw.g_00883
OG0000322	Prbe.g_01807	Praw.g_00880
OG0000323	Prbe.g_01808	Praw.g_00879
OG0000324	Prbe.g_01811	Praw.g_00876
OG0000325	Prbe.g_01812	Praw.g_00875
OG0000326	Prbe.g_01813	Praw.g_00874
OG0000327	Prbe.g_01815	Praw.g_00872
OG0000328	Prbe.g_01816	Praw.g_00871
OG0000329	Prbe.g_01817	Praw.g_00870
OG0000330	Prbe.g_01818	Praw.g_00869
OG0000331	Prbe.g_01820	Praw.g_00868
OG0000332	Prbe.g_01821	Praw.g_00867
OG0000333	Prbe.g_01822	Praw.g_00866
OG0000334	Prbe.g_01823	Praw.g_00865
OG0000335	Prbe.g_01824	Praw.g_00864
OG0000336	Prbe.g_01826	Praw.g_00863
OG0000337	Prbe.g_01829	Praw.g_00859
OG0000338	Prbe.g_01830	Praw.g_00858
OG0000339	Prbe.g_01831	Praw.g_00857
OG0000340	Prbe.g_01832	Praw.g_00856
OG0000341	Prbe.g_01836	Praw.g_00852
OG0000342	Prbe.g_01837	Praw.g_00851
OG0000343	Prbe.g_01840	Praw.g_00849
OG0000344	Prbe.g_01841	Praw.g_00848
OG0000345	Prbe.g_01842	Praw.g_00847
OG0000346	Prbe.g_01843	Praw.g_00846
OG0000347	Prbe.g_01844	Praw.g_00845
OG0000348	Prbe.g_01846	Praw.g_00844
OG0000349	Prbe.g_01847	Praw.g_00843
OG0000350	Prbe.g_01848	Praw.g_00842
OG0000351	Prbe.g_01850	Praw.g_00839
OG0000352	Prbe.g_01853	Praw.g_00836
OG0000353	Prbe.g_01854	Praw.g_00835
OG0000354	Prbe.g_01855	Praw.g_00834
OG0000355	Prbe.g_01856	Praw.g_00833
OG0000356	Prbe.g_01857	Praw.g_00832
OG0000357	Prbe.g_01858	Praw.g_00831
OG0000358	Prbe.g_01859	Praw.g_00830
OG0000359	Prbe.g_01860	Praw.g_00829
OG0000360	Prbe.g_01862	Praw.g_00826
OG0000361	Prbe.g_01863	Praw.g_00825
OG0000362	Prbe.g_01864	Praw.g_00824
OG0000363	Prbe.g_01865	Praw.g_00823
OG0000364	Prbe.g_01866	Praw.g_00822
OG0000365	Prbe.g_01867	Praw.g_00821
OG0000366	Prbe.g_01868	Praw.g_00820
OG0000367	Prbe.g_01869	Praw.g_00819
OG0000368	Prbe.g_01870	Praw.g_00818
OG0000369	Prbe.g_01871	Praw.g_00817
OG0000370	Prbe.g_01872	Praw.g_00816
OG0000371	Prbe.g_01873	Praw.g_00815
OG0000372	Prbe.g_01874	Praw.g_00813
OG0000373	Prbe.g_01876	Praw.g_00811
OG0000374	Prbe.g_01877	Praw.g_00810
OG0000375	Prbe.g_01878	Praw.g_00809
OG0000376	Prbe.g_01879	Praw.g_00807
OG0000377	Prbe.g_01885	Praw.g_00806
OG0000378	Prbe.g_01886	Praw.g_00805
OG0000379	Prbe.g_01892	Praw.g_00796
OG0000380	Prbe.g_01894	Praw.g_00795
OG0000381	Prbe.g_01895	Praw.g_00794
OG0000382	Prbe.g_01896	Praw.g_00792
OG0000383	Prbe.g_01899	Praw.g_00790
OG0000384	Prbe.g_01900	Praw.g_00789
OG0000385	Prbe.g_01903	Praw.g_00787
OG0000386	Prbe.g_01904	Praw.g_00786
OG0000387	Prbe.g_01905	Praw.g_00785
OG0000388	Prbe.g_01906	Praw.g_00784
OG0000389	Prbe.g_01907	Praw.g_00783
OG0000390	Prbe.g_01908	Praw.g_00782
OG0000391	Prbe.g_01909	Praw.g_00781
OG0000392	Prbe.g_01910	Praw.g_00780
OG0000393	Prbe.g_01914	Praw.g_00777
OG0000394	Prbe.g_01915	Praw.g_00776
OG0000395	Prbe.g_01918	Praw.g_00774
OG0000396	Prbe.g_01277	Praw.g_00773
OG0000397	Prbe.g_01593	Praw.g_00761
OG0000398	Prbe.g_01033	Praw.g_00754
OG0000399	Prbe.g_01588	Praw.g_00753
OG0000400	Prbe.g_00921	Praw.g_00748
OG0000401	Prbe.g_01929	Praw.g_00716
OG0000402	Prbe.g_01930	Praw.g_00715
OG0000403	Prbe.g_01931	Praw.g_00714
OG0000404	Prbe.g_01933	Praw.g_00712
OG0000405	Prbe.g_01934	Praw.g_00711
OG0000406	Prbe.g_01936	Praw.g_00709
OG0000407	Prbe.g_01937	Praw.g_00708
OG0000408	Prbe.g_01938	Praw.g_00707
OG0000409	Prbe.g_01939	Praw.g_00706
OG0000410	Prbe.g_01940	Praw.g_00705
OG0000411	Prbe.g_01941	Praw.g_00704
OG0000412	Prbe.g_01942	Praw.g_00703
OG0000413	Prbe.g_01943	Praw.g_00702
OG0000414	Prbe.g_01944	Praw.g_00701
OG0000415	Prbe.g_01945	Praw.g_00700
OG0000416	Prbe.g_01946	Praw.g_00699
OG0000417	Prbe.g_01947	Praw.g_00698
OG0000418	Prbe.g_01948	Praw.g_00697
OG0000419	Prbe.g_01949	Praw.g_00696
OG0000420	Prbe.g_01950	Praw.g_00695
OG0000421	Prbe.g_00676	Praw.g_00694
OG0000422	Prbe.g_00674	Praw.g_00692
OG0000423	Prbe.g_00673	Praw.g_00691
OG0000424	Prbe.g_00672	Praw.g_00689
OG0000425	Prbe.g_00668	Praw.g_00686
OG0000426	Prbe.g_00667	Praw.g_00685
OG0000427	Prbe.g_00666	Praw.g_00684
OG0000428	Prbe.g_00664	Praw.g_00683
OG0000429	Prbe.g_00663	Praw.g_00682
OG0000430	Prbe.g_00662	Praw.g_00676
OG0000431	Prbe.g_00660	Praw.g_00674
OG0000432	Prbe.g_00659	Praw.g_00673
OG0000433	Prbe.g_00656	Praw.g_00670
OG0000434	Prbe.g_00655	Praw.g_00669
OG0000435	Prbe.g_00654	Praw.g_00668
OG0000436	Prbe.g_00652	Praw.g_00666
OG0000437	Prbe.g_00650	Praw.g_00665
OG0000438	Prbe.g_00649	Praw.g_00664
OG0000439	Prbe.g_00648	Praw.g_00663
OG0000440	Prbe.g_00646	Praw.g_00661
OG0000441	Prbe.g_00645	Praw.g_00660
OG0000442	Prbe.g_00644	Praw.g_00659
OG0000443	Prbe.g_00643	Praw.g_00658
OG0000444	Prbe.g_00642	Praw.g_00657
OG0000445	Prbe.g_00641	Praw.g_00656
OG0000446	Prbe.g_00640	Praw.g_00655
OG0000447	Prbe.g_00639	Praw.g_00654
OG0000448	Prbe.g_00638	Praw.g_00653
OG0000449	Prbe.g_00632	Praw.g_00648
OG0000450	Prbe.g_00631	Praw.g_00647
OG0000451	Prbe.g_00630	Praw.g_00646
OG0000452	Prbe.g_00629	Praw.g_00645
OG0000453	Prbe.g_00628	Praw.g_00643
OG0000454	Prbe.g_00627	Praw.g_00642
OG0000455	Prbe.g_00626	Praw.g_00641
OG0000456	Prbe.g_00625	Praw.g_00640
OG0000457	Prbe.g_00623	Praw.g_00638
OG0000458	Prbe.g_00621	Praw.g_00636
OG0000459	Prbe.g_00620	Praw.g_00635
OG0000460	Prbe.g_00618	Praw.g_00633
OG0000461	Prbe.g_00617	Praw.g_00632
OG0000462	Prbe.g_00616	Praw.g_00631
OG0000463	Prbe.g_00615	Praw.g_00630
OG0000464	Prbe.g_00611	Praw.g_00625
OG0000465	Prbe.g_00610	Praw.g_00623
OG0000466	Prbe.g_00609	Praw.g_00622
OG0000467	Prbe.g_00608	Praw.g_00621
OG0000468	Prbe.g_00607	Praw.g_00620
OG0000469	Prbe.g_00606	Praw.g_00619
OG0000470	Prbe.g_00605	Praw.g_00618
OG0000471	Prbe.g_00604	Praw.g_00617
OG0000472	Prbe.g_00601	Praw.g_00614
OG0000473	Prbe.g_00600	Praw.g_00613
OG0000474	Prbe.g_00599	Praw.g_00612
OG0000475	Prbe.g_00598	Praw.g_00611
OG0000476	Prbe.g_00597	Praw.g_00610
OG0000477	Prbe.g_00595	Praw.g_00608
OG0000478	Prbe.g_00594	Praw.g_00607
OG0000479	Prbe.g_00593	Praw.g_00606
OG0000480	Prbe.g_00591	Praw.g_00604
OG0000481	Prbe.g_00590	Praw.g_00603
OG0000482	Prbe.g_00589	Praw.g_00602
OG0000483	Prbe.g_00588	Praw.g_00601
OG0000484	Prbe.g_00587	Praw.g_00600
OG0000485	Prbe.g_00586	Praw.g_00599
OG0000486	Prbe.g_00585	Praw.g_00598
OG0000487	Prbe.g_00584	Praw.g_00597
OG0000488	Prbe.g_00582	Praw.g_00595
OG0000489	Prbe.g_00581	Praw.g_00594
OG0000490	Prbe.g_00580	Praw.g_00593
OG0000491	Prbe.g_00579	Praw.g_00592
OG0000492	Prbe.g_00578	Praw.g_00591
OG0000493	Prbe.g_00577	Praw.g_00590
OG0000494	Prbe.g_00576	Praw.g_00588
OG0000495	Prbe.g_00575	Praw.g_00587
OG0000496	Prbe.g_00573	Praw.g_00586
OG0000497	Prbe.g_00571	Praw.g_00585
OG0000498	Prbe.g_00570	Praw.g_00584
OG0000499	Prbe.g_00568	Praw.g_00582
OG0000500	Prbe.g_00567	Praw.g_00581
OG0000501	Prbe.g_00565	Praw.g_00579
OG0000502	Prbe.g_00564	Praw.g_00578
OG0000503	Prbe.g_00563	Praw.g_00577
OG0000504	Prbe.g_00562	Praw.g_00576
OG0000505	Prbe.g_00561	Praw.g_00575
OG0000506	Prbe.g_00560	Praw.g_01922
OG0000507	Prbe.g_00559	Praw.g_01923
OG0000508	Prbe.g_00557	Praw.g_01925
OG0000509	Prbe.g_00556	Praw.g_01926
OG0000510	Prbe.g_00555	Praw.g_01927
OG0000511	Prbe.g_00554	Praw.g_01928
OG0000512	Prbe.g_00553	Praw.g_01929
OG0000513	Prbe.g_00552	Praw.g_01930
OG0000514	Prbe.g_00551	Praw.g_01931
OG0000515	Prbe.g_00548	Praw.g_01933
OG0000516	Prbe.g_00547	Praw.g_01934
OG0000517	Prbe.g_00546	Praw.g_01935
OG0000518	Prbe.g_00543	Praw.g_01937
OG0000519	Prbe.g_00542	Praw.g_01938
OG0000520	Prbe.g_00541	Praw.g_01939
OG0000521	Prbe.g_00540	Praw.g_01940
OG0000522	Prbe.g_00539	Praw.g_01941
OG0000523	Prbe.g_00538	Praw.g_01942
OG0000524	Prbe.g_00537	Praw.g_01943
OG0000525	Prbe.g_00535	Praw.g_01945
OG0000526	Prbe.g_00534	Praw.g_01946
OG0000527	Prbe.g_00533	Praw.g_01947
OG0000528	Prbe.g_00532	Praw.g_01948
OG0000529	Prbe.g_00531	Praw.g_01949
OG0000530	Prbe.g_00530	Praw.g_00140
OG0000531	Prbe.g_00528	Praw.g_00141
OG0000532	Prbe.g_00527	Praw.g_00142
OG0000533	Prbe.g_00526	Praw.g_00143
OG0000534	Prbe.g_00525	Praw.g_00144
OG0000535	Prbe.g_00524	Praw.g_00145
OG0000536	Prbe.g_00523	Praw.g_00146
OG0000537	Prbe.g_00522	Praw.g_00147
OG0000538	Prbe.g_00521	Praw.g_00148
OG0000539	Prbe.g_00520	Praw.g_00149
OG0000540	Prbe.g_00519	Praw.g_00150
OG0000541	Prbe.g_00518	Praw.g_00151
OG0000542	Prbe.g_00517	Praw.g_00152
OG0000543	Prbe.g_00516	Praw.g_00153
OG0000544	Prbe.g_00515	Praw.g_00154
OG0000545	Prbe.g_00513	Praw.g_00157
OG0000546	Prbe.g_00512	Praw.g_00158
OG0000547	Prbe.g_00510	Praw.g_00160
OG0000548	Prbe.g_00508	Praw.g_00161
OG0000549	Prbe.g_00507	Praw.g_00162
OG0000550	Prbe.g_00506	Praw.g_00163
OG0000551	Prbe.g_00504	Praw.g_00164
OG0000552	Prbe.g_00503	Praw.g_00165
OG0000553	Prbe.g_01490	Praw.g_00166
OG0000554	Prbe.g_01489	Praw.g_00167
OG0000555	Prbe.g_01488	Praw.g_00168
OG0000556	Prbe.g_01487	Praw.g_00169
OG0000557	Prbe.g_01486	Praw.g_01888
OG0000558	Prbe.g_01485	Praw.g_01887
OG0000559	Prbe.g_01484	Praw.g_01886
OG0000560	Prbe.g_01482	Praw.g_01884
OG0000561	Prbe.g_01481	Praw.g_01883
OG0000562	Prbe.g_01479	Praw.g_01882
