Orthogroup	Prbe	Prbi
OG0000244	Prbe.g_01702	Prbi.g_00179
OG0000245	Prbe.g_01704	Prbi.g_00180
OG0000246	Prbe.g_01706	Prbi.g_00182
OG0000247	Prbe.g_01707	Prbi.g_00183
OG0000248	Prbe.g_01708	Prbi.g_00184
OG0000249	Prbe.g_01709	Prbi.g_00185
OG0000250	Prbe.g_01710	Prbi.g_00186
OG0000251	Prbe.g_01711	Prbi.g_00187
OG0000252	Prbe.g_01712	Prbi.g_00188
OG0000253	Prbe.g_01713	Prbi.g_00189
OG0000254	Prbe.g_01715	Prbi.g_00191
OG0000255	Prbe.g_01716	Prbi.g_00192
OG0000256	Prbe.g_01719	Prbi.g_00195
OG0000257	Prbe.g_01721	Prbi.g_00197
OG0000258	Prbe.g_01722	Prbi.g_00198
OG0000259	Prbe.g_01723	Prbi.g_00199
OG0000260	Prbe.g_01724	Prbi.g_00200
OG0000261	Prbe.g_01725	Prbi.g_00201
OG0000262	Prbe.g_01726	Prbi.g_00202
OG0000263	Prbe.g_01727	Prbi.g_00203
OG0000264	Prbe.g_01729	Prbi.g_00205
OG0000265	Prbe.g_01730	Prbi.g_00206
OG0000266	Prbe.g_01731	Prbi.g_00207
OG0000267	Prbe.g_01733	Prbi.g_00209
OG0000268	Prbe.g_01735	Prbi.g_00210
OG0000269	Prbe.g_01736	Prbi.g_00211
OG0000270	Prbe.g_01737	Prbi.g_00212
OG0000271	Prbe.g_01738	Prbi.g_00213
OG0000272	Prbe.g_01739	Prbi.g_00214
OG0000273	Prbe.g_01740	Prbi.g_00215
OG0000274	Prbe.g_01741	Prbi.g_00216
OG0000275	Prbe.g_01742	Prbi.g_00217
OG0000276	Prbe.g_01743	Prbi.g_00218
OG0000277	Prbe.g_01744	Prbi.g_00219
OG0000278	Prbe.g_01745	Prbi.g_00220
OG0000279	Prbe.g_01746	Prbi.g_00221
OG0000280	Prbe.g_01747	Prbi.g_00222
OG0000281	Prbe.g_01749	Prbi.g_00224
OG0000282	Prbe.g_01750	Prbi.g_00225
OG0000283	Prbe.g_01753	Prbi.g_00228
OG0000284	Prbe.g_01754	Prbi.g_00229
OG0000285	Prbe.g_01755	Prbi.g_00230
OG0000286	Prbe.g_01757	Prbi.g_00232
OG0000287	Prbe.g_01759	Prbi.g_00233
OG0000288	Prbe.g_01760	Prbi.g_00234
OG0000289	Prbe.g_01761	Prbi.g_00235
OG0000290	Prbe.g_01762	Prbi.g_00236
OG0000291	Prbe.g_01763	Prbi.g_00237
OG0000292	Prbe.g_01764	Prbi.g_00238
OG0000293	Prbe.g_01765	Prbi.g_00239
OG0000294	Prbe.g_01766	Prbi.g_00240
OG0000295	Prbe.g_01767	Prbi.g_00241
OG0000296	Prbe.g_01768	Prbi.g_00242
OG0000297	Prbe.g_01769	Prbi.g_00243
OG0000298	Prbe.g_01770	Prbi.g_00244
OG0000299	Prbe.g_01771	Prbi.g_00245
OG0000300	Prbe.g_01772	Prbi.g_00246
OG0000301	Prbe.g_01773	Prbi.g_00247
OG0000302	Prbe.g_01774	Prbi.g_00248
OG0000303	Prbe.g_01775	Prbi.g_00249
OG0000304	Prbe.g_01777	Prbi.g_00250
OG0000305	Prbe.g_01778	Prbi.g_00251
OG0000306	Prbe.g_01779	Prbi.g_00252
OG0000307	Prbe.g_01781	Prbi.g_00253
OG0000308	Prbe.g_01782	Prbi.g_00254
OG0000309	Prbe.g_01783	Prbi.g_00255
OG0000310	Prbe.g_01784	Prbi.g_00256
OG0000311	Prbe.g_01785	Prbi.g_00257
OG0000312	Prbe.g_01787	Prbi.g_00259
OG0000313	Prbe.g_01788	Prbi.g_00260
OG0000314	Prbe.g_01792	Prbi.g_00263
OG0000315	Prbe.g_01793	Prbi.g_00264
OG0000316	Prbe.g_01795	Prbi.g_00266
OG0000317	Prbe.g_01797	Prbi.g_00268
OG0000318	Prbe.g_01798	Prbi.g_00269
OG0000319	Prbe.g_01799	Prbi.g_00270
OG0000320	Prbe.g_01800	Prbi.g_00271
OG0000321	Prbe.g_01803	Prbi.g_00274
OG0000322	Prbe.g_01807	Prbi.g_00277
OG0000323	Prbe.g_01808	Prbi.g_00278
OG0000324	Prbe.g_01811	Prbi.g_00281
OG0000325	Prbe.g_01812	Prbi.g_00283
OG0000326	Prbe.g_01813	Prbi.g_00284
OG0000327	Prbe.g_01815	Prbi.g_00286
OG0000328	Prbe.g_01816	Prbi.g_00287
OG0000329	Prbe.g_01817	Prbi.g_00288
OG0000330	Prbe.g_01818	Prbi.g_00289
OG0000331	Prbe.g_01820	Prbi.g_00290
OG0000332	Prbe.g_01821	Prbi.g_00291
OG0000333	Prbe.g_01822	Prbi.g_00292
OG0000334	Prbe.g_01823	Prbi.g_00293
OG0000335	Prbe.g_01824	Prbi.g_00294
OG0000336	Prbe.g_01826	Prbi.g_00295
OG0000337	Prbe.g_01829	Prbi.g_00299
OG0000338	Prbe.g_01830	Prbi.g_00300
OG0000339	Prbe.g_01831	Prbi.g_00301
OG0000340	Prbe.g_01832	Prbi.g_00302
OG0000341	Prbe.g_01836	Prbi.g_00306
OG0000342	Prbe.g_01837	Prbi.g_00307
OG0000343	Prbe.g_01840	Prbi.g_00309
OG0000344	Prbe.g_01841	Prbi.g_00310
OG0000345	Prbe.g_01842	Prbi.g_00311
OG0000346	Prbe.g_01843	Prbi.g_00312
OG0000347	Prbe.g_01844	Prbi.g_00313
OG0000348	Prbe.g_01846	Prbi.g_00314
OG0000349	Prbe.g_01847	Prbi.g_00315
OG0000350	Prbe.g_01848	Prbi.g_00316
OG0000351	Prbe.g_01850	Prbi.g_00319
OG0000352	Prbe.g_01853	Prbi.g_00322
OG0000353	Prbe.g_01854	Prbi.g_00323
OG0000354	Prbe.g_01855	Prbi.g_00324
OG0000355	Prbe.g_01856	Prbi.g_00325
OG0000356	Prbe.g_01857	Prbi.g_00326
OG0000357	Prbe.g_01858	Prbi.g_00327
OG0000358	Prbe.g_01859	Prbi.g_00328
OG0000359	Prbe.g_01860	Prbi.g_00329
OG0000360	Prbe.g_01862	Prbi.g_00332
OG0000361	Prbe.g_01863	Prbi.g_00333
OG0000362	Prbe.g_01864	Prbi.g_00334
OG0000363	Prbe.g_01865	Prbi.g_00335
OG0000364	Prbe.g_01866	Prbi.g_00336
OG0000365	Prbe.g_01867	Prbi.g_00337
OG0000366	Prbe.g_01868	Prbi.g_00338
OG0000367	Prbe.g_01869	Prbi.g_00339
OG0000368	Prbe.g_01870	Prbi.g_00340
OG0000369	Prbe.g_01871	Prbi.g_00341
OG0000370	Prbe.g_01872	Prbi.g_00342
OG0000371	Prbe.g_01873	Prbi.g_00343
OG0000372	Prbe.g_01874	Prbi.g_00345
OG0000373	Prbe.g_01876	Prbi.g_00347
OG0000374	Prbe.g_01877	Prbi.g_00348
OG0000375	Prbe.g_01878	Prbi.g_00349
OG0000376	Prbe.g_01879	Prbi.g_00351
OG0000377	Prbe.g_01885	Prbi.g_00352
OG0000378	Prbe.g_01886	Prbi.g_00353
OG0000379	Prbe.g_01892	Prbi.g_00358
OG0000380	Prbe.g_01894	Prbi.g_00359
OG0000381	Prbe.g_01895	Prbi.g_00360
OG0000382	Prbe.g_01896	Prbi.g_00362
OG0000383	Prbe.g_01899	Prbi.g_00365
OG0000384	Prbe.g_01900	Prbi.g_00366
OG0000385	Prbe.g_01903	Prbi.g_00369
OG0000386	Prbe.g_01904	Prbi.g_00370
OG0000387	Prbe.g_01905	Prbi.g_00371
OG0000388	Prbe.g_01906	Prbi.g_00372
OG0000389	Prbe.g_01907	Prbi.g_00373
OG0000390	Prbe.g_01908	Prbi.g_00374
OG0000391	Prbe.g_01909	Prbi.g_00375
OG0000392	Prbe.g_01910	Prbi.g_00376
OG0000393	Prbe.g_01914	Prbi.g_00379
OG0000394	Prbe.g_01915	Prbi.g_00380
OG0000395	Prbe.g_01918	Prbi.g_00382
OG0000396	Prbe.g_01277	Prbi.g_00383
OG0000397	Prbe.g_01593	Prbi.g_00395
OG0000398	Prbe.g_01033	Prbi.g_00403
OG0000399	Prbe.g_01588	Prbi.g_00404
OG0000400	Prbe.g_00921	Prbi.g_00409
OG0000401	Prbe.g_01929	Prbi.g_00432
OG0000402	Prbe.g_01930	Prbi.g_00433
OG0000403	Prbe.g_01931	Prbi.g_00434
OG0000404	Prbe.g_01933	Prbi.g_00436
OG0000405	Prbe.g_01934	Prbi.g_00437
OG0000406	Prbe.g_01936	Prbi.g_00439
OG0000407	Prbe.g_01937	Prbi.g_00440
OG0000408	Prbe.g_01938	Prbi.g_00441
OG0000409	Prbe.g_01939	Prbi.g_00442
OG0000410	Prbe.g_01940	Prbi.g_00443
OG0000411	Prbe.g_01941	Prbi.g_00444
OG0000412	Prbe.g_01942	Prbi.g_00445
OG0000413	Prbe.g_01943	Prbi.g_00446
OG0000414	Prbe.g_01944	Prbi.g_00447
OG0000415	Prbe.g_01945	Prbi.g_00448
OG0000416	Prbe.g_01946	Prbi.g_00449
OG0000417	Prbe.g_01947	Prbi.g_00450
OG0000418	Prbe.g_01948	Prbi.g_00451
OG0000419	Prbe.g_01949	Prbi.g_00452
OG0000420	Prbe.g_01950	Prbi.g_00453
OG0000421	Prbe.g_00676	Prbi.g_00454
OG0000422	Prbe.g_00674	Prbi.g_00456
OG0000423	Prbe.g_00673	Prbi.g_00457
OG0000424	Prbe.g_00672	Prbi.g_00459
OG0000425	Prbe.g_00668	Prbi.g_00463
OG0000426	Prbe.g_00667	Prbi.g_00464
OG0000427	Prbe.g_00666	Prbi.g_00465
OG0000428	Prbe.g_00664	Prbi.g_00466
OG0000429	Prbe.g_00663	Prbi.g_00467
OG0000430	Prbe.g_00662	Prbi.g_00474
OG0000431	Prbe.g_00660	Prbi.g_00476
OG0000432	Prbe.g_00659	Prbi.g_00477
OG0000433	Prbe.g_00656	Prbi.g_00480
OG0000434	Prbe.g_00655	Prbi.g_00481
OG0000435	Prbe.g_00654	Prbi.g_00482
OG0000436	Prbe.g_00652	Prbi.g_00484
OG0000437	Prbe.g_00650	Prbi.g_00486
OG0000438	Prbe.g_00649	Prbi.g_00487
OG0000439	Prbe.g_00648	Prbi.g_00488
OG0000440	Prbe.g_00646	Prbi.g_00490
OG0000441	Prbe.g_00645	Prbi.g_00491
OG0000442	Prbe.g_00644	Prbi.g_00492
OG0000443	Prbe.g_00643	Prbi.g_00493
OG0000444	Prbe.g_00642	Prbi.g_00494
OG0000445	Prbe.g_00641	Prbi.g_00495
OG0000446	Prbe.g_00640	Prbi.g_00496
OG0000447	Prbe.g_00639	Prbi.g_00497
OG0000448	Prbe.g_00638	Prbi.g_00498
OG0000449	Prbe.g_00632	Prbi.g_00503
OG0000450	Prbe.g_00631	Prbi.g_00504
OG0000451	Prbe.g_00630	Prbi.g_00505
OG0000452	Prbe.g_00629	Prbi.g_00506
OG0000453	Prbe.g_00628	Prbi.g_00508
OG0000454	Prbe.g_00627	Prbi.g_00509
OG0000455	Prbe.g_00626	Prbi.g_00510
OG0000456	Prbe.g_00625	Prbi.g_00511
OG0000457	Prbe.g_00623	Prbi.g_00513
OG0000458	Prbe.g_00621	Prbi.g_00515
OG0000459	Prbe.g_00620	Prbi.g_00516
OG0000460	Prbe.g_00618	Prbi.g_00518
OG0000461	Prbe.g_00617	Prbi.g_00519
OG0000462	Prbe.g_00616	Prbi.g_00520
OG0000463	Prbe.g_00615	Prbi.g_00521
OG0000464	Prbe.g_00611	Prbi.g_00526
OG0000465	Prbe.g_00610	Prbi.g_00528
OG0000466	Prbe.g_00609	Prbi.g_00529
OG0000467	Prbe.g_00608	Prbi.g_00530
OG0000468	Prbe.g_00607	Prbi.g_00531
OG0000469	Prbe.g_00606	Prbi.g_00532
OG0000470	Prbe.g_00605	Prbi.g_00533
OG0000471	Prbe.g_00604	Prbi.g_00534
OG0000472	Prbe.g_00601	Prbi.g_00537
OG0000473	Prbe.g_00600	Prbi.g_00538
OG0000474	Prbe.g_00599	Prbi.g_00539
OG0000475	Prbe.g_00598	Prbi.g_00540
OG0000476	Prbe.g_00597	Prbi.g_00541
OG0000477	Prbe.g_00595	Prbi.g_00543
OG0000478	Prbe.g_00594	Prbi.g_00544
OG0000479	Prbe.g_00593	Prbi.g_00545
OG0000480	Prbe.g_00591	Prbi.g_00547
OG0000481	Prbe.g_00590	Prbi.g_00548
OG0000482	Prbe.g_00589	Prbi.g_00549
OG0000483	Prbe.g_00588	Prbi.g_00550
OG0000484	Prbe.g_00587	Prbi.g_00551
OG0000485	Prbe.g_00586	Prbi.g_00552
OG0000486	Prbe.g_00585	Prbi.g_00553
OG0000487	Prbe.g_00584	Prbi.g_00554
OG0000488	Prbe.g_00582	Prbi.g_00556
OG0000489	Prbe.g_00581	Prbi.g_00557
OG0000490	Prbe.g_00580	Prbi.g_00558
OG0000491	Prbe.g_00579	Prbi.g_00559
OG0000492	Prbe.g_00578	Prbi.g_00560
OG0000493	Prbe.g_00577	Prbi.g_00561
OG0000494	Prbe.g_00576	Prbi.g_00563
OG0000495	Prbe.g_00575	Prbi.g_00564
OG0000496	Prbe.g_00573	Prbi.g_00565
OG0000497	Prbe.g_00571	Prbi.g_00566
OG0000498	Prbe.g_00570	Prbi.g_00567
OG0000499	Prbe.g_00568	Prbi.g_00569
OG0000500	Prbe.g_00567	Prbi.g_00570
OG0000501	Prbe.g_00565	Prbi.g_00572
OG0000502	Prbe.g_00564	Prbi.g_00573
OG0000503	Prbe.g_00563	Prbi.g_00574
OG0000504	Prbe.g_00562	Prbi.g_00575
OG0000505	Prbe.g_00561	Prbi.g_00576
OG0000506	Prbe.g_00560	Prbi.g_00577
OG0000507	Prbe.g_00559	Prbi.g_00578
OG0000508	Prbe.g_00557	Prbi.g_00580
OG0000509	Prbe.g_00556	Prbi.g_00581
OG0000510	Prbe.g_00555	Prbi.g_00582
OG0000511	Prbe.g_00554	Prbi.g_00583
OG0000512	Prbe.g_00553	Prbi.g_00584
OG0000513	Prbe.g_00552	Prbi.g_00585
OG0000514	Prbe.g_00551	Prbi.g_00586
OG0000515	Prbe.g_00548	Prbi.g_00588
OG0000516	Prbe.g_00547	Prbi.g_00589
OG0000517	Prbe.g_00546	Prbi.g_00590
OG0000518	Prbe.g_00543	Prbi.g_00593
OG0000519	Prbe.g_00542	Prbi.g_00594
OG0000520	Prbe.g_00541	Prbi.g_00595
OG0000521	Prbe.g_00540	Prbi.g_00596
OG0000522	Prbe.g_00539	Prbi.g_00597
OG0000523	Prbe.g_00538	Prbi.g_00598
OG0000524	Prbe.g_00537	Prbi.g_00599
OG0000525	Prbe.g_00535	Prbi.g_00601
OG0000526	Prbe.g_00534	Prbi.g_00602
OG0000527	Prbe.g_00533	Prbi.g_00603
OG0000528	Prbe.g_00532	Prbi.g_00604
OG0000529	Prbe.g_00531	Prbi.g_00605
OG0000530	Prbe.g_00530	Prbi.g_00606
OG0000531	Prbe.g_00528	Prbi.g_00607
OG0000532	Prbe.g_00527	Prbi.g_00608
OG0000533	Prbe.g_00526	Prbi.g_00609
OG0000534	Prbe.g_00525	Prbi.g_00610
OG0000535	Prbe.g_00524	Prbi.g_00611
OG0000536	Prbe.g_00523	Prbi.g_00612
OG0000537	Prbe.g_00522	Prbi.g_00613
OG0000538	Prbe.g_00521	Prbi.g_00614
OG0000539	Prbe.g_00520	Prbi.g_00615
OG0000540	Prbe.g_00519	Prbi.g_00616
OG0000541	Prbe.g_00518	Prbi.g_00617
OG0000542	Prbe.g_00517	Prbi.g_00618
OG0000543	Prbe.g_00516	Prbi.g_00619
OG0000544	Prbe.g_00515	Prbi.g_00620
OG0000545	Prbe.g_00513	Prbi.g_00623
