Orthogroup	Prbe	Prbg
OG0000113	Prbe.g_01417	Prbg.g_01354
OG0000114	Prbe.g_01220	Prbg.g_01157
OG0000115	Prbe.g_01350	Prbg.g_01287
OG0000116	Prbe.g_01354	Prbg.g_01291
OG0000117	Prbe.g_01300	Prbg.g_01237
OG0000118	Prbe.g_01594	Prbg.g_01531
OG0000119	Prbe.g_00044	Prbg.g_00752
OG0000120	Prbe.g_01543	Prbg.g_01480
OG0000121	Prbe.g_01520	Prbg.g_01457
OG0000122	Prbe.g_01500	Prbg.g_01437
OG0000123	Prbe.g_00501	Prbg.g_00352
OG0000124	Prbe.g_00215	Prbg.g_00687
OG0000125	Prbe.g_00880	Prbg.g_00490
OG0000126	Prbe.g_00373	Prbg.g_00529
OG0000127	Prbe.g_00323	Prbg.g_00579
OG0000128	Prbe.g_00310	Prbg.g_00592
OG0000129	Prbe.g_00274	Prbg.g_00628
OG0000130	Prbe.g_00988	Prbg.g_01647
OG0000131	Prbe.g_00949	Prbg.g_01686
OG0000132	Prbe.g_00946	Prbg.g_01689
OG0000133	Prbe.g_01088	Prbg.g_01743
OG0000134	Prbe.g_00842	Prbg.g_01779
OG0000135	Prbe.g_00840	Prbg.g_01781
OG0000136	Prbe.g_00790	Prbg.g_01831
OG0000137	Prbe.g_00746	Prbg.g_01865
OG0000138	Prbe.g_01158	Prbg.g_01900
OG0000139	Prbe.g_01189	Prbg.g_01931
OG0000140	Prbe.g_01066	Prbg.g_00768
OG0000141	Prbe.g_01067	Prbg.g_00769
OG0000142	Prbe.g_01069	Prbg.g_00771
OG0000143	Prbe.g_01070	Prbg.g_00772
OG0000144	Prbe.g_01072	Prbg.g_00774
OG0000145	Prbe.g_01073	Prbg.g_00775
OG0000146	Prbe.g_01074	Prbg.g_00776
OG0000147	Prbe.g_01075	Prbg.g_00777
OG0000148	Prbe.g_01077	Prbg.g_00779
OG0000149	Prbe.g_00114	Prbg.g_00860
OG0000150	Prbe.g_00115	Prbg.g_00859
OG0000151	Prbe.g_00116	Prbg.g_00858
OG0000152	Prbe.g_00117	Prbg.g_00857
OG0000153	Prbe.g_00118	Prbg.g_00856
OG0000154	Prbe.g_00119	Prbg.g_00855
OG0000155	Prbe.g_00120	Prbg.g_00854
OG0000156	Prbe.g_00121	Prbg.g_00853
OG0000157	Prbe.g_00122	Prbg.g_00852
OG0000158	Prbe.g_00124	Prbg.g_00850
OG0000159	Prbe.g_00125	Prbg.g_00849
OG0000160	Prbe.g_00126	Prbg.g_00848
OG0000161	Prbe.g_00127	Prbg.g_00847
OG0000162	Prbe.g_00128	Prbg.g_00846
OG0000163	Prbe.g_00130	Prbg.g_00844
OG0000164	Prbe.g_00133	Prbg.g_00841
OG0000165	Prbe.g_00136	Prbg.g_00838
OG0000166	Prbe.g_00137	Prbg.g_00837
OG0000167	Prbe.g_00138	Prbg.g_00836
OG0000168	Prbe.g_00140	Prbg.g_00834
OG0000169	Prbe.g_00142	Prbg.g_00832
OG0000170	Prbe.g_00144	Prbg.g_00830
OG0000171	Prbe.g_00145	Prbg.g_00829
OG0000172	Prbe.g_00146	Prbg.g_00828
OG0000173	Prbe.g_00149	Prbg.g_00825
OG0000174	Prbe.g_00150	Prbg.g_00824
OG0000175	Prbe.g_00151	Prbg.g_00823
OG0000176	Prbe.g_00153	Prbg.g_00821
OG0000177	Prbe.g_00154	Prbg.g_00820
OG0000178	Prbe.g_00156	Prbg.g_00818
OG0000179	Prbe.g_00168	Prbg.g_00806
OG0000180	Prbe.g_00169	Prbg.g_00805
OG0000181	Prbe.g_00170	Prbg.g_00804
OG0000182	Prbe.g_00174	Prbg.g_00800
OG0000183	Prbe.g_00175	Prbg.g_00799
OG0000184	Prbe.g_00178	Prbg.g_00796
OG0000185	Prbe.g_00182	Prbg.g_00792
OG0000186	Prbe.g_00183	Prbg.g_00791
OG0000187	Prbe.g_00066	Prbg.g_00017
OG0000188	Prbe.g_00184	Prbg.g_00790
OG0000189	Prbe.g_00185	Prbg.g_00789
OG0000190	Prbe.g_00186	Prbg.g_00788
OG0000191	Prbe.g_00187	Prbg.g_00787
OG0000192	Prbe.g_00188	Prbg.g_00786
OG0000193	Prbe.g_00189	Prbg.g_00785
OG0000194	Prbe.g_00190	Prbg.g_00784
OG0000195	Prbe.g_00192	Prbg.g_00782
OG0000196	Prbe.g_00193	Prbg.g_00781
OG0000197	Prbe.g_01630	Prbg.g_00780
OG0000198	Prbe.g_01631	Prbg.g_00861
OG0000199	Prbe.g_01634	Prbg.g_00864
OG0000200	Prbe.g_01635	Prbg.g_00865
OG0000201	Prbe.g_01636	Prbg.g_00866
OG0000202	Prbe.g_01638	Prbg.g_00868
OG0000203	Prbe.g_01639	Prbg.g_00869
OG0000204	Prbe.g_01640	Prbg.g_00870
OG0000205	Prbe.g_01642	Prbg.g_00872
OG0000206	Prbe.g_01643	Prbg.g_00873
OG0000207	Prbe.g_01644	Prbg.g_00874
OG0000208	Prbe.g_01645	Prbg.g_00875
OG0000209	Prbe.g_01646	Prbg.g_00876
OG0000210	Prbe.g_01647	Prbg.g_00877
OG0000211	Prbe.g_01649	Prbg.g_00879
OG0000212	Prbe.g_01650	Prbg.g_00880
OG0000213	Prbe.g_01651	Prbg.g_00881
OG0000214	Prbe.g_01655	Prbg.g_00885
OG0000215	Prbe.g_01656	Prbg.g_00886
OG0000216	Prbe.g_01658	Prbg.g_00888
OG0000217	Prbe.g_01659	Prbg.g_00889
OG0000218	Prbe.g_01660	Prbg.g_00890
OG0000219	Prbe.g_01661	Prbg.g_00891
OG0000220	Prbe.g_01664	Prbg.g_00894
OG0000221	Prbe.g_01667	Prbg.g_00897
OG0000222	Prbe.g_01668	Prbg.g_00898
OG0000223	Prbe.g_01669	Prbg.g_00899
OG0000224	Prbe.g_01671	Prbg.g_00901
OG0000225	Prbe.g_01673	Prbg.g_00903
OG0000226	Prbe.g_01675	Prbg.g_00905
OG0000227	Prbe.g_01676	Prbg.g_00906
OG0000228	Prbe.g_01677	Prbg.g_00907
OG0000229	Prbe.g_01678	Prbg.g_00908
OG0000230	Prbe.g_01679	Prbg.g_00909
OG0000231	Prbe.g_01412	Prbg.g_01349
OG0000232	Prbe.g_01681	Prbg.g_00911
OG0000233	Prbe.g_01684	Prbg.g_00914
OG0000234	Prbe.g_01686	Prbg.g_00916
OG0000235	Prbe.g_01692	Prbg.g_00922
OG0000236	Prbe.g_01693	Prbg.g_00923
OG0000237	Prbe.g_01694	Prbg.g_00924
OG0000238	Prbe.g_01695	Prbg.g_00925
OG0000239	Prbe.g_01696	Prbg.g_00926
OG0000240	Prbe.g_01698	Prbg.g_00928
OG0000241	Prbe.g_01699	Prbg.g_00929
OG0000242	Prbe.g_01700	Prbg.g_00930
OG0000243	Prbe.g_01701	Prbg.g_00931
OG0000244	Prbe.g_01702	Prbg.g_00932
OG0000245	Prbe.g_01704	Prbg.g_00934
OG0000246	Prbe.g_01706	Prbg.g_00936
OG0000247	Prbe.g_01707	Prbg.g_00937
OG0000248	Prbe.g_01708	Prbg.g_00938
OG0000249	Prbe.g_01709	Prbg.g_00939
OG0000250	Prbe.g_01710	Prbg.g_00940
OG0000251	Prbe.g_01711	Prbg.g_00941
OG0000252	Prbe.g_01712	Prbg.g_00942
OG0000253	Prbe.g_01713	Prbg.g_00943
OG0000254	Prbe.g_01715	Prbg.g_00945
OG0000255	Prbe.g_01716	Prbg.g_00946
OG0000256	Prbe.g_01719	Prbg.g_00949
OG0000257	Prbe.g_01721	Prbg.g_00951
OG0000258	Prbe.g_01722	Prbg.g_00952
OG0000259	Prbe.g_01723	Prbg.g_00953
OG0000260	Prbe.g_01724	Prbg.g_00954
OG0000261	Prbe.g_01725	Prbg.g_00955
OG0000262	Prbe.g_01726	Prbg.g_00956
OG0000263	Prbe.g_01727	Prbg.g_00957
OG0000264	Prbe.g_01729	Prbg.g_00959
OG0000265	Prbe.g_01730	Prbg.g_00960
OG0000266	Prbe.g_01731	Prbg.g_00961
OG0000267	Prbe.g_01733	Prbg.g_00963
OG0000268	Prbe.g_01735	Prbg.g_00965
OG0000269	Prbe.g_01736	Prbg.g_00966
OG0000270	Prbe.g_01737	Prbg.g_00967
OG0000271	Prbe.g_01738	Prbg.g_00968
OG0000272	Prbe.g_01739	Prbg.g_00969
OG0000273	Prbe.g_01740	Prbg.g_00970
OG0000274	Prbe.g_01741	Prbg.g_00971
OG0000275	Prbe.g_01742	Prbg.g_00972
OG0000276	Prbe.g_01743	Prbg.g_00973
OG0000277	Prbe.g_01744	Prbg.g_00974
OG0000278	Prbe.g_01745	Prbg.g_00975
OG0000279	Prbe.g_01746	Prbg.g_00976
OG0000280	Prbe.g_01747	Prbg.g_00977
OG0000281	Prbe.g_01749	Prbg.g_00979
OG0000282	Prbe.g_01750	Prbg.g_00980
OG0000283	Prbe.g_01753	Prbg.g_00983
OG0000284	Prbe.g_01754	Prbg.g_00984
OG0000285	Prbe.g_01755	Prbg.g_00985
OG0000286	Prbe.g_01757	Prbg.g_00987
OG0000287	Prbe.g_01759	Prbg.g_00989
OG0000288	Prbe.g_01760	Prbg.g_00990
OG0000289	Prbe.g_01761	Prbg.g_00991
OG0000290	Prbe.g_01762	Prbg.g_00992
OG0000291	Prbe.g_01763	Prbg.g_00993
OG0000292	Prbe.g_01764	Prbg.g_00994
OG0000293	Prbe.g_01765	Prbg.g_00995
OG0000294	Prbe.g_01766	Prbg.g_00996
OG0000295	Prbe.g_01767	Prbg.g_00997
OG0000296	Prbe.g_01768	Prbg.g_00998
OG0000297	Prbe.g_01769	Prbg.g_00999
OG0000298	Prbe.g_01770	Prbg.g_01000
OG0000299	Prbe.g_01771	Prbg.g_01001
OG0000300	Prbe.g_01772	Prbg.g_01002
OG0000301	Prbe.g_01773	Prbg.g_01003
OG0000302	Prbe.g_01774	Prbg.g_01004
OG0000303	Prbe.g_01775	Prbg.g_01005
OG0000304	Prbe.g_01777	Prbg.g_01007
OG0000305	Prbe.g_01778	Prbg.g_01008
OG0000306	Prbe.g_01779	Prbg.g_01009
OG0000307	Prbe.g_01781	Prbg.g_01011
OG0000308	Prbe.g_01782	Prbg.g_01012
OG0000309	Prbe.g_01783	Prbg.g_01013
OG0000310	Prbe.g_01784	Prbg.g_01014
OG0000311	Prbe.g_01785	Prbg.g_01015
OG0000312	Prbe.g_01787	Prbg.g_01017
OG0000313	Prbe.g_01788	Prbg.g_01018
OG0000314	Prbe.g_01792	Prbg.g_01022
OG0000315	Prbe.g_01793	Prbg.g_01023
OG0000316	Prbe.g_01795	Prbg.g_01025
OG0000317	Prbe.g_01797	Prbg.g_01027
OG0000318	Prbe.g_01798	Prbg.g_01028
OG0000319	Prbe.g_01799	Prbg.g_01029
OG0000320	Prbe.g_01800	Prbg.g_01030
OG0000321	Prbe.g_01803	Prbg.g_01033
OG0000322	Prbe.g_01807	Prbg.g_01037
OG0000323	Prbe.g_01808	Prbg.g_01038
OG0000324	Prbe.g_01811	Prbg.g_01041
OG0000325	Prbe.g_01812	Prbg.g_01042
OG0000326	Prbe.g_01813	Prbg.g_01043
OG0000327	Prbe.g_01815	Prbg.g_01045
OG0000328	Prbe.g_01816	Prbg.g_01046
OG0000329	Prbe.g_01817	Prbg.g_00042
OG0000330	Prbe.g_01818	Prbg.g_00043
OG0000331	Prbe.g_01820	Prbg.g_00045
OG0000332	Prbe.g_01821	Prbg.g_00046
OG0000333	Prbe.g_01822	Prbg.g_00047
OG0000334	Prbe.g_01823	Prbg.g_00048
OG0000335	Prbe.g_01824	Prbg.g_00049
OG0000336	Prbe.g_01826	Prbg.g_00051
OG0000337	Prbe.g_01829	Prbg.g_00054
OG0000338	Prbe.g_01830	Prbg.g_00055
OG0000339	Prbe.g_01831	Prbg.g_00056
OG0000340	Prbe.g_01832	Prbg.g_00057
OG0000341	Prbe.g_01836	Prbg.g_00061
OG0000342	Prbe.g_01837	Prbg.g_00062
OG0000343	Prbe.g_01840	Prbg.g_00065
OG0000344	Prbe.g_01841	Prbg.g_00066
OG0000345	Prbe.g_01842	Prbg.g_00067
OG0000346	Prbe.g_01843	Prbg.g_00068
OG0000347	Prbe.g_01844	Prbg.g_00069
OG0000348	Prbe.g_01846	Prbg.g_00071
OG0000349	Prbe.g_01847	Prbg.g_00072
OG0000350	Prbe.g_01848	Prbg.g_00073
OG0000351	Prbe.g_01850	Prbg.g_00075
OG0000352	Prbe.g_01853	Prbg.g_00078
OG0000353	Prbe.g_01854	Prbg.g_00079
OG0000354	Prbe.g_01855	Prbg.g_00080
OG0000355	Prbe.g_01856	Prbg.g_00081
OG0000356	Prbe.g_01857	Prbg.g_00082
OG0000357	Prbe.g_01858	Prbg.g_00083
OG0000358	Prbe.g_01859	Prbg.g_00084
OG0000359	Prbe.g_01860	Prbg.g_00085
OG0000360	Prbe.g_01862	Prbg.g_00087
OG0000361	Prbe.g_01863	Prbg.g_00088
OG0000362	Prbe.g_01864	Prbg.g_00089
OG0000363	Prbe.g_01865	Prbg.g_00090
OG0000364	Prbe.g_01866	Prbg.g_00091
OG0000365	Prbe.g_01867	Prbg.g_00092
OG0000366	Prbe.g_01868	Prbg.g_00093
OG0000367	Prbe.g_01869	Prbg.g_00094
OG0000368	Prbe.g_01870	Prbg.g_00095
OG0000369	Prbe.g_01871	Prbg.g_00096
OG0000370	Prbe.g_01872	Prbg.g_00097
OG0000371	Prbe.g_01873	Prbg.g_00098
OG0000372	Prbe.g_01874	Prbg.g_00099
OG0000373	Prbe.g_01876	Prbg.g_00101
OG0000374	Prbe.g_01877	Prbg.g_00102
OG0000375	Prbe.g_01878	Prbg.g_00103
OG0000376	Prbe.g_01879	Prbg.g_00104
OG0000377	Prbe.g_01885	Prbg.g_00110
OG0000378	Prbe.g_01886	Prbg.g_00111
OG0000379	Prbe.g_01892	Prbg.g_00117
OG0000380	Prbe.g_01894	Prbg.g_00119
OG0000381	Prbe.g_01895	Prbg.g_00120
OG0000382	Prbe.g_01896	Prbg.g_00121
OG0000383	Prbe.g_01899	Prbg.g_00124
OG0000384	Prbe.g_01900	Prbg.g_00125
OG0000385	Prbe.g_01903	Prbg.g_00128
OG0000386	Prbe.g_01904	Prbg.g_00129
OG0000387	Prbe.g_01905	Prbg.g_00130
OG0000388	Prbe.g_01906	Prbg.g_00131
OG0000389	Prbe.g_01907	Prbg.g_00132
OG0000390	Prbe.g_01908	Prbg.g_01941
OG0000391	Prbe.g_01909	Prbg.g_01942
OG0000392	Prbe.g_01910	Prbg.g_01943
OG0000393	Prbe.g_01914	Prbg.g_00136
OG0000394	Prbe.g_01915	Prbg.g_00137
OG0000395	Prbe.g_01918	Prbg.g_00140
OG0000396	Prbe.g_01277	Prbg.g_01214
OG0000397	Prbe.g_01593	Prbg.g_01530
OG0000398	Prbe.g_01033	Prbg.g_01602
OG0000399	Prbe.g_01588	Prbg.g_01525
OG0000400	Prbe.g_00921	Prbg.g_01714
OG0000401	Prbe.g_01929	Prbg.g_00151
OG0000402	Prbe.g_01930	Prbg.g_00152
OG0000403	Prbe.g_01931	Prbg.g_00153
OG0000404	Prbe.g_01933	Prbg.g_00155
OG0000405	Prbe.g_01934	Prbg.g_00156
OG0000406	Prbe.g_01936	Prbg.g_00158
OG0000407	Prbe.g_01937	Prbg.g_00159
OG0000408	Prbe.g_01938	Prbg.g_00160
OG0000409	Prbe.g_01939	Prbg.g_00161
OG0000410	Prbe.g_01940	Prbg.g_00162
OG0000411	Prbe.g_01941	Prbg.g_00163
OG0000412	Prbe.g_01942	Prbg.g_00164
OG0000413	Prbe.g_01943	Prbg.g_00165
OG0000414	Prbe.g_01944	Prbg.g_00166
OG0000415	Prbe.g_01945	Prbg.g_00167
OG0000416	Prbe.g_01946	Prbg.g_00168
OG0000417	Prbe.g_01947	Prbg.g_00169
OG0000418	Prbe.g_01948	Prbg.g_00170
OG0000419	Prbe.g_01949	Prbg.g_00171
OG0000420	Prbe.g_01950	Prbg.g_00172
OG0000421	Prbe.g_00676	Prbg.g_00176
OG0000422	Prbe.g_00674	Prbg.g_00178
OG0000423	Prbe.g_00673	Prbg.g_00179
OG0000424	Prbe.g_00672	Prbg.g_00180
OG0000425	Prbe.g_00668	Prbg.g_00184
OG0000426	Prbe.g_00667	Prbg.g_00185
OG0000427	Prbe.g_00666	Prbg.g_00186
OG0000428	Prbe.g_00664	Prbg.g_00188
OG0000429	Prbe.g_00663	Prbg.g_00189
OG0000430	Prbe.g_00662	Prbg.g_00190
OG0000431	Prbe.g_00660	Prbg.g_00192
OG0000432	Prbe.g_00659	Prbg.g_00193
OG0000433	Prbe.g_00656	Prbg.g_00196
OG0000434	Prbe.g_00655	Prbg.g_00197
OG0000435	Prbe.g_00654	Prbg.g_00198
OG0000436	Prbe.g_00652	Prbg.g_00200
OG0000437	Prbe.g_00650	Prbg.g_00202
OG0000438	Prbe.g_00649	Prbg.g_00203
OG0000439	Prbe.g_00648	Prbg.g_00204
OG0000440	Prbe.g_00646	Prbg.g_00206
OG0000441	Prbe.g_00645	Prbg.g_00207
OG0000442	Prbe.g_00644	Prbg.g_00208
OG0000443	Prbe.g_00643	Prbg.g_00209
OG0000444	Prbe.g_00642	Prbg.g_00210
OG0000445	Prbe.g_00641	Prbg.g_00211
OG0000446	Prbe.g_00640	Prbg.g_00212
OG0000447	Prbe.g_00639	Prbg.g_00213
OG0000448	Prbe.g_00638	Prbg.g_00214
OG0000449	Prbe.g_00632	Prbg.g_00220
OG0000450	Prbe.g_00631	Prbg.g_00221
OG0000451	Prbe.g_00630	Prbg.g_00222
OG0000452	Prbe.g_00629	Prbg.g_00223
OG0000453	Prbe.g_00628	Prbg.g_00224
OG0000454	Prbe.g_00627	Prbg.g_00225
OG0000455	Prbe.g_00626	Prbg.g_00226
OG0000456	Prbe.g_00625	Prbg.g_00227
OG0000457	Prbe.g_00623	Prbg.g_00229
OG0000458	Prbe.g_00621	Prbg.g_00231
OG0000459	Prbe.g_00620	Prbg.g_00232
OG0000460	Prbe.g_00618	Prbg.g_00234
OG0000461	Prbe.g_00617	Prbg.g_00235
OG0000462	Prbe.g_00616	Prbg.g_00236
OG0000463	Prbe.g_00615	Prbg.g_00237
OG0000464	Prbe.g_00611	Prbg.g_00241
OG0000465	Prbe.g_00610	Prbg.g_00242
OG0000466	Prbe.g_00609	Prbg.g_00243
OG0000467	Prbe.g_00608	Prbg.g_00244
OG0000468	Prbe.g_00607	Prbg.g_00245
OG0000469	Prbe.g_00606	Prbg.g_00246
OG0000470	Prbe.g_00605	Prbg.g_00247
OG0000471	Prbe.g_00604	Prbg.g_00248
OG0000472	Prbe.g_00601	Prbg.g_00251
OG0000473	Prbe.g_00600	Prbg.g_00252
OG0000474	Prbe.g_00599	Prbg.g_00253
OG0000475	Prbe.g_00598	Prbg.g_00254
OG0000476	Prbe.g_00597	Prbg.g_00255
OG0000477	Prbe.g_00595	Prbg.g_00257
OG0000478	Prbe.g_00594	Prbg.g_00258
OG0000479	Prbe.g_00593	Prbg.g_00259
OG0000480	Prbe.g_00591	Prbg.g_00261
OG0000481	Prbe.g_00590	Prbg.g_00262
OG0000482	Prbe.g_00589	Prbg.g_00264
OG0000483	Prbe.g_00588	Prbg.g_00265
OG0000484	Prbe.g_00587	Prbg.g_00266
OG0000485	Prbe.g_00586	Prbg.g_00267
OG0000486	Prbe.g_00585	Prbg.g_00268
OG0000487	Prbe.g_00584	Prbg.g_00269
OG0000488	Prbe.g_00582	Prbg.g_00271
OG0000489	Prbe.g_00581	Prbg.g_00272
OG0000490	Prbe.g_00580	Prbg.g_00273
OG0000491	Prbe.g_00579	Prbg.g_00274
OG0000492	Prbe.g_00578	Prbg.g_00275
OG0000493	Prbe.g_00577	Prbg.g_00276
OG0000494	Prbe.g_00576	Prbg.g_00277
OG0000495	Prbe.g_00575	Prbg.g_00278
OG0000496	Prbe.g_00573	Prbg.g_00280
OG0000497	Prbe.g_00571	Prbg.g_00282
OG0000498	Prbe.g_00570	Prbg.g_00283
OG0000499	Prbe.g_00568	Prbg.g_00285
OG0000500	Prbe.g_00567	Prbg.g_00286
OG0000501	Prbe.g_00565	Prbg.g_00288
OG0000502	Prbe.g_00564	Prbg.g_00289
OG0000503	Prbe.g_00563	Prbg.g_00290
OG0000504	Prbe.g_00562	Prbg.g_00291
OG0000505	Prbe.g_00561	Prbg.g_00292
OG0000506	Prbe.g_00560	Prbg.g_00293
OG0000507	Prbe.g_00559	Prbg.g_00294
OG0000508	Prbe.g_00557	Prbg.g_00296
OG0000509	Prbe.g_00556	Prbg.g_00297
OG0000510	Prbe.g_00555	Prbg.g_00298
OG0000511	Prbe.g_00554	Prbg.g_00299
OG0000512	Prbe.g_00553	Prbg.g_00300
OG0000513	Prbe.g_00552	Prbg.g_00301
OG0000514	Prbe.g_00551	Prbg.g_00302
OG0000515	Prbe.g_00548	Prbg.g_00305
OG0000516	Prbe.g_00547	Prbg.g_00306
OG0000517	Prbe.g_00546	Prbg.g_00307
OG0000518	Prbe.g_00543	Prbg.g_00310
OG0000519	Prbe.g_00542	Prbg.g_00311
OG0000520	Prbe.g_00541	Prbg.g_00312
OG0000521	Prbe.g_00540	Prbg.g_00313
OG0000522	Prbe.g_00539	Prbg.g_00314
