Orthogroup	Praq	Pras
OG0000058	Praq.g_00218	Pras.g_00291
OG0000059	Praq.g_00927	Pras.g_00637
OG0000061	Praq.g_01333	Pras.g_00056
OG0000062	Praq.g_00372	Pras.g_00431
OG0000063	Praq.g_01237	Pras.g_00875
OG0000065	Praq.g_01896	Pras.g_00958
OG0000066	Praq.g_01063	Pras.g_01416
OG0000067	Praq.g_00670	Pras.g_00311
OG0000068	Praq.g_00175	Pras.g_00250
OG0000069	Praq.g_00056	Pras.g_00538
OG0000069	Praq.g_00018	Pras.g_00464
OG0000070	Praq.g_01107	Pras.g_01328
OG0000071	Praq.g_00133	Pras.g_00209
OG0000072	Praq.g_01831	Pras.g_01022
OG0000073	Praq.g_01103	Pras.g_01377
OG0000074	Praq.g_00811	Pras.g_01558
OG0000075	Praq.g_00739	Pras.g_00719
OG0000076	Praq.g_01243	Pras.g_00883
OG0000076	Praq.g_00763	Pras.g_00743
OG0000077	Praq.g_01925	Pras.g_00929
OG0000078	Praq.g_01763	Pras.g_01091
OG0000081	Praq.g_01071	Pras.g_01408
OG0000082	Praq.g_01018	Pras.g_01462
OG0000083	Praq.g_00614	Pras.g_01638
OG0000083	Praq.g_00607	Pras.g_01631
OG0000084	Praq.g_00290	Pras.g_00346
OG0000086	Praq.g_01915	Pras.g_00939
OG0000087	Praq.g_01864	Pras.g_00990
OG0000088	Praq.g_01836	Pras.g_01017
OG0000089	Praq.g_01188	Pras.g_01209
OG0000090	Praq.g_01069	Pras.g_01410
OG0000091	Praq.g_00960	Pras.g_01518
OG0000092	Praq.g_01495	Pras.g_01806
OG0000093	Praq.g_01516	Pras.g_01827
OG0000094	Praq.g_01600	Pras.g_01915
OG0000095	Praq.g_01619	Pras.g_01934
OG0000096	Praq.g_01283	Pras.g_00004
OG0000096	Praq.g_00097	Pras.g_00163
OG0000097	Praq.g_01374	Pras.g_00098
OG0000098	Praq.g_00157	Pras.g_00232
OG0000099	Praq.g_00216	Pras.g_00294
OG0000100	Praq.g_00368	Pras.g_00427
OG0000101	Praq.g_00879	Pras.g_00687
OG0000102	Praq.g_00768	Pras.g_00748
OG0000103	Praq.g_00414	Pras.g_00829
OG0000104	Praq.g_00422	Pras.g_00838
OG0000105	Praq.g_01729	Pras.g_01126
OG0000106	Praq.g_01173	Pras.g_01223
OG0000107	Praq.g_01158	Pras.g_01239
OG0000108	Praq.g_00531	Pras.g_01358
OG0000109	Praq.g_00545	Pras.g_01372
OG0000110	Praq.g_01028	Pras.g_01451
OG0000111	Praq.g_00828	Pras.g_01575
OG0000112	Praq.g_00638	Pras.g_01665
OG0000113	Praq.g_01420	Pras.g_01723
OG0000114	Praq.g_01490	Pras.g_01801
OG0000115	Praq.g_01278	Pras.g_01994
OG0000116	Praq.g_01323	Pras.g_00046
OG0000117	Praq.g_00084	Pras.g_00150
OG0000118	Praq.g_00145	Pras.g_00221, Pras.g_00222
OG0000119	Praq.g_00171	Pras.g_00246
OG0000120	Praq.g_00208	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330
OG0000121	Praq.g_00296	Pras.g_00352
OG0000122	Praq.g_00334	Pras.g_00391
OG0000123	Praq.g_00873	Pras.g_00694
OG0000124	Praq.g_00682	Pras.g_00759
OG0000125	Praq.g_00718	Pras.g_00797
OG0000126	Praq.g_00421	Pras.g_00837
OG0000128	Praq.g_00437	Pras.g_00853
OG0000129	Praq.g_01259	Pras.g_00897
OG0000130	Praq.g_01934	Pras.g_00921
OG0000131	Praq.g_01857	Pras.g_00996
OG0000132	Praq.g_01838	Pras.g_01015
OG0000133	Praq.g_01680	Pras.g_01174
OG0000134	Praq.g_01187	Pras.g_01210
OG0000135	Praq.g_01160	Pras.g_01236
OG0000136	Praq.g_01116	Pras.g_01319
OG0000137	Praq.g_00526	Pras.g_01353
OG0000138	Praq.g_00546	Pras.g_01373
OG0000139	Praq.g_01065	Pras.g_01414
OG0000140	Praq.g_01064	Pras.g_01415
OG0000141	Praq.g_00995	Pras.g_01483
OG0000142	Praq.g_00967	Pras.g_01511
OG0000143	Praq.g_00963	Pras.g_01515
OG0000144	Praq.g_00781	Pras.g_01528
OG0000145	Praq.g_00637	Pras.g_01664
OG0000146	Praq.g_00639	Pras.g_01666
OG0000147	Praq.g_00640	Pras.g_01667
OG0000148	Praq.g_01414	Pras.g_01717
OG0000149	Praq.g_01444	Pras.g_01747
OG0000150	Praq.g_01452	Pras.g_01755
OG0000151	Praq.g_01500	Pras.g_01811
OG0000152	Praq.g_01548	Pras.g_01859
OG0000153	Praq.g_01567	Pras.g_01878
OG0000154	Praq.g_01593	Pras.g_01908
OG0000155	Praq.g_01353	Pras.g_00076
OG0000156	Praq.g_00122	Pras.g_00197
OG0000157	Praq.g_00123	Pras.g_00198
OG0000158	Praq.g_00258	Pras.g_00289
OG0000160	Praq.g_00295	Pras.g_00351
OG0000161	Praq.g_00301	Pras.g_00357
OG0000162	Praq.g_00307	Pras.g_00363
OG0000163	Praq.g_00341	Pras.g_00399
OG0000164	Praq.g_00473	Pras.g_00574
OG0000165	Praq.g_00466	Pras.g_00581
OG0000166	Praq.g_00915	Pras.g_00651
OG0000167	Praq.g_00737	Pras.g_00717
OG0000168	Praq.g_00747	Pras.g_00727
OG0000169	Praq.g_00757	Pras.g_00737
OG0000170	Praq.g_00759	Pras.g_00739
OG0000171	Praq.g_00681	Pras.g_00758
OG0000172	Praq.g_00689	Pras.g_00768
OG0000173	Praq.g_00704	Pras.g_00783
OG0000174	Praq.g_00396	Pras.g_00810
OG0000175	Praq.g_00406	Pras.g_00821
OG0000176	Praq.g_00430	Pras.g_00846
OG0000177	Praq.g_00431	Pras.g_00847
OG0000178	Praq.g_00432	Pras.g_00848
OG0000179	Praq.g_01219	Pras.g_00858
OG0000180	Praq.g_01220	Pras.g_00859
OG0000181	Praq.g_01221	Pras.g_00860
OG0000182	Praq.g_01222	Pras.g_00861
OG0000183	Praq.g_01226	Pras.g_00865
OG0000184	Praq.g_01262	Pras.g_00899
OG0000185	Praq.g_01265	Pras.g_00902
OG0000186	Praq.g_01939	Pras.g_00916
OG0000187	Praq.g_01938	Pras.g_00917
OG0000188	Praq.g_01921	Pras.g_00933
OG0000189	Praq.g_01907	Pras.g_00947
OG0000190	Praq.g_01906	Pras.g_00948
OG0000191	Praq.g_01886	Pras.g_00968
OG0000192	Praq.g_01882	Pras.g_00972
OG0000193	Praq.g_01856	Pras.g_00997
OG0000194	Praq.g_01853	Pras.g_01000
OG0000195	Praq.g_01851	Pras.g_01002
OG0000196	Praq.g_01841	Pras.g_01012
OG0000197	Praq.g_01840	Pras.g_01013
OG0000198	Praq.g_01839	Pras.g_01014
OG0000199	Praq.g_01832	Pras.g_01021
OG0000200	Praq.g_01818	Pras.g_01035
OG0000201	Praq.g_01810	Pras.g_01043
OG0000202	Praq.g_01809	Pras.g_01044
OG0000203	Praq.g_01808	Pras.g_01045
OG0000204	Praq.g_01807	Pras.g_01046
OG0000205	Praq.g_01800	Pras.g_01053
OG0000206	Praq.g_01795	Pras.g_01058, Pras.g_01059
OG0000207	Praq.g_01793	Pras.g_01061
OG0000208	Praq.g_01792	Pras.g_01062
OG0000209	Praq.g_01783	Pras.g_01071
OG0000210	Praq.g_01782	Pras.g_01072
OG0000211	Praq.g_01769	Pras.g_01085
OG0000212	Praq.g_01762	Pras.g_01092
OG0000213	Praq.g_01746	Pras.g_01109
OG0000214	Praq.g_01736	Pras.g_01119
OG0000215	Praq.g_01710	Pras.g_01144
OG0000216	Praq.g_01708	Pras.g_01145
OG0000217	Praq.g_01705	Pras.g_01148
OG0000218	Praq.g_01703	Pras.g_01150
OG0000219	Praq.g_01702	Pras.g_01151
OG0000220	Praq.g_01701	Pras.g_01152
OG0000221	Praq.g_01700	Pras.g_01153
OG0000222	Praq.g_01692	Pras.g_01162
OG0000223	Praq.g_01679	Pras.g_01175
OG0000224	Praq.g_01677	Pras.g_01177
OG0000225	Praq.g_01199	Pras.g_01199
OG0000226	Praq.g_01195	Pras.g_01203
OG0000227	Praq.g_01193	Pras.g_01205
OG0000228	Praq.g_01189	Pras.g_01208
OG0000229	Praq.g_01121	Pras.g_01314
OG0000230	Praq.g_01119	Pras.g_01316
OG0000231	Praq.g_01108	Pras.g_01327
OG0000232	Praq.g_00507	Pras.g_01335
OG0000233	Praq.g_00513	Pras.g_01341
OG0000234	Praq.g_00527	Pras.g_01354
OG0000235	Praq.g_00530	Pras.g_01357
OG0000236	Praq.g_00544	Pras.g_01371
OG0000237	Praq.g_01096	Pras.g_01384
OG0000238	Praq.g_01090	Pras.g_01390
OG0000239	Praq.g_01077	Pras.g_01402
OG0000240	Praq.g_01076	Pras.g_01403
OG0000241	Praq.g_01072	Pras.g_01407
OG0000242	Praq.g_01070	Pras.g_01409
OG0000243	Praq.g_01059	Pras.g_01420
OG0000244	Praq.g_01056	Pras.g_01423
OG0000245	Praq.g_01054	Pras.g_01425
OG0000246	Praq.g_01050	Pras.g_01429
OG0000247	Praq.g_01040	Pras.g_01439
OG0000248	Praq.g_01038	Pras.g_01441
OG0000249	Praq.g_01036	Pras.g_01443
OG0000250	Praq.g_01031	Pras.g_01448
OG0000251	Praq.g_01012	Pras.g_01467
OG0000252	Praq.g_01008	Pras.g_01470
OG0000253	Praq.g_01007	Pras.g_01471
OG0000254	Praq.g_00991	Pras.g_01487
OG0000255	Praq.g_00985	Pras.g_01493
OG0000256	Praq.g_00975	Pras.g_01503
OG0000257	Praq.g_00972	Pras.g_01506
OG0000258	Praq.g_00959	Pras.g_01519
OG0000259	Praq.g_00789	Pras.g_01536
OG0000260	Praq.g_00792	Pras.g_01539
OG0000261	Praq.g_00794	Pras.g_01541
OG0000262	Praq.g_00798	Pras.g_00327, Pras.g_01545
OG0000263	Praq.g_00810	Pras.g_01557
OG0000264	Praq.g_00820	Pras.g_01567
OG0000265	Praq.g_00583	Pras.g_01606
OG0000266	Praq.g_00593	Pras.g_01616
OG0000267	Praq.g_00604	Pras.g_01627
OG0000268	Praq.g_00605	Pras.g_01628
OG0000269	Praq.g_00665	Pras.g_01696
OG0000270	Praq.g_00668	Pras.g_01699
OG0000271	Praq.g_00676	Pras.g_01707
OG0000272	Praq.g_00677	Pras.g_01708
OG0000273	Praq.g_01428	Pras.g_01731
OG0000274	Praq.g_01429	Pras.g_01732
OG0000275	Praq.g_01431	Pras.g_01734
OG0000276	Praq.g_01436	Pras.g_01739
OG0000277	Praq.g_01437	Pras.g_01740
OG0000278	Praq.g_01440	Pras.g_01743
OG0000279	Praq.g_01447	Pras.g_01750
OG0000280	Praq.g_01448	Pras.g_01751
OG0000281	Praq.g_01454	Pras.g_01756
OG0000282	Praq.g_01492	Pras.g_01803
OG0000283	Praq.g_01525	Pras.g_01836
OG0000284	Praq.g_01530	Pras.g_01841
OG0000285	Praq.g_01535	Pras.g_01846
OG0000286	Praq.g_01547	Pras.g_01858
OG0000287	Praq.g_01564	Pras.g_01875
OG0000288	Praq.g_01592	Pras.g_01907
OG0000289	Praq.g_01603	Pras.g_01918
OG0000290	Praq.g_01616	Pras.g_01931
OG0000291	Praq.g_01618	Pras.g_01933
OG0000292	Praq.g_01667	Pras.g_01982
OG0000293	Praq.g_01324	Pras.g_00047
OG0000294	Praq.g_01325	Pras.g_00048
OG0000295	Praq.g_01345	Pras.g_00068
OG0000296	Praq.g_01347	Pras.g_00070
OG0000297	Praq.g_01355	Pras.g_00078
OG0000298	Praq.g_01356	Pras.g_00079
OG0000299	Praq.g_01373	Pras.g_00096, Pras.g_00097
OG0000300	Praq.g_01376	Pras.g_00100
OG0000301	Praq.g_01377	Pras.g_00101
OG0000302	Praq.g_01379	Pras.g_00103
OG0000303	Praq.g_01386	Pras.g_00110
OG0000304	Praq.g_01390	Pras.g_00114
OG0000305	Praq.g_00167	Pras.g_00242
OG0000306	Praq.g_00170	Pras.g_00245
OG0000307	Praq.g_00186	Pras.g_00259
OG0000308	Praq.g_00187	Pras.g_00260
OG0000309	Praq.g_00191	Pras.g_00264
OG0000310	Praq.g_00279	Pras.g_00335
OG0000311	Praq.g_00281	Pras.g_00337
OG0000312	Praq.g_00284	Pras.g_00340
OG0000313	Praq.g_00298	Pras.g_00354
OG0000314	Praq.g_00321	Pras.g_00377
OG0000315	Praq.g_00331	Pras.g_00388
OG0000316	Praq.g_00351	Pras.g_00410
OG0000317	Praq.g_01954, Praq.g_00499	Pras.g_00548
OG0000318	Praq.g_00496	Pras.g_00551
OG0000319	Praq.g_00483	Pras.g_00564
OG0000320	Praq.g_00481	Pras.g_00566
OG0000321	Praq.g_00480	Pras.g_00567
OG0000322	Praq.g_00479	Pras.g_00568
OG0000323	Praq.g_00470	Pras.g_00577
OG0000324	Praq.g_00444	Pras.g_00604
OG0000325	Praq.g_00950	Pras.g_00614
OG0000326	Praq.g_00944	Pras.g_00620
OG0000327	Praq.g_00920	Pras.g_00646
OG0000328	Praq.g_00919	Pras.g_00647
OG0000329	Praq.g_00902	Pras.g_00664
OG0000330	Praq.g_00901	Pras.g_00665
OG0000331	Praq.g_00900	Pras.g_00666
OG0000332	Praq.g_00886	Pras.g_00680
OG0000333	Praq.g_00884	Pras.g_00682
OG0000334	Praq.g_00876	Pras.g_00690
OG0000335	Praq.g_00872	Pras.g_00695
OG0000336	Praq.g_00868	Pras.g_00699
OG0000337	Praq.g_00735	Pras.g_00715
OG0000338	Praq.g_00736	Pras.g_00716
OG0000339	Praq.g_00740	Pras.g_00720
OG0000340	Praq.g_00748	Pras.g_00728
OG0000341	Praq.g_00750	Pras.g_00730
OG0000342	Praq.g_00751	Pras.g_00731
OG0000343	Praq.g_00752	Pras.g_00732
OG0000344	Praq.g_00755	Pras.g_00735
OG0000345	Praq.g_00760	Pras.g_00740
OG0000346	Praq.g_00764	Pras.g_00744
OG0000347	Praq.g_00683	Pras.g_00761
OG0000348	Praq.g_00692	Pras.g_00771
OG0000349	Praq.g_00709	Pras.g_00788
OG0000350	Praq.g_00392	Pras.g_00806
OG0000351	Praq.g_00409	Pras.g_00824
OG0000352	Praq.g_00410	Pras.g_00825
OG0000353	Praq.g_00425	Pras.g_00841
OG0000355	Praq.g_00427	Pras.g_00843
OG0000356	Praq.g_00428	Pras.g_00844
OG0000357	Praq.g_00429	Pras.g_00845
OG0000358	Praq.g_00433	Pras.g_00849
OG0000359	Praq.g_00434	Pras.g_00850
OG0000360	Praq.g_00435	Pras.g_00851
OG0000361	Praq.g_00436	Pras.g_00852
OG0000362	Praq.g_00438	Pras.g_00854
OG0000363	Praq.g_01217	Pras.g_00856
OG0000364	Praq.g_01218	Pras.g_00857
OG0000365	Praq.g_01223	Pras.g_00862
OG0000366	Praq.g_01224	Pras.g_00863
OG0000367	Praq.g_01225	Pras.g_00864
OG0000368	Praq.g_01227	Pras.g_00866
OG0000369	Praq.g_01228	Pras.g_00867
OG0000370	Praq.g_01229	Pras.g_00868
OG0000371	Praq.g_01235	Pras.g_00874
OG0000372	Praq.g_01239	Pras.g_00877
OG0000373	Praq.g_01240	Pras.g_00878
OG0000374	Praq.g_01241	Pras.g_00879
OG0000375	Praq.g_01255	Pras.g_00893
OG0000376	Praq.g_01257	Pras.g_00895
OG0000377	Praq.g_01261	Pras.g_00898
OG0000378	Praq.g_01263	Pras.g_00900
OG0000379	Praq.g_01266	Pras.g_00903
OG0000380	Praq.g_01937	Pras.g_00918
OG0000381	Praq.g_01933	Pras.g_00922
OG0000382	Praq.g_01922	Pras.g_00932
OG0000383	Praq.g_01920	Pras.g_00934
OG0000384	Praq.g_01919	Pras.g_00935
OG0000385	Praq.g_01918	Pras.g_00936
OG0000386	Praq.g_01917	Pras.g_00937
OG0000387	Praq.g_01904	Pras.g_00950
OG0000388	Praq.g_01901	Pras.g_00953
OG0000389	Praq.g_01897	Pras.g_00957
OG0000390	Praq.g_01890	Pras.g_00964
OG0000391	Praq.g_01887	Pras.g_00967
OG0000392	Praq.g_01883	Pras.g_00971
OG0000393	Praq.g_01881	Pras.g_00973
OG0000394	Praq.g_01880	Pras.g_00974
OG0000395	Praq.g_01879	Pras.g_00975
OG0000396	Praq.g_01876	Pras.g_00978
OG0000397	Praq.g_01874	Pras.g_00980
OG0000398	Praq.g_01872	Pras.g_00982
OG0000399	Praq.g_01871	Pras.g_00983
OG0000400	Praq.g_01870	Pras.g_00984
OG0000401	Praq.g_01869	Pras.g_00985
OG0000402	Praq.g_01867	Pras.g_00987
OG0000403	Praq.g_01866	Pras.g_00988
OG0000404	Praq.g_01865	Pras.g_00989
OG0000405	Praq.g_01861	Pras.g_00993
OG0000406	Praq.g_01855	Pras.g_00998
OG0000407	Praq.g_01854	Pras.g_00999
OG0000408	Praq.g_01852	Pras.g_01001
OG0000409	Praq.g_01850	Pras.g_01003
OG0000410	Praq.g_01849	Pras.g_01004
OG0000411	Praq.g_01848	Pras.g_01005
OG0000412	Praq.g_01847	Pras.g_01006
OG0000413	Praq.g_01846	Pras.g_01007
OG0000414	Praq.g_01845	Pras.g_01008
OG0000415	Praq.g_01844	Pras.g_01009
OG0000416	Praq.g_01843	Pras.g_01010
OG0000417	Praq.g_01842	Pras.g_01011
OG0000418	Praq.g_01837	Pras.g_01016
OG0000419	Praq.g_01835	Pras.g_01018
OG0000420	Praq.g_01834	Pras.g_01019
OG0000421	Praq.g_01829	Pras.g_01024
OG0000422	Praq.g_01828	Pras.g_01025
OG0000423	Praq.g_01827	Pras.g_01026
OG0000424	Praq.g_01826	Pras.g_01027
OG0000425	Praq.g_01825	Pras.g_01028
OG0000426	Praq.g_01824	Pras.g_01029
OG0000427	Praq.g_01823	Pras.g_01030
OG0000428	Praq.g_01821	Pras.g_01032
OG0000429	Praq.g_01820	Pras.g_01033
OG0000430	Praq.g_01819	Pras.g_01034
OG0000431	Praq.g_01817	Pras.g_01036
OG0000432	Praq.g_01814	Pras.g_01039
OG0000433	Praq.g_01813	Pras.g_01040
OG0000434	Praq.g_01812	Pras.g_01041
OG0000435	Praq.g_01811	Pras.g_01042
OG0000436	Praq.g_01806	Pras.g_01047
OG0000437	Praq.g_01805	Pras.g_01048
OG0000438	Praq.g_01804	Pras.g_01049
OG0000439	Praq.g_01802	Pras.g_01051
OG0000440	Praq.g_01801	Pras.g_01052
OG0000441	Praq.g_01798	Pras.g_01055
OG0000442	Praq.g_01797	Pras.g_01056
OG0000443	Praq.g_01796	Pras.g_01057
OG0000444	Praq.g_01791	Pras.g_01063
OG0000445	Praq.g_01790	Pras.g_01064
OG0000446	Praq.g_01789	Pras.g_01065
OG0000447	Praq.g_01788	Pras.g_01066
OG0000448	Praq.g_01787	Pras.g_01067
OG0000449	Praq.g_01786	Pras.g_01068
OG0000450	Praq.g_01785	Pras.g_01069
OG0000451	Praq.g_01784	Pras.g_01070
OG0000452	Praq.g_01781	Pras.g_01073
OG0000453	Praq.g_01780	Pras.g_01074
OG0000454	Praq.g_01779	Pras.g_01075
OG0000455	Praq.g_01778	Pras.g_01076
OG0000456	Praq.g_01777	Pras.g_01077
OG0000457	Praq.g_01776	Pras.g_01078
OG0000458	Praq.g_01775	Pras.g_01079
OG0000459	Praq.g_01774	Pras.g_01080
OG0000460	Praq.g_01767	Pras.g_01087
OG0000461	Praq.g_01760	Pras.g_01094
OG0000462	Praq.g_01758	Pras.g_01096
OG0000463	Praq.g_01757	Pras.g_01097
OG0000464	Praq.g_01756	Pras.g_01098
OG0000465	Praq.g_01755	Pras.g_01099
OG0000466	Praq.g_01752	Pras.g_01102
OG0000467	Praq.g_01751	Pras.g_01103
OG0000468	Praq.g_01750	Pras.g_01105
OG0000469	Praq.g_01741	Pras.g_01114
OG0000470	Praq.g_01739	Pras.g_01116
OG0000471	Praq.g_01738	Pras.g_01117
OG0000472	Praq.g_01737	Pras.g_01118
OG0000473	Praq.g_01735	Pras.g_01120
OG0000474	Praq.g_01734	Pras.g_01121
OG0000475	Praq.g_01733	Pras.g_01122
OG0000476	Praq.g_01732	Pras.g_01123
OG0000477	Praq.g_01728	Pras.g_01127
OG0000478	Praq.g_01727	Pras.g_01128
OG0000479	Praq.g_01726	Pras.g_01129
OG0000480	Praq.g_01721	Pras.g_01134
OG0000481	Praq.g_01718	Pras.g_01136
OG0000482	Praq.g_01717	Pras.g_01137
OG0000483	Praq.g_01714	Pras.g_01140
OG0000484	Praq.g_01713	Pras.g_01141
OG0000485	Praq.g_01712	Pras.g_01142
OG0000486	Praq.g_01711	Pras.g_01143
OG0000487	Praq.g_01707	Pras.g_01146
OG0000488	Praq.g_01704	Pras.g_01149
OG0000489	Praq.g_01699	Pras.g_01155
OG0000490	Praq.g_01694	Pras.g_01160
OG0000491	Praq.g_01693	Pras.g_01161
OG0000492	Praq.g_01691	Pras.g_01163
OG0000493	Praq.g_01690	Pras.g_01164
OG0000494	Praq.g_01689	Pras.g_01165
OG0000495	Praq.g_01688	Pras.g_01166
OG0000496	Praq.g_01687	Pras.g_01167
OG0000497	Praq.g_01686	Pras.g_01168
OG0000498	Praq.g_01685	Pras.g_01169
OG0000499	Praq.g_01684	Pras.g_01170
OG0000500	Praq.g_01683	Pras.g_01171
OG0000501	Praq.g_01681	Pras.g_01173
OG0000502	Praq.g_01678	Pras.g_01176
OG0000503	Praq.g_01211	Pras.g_01187
OG0000504	Praq.g_01210	Pras.g_01188
OG0000505	Praq.g_01209	Pras.g_01189
OG0000506	Praq.g_01207	Pras.g_01191
OG0000507	Praq.g_01204	Pras.g_01194
OG0000508	Praq.g_01200	Pras.g_01198
OG0000509	Praq.g_01198	Pras.g_01200
OG0000510	Praq.g_01197	Pras.g_01201
OG0000511	Praq.g_01196	Pras.g_01202
OG0000512	Praq.g_01194	Pras.g_01204
OG0000513	Praq.g_01186	Pras.g_01211
OG0000514	Praq.g_01126	Pras.g_01309
OG0000515	Praq.g_01125	Pras.g_01310
OG0000516	Praq.g_01124	Pras.g_01311
OG0000517	Praq.g_01122	Pras.g_01313
OG0000518	Praq.g_01111	Pras.g_01324
OG0000519	Praq.g_01110	Pras.g_01325
OG0000520	Praq.g_01109	Pras.g_01326
OG0000521	Praq.g_00502	Pras.g_01331
OG0000522	Praq.g_00504	Pras.g_01332
OG0000523	Praq.g_00505	Pras.g_01333
OG0000524	Praq.g_00511	Pras.g_01339
OG0000525	Praq.g_00514	Pras.g_01342
OG0000526	Praq.g_00515	Pras.g_01343
OG0000527	Praq.g_00524	Pras.g_01351
OG0000528	Praq.g_00529	Pras.g_01356
OG0000529	Praq.g_00532	Pras.g_01359
OG0000530	Praq.g_00535	Pras.g_01362
OG0000531	Praq.g_00536	Pras.g_01363
OG0000532	Praq.g_00538	Pras.g_01365
OG0000533	Praq.g_00539	Pras.g_01366
OG0000534	Praq.g_00540	Pras.g_01367
OG0000535	Praq.g_00541	Pras.g_01368
OG0000536	Praq.g_00542	Pras.g_01369
OG0000537	Praq.g_00543	Pras.g_01370
OG0000538	Praq.g_01102	Pras.g_01378
OG0000539	Praq.g_01101	Pras.g_01379
OG0000540	Praq.g_01100	Pras.g_01380
OG0000541	Praq.g_01099	Pras.g_01381
OG0000542	Praq.g_01097	Pras.g_01383
OG0000543	Praq.g_01095	Pras.g_01385
OG0000544	Praq.g_01094	Pras.g_01386
OG0000545	Praq.g_01092	Pras.g_01388
OG0000546	Praq.g_01089	Pras.g_01391
OG0000547	Praq.g_01087	Pras.g_01393
OG0000548	Praq.g_01086	Pras.g_01394
OG0000549	Praq.g_01084	Pras.g_01396
OG0000550	Praq.g_01079	Pras.g_01401
OG0000551	Praq.g_01075	Pras.g_01404
OG0000552	Praq.g_01074	Pras.g_01405
OG0000553	Praq.g_01073	Pras.g_01406
OG0000554	Praq.g_01068	Pras.g_01411
OG0000555	Praq.g_01060	Pras.g_01419
