Orthogroup	Praq	Syal
OG0000065	Praq.g_01896	Syal.g_00820, Syal.g_02528
OG0000066	Praq.g_01063	Syal.g_02828
OG0000067	Praq.g_00670	Syal.g_02414
OG0000068	Praq.g_00175	Syal.g_02888
OG0000070	Praq.g_01107	Syal.g_00509
OG0000071	Praq.g_00133	Syal.g_02099, Syal.g_01601
OG0000072	Praq.g_01831	Syal.g_00914
OG0000073	Praq.g_01103	Syal.g_02920
OG0000075	Praq.g_00739	Syal.g_01350
OG0000076	Praq.g_01243, Praq.g_00763	Syal.g_01459
OG0000077	Praq.g_01925	Syal.g_00763, Syal.g_00506
OG0000078	Praq.g_01763	Syal.g_00680
OG0000081	Praq.g_01071	Syal.g_02555
OG0000082	Praq.g_01018	Syal.g_02769
OG0000084	Praq.g_00290	Syal.g_01896, Syal.g_00023
OG0000086	Praq.g_01915	Syal.g_00784
OG0000087	Praq.g_01864	Syal.g_00871
OG0000088	Praq.g_01836	Syal.g_00908
OG0000089	Praq.g_01188	Syal.g_00555
OG0000090	Praq.g_01069	Syal.g_02838
OG0000091	Praq.g_00960	Syal.g_02628
OG0000092	Praq.g_00725	Syal.g_00470
OG0000093	Praq.g_01516	Syal.g_02233
OG0000094	Praq.g_01600	Syal.g_01907
OG0000095	Praq.g_01619	Syal.g_01823
OG0000097	Praq.g_01374	Syal.g_01735, Syal.g_01553
OG0000098	Praq.g_00157	Syal.g_02196
OG0000099	Praq.g_00216	Syal.g_01323
OG0000100	Praq.g_00368	Syal.g_02448
OG0000101	Praq.g_00879	Syal.g_00275
OG0000102	Praq.g_00768	Syal.g_01488
OG0000103	Praq.g_00414	Syal.g_00077, Syal.g_01897
OG0000104	Praq.g_00422	Syal.g_00092
OG0000105	Praq.g_01729	Syal.g_01255
OG0000106	Praq.g_01173	Syal.g_02577
OG0000107	Praq.g_01158	Syal.g_00194
OG0000108	Praq.g_00531	Syal.g_02897
OG0000109	Praq.g_00545	Syal.g_02913
OG0000110	Praq.g_01028	Syal.g_02782
OG0000111	Praq.g_00828	Syal.g_01813
OG0000112	Praq.g_00638	Syal.g_02000
OG0000113	Praq.g_01420	Syal.g_02443
OG0000114	Praq.g_01490	Syal.g_02286
OG0000115	Praq.g_01278	Syal.g_00404
OG0000116	Praq.g_01323	Syal.g_01630
OG0000117	Praq.g_00084	Syal.g_01704
OG0000118	Praq.g_00145	Syal.g_01583
OG0000119	Praq.g_00171	Syal.g_02056
OG0000120	Praq.g_00208	Syal.g_01324
OG0000121	Praq.g_00296	Syal.g_00374
OG0000122	Praq.g_00334	Syal.g_02602
OG0000123	Praq.g_00873	Syal.g_00283
OG0000124	Praq.g_00682	Syal.g_01519
OG0000125	Praq.g_00718	Syal.g_01075
OG0000126	Praq.g_00421	Syal.g_00090
OG0000128	Praq.g_00437	Syal.g_00109
OG0000129	Praq.g_01259	Syal.g_01062
OG0000130	Praq.g_01934	Syal.g_00751
OG0000131	Praq.g_01857	Syal.g_00886
OG0000132	Praq.g_01838	Syal.g_00906
OG0000133	Praq.g_01680	Syal.g_01995
OG0000134	Praq.g_01187	Syal.g_00552
OG0000135	Praq.g_01160	Syal.g_01119
OG0000136	Praq.g_01116	Syal.g_00520
OG0000137	Praq.g_00526	Syal.g_00463
OG0000138	Praq.g_00546	Syal.g_02914
OG0000139	Praq.g_01065	Syal.g_02832
OG0000140	Praq.g_01064	Syal.g_02830
OG0000141	Praq.g_00995	Syal.g_02738
OG0000142	Praq.g_00967	Syal.g_02636
OG0000143	Praq.g_00963	Syal.g_02632
OG0000144	Praq.g_00781	Syal.g_02515
OG0000145	Praq.g_00637	Syal.g_02921
OG0000146	Praq.g_00639	Syal.g_02001
OG0000147	Praq.g_00640	Syal.g_02002
OG0000148	Praq.g_01414	Syal.g_02437
OG0000149	Praq.g_01444	Syal.g_02475
OG0000150	Praq.g_01452	Syal.g_02737
OG0000151	Praq.g_01500	Syal.g_02263
OG0000152	Praq.g_01548	Syal.g_01991
OG0000153	Praq.g_01567	Syal.g_01958
OG0000154	Praq.g_01593	Syal.g_01918
OG0000155	Praq.g_01353	Syal.g_01695
OG0000156	Praq.g_00122	Syal.g_01620
OG0000157	Praq.g_00123	Syal.g_01619
OG0000158	Praq.g_00258	Syal.g_01431
OG0000160	Praq.g_00295	Syal.g_00372
OG0000161	Praq.g_00301	Syal.g_00384
OG0000162	Praq.g_00307	Syal.g_00396
OG0000163	Praq.g_00341	Syal.g_02971
OG0000164	Praq.g_00473	Syal.g_00623
OG0000165	Praq.g_00466	Syal.g_00632
OG0000166	Praq.g_00915	Syal.g_00236
OG0000167	Praq.g_00737	Syal.g_01347
OG0000168	Praq.g_00747	Syal.g_01433
OG0000169	Praq.g_00757	Syal.g_01447
OG0000170	Praq.g_00759	Syal.g_01454
OG0000171	Praq.g_00681	Syal.g_01518
OG0000172	Praq.g_00689	Syal.g_00174, Syal.g_00173
OG0000173	Praq.g_00704	Syal.g_00155
OG0000174	Praq.g_00396	Syal.g_01121
OG0000175	Praq.g_00406	Syal.g_01172
OG0000176	Praq.g_00430	Syal.g_00101
OG0000177	Praq.g_00431	Syal.g_00102
OG0000178	Praq.g_00432	Syal.g_00103
OG0000179	Praq.g_01219	Syal.g_00118
OG0000180	Praq.g_01220	Syal.g_00119
OG0000181	Praq.g_01221	Syal.g_00120
OG0000182	Praq.g_01222	Syal.g_00121
OG0000183	Praq.g_01226	Syal.g_00125
OG0000184	Praq.g_01262	Syal.g_02678, Syal.g_01050
OG0000185	Praq.g_01265	Syal.g_01025
OG0000186	Praq.g_01939	Syal.g_02684, Syal.g_00747
OG0000187	Praq.g_01938	Syal.g_02685, Syal.g_00748
OG0000188	Praq.g_01921	Syal.g_00771
OG0000189	Praq.g_01907	Syal.g_00807
OG0000190	Praq.g_01906	Syal.g_01364
OG0000191	Praq.g_01886	Syal.g_00841
OG0000192	Praq.g_01882	Syal.g_00847
OG0000193	Praq.g_01856	Syal.g_00887
OG0000194	Praq.g_01853	Syal.g_00890
OG0000195	Praq.g_01851	Syal.g_00892
OG0000196	Praq.g_01841	Syal.g_00903
OG0000197	Praq.g_01840	Syal.g_00904
OG0000198	Praq.g_01839	Syal.g_00905
OG0000199	Praq.g_01832	Syal.g_00913
OG0000200	Praq.g_01818	Syal.g_00932
OG0000201	Praq.g_01810	Syal.g_00949
OG0000202	Praq.g_01809	Syal.g_00950
OG0000203	Praq.g_01808	Syal.g_00951
OG0000204	Praq.g_01807	Syal.g_00952
OG0000205	Praq.g_01800	Syal.g_00959
OG0000206	Praq.g_01795	Syal.g_00971
OG0000207	Praq.g_01793	Syal.g_00974
OG0000208	Praq.g_01792	Syal.g_00975
OG0000209	Praq.g_01783	Syal.g_01000
OG0000210	Praq.g_01782	Syal.g_01001
OG0000211	Praq.g_01769	Syal.g_00688
OG0000212	Praq.g_01762	Syal.g_00679
OG0000213	Praq.g_01746	Syal.g_01229
OG0000214	Praq.g_01736	Syal.g_01246
OG0000215	Praq.g_01710	Syal.g_01277
OG0000216	Praq.g_01708	Syal.g_01281
OG0000217	Praq.g_01705	Syal.g_01285
OG0000218	Praq.g_01703	Syal.g_01287
OG0000219	Praq.g_01702	Syal.g_01288
OG0000220	Praq.g_01701	Syal.g_01289
OG0000221	Praq.g_01700	Syal.g_01297
OG0000222	Praq.g_01692	Syal.g_01309
OG0000223	Praq.g_01679	Syal.g_01327
OG0000224	Praq.g_01677	Syal.g_01329
OG0000225	Praq.g_01199	Syal.g_00363
OG0000226	Praq.g_01195	Syal.g_00367
OG0000227	Praq.g_01193	Syal.g_00369
OG0000228	Praq.g_01189	Syal.g_00556
OG0000229	Praq.g_01121	Syal.g_00525
OG0000230	Praq.g_01119	Syal.g_00523
OG0000231	Praq.g_01108	Syal.g_00510
OG0000232	Praq.g_00507	Syal.g_00495
OG0000233	Praq.g_00513	Syal.g_00487
OG0000234	Praq.g_00527	Syal.g_00461
OG0000235	Praq.g_00530	Syal.g_02896
OG0000236	Praq.g_00544	Syal.g_02912
OG0000237	Praq.g_01096	Syal.g_02930
OG0000238	Praq.g_01090	Syal.g_02935
OG0000239	Praq.g_01077	Syal.g_02951
OG0000240	Praq.g_01076	Syal.g_02952
OG0000241	Praq.g_01072	Syal.g_02696
OG0000242	Praq.g_01070	Syal.g_02840
OG0000243	Praq.g_01059	Syal.g_02822
OG0000244	Praq.g_01056	Syal.g_02815
OG0000245	Praq.g_01054	Syal.g_02813
OG0000246	Praq.g_01050	Syal.g_02809
OG0000247	Praq.g_01040	Syal.g_02797
OG0000248	Praq.g_01038	Syal.g_02794
OG0000249	Praq.g_01036	Syal.g_02792
OG0000250	Praq.g_01031	Syal.g_02786
OG0000251	Praq.g_01012	Syal.g_02760
OG0000252	Praq.g_01008	Syal.g_02757
OG0000253	Praq.g_01007	Syal.g_02755
OG0000254	Praq.g_00991	Syal.g_02732
OG0000255	Praq.g_00985	Syal.g_02719
OG0000256	Praq.g_00975	Syal.g_02705
OG0000257	Praq.g_00972	Syal.g_02697
OG0000258	Praq.g_00959	Syal.g_02623
OG0000259	Praq.g_00789	Syal.g_02182
OG0000260	Praq.g_00792	Syal.g_02188
OG0000261	Praq.g_00794	Syal.g_02199
OG0000262	Praq.g_00798	Syal.g_02204
OG0000263	Praq.g_00810	Syal.g_01720
OG0000264	Praq.g_00820	Syal.g_01788
OG0000265	Praq.g_00583	Syal.g_02534
OG0000266	Praq.g_00593	Syal.g_02421
OG0000267	Praq.g_00604	Syal.g_02043
OG0000268	Praq.g_00605	Syal.g_02042
OG0000269	Praq.g_00665	Syal.g_02409
OG0000270	Praq.g_00668	Syal.g_02412
OG0000271	Praq.g_00676	Syal.g_01871
OG0000272	Praq.g_00677	Syal.g_01872
OG0000273	Praq.g_01428	Syal.g_02454
OG0000274	Praq.g_01429	Syal.g_02455
OG0000275	Praq.g_01431	Syal.g_02458
OG0000276	Praq.g_01436	Syal.g_02467
OG0000277	Praq.g_01437	Syal.g_02468
OG0000278	Praq.g_01440	Syal.g_02471
OG0000279	Praq.g_01447	Syal.g_02479
OG0000280	Praq.g_01448	Syal.g_02493
OG0000281	Praq.g_01454	Syal.g_02190
OG0000282	Praq.g_01492	Syal.g_02284
OG0000283	Praq.g_01525	Syal.g_02028, Syal.g_02131
OG0000284	Praq.g_01530	Syal.g_02023
OG0000285	Praq.g_01535	Syal.g_02012
OG0000286	Praq.g_01547	Syal.g_01992
OG0000287	Praq.g_01564	Syal.g_01965
OG0000288	Praq.g_01592	Syal.g_01919
OG0000289	Praq.g_01603	Syal.g_01904
OG0000290	Praq.g_01616	Syal.g_01826
OG0000291	Praq.g_01618	Syal.g_01824
OG0000292	Praq.g_01667	Syal.g_00089
OG0000293	Praq.g_01324	Syal.g_01631
OG0000294	Praq.g_01325	Syal.g_01632
OG0000295	Praq.g_01345	Syal.g_01687
OG0000296	Praq.g_01347	Syal.g_01689
OG0000297	Praq.g_01355	Syal.g_01702
OG0000298	Praq.g_01356	Syal.g_01703
OG0000299	Praq.g_01373	Syal.g_01732
OG0000300	Praq.g_01376	Syal.g_01738
OG0000301	Praq.g_01377	Syal.g_01739
OG0000302	Praq.g_01379	Syal.g_01740
OG0000303	Praq.g_01386	Syal.g_01763
OG0000304	Praq.g_01390	Syal.g_01756
OG0000305	Praq.g_00167	Syal.g_01821
OG0000306	Praq.g_00170	Syal.g_02579
OG0000307	Praq.g_00186	Syal.g_02880
OG0000308	Praq.g_00187	Syal.g_02878
OG0000309	Praq.g_00191	Syal.g_02873
OG0000310	Praq.g_00279	Syal.g_01537
OG0000311	Praq.g_00281	Syal.g_00061
OG0000312	Praq.g_00284	Syal.g_00031
OG0000313	Praq.g_00298	Syal.g_00381
OG0000314	Praq.g_00321	Syal.g_00416
OG0000315	Praq.g_00331	Syal.g_00426
OG0000316	Praq.g_00351	Syal.g_02987
OG0000317	Praq.g_01954, Praq.g_00499	Syal.g_00583
OG0000318	Praq.g_00496	Syal.g_00588
OG0000319	Praq.g_00483	Syal.g_00608
OG0000320	Praq.g_00481	Syal.g_00610
OG0000321	Praq.g_00480	Syal.g_00611
OG0000322	Praq.g_00479	Syal.g_00612
OG0000323	Praq.g_00470	Syal.g_00626
OG0000324	Praq.g_00444	Syal.g_00656
OG0000325	Praq.g_00950	Syal.g_00195
OG0000326	Praq.g_00944	Syal.g_00202
OG0000327	Praq.g_00920	Syal.g_00230
OG0000328	Praq.g_00919	Syal.g_00231
OG0000329	Praq.g_00902	Syal.g_00249
OG0000330	Praq.g_00901	Syal.g_00250
OG0000331	Praq.g_00900	Syal.g_00251
OG0000332	Praq.g_00886	Syal.g_00266
OG0000333	Praq.g_00884	Syal.g_00269
OG0000334	Praq.g_00876	Syal.g_00279
OG0000335	Praq.g_00872	Syal.g_00284
OG0000336	Praq.g_00868	Syal.g_00288
OG0000337	Praq.g_00735	Syal.g_01343
OG0000338	Praq.g_00736	Syal.g_01345
OG0000339	Praq.g_00740	Syal.g_01351
OG0000340	Praq.g_00748	Syal.g_01434
OG0000341	Praq.g_00750	Syal.g_01436
OG0000342	Praq.g_00751	Syal.g_01437
OG0000343	Praq.g_00752	Syal.g_01441
OG0000344	Praq.g_00755	Syal.g_01445
OG0000345	Praq.g_00760	Syal.g_01455
OG0000346	Praq.g_00764	Syal.g_01460
OG0000347	Praq.g_00683	Syal.g_01525
OG0000348	Praq.g_00692	Syal.g_00170
OG0000349	Praq.g_00709	Syal.g_00148
OG0000350	Praq.g_00392	Syal.g_00209
OG0000351	Praq.g_00409	Syal.g_01175
OG0000352	Praq.g_00410	Syal.g_01176
OG0000353	Praq.g_00425	Syal.g_00095
OG0000355	Praq.g_00427	Syal.g_00098
OG0000356	Praq.g_00428	Syal.g_00099
OG0000357	Praq.g_00429	Syal.g_00100
OG0000358	Praq.g_00433	Syal.g_00104
OG0000359	Praq.g_00434	Syal.g_00106
OG0000360	Praq.g_00435	Syal.g_00107
OG0000361	Praq.g_00436	Syal.g_00108
OG0000362	Praq.g_00438	Syal.g_00110
OG0000363	Praq.g_01217	Syal.g_00112
OG0000364	Praq.g_01218	Syal.g_00113
OG0000365	Praq.g_01223	Syal.g_00122
OG0000366	Praq.g_01224	Syal.g_00123
OG0000367	Praq.g_01225	Syal.g_00124
OG0000368	Praq.g_01227	Syal.g_00126
OG0000369	Praq.g_01228	Syal.g_00127
OG0000370	Praq.g_01229	Syal.g_00128
OG0000371	Praq.g_01235	Syal.g_00135
OG0000372	Praq.g_01239	Syal.g_00141
OG0000373	Praq.g_01240	Syal.g_00142
OG0000374	Praq.g_01241	Syal.g_00143
OG0000375	Praq.g_01255	Syal.g_00144
OG0000376	Praq.g_01257	Syal.g_00146
OG0000377	Praq.g_01261	Syal.g_01061
OG0000378	Praq.g_01263	Syal.g_01027
OG0000379	Praq.g_01266	Syal.g_02681, Syal.g_01024
OG0000380	Praq.g_01937	Syal.g_00749
OG0000381	Praq.g_01933	Syal.g_00752
OG0000382	Praq.g_01922	Syal.g_00770
OG0000383	Praq.g_01920	Syal.g_00775
OG0000384	Praq.g_01919	Syal.g_00776
OG0000385	Praq.g_01918	Syal.g_00777
OG0000386	Praq.g_01917	Syal.g_00778
OG0000387	Praq.g_01904	Syal.g_00811
OG0000388	Praq.g_01901	Syal.g_00815
OG0000389	Praq.g_01897	Syal.g_00819
OG0000390	Praq.g_01890	Syal.g_00835
OG0000391	Praq.g_01887	Syal.g_00840
OG0000392	Praq.g_01883	Syal.g_00846
OG0000393	Praq.g_01881	Syal.g_00849
OG0000394	Praq.g_01880	Syal.g_00850
OG0000395	Praq.g_01879	Syal.g_00851
OG0000396	Praq.g_01876	Syal.g_00854
OG0000397	Praq.g_01874	Syal.g_00857
OG0000398	Praq.g_01872	Syal.g_00862
OG0000399	Praq.g_01871	Syal.g_00863
OG0000400	Praq.g_01870	Syal.g_00864
OG0000401	Praq.g_01869	Syal.g_00865
OG0000402	Praq.g_01867	Syal.g_00867
OG0000403	Praq.g_01866	Syal.g_00868
OG0000404	Praq.g_01865	Syal.g_00870
OG0000405	Praq.g_01861	Syal.g_00883
OG0000406	Praq.g_01855	Syal.g_00888
OG0000407	Praq.g_01854	Syal.g_00889
OG0000408	Praq.g_01852	Syal.g_00891
OG0000409	Praq.g_01850	Syal.g_00893
OG0000410	Praq.g_01849	Syal.g_00894
OG0000411	Praq.g_01848	Syal.g_00895
OG0000412	Praq.g_01847	Syal.g_00896
OG0000413	Praq.g_01846	Syal.g_00898
OG0000414	Praq.g_00554, Praq.g_01845	Syal.g_00899
OG0000415	Praq.g_01844	Syal.g_00900
OG0000416	Praq.g_01843	Syal.g_00901
OG0000417	Praq.g_01842	Syal.g_00902
OG0000418	Praq.g_01837	Syal.g_00907
OG0000419	Praq.g_01835	Syal.g_00909
OG0000420	Praq.g_01834	Syal.g_00911
OG0000421	Praq.g_01829	Syal.g_00916
OG0000422	Praq.g_01828	Syal.g_00917
OG0000423	Praq.g_01827	Syal.g_00918
OG0000424	Praq.g_01826	Syal.g_00919
OG0000425	Praq.g_01825	Syal.g_00920
OG0000426	Praq.g_01824	Syal.g_00921
OG0000427	Praq.g_01823	Syal.g_00922
OG0000428	Praq.g_01821	Syal.g_00925
OG0000429	Praq.g_01820	Syal.g_00929
OG0000430	Praq.g_01819	Syal.g_00931
OG0000431	Praq.g_01817	Syal.g_00934
OG0000432	Praq.g_01814	Syal.g_00940
OG0000433	Praq.g_01813	Syal.g_00943
OG0000434	Praq.g_01812	Syal.g_00944
OG0000435	Praq.g_01811	Syal.g_00946
OG0000436	Praq.g_01806	Syal.g_00953
OG0000437	Praq.g_01805	Syal.g_00954
OG0000438	Praq.g_01804	Syal.g_00955
OG0000439	Praq.g_01802	Syal.g_00957
OG0000440	Praq.g_01801	Syal.g_00958
OG0000441	Praq.g_01798	Syal.g_00962
OG0000442	Praq.g_01797	Syal.g_00964
OG0000443	Praq.g_01796	Syal.g_00966
OG0000444	Praq.g_01791	Syal.g_00978
OG0000445	Praq.g_01790	Syal.g_00979
OG0000446	Praq.g_01789	Syal.g_00981
OG0000447	Praq.g_01788	Syal.g_00989
OG0000448	Praq.g_01787	Syal.g_00990
OG0000449	Praq.g_01786	Syal.g_00991
OG0000450	Praq.g_01785	Syal.g_00997
OG0000451	Praq.g_01784	Syal.g_00998
OG0000452	Praq.g_01781	Syal.g_01002
OG0000453	Praq.g_01780	Syal.g_01003
OG0000454	Praq.g_01779	Syal.g_01004
OG0000455	Praq.g_01778	Syal.g_01005
OG0000456	Praq.g_01777	Syal.g_01006
OG0000457	Praq.g_01776	Syal.g_01008
OG0000458	Praq.g_01775	Syal.g_01009
OG0000459	Praq.g_01774	Syal.g_01010
OG0000460	Praq.g_01767	Syal.g_00686
OG0000461	Praq.g_01760	Syal.g_01199
OG0000462	Praq.g_01758	Syal.g_01202
OG0000463	Praq.g_01757	Syal.g_01203
OG0000464	Praq.g_01756	Syal.g_01204
OG0000465	Praq.g_01755	Syal.g_01205
OG0000466	Praq.g_01752	Syal.g_01210
OG0000467	Praq.g_01751	Syal.g_01212
OG0000468	Praq.g_01750	Syal.g_01225
OG0000469	Praq.g_01741	Syal.g_01240
OG0000470	Praq.g_01739	Syal.g_01242
OG0000471	Praq.g_01738	Syal.g_01243
OG0000472	Praq.g_01737	Syal.g_01245
OG0000473	Praq.g_01735	Syal.g_01247
OG0000474	Praq.g_01734	Syal.g_01248
OG0000475	Praq.g_01733	Syal.g_01249
OG0000476	Praq.g_01732	Syal.g_01251
OG0000477	Praq.g_01728	Syal.g_01257
OG0000478	Praq.g_01727	Syal.g_01258
OG0000479	Praq.g_01726	Syal.g_01259
OG0000480	Praq.g_01721	Syal.g_01266
OG0000481	Praq.g_01718	Syal.g_01268
OG0000482	Praq.g_01717	Syal.g_01269
OG0000483	Praq.g_01714	Syal.g_01273
OG0000484	Praq.g_01713	Syal.g_01274
OG0000485	Praq.g_01712	Syal.g_01275
OG0000486	Praq.g_01711	Syal.g_01276
OG0000487	Praq.g_01707	Syal.g_01282
OG0000488	Praq.g_01704	Syal.g_01286
OG0000489	Praq.g_01699	Syal.g_01298
OG0000490	Praq.g_01694	Syal.g_01307
OG0000491	Praq.g_01693	Syal.g_01308
OG0000492	Praq.g_01691	Syal.g_01310
OG0000493	Praq.g_01690	Syal.g_01311
OG0000494	Praq.g_01689	Syal.g_01312
OG0000495	Praq.g_01688	Syal.g_01313
OG0000496	Praq.g_01687	Syal.g_01314
OG0000497	Praq.g_01686	Syal.g_01315
OG0000498	Praq.g_01685	Syal.g_01316
OG0000499	Praq.g_01684	Syal.g_01317
OG0000500	Praq.g_01683	Syal.g_01318
OG0000501	Praq.g_01681	Syal.g_01321
OG0000502	Praq.g_01678	Syal.g_01328
OG0000503	Praq.g_01211	Syal.g_00347
OG0000504	Praq.g_01210	Syal.g_00349
OG0000505	Praq.g_01209	Syal.g_00350
OG0000506	Praq.g_01207	Syal.g_00352
OG0000507	Praq.g_01204	Syal.g_00358
OG0000508	Praq.g_01200	Syal.g_00362
OG0000509	Praq.g_01198	Syal.g_00364
OG0000510	Praq.g_01197	Syal.g_00365
OG0000511	Praq.g_01196	Syal.g_00366
OG0000512	Praq.g_01194	Syal.g_00368
OG0000513	Praq.g_01186	Syal.g_00551
OG0000514	Praq.g_01126	Syal.g_00539
OG0000515	Praq.g_01125	Syal.g_00538
OG0000516	Praq.g_01124	Syal.g_00534
OG0000517	Praq.g_01122	Syal.g_00526
OG0000518	Praq.g_01111	Syal.g_00514
OG0000519	Praq.g_01110	Syal.g_00513
OG0000520	Praq.g_01109	Syal.g_00512
OG0000521	Praq.g_00502	Syal.g_00502
OG0000522	Praq.g_00504	Syal.g_00500
OG0000523	Praq.g_00505	Syal.g_00499
OG0000524	Praq.g_00511	Syal.g_00491
OG0000525	Praq.g_00514	Syal.g_00473
OG0000526	Praq.g_00515	Syal.g_00471
OG0000527	Praq.g_00524	Syal.g_00465
OG0000528	Praq.g_00529	Syal.g_02893
OG0000529	Praq.g_00532	Syal.g_02898
OG0000530	Praq.g_00535	Syal.g_02901
OG0000531	Praq.g_00536	Syal.g_02902
OG0000532	Praq.g_00538	Syal.g_02905
OG0000533	Praq.g_00539	Syal.g_02907
OG0000534	Praq.g_00540	Syal.g_02908
OG0000535	Praq.g_00541	Syal.g_02909
OG0000536	Praq.g_00542	Syal.g_02910
OG0000537	Praq.g_00543	Syal.g_02911
OG0000538	Praq.g_01102	Syal.g_02923
OG0000539	Praq.g_01101	Syal.g_02924
OG0000540	Praq.g_01100	Syal.g_02925
OG0000541	Praq.g_01099	Syal.g_02926
OG0000542	Praq.g_01097	Syal.g_02929
OG0000543	Praq.g_01095	Syal.g_02931
OG0000544	Praq.g_01094	Syal.g_02932
OG0000545	Praq.g_01092	Syal.g_02934
OG0000546	Praq.g_01089	Syal.g_02936
OG0000547	Praq.g_01087	Syal.g_02938
OG0000548	Praq.g_01086	Syal.g_02939
OG0000549	Praq.g_01084	Syal.g_02945
OG0000550	Praq.g_01079	Syal.g_02949
OG0000551	Praq.g_01075	Syal.g_02953
OG0000552	Praq.g_01074	Syal.g_02954
OG0000553	Praq.g_01073	Syal.g_02843
OG0000554	Praq.g_01068	Syal.g_02837
OG0000555	Praq.g_01060	Syal.g_02823
OG0000556	Praq.g_01058	Syal.g_02819
OG0000557	Praq.g_01057	Syal.g_02816
OG0000558	Praq.g_01055	Syal.g_02814
OG0000559	Praq.g_01051	Syal.g_02305, Syal.g_02810
OG0000560	Praq.g_01048	Syal.g_02807
OG0000561	Praq.g_01047	Syal.g_02806
OG0000562	Praq.g_01046	Syal.g_02805
OG0000563	Praq.g_01045	Syal.g_02804
OG0000564	Praq.g_01044	Syal.g_02803
OG0000565	Praq.g_01041	Syal.g_02799
OG0000566	Praq.g_01039	Syal.g_02795
OG0000567	Praq.g_01035	Syal.g_02791
OG0000568	Praq.g_01034	Syal.g_02789
OG0000569	Praq.g_01033	Syal.g_02788
OG0000570	Praq.g_01032	Syal.g_02787
OG0000571	Praq.g_01030	Syal.g_02784
OG0000572	Praq.g_01017	Syal.g_02767
OG0000573	Praq.g_01010	Syal.g_02759
OG0000574	Praq.g_01009	Syal.g_02758
OG0000575	Praq.g_01005	Syal.g_02753
OG0000576	Praq.g_01003	Syal.g_02751
OG0000577	Praq.g_01002	Syal.g_02750
OG0000578	Praq.g_01001	Syal.g_02749
OG0000579	Praq.g_01000	Syal.g_02748
OG0000580	Praq.g_00999	Syal.g_02747
OG0000581	Praq.g_00997	Syal.g_02741
OG0000582	Praq.g_00994	Syal.g_02736
OG0000583	Praq.g_00993	Syal.g_02735
OG0000584	Praq.g_00992	Syal.g_02734
