Orthogroup	Praq	Prbk
OG0000197	Praq.g_01840	Prbk.g_00769
OG0000198	Praq.g_01839	Prbk.g_00770
OG0000199	Praq.g_01832	Prbk.g_00777
OG0000200	Praq.g_01818	Prbk.g_01280
OG0000201	Praq.g_01810	Prbk.g_01261
OG0000202	Praq.g_01809	Prbk.g_01260
OG0000203	Praq.g_01808	Prbk.g_01259
OG0000204	Praq.g_01807	Prbk.g_01258
OG0000205	Praq.g_01800	Prbk.g_01251
OG0000206	Praq.g_01795	Prbk.g_00632
OG0000207	Praq.g_01793	Prbk.g_00686
OG0000208	Praq.g_01792	Prbk.g_00685
OG0000209	Praq.g_01783	Prbk.g_00658
OG0000210	Praq.g_01782	Prbk.g_00657
OG0000211	Praq.g_01769	Prbk.g_01368
OG0000212	Praq.g_01762	Prbk.g_01514
OG0000213	Praq.g_01746	Prbk.g_00374
OG0000214	Praq.g_01736	Prbk.g_00401
OG0000215	Praq.g_01710	Prbk.g_00431
OG0000216	Praq.g_01708	Prbk.g_00434
OG0000217	Praq.g_01705	Prbk.g_00438
OG0000218	Praq.g_01703	Prbk.g_00442
OG0000219	Praq.g_01702	Prbk.g_00443
OG0000220	Praq.g_01701	Prbk.g_00444
OG0000221	Praq.g_01700	Prbk.g_00449
OG0000222	Praq.g_01692	Prbk.g_00458
OG0000223	Praq.g_01679	Prbk.g_00481
OG0000224	Praq.g_01677	Prbk.g_00492
OG0000225	Praq.g_01199	Prbk.g_00889
OG0000226	Praq.g_01195	Prbk.g_00893
OG0000227	Praq.g_01193	Prbk.g_00895
OG0000228	Praq.g_01189	Prbk.g_00365
OG0000229	Praq.g_01121	Prbk.g_00328
OG0000230	Praq.g_01119	Prbk.g_00326
OG0000231	Praq.g_01108	Prbk.g_00311
OG0000232	Praq.g_00507	Prbk.g_00295
OG0000233	Praq.g_00513	Prbk.g_02092
OG0000234	Praq.g_00527	Prbk.g_02114
OG0000235	Praq.g_00530	Prbk.g_02060
OG0000236	Praq.g_00544	Prbk.g_02076
OG0000237	Praq.g_01096	Prbk.g_01047
OG0000238	Praq.g_01090	Prbk.g_01051
OG0000239	Praq.g_01077	Prbk.g_01067
OG0000240	Praq.g_01076	Prbk.g_01068
OG0000241	Praq.g_01072	Prbk.g_01965
OG0000242	Praq.g_01070	Prbk.g_01078
OG0000243	Praq.g_01059	Prbk.g_02684
OG0000244	Praq.g_01056	Prbk.g_01897
OG0000245	Praq.g_01054	Prbk.g_01894
OG0000246	Praq.g_01050	Prbk.g_01890
OG0000247	Praq.g_01040	Prbk.g_01879
OG0000248	Praq.g_01038	Prbk.g_01876
OG0000249	Praq.g_01036	Prbk.g_01874
OG0000250	Praq.g_01031	Prbk.g_01106
OG0000251	Praq.g_01012	Prbk.g_01130
OG0000252	Praq.g_01008	Prbk.g_01133
OG0000253	Praq.g_01007	Prbk.g_01139
OG0000254	Praq.g_00991	Prbk.g_01158
OG0000255	Praq.g_00985	Prbk.g_02604
OG0000256	Praq.g_00975	Prbk.g_02618
OG0000257	Praq.g_00972	Prbk.g_02624
OG0000258	Praq.g_00959	Prbk.g_02647
OG0000259	Praq.g_00789	Prbk.g_00720
OG0000260	Praq.g_00792	Prbk.g_00717
OG0000261	Praq.g_00794	Prbk.g_00714
OG0000262	Praq.g_00798	Prbk.g_00709
OG0000263	Praq.g_00810	Prbk.g_00672
OG0000264	Praq.g_00820	Prbk.g_01815
OG0000265	Praq.g_00583	Prbk.g_01835, Prbk.g_00619
OG0000266	Praq.g_00593	Prbk.g_00608
OG0000267	Praq.g_00604	Prbk.g_02371
OG0000268	Praq.g_00605	Prbk.g_02370
OG0000269	Praq.g_00665	Prbk.g_02463
OG0000270	Praq.g_00668	Prbk.g_02466
OG0000271	Praq.g_00676	Prbk.g_02474
OG0000272	Praq.g_00677	Prbk.g_02475
OG0000273	Praq.g_01428	Prbk.g_02526
OG0000274	Praq.g_01429	Prbk.g_02527
OG0000275	Praq.g_01431	Prbk.g_02530
OG0000276	Praq.g_01436	Prbk.g_02536
OG0000277	Praq.g_01437	Prbk.g_02537
OG0000278	Praq.g_01440	Prbk.g_02540
OG0000279	Praq.g_01447	Prbk.g_02548
OG0000280	Praq.g_01448	Prbk.g_02554
OG0000281	Praq.g_01454	Prbk.g_02568
OG0000282	Praq.g_01492	Prbk.g_02398
OG0000283	Praq.g_01525	Prbk.g_02359
OG0000284	Praq.g_01530	Prbk.g_02353
OG0000285	Praq.g_01535	Prbk.g_01698
OG0000286	Praq.g_01547	Prbk.g_02325
OG0000287	Praq.g_01564	Prbk.g_01728
OG0000288	Praq.g_01592	Prbk.g_00583
OG0000289	Praq.g_01603	Prbk.g_00596
OG0000290	Praq.g_01616	Prbk.g_00059
OG0000291	Praq.g_01618	Prbk.g_00057
OG0000292	Praq.g_01667	Prbk.g_02271
OG0000293	Praq.g_01324	Prbk.g_01032
OG0000294	Praq.g_01325	Prbk.g_01031
OG0000295	Praq.g_01345	Prbk.g_00106
OG0000296	Praq.g_01347	Prbk.g_00104
OG0000297	Praq.g_01355	Prbk.g_01498
OG0000298	Praq.g_01356	Prbk.g_01497
OG0000299	Praq.g_01373	Prbk.g_01508
OG0000300	Praq.g_01376	Prbk.g_00186
OG0000301	Praq.g_01377	Prbk.g_00185
OG0000302	Praq.g_01379	Prbk.g_00182
OG0000303	Praq.g_01386	Prbk.g_00097
OG0000304	Praq.g_01390	Prbk.g_00121
OG0000305	Praq.g_00167	Prbk.g_00055
OG0000306	Praq.g_00170	Prbk.g_02578
OG0000307	Praq.g_00186	Prbk.g_02044
OG0000308	Praq.g_00187	Prbk.g_02042
OG0000309	Praq.g_00191	Prbk.g_02038
OG0000310	Praq.g_00279	Prbk.g_01937
OG0000311	Praq.g_00281	Prbk.g_00243
OG0000312	Praq.g_00284	Prbk.g_00247
OG0000313	Praq.g_00298	Prbk.g_00271
OG0000314	Praq.g_00321	Prbk.g_01222
OG0000315	Praq.g_00331	Prbk.g_01212
OG0000316	Praq.g_00351	Prbk.g_01991
OG0000317	Praq.g_01954, Praq.g_00499	Prbk.g_00913
OG0000318	Praq.g_00496	Prbk.g_00906
OG0000319	Praq.g_00483	Prbk.g_01443
OG0000320	Praq.g_00481	Prbk.g_01441
OG0000321	Praq.g_00480	Prbk.g_01440
OG0000322	Praq.g_00479	Prbk.g_01439
OG0000323	Praq.g_00470	Prbk.g_01428
OG0000324	Praq.g_00444	Prbk.g_01399
OG0000325	Praq.g_00950	Prbk.g_01904
OG0000326	Praq.g_00944	Prbk.g_01912
OG0000327	Praq.g_00920	Prbk.g_00987
OG0000328	Praq.g_00919	Prbk.g_00986
OG0000329	Praq.g_00902	Prbk.g_00969
OG0000330	Praq.g_00901	Prbk.g_00968
OG0000331	Praq.g_00900	Prbk.g_00967
OG0000332	Praq.g_00886	Prbk.g_00952
OG0000333	Praq.g_00884	Prbk.g_00950
OG0000334	Praq.g_00876	Prbk.g_00801
OG0000335	Praq.g_00872	Prbk.g_00806
OG0000336	Praq.g_00868	Prbk.g_00810
OG0000337	Praq.g_00735	Prbk.g_00506
OG0000338	Praq.g_00736	Prbk.g_00510
OG0000339	Praq.g_00740	Prbk.g_00516
OG0000340	Praq.g_00748	Prbk.g_00528
OG0000341	Praq.g_00750	Prbk.g_00530
OG0000342	Praq.g_00751	Prbk.g_00531
OG0000343	Praq.g_00752	Prbk.g_00215
OG0000344	Praq.g_00755	Prbk.g_00218
OG0000345	Praq.g_00760	Prbk.g_00233
OG0000346	Praq.g_00764	Prbk.g_00238
OG0000347	Praq.g_00683	Prbk.g_01540
OG0000348	Praq.g_00692	Prbk.g_01578
OG0000349	Praq.g_00709	Prbk.g_01602
OG0000350	Praq.g_00392	Prbk.g_02204
OG0000351	Praq.g_00409	Prbk.g_02252
OG0000352	Praq.g_00410	Prbk.g_02253
OG0000353	Praq.g_00425	Prbk.g_02277
OG0000355	Praq.g_00427	Prbk.g_02279
OG0000356	Praq.g_00428	Prbk.g_02280
OG0000357	Praq.g_00429	Prbk.g_02281
OG0000358	Praq.g_00433	Prbk.g_02285
OG0000359	Praq.g_00434	Prbk.g_02287
OG0000360	Praq.g_00435	Prbk.g_02288
OG0000361	Praq.g_00436	Prbk.g_02289
OG0000362	Praq.g_00438	Prbk.g_02291
OG0000363	Praq.g_01217	Prbk.g_01639
OG0000364	Praq.g_01218	Prbk.g_01638
OG0000365	Praq.g_01223	Prbk.g_01629
OG0000366	Praq.g_01224	Prbk.g_01628
OG0000367	Praq.g_01225	Prbk.g_01627
OG0000368	Praq.g_01227	Prbk.g_01625
OG0000369	Praq.g_01228	Prbk.g_01624
OG0000370	Praq.g_01229	Prbk.g_01623
OG0000371	Praq.g_01235	Prbk.g_01614
OG0000372	Praq.g_01239	Prbk.g_01609
OG0000373	Praq.g_01240	Prbk.g_01608
OG0000374	Praq.g_01241	Prbk.g_01607
OG0000375	Praq.g_01255	Prbk.g_01606
OG0000376	Praq.g_01257	Prbk.g_01604
OG0000377	Praq.g_01261	Prbk.g_02155
OG0000378	Praq.g_01263	Prbk.g_02141
OG0000379	Praq.g_01266	Prbk.g_02125
OG0000380	Praq.g_01937	Prbk.g_01323
OG0000381	Praq.g_01933	Prbk.g_01319
OG0000382	Praq.g_01922	Prbk.g_01304
OG0000383	Praq.g_01920	Prbk.g_01302
OG0000384	Praq.g_01919	Prbk.g_01301
OG0000385	Praq.g_01918	Prbk.g_01300
OG0000386	Praq.g_01917	Prbk.g_01299
OG0000387	Praq.g_01904	Prbk.g_00020
OG0000388	Praq.g_01901	Prbk.g_00016
OG0000389	Praq.g_01897	Prbk.g_00012
OG0000390	Praq.g_01890	Prbk.g_00191
OG0000391	Praq.g_01887	Prbk.g_00196
OG0000392	Praq.g_01883	Prbk.g_00202
OG0000393	Praq.g_01881	Prbk.g_00207
OG0000394	Praq.g_01880	Prbk.g_00208
OG0000395	Praq.g_01879	Prbk.g_00209
OG0000396	Praq.g_01876	Prbk.g_00542
OG0000397	Praq.g_01874	Prbk.g_00544
OG0000398	Praq.g_01872	Prbk.g_00549
OG0000399	Praq.g_01871	Prbk.g_00550
OG0000400	Praq.g_01870	Prbk.g_00551
OG0000401	Praq.g_01869	Prbk.g_00552
OG0000402	Praq.g_01867	Prbk.g_00554
OG0000403	Praq.g_01866	Prbk.g_00555
OG0000404	Praq.g_01865	Prbk.g_00557
OG0000405	Praq.g_01861	Prbk.g_00749
OG0000406	Praq.g_01855	Prbk.g_00753
OG0000407	Praq.g_01854	Prbk.g_00754
OG0000408	Praq.g_01852	Prbk.g_00756
OG0000409	Praq.g_01850	Prbk.g_00758
OG0000410	Praq.g_01849	Prbk.g_00759
OG0000411	Praq.g_01848	Prbk.g_00760
OG0000412	Praq.g_01847	Prbk.g_00761
OG0000413	Praq.g_01846	Prbk.g_00763
OG0000414	Praq.g_00554, Praq.g_01845	Prbk.g_00764
OG0000415	Praq.g_01844	Prbk.g_00765
OG0000416	Praq.g_01843	Prbk.g_00766
OG0000417	Praq.g_01842	Prbk.g_00767
OG0000418	Praq.g_01837	Prbk.g_00772
OG0000419	Praq.g_01835	Prbk.g_00774
OG0000420	Praq.g_01834	Prbk.g_00775
OG0000421	Praq.g_01829	Prbk.g_00779
OG0000422	Praq.g_01828	Prbk.g_00780
OG0000423	Praq.g_01827	Prbk.g_00781
OG0000424	Praq.g_01826	Prbk.g_00782
OG0000425	Praq.g_01825	Prbk.g_00783
OG0000426	Praq.g_01824	Prbk.g_00784
OG0000427	Praq.g_01823	Prbk.g_00785
OG0000428	Praq.g_01821	Prbk.g_02425
OG0000429	Praq.g_01820	Prbk.g_01283
OG0000430	Praq.g_01819	Prbk.g_01281
OG0000431	Praq.g_01817	Prbk.g_01277
OG0000432	Praq.g_01814	Prbk.g_01270
OG0000433	Praq.g_01813	Prbk.g_01267
OG0000434	Praq.g_01812	Prbk.g_01266
OG0000435	Praq.g_01811	Prbk.g_01263
OG0000436	Praq.g_01806	Prbk.g_01257
OG0000437	Praq.g_01805	Prbk.g_01256
OG0000438	Praq.g_01804	Prbk.g_01255
OG0000439	Praq.g_01802	Prbk.g_01253
OG0000440	Praq.g_01801	Prbk.g_01252
OG0000441	Praq.g_01798	Prbk.g_01245
OG0000442	Praq.g_01797	Prbk.g_01244
OG0000443	Praq.g_01796	Prbk.g_00631
OG0000444	Praq.g_01791	Prbk.g_00683
OG0000445	Praq.g_01790	Prbk.g_00682
OG0000446	Praq.g_01789	Prbk.g_00680
OG0000447	Praq.g_01788	Prbk.g_00670
OG0000448	Praq.g_01787	Prbk.g_00669
OG0000449	Praq.g_01786	Prbk.g_00668
OG0000450	Praq.g_01785	Prbk.g_00662
OG0000451	Praq.g_01784	Prbk.g_00661
OG0000452	Praq.g_01781	Prbk.g_00656
OG0000453	Praq.g_01780	Prbk.g_00655
OG0000454	Praq.g_01779	Prbk.g_00654
OG0000455	Praq.g_01778	Prbk.g_00653
OG0000456	Praq.g_01777	Prbk.g_00652
OG0000457	Praq.g_01776	Prbk.g_00650
OG0000458	Praq.g_01775	Prbk.g_00649
OG0000459	Praq.g_01774	Prbk.g_00648
OG0000460	Praq.g_01767	Prbk.g_01369
OG0000461	Praq.g_01760	Prbk.g_01900
OG0000462	Praq.g_01758	Prbk.g_01012
OG0000463	Praq.g_01757	Prbk.g_01011
OG0000464	Praq.g_01756	Prbk.g_01010
OG0000465	Praq.g_01755	Prbk.g_01008
OG0000466	Praq.g_01752	Prbk.g_01003
OG0000467	Praq.g_01751	Prbk.g_01001
OG0000468	Praq.g_01750	Prbk.g_00371
OG0000469	Praq.g_01741	Prbk.g_00384
OG0000470	Praq.g_01739	Prbk.g_00397
OG0000471	Praq.g_01738	Prbk.g_00398
OG0000472	Praq.g_01737	Prbk.g_00400
OG0000473	Praq.g_01735	Prbk.g_00402
OG0000474	Praq.g_01734	Prbk.g_00403
OG0000475	Praq.g_01733	Prbk.g_00404
OG0000476	Praq.g_01732	Prbk.g_00406
OG0000477	Praq.g_01728	Prbk.g_00411
OG0000478	Praq.g_01727	Prbk.g_00412
OG0000479	Praq.g_01726	Prbk.g_00413
OG0000480	Praq.g_01721	Prbk.g_00420
OG0000481	Praq.g_01718	Prbk.g_00422
OG0000482	Praq.g_01717	Prbk.g_00423
OG0000483	Praq.g_01714	Prbk.g_00427
OG0000484	Praq.g_01713	Prbk.g_00428
OG0000485	Praq.g_01712	Prbk.g_00429
OG0000486	Praq.g_01711	Prbk.g_00430
OG0000487	Praq.g_01707	Prbk.g_00435
OG0000488	Praq.g_01704	Prbk.g_00439
OG0000489	Praq.g_01699	Prbk.g_00450
OG0000490	Praq.g_01694	Prbk.g_00456
OG0000491	Praq.g_01693	Prbk.g_00457
OG0000492	Praq.g_01691	Prbk.g_00460
OG0000493	Praq.g_01690	Prbk.g_00461
OG0000494	Praq.g_01689	Prbk.g_00462
OG0000495	Praq.g_01688	Prbk.g_00463
OG0000496	Praq.g_01687	Prbk.g_00464
OG0000497	Praq.g_01686	Prbk.g_00465
OG0000498	Praq.g_01685	Prbk.g_00466
OG0000499	Praq.g_01684	Prbk.g_00467
OG0000500	Praq.g_01683	Prbk.g_00468
OG0000501	Praq.g_01681	Prbk.g_00471
OG0000502	Praq.g_01678	Prbk.g_00483
OG0000503	Praq.g_01211	Prbk.g_00871
OG0000504	Praq.g_01210	Prbk.g_00873
OG0000505	Praq.g_01209	Prbk.g_00874
OG0000506	Praq.g_01207	Prbk.g_00876
OG0000507	Praq.g_01204	Prbk.g_00881
OG0000508	Praq.g_01200	Prbk.g_00888
OG0000509	Praq.g_01198	Prbk.g_00890
OG0000510	Praq.g_01197	Prbk.g_00891
OG0000511	Praq.g_01196	Prbk.g_00892
OG0000512	Praq.g_01194	Prbk.g_00894
OG0000513	Praq.g_01186	Prbk.g_00360
OG0000514	Praq.g_01126	Prbk.g_00352
OG0000515	Praq.g_01125	Prbk.g_00351
OG0000516	Praq.g_01124	Prbk.g_00339
OG0000517	Praq.g_01122	Prbk.g_00329
OG0000518	Praq.g_01111	Prbk.g_00317
OG0000519	Praq.g_01110	Prbk.g_00316
OG0000520	Praq.g_01109	Prbk.g_00315
OG0000521	Praq.g_00502	Prbk.g_00301
OG0000522	Praq.g_00504	Prbk.g_00299
OG0000523	Praq.g_00505	Prbk.g_00298
OG0000524	Praq.g_00511	Prbk.g_02088
OG0000525	Praq.g_00514	Prbk.g_02105
OG0000526	Praq.g_00515	Prbk.g_02107
OG0000527	Praq.g_00524	Prbk.g_02111
OG0000528	Praq.g_00529	Prbk.g_02056
OG0000529	Praq.g_00532	Prbk.g_02062
OG0000530	Praq.g_00535	Prbk.g_02065
OG0000531	Praq.g_00536	Prbk.g_02066
OG0000532	Praq.g_00538	Prbk.g_02069
OG0000533	Praq.g_00539	Prbk.g_02071
OG0000534	Praq.g_00540	Prbk.g_02072
OG0000535	Praq.g_00541	Prbk.g_02073
OG0000536	Praq.g_00542	Prbk.g_02074
OG0000537	Praq.g_00543	Prbk.g_02075
OG0000538	Praq.g_01102	Prbk.g_01865
OG0000539	Praq.g_01101	Prbk.g_01041
OG0000540	Praq.g_01100	Prbk.g_01042
OG0000541	Praq.g_01099	Prbk.g_01043
OG0000542	Praq.g_01097	Prbk.g_01046
OG0000543	Praq.g_01095	Prbk.g_01048
OG0000544	Praq.g_01094	Prbk.g_01049
OG0000545	Praq.g_01092	Prbk.g_01050
OG0000546	Praq.g_01089	Prbk.g_01052
OG0000547	Praq.g_01087	Prbk.g_01054
OG0000548	Praq.g_01086	Prbk.g_01055
OG0000549	Praq.g_01084	Prbk.g_01061
OG0000550	Praq.g_01079	Prbk.g_01066
OG0000551	Praq.g_01075	Prbk.g_01070
OG0000552	Praq.g_01074	Prbk.g_01071
OG0000553	Praq.g_01073	Prbk.g_01076
OG0000554	Praq.g_01068	Prbk.g_01081
OG0000555	Praq.g_01060	Prbk.g_01099
OG0000556	Praq.g_01058	Prbk.g_02686
OG0000557	Praq.g_01057	Prbk.g_01898
OG0000558	Praq.g_01055	Prbk.g_01895
OG0000559	Praq.g_01051	Prbk.g_01891
OG0000560	Praq.g_01048	Prbk.g_01888
OG0000561	Praq.g_01047	Prbk.g_01887
OG0000562	Praq.g_01046	Prbk.g_01886
OG0000563	Praq.g_01045	Prbk.g_01885
OG0000564	Praq.g_01044	Prbk.g_01884
OG0000565	Praq.g_01041	Prbk.g_01881
