Orthogroup	Praq	Praf
OG0000054	Praq.g_00996	Praf.g_00763
OG0000055	Praq.g_00650	Praf.g_01257
OG0000057	Praq.g_00827	Praf.g_01125
OG0000059	Praq.g_00927	Praf.g_02172
OG0000061	Praq.g_01333	Praf.g_00854
OG0000062	Praq.g_00372	Praf.g_00501
OG0000063	Praq.g_01237, Praq.g_01236, Praq.g_00075	Praf.g_00041
OG0000065	Praq.g_01896	Praf.g_00244
OG0000066	Praq.g_01063	Praf.g_00672
OG0000067	Praq.g_00670	Praf.g_01530
OG0000068	Praq.g_00175	Praf.g_00585, Praf.g_00583
OG0000070	Praq.g_01107	Praf.g_01962
OG0000071	Praq.g_00133	Praf.g_00796
OG0000072	Praq.g_01831	Praf.g_02469
OG0000073	Praq.g_01103	Praf.g_00616
OG0000075	Praq.g_00739	Praf.g_02384
OG0000076	Praq.g_01243, Praq.g_00763	Praf.g_00178
OG0000077	Praq.g_01925	Praf.g_00309
OG0000078	Praq.g_01763	Praf.g_00391
OG0000081	Praq.g_01071	Praf.g_01131
OG0000082	Praq.g_01018	Praf.g_00731
OG0000084	Praq.g_00290	Praf.g_01790
OG0000086	Praq.g_01915	Praf.g_00297
OG0000087	Praq.g_01864	Praf.g_02420
OG0000088	Praq.g_01836	Praf.g_02454, Praf.g_01239
OG0000089	Praq.g_01188	Praf.g_02015
OG0000090	Praq.g_01069	Praf.g_00660
OG0000091	Praq.g_00960	Praf.g_01700
OG0000093	Praq.g_01516	Praf.g_01503
OG0000094	Praq.g_01600	Praf.g_02685
OG0000095	Praq.g_01619	Praf.g_01274
OG0000097	Praq.g_01374	Praf.g_00905
OG0000098	Praq.g_00157	Praf.g_01886
OG0000099	Praq.g_00216	Praf.g_02342
OG0000100	Praq.g_00368	Praf.g_00370, Praf.g_01561
OG0000101	Praq.g_00879	Praf.g_02119
OG0000102	Praq.g_00768	Praf.g_00173
OG0000103	Praq.g_00414	Praf.g_02765
OG0000104	Praq.g_00422	Praf.g_02779
OG0000105	Praq.g_01729	Praf.g_02271
OG0000106	Praq.g_01173	Praf.g_00496
OG0000107	Praq.g_01158	Praf.g_02201
OG0000108	Praq.g_00531	Praf.g_00595
OG0000109	Praq.g_00545	Praf.g_00611
OG0000110	Praq.g_01028	Praf.g_00718
OG0000111	Praq.g_00828	Praf.g_01126
OG0000112	Praq.g_00638	Praf.g_01400
OG0000113	Praq.g_01420	Praf.g_01556
OG0000114	Praq.g_01490	Praf.g_01461
OG0000115	Praq.g_01278	Praf.g_01825
OG0000116	Praq.g_01323	Praf.g_00825
OG0000117	Praq.g_00084	Praf.g_00919
OG0000118	Praq.g_00145	Praf.g_00779
OG0000119	Praq.g_00171	Praf.g_01108, Praf.g_01143
OG0000120	Praq.g_00208	Praf.g_02343
OG0000121	Praq.g_00296	Praf.g_01796
OG0000122	Praq.g_00334	Praf.g_00976
OG0000123	Praq.g_00873	Praf.g_02108
OG0000124	Praq.g_00682	Praf.g_00153
OG0000125	Praq.g_00718	Praf.g_02664
OG0000126	Praq.g_00421	Praf.g_02777
OG0000128	Praq.g_00437	Praf.g_00012
OG0000129	Praq.g_01259	Praf.g_02652
OG0000130	Praq.g_01934	Praf.g_00321
OG0000131	Praq.g_01857	Praf.g_02432
OG0000132	Praq.g_01838	Praf.g_02452
OG0000133	Praq.g_01680	Praf.g_02336
OG0000134	Praq.g_01187	Praf.g_02012
OG0000135	Praq.g_01160	Praf.g_02705, Praf.g_02715
OG0000136	Praq.g_01116	Praf.g_01984
OG0000137	Praq.g_00526	Praf.g_01907
OG0000138	Praq.g_00546	Praf.g_00612
OG0000139	Praq.g_01065	Praf.g_00666
OG0000140	Praq.g_01064	Praf.g_00670
OG0000141	Praq.g_00995	Praf.g_00764
OG0000142	Praq.g_00967	Praf.g_01692
OG0000143	Praq.g_00963	Praf.g_01696
OG0000144	Praq.g_00781	Praf.g_01721
OG0000145	Praq.g_00637	Praf.g_00617
OG0000146	Praq.g_00639	Praf.g_01401
OG0000147	Praq.g_00640	Praf.g_01402
OG0000148	Praq.g_01414	Praf.g_01548
OG0000149	Praq.g_01444	Praf.g_01604
OG0000150	Praq.g_01452	Praf.g_01625
OG0000151	Praq.g_01500	Praf.g_01478
OG0000152	Praq.g_01548	Praf.g_01392
OG0000153	Praq.g_01567	Praf.g_01362
OG0000154	Praq.g_01593	Praf.g_01337
OG0000155	Praq.g_01353	Praf.g_00886
OG0000156	Praq.g_00122	Praf.g_00810
OG0000157	Praq.g_00123	Praf.g_00809
OG0000158	Praq.g_00258	Praf.g_02394
OG0000160	Praq.g_00295	Praf.g_01795
OG0000161	Praq.g_00301	Praf.g_01805
OG0000162	Praq.g_00307	Praf.g_01817
OG0000163	Praq.g_00341	Praf.g_00538
OG0000164	Praq.g_00473	Praf.g_00453
OG0000165	Praq.g_00466	Praf.g_00444
OG0000166	Praq.g_00915	Praf.g_02157
OG0000167	Praq.g_00737	Praf.g_02382, Praf.g_02378, Praf.g_02380
OG0000168	Praq.g_00747	Praf.g_02395
OG0000169	Praq.g_00757	Praf.g_00191
OG0000170	Praq.g_00759	Praf.g_00183
OG0000171	Praq.g_00681	Praf.g_00154
OG0000172	Praq.g_00689	Praf.g_00087
OG0000173	Praq.g_00704	Praf.g_00062
OG0000174	Praq.g_00396	Praf.g_02717
OG0000175	Praq.g_00406	Praf.g_02754
OG0000176	Praq.g_00430	Praf.g_00004
OG0000177	Praq.g_00431	Praf.g_00005
OG0000178	Praq.g_00432	Praf.g_00006
OG0000179	Praq.g_01219	Praf.g_00021
OG0000180	Praq.g_01220	Praf.g_00022
OG0000181	Praq.g_01221	Praf.g_00023
OG0000182	Praq.g_01222	Praf.g_00024
OG0000183	Praq.g_01226	Praf.g_00028
OG0000184	Praq.g_01262	Praf.g_02611
OG0000185	Praq.g_01265	Praf.g_00333, Praf.g_02602
OG0000186	Praq.g_01939	Praf.g_00328
OG0000187	Praq.g_01938	Praf.g_00326
OG0000188	Praq.g_01921	Praf.g_00303
OG0000189	Praq.g_01907	Praf.g_00257
OG0000190	Praq.g_01906	Praf.g_00255
OG0000191	Praq.g_01886	Praf.g_00218
OG0000192	Praq.g_01882	Praf.g_00212
OG0000193	Praq.g_01856	Praf.g_02433
OG0000194	Praq.g_01853	Praf.g_02436
OG0000195	Praq.g_01851	Praf.g_02438
OG0000196	Praq.g_01841	Praf.g_02449
OG0000197	Praq.g_01840	Praf.g_02450
OG0000198	Praq.g_01839	Praf.g_02451
OG0000199	Praq.g_01832	Praf.g_02468
OG0000200	Praq.g_01818	Praf.g_02711, Praf.g_02492
OG0000201	Praq.g_01810	Praf.g_02511
OG0000202	Praq.g_01809	Praf.g_02512
OG0000203	Praq.g_01808	Praf.g_02513
OG0000204	Praq.g_01807	Praf.g_02514
OG0000205	Praq.g_01800	Praf.g_02708, Praf.g_02521
OG0000206	Praq.g_01795	Praf.g_02532
OG0000207	Praq.g_01793	Praf.g_02582
OG0000208	Praq.g_01792	Praf.g_02581
OG0000209	Praq.g_01783	Praf.g_02557
OG0000210	Praq.g_01782	Praf.g_02556
OG0000211	Praq.g_01769	Praf.g_00378
OG0000212	Praq.g_01762	Praf.g_00392
OG0000213	Praq.g_01746	Praf.g_02245
OG0000214	Praq.g_01736	Praf.g_02263
OG0000215	Praq.g_01710	Praf.g_02293
OG0000216	Praq.g_01708	Praf.g_02296
OG0000217	Praq.g_01705	Praf.g_02300
OG0000218	Praq.g_01703	Praf.g_02302
OG0000219	Praq.g_01702	Praf.g_02303
OG0000220	Praq.g_01701	Praf.g_02304
OG0000221	Praq.g_01700	Praf.g_02314
OG0000222	Praq.g_01692	Praf.g_02323
OG0000223	Praq.g_01679	Praf.g_02347
OG0000224	Praq.g_01677	Praf.g_02358
OG0000225	Praq.g_01199	Praf.g_02030
OG0000226	Praq.g_01195	Praf.g_02026
OG0000227	Praq.g_01193	Praf.g_02024
OG0000228	Praq.g_01189	Praf.g_02016
OG0000229	Praq.g_01121	Praf.g_01989
OG0000230	Praq.g_01119	Praf.g_01987
OG0000231	Praq.g_01108	Praf.g_01963
OG0000232	Praq.g_00507	Praf.g_01952
OG0000233	Praq.g_00513	Praf.g_01938
OG0000234	Praq.g_00527	Praf.g_01905
OG0000235	Praq.g_00530	Praf.g_00594
OG0000236	Praq.g_00544	Praf.g_00610
OG0000237	Praq.g_01096	Praf.g_00627
OG0000238	Praq.g_01090	Praf.g_00631
OG0000239	Praq.g_01077	Praf.g_00647
OG0000240	Praq.g_01076	Praf.g_00648
OG0000241	Praq.g_01072	Praf.g_01177
OG0000242	Praq.g_01070	Praf.g_00658
OG0000243	Praq.g_01059	Praf.g_00681
OG0000244	Praq.g_01056	Praf.g_00685
OG0000245	Praq.g_01054	Praf.g_00688
OG0000246	Praq.g_01050	Praf.g_00692
OG0000247	Praq.g_01040	Praf.g_00703
OG0000248	Praq.g_01038	Praf.g_00706
OG0000249	Praq.g_01036	Praf.g_00708
OG0000250	Praq.g_01031	Praf.g_00714
OG0000251	Praq.g_01012	Praf.g_00739
OG0000252	Praq.g_01008	Praf.g_00742
OG0000253	Praq.g_01007	Praf.g_00749
OG0000254	Praq.g_00991	Praf.g_00768
OG0000255	Praq.g_00985	Praf.g_01662
OG0000256	Praq.g_00975	Praf.g_01676
OG0000257	Praq.g_00972	Praf.g_01685
OG0000258	Praq.g_00959	Praf.g_01708
OG0000259	Praq.g_00789	Praf.g_01736
OG0000260	Praq.g_00792	Praf.g_01739
OG0000261	Praq.g_00794	Praf.g_01742
OG0000262	Praq.g_00798	Praf.g_01748
OG0000263	Praq.g_00810	Praf.g_02570
OG0000264	Praq.g_00820	Praf.g_01218, Praf.g_01219
OG0000265	Praq.g_00583	Praf.g_01238, Praf.g_01302
OG0000266	Praq.g_00593	Praf.g_01313
OG0000267	Praq.g_00604	Praf.g_01436
OG0000268	Praq.g_00605	Praf.g_01435
OG0000269	Praq.g_00665	Praf.g_01525
OG0000270	Praq.g_00668	Praf.g_01528
OG0000271	Praq.g_00676	Praf.g_01536
OG0000272	Praq.g_00677	Praf.g_01537
OG0000273	Praq.g_01428	Praf.g_01585
OG0000274	Praq.g_01429	Praf.g_01586
OG0000275	Praq.g_01431	Praf.g_01590
OG0000276	Praq.g_01436	Praf.g_01596
OG0000277	Praq.g_01437	Praf.g_01597
OG0000278	Praq.g_01440	Praf.g_01600
OG0000279	Praq.g_01447	Praf.g_01608
OG0000280	Praq.g_01448	Praf.g_01614
OG0000281	Praq.g_01454	Praf.g_01627
OG0000282	Praq.g_01492	Praf.g_01463
OG0000283	Praq.g_01525	Praf.g_01426
OG0000284	Praq.g_01530	Praf.g_01420
OG0000285	Praq.g_01535	Praf.g_01006
OG0000286	Praq.g_01547	Praf.g_01393
OG0000287	Praq.g_01564	Praf.g_01073
OG0000288	Praq.g_01592	Praf.g_01338
OG0000289	Praq.g_01603	Praf.g_01325
OG0000290	Praq.g_01616	Praf.g_01277
OG0000291	Praq.g_01618	Praf.g_01275
OG0000292	Praq.g_01667	Praf.g_02776
OG0000293	Praq.g_01324	Praf.g_00826
OG0000294	Praq.g_01325	Praf.g_00827
OG0000295	Praq.g_01345	Praf.g_00879
OG0000296	Praq.g_01347	Praf.g_00881
OG0000297	Praq.g_01355	Praf.g_00917
OG0000298	Praq.g_01356	Praf.g_00918
OG0000299	Praq.g_01373	Praf.g_00908
OG0000300	Praq.g_01376	Praf.g_00902
OG0000301	Praq.g_01377	Praf.g_00901
OG0000302	Praq.g_01379	Praf.g_00898
OG0000303	Praq.g_01386	Praf.g_00888
OG0000304	Praq.g_01390	Praf.g_00938
OG0000305	Praq.g_00167	Praf.g_01271
OG0000306	Praq.g_00170	Praf.g_01635
OG0000307	Praq.g_00186	Praf.g_00575
OG0000308	Praq.g_00187	Praf.g_00573
OG0000309	Praq.g_00191	Praf.g_00569
OG0000310	Praq.g_00279	Praf.g_01772
OG0000311	Praq.g_00281	Praf.g_01778, Praf.g_01776
OG0000312	Praq.g_00284	Praf.g_01782
OG0000313	Praq.g_00298	Praf.g_01802
OG0000314	Praq.g_00321	Praf.g_01837
OG0000315	Praq.g_00331	Praf.g_01848
OG0000316	Praq.g_00351	Praf.g_00526
OG0000317	Praq.g_01954, Praq.g_00499	Praf.g_00485
OG0000318	Praq.g_00496	Praf.g_00479
OG0000319	Praq.g_00483	Praf.g_00464
OG0000320	Praq.g_00481	Praf.g_00462
OG0000321	Praq.g_00480	Praf.g_00461
OG0000322	Praq.g_00479	Praf.g_00460
OG0000323	Praq.g_00470	Praf.g_00449
OG0000324	Praq.g_00444	Praf.g_00419
OG0000325	Praq.g_00950	Praf.g_02200
OG0000326	Praq.g_00944	Praf.g_02193
OG0000327	Praq.g_00920	Praf.g_02162
OG0000328	Praq.g_00919	Praf.g_02161
OG0000329	Praq.g_00902	Praf.g_02144
OG0000330	Praq.g_00901	Praf.g_02143
OG0000331	Praq.g_00900	Praf.g_02142
OG0000332	Praq.g_00886	Praf.g_02127
OG0000333	Praq.g_00884	Praf.g_02125
OG0000334	Praq.g_00876	Praf.g_02112
OG0000335	Praq.g_00872	Praf.g_02107
OG0000336	Praq.g_00868	Praf.g_02103
OG0000337	Praq.g_00735	Praf.g_02372
OG0000338	Praq.g_00736	Praf.g_02375
OG0000339	Praq.g_00740	Praf.g_02386
OG0000340	Praq.g_00748	Praf.g_02396
OG0000341	Praq.g_00750	Praf.g_02398
OG0000342	Praq.g_00751	Praf.g_02399
OG0000343	Praq.g_00752	Praf.g_00196
OG0000344	Praq.g_00755	Praf.g_00193
OG0000345	Praq.g_00760	Praf.g_00182
OG0000346	Praq.g_00764	Praf.g_00177
OG0000347	Praq.g_00683	Praf.g_00152
OG0000348	Praq.g_00692	Praf.g_00081
OG0000349	Praq.g_00709	Praf.g_00054
OG0000350	Praq.g_00392	Praf.g_02699
OG0000351	Praq.g_00409	Praf.g_02757
OG0000352	Praq.g_00410	Praf.g_02758
OG0000353	Praq.g_00425	Praf.g_02782
OG0000355	Praq.g_00427	Praf.g_00001
OG0000356	Praq.g_00428	Praf.g_00002
OG0000357	Praq.g_00429	Praf.g_00003
OG0000358	Praq.g_00433	Praf.g_00007
OG0000359	Praq.g_00434	Praf.g_00009
OG0000360	Praq.g_00435	Praf.g_00010
OG0000361	Praq.g_00436	Praf.g_00011
OG0000362	Praq.g_00438	Praf.g_00013
OG0000363	Praq.g_01217	Praf.g_00015
OG0000364	Praq.g_01218	Praf.g_00016
OG0000365	Praq.g_01223	Praf.g_00025
OG0000366	Praq.g_01224	Praf.g_00026
OG0000367	Praq.g_01225	Praf.g_00027
OG0000368	Praq.g_01227	Praf.g_00029
OG0000369	Praq.g_01228	Praf.g_00030
OG0000370	Praq.g_01229	Praf.g_00031
OG0000371	Praq.g_01235	Praf.g_00040
OG0000372	Praq.g_01239	Praf.g_00045
OG0000373	Praq.g_01240	Praf.g_00046
OG0000374	Praq.g_01241	Praf.g_00047
OG0000375	Praq.g_01255	Praf.g_00050
OG0000376	Praq.g_01257	Praf.g_00052
OG0000377	Praq.g_01261	Praf.g_02618
OG0000378	Praq.g_01263	Praf.g_02605
OG0000379	Praq.g_01266	Praf.g_02601
OG0000380	Praq.g_01937	Praf.g_00325
OG0000381	Praq.g_01933	Praf.g_00320
OG0000382	Praq.g_01922	Praf.g_00304
OG0000383	Praq.g_01920	Praf.g_00302
OG0000384	Praq.g_01919	Praf.g_00301
OG0000385	Praq.g_01918	Praf.g_00300
OG0000386	Praq.g_01917	Praf.g_00299
OG0000387	Praq.g_01904	Praf.g_00253
OG0000388	Praq.g_01901	Praf.g_00249
OG0000389	Praq.g_01897	Praf.g_00245
OG0000390	Praq.g_01890	Praf.g_00224
OG0000391	Praq.g_01887	Praf.g_00219
OG0000392	Praq.g_01883	Praf.g_00214
OG0000393	Praq.g_01881	Praf.g_00209
OG0000394	Praq.g_01880	Praf.g_00208
OG0000395	Praq.g_01879	Praf.g_00207
OG0000396	Praq.g_01876	Praf.g_02403
OG0000397	Praq.g_01874	Praf.g_02405
OG0000398	Praq.g_01872	Praf.g_02410
OG0000399	Praq.g_01871	Praf.g_02411
OG0000400	Praq.g_01870	Praf.g_02412
OG0000401	Praq.g_01869	Praf.g_02413
OG0000402	Praq.g_01867	Praf.g_02415
OG0000403	Praq.g_01866	Praf.g_02416
OG0000404	Praq.g_01865	Praf.g_02418
OG0000405	Praq.g_01861	Praf.g_02430
OG0000406	Praq.g_01855	Praf.g_02434
OG0000407	Praq.g_01854	Praf.g_02435
OG0000408	Praq.g_01852	Praf.g_02437
OG0000409	Praq.g_01850	Praf.g_02439
OG0000410	Praq.g_01849	Praf.g_02440
OG0000411	Praq.g_01848	Praf.g_02441
OG0000412	Praq.g_01847	Praf.g_02442
OG0000413	Praq.g_01846	Praf.g_02444
OG0000414	Praq.g_00554, Praq.g_01845	Praf.g_02445
OG0000415	Praq.g_01844	Praf.g_02446
OG0000416	Praq.g_01843	Praf.g_02447
OG0000417	Praq.g_01842	Praf.g_02448
OG0000418	Praq.g_01837	Praf.g_02453
OG0000419	Praq.g_01835	Praf.g_02455
OG0000420	Praq.g_01834	Praf.g_02456
OG0000421	Praq.g_01829	Praf.g_02470
OG0000422	Praq.g_01828	Praf.g_02471
OG0000423	Praq.g_01827	Praf.g_02472
OG0000424	Praq.g_01826	Praf.g_02473
OG0000425	Praq.g_01825	Praf.g_02474
OG0000426	Praq.g_01824	Praf.g_02475
OG0000427	Praq.g_01823	Praf.g_02476
OG0000428	Praq.g_01821	Praf.g_01486
OG0000429	Praq.g_01820	Praf.g_02489
OG0000430	Praq.g_01819	Praf.g_02491
OG0000431	Praq.g_01817	Praf.g_02495
OG0000432	Praq.g_01814	Praf.g_02502
OG0000433	Praq.g_01813	Praf.g_02505
OG0000434	Praq.g_01812	Praf.g_02506
OG0000435	Praq.g_01811	Praf.g_02509
OG0000436	Praq.g_01806	Praf.g_02515
OG0000437	Praq.g_01805	Praf.g_02516
OG0000438	Praq.g_01804	Praf.g_02517
OG0000439	Praq.g_01802	Praf.g_02519
OG0000440	Praq.g_01801	Praf.g_02520
OG0000441	Praq.g_01798	Praf.g_02524
OG0000442	Praq.g_01797	Praf.g_02525
OG0000443	Praq.g_01796	Praf.g_02531
OG0000444	Praq.g_01791	Praf.g_02575
OG0000445	Praq.g_01790	Praf.g_02574
OG0000446	Praq.g_01789	Praf.g_02572
OG0000447	Praq.g_01788	Praf.g_02568
OG0000448	Praq.g_01787	Praf.g_02567
OG0000449	Praq.g_01786	Praf.g_02566
OG0000450	Praq.g_01785	Praf.g_02560
OG0000451	Praq.g_01784	Praf.g_02559
OG0000452	Praq.g_01781	Praf.g_02555
OG0000453	Praq.g_01780	Praf.g_02554
OG0000454	Praq.g_01779	Praf.g_02553
OG0000455	Praq.g_01778	Praf.g_02552
OG0000456	Praq.g_01777	Praf.g_02551
OG0000457	Praq.g_01776	Praf.g_02549
OG0000458	Praq.g_01775	Praf.g_02548
OG0000459	Praq.g_01774	Praf.g_02547
OG0000460	Praq.g_01767	Praf.g_00379
OG0000461	Praq.g_01760	Praf.g_02203
OG0000462	Praq.g_01758	Praf.g_02207
OG0000463	Praq.g_01757	Praf.g_02208
OG0000464	Praq.g_01756	Praf.g_02209
OG0000465	Praq.g_01755	Praf.g_02210
OG0000466	Praq.g_01752	Praf.g_02215
OG0000467	Praq.g_01751	Praf.g_02217
OG0000468	Praq.g_01750	Praf.g_02242
OG0000469	Praq.g_01741	Praf.g_02255
OG0000470	Praq.g_01739	Praf.g_02259
OG0000471	Praq.g_01738	Praf.g_02260
OG0000472	Praq.g_01737	Praf.g_02262
OG0000473	Praq.g_01735	Praf.g_02264
OG0000474	Praq.g_01734	Praf.g_02265
OG0000475	Praq.g_01733	Praf.g_02266
OG0000476	Praq.g_01732	Praf.g_02268
OG0000477	Praq.g_01728	Praf.g_02273
OG0000478	Praq.g_01727	Praf.g_02274
OG0000479	Praq.g_01726	Praf.g_02275
OG0000480	Praq.g_01721	Praf.g_02282
OG0000481	Praq.g_01718	Praf.g_02284
OG0000482	Praq.g_01717	Praf.g_02285
OG0000483	Praq.g_01714	Praf.g_02289
OG0000484	Praq.g_01713	Praf.g_02290
OG0000485	Praq.g_01712	Praf.g_02291
OG0000486	Praq.g_01711	Praf.g_02292
OG0000487	Praq.g_01707	Praf.g_02297
OG0000488	Praq.g_01704	Praf.g_02301
OG0000489	Praq.g_01699	Praf.g_02315
OG0000490	Praq.g_01694	Praf.g_02321
OG0000491	Praq.g_01693	Praf.g_02322
OG0000492	Praq.g_01691	Praf.g_02324
OG0000493	Praq.g_01690	Praf.g_02325
OG0000494	Praq.g_01689	Praf.g_02326
OG0000495	Praq.g_01688	Praf.g_02327
OG0000496	Praq.g_01687	Praf.g_02328
OG0000497	Praq.g_01686	Praf.g_02329
OG0000498	Praq.g_01685	Praf.g_02330
OG0000499	Praq.g_01684	Praf.g_02331
OG0000500	Praq.g_01683	Praf.g_02332
OG0000501	Praq.g_01681	Praf.g_02335
OG0000502	Praq.g_01678	Praf.g_02349
OG0000503	Praq.g_01211	Praf.g_02054
OG0000504	Praq.g_01210	Praf.g_02052
OG0000505	Praq.g_01209	Praf.g_02051
OG0000506	Praq.g_01207	Praf.g_02049
OG0000507	Praq.g_01204	Praf.g_02045
OG0000508	Praq.g_01200	Praf.g_02031
OG0000509	Praq.g_01198	Praf.g_02029
OG0000510	Praq.g_01197	Praf.g_02028
OG0000511	Praq.g_01196	Praf.g_02027
OG0000512	Praq.g_01194	Praf.g_02025
OG0000513	Praq.g_01186	Praf.g_02011
OG0000514	Praq.g_01126	Praf.g_02002
OG0000515	Praq.g_01125	Praf.g_02001
OG0000516	Praq.g_01124	Praf.g_01999
OG0000517	Praq.g_01122	Praf.g_01990
OG0000518	Praq.g_01111	Praf.g_01978
OG0000519	Praq.g_01110	Praf.g_01977
OG0000520	Praq.g_01109	Praf.g_01972
OG0000521	Praq.g_00502	Praf.g_01959
OG0000522	Praq.g_00504	Praf.g_01957
OG0000523	Praq.g_00505	Praf.g_01956
OG0000524	Praq.g_00511	Praf.g_01942
OG0000525	Praq.g_00514	Praf.g_01915
OG0000526	Praq.g_00515	Praf.g_01913
OG0000527	Praq.g_00524	Praf.g_01909
OG0000528	Praq.g_00529	Praf.g_00589
OG0000529	Praq.g_00532	Praf.g_00596
OG0000530	Praq.g_00535	Praf.g_00599
OG0000531	Praq.g_00536	Praf.g_00600
OG0000532	Praq.g_00538	Praf.g_00603
OG0000533	Praq.g_00539	Praf.g_00605
OG0000534	Praq.g_00540	Praf.g_00606
OG0000535	Praq.g_00541	Praf.g_00607
OG0000536	Praq.g_00542	Praf.g_00608
OG0000537	Praq.g_00543	Praf.g_00609
OG0000538	Praq.g_01102	Praf.g_00619
OG0000539	Praq.g_01101	Praf.g_00621
OG0000540	Praq.g_01100	Praf.g_00622
OG0000541	Praq.g_01099	Praf.g_00623
OG0000542	Praq.g_01097	Praf.g_00626
OG0000543	Praq.g_01095	Praf.g_00628
OG0000544	Praq.g_01094	Praf.g_00629
OG0000545	Praq.g_01092	Praf.g_00630
OG0000546	Praq.g_01089	Praf.g_00632
OG0000547	Praq.g_01087	Praf.g_00634
OG0000548	Praq.g_01086	Praf.g_00635
OG0000549	Praq.g_01084	Praf.g_00641
OG0000550	Praq.g_01079	Praf.g_00646
OG0000551	Praq.g_01075	Praf.g_00650
OG0000552	Praq.g_01074	Praf.g_00651
OG0000553	Praq.g_01073	Praf.g_00656
OG0000554	Praq.g_01068	Praf.g_00661
OG0000555	Praq.g_01060	Praf.g_00677
OG0000556	Praq.g_01058	Praf.g_00683
OG0000557	Praq.g_01057	Praf.g_00684
OG0000558	Praq.g_01055	Praf.g_00687
OG0000559	Praq.g_01051	Praf.g_00691
OG0000560	Praq.g_01048	Praf.g_00694
OG0000561	Praq.g_01047	Praf.g_00695
OG0000562	Praq.g_01046	Praf.g_00696
OG0000563	Praq.g_01045	Praf.g_00697
OG0000564	Praq.g_01044	Praf.g_00698
OG0000565	Praq.g_01041	Praf.g_00701
OG0000566	Praq.g_01039	Praf.g_00705
OG0000567	Praq.g_01035	Praf.g_00709
OG0000568	Praq.g_01034	Praf.g_00711
OG0000569	Praq.g_01033	Praf.g_00712
OG0000570	Praq.g_01032	Praf.g_00713
OG0000571	Praq.g_01030	Praf.g_00716
OG0000572	Praq.g_01017	Praf.g_00733
OG0000573	Praq.g_01010	Praf.g_00740
OG0000574	Praq.g_01009	Praf.g_00741
OG0000575	Praq.g_01005	Praf.g_00751
OG0000576	Praq.g_01003	Praf.g_00753
OG0000577	Praq.g_01002	Praf.g_00754
OG0000578	Praq.g_01001	Praf.g_00755
OG0000579	Praq.g_01000	Praf.g_00756
OG0000580	Praq.g_00999	Praf.g_00757
OG0000581	Praq.g_00997	Praf.g_00761
OG0000582	Praq.g_00994	Praf.g_00765
OG0000583	Praq.g_00993	Praf.g_00766
