Orthogroup	Prbl	Prak
OG0000073	Prbl.g_01395	Prak.g_01072
OG0000074	Prbl.g_01859	Prak.g_00819
OG0000075	Prbl.g_02328	Prak.g_00852
OG0000076	Prbl.g_00927	Prak.g_00920
OG0000078	Prbl.g_00893	Prak.g_01352
OG0000079	Prbl.g_00417	Prak.g_01476
OG0000080	Prbl.g_00462	Prak.g_00661
OG0000081	Prbl.g_00857	Prak.g_01814
OG0000082	Prbl.g_02195	Prak.g_00656
OG0000083	Prbl.g_02118	Prak.g_00003
OG0000084	Prbl.g_02115	Prak.g_00006
OG0000085	Prbl.g_01968	Prak.g_00023
OG0000087	Prbl.g_02273	Prak.g_00052
OG0000088	Prbl.g_01331	Prak.g_00121
OG0000089	Prbl.g_01316	Prak.g_00130
OG0000090	Prbl.g_00810	Prak.g_00147
OG0000091	Prbl.g_00278	Prak.g_00181
OG0000092	Prbl.g_00277	Prak.g_00182
OG0000093	Prbl.g_00069	Prak.g_00196
OG0000094	Prbl.g_00098	Prak.g_00215
OG0000095	Prbl.g_01282	Prak.g_00220
OG0000096	Prbl.g_01506	Prak.g_00268
OG0000097	Prbl.g_01461	Prak.g_00292
OG0000098	Prbl.g_01448	Prak.g_00303
OG0000099	Prbl.g_01436	Prak.g_00313
OG0000100	Prbl.g_01432	Prak.g_00316
OG0000101	Prbl.g_02677	Prak.g_00381
OG0000102	Prbl.g_02190	Prak.g_01259
OG0000103	Prbl.g_01339	Prak.g_00437
OG0000104	Prbl.g_00511	Prak.g_00441
OG0000105	Prbl.g_00533	Prak.g_00461
OG0000106	Prbl.g_00768	Prak.g_00491
OG0000107	Prbl.g_00766	Prak.g_00492
OG0000108	Prbl.g_02647	Prak.g_00502
OG0000109	Prbl.g_01886	Prak.g_00512
OG0000110	Prbl.g_01905	Prak.g_00529
OG0000111	Prbl.g_01043	Prak.g_01091
OG0000112	Prbl.g_01042	Prak.g_01090
OG0000113	Prbl.g_02432	Prak.g_01040
OG0000114	Prbl.g_02337	Prak.g_00843
OG0000115	Prbl.g_02478	Prak.g_00973
OG0000116	Prbl.g_02486	Prak.g_00977
OG0000117	Prbl.g_00930	Prak.g_00923
OG0000118	Prbl.g_02128	Prak.g_01217
OG0000119	Prbl.g_02202	Prak.g_01553
OG0000120	Prbl.g_02091	Prak.g_01166
OG0000121	Prbl.g_01119	Prak.g_01143
OG0000122	Prbl.g_02583	Prak.g_01123
OG0000123	Prbl.g_01102	Prak.g_00594
OG0000124	Prbl.g_00937	Prak.g_01487
OG0000125	Prbl.g_01736	Prak.g_01290
OG0000126	Prbl.g_00502	Prak.g_01329
OG0000127	Prbl.g_00258	Prak.g_01379
OG0000128	Prbl.g_00241	Prak.g_01392
OG0000129	Prbl.g_00709	Prak.g_01428
OG0000130	Prbl.g_00399	Prak.g_01642
OG0000131	Prbl.g_00350	Prak.g_01681
OG0000132	Prbl.g_00347	Prak.g_01684
OG0000133	Prbl.g_00957	Prak.g_01738
OG0000134	Prbl.g_00994	Prak.g_01774
OG0000135	Prbl.g_00996	Prak.g_01776
OG0000136	Prbl.g_00841	Prak.g_01826
OG0000137	Prbl.g_02053	Prak.g_01860
OG0000138	Prbl.g_02231	Prak.g_01895
OG0000139	Prbl.g_02147	Prak.g_01926
OG0000140	Prbl.g_02120	Prak.g_00001
OG0000141	Prbl.g_02119	Prak.g_00002
OG0000142	Prbl.g_02117	Prak.g_00004
OG0000143	Prbl.g_02116	Prak.g_00005
OG0000144	Prbl.g_02114	Prak.g_00007
OG0000145	Prbl.g_02112	Prak.g_00008
OG0000146	Prbl.g_02111	Prak.g_00009
OG0000147	Prbl.g_02110	Prak.g_00010
OG0000148	Prbl.g_02108	Prak.g_00012
OG0000149	Prbl.g_01955	Prak.g_00014
OG0000150	Prbl.g_01956	Prak.g_00015
OG0000151	Prbl.g_01961	Prak.g_00016
OG0000152	Prbl.g_01962	Prak.g_00017
OG0000153	Prbl.g_01963	Prak.g_00018
OG0000154	Prbl.g_01964	Prak.g_00019
OG0000155	Prbl.g_01965	Prak.g_00020
OG0000156	Prbl.g_01966	Prak.g_00021
OG0000157	Prbl.g_01967	Prak.g_00022
OG0000158	Prbl.g_01969	Prak.g_00024
OG0000159	Prbl.g_01970	Prak.g_00025
OG0000160	Prbl.g_01971	Prak.g_00026
OG0000161	Prbl.g_01972	Prak.g_00027
OG0000162	Prbl.g_01973	Prak.g_00028
OG0000163	Prbl.g_01975	Prak.g_00030
OG0000164	Prbl.g_01980	Prak.g_00033
OG0000165	Prbl.g_01985	Prak.g_00036
OG0000166	Prbl.g_01986	Prak.g_00037
OG0000167	Prbl.g_01987	Prak.g_00038
OG0000168	Prbl.g_01988	Prak.g_00040
OG0000169	Prbl.g_01990	Prak.g_00042
OG0000170	Prbl.g_02241	Prak.g_00044
OG0000171	Prbl.g_02243	Prak.g_00045
OG0000172	Prbl.g_02244	Prak.g_00046
OG0000173	Prbl.g_02251	Prak.g_00049
OG0000174	Prbl.g_02258	Prak.g_00050
OG0000175	Prbl.g_02266	Prak.g_00051
OG0000176	Prbl.g_02274	Prak.g_00053
OG0000177	Prbl.g_02275	Prak.g_00054
OG0000178	Prbl.g_02276	Prak.g_00056
OG0000179	Prbl.g_00614	Prak.g_00068
OG0000180	Prbl.g_00613	Prak.g_00069
OG0000181	Prbl.g_00612	Prak.g_00070
OG0000182	Prbl.g_00608	Prak.g_00074
OG0000183	Prbl.g_00607	Prak.g_00075
OG0000184	Prbl.g_00603	Prak.g_00078
OG0000185	Prbl.g_00597	Prak.g_00082
OG0000186	Prbl.g_00596	Prak.g_00083
OG0000187	Prbl.g_01075	Prak.g_00717
OG0000188	Prbl.g_00595	Prak.g_00084
OG0000189	Prbl.g_00592	Prak.g_00085
OG0000190	Prbl.g_00591	Prak.g_00086
OG0000191	Prbl.g_00590	Prak.g_00087
OG0000192	Prbl.g_00589	Prak.g_00088
OG0000193	Prbl.g_00588	Prak.g_00089
OG0000194	Prbl.g_00587	Prak.g_00090
OG0000195	Prbl.g_00583	Prak.g_00092
OG0000196	Prbl.g_00582	Prak.g_00093
OG0000197	Prbl.g_00576	Prak.g_00094
OG0000198	Prbl.g_00572	Prak.g_00095
OG0000199	Prbl.g_00567	Prak.g_00098
OG0000200	Prbl.g_00566	Prak.g_00099
OG0000201	Prbl.g_00565	Prak.g_00100
OG0000202	Prbl.g_00563	Prak.g_00102
OG0000203	Prbl.g_00562	Prak.g_00103
OG0000204	Prbl.g_00561	Prak.g_00104
OG0000205	Prbl.g_00559	Prak.g_00106
OG0000206	Prbl.g_00558	Prak.g_00107
OG0000207	Prbl.g_00557	Prak.g_00108
OG0000208	Prbl.g_00556	Prak.g_00109
OG0000209	Prbl.g_00555	Prak.g_00110
OG0000210	Prbl.g_00553	Prak.g_00111
OG0000211	Prbl.g_00552	Prak.g_00113
OG0000212	Prbl.g_00551	Prak.g_00114
OG0000213	Prbl.g_00548	Prak.g_00115
OG0000214	Prbl.g_00542	Prak.g_00119
OG0000215	Prbl.g_01332	Prak.g_00120
OG0000216	Prbl.g_01330	Prak.g_00122
OG0000217	Prbl.g_01328	Prak.g_00123
OG0000218	Prbl.g_01326	Prak.g_00124
OG0000219	Prbl.g_01325	Prak.g_00125
OG0000220	Prbl.g_01320	Prak.g_00128
OG0000221	Prbl.g_01315	Prak.g_00131
OG0000222	Prbl.g_01314	Prak.g_00132
OG0000223	Prbl.g_01313	Prak.g_00133
OG0000224	Prbl.g_00827	Prak.g_00135
OG0000225	Prbl.g_00825	Prak.g_00137
OG0000226	Prbl.g_00822	Prak.g_00139
OG0000227	Prbl.g_00820	Prak.g_00140
OG0000228	Prbl.g_00819	Prak.g_00141
OG0000229	Prbl.g_00818	Prak.g_00142
OG0000230	Prbl.g_00817	Prak.g_00143
OG0000231	Prbl.g_00815	Prak.g_01035
OG0000232	Prbl.g_00814	Prak.g_00145
OG0000233	Prbl.g_00809	Prak.g_00148
OG0000234	Prbl.g_00305	Prak.g_00150
OG0000235	Prbl.g_00303	Prak.g_00156
OG0000236	Prbl.g_00302	Prak.g_00157
OG0000237	Prbl.g_00301	Prak.g_00158
OG0000238	Prbl.g_00300	Prak.g_00159
OG0000239	Prbl.g_00299	Prak.g_00160
OG0000240	Prbl.g_00297	Prak.g_00162
OG0000241	Prbl.g_00296	Prak.g_00163
OG0000242	Prbl.g_00295	Prak.g_00164
OG0000243	Prbl.g_00294	Prak.g_00165
OG0000244	Prbl.g_00293	Prak.g_00166
OG0000245	Prbl.g_00291	Prak.g_00168
OG0000246	Prbl.g_00289	Prak.g_00170
OG0000247	Prbl.g_00288	Prak.g_00171
OG0000248	Prbl.g_00287	Prak.g_00172
OG0000249	Prbl.g_00286	Prak.g_00173
OG0000250	Prbl.g_00285	Prak.g_00174
OG0000251	Prbl.g_00284	Prak.g_00175
OG0000252	Prbl.g_00283	Prak.g_00176
OG0000253	Prbl.g_00282	Prak.g_00177
OG0000254	Prbl.g_00280	Prak.g_00179
OG0000255	Prbl.g_00279	Prak.g_00180
OG0000256	Prbl.g_00276	Prak.g_00183
OG0000257	Prbl.g_00275	Prak.g_00185
OG0000258	Prbl.g_00274	Prak.g_00186
OG0000259	Prbl.g_00273	Prak.g_00187
OG0000260	Prbl.g_00272	Prak.g_00188
OG0000261	Prbl.g_00271	Prak.g_00189
OG0000262	Prbl.g_00270	Prak.g_00190
OG0000263	Prbl.g_00269	Prak.g_00191
OG0000264	Prbl.g_02377	Prak.g_00193
OG0000265	Prbl.g_00066	Prak.g_00194
OG0000266	Prbl.g_00068	Prak.g_00195
OG0000267	Prbl.g_00072	Prak.g_00197
OG0000268	Prbl.g_00074	Prak.g_00199
OG0000269	Prbl.g_00077	Prak.g_00200
OG0000270	Prbl.g_00079	Prak.g_00201
OG0000271	Prbl.g_00082	Prak.g_00202
OG0000272	Prbl.g_00083	Prak.g_00203
OG0000273	Prbl.g_00086	Prak.g_00204
OG0000274	Prbl.g_00088	Prak.g_00205
OG0000275	Prbl.g_00089	Prak.g_00206
OG0000276	Prbl.g_00090	Prak.g_00207
OG0000277	Prbl.g_00091	Prak.g_00208
OG0000278	Prbl.g_00092	Prak.g_00209
OG0000279	Prbl.g_00093	Prak.g_00210
OG0000280	Prbl.g_00094	Prak.g_00211
OG0000281	Prbl.g_00096	Prak.g_00213
OG0000282	Prbl.g_00097	Prak.g_00214
OG0000283	Prbl.g_00104	Prak.g_00217
OG0000284	Prbl.g_00105	Prak.g_00218
OG0000285	Prbl.g_01283	Prak.g_00219
OG0000286	Prbl.g_01281	Prak.g_00221
OG0000287	Prbl.g_00130	Prak.g_00223
OG0000288	Prbl.g_00129	Prak.g_00224
OG0000289	Prbl.g_00127	Prak.g_00225
OG0000290	Prbl.g_00126	Prak.g_00226
OG0000291	Prbl.g_00124	Prak.g_00227
OG0000292	Prbl.g_01244	Prak.g_00228
OG0000293	Prbl.g_01245	Prak.g_00229
OG0000294	Prbl.g_01246	Prak.g_00230
OG0000295	Prbl.g_01252	Prak.g_00231
OG0000296	Prbl.g_01253	Prak.g_00232
OG0000297	Prbl.g_01256	Prak.g_00233
OG0000298	Prbl.g_01257	Prak.g_00234
OG0000299	Prbl.g_01258	Prak.g_00235
OG0000300	Prbl.g_01259	Prak.g_00236
OG0000301	Prbl.g_01260	Prak.g_00237
OG0000302	Prbl.g_01261	Prak.g_00238
OG0000303	Prbl.g_01262	Prak.g_00239
OG0000304	Prbl.g_01264	Prak.g_00241
OG0000305	Prbl.g_01265	Prak.g_00242
OG0000306	Prbl.g_01266	Prak.g_00243
OG0000307	Prbl.g_01918	Prak.g_00245
OG0000308	Prbl.g_01769	Prak.g_00246
OG0000309	Prbl.g_01770	Prak.g_00247
OG0000310	Prbl.g_01771	Prak.g_00248
OG0000311	Prbl.g_01922	Prak.g_00249
OG0000312	Prbl.g_01923	Prak.g_00251
OG0000313	Prbl.g_00199	Prak.g_00252
OG0000314	Prbl.g_00193	Prak.g_00256
OG0000315	Prbl.g_00192	Prak.g_00257
OG0000316	Prbl.g_02679	Prak.g_00259
OG0000317	Prbl.g_02666	Prak.g_00261
OG0000318	Prbl.g_01516	Prak.g_00262
OG0000319	Prbl.g_01515	Prak.g_00263
OG0000320	Prbl.g_01513	Prak.g_00264
OG0000321	Prbl.g_01508	Prak.g_00267
OG0000322	Prbl.g_01499	Prak.g_00271
OG0000323	Prbl.g_01498	Prak.g_00272
OG0000324	Prbl.g_01496	Prak.g_00275
OG0000325	Prbl.g_01494	Prak.g_00276
OG0000326	Prbl.g_01492	Prak.g_00277
OG0000327	Prbl.g_01486	Prak.g_00279
OG0000328	Prbl.g_01919	Prak.g_00280
OG0000329	Prbl.g_01473	Prak.g_00281
OG0000330	Prbl.g_01472	Prak.g_00282
OG0000331	Prbl.g_01470	Prak.g_00284
OG0000332	Prbl.g_01469	Prak.g_00285
OG0000333	Prbl.g_01468	Prak.g_00286
OG0000334	Prbl.g_01467	Prak.g_00287
OG0000335	Prbl.g_01466	Prak.g_00288
OG0000336	Prbl.g_01464	Prak.g_00290
OG0000337	Prbl.g_01459	Prak.g_00293
OG0000338	Prbl.g_01458	Prak.g_00294
OG0000339	Prbl.g_01457	Prak.g_00295
OG0000340	Prbl.g_01455	Prak.g_00296
OG0000341	Prbl.g_01450	Prak.g_00300
OG0000342	Prbl.g_01449	Prak.g_00301
OG0000343	Prbl.g_01447	Prak.g_00304
OG0000344	Prbl.g_01445	Prak.g_00305
OG0000345	Prbl.g_01444	Prak.g_00306
OG0000346	Prbl.g_01443	Prak.g_00307
OG0000347	Prbl.g_01442	Prak.g_00308
OG0000348	Prbl.g_01441	Prak.g_00310
OG0000349	Prbl.g_01440	Prak.g_00311
OG0000350	Prbl.g_01439	Prak.g_00312
OG0000351	Prbl.g_01435	Prak.g_00314
OG0000352	Prbl.g_01431	Prak.g_00317
OG0000353	Prbl.g_01428	Prak.g_00318
OG0000354	Prbl.g_01427	Prak.g_00319
OG0000355	Prbl.g_01426	Prak.g_00320
OG0000356	Prbl.g_01421	Prak.g_00321
OG0000357	Prbl.g_01420	Prak.g_00322
OG0000358	Prbl.g_01419	Prak.g_00323
OG0000359	Prbl.g_01417	Prak.g_00324
OG0000360	Prbl.g_01414	Prak.g_00326
OG0000361	Prbl.g_01413	Prak.g_00327
OG0000362	Prbl.g_00911	Prak.g_00328
OG0000363	Prbl.g_00909	Prak.g_00329
OG0000364	Prbl.g_00908	Prak.g_00330
OG0000365	Prbl.g_00907	Prak.g_00331
OG0000366	Prbl.g_00906	Prak.g_00332
OG0000367	Prbl.g_00905	Prak.g_00333
OG0000368	Prbl.g_00904	Prak.g_00334
OG0000369	Prbl.g_00903	Prak.g_00335
OG0000370	Prbl.g_00902	Prak.g_00336
OG0000371	Prbl.g_00901	Prak.g_00337
OG0000372	Prbl.g_00898	Prak.g_00338
OG0000373	Prbl.g_00888	Prak.g_00340
OG0000374	Prbl.g_00886	Prak.g_00341
OG0000375	Prbl.g_00877	Prak.g_00342
OG0000376	Prbl.g_01183	Prak.g_00343
OG0000377	Prbl.g_01190	Prak.g_00349
OG0000378	Prbl.g_01191	Prak.g_00350
OG0000379	Prbl.g_01201	Prak.g_00356
OG0000380	Prbl.g_01203	Prak.g_00358
OG0000381	Prbl.g_01204	Prak.g_00359
OG0000382	Prbl.g_01206	Prak.g_00360
OG0000383	Prbl.g_01210	Prak.g_00363
OG0000384	Prbl.g_01211	Prak.g_00364
OG0000385	Prbl.g_01217	Prak.g_00367
OG0000386	Prbl.g_01218	Prak.g_00368
OG0000387	Prbl.g_01219	Prak.g_00369
OG0000388	Prbl.g_01220	Prak.g_00370
OG0000389	Prbl.g_01221	Prak.g_00371
OG0000390	Prbl.g_01222	Prak.g_00372
OG0000391	Prbl.g_01223	Prak.g_00373
OG0000392	Prbl.g_01224	Prak.g_00374
OG0000393	Prbl.g_02673	Prak.g_00378
OG0000394	Prbl.g_02674	Prak.g_00379
OG0000395	Prbl.g_02678	Prak.g_00382
OG0000396	Prbl.g_01564	Prak.g_00900
OG0000397	Prbl.g_00609	Prak.g_01216
OG0000398	Prbl.g_00410	Prak.g_01597
OG0000399	Prbl.g_01693	Prak.g_01211
OG0000400	Prbl.g_02681	Prak.g_01709
OG0000401	Prbl.g_00676	Prak.g_00393
OG0000402	Prbl.g_00675	Prak.g_00394
OG0000403	Prbl.g_00663	Prak.g_00395
OG0000404	Prbl.g_00653	Prak.g_00397
OG0000405	Prbl.g_00652	Prak.g_00398
OG0000406	Prbl.g_00650	Prak.g_00400
OG0000407	Prbl.g_00649	Prak.g_00401
OG0000408	Prbl.g_00648	Prak.g_00402
OG0000409	Prbl.g_00647	Prak.g_00403
OG0000410	Prbl.g_00645	Prak.g_00404
OG0000411	Prbl.g_00644	Prak.g_00405
OG0000412	Prbl.g_00643	Prak.g_00406
OG0000413	Prbl.g_00642	Prak.g_00407
OG0000414	Prbl.g_00641	Prak.g_00408
OG0000415	Prbl.g_00640	Prak.g_00409
OG0000416	Prbl.g_00639	Prak.g_00410
OG0000417	Prbl.g_00635	Prak.g_00411
OG0000418	Prbl.g_00634	Prak.g_00412
OG0000419	Prbl.g_00633	Prak.g_00413
OG0000420	Prbl.g_00632	Prak.g_00414
OG0000421	Prbl.g_00625	Prak.g_00418
OG0000422	Prbl.g_00623	Prak.g_00420
OG0000423	Prbl.g_00622	Prak.g_00421
OG0000424	Prbl.g_00619	Prak.g_00422
OG0000425	Prbl.g_01364	Prak.g_00426
OG0000426	Prbl.g_01363	Prak.g_00427
OG0000427	Prbl.g_01360	Prak.g_00428
OG0000428	Prbl.g_01348	Prak.g_00430
OG0000429	Prbl.g_01346	Prak.g_00431
OG0000430	Prbl.g_01344	Prak.g_00432
OG0000431	Prbl.g_01342	Prak.g_00434
OG0000432	Prbl.g_01341	Prak.g_00435
OG0000433	Prbl.g_00503	Prak.g_00438
OG0000434	Prbl.g_00506	Prak.g_00439
OG0000435	Prbl.g_00510	Prak.g_00440
OG0000436	Prbl.g_00512	Prak.g_00442
OG0000437	Prbl.g_00514	Prak.g_00444
OG0000438	Prbl.g_00515	Prak.g_00445
OG0000439	Prbl.g_00516	Prak.g_00446
OG0000440	Prbl.g_00519	Prak.g_00448
OG0000441	Prbl.g_00521	Prak.g_00449
OG0000442	Prbl.g_00522	Prak.g_00450
OG0000443	Prbl.g_00523	Prak.g_00451
OG0000444	Prbl.g_00524	Prak.g_00452
OG0000445	Prbl.g_00525	Prak.g_00453
OG0000446	Prbl.g_00526	Prak.g_00454
OG0000447	Prbl.g_00527	Prak.g_00455
OG0000448	Prbl.g_00528	Prak.g_00456
OG0000449	Prbl.g_00536	Prak.g_00462
OG0000450	Prbl.g_00806	Prak.g_00463
OG0000451	Prbl.g_00805	Prak.g_00464
OG0000452	Prbl.g_00804	Prak.g_00465
OG0000453	Prbl.g_00801	Prak.g_00466
OG0000454	Prbl.g_00800	Prak.g_00467
OG0000455	Prbl.g_00799	Prak.g_00468
OG0000456	Prbl.g_00798	Prak.g_00469
OG0000457	Prbl.g_00797	Prak.g_00471
OG0000458	Prbl.g_00795	Prak.g_00473
OG0000459	Prbl.g_00794	Prak.g_00474
OG0000460	Prbl.g_00792	Prak.g_00476
OG0000461	Prbl.g_00791	Prak.g_00477
OG0000462	Prbl.g_00790	Prak.g_00478
OG0000463	Prbl.g_00785	Prak.g_00479
OG0000464	Prbl.g_00780	Prak.g_00483
OG0000465	Prbl.g_00779	Prak.g_00484
OG0000466	Prbl.g_00778	Prak.g_00485
OG0000467	Prbl.g_00776	Prak.g_00486
OG0000468	Prbl.g_00775	Prak.g_00487
OG0000469	Prbl.g_00770	Prak.g_00488
OG0000470	Prbl.g_01526	Prak.g_00489
OG0000471	Prbl.g_00032	Prak.g_00490
OG0000472	Prbl.g_00765	Prak.g_00493
OG0000473	Prbl.g_00763	Prak.g_00494
OG0000474	Prbl.g_00761	Prak.g_00495
OG0000475	Prbl.g_00760	Prak.g_00496
OG0000476	Prbl.g_00754	Prak.g_00497
OG0000477	Prbl.g_00751	Prak.g_00499
OG0000478	Prbl.g_00749	Prak.g_00500
OG0000479	Prbl.g_00747	Prak.g_00501
OG0000480	Prbl.g_02645	Prak.g_00503
OG0000481	Prbl.g_01878	Prak.g_00504
OG0000482	Prbl.g_01879	Prak.g_00506
OG0000483	Prbl.g_01881	Prak.g_00507
OG0000484	Prbl.g_01882	Prak.g_00508
OG0000485	Prbl.g_01883	Prak.g_00509
OG0000486	Prbl.g_01884	Prak.g_00510
OG0000487	Prbl.g_01885	Prak.g_00511
OG0000488	Prbl.g_01887	Prak.g_00513
OG0000489	Prbl.g_01888	Prak.g_00514
OG0000490	Prbl.g_01889	Prak.g_00515
OG0000491	Prbl.g_01890	Prak.g_00516
OG0000492	Prbl.g_01891	Prak.g_00517
OG0000493	Prbl.g_01892	Prak.g_00518
OG0000494	Prbl.g_01894	Prak.g_00519
OG0000495	Prbl.g_01895	Prak.g_00520
OG0000496	Prbl.g_01897	Prak.g_00522
OG0000497	Prbl.g_01899	Prak.g_00524
OG0000498	Prbl.g_01900	Prak.g_00525
OG0000499	Prbl.g_01902	Prak.g_00527
OG0000500	Prbl.g_01903	Prak.g_00528
OG0000501	Prbl.g_01801	Prak.g_00530
OG0000502	Prbl.g_01800	Prak.g_00531
OG0000503	Prbl.g_01799	Prak.g_00532
OG0000504	Prbl.g_01797	Prak.g_00533
OG0000505	Prbl.g_01796	Prak.g_00534
OG0000506	Prbl.g_01795	Prak.g_00535
OG0000507	Prbl.g_01794	Prak.g_00536
OG0000508	Prbl.g_01790	Prak.g_00538
OG0000509	Prbl.g_01789	Prak.g_00539
OG0000510	Prbl.g_01788	Prak.g_00540
OG0000511	Prbl.g_01787	Prak.g_00541
OG0000512	Prbl.g_01786	Prak.g_00542
OG0000513	Prbl.g_01785	Prak.g_00543
OG0000514	Prbl.g_01784	Prak.g_00544
OG0000515	Prbl.g_01781	Prak.g_00547
OG0000516	Prbl.g_01780	Prak.g_00548
OG0000517	Prbl.g_01779	Prak.g_00549
OG0000518	Prbl.g_01775	Prak.g_00552
OG0000519	Prbl.g_01774	Prak.g_00553
OG0000520	Prbl.g_01773	Prak.g_00554
OG0000521	Prbl.g_01772	Prak.g_00555
OG0000522	Prbl.g_01766	Prak.g_00556
OG0000523	Prbl.g_01765	Prak.g_00557
OG0000524	Prbl.g_01764	Prak.g_00558
OG0000525	Prbl.g_01762	Prak.g_00560
OG0000526	Prbl.g_01761	Prak.g_00561
OG0000527	Prbl.g_01760	Prak.g_00562
OG0000528	Prbl.g_01759	Prak.g_00563
OG0000529	Prbl.g_01758	Prak.g_00564
OG0000530	Prbl.g_01757	Prak.g_00565
OG0000531	Prbl.g_01754	Prak.g_00567
OG0000532	Prbl.g_01752	Prak.g_00568
OG0000533	Prbl.g_01751	Prak.g_00569
OG0000534	Prbl.g_01750	Prak.g_00570
OG0000535	Prbl.g_01749	Prak.g_00571
OG0000536	Prbl.g_01748	Prak.g_00572
OG0000537	Prbl.g_01747	Prak.g_00573
OG0000538	Prbl.g_01746	Prak.g_00574
OG0000539	Prbl.g_01744	Prak.g_00575
OG0000540	Prbl.g_01742	Prak.g_00576
OG0000541	Prbl.g_01610	Prak.g_00577
OG0000542	Prbl.g_01611	Prak.g_00578
OG0000543	Prbl.g_01612	Prak.g_00579
OG0000544	Prbl.g_01613	Prak.g_00580
OG0000545	Prbl.g_01616	Prak.g_00582
OG0000546	Prbl.g_01617	Prak.g_00583
OG0000547	Prbl.g_01619	Prak.g_00585
OG0000548	Prbl.g_01624	Prak.g_00587
OG0000549	Prbl.g_01625	Prak.g_00588
OG0000550	Prbl.g_01626	Prak.g_00589
OG0000551	Prbl.g_01629	Prak.g_00591
OG0000552	Prbl.g_01631	Prak.g_00592
OG0000553	Prbl.g_01632	Prak.g_01113
OG0000554	Prbl.g_01634	Prak.g_01112
OG0000555	Prbl.g_01635	Prak.g_01111
OG0000556	Prbl.g_01636	Prak.g_01110
OG0000557	Prbl.g_01637	Prak.g_01109
OG0000558	Prbl.g_01639	Prak.g_01108
OG0000559	Prbl.g_01640	Prak.g_01107
OG0000560	Prbl.g_01642	Prak.g_01105
OG0000561	Prbl.g_01643	Prak.g_01104
OG0000562	Prbl.g_01645	Prak.g_01102
OG0000563	Prbl.g_01646	Prak.g_01101
OG0000564	Prbl.g_01647	Prak.g_01100
OG0000565	Prbl.g_01655	Prak.g_01099
OG0000566	Prbl.g_01656	Prak.g_01098
OG0000567	Prbl.g_01657	Prak.g_01097
OG0000568	Prbl.g_01658	Prak.g_01096
OG0000569	Prbl.g_01659	Prak.g_01095
