Orthogroup	Prbl	Pras
OG0000065	Prbl.g_01722	Pras.g_00209
OG0000066	Prbl.g_00892	Pras.g_00273, Pras.g_00271, Pras.g_00272, Pras.g_00330
OG0000068	Prbl.g_01126, Prbl.g_01000	Pras.g_00687
OG0000069	Prbl.g_00889, Prbl.g_00712	Pras.g_00326
OG0000070	Prbl.g_01171, Prbl.g_01599	Pras.g_00881
OG0000071	Prbl.g_02109	Pras.g_00853
OG0000073	Prbl.g_01395	Pras.g_01545
OG0000074	Prbl.g_01859	Pras.g_01567
OG0000075	Prbl.g_02328	Pras.g_01708
OG0000076	Prbl.g_00927	Pras.g_01934
OG0000078	Prbl.g_00893	Pras.g_00294
OG0000079	Prbl.g_00417	Pras.g_00431
OG0000080	Prbl.g_00462	Pras.g_00477
OG0000081	Prbl.g_00857	Pras.g_00717
OG0000082	Prbl.g_02195	Pras.g_00131
OG0000083	Prbl.g_02118	Pras.g_00845
OG0000084	Prbl.g_02115	Pras.g_00848
OG0000085	Prbl.g_01968	Pras.g_00865
OG0000087	Prbl.g_02273	Pras.g_00902
OG0000088	Prbl.g_01331	Pras.g_00964
OG0000089	Prbl.g_01316	Pras.g_00972
OG0000090	Prbl.g_00810	Pras.g_00990
OG0000091	Prbl.g_00278	Pras.g_01020
OG0000092	Prbl.g_00277	Pras.g_01021
OG0000093	Prbl.g_00069	Pras.g_01035
OG0000094	Prbl.g_00098	Pras.g_01053
OG0000095	Prbl.g_01282	Pras.g_01058, Pras.g_01059
OG0000096	Prbl.g_01506	Pras.g_01103
OG0000097	Prbl.g_01461	Pras.g_01126
OG0000098	Prbl.g_01448	Pras.g_01136
OG0000099	Prbl.g_01436	Pras.g_01145
OG0000100	Prbl.g_01432	Pras.g_01148
OG0000101	Prbl.g_02677	Pras.g_01210
OG0000102	Prbl.g_02190	Pras.g_01236
OG0000103	Prbl.g_01339	Pras.g_01354
OG0000104	Prbl.g_00511	Pras.g_01358
OG0000105	Prbl.g_00533	Pras.g_01377
OG0000106	Prbl.g_00768	Pras.g_01409
OG0000107	Prbl.g_00766	Pras.g_01410
OG0000108	Prbl.g_02647	Pras.g_01420
OG0000109	Prbl.g_01886	Pras.g_01429
OG0000110	Prbl.g_01905	Pras.g_01445
OG0000111	Prbl.g_01043	Pras.g_01527
OG0000112	Prbl.g_01042	Pras.g_01528
OG0000113	Prbl.g_02432	Pras.g_01628
OG0000114	Prbl.g_02337	Pras.g_01699
OG0000115	Prbl.g_02478	Pras.g_01859
OG0000116	Prbl.g_02486	Pras.g_01863
OG0000117	Prbl.g_00930	Pras.g_01931
OG0000118	Prbl.g_02128	Pras.g_01982
OG0000119	Prbl.g_02202	Pras.g_00026
OG0000120	Prbl.g_02091	Pras.g_00062
OG0000121	Prbl.g_01119	Pras.g_00081
OG0000122	Prbl.g_02583	Pras.g_00101
OG0000123	Prbl.g_01102	Pras.g_00114
OG0000124	Prbl.g_00937	Pras.g_00122
OG0000125	Prbl.g_01736	Pras.g_00221, Pras.g_00222
OG0000126	Prbl.g_00502	Pras.g_00250
OG0000127	Prbl.g_00258	Pras.g_00337
OG0000128	Prbl.g_00241	Pras.g_00351
OG0000129	Prbl.g_00709	Pras.g_00388
OG0000130	Prbl.g_00399	Pras.g_00548
OG0000131	Prbl.g_00350	Pras.g_00586
OG0000132	Prbl.g_00347	Pras.g_00589
OG0000133	Prbl.g_00957	Pras.g_00646
OG0000134	Prbl.g_00994	Pras.g_00682
OG0000135	Prbl.g_00996	Pras.g_00684
OG0000136	Prbl.g_00841	Pras.g_00728
OG0000137	Prbl.g_02053	Pras.g_00761
OG0000138	Prbl.g_02231	Pras.g_00797
OG0000139	Prbl.g_02147	Pras.g_00824
OG0000140	Prbl.g_02120	Pras.g_00843
OG0000141	Prbl.g_02119	Pras.g_00844
OG0000142	Prbl.g_02117	Pras.g_00846
OG0000143	Prbl.g_02116	Pras.g_00847
OG0000144	Prbl.g_02114	Pras.g_00849
OG0000145	Prbl.g_02112	Pras.g_00850
OG0000146	Prbl.g_02111	Pras.g_00851
OG0000147	Prbl.g_02110	Pras.g_00852
OG0000148	Prbl.g_02108	Pras.g_00854
OG0000149	Prbl.g_01955	Pras.g_00856
OG0000150	Prbl.g_01956	Pras.g_00857
OG0000151	Prbl.g_01961	Pras.g_00858
OG0000152	Prbl.g_01962	Pras.g_00859
OG0000153	Prbl.g_01963	Pras.g_00860
OG0000154	Prbl.g_01964	Pras.g_00861
OG0000155	Prbl.g_01965	Pras.g_00862
OG0000156	Prbl.g_01966	Pras.g_00863
OG0000157	Prbl.g_01967	Pras.g_00864
OG0000158	Prbl.g_01969	Pras.g_00866
OG0000159	Prbl.g_01970	Pras.g_00867
OG0000160	Prbl.g_01971	Pras.g_00868
OG0000161	Prbl.g_01972	Pras.g_00869
OG0000162	Prbl.g_01973	Pras.g_00870
OG0000163	Prbl.g_01975	Pras.g_00871
OG0000164	Prbl.g_01980	Pras.g_00874
OG0000165	Prbl.g_01985	Pras.g_00877
OG0000166	Prbl.g_01986	Pras.g_00878
OG0000167	Prbl.g_01987	Pras.g_00879
OG0000168	Prbl.g_01988	Pras.g_00893
OG0000169	Prbl.g_01990	Pras.g_00895
OG0000170	Prbl.g_02241	Pras.g_00896
OG0000171	Prbl.g_02243	Pras.g_00897
OG0000172	Prbl.g_02244	Pras.g_00898
OG0000173	Prbl.g_02251	Pras.g_00899
OG0000174	Prbl.g_02258	Pras.g_00900
OG0000175	Prbl.g_02266	Pras.g_00901
OG0000176	Prbl.g_02274	Pras.g_00903
OG0000177	Prbl.g_02275	Pras.g_00904
OG0000178	Prbl.g_02276	Pras.g_00905
OG0000179	Prbl.g_00614	Pras.g_00916
OG0000180	Prbl.g_00613	Pras.g_00917
OG0000181	Prbl.g_00612	Pras.g_00918
OG0000182	Prbl.g_00608	Pras.g_00921
OG0000183	Prbl.g_00607	Pras.g_00922
OG0000184	Prbl.g_00603	Pras.g_00924
OG0000185	Prbl.g_00597	Pras.g_00928
OG0000186	Prbl.g_00596	Pras.g_00929
OG0000187	Prbl.g_01075	Pras.g_00930
OG0000188	Prbl.g_00595	Pras.g_00931
OG0000189	Prbl.g_00592	Pras.g_00932
OG0000190	Prbl.g_00591	Pras.g_00933
OG0000191	Prbl.g_00590	Pras.g_00934
OG0000192	Prbl.g_00589	Pras.g_00935
OG0000193	Prbl.g_00588	Pras.g_00936
OG0000194	Prbl.g_00587	Pras.g_00937
OG0000195	Prbl.g_00583	Pras.g_00939
OG0000196	Prbl.g_00582	Pras.g_00940
OG0000197	Prbl.g_00576	Pras.g_00941
OG0000198	Prbl.g_00572	Pras.g_00942
OG0000199	Prbl.g_00567	Pras.g_00945
OG0000200	Prbl.g_00566	Pras.g_00946
OG0000201	Prbl.g_00565	Pras.g_00947
OG0000202	Prbl.g_00563	Pras.g_00948
OG0000203	Prbl.g_00562	Pras.g_00949
OG0000204	Prbl.g_00561	Pras.g_00950
OG0000205	Prbl.g_00559	Pras.g_00951
OG0000206	Prbl.g_00558	Pras.g_00952
OG0000207	Prbl.g_00557	Pras.g_00953
OG0000208	Prbl.g_00556	Pras.g_00954
OG0000209	Prbl.g_00555	Pras.g_00955
OG0000210	Prbl.g_00553	Pras.g_00957
OG0000211	Prbl.g_00552	Pras.g_00958
OG0000212	Prbl.g_00551	Pras.g_00959
OG0000213	Prbl.g_00548	Pras.g_00960
OG0000214	Prbl.g_00542	Pras.g_00962
OG0000215	Prbl.g_01332	Pras.g_00963
OG0000216	Prbl.g_01330	Pras.g_00965
OG0000217	Prbl.g_01328	Pras.g_00966
OG0000218	Prbl.g_01326	Pras.g_00967
OG0000219	Prbl.g_01325	Pras.g_00968
OG0000220	Prbl.g_01320	Pras.g_00971
OG0000221	Prbl.g_01315	Pras.g_00973
OG0000222	Prbl.g_01314	Pras.g_00974
OG0000223	Prbl.g_01313	Pras.g_00975
OG0000224	Prbl.g_00827	Pras.g_00978
OG0000225	Prbl.g_00825	Pras.g_00980
OG0000226	Prbl.g_00822	Pras.g_00981
OG0000227	Prbl.g_00820	Pras.g_00982
OG0000228	Prbl.g_00819	Pras.g_00983
OG0000229	Prbl.g_00818	Pras.g_00984
OG0000230	Prbl.g_00817	Pras.g_00985
OG0000231	Prbl.g_00815	Pras.g_00987
OG0000232	Prbl.g_00814	Pras.g_00988
OG0000233	Prbl.g_00809	Pras.g_00991
OG0000234	Prbl.g_00305	Pras.g_00993
OG0000235	Prbl.g_00303	Pras.g_00996
OG0000236	Prbl.g_00302	Pras.g_00997
OG0000237	Prbl.g_00301	Pras.g_00998
OG0000238	Prbl.g_00300	Pras.g_00999
OG0000239	Prbl.g_00299	Pras.g_01000
OG0000240	Prbl.g_00297	Pras.g_01002
OG0000241	Prbl.g_00296	Pras.g_01003
OG0000242	Prbl.g_00295	Pras.g_01004
OG0000243	Prbl.g_00294	Pras.g_01005
OG0000244	Prbl.g_00293	Pras.g_01006
OG0000245	Prbl.g_00291	Pras.g_01007
OG0000246	Prbl.g_00289	Pras.g_01009
OG0000247	Prbl.g_00288	Pras.g_01010
OG0000248	Prbl.g_00287	Pras.g_01011
OG0000249	Prbl.g_00286	Pras.g_01012
OG0000250	Prbl.g_00285	Pras.g_01013
OG0000251	Prbl.g_00284	Pras.g_01014
OG0000252	Prbl.g_00283	Pras.g_01015
OG0000253	Prbl.g_00282	Pras.g_01016
OG0000254	Prbl.g_00280	Pras.g_01018
OG0000255	Prbl.g_00279	Pras.g_01019
OG0000256	Prbl.g_00276	Pras.g_01022
OG0000257	Prbl.g_00275	Pras.g_01024
OG0000258	Prbl.g_00274	Pras.g_01025
OG0000259	Prbl.g_00273	Pras.g_01026
OG0000260	Prbl.g_00272	Pras.g_01027
OG0000261	Prbl.g_00271	Pras.g_01028
OG0000262	Prbl.g_00270	Pras.g_01029
OG0000263	Prbl.g_00269	Pras.g_01030
OG0000264	Prbl.g_02377	Pras.g_01032
OG0000265	Prbl.g_00066	Pras.g_01033
OG0000266	Prbl.g_00068	Pras.g_01034
OG0000267	Prbl.g_00072	Pras.g_01036
OG0000268	Prbl.g_00074	Pras.g_01037
OG0000269	Prbl.g_00077	Pras.g_01038
OG0000270	Prbl.g_00079	Pras.g_01039
OG0000271	Prbl.g_00082	Pras.g_01040
OG0000272	Prbl.g_00083	Pras.g_01041
OG0000273	Prbl.g_00086	Pras.g_01042
OG0000274	Prbl.g_00088	Pras.g_01043
OG0000275	Prbl.g_00089	Pras.g_01044
OG0000276	Prbl.g_00090	Pras.g_01045
OG0000277	Prbl.g_00091	Pras.g_01046
OG0000278	Prbl.g_00092	Pras.g_01047
OG0000279	Prbl.g_00093	Pras.g_01048
OG0000280	Prbl.g_00094	Pras.g_01049
OG0000281	Prbl.g_00096	Pras.g_01051
OG0000282	Prbl.g_00097	Pras.g_01052
OG0000283	Prbl.g_00104	Pras.g_01055
OG0000284	Prbl.g_00105	Pras.g_01056
OG0000285	Prbl.g_01283	Pras.g_01057
OG0000286	Prbl.g_01281	Pras.g_01060
OG0000287	Prbl.g_00130	Pras.g_01061
OG0000288	Prbl.g_00129	Pras.g_01062
OG0000289	Prbl.g_00127	Pras.g_01063
OG0000290	Prbl.g_00126	Pras.g_01064
OG0000291	Prbl.g_00124	Pras.g_01065
OG0000292	Prbl.g_01244	Pras.g_01066
OG0000293	Prbl.g_01245	Pras.g_01067
OG0000294	Prbl.g_01246	Pras.g_01068
OG0000295	Prbl.g_01252	Pras.g_01069
OG0000296	Prbl.g_01253	Pras.g_01070
OG0000297	Prbl.g_01256	Pras.g_01071
OG0000298	Prbl.g_01257	Pras.g_01072
OG0000299	Prbl.g_01258	Pras.g_01073
OG0000300	Prbl.g_01259	Pras.g_01074
OG0000301	Prbl.g_01260	Pras.g_01075
OG0000302	Prbl.g_01261	Pras.g_01076
OG0000303	Prbl.g_01262	Pras.g_01077
OG0000304	Prbl.g_01264	Pras.g_01078
OG0000305	Prbl.g_01265	Pras.g_01079
OG0000306	Prbl.g_01266	Pras.g_01080
OG0000307	Prbl.g_01918	Pras.g_01081
OG0000308	Prbl.g_01769	Pras.g_01082
OG0000309	Prbl.g_01770	Pras.g_01083
OG0000310	Prbl.g_01771	Pras.g_01084
OG0000311	Prbl.g_01922	Pras.g_01085
OG0000312	Prbl.g_01923	Pras.g_01087
OG0000313	Prbl.g_00199	Pras.g_01088
OG0000314	Prbl.g_00193	Pras.g_01091
OG0000315	Prbl.g_00192	Pras.g_01092
OG0000316	Prbl.g_02679	Pras.g_01094
OG0000317	Prbl.g_02666	Pras.g_01096
OG0000318	Prbl.g_01516	Pras.g_01097
OG0000319	Prbl.g_01515	Pras.g_01098
OG0000320	Prbl.g_01513	Pras.g_01099
OG0000321	Prbl.g_01508	Pras.g_01102
OG0000322	Prbl.g_01499	Pras.g_01105
OG0000323	Prbl.g_01498	Pras.g_01106
OG0000324	Prbl.g_01496	Pras.g_01109
OG0000325	Prbl.g_01494	Pras.g_01111
OG0000326	Prbl.g_01492	Pras.g_01112
OG0000327	Prbl.g_01486	Pras.g_01114
OG0000328	Prbl.g_01919	Pras.g_01115
OG0000329	Prbl.g_01473	Pras.g_01116
OG0000330	Prbl.g_01472	Pras.g_01117
OG0000331	Prbl.g_01470	Pras.g_01118
OG0000332	Prbl.g_01469	Pras.g_01119
OG0000333	Prbl.g_01468	Pras.g_01120
OG0000334	Prbl.g_01467	Pras.g_01121
OG0000335	Prbl.g_01466	Pras.g_01122
OG0000336	Prbl.g_01464	Pras.g_01123
OG0000337	Prbl.g_01459	Pras.g_01127
OG0000338	Prbl.g_01458	Pras.g_01128
OG0000339	Prbl.g_01457	Pras.g_01129
OG0000340	Prbl.g_01455	Pras.g_01130
OG0000341	Prbl.g_01450	Pras.g_01134
OG0000342	Prbl.g_01449	Pras.g_01135
OG0000343	Prbl.g_01447	Pras.g_01137
OG0000344	Prbl.g_01445	Pras.g_01138
OG0000345	Prbl.g_01444	Pras.g_01139
OG0000346	Prbl.g_01443	Pras.g_01140
OG0000347	Prbl.g_01442	Pras.g_01141
OG0000348	Prbl.g_01441	Pras.g_01142
OG0000349	Prbl.g_01440	Pras.g_01143
OG0000350	Prbl.g_01439	Pras.g_01144
OG0000351	Prbl.g_01435	Pras.g_01146
OG0000352	Prbl.g_01431	Pras.g_01149
OG0000353	Prbl.g_01428	Pras.g_01150
OG0000354	Prbl.g_01427	Pras.g_01151
OG0000355	Prbl.g_01426	Pras.g_01152
OG0000356	Prbl.g_01421	Pras.g_01153
OG0000357	Prbl.g_01420	Pras.g_01155
OG0000358	Prbl.g_01419	Pras.g_01156
OG0000359	Prbl.g_01417	Pras.g_01157
OG0000360	Prbl.g_01414	Pras.g_01160
OG0000361	Prbl.g_01413	Pras.g_01161
OG0000362	Prbl.g_00911	Pras.g_01162
OG0000363	Prbl.g_00909	Pras.g_01163
OG0000364	Prbl.g_00908	Pras.g_01164
OG0000365	Prbl.g_00907	Pras.g_01165
OG0000366	Prbl.g_00906	Pras.g_01166
OG0000367	Prbl.g_00905	Pras.g_01167
OG0000368	Prbl.g_00904	Pras.g_01168
OG0000369	Prbl.g_00903	Pras.g_01169
OG0000370	Prbl.g_00902	Pras.g_01170
OG0000371	Prbl.g_00901	Pras.g_01171
OG0000372	Prbl.g_00898	Pras.g_01173
OG0000373	Prbl.g_00888	Pras.g_01175
OG0000374	Prbl.g_00886	Pras.g_01176
OG0000375	Prbl.g_00877	Pras.g_01177
OG0000376	Prbl.g_01183	Pras.g_01179
OG0000377	Prbl.g_01190	Pras.g_01180
OG0000378	Prbl.g_01191	Pras.g_01181
OG0000379	Prbl.g_01201	Pras.g_01187
OG0000380	Prbl.g_01203	Pras.g_01188
OG0000381	Prbl.g_01204	Pras.g_01189
OG0000382	Prbl.g_01206	Pras.g_01191
OG0000383	Prbl.g_01210	Pras.g_01194
OG0000384	Prbl.g_01211	Pras.g_01195
OG0000385	Prbl.g_01217	Pras.g_01198
OG0000386	Prbl.g_01218	Pras.g_01199
OG0000387	Prbl.g_01219	Pras.g_01200
OG0000388	Prbl.g_01220	Pras.g_01201
OG0000389	Prbl.g_01221	Pras.g_01202
OG0000390	Prbl.g_01222	Pras.g_01203
OG0000391	Prbl.g_01223	Pras.g_01204
OG0000392	Prbl.g_01224	Pras.g_01205
OG0000393	Prbl.g_02673	Pras.g_01208
OG0000394	Prbl.g_02674	Pras.g_01209
OG0000395	Prbl.g_02678	Pras.g_01211
OG0000396	Prbl.g_01564	Pras.g_01212
OG0000397	Prbl.g_00609	Pras.g_01224
OG0000398	Prbl.g_00410	Pras.g_01232
OG0000399	Prbl.g_01693	Pras.g_01233
OG0000400	Prbl.g_02681	Pras.g_01239
OG0000401	Prbl.g_00676	Pras.g_01309
OG0000402	Prbl.g_00675	Pras.g_01310
OG0000403	Prbl.g_00663	Pras.g_01311
OG0000404	Prbl.g_00653	Pras.g_01313
OG0000405	Prbl.g_00652	Pras.g_01314
OG0000406	Prbl.g_00650	Pras.g_01316
OG0000407	Prbl.g_00649	Pras.g_01317
OG0000408	Prbl.g_00648	Pras.g_01318
OG0000409	Prbl.g_00647	Pras.g_01319
OG0000410	Prbl.g_00645	Pras.g_01320
OG0000411	Prbl.g_00644	Pras.g_01321
OG0000412	Prbl.g_00643	Pras.g_01322
OG0000413	Prbl.g_00642	Pras.g_01323
OG0000414	Prbl.g_00641	Pras.g_01324
OG0000415	Prbl.g_00640	Pras.g_01325
OG0000416	Prbl.g_00639	Pras.g_01326
OG0000417	Prbl.g_00635	Pras.g_01327
OG0000418	Prbl.g_00634	Pras.g_01328
OG0000419	Prbl.g_00633	Pras.g_01329
OG0000420	Prbl.g_00632	Pras.g_01330
OG0000421	Prbl.g_00625	Pras.g_01331
OG0000422	Prbl.g_00623	Pras.g_01332
OG0000423	Prbl.g_00622	Pras.g_01333
OG0000424	Prbl.g_00619	Pras.g_01335
OG0000425	Prbl.g_01364	Pras.g_01339
OG0000426	Prbl.g_01363	Pras.g_01340
OG0000427	Prbl.g_01360	Pras.g_01341
OG0000428	Prbl.g_01348	Pras.g_01342
OG0000429	Prbl.g_01346	Pras.g_01343
OG0000430	Prbl.g_01344	Pras.g_01349
OG0000431	Prbl.g_01342	Pras.g_01351
OG0000432	Prbl.g_01341	Pras.g_01352
OG0000433	Prbl.g_00503	Pras.g_01355
OG0000434	Prbl.g_00506	Pras.g_01356
OG0000435	Prbl.g_00510	Pras.g_01357
OG0000436	Prbl.g_00512	Pras.g_01359
OG0000437	Prbl.g_00514	Pras.g_01361
OG0000438	Prbl.g_00515	Pras.g_01362
OG0000439	Prbl.g_00516	Pras.g_01363
OG0000440	Prbl.g_00519	Pras.g_01365
OG0000441	Prbl.g_00521	Pras.g_01366
OG0000442	Prbl.g_00522	Pras.g_01367
OG0000443	Prbl.g_00523	Pras.g_01368
OG0000444	Prbl.g_00524	Pras.g_01369
OG0000445	Prbl.g_00525	Pras.g_01370
OG0000446	Prbl.g_00526	Pras.g_01371
OG0000447	Prbl.g_00527	Pras.g_01372
OG0000448	Prbl.g_00528	Pras.g_01373
OG0000449	Prbl.g_00536	Pras.g_01378
OG0000450	Prbl.g_00806	Pras.g_01379
OG0000451	Prbl.g_00805	Pras.g_01380
OG0000452	Prbl.g_00804	Pras.g_01381
OG0000453	Prbl.g_00801	Pras.g_01383
OG0000454	Prbl.g_00800	Pras.g_01384
OG0000455	Prbl.g_00799	Pras.g_01385
OG0000456	Prbl.g_00798	Pras.g_01386
OG0000457	Prbl.g_00797	Pras.g_01388
OG0000458	Prbl.g_00795	Pras.g_01390
OG0000459	Prbl.g_00794	Pras.g_01391
OG0000460	Prbl.g_00792	Pras.g_01393
OG0000461	Prbl.g_00791	Pras.g_01394
OG0000462	Prbl.g_00790	Pras.g_01395
OG0000463	Prbl.g_00785	Pras.g_01396
OG0000464	Prbl.g_00780	Pras.g_01401
OG0000465	Prbl.g_00779	Pras.g_01402
OG0000466	Prbl.g_00778	Pras.g_01403
OG0000467	Prbl.g_00776	Pras.g_01404
OG0000468	Prbl.g_00775	Pras.g_01405
OG0000469	Prbl.g_00770	Pras.g_01406
OG0000470	Prbl.g_01526	Pras.g_01407
OG0000471	Prbl.g_00032	Pras.g_01408
OG0000472	Prbl.g_00765	Pras.g_01411
OG0000473	Prbl.g_00763	Pras.g_01412
OG0000474	Prbl.g_00761	Pras.g_01413
OG0000475	Prbl.g_00760	Pras.g_01414
OG0000476	Prbl.g_00754	Pras.g_01415
OG0000477	Prbl.g_00751	Pras.g_01417
OG0000478	Prbl.g_00749	Pras.g_01418
OG0000479	Prbl.g_00747	Pras.g_01419
OG0000480	Prbl.g_02645	Pras.g_01421
OG0000481	Prbl.g_01878	Pras.g_01422
OG0000482	Prbl.g_01879	Pras.g_01423
OG0000483	Prbl.g_01881	Pras.g_01424
OG0000484	Prbl.g_01882	Pras.g_01425
OG0000485	Prbl.g_01883	Pras.g_01426
OG0000486	Prbl.g_01884	Pras.g_01427
OG0000487	Prbl.g_01885	Pras.g_01428
OG0000488	Prbl.g_01887	Pras.g_01430
OG0000489	Prbl.g_01888	Pras.g_01431
OG0000490	Prbl.g_01889	Pras.g_01432
OG0000491	Prbl.g_01890	Pras.g_01433
OG0000492	Prbl.g_01891	Pras.g_01434
OG0000493	Prbl.g_01892	Pras.g_01435
OG0000494	Prbl.g_01894	Pras.g_01437
OG0000495	Prbl.g_01895	Pras.g_01438
OG0000496	Prbl.g_01897	Pras.g_01439
OG0000497	Prbl.g_01899	Pras.g_01440
OG0000498	Prbl.g_01900	Pras.g_01441
OG0000499	Prbl.g_01902	Pras.g_01443
OG0000500	Prbl.g_01903	Pras.g_01444
OG0000501	Prbl.g_01801	Pras.g_01446
OG0000502	Prbl.g_01800	Pras.g_01447
OG0000503	Prbl.g_01799	Pras.g_01448
OG0000504	Prbl.g_01797	Pras.g_01449
OG0000505	Prbl.g_01796	Pras.g_01450
OG0000506	Prbl.g_01795	Pras.g_01451
OG0000507	Prbl.g_01794	Pras.g_01452
OG0000508	Prbl.g_01790	Pras.g_01454
OG0000509	Prbl.g_01789	Pras.g_01455
OG0000510	Prbl.g_01788	Pras.g_01456
OG0000511	Prbl.g_01787	Pras.g_01457
OG0000512	Prbl.g_01786	Pras.g_01459
OG0000513	Prbl.g_01785	Pras.g_01460
OG0000514	Prbl.g_01784	Pras.g_01461
OG0000515	Prbl.g_01781	Pras.g_01463
OG0000516	Prbl.g_01780	Pras.g_01464
OG0000517	Prbl.g_01779	Pras.g_01465
OG0000518	Prbl.g_01775	Pras.g_01467
OG0000519	Prbl.g_01774	Pras.g_01468
OG0000520	Prbl.g_01773	Pras.g_01469
OG0000521	Prbl.g_01772	Pras.g_01470
OG0000522	Prbl.g_01766	Pras.g_01471
OG0000523	Prbl.g_01765	Pras.g_01472
OG0000524	Prbl.g_01764	Pras.g_01473
OG0000525	Prbl.g_01762	Pras.g_01475
OG0000526	Prbl.g_01761	Pras.g_01476
OG0000527	Prbl.g_01760	Pras.g_01477
OG0000528	Prbl.g_01759	Pras.g_01478
OG0000529	Prbl.g_01758	Pras.g_01479
OG0000530	Prbl.g_01757	Pras.g_01480
OG0000531	Prbl.g_01754	Pras.g_01481
OG0000532	Prbl.g_01752	Pras.g_01482
OG0000533	Prbl.g_01751	Pras.g_01483
OG0000534	Prbl.g_01750	Pras.g_01484
OG0000535	Prbl.g_01749	Pras.g_01485
OG0000536	Prbl.g_01748	Pras.g_01486
OG0000537	Prbl.g_01747	Pras.g_01487
OG0000538	Prbl.g_01746	Pras.g_01488
OG0000539	Prbl.g_01744	Pras.g_01489
OG0000540	Prbl.g_01742	Pras.g_01490
OG0000541	Prbl.g_01610	Pras.g_01491
OG0000542	Prbl.g_01611	Pras.g_01492
OG0000543	Prbl.g_01612	Pras.g_01493
OG0000544	Prbl.g_01613	Pras.g_01494
OG0000545	Prbl.g_01616	Pras.g_01497
OG0000546	Prbl.g_01617	Pras.g_01498
OG0000547	Prbl.g_01619	Pras.g_01500
OG0000548	Prbl.g_01624	Pras.g_01501
OG0000549	Prbl.g_01625	Pras.g_01502
OG0000550	Prbl.g_01626	Pras.g_01503
OG0000551	Prbl.g_01629	Pras.g_01504
OG0000552	Prbl.g_01631	Pras.g_01505
OG0000553	Prbl.g_01632	Pras.g_01506
OG0000554	Prbl.g_01634	Pras.g_01507
OG0000555	Prbl.g_01635	Pras.g_01508
OG0000556	Prbl.g_01636	Pras.g_01509
OG0000557	Prbl.g_01637	Pras.g_01510
OG0000558	Prbl.g_01639	Pras.g_01511
OG0000559	Prbl.g_01640	Pras.g_01512
OG0000560	Prbl.g_01642	Pras.g_01514
OG0000561	Prbl.g_01643	Pras.g_01515
OG0000562	Prbl.g_01645	Pras.g_01516
OG0000563	Prbl.g_01646	Pras.g_01517
OG0000564	Prbl.g_01647	Pras.g_01518
OG0000565	Prbl.g_01655	Pras.g_01519
OG0000566	Prbl.g_01656	Pras.g_01520
OG0000567	Prbl.g_01657	Pras.g_01521
OG0000568	Prbl.g_01658	Pras.g_01522
OG0000569	Prbl.g_01659	Pras.g_01523
OG0000570	Prbl.g_01662	Pras.g_01524
