Orthogroup	Prbl	Prbc
OG0000307	Prbl.g_01918	Prbc.g_00342
OG0000308	Prbl.g_01769	Prbc.g_00341
OG0000309	Prbl.g_01770	Prbc.g_00340
OG0000310	Prbl.g_01771	Prbc.g_00339
OG0000311	Prbl.g_01922	Prbc.g_00337
OG0000312	Prbl.g_01923	Prbc.g_00335
OG0000313	Prbl.g_00199	Prbc.g_00334
OG0000314	Prbl.g_00193	Prbc.g_00330
OG0000315	Prbl.g_00192	Prbc.g_00329
OG0000316	Prbl.g_02679	Prbc.g_01140
OG0000317	Prbl.g_02666	Prbc.g_01142
OG0000318	Prbl.g_01516	Prbc.g_01143
OG0000319	Prbl.g_01515	Prbc.g_01144
OG0000320	Prbl.g_01513	Prbc.g_01145
OG0000321	Prbl.g_01508	Prbc.g_01146
OG0000322	Prbl.g_01499	Prbc.g_01149
OG0000323	Prbl.g_01498	Prbc.g_01150
OG0000324	Prbl.g_01496	Prbc.g_01153
OG0000325	Prbl.g_01494	Prbc.g_01154
OG0000326	Prbl.g_01492	Prbc.g_01155
OG0000327	Prbl.g_01486	Prbc.g_01156
OG0000328	Prbl.g_01919	Prbc.g_01157
OG0000329	Prbl.g_01473	Prbc.g_01158
OG0000330	Prbl.g_01472	Prbc.g_01159
OG0000331	Prbl.g_01470	Prbc.g_01160
OG0000332	Prbl.g_01469	Prbc.g_01161
OG0000333	Prbl.g_01468	Prbc.g_01162
OG0000334	Prbl.g_01467	Prbc.g_01163
OG0000335	Prbl.g_01466	Prbc.g_01164
OG0000336	Prbl.g_01464	Prbc.g_01166
OG0000337	Prbl.g_01459	Prbc.g_01168
OG0000338	Prbl.g_01458	Prbc.g_01169
OG0000339	Prbl.g_01457	Prbc.g_01170
OG0000340	Prbl.g_01455	Prbc.g_01171
OG0000341	Prbl.g_01450	Prbc.g_01175
OG0000342	Prbl.g_01449	Prbc.g_01176
OG0000343	Prbl.g_01447	Prbc.g_01178
OG0000344	Prbl.g_01445	Prbc.g_01179
OG0000345	Prbl.g_01444	Prbc.g_01180
OG0000346	Prbl.g_01443	Prbc.g_01181
OG0000347	Prbl.g_01442	Prbc.g_01182
OG0000348	Prbl.g_01441	Prbc.g_01183
OG0000349	Prbl.g_01440	Prbc.g_01184
OG0000350	Prbl.g_01439	Prbc.g_01185
OG0000351	Prbl.g_01435	Prbc.g_01187
OG0000352	Prbl.g_01431	Prbc.g_01190
OG0000353	Prbl.g_01428	Prbc.g_01191
OG0000354	Prbl.g_01427	Prbc.g_01192
OG0000355	Prbl.g_01426	Prbc.g_01193
OG0000356	Prbl.g_01421	Prbc.g_01194
OG0000357	Prbl.g_01420	Prbc.g_01195
OG0000358	Prbl.g_01419	Prbc.g_01196
OG0000359	Prbl.g_01417	Prbc.g_01197
OG0000360	Prbl.g_01414	Prbc.g_01200
OG0000361	Prbl.g_01413	Prbc.g_01201
OG0000362	Prbl.g_00911	Prbc.g_01202
OG0000363	Prbl.g_00909	Prbc.g_01203
OG0000364	Prbl.g_00908	Prbc.g_01204
OG0000365	Prbl.g_00907	Prbc.g_01205
OG0000366	Prbl.g_00906	Prbc.g_01206
OG0000367	Prbl.g_00905	Prbc.g_01207
OG0000368	Prbl.g_00904	Prbc.g_01208
OG0000369	Prbl.g_00903	Prbc.g_01209
OG0000370	Prbl.g_00902	Prbc.g_01210
OG0000371	Prbl.g_00901	Prbc.g_01211
OG0000372	Prbl.g_00898	Prbc.g_01213
OG0000373	Prbl.g_00888	Prbc.g_01215
OG0000374	Prbl.g_00886	Prbc.g_01216
OG0000375	Prbl.g_00877	Prbc.g_01217
OG0000376	Prbl.g_01183	Prbc.g_01219
OG0000377	Prbl.g_01190	Prbc.g_01225
OG0000378	Prbl.g_01191	Prbc.g_01813
OG0000379	Prbl.g_01201	Prbc.g_01246
OG0000380	Prbl.g_01203	Prbc.g_01248
OG0000381	Prbl.g_01204	Prbc.g_01249
OG0000382	Prbl.g_01206	Prbc.g_01250
OG0000383	Prbl.g_01210	Prbc.g_01253
OG0000384	Prbl.g_01211	Prbc.g_01254
OG0000385	Prbl.g_01217	Prbc.g_01256
OG0000386	Prbl.g_01218	Prbc.g_01257
OG0000387	Prbl.g_01219	Prbc.g_01258
OG0000388	Prbl.g_01220	Prbc.g_01259
OG0000389	Prbl.g_01221	Prbc.g_01260
OG0000390	Prbl.g_01222	Prbc.g_01261
OG0000391	Prbl.g_01223	Prbc.g_01262
OG0000392	Prbl.g_01224	Prbc.g_01263
OG0000393	Prbl.g_02673	Prbc.g_01267
OG0000394	Prbl.g_02674	Prbc.g_01268
OG0000395	Prbl.g_02678	Prbc.g_01271
OG0000396	Prbl.g_01564	Prbc.g_01912
OG0000397	Prbl.g_00609	Prbc.g_02137
OG0000398	Prbl.g_00410	Prbc.g_02168
OG0000399	Prbl.g_01693	Prbc.g_01317
OG0000400	Prbl.g_02681	Prbc.g_00934
OG0000401	Prbl.g_00676	Prbc.g_01492
OG0000402	Prbl.g_00675	Prbc.g_01493
OG0000403	Prbl.g_00663	Prbc.g_01494
OG0000404	Prbl.g_00653	Prbc.g_01496
OG0000405	Prbl.g_00652	Prbc.g_01497
OG0000406	Prbl.g_00650	Prbc.g_01499
OG0000407	Prbl.g_00649	Prbc.g_01500
OG0000408	Prbl.g_00648	Prbc.g_01501
OG0000409	Prbl.g_00647	Prbc.g_01502
OG0000410	Prbl.g_00645	Prbc.g_01503
OG0000411	Prbl.g_00644	Prbc.g_01504
OG0000412	Prbl.g_00643	Prbc.g_01505
OG0000413	Prbl.g_00642	Prbc.g_01506
OG0000414	Prbl.g_00641	Prbc.g_01507
OG0000415	Prbl.g_00640	Prbc.g_01508
OG0000416	Prbl.g_00639	Prbc.g_01509
OG0000417	Prbl.g_00635	Prbc.g_01510
OG0000418	Prbl.g_00634	Prbc.g_01511
OG0000419	Prbl.g_00633	Prbc.g_01512
OG0000420	Prbl.g_00632	Prbc.g_01513
OG0000421	Prbl.g_00625	Prbc.g_01514
OG0000422	Prbl.g_00623	Prbc.g_01516
OG0000423	Prbl.g_00622	Prbc.g_01517
OG0000424	Prbl.g_00619	Prbc.g_01518
OG0000425	Prbl.g_01364	Prbc.g_01524
OG0000426	Prbl.g_01363	Prbc.g_01525
OG0000427	Prbl.g_01360	Prbc.g_01526
OG0000428	Prbl.g_01348	Prbc.g_01528
OG0000429	Prbl.g_01346	Prbc.g_01529
OG0000430	Prbl.g_01344	Prbc.g_01531
OG0000431	Prbl.g_01342	Prbc.g_01532
OG0000432	Prbl.g_01341	Prbc.g_01533
OG0000433	Prbl.g_00503	Prbc.g_01536
OG0000434	Prbl.g_00506	Prbc.g_01538
OG0000435	Prbl.g_00510	Prbc.g_01539
OG0000436	Prbl.g_00512	Prbc.g_01541
OG0000437	Prbl.g_00514	Prbc.g_01543
OG0000438	Prbl.g_00515	Prbc.g_01544
OG0000439	Prbl.g_00516	Prbc.g_01545
OG0000440	Prbl.g_00519	Prbc.g_01546
OG0000441	Prbl.g_00521	Prbc.g_01547
OG0000442	Prbl.g_00522	Prbc.g_01548
OG0000443	Prbl.g_00523	Prbc.g_01549
OG0000444	Prbl.g_00524	Prbc.g_01550
OG0000445	Prbl.g_00525	Prbc.g_01551
OG0000446	Prbl.g_00526	Prbc.g_01552
OG0000447	Prbl.g_00527	Prbc.g_01553
OG0000448	Prbl.g_00528	Prbc.g_01554
OG0000449	Prbl.g_00536	Prbc.g_01580
OG0000450	Prbl.g_00806	Prbc.g_01581
OG0000451	Prbl.g_00805	Prbc.g_01582
OG0000452	Prbl.g_00804	Prbc.g_01583
OG0000453	Prbl.g_00801	Prbc.g_01585
OG0000454	Prbl.g_00800	Prbc.g_01586
OG0000455	Prbl.g_00799	Prbc.g_01587
OG0000456	Prbl.g_00798	Prbc.g_01588
OG0000457	Prbl.g_00797	Prbc.g_01590
OG0000458	Prbl.g_00795	Prbc.g_01592
OG0000459	Prbl.g_00794	Prbc.g_01593
OG0000460	Prbl.g_00792	Prbc.g_01595
OG0000461	Prbl.g_00791	Prbc.g_01596
OG0000462	Prbl.g_00790	Prbc.g_01597
OG0000463	Prbl.g_00785	Prbc.g_01599
OG0000464	Prbl.g_00780	Prbc.g_01603
OG0000465	Prbl.g_00779	Prbc.g_01604
OG0000466	Prbl.g_00778	Prbc.g_01605
OG0000467	Prbl.g_00776	Prbc.g_01606
OG0000468	Prbl.g_00775	Prbc.g_01607
OG0000469	Prbl.g_00770	Prbc.g_01608
OG0000470	Prbl.g_01526	Prbc.g_01609
OG0000471	Prbl.g_00032	Prbc.g_01610
OG0000472	Prbl.g_00765	Prbc.g_01613
OG0000473	Prbl.g_00763	Prbc.g_01614
OG0000474	Prbl.g_00761	Prbc.g_01615
OG0000475	Prbl.g_00760	Prbc.g_01616
OG0000476	Prbl.g_00754	Prbc.g_01617
OG0000477	Prbl.g_00751	Prbc.g_01619
OG0000478	Prbl.g_00749	Prbc.g_01620
OG0000479	Prbl.g_00747	Prbc.g_01621
OG0000480	Prbl.g_02645	Prbc.g_01623
OG0000481	Prbl.g_01878	Prbc.g_01624
OG0000482	Prbl.g_01879	Prbc.g_01626
OG0000483	Prbl.g_01881	Prbc.g_01627
OG0000484	Prbl.g_01882	Prbc.g_01628
OG0000485	Prbl.g_01883	Prbc.g_01629
OG0000486	Prbl.g_01884	Prbc.g_01630
OG0000487	Prbl.g_01885	Prbc.g_01631
OG0000488	Prbl.g_01887	Prbc.g_01633
OG0000489	Prbl.g_01888	Prbc.g_01634
OG0000490	Prbl.g_01889	Prbc.g_01635
OG0000491	Prbl.g_01890	Prbc.g_01636
OG0000492	Prbl.g_01891	Prbc.g_01637
OG0000493	Prbl.g_01892	Prbc.g_01638
OG0000494	Prbl.g_01894	Prbc.g_01640
OG0000495	Prbl.g_01895	Prbc.g_01641
OG0000496	Prbl.g_01897	Prbc.g_01642
OG0000497	Prbl.g_01899	Prbc.g_01643
OG0000498	Prbl.g_01900	Prbc.g_01644
OG0000499	Prbl.g_01902	Prbc.g_01646
OG0000500	Prbl.g_01903	Prbc.g_01647
OG0000501	Prbl.g_01801	Prbc.g_01649
OG0000502	Prbl.g_01800	Prbc.g_01650
OG0000503	Prbl.g_01799	Prbc.g_01651
OG0000504	Prbl.g_01797	Prbc.g_01652
OG0000505	Prbl.g_01796	Prbc.g_01653
OG0000506	Prbl.g_01795	Prbc.g_01654
OG0000507	Prbl.g_01794	Prbc.g_01655
OG0000508	Prbl.g_01790	Prbc.g_01656
OG0000509	Prbl.g_01789	Prbc.g_01657
OG0000510	Prbl.g_01788	Prbc.g_01658
OG0000511	Prbl.g_01787	Prbc.g_01659
OG0000512	Prbl.g_01786	Prbc.g_01660
OG0000513	Prbl.g_01785	Prbc.g_01661
OG0000514	Prbl.g_01784	Prbc.g_01662
OG0000515	Prbl.g_01781	Prbc.g_01663
OG0000516	Prbl.g_01780	Prbc.g_01664
OG0000517	Prbl.g_01779	Prbc.g_01665
OG0000518	Prbl.g_01775	Prbc.g_01667
OG0000519	Prbl.g_01774	Prbc.g_01668
OG0000520	Prbl.g_01773	Prbc.g_01670
OG0000521	Prbl.g_01772	Prbc.g_01669
OG0000522	Prbl.g_01766	Prbc.g_01671
OG0000523	Prbl.g_01765	Prbc.g_01672
OG0000524	Prbl.g_01764	Prbc.g_01673
OG0000525	Prbl.g_01762	Prbc.g_01675
OG0000526	Prbl.g_01761	Prbc.g_01676
OG0000527	Prbl.g_01760	Prbc.g_01677
OG0000528	Prbl.g_01759	Prbc.g_01678
OG0000529	Prbl.g_01758	Prbc.g_01679
OG0000530	Prbl.g_01757	Prbc.g_01680
OG0000531	Prbl.g_01754	Prbc.g_01682
OG0000532	Prbl.g_01752	Prbc.g_01683
OG0000533	Prbl.g_01751	Prbc.g_01684
OG0000534	Prbl.g_01750	Prbc.g_01685
OG0000535	Prbl.g_01749	Prbc.g_01686
OG0000536	Prbl.g_01748	Prbc.g_01687
OG0000537	Prbl.g_01747	Prbc.g_01688
OG0000538	Prbl.g_01746	Prbc.g_01689
OG0000539	Prbl.g_01744	Prbc.g_01690
OG0000540	Prbl.g_01742	Prbc.g_01691
OG0000541	Prbl.g_01610	Prbc.g_01692
OG0000542	Prbl.g_01611	Prbc.g_01693
OG0000543	Prbl.g_01612	Prbc.g_01694
OG0000544	Prbl.g_01613	Prbc.g_01695
