Orthogroup	Prbl	Prbj
OG0000128	Prbl.g_00241	Prbj.g_01057
OG0000129	Prbl.g_00709	Prbj.g_00656
OG0000130	Prbl.g_00399	Prbj.g_00863
OG0000131	Prbl.g_00350	Prbj.g_00461
OG0000132	Prbl.g_00347	Prbj.g_00458
OG0000133	Prbl.g_00957	Prbj.g_01024
OG0000134	Prbl.g_00994	Prbj.g_00987
OG0000135	Prbl.g_00996	Prbj.g_00985
OG0000136	Prbl.g_00841	Prbj.g_01516
OG0000137	Prbl.g_02053	Prbj.g_01280
OG0000138	Prbl.g_02231	Prbj.g_01963
OG0000139	Prbl.g_02147	Prbj.g_02047
OG0000140	Prbl.g_02120	Prbj.g_02074
OG0000141	Prbl.g_02119	Prbj.g_02075
OG0000142	Prbl.g_02117	Prbj.g_02077
OG0000143	Prbl.g_02116	Prbj.g_02078
OG0000144	Prbl.g_02114	Prbj.g_02080
OG0000145	Prbl.g_02112	Prbj.g_02082
OG0000146	Prbl.g_02111	Prbj.g_02083
OG0000147	Prbl.g_02110	Prbj.g_02084
OG0000148	Prbl.g_02108	Prbj.g_02086
OG0000149	Prbl.g_01955	Prbj.g_01182
OG0000150	Prbl.g_01956	Prbj.g_01183
OG0000151	Prbl.g_01961	Prbj.g_01188
OG0000152	Prbl.g_01962	Prbj.g_01189
OG0000153	Prbl.g_01963	Prbj.g_01190
OG0000154	Prbl.g_01964	Prbj.g_01191
OG0000155	Prbl.g_01965	Prbj.g_01192
OG0000156	Prbl.g_01966	Prbj.g_01193
OG0000157	Prbl.g_01967	Prbj.g_01194
OG0000158	Prbl.g_01969	Prbj.g_01196
OG0000159	Prbl.g_01970	Prbj.g_01197
OG0000160	Prbl.g_01971	Prbj.g_01198
OG0000161	Prbl.g_01972	Prbj.g_01199
OG0000162	Prbl.g_01973	Prbj.g_01200
OG0000163	Prbl.g_01975	Prbj.g_01202
OG0000164	Prbl.g_01980	Prbj.g_01207
OG0000165	Prbl.g_01985	Prbj.g_01212
OG0000166	Prbl.g_01986	Prbj.g_01213
OG0000167	Prbl.g_01987	Prbj.g_01214
OG0000168	Prbl.g_01988	Prbj.g_01215
OG0000169	Prbl.g_01990	Prbj.g_01217
OG0000170	Prbl.g_02241	Prbj.g_01953
OG0000171	Prbl.g_02243	Prbj.g_01951
OG0000172	Prbl.g_02244	Prbj.g_01950
OG0000173	Prbl.g_02251	Prbj.g_01943
OG0000174	Prbl.g_02258	Prbj.g_01936
OG0000175	Prbl.g_02266	Prbj.g_01928
OG0000176	Prbl.g_02274	Prbj.g_01920
OG0000177	Prbl.g_02275	Prbj.g_01919
OG0000178	Prbl.g_02276	Prbj.g_01918
OG0000179	Prbl.g_00614	Prbj.g_00558
OG0000180	Prbl.g_00613	Prbj.g_00560
OG0000181	Prbl.g_00612	Prbj.g_00561
OG0000182	Prbl.g_00608	Prbj.g_00564
OG0000183	Prbl.g_00607	Prbj.g_00565
OG0000184	Prbl.g_00603	Prbj.g_00569
OG0000185	Prbl.g_00597	Prbj.g_00575
OG0000186	Prbl.g_00596	Prbj.g_00576
OG0000187	Prbl.g_01075	Prbj.g_00047
OG0000188	Prbl.g_00595	Prbj.g_00577
OG0000189	Prbl.g_00592	Prbj.g_00580
OG0000190	Prbl.g_00591	Prbj.g_00581
OG0000191	Prbl.g_00590	Prbj.g_00582
OG0000192	Prbl.g_00589	Prbj.g_00583
OG0000193	Prbl.g_00588	Prbj.g_00584
OG0000194	Prbl.g_00587	Prbj.g_00585
OG0000195	Prbl.g_00583	Prbj.g_00589
OG0000196	Prbl.g_00582	Prbj.g_00590
OG0000197	Prbl.g_00576	Prbj.g_00596
OG0000198	Prbl.g_00572	Prbj.g_00600
OG0000199	Prbl.g_00567	Prbj.g_00605
OG0000200	Prbl.g_00566	Prbj.g_00606
OG0000201	Prbl.g_00565	Prbj.g_00607
OG0000202	Prbl.g_00563	Prbj.g_00609
OG0000203	Prbl.g_00562	Prbj.g_00610
OG0000204	Prbl.g_00561	Prbj.g_00611
OG0000205	Prbl.g_00559	Prbj.g_00613
OG0000206	Prbl.g_00558	Prbj.g_00614
OG0000207	Prbl.g_00557	Prbj.g_00615
OG0000208	Prbl.g_00556	Prbj.g_00616
OG0000209	Prbl.g_00555	Prbj.g_00617
OG0000210	Prbl.g_00553	Prbj.g_00619
OG0000211	Prbl.g_00552	Prbj.g_00620
OG0000212	Prbl.g_00551	Prbj.g_00621
OG0000213	Prbl.g_00548	Prbj.g_00624
OG0000214	Prbl.g_00542	Prbj.g_00630
OG0000215	Prbl.g_01332	Prbj.g_01550
OG0000216	Prbl.g_01330	Prbj.g_01552
OG0000217	Prbl.g_01328	Prbj.g_01554
OG0000218	Prbl.g_01326	Prbj.g_01556
OG0000219	Prbl.g_01325	Prbj.g_01557
OG0000220	Prbl.g_01320	Prbj.g_01562
OG0000221	Prbl.g_01315	Prbj.g_01567
OG0000222	Prbl.g_01314	Prbj.g_01568
OG0000223	Prbl.g_01313	Prbj.g_01569
OG0000224	Prbl.g_00827	Prbj.g_01530
OG0000225	Prbl.g_00825	Prbj.g_01532
OG0000226	Prbl.g_00822	Prbj.g_01535
OG0000227	Prbl.g_00820	Prbj.g_01537
OG0000228	Prbl.g_00819	Prbj.g_01538
OG0000229	Prbl.g_00818	Prbj.g_01539
OG0000230	Prbl.g_00817	Prbj.g_01540
OG0000231	Prbl.g_00815	Prbj.g_01542
OG0000232	Prbl.g_00814	Prbj.g_01543
OG0000233	Prbl.g_00809	Prbj.g_01548
OG0000234	Prbl.g_00305	Prbj.g_00545
OG0000235	Prbl.g_00303	Prbj.g_00543
OG0000236	Prbl.g_00302	Prbj.g_00542
OG0000237	Prbl.g_00301	Prbj.g_00541
OG0000238	Prbl.g_00300	Prbj.g_00540
OG0000239	Prbl.g_00299	Prbj.g_00539
OG0000240	Prbl.g_00297	Prbj.g_00537
OG0000241	Prbl.g_00296	Prbj.g_00536
OG0000242	Prbl.g_00295	Prbj.g_00535
OG0000243	Prbl.g_00294	Prbj.g_00534
OG0000244	Prbl.g_00293	Prbj.g_00533
OG0000245	Prbl.g_00291	Prbj.g_00531
OG0000246	Prbl.g_00289	Prbj.g_00529
OG0000247	Prbl.g_00288	Prbj.g_00528
OG0000248	Prbl.g_00287	Prbj.g_00527
OG0000249	Prbl.g_00286	Prbj.g_00526
OG0000250	Prbl.g_00285	Prbj.g_00525
OG0000251	Prbl.g_00284	Prbj.g_00524
OG0000252	Prbl.g_00283	Prbj.g_00523
OG0000253	Prbl.g_00282	Prbj.g_00522
OG0000254	Prbl.g_00280	Prbj.g_00520
OG0000255	Prbl.g_00279	Prbj.g_00519
OG0000256	Prbl.g_00276	Prbj.g_00516
OG0000257	Prbl.g_00275	Prbj.g_00515
OG0000258	Prbl.g_00274	Prbj.g_00514
OG0000259	Prbl.g_00273	Prbj.g_00513
OG0000260	Prbl.g_00272	Prbj.g_00512
OG0000261	Prbl.g_00271	Prbj.g_00511
OG0000262	Prbl.g_00270	Prbj.g_00510
OG0000263	Prbl.g_00269	Prbj.g_00509
OG0000264	Prbl.g_02377	Prbj.g_02369
OG0000265	Prbl.g_00066	Prbj.g_01135
OG0000266	Prbl.g_00068	Prbj.g_01137
OG0000267	Prbl.g_00072	Prbj.g_01141
OG0000268	Prbl.g_00074	Prbj.g_01143
OG0000269	Prbl.g_00077	Prbj.g_01146
OG0000270	Prbl.g_00079	Prbj.g_01148
OG0000271	Prbl.g_00082	Prbj.g_01151
OG0000272	Prbl.g_00083	Prbj.g_01152
OG0000273	Prbl.g_00086	Prbj.g_01155
OG0000274	Prbl.g_00088	Prbj.g_01157
OG0000275	Prbl.g_00089	Prbj.g_01158
OG0000276	Prbl.g_00090	Prbj.g_01159
OG0000277	Prbl.g_00091	Prbj.g_01160
OG0000278	Prbl.g_00092	Prbj.g_01161
OG0000279	Prbl.g_00093	Prbj.g_01162
OG0000280	Prbl.g_00094	Prbj.g_01163
OG0000281	Prbl.g_00096	Prbj.g_01165
OG0000282	Prbl.g_00097	Prbj.g_01166
OG0000283	Prbl.g_00104	Prbj.g_01173
OG0000284	Prbl.g_00105	Prbj.g_01174
OG0000285	Prbl.g_01283	Prbj.g_00289
OG0000286	Prbl.g_01281	Prbj.g_00287
OG0000287	Prbl.g_00130	Prbj.g_00234
OG0000288	Prbl.g_00129	Prbj.g_00235
OG0000289	Prbl.g_00127	Prbj.g_00237
OG0000290	Prbl.g_00126	Prbj.g_00238
OG0000291	Prbl.g_00124	Prbj.g_00240
OG0000292	Prbl.g_01244	Prbj.g_00250
OG0000293	Prbl.g_01245	Prbj.g_00251
OG0000294	Prbl.g_01246	Prbj.g_00252
OG0000295	Prbl.g_01252	Prbj.g_00258
OG0000296	Prbl.g_01253	Prbj.g_00259
OG0000297	Prbl.g_01256	Prbj.g_00262
OG0000298	Prbl.g_01257	Prbj.g_00263
OG0000299	Prbl.g_01258	Prbj.g_00264
OG0000300	Prbl.g_01259	Prbj.g_00265
OG0000301	Prbl.g_01260	Prbj.g_00266
OG0000302	Prbl.g_01261	Prbj.g_00267
OG0000303	Prbl.g_01262	Prbj.g_00268
OG0000304	Prbl.g_01264	Prbj.g_00270
OG0000305	Prbl.g_01265	Prbj.g_00271
OG0000306	Prbl.g_01266	Prbj.g_00272
OG0000307	Prbl.g_01918	Prbj.g_00181
OG0000308	Prbl.g_01769	Prbj.g_01775
OG0000309	Prbl.g_01770	Prbj.g_01776
OG0000310	Prbl.g_01771	Prbj.g_01777
OG0000311	Prbl.g_01922	Prbj.g_00177
OG0000312	Prbl.g_01923	Prbj.g_00176
OG0000313	Prbl.g_00199	Prbj.g_02608
OG0000314	Prbl.g_00193	Prbj.g_02614
OG0000315	Prbl.g_00192	Prbj.g_02615
OG0000316	Prbl.g_02679	Prbj.g_02661
OG0000317	Prbl.g_02666	Prbj.g_01341
OG0000318	Prbl.g_01516	Prbj.g_01342
OG0000319	Prbl.g_01515	Prbj.g_01343
OG0000320	Prbl.g_01513	Prbj.g_01345
OG0000321	Prbl.g_01508	Prbj.g_01350
OG0000322	Prbl.g_01499	Prbj.g_01359
OG0000323	Prbl.g_01498	Prbj.g_01360
OG0000324	Prbl.g_01496	Prbj.g_01362
OG0000325	Prbl.g_01494	Prbj.g_01364
OG0000326	Prbl.g_01492	Prbj.g_01366
OG0000327	Prbl.g_01486	Prbj.g_01372
OG0000328	Prbl.g_01919	Prbj.g_00180
OG0000329	Prbl.g_01473	Prbj.g_01385
OG0000330	Prbl.g_01472	Prbj.g_01386
OG0000331	Prbl.g_01470	Prbj.g_01388
OG0000332	Prbl.g_01469	Prbj.g_01389
OG0000333	Prbl.g_01468	Prbj.g_01390
OG0000334	Prbl.g_01467	Prbj.g_01391
OG0000335	Prbl.g_01466	Prbj.g_01392
OG0000336	Prbl.g_01464	Prbj.g_01394
OG0000337	Prbl.g_01459	Prbj.g_01399
OG0000338	Prbl.g_01458	Prbj.g_01400
OG0000339	Prbl.g_01457	Prbj.g_01401
OG0000340	Prbl.g_01455	Prbj.g_01403
OG0000341	Prbl.g_01450	Prbj.g_01408
OG0000342	Prbl.g_01449	Prbj.g_01409
OG0000343	Prbl.g_01447	Prbj.g_01411
OG0000344	Prbl.g_01445	Prbj.g_01413
OG0000345	Prbl.g_01444	Prbj.g_01414
OG0000346	Prbl.g_01443	Prbj.g_01415
OG0000347	Prbl.g_01442	Prbj.g_01416
OG0000348	Prbl.g_01441	Prbj.g_01417
OG0000349	Prbl.g_01440	Prbj.g_01418
OG0000350	Prbl.g_01439	Prbj.g_01419
OG0000351	Prbl.g_01435	Prbj.g_01423
OG0000352	Prbl.g_01431	Prbj.g_01427
OG0000353	Prbl.g_01428	Prbj.g_01430
OG0000354	Prbl.g_01427	Prbj.g_01431
OG0000355	Prbl.g_01426	Prbj.g_01432
OG0000356	Prbl.g_01421	Prbj.g_01437
OG0000357	Prbl.g_01420	Prbj.g_01438
OG0000358	Prbl.g_01419	Prbj.g_01439
OG0000359	Prbl.g_01417	Prbj.g_01441
OG0000360	Prbl.g_01414	Prbj.g_01444
OG0000361	Prbl.g_01413	Prbj.g_01445
OG0000362	Prbl.g_00911	Prbj.g_01446
OG0000363	Prbl.g_00909	Prbj.g_01448
OG0000364	Prbl.g_00908	Prbj.g_01449
OG0000365	Prbl.g_00907	Prbj.g_01450
OG0000366	Prbl.g_00906	Prbj.g_01451
OG0000367	Prbl.g_00905	Prbj.g_01452
OG0000368	Prbl.g_00904	Prbj.g_01453
OG0000369	Prbl.g_00903	Prbj.g_01454
OG0000370	Prbl.g_00902	Prbj.g_01455
OG0000371	Prbl.g_00901	Prbj.g_01456
OG0000372	Prbl.g_00898	Prbj.g_01459
OG0000373	Prbl.g_00888	Prbj.g_01469
OG0000374	Prbl.g_00886	Prbj.g_01471
OG0000375	Prbl.g_00877	Prbj.g_01480
OG0000376	Prbl.g_01183	Prbj.g_00359
OG0000377	Prbl.g_01190	Prbj.g_00352
OG0000378	Prbl.g_01191	Prbj.g_00351
OG0000379	Prbl.g_01201	Prbj.g_00341
OG0000380	Prbl.g_01203	Prbj.g_00339
OG0000381	Prbl.g_01204	Prbj.g_00338
OG0000382	Prbl.g_01206	Prbj.g_00336
OG0000383	Prbl.g_01210	Prbj.g_00331
OG0000384	Prbl.g_01211	Prbj.g_00330
OG0000385	Prbl.g_01217	Prbj.g_00324
OG0000386	Prbl.g_01218	Prbj.g_00323
OG0000387	Prbl.g_01219	Prbj.g_00322
OG0000388	Prbl.g_01220	Prbj.g_00321
OG0000389	Prbl.g_01221	Prbj.g_00320
OG0000390	Prbl.g_01222	Prbj.g_00319
OG0000391	Prbl.g_01223	Prbj.g_00318
OG0000392	Prbl.g_01224	Prbj.g_00317
OG0000393	Prbl.g_02673	Prbj.g_00063
OG0000394	Prbl.g_02674	Prbj.g_00064
OG0000395	Prbl.g_02678	Prbj.g_00068
OG0000396	Prbl.g_01564	Prbj.g_02500
OG0000397	Prbl.g_00609	Prbj.g_00563
OG0000398	Prbl.g_00410	Prbj.g_00874
OG0000399	Prbl.g_01693	Prbj.g_00689
OG0000400	Prbl.g_02681	Prbj.g_02659
OG0000401	Prbl.g_00676	Prbj.g_00076
OG0000402	Prbl.g_00675	Prbj.g_00077
OG0000403	Prbl.g_00663	Prbj.g_00089
OG0000404	Prbl.g_00653	Prbj.g_00099
OG0000405	Prbl.g_00652	Prbj.g_00100
OG0000406	Prbl.g_00650	Prbj.g_00102
OG0000407	Prbl.g_00649	Prbj.g_00103
OG0000408	Prbl.g_00648	Prbj.g_00104
OG0000409	Prbl.g_00647	Prbj.g_00105
OG0000410	Prbl.g_00645	Prbj.g_00107
OG0000411	Prbl.g_00644	Prbj.g_00108
OG0000412	Prbl.g_00643	Prbj.g_00109
OG0000413	Prbl.g_00642	Prbj.g_00110
OG0000414	Prbl.g_00641	Prbj.g_00111
OG0000415	Prbl.g_00640	Prbj.g_00112
OG0000416	Prbl.g_00639	Prbj.g_00113
OG0000417	Prbl.g_00635	Prbj.g_00117
OG0000418	Prbl.g_00634	Prbj.g_00118
OG0000419	Prbl.g_00633	Prbj.g_00119
OG0000420	Prbl.g_00632	Prbj.g_00120
OG0000421	Prbl.g_00625	Prbj.g_01894
OG0000422	Prbl.g_00623	Prbj.g_01892
OG0000423	Prbl.g_00622	Prbj.g_01891
OG0000424	Prbl.g_00619	Prbj.g_01888
OG0000425	Prbl.g_01364	Prbj.g_00152
OG0000426	Prbl.g_01363	Prbj.g_00151
OG0000427	Prbl.g_01360	Prbj.g_00148
OG0000428	Prbl.g_01348	Prbj.g_00136
OG0000429	Prbl.g_01346	Prbj.g_00134
OG0000430	Prbl.g_01344	Prbj.g_00132
OG0000431	Prbl.g_01342	Prbj.g_00130
OG0000432	Prbl.g_01341	Prbj.g_00129
OG0000433	Prbl.g_00503	Prbj.g_01638
OG0000434	Prbl.g_00506	Prbj.g_01635
OG0000435	Prbl.g_00510	Prbj.g_01631
OG0000436	Prbl.g_00512	Prbj.g_01629
OG0000437	Prbl.g_00514	Prbj.g_01627
OG0000438	Prbl.g_00515	Prbj.g_01626
OG0000439	Prbl.g_00516	Prbj.g_01625
OG0000440	Prbl.g_00519	Prbj.g_01622
OG0000441	Prbl.g_00521	Prbj.g_01620
OG0000442	Prbl.g_00522	Prbj.g_01619
OG0000443	Prbl.g_00523	Prbj.g_01618
OG0000444	Prbl.g_00524	Prbj.g_01617
OG0000445	Prbl.g_00525	Prbj.g_01616
OG0000446	Prbl.g_00526	Prbj.g_01615
OG0000447	Prbl.g_00527	Prbj.g_01614
OG0000448	Prbl.g_00528	Prbj.g_01613
OG0000449	Prbl.g_00536	Prbj.g_01605
OG0000450	Prbl.g_00806	Prbj.g_02088
OG0000451	Prbl.g_00805	Prbj.g_02089
OG0000452	Prbl.g_00804	Prbj.g_02090
OG0000453	Prbl.g_00801	Prbj.g_02093
OG0000454	Prbl.g_00800	Prbj.g_02094
OG0000455	Prbl.g_00799	Prbj.g_02095
OG0000456	Prbl.g_00798	Prbj.g_02096
OG0000457	Prbl.g_00797	Prbj.g_02097
OG0000458	Prbl.g_00795	Prbj.g_02098
OG0000459	Prbl.g_00794	Prbj.g_02099
OG0000460	Prbl.g_00792	Prbj.g_02101
OG0000461	Prbl.g_00791	Prbj.g_02102
OG0000462	Prbl.g_00790	Prbj.g_02103
OG0000463	Prbl.g_00785	Prbj.g_02108
OG0000464	Prbl.g_00780	Prbj.g_02113
OG0000465	Prbl.g_00779	Prbj.g_02114
OG0000466	Prbl.g_00778	Prbj.g_02115
OG0000467	Prbl.g_00776	Prbj.g_02117
OG0000468	Prbl.g_00775	Prbj.g_02118
OG0000469	Prbl.g_00770	Prbj.g_02123
OG0000470	Prbl.g_01526	Prbj.g_01116
OG0000471	Prbl.g_00032	Prbj.g_00765
OG0000472	Prbl.g_00765	Prbj.g_02128
OG0000473	Prbl.g_00763	Prbj.g_02130
OG0000474	Prbl.g_00761	Prbj.g_02132
OG0000475	Prbl.g_00760	Prbj.g_02133
OG0000476	Prbl.g_00754	Prbj.g_02139
OG0000477	Prbl.g_00751	Prbj.g_02142
OG0000478	Prbl.g_00749	Prbj.g_02144
OG0000479	Prbl.g_00747	Prbj.g_02146
OG0000480	Prbl.g_02645	Prbj.g_02666
OG0000481	Prbl.g_01878	Prbj.g_01858
OG0000482	Prbl.g_01879	Prbj.g_01859
OG0000483	Prbl.g_01881	Prbj.g_01861
OG0000484	Prbl.g_01882	Prbj.g_01862
OG0000485	Prbl.g_01883	Prbj.g_01863
OG0000486	Prbl.g_01884	Prbj.g_01864
OG0000487	Prbl.g_01885	Prbj.g_01865
OG0000488	Prbl.g_01887	Prbj.g_01867
OG0000489	Prbl.g_01888	Prbj.g_01868
OG0000490	Prbl.g_01889	Prbj.g_01869
OG0000491	Prbl.g_01890	Prbj.g_01870
OG0000492	Prbl.g_01891	Prbj.g_01871
OG0000493	Prbl.g_01892	Prbj.g_01872
OG0000494	Prbl.g_01894	Prbj.g_01874
OG0000495	Prbl.g_01895	Prbj.g_01875
OG0000496	Prbl.g_01897	Prbj.g_01877
OG0000497	Prbl.g_01899	Prbj.g_01879
OG0000498	Prbl.g_01900	Prbj.g_01880
OG0000499	Prbl.g_01902	Prbj.g_01882
OG0000500	Prbl.g_01903	Prbj.g_01883
OG0000501	Prbl.g_01801	Prbj.g_01807
OG0000502	Prbl.g_01800	Prbj.g_01806
OG0000503	Prbl.g_01799	Prbj.g_01805
OG0000504	Prbl.g_01797	Prbj.g_01803
OG0000505	Prbl.g_01796	Prbj.g_01802
OG0000506	Prbl.g_01795	Prbj.g_01801
OG0000507	Prbl.g_01794	Prbj.g_01800
OG0000508	Prbl.g_01790	Prbj.g_01796
OG0000509	Prbl.g_01789	Prbj.g_01795
OG0000510	Prbl.g_01788	Prbj.g_01794
OG0000511	Prbl.g_01787	Prbj.g_01793
OG0000512	Prbl.g_01786	Prbj.g_01792
OG0000513	Prbl.g_01785	Prbj.g_01791
OG0000514	Prbl.g_01784	Prbj.g_01790
OG0000515	Prbl.g_01781	Prbj.g_01787
OG0000516	Prbl.g_01780	Prbj.g_01786
OG0000517	Prbl.g_01779	Prbj.g_01785
OG0000518	Prbl.g_01775	Prbj.g_01781
OG0000519	Prbl.g_01774	Prbj.g_01780
OG0000520	Prbl.g_01773	Prbj.g_01779
OG0000521	Prbl.g_01772	Prbj.g_01778
OG0000522	Prbl.g_01766	Prbj.g_01772
OG0000523	Prbl.g_01765	Prbj.g_01771
OG0000524	Prbl.g_01764	Prbj.g_01770
OG0000525	Prbl.g_01762	Prbj.g_01768
OG0000526	Prbl.g_01761	Prbj.g_01767
OG0000527	Prbl.g_01760	Prbj.g_01766
OG0000528	Prbl.g_01759	Prbj.g_01765
OG0000529	Prbl.g_01758	Prbj.g_01764
OG0000530	Prbl.g_01757	Prbj.g_01763
