Orthogroup	Syah	Syam
OG0000044	Syah.g_01194	Syam.g_01562
OG0000045	Syah.g_01872	Syam.g_02028
OG0000046	Syah.g_00823	Syam.g_00410
OG0000046	Syah.g_00830	Syam.g_00420
OG0000046	Syah.g_00816	Syam.g_00403
OG0000047	Syah.g_00847	Syam.g_00434
OG0000048	Syah.g_00637	Syam.g_00243
OG0000052	Syah.g_00171	Syam.g_00161
OG0000053	Syah.g_01267	Syam.g_01636
OG0000054	Syah.g_01982	Syam.g_01515
OG0000055	Syah.g_02071	Syam.g_00754
OG0000057	Syah.g_02020	Syam.g_00784
OG0000058	Syah.g_00152	Syam.g_00169
OG0000059	Syah.g_00737	Syam.g_00320
OG0000060	Syah.g_01515	Syam.g_00902
OG0000061	Syah.g_02158	Syam.g_01795
OG0000062	Syah.g_02365	Syam.g_01972
OG0000063	Syah.g_00337	Syam.g_00039
OG0000064	Syah.g_02357	Syam.g_01964
OG0000064	Syah.g_01353	Syam.g_00978
OG0000065	Syah.g_02537	Syam.g_02121
OG0000066	Syah.g_01073	Syam.g_00552, Syam.g_00662
OG0000067	Syah.g_01779	Syam.g_01290
OG0000068	Syah.g_00986	Syam.g_00575
OG0000069	Syah.g_01715	Syam.g_01521
OG0000070	Syah.g_02217	Syam.g_01847
OG0000071	Syah.g_02199	Syam.g_01830
OG0000072	Syah.g_00080	Syam.g_02219
OG0000073	Syah.g_01018	Syam.g_00604
OG0000074	Syah.g_00951	Syam.g_00533
OG0000075	Syah.g_00186	Syam.g_00148
OG0000076	Syah.g_00250	Syam.g_00115
OG0000077	Syah.g_02494	Syam.g_02074
OG0000079	Syah.g_00665	Syam.g_00270
OG0000081	Syah.g_00922	Syam.g_00520
OG0000081	Syah.g_02471	Syam.g_01918
OG0000082	Syah.g_01136	Syam.g_01730
OG0000084	Syah.g_02105	Syam.g_00441
OG0000085	Syah.g_02372	Syam.g_01979
OG0000086	Syah.g_02511	Syam.g_02092
OG0000087	Syah.g_00038	Syam.g_02175
OG0000088	Syah.g_00074	Syam.g_02213
OG0000089	Syah.g_00888	Syam.g_00489
OG0000090	Syah.g_01064	Syam.g_00651
OG0000091	Syah.g_01927	Syam.g_01460
OG0000093	Syah.g_01794	Syam.g_01305
OG0000094	Syah.g_01692	Syam.g_01198
OG0000095	Syah.g_02030	Syam.g_00774
OG0000097	Syah.g_01400	Syam.g_00874
OG0000098	Syah.g_00723	Syam.g_00944
OG0000099	Syah.g_00144	Syam.g_00173
OG0000100	Syah.g_01747	Syam.g_01259
OG0000101	Syah.g_00785	Syam.g_00371
OG0000102	Syah.g_00255	Syam.g_00110
OG0000103	Syah.g_00391	Syam.g_02428
OG0000104	Syah.g_00377	Syam.g_02442
OG0000105	Syah.g_00632	Syam.g_00238
OG0000106	Syah.g_01544	Syam.g_01039
OG0000108	Syah.g_00997	Syam.g_00583
OG0000109	Syah.g_01012	Syam.g_00598
OG0000110	Syah.g_01124	Syam.g_01743
OG0000111	Syah.g_02021	Syam.g_00783
OG0000112	Syah.g_01613	Syam.g_01115
OG0000113	Syah.g_01752	Syam.g_01264
OG0000114	Syah.g_01529	Syam.g_01349
OG0000115	Syah.g_01269	Syam.g_01634
OG0000116	Syah.g_02175	Syam.g_01807
OG0000117	Syah.g_01425	Syam.g_00904
OG0000118	Syah.g_01173	Syam.g_01698
OG0000120	Syah.g_00145	Syam.g_00172
OG0000121	Syah.g_01287	Syam.g_01615
OG0000122	Syah.g_01900	Syam.g_01436
OG0000123	Syah.g_00793	Syam.g_00379
OG0000124	Syah.g_00272	Syam.g_00096
OG0000125	Syah.g_00504	Syam.g_02319
OG0000126	Syah.g_00379	Syam.g_02440
OG0000128	Syah.g_00361	Syam.g_00012
OG0000129	Syah.g_00516	Syam.g_02307
OG0000130	Syah.g_02483	Syam.g_02062
OG0000131	Syah.g_00052	Syam.g_02191
OG0000132	Syah.g_00072	Syam.g_02211
OG0000133	Syah.g_01618	Syam.g_01120
OG0000134	Syah.g_00891	Syam.g_00492
OG0000135	Syah.g_00465	Syam.g_02347
OG0000136	Syah.g_02227	Syam.g_01857
OG0000137	Syah.g_01221	Syam.g_01668
OG0000138	Syah.g_01013	Syam.g_00599
OG0000139	Syah.g_01070	Syam.g_00657
OG0000140	Syah.g_01071	Syam.g_00659
OG0000141	Syah.g_01981	Syam.g_01514
OG0000142	Syah.g_01935	Syam.g_01468
OG0000143	Syah.g_01931	Syam.g_01464
OG0000144	Syah.g_01824	Syam.g_01032
OG0000145	Syah.g_01019	Syam.g_00605
OG0000146	Syah.g_01612	Syam.g_01114
OG0000147	Syah.g_01611	Syam.g_01113
OG0000148	Syah.g_01758	Syam.g_01270
OG0000149	Syah.g_02096	Syam.g_00725
OG0000150	Syah.g_01980	Syam.g_00660
OG0000151	Syah.g_01820	Syam.g_01338
OG0000152	Syah.g_01622	Syam.g_01124
OG0000153	Syah.g_01656	Syam.g_01160
OG0000154	Syah.g_01682	Syam.g_01187
OG0000155	Syah.g_02123	Syam.g_01763
OG0000156	Syah.g_02185	Syam.g_01814
OG0000157	Syah.g_02186	Syam.g_01815
OG0000158	Syah.g_00204	Syam.g_00139
OG0000160	Syah.g_01289	Syam.g_01614
OG0000161	Syah.g_01282	Syam.g_01620
OG0000162	Syah.g_01276	Syam.g_01627
OG0000163	Syah.g_02315	Syam.g_01927
OG0000164	Syah.g_02423	Syam.g_02023
OG0000165	Syah.g_02251	Syam.g_01879, Syam.g_01878
OG0000166	Syah.g_00747	Syam.g_00330
OG0000167	Syah.g_00183	Syam.g_00151
OG0000168	Syah.g_00205	Syam.g_00138
OG0000169	Syah.g_00237	Syam.g_00127
OG0000170	Syah.g_00245	Syam.g_00120
OG0000171	Syah.g_00271	Syam.g_00097
OG0000172	Syah.g_00293	Syam.g_00075
OG0000173	Syah.g_00313	Syam.g_00057
OG0000174	Syah.g_00461	Syam.g_02349
OG0000175	Syah.g_00402	Syam.g_02417
OG0000176	Syah.g_00369	Syam.g_00004
OG0000177	Syah.g_00368	Syam.g_00005
OG0000178	Syah.g_00367	Syam.g_00006
OG0000179	Syah.g_00355	Syam.g_00021
OG0000180	Syah.g_00354	Syam.g_00022
OG0000181	Syah.g_00353	Syam.g_00023
OG0000182	Syah.g_00352	Syam.g_00024
OG0000183	Syah.g_00348	Syam.g_00028
OG0000184	Syah.g_00525	Syam.g_02298
OG0000185	Syah.g_00528	Syam.g_02295
OG0000186	Syah.g_02479	Syam.g_02058
OG0000187	Syah.g_02480	Syam.g_02059
OG0000188	Syah.g_02501	Syam.g_02081
OG0000189	Syah.g_02526	Syam.g_02108
OG0000190	Syah.g_02528	Syam.g_02110
OG0000191	Syah.g_00008	Syam.g_02142
OG0000192	Syah.g_00013	Syam.g_02148
OG0000193	Syah.g_00053	Syam.g_02192
OG0000194	Syah.g_00056	Syam.g_02195
OG0000195	Syah.g_00058	Syam.g_02197
OG0000196	Syah.g_00069	Syam.g_02208
OG0000197	Syah.g_00070	Syam.g_02209
OG0000198	Syah.g_00071	Syam.g_02210
OG0000199	Syah.g_00079	Syam.g_02218
OG0000200	Syah.g_00616	Syam.g_02234
OG0000201	Syah.g_00601	Syam.g_02248
OG0000202	Syah.g_00600	Syam.g_02249
OG0000203	Syah.g_00599	Syam.g_02250
OG0000204	Syah.g_00598	Syam.g_02251
OG0000205	Syah.g_00591	Syam.g_02258
OG0000206	Syah.g_00578	Syam.g_02264
OG0000207	Syah.g_00575	Syam.g_02266
OG0000208	Syah.g_00574	Syam.g_02267
OG0000209	Syah.g_00544	Syam.g_02278
OG0000210	Syah.g_00543	Syam.g_02279
OG0000211	Syah.g_00904	Syam.g_00504
OG0000212	Syah.g_00913	Syam.g_00515
OG0000213	Syah.g_00657	Syam.g_00263
OG0000214	Syah.g_00641	Syam.g_00247
OG0000215	Syah.g_00101	Syam.g_00216
OG0000216	Syah.g_00105	Syam.g_00212
OG0000217	Syah.g_00109	Syam.g_00208
OG0000218	Syah.g_00111	Syam.g_00206
OG0000219	Syah.g_00112	Syam.g_00205
OG0000220	Syah.g_00113	Syam.g_00204
OG0000221	Syah.g_00120	Syam.g_00198
OG0000222	Syah.g_00131	Syam.g_00186
OG0000223	Syah.g_00153	Syam.g_00168
OG0000224	Syah.g_00162	Syam.g_00164
OG0000225	Syah.g_00874	Syam.g_00473
OG0000226	Syah.g_00878	Syam.g_00477
OG0000227	Syah.g_00880	Syam.g_00479
OG0000228	Syah.g_00887	Syam.g_00488
OG0000229	Syah.g_02236	Syam.g_01867
OG0000230	Syah.g_02234	Syam.g_01865
OG0000231	Syah.g_02218	Syam.g_01848
OG0000232	Syah.g_01206	Syam.g_01692
OG0000233	Syah.g_01210	Syam.g_01678
OG0000234	Syah.g_01222	Syam.g_01667
OG0000235	Syah.g_00996	Syam.g_00582
OG0000236	Syah.g_01011	Syam.g_00597
OG0000237	Syah.g_01028	Syam.g_00614
OG0000238	Syah.g_01032	Syam.g_00619
OG0000239	Syah.g_01048	Syam.g_00637
OG0000240	Syah.g_01049	Syam.g_00638
OG0000241	Syah.g_01944	Syam.g_01477
OG0000242	Syah.g_01062	Syam.g_00649
OG0000243	Syah.g_01079	Syam.g_00668
OG0000244	Syah.g_01087	Syam.g_00674
OG0000245	Syah.g_01090	Syam.g_00676
OG0000246	Syah.g_01094	Syam.g_00680
OG0000247	Syah.g_01106	Syam.g_00692
OG0000248	Syah.g_01109	Syam.g_00695
OG0000249	Syah.g_01111	Syam.g_00697
OG0000250	Syah.g_01120	Syam.g_01747
OG0000251	Syah.g_01145	Syam.g_01722
OG0000252	Syah.g_01148	Syam.g_01719
OG0000253	Syah.g_01149	Syam.g_01718
OG0000254	Syah.g_01976	Syam.g_01510
OG0000255	Syah.g_01968	Syam.g_01500
OG0000256	Syah.g_01952	Syam.g_01484
OG0000257	Syah.g_01945	Syam.g_01478
OG0000258	Syah.g_01926	Syam.g_01459
OG0000259	Syah.g_01494	Syam.g_01378
OG0000260	Syah.g_01497	Syam.g_01375
OG0000261	Syah.g_01500	Syam.g_01372
OG0000262	Syah.g_01505	Syam.g_01367
OG0000263	Syah.g_01410	Syam.g_00885
OG0000264	Syah.g_02000	Syam.g_00805
OG0000265	Syah.g_02252	Syam.g_01880
OG0000266	Syah.g_01714	Syam.g_01234
OG0000267	Syah.g_01574	Syam.g_01071
OG0000268	Syah.g_01575	Syam.g_01072
OG0000269	Syah.g_01784	Syam.g_01295
OG0000270	Syah.g_01781	Syam.g_01292
OG0000271	Syah.g_01773	Syam.g_01284
OG0000272	Syah.g_01772	Syam.g_01283
OG0000273	Syah.g_02075	Syam.g_00745
OG0000274	Syah.g_02076	Syam.g_00744
OG0000275	Syah.g_02081	Syam.g_00741
OG0000276	Syah.g_02088	Syam.g_00733
OG0000277	Syah.g_02089	Syam.g_00732
OG0000278	Syah.g_02092	Syam.g_00729
OG0000279	Syah.g_02100	Syam.g_00721
OG0000280	Syah.g_02112	Syam.g_00701
OG0000281	Syah.g_00722	Syam.g_00943
OG0000282	Syah.g_01531	Syam.g_01347
OG0000283	Syah.g_01585	Syam.g_01087
OG0000284	Syah.g_01591	Syam.g_01093
OG0000285	Syah.g_01603	Syam.g_01105
OG0000286	Syah.g_01621	Syam.g_01123
OG0000287	Syah.g_01649	Syam.g_01153
OG0000288	Syah.g_01681	Syam.g_01186
OG0000289	Syah.g_01695	Syam.g_01201
OG0000290	Syah.g_02033	Syam.g_00771
OG0000291	Syah.g_02031	Syam.g_00773
OG0000292	Syah.g_00380	Syam.g_02439
OG0000293	Syah.g_02173	Syam.g_01806
OG0000294	Syah.g_02172	Syam.g_01805
OG0000295	Syah.g_02131	Syam.g_01771
OG0000296	Syah.g_02129	Syam.g_01769
OG0000297	Syah.g_01427	Syam.g_00906
OG0000298	Syah.g_01426	Syam.g_00905
OG0000299	Syah.g_01404	Syam.g_00878
OG0000300	Syah.g_01397	Syam.g_00871
OG0000301	Syah.g_01396	Syam.g_00870
OG0000302	Syah.g_01395	Syam.g_00868
OG0000303	Syah.g_01387	Syam.g_00859
OG0000304	Syah.g_01382	Syam.g_00853
OG0000305	Syah.g_02028	Syam.g_00776
OG0000306	Syah.g_02116	Syam.g_01757
OG0000307	Syah.g_00978	Syam.g_00566
OG0000308	Syah.g_00976	Syam.g_00564
OG0000309	Syah.g_00971	Syam.g_00559
OG0000310	Syah.g_01321	Syam.g_01591
OG0000311	Syah.g_01317	Syam.g_01595
OG0000312	Syah.g_01304	Syam.g_01601
OG0000313	Syah.g_01285	Syam.g_01617
OG0000314	Syah.g_01259	Syam.g_01647
OG0000315	Syah.g_01248	Syam.g_01658
OG0000316	Syah.g_02333	Syam.g_01945
OG0000317	Syah.g_02380	Syam.g_01987
OG0000318	Syah.g_02385	Syam.g_01991
OG0000319	Syah.g_02405	Syam.g_02006
OG0000320	Syah.g_02407	Syam.g_02008
OG0000321	Syah.g_02408	Syam.g_02009
OG0000322	Syah.g_02409	Syam.g_02010
OG0000323	Syah.g_02425	Syam.g_02025
OG0000324	Syah.g_02278	Syam.g_01906
OG0000325	Syah.g_00689	Syam.g_00289
OG0000326	Syah.g_00696	Syam.g_00296
OG0000327	Syah.g_00742	Syam.g_00325
OG0000328	Syah.g_00743	Syam.g_00326
OG0000329	Syah.g_00760	Syam.g_00344
OG0000330	Syah.g_00761	Syam.g_00345
OG0000331	Syah.g_00762	Syam.g_00346
OG0000332	Syah.g_00776	Syam.g_00361
OG0000333	Syah.g_00779	Syam.g_00364
OG0000334	Syah.g_00789	Syam.g_00375
OG0000335	Syah.g_00794	Syam.g_00380
OG0000336	Syah.g_00798	Syam.g_00384
OG0000337	Syah.g_00178	Syam.g_00155
OG0000338	Syah.g_00181	Syam.g_00153
OG0000339	Syah.g_00188	Syam.g_00147
OG0000340	Syah.g_00206	Syam.g_00137
OG0000341	Syah.g_00208	Syam.g_00135
OG0000342	Syah.g_00209	Syam.g_00134
OG0000343	Syah.g_00231	Syam.g_00133
OG0000344	Syah.g_00235	Syam.g_00129
OG0000345	Syah.g_00246	Syam.g_00119
OG0000346	Syah.g_00251	Syam.g_00114
OG0000347	Syah.g_00275	Syam.g_00083
OG0000348	Syah.g_00301	Syam.g_00068
OG0000349	Syah.g_00320	Syam.g_00050
OG0000350	Syah.g_00703	Syam.g_00303
OG0000351	Syah.g_00399	Syam.g_02420
OG0000352	Syah.g_00398	Syam.g_02421
OG0000353	Syah.g_00374	Syam.g_02445
OG0000354	Syah.g_01038	Syam.g_00626, Syam.g_00625
OG0000355	Syah.g_00372	Syam.g_00001
OG0000356	Syah.g_00371	Syam.g_00002
OG0000357	Syah.g_00370	Syam.g_00003
OG0000358	Syah.g_00366	Syam.g_00007
OG0000359	Syah.g_00364	Syam.g_00009
OG0000360	Syah.g_00363	Syam.g_00010
OG0000361	Syah.g_00362	Syam.g_00011
OG0000362	Syah.g_00360	Syam.g_00013
OG0000363	Syah.g_00358	Syam.g_00015
OG0000364	Syah.g_00357	Syam.g_00016
OG0000365	Syah.g_00351	Syam.g_00025
OG0000366	Syah.g_00350	Syam.g_00026
OG0000367	Syah.g_00349	Syam.g_00027
OG0000368	Syah.g_00347	Syam.g_00029
OG0000369	Syah.g_00346	Syam.g_00030
OG0000370	Syah.g_00345	Syam.g_00031
OG0000371	Syah.g_00338	Syam.g_00038
OG0000372	Syah.g_00333	Syam.g_00043
OG0000373	Syah.g_00332	Syam.g_00044
OG0000374	Syah.g_00331	Syam.g_00045
OG0000375	Syah.g_00329	Syam.g_00046
OG0000376	Syah.g_00327	Syam.g_00048
OG0000377	Syah.g_00517	Syam.g_02306
OG0000378	Syah.g_00526	Syam.g_02297
OG0000379	Syah.g_00529	Syam.g_02294
OG0000380	Syah.g_02481	Syam.g_02060
OG0000381	Syah.g_02484	Syam.g_02063
OG0000382	Syah.g_02500	Syam.g_02080
OG0000383	Syah.g_02502	Syam.g_02083
OG0000384	Syah.g_02503	Syam.g_02084
OG0000385	Syah.g_02504	Syam.g_02085
OG0000386	Syah.g_02505	Syam.g_02086
OG0000387	Syah.g_02530	Syam.g_02112
OG0000388	Syah.g_02533	Syam.g_02116
OG0000389	Syah.g_02536	Syam.g_02120
OG0000390	Syah.g_00002	Syam.g_02136
OG0000391	Syah.g_00007	Syam.g_02141
OG0000392	Syah.g_00012	Syam.g_02147
OG0000393	Syah.g_00014	Syam.g_02149
OG0000394	Syah.g_00015	Syam.g_02150
OG0000395	Syah.g_00016	Syam.g_02151
OG0000396	Syah.g_00019	Syam.g_02153
OG0000397	Syah.g_00021	Syam.g_02160
OG0000398	Syah.g_00027	Syam.g_02165
OG0000399	Syah.g_00028	Syam.g_02166
OG0000400	Syah.g_00029	Syam.g_02167
OG0000401	Syah.g_00030	Syam.g_02168
OG0000402	Syah.g_00033	Syam.g_02171
OG0000403	Syah.g_00034	Syam.g_02172
OG0000404	Syah.g_00036	Syam.g_02173
OG0000405	Syah.g_00050	Syam.g_02189
OG0000406	Syah.g_00054	Syam.g_02193
OG0000407	Syah.g_00055	Syam.g_02194
OG0000408	Syah.g_00057	Syam.g_02196
OG0000409	Syah.g_00059	Syam.g_02198
OG0000410	Syah.g_00060	Syam.g_02199
OG0000411	Syah.g_00061	Syam.g_02200
OG0000412	Syah.g_00062	Syam.g_02201
OG0000413	Syah.g_00064	Syam.g_02203
OG0000414	Syah.g_00065	Syam.g_02204
OG0000415	Syah.g_00066	Syam.g_02205
OG0000416	Syah.g_00067	Syam.g_02206
OG0000417	Syah.g_00068	Syam.g_02207
OG0000418	Syah.g_00073	Syam.g_02212
OG0000419	Syah.g_00075	Syam.g_02214
OG0000420	Syah.g_00077	Syam.g_02216
OG0000421	Syah.g_00082	Syam.g_02221
OG0000422	Syah.g_00083	Syam.g_02222
OG0000423	Syah.g_00084	Syam.g_02223
OG0000424	Syah.g_00085	Syam.g_02224
OG0000425	Syah.g_00086	Syam.g_02225
OG0000426	Syah.g_00087	Syam.g_02226
OG0000427	Syah.g_00088	Syam.g_02227
OG0000428	Syah.g_00620	Syam.g_02230
OG0000429	Syah.g_00618	Syam.g_02232
OG0000430	Syah.g_00617	Syam.g_02233
OG0000431	Syah.g_00613	Syam.g_02237
OG0000432	Syah.g_00607	Syam.g_02243
OG0000433	Syah.g_00605	Syam.g_02244
OG0000434	Syah.g_00604	Syam.g_02245
OG0000435	Syah.g_00602	Syam.g_02246
OG0000436	Syah.g_00597	Syam.g_02252
OG0000437	Syah.g_00596	Syam.g_02253
OG0000438	Syah.g_00595	Syam.g_02254
OG0000439	Syah.g_00593	Syam.g_02256
OG0000440	Syah.g_00592	Syam.g_02257
OG0000441	Syah.g_00585	Syam.g_02261
OG0000442	Syah.g_00580	Syam.g_02262
OG0000443	Syah.g_00579	Syam.g_02263
OG0000444	Syah.g_00573	Syam.g_02268
OG0000445	Syah.g_00572	Syam.g_02269
OG0000446	Syah.g_00570	Syam.g_02270
OG0000447	Syah.g_00567	Syam.g_02272
OG0000448	Syah.g_00566	Syam.g_02273
OG0000449	Syah.g_00565	Syam.g_02274
OG0000450	Syah.g_00547	Syam.g_02275
OG0000451	Syah.g_00546	Syam.g_02276
OG0000452	Syah.g_00542	Syam.g_02280
OG0000453	Syah.g_00541	Syam.g_02281
OG0000454	Syah.g_00540	Syam.g_02282
OG0000455	Syah.g_00539	Syam.g_02283
OG0000456	Syah.g_00538	Syam.g_02284
OG0000457	Syah.g_00536	Syam.g_02286
OG0000458	Syah.g_00535	Syam.g_02287
OG0000459	Syah.g_00534	Syam.g_02288
OG0000460	Syah.g_00906	Syam.g_00506
OG0000461	Syah.g_00678	Syam.g_00284
OG0000462	Syah.g_00675	Syam.g_00281
OG0000463	Syah.g_00674	Syam.g_00280
OG0000464	Syah.g_00673	Syam.g_00279
OG0000465	Syah.g_00672	Syam.g_00277
OG0000466	Syah.g_00668	Syam.g_00273
OG0000467	Syah.g_00666	Syam.g_00271
OG0000468	Syah.g_00661	Syam.g_00266
OG0000469	Syah.g_00647	Syam.g_00253
OG0000470	Syah.g_00645	Syam.g_00251
OG0000471	Syah.g_00644	Syam.g_00250
OG0000472	Syah.g_00642	Syam.g_00248
OG0000473	Syah.g_00640	Syam.g_00246
OG0000474	Syah.g_00639	Syam.g_00245
OG0000475	Syah.g_00638	Syam.g_00244
OG0000476	Syah.g_00636	Syam.g_00242
OG0000477	Syah.g_00630	Syam.g_00236
OG0000478	Syah.g_00629	Syam.g_00235
OG0000479	Syah.g_00628	Syam.g_00234
OG0000480	Syah.g_00089	Syam.g_00227
OG0000481	Syah.g_00091	Syam.g_00225
OG0000482	Syah.g_00092	Syam.g_00224
OG0000483	Syah.g_00096	Syam.g_00220
OG0000484	Syah.g_00097	Syam.g_00219
OG0000485	Syah.g_00098	Syam.g_00218
OG0000486	Syah.g_00099	Syam.g_00217
OG0000487	Syah.g_00106	Syam.g_00211
OG0000488	Syah.g_00110	Syam.g_00207
OG0000489	Syah.g_00121	Syam.g_00197
OG0000490	Syah.g_00129	Syam.g_00189
OG0000491	Syah.g_00130	Syam.g_00187
OG0000492	Syah.g_00132	Syam.g_00185
OG0000493	Syah.g_00133	Syam.g_00184
OG0000494	Syah.g_00134	Syam.g_00183
OG0000495	Syah.g_00135	Syam.g_00182
OG0000496	Syah.g_00136	Syam.g_00181
OG0000497	Syah.g_00137	Syam.g_00180
OG0000498	Syah.g_00138	Syam.g_00179
OG0000499	Syah.g_00139	Syam.g_00178
OG0000500	Syah.g_00140	Syam.g_00177
OG0000501	Syah.g_00143	Syam.g_00174
OG0000502	Syah.g_00155	Syam.g_00165
OG0000503	Syah.g_00858	Syam.g_00457
OG0000504	Syah.g_00860	Syam.g_00459
OG0000505	Syah.g_00861	Syam.g_00460
OG0000506	Syah.g_00863	Syam.g_00462
OG0000507	Syah.g_00869	Syam.g_00468
OG0000508	Syah.g_00873	Syam.g_00472
OG0000509	Syah.g_00875	Syam.g_00474
OG0000510	Syah.g_00876	Syam.g_00475
OG0000511	Syah.g_00877	Syam.g_00476
OG0000512	Syah.g_00879	Syam.g_00478
OG0000513	Syah.g_00892	Syam.g_00493
OG0000514	Syah.g_00899	Syam.g_00499
OG0000515	Syah.g_00900	Syam.g_00500
OG0000516	Syah.g_02231	Syam.g_01862
OG0000517	Syah.g_02237	Syam.g_01868
OG0000518	Syah.g_02221	Syam.g_01851
OG0000519	Syah.g_02220	Syam.g_01850
OG0000520	Syah.g_02219	Syam.g_01849
OG0000521	Syah.g_01202	Syam.g_01696
OG0000522	Syah.g_01204	Syam.g_01694
OG0000523	Syah.g_01205	Syam.g_01693
OG0000524	Syah.g_01207	Syam.g_01681
OG0000525	Syah.g_01212	Syam.g_01677
OG0000526	Syah.g_01215	Syam.g_01674
OG0000527	Syah.g_01219	Syam.g_01670
OG0000528	Syah.g_00991	Syam.g_00580
OG0000529	Syah.g_00998	Syam.g_00584
OG0000530	Syah.g_01001	Syam.g_00587
OG0000531	Syah.g_01002	Syam.g_00588
OG0000532	Syah.g_01005	Syam.g_00591
OG0000533	Syah.g_01006	Syam.g_00592
OG0000534	Syah.g_01007	Syam.g_00593
OG0000535	Syah.g_01008	Syam.g_00594
OG0000536	Syah.g_01009	Syam.g_00595
OG0000537	Syah.g_01010	Syam.g_00596
OG0000538	Syah.g_01021	Syam.g_00607
OG0000539	Syah.g_01022	Syam.g_00608
OG0000540	Syah.g_01023	Syam.g_00609
OG0000541	Syah.g_01024	Syam.g_00610
OG0000542	Syah.g_01027	Syam.g_00613
OG0000543	Syah.g_01029	Syam.g_00615
OG0000545	Syah.g_01031	Syam.g_00618
OG0000546	Syah.g_01033	Syam.g_00620
OG0000547	Syah.g_01035	Syam.g_00622
OG0000548	Syah.g_01036	Syam.g_00623
OG0000549	Syah.g_01042	Syam.g_00630
OG0000550	Syah.g_01046	Syam.g_00635
OG0000551	Syah.g_01051	Syam.g_00640
OG0000552	Syah.g_01052	Syam.g_00641
OG0000553	Syah.g_01054	Syam.g_00643
OG0000554	Syah.g_01065	Syam.g_00652
OG0000555	Syah.g_01078	Syam.g_00667
OG0000556	Syah.g_01084	Syam.g_00670
OG0000557	Syah.g_01086	Syam.g_00672
OG0000558	Syah.g_01088	Syam.g_00675
OG0000559	Syah.g_01093	Syam.g_00679
OG0000560	Syah.g_01096	Syam.g_00682
OG0000561	Syah.g_01097	Syam.g_00683
OG0000562	Syah.g_01098	Syam.g_00684
OG0000563	Syah.g_01099	Syam.g_00685
OG0000564	Syah.g_01100	Syam.g_00686
OG0000565	Syah.g_01104	Syam.g_00690
OG0000566	Syah.g_01108	Syam.g_00694
OG0000567	Syah.g_01112	Syam.g_00698
OG0000568	Syah.g_01116	Syam.g_01751
OG0000569	Syah.g_01117	Syam.g_01750
