Orthogroup	Syah	Prbk
OG0000264	Syah.g_02000	Prbk.g_01815
OG0000265	Syah.g_02252	Prbk.g_00619
OG0000266	Syah.g_01714	Prbk.g_00608
OG0000267	Syah.g_01574	Prbk.g_02371
OG0000268	Syah.g_01575	Prbk.g_02370
OG0000269	Syah.g_01784	Prbk.g_02463
OG0000270	Syah.g_01781	Prbk.g_02466
OG0000271	Syah.g_01773	Prbk.g_02474
OG0000272	Syah.g_01772	Prbk.g_02475
OG0000273	Syah.g_02075	Prbk.g_02526
OG0000274	Syah.g_02076	Prbk.g_02527
OG0000275	Syah.g_02081	Prbk.g_02530
OG0000276	Syah.g_02088	Prbk.g_02536
OG0000277	Syah.g_02089	Prbk.g_02537
OG0000278	Syah.g_02092	Prbk.g_02540
OG0000279	Syah.g_02100	Prbk.g_02548
OG0000280	Syah.g_02112	Prbk.g_02554
OG0000281	Syah.g_00722	Prbk.g_02568
OG0000282	Syah.g_01531	Prbk.g_02398
OG0000283	Syah.g_01585	Prbk.g_02359
OG0000284	Syah.g_01591	Prbk.g_02353
OG0000285	Syah.g_01603	Prbk.g_01698
OG0000286	Syah.g_01621	Prbk.g_02325
OG0000287	Syah.g_01649	Prbk.g_01728
OG0000288	Syah.g_01681	Prbk.g_00583
OG0000289	Syah.g_01695	Prbk.g_00596
OG0000290	Syah.g_02033	Prbk.g_00059
OG0000291	Syah.g_02031	Prbk.g_00057
OG0000292	Syah.g_00380	Prbk.g_02271
OG0000293	Syah.g_02173	Prbk.g_01032
OG0000294	Syah.g_02172	Prbk.g_01031
OG0000295	Syah.g_02131	Prbk.g_00106
OG0000296	Syah.g_02129	Prbk.g_00104
OG0000297	Syah.g_01427	Prbk.g_01498
OG0000298	Syah.g_01426	Prbk.g_01497
OG0000299	Syah.g_01404	Prbk.g_01508
OG0000300	Syah.g_01397	Prbk.g_00186
OG0000301	Syah.g_01396	Prbk.g_00185
OG0000302	Syah.g_01395	Prbk.g_00182
OG0000303	Syah.g_01387	Prbk.g_00097
OG0000304	Syah.g_01382	Prbk.g_00121
OG0000305	Syah.g_02028	Prbk.g_00055
OG0000306	Syah.g_02116	Prbk.g_02578
OG0000307	Syah.g_00978	Prbk.g_02044
OG0000308	Syah.g_00976	Prbk.g_02042
OG0000309	Syah.g_00971	Prbk.g_02038
OG0000310	Syah.g_01321	Prbk.g_01937
OG0000311	Syah.g_01317	Prbk.g_00243
OG0000312	Syah.g_01304	Prbk.g_00247
OG0000313	Syah.g_01285	Prbk.g_00271
OG0000314	Syah.g_01259	Prbk.g_01222
OG0000315	Syah.g_01248	Prbk.g_01212
OG0000316	Syah.g_02333	Prbk.g_01991
OG0000317	Syah.g_02380	Prbk.g_00913
OG0000318	Syah.g_02385	Prbk.g_00906
OG0000319	Syah.g_02405	Prbk.g_01443
OG0000320	Syah.g_02407	Prbk.g_01441
OG0000321	Syah.g_02408	Prbk.g_01440
OG0000322	Syah.g_02409	Prbk.g_01439
OG0000323	Syah.g_02425	Prbk.g_01428
OG0000324	Syah.g_02278	Prbk.g_01399
OG0000325	Syah.g_00689	Prbk.g_01904
OG0000326	Syah.g_00696	Prbk.g_01912
OG0000327	Syah.g_00742	Prbk.g_00987
OG0000328	Syah.g_00743	Prbk.g_00986
OG0000329	Syah.g_00760	Prbk.g_00969
OG0000330	Syah.g_00761	Prbk.g_00968
OG0000331	Syah.g_00762	Prbk.g_00967
OG0000332	Syah.g_00776	Prbk.g_00952
OG0000333	Syah.g_00779	Prbk.g_00950
OG0000334	Syah.g_00789	Prbk.g_00801
OG0000335	Syah.g_00794	Prbk.g_00806
OG0000336	Syah.g_00798	Prbk.g_00810
OG0000337	Syah.g_00178	Prbk.g_00506
OG0000338	Syah.g_00181	Prbk.g_00510
OG0000339	Syah.g_00188	Prbk.g_00516
OG0000340	Syah.g_00206	Prbk.g_00528
OG0000341	Syah.g_00208	Prbk.g_00530
OG0000342	Syah.g_00209	Prbk.g_00531
OG0000343	Syah.g_00231	Prbk.g_00215
OG0000344	Syah.g_00235	Prbk.g_00218
OG0000345	Syah.g_00246	Prbk.g_00233
OG0000346	Syah.g_00251	Prbk.g_00238
OG0000347	Syah.g_00275	Prbk.g_01540
OG0000348	Syah.g_00301	Prbk.g_01578
OG0000349	Syah.g_00320	Prbk.g_01602
OG0000350	Syah.g_00703	Prbk.g_02204
OG0000351	Syah.g_00399	Prbk.g_02252
OG0000352	Syah.g_00398	Prbk.g_02253
OG0000353	Syah.g_00374	Prbk.g_02277
OG0000354	Syah.g_01038	Prbk.g_01057
OG0000354	Syah.g_00561	Prbk.g_01635
OG0000355	Syah.g_00372	Prbk.g_02279
OG0000356	Syah.g_00371	Prbk.g_02280
OG0000357	Syah.g_00370	Prbk.g_02281
OG0000358	Syah.g_00366	Prbk.g_02285
OG0000359	Syah.g_00364	Prbk.g_02287
OG0000360	Syah.g_00363	Prbk.g_02288
OG0000361	Syah.g_00362	Prbk.g_02289
OG0000362	Syah.g_00360	Prbk.g_02291
OG0000363	Syah.g_00358	Prbk.g_01639
OG0000364	Syah.g_00357	Prbk.g_01638
OG0000365	Syah.g_00351	Prbk.g_01629
OG0000366	Syah.g_00350	Prbk.g_01628
OG0000367	Syah.g_00349	Prbk.g_01627
OG0000368	Syah.g_00347	Prbk.g_01625
OG0000369	Syah.g_00346	Prbk.g_01624
OG0000370	Syah.g_00345	Prbk.g_01623
OG0000371	Syah.g_00338	Prbk.g_01614
OG0000372	Syah.g_00333	Prbk.g_01609
OG0000373	Syah.g_00332	Prbk.g_01608
OG0000374	Syah.g_00331	Prbk.g_01607
OG0000375	Syah.g_00329	Prbk.g_01606
OG0000376	Syah.g_00327	Prbk.g_01604
OG0000377	Syah.g_00517	Prbk.g_02155
OG0000378	Syah.g_00526	Prbk.g_02141
OG0000379	Syah.g_00529	Prbk.g_02125
OG0000380	Syah.g_02481	Prbk.g_01323
OG0000381	Syah.g_02484	Prbk.g_01319
OG0000382	Syah.g_02500	Prbk.g_01304
OG0000383	Syah.g_02502	Prbk.g_01302
OG0000384	Syah.g_02503	Prbk.g_01301
OG0000385	Syah.g_02504	Prbk.g_01300
OG0000386	Syah.g_02505	Prbk.g_01299
OG0000387	Syah.g_02530	Prbk.g_00020
OG0000388	Syah.g_02533	Prbk.g_00016
OG0000389	Syah.g_02536	Prbk.g_00012
OG0000390	Syah.g_00002	Prbk.g_00191
OG0000391	Syah.g_00007	Prbk.g_00196
OG0000392	Syah.g_00012	Prbk.g_00202
OG0000393	Syah.g_00014	Prbk.g_00207
OG0000394	Syah.g_00015	Prbk.g_00208
OG0000395	Syah.g_00016	Prbk.g_00209
OG0000396	Syah.g_00019	Prbk.g_00542
OG0000397	Syah.g_00021	Prbk.g_00544
OG0000398	Syah.g_00027	Prbk.g_00549
OG0000399	Syah.g_00028	Prbk.g_00550
OG0000400	Syah.g_00029	Prbk.g_00551
OG0000401	Syah.g_00030	Prbk.g_00552
OG0000402	Syah.g_00033	Prbk.g_00554
OG0000403	Syah.g_00034	Prbk.g_00555
OG0000404	Syah.g_00036	Prbk.g_00557
OG0000405	Syah.g_00050	Prbk.g_00749
OG0000406	Syah.g_00054	Prbk.g_00753
OG0000407	Syah.g_00055	Prbk.g_00754
OG0000408	Syah.g_00057	Prbk.g_00756
OG0000409	Syah.g_00059	Prbk.g_00758
OG0000410	Syah.g_00060	Prbk.g_00759
OG0000411	Syah.g_00061	Prbk.g_00760
OG0000412	Syah.g_00062	Prbk.g_00761
OG0000413	Syah.g_00064	Prbk.g_00763
OG0000414	Syah.g_00065	Prbk.g_00764
OG0000415	Syah.g_00066	Prbk.g_00765
OG0000416	Syah.g_00067	Prbk.g_00766
OG0000417	Syah.g_00068	Prbk.g_00767
OG0000418	Syah.g_00073	Prbk.g_00772
OG0000419	Syah.g_00075	Prbk.g_00774
OG0000420	Syah.g_00077	Prbk.g_00775
OG0000421	Syah.g_00082	Prbk.g_00779
OG0000422	Syah.g_00083	Prbk.g_00780
OG0000423	Syah.g_00084	Prbk.g_00781
OG0000424	Syah.g_00085	Prbk.g_00782
OG0000425	Syah.g_00086	Prbk.g_00783
OG0000426	Syah.g_00087	Prbk.g_00784
OG0000427	Syah.g_00088	Prbk.g_00785
OG0000428	Syah.g_00620	Prbk.g_02425
OG0000429	Syah.g_00618	Prbk.g_01283
OG0000430	Syah.g_00617	Prbk.g_01281
OG0000431	Syah.g_00613	Prbk.g_01277
OG0000432	Syah.g_00607	Prbk.g_01270
OG0000433	Syah.g_00605	Prbk.g_01267
OG0000434	Syah.g_00604	Prbk.g_01266
OG0000435	Syah.g_00602	Prbk.g_01263
OG0000436	Syah.g_00597	Prbk.g_01257
OG0000437	Syah.g_00596	Prbk.g_01256
OG0000438	Syah.g_00595	Prbk.g_01255
OG0000439	Syah.g_00593	Prbk.g_01253
OG0000440	Syah.g_00592	Prbk.g_01252
OG0000441	Syah.g_00585	Prbk.g_01245
OG0000442	Syah.g_00580	Prbk.g_01244
OG0000443	Syah.g_00579	Prbk.g_00631
OG0000444	Syah.g_00573	Prbk.g_00683
OG0000445	Syah.g_00572	Prbk.g_00682
OG0000446	Syah.g_00570	Prbk.g_00680
OG0000447	Syah.g_00567	Prbk.g_00670
OG0000448	Syah.g_00566	Prbk.g_00669
OG0000449	Syah.g_00565	Prbk.g_00668
OG0000450	Syah.g_00547	Prbk.g_00662
OG0000451	Syah.g_00546	Prbk.g_00661
OG0000452	Syah.g_00542	Prbk.g_00656
OG0000453	Syah.g_00541	Prbk.g_00655
OG0000454	Syah.g_00540	Prbk.g_00654
OG0000455	Syah.g_00539	Prbk.g_00653
OG0000456	Syah.g_00538	Prbk.g_00652
OG0000457	Syah.g_00536	Prbk.g_00650
OG0000458	Syah.g_00535	Prbk.g_00649
OG0000459	Syah.g_00534	Prbk.g_00648
OG0000460	Syah.g_00906	Prbk.g_01369
OG0000461	Syah.g_00678	Prbk.g_01900
OG0000462	Syah.g_00675	Prbk.g_01012
OG0000463	Syah.g_00674	Prbk.g_01011
OG0000464	Syah.g_00673	Prbk.g_01010
OG0000465	Syah.g_00672	Prbk.g_01008
OG0000466	Syah.g_00668	Prbk.g_01003
OG0000467	Syah.g_00666	Prbk.g_01001
OG0000468	Syah.g_00661	Prbk.g_00371
OG0000469	Syah.g_00647	Prbk.g_00384
OG0000470	Syah.g_00645	Prbk.g_00397
OG0000471	Syah.g_00644	Prbk.g_00398
OG0000472	Syah.g_00642	Prbk.g_00400
OG0000473	Syah.g_00640	Prbk.g_00402
OG0000474	Syah.g_00639	Prbk.g_00403
OG0000475	Syah.g_00638	Prbk.g_00404
OG0000476	Syah.g_00636	Prbk.g_00406
OG0000477	Syah.g_00630	Prbk.g_00411
OG0000478	Syah.g_00629	Prbk.g_00412
OG0000479	Syah.g_00628	Prbk.g_00413
OG0000480	Syah.g_00089	Prbk.g_00420
OG0000481	Syah.g_00091	Prbk.g_00422
OG0000482	Syah.g_00092	Prbk.g_00423
OG0000483	Syah.g_00096	Prbk.g_00427
OG0000484	Syah.g_00097	Prbk.g_00428
OG0000485	Syah.g_00098	Prbk.g_00429
OG0000486	Syah.g_00099	Prbk.g_00430
OG0000487	Syah.g_00106	Prbk.g_00435
OG0000488	Syah.g_00110	Prbk.g_00439
OG0000489	Syah.g_00121	Prbk.g_00450
OG0000490	Syah.g_00129	Prbk.g_00456
OG0000491	Syah.g_00130	Prbk.g_00457
OG0000492	Syah.g_00132	Prbk.g_00460
OG0000493	Syah.g_00133	Prbk.g_00461
OG0000494	Syah.g_00134	Prbk.g_00462
OG0000495	Syah.g_00135	Prbk.g_00463
OG0000496	Syah.g_00136	Prbk.g_00464
OG0000497	Syah.g_00137	Prbk.g_00465
OG0000498	Syah.g_00138	Prbk.g_00466
OG0000499	Syah.g_00139	Prbk.g_00467
OG0000500	Syah.g_00140	Prbk.g_00468
OG0000501	Syah.g_00143	Prbk.g_00471
OG0000502	Syah.g_00155	Prbk.g_00483
OG0000503	Syah.g_00858	Prbk.g_00871
OG0000504	Syah.g_00860	Prbk.g_00873
OG0000505	Syah.g_00861	Prbk.g_00874
OG0000506	Syah.g_00863	Prbk.g_00876
OG0000507	Syah.g_00869	Prbk.g_00881
OG0000508	Syah.g_00873	Prbk.g_00888
OG0000509	Syah.g_00875	Prbk.g_00890
OG0000510	Syah.g_00876	Prbk.g_00891
OG0000511	Syah.g_00877	Prbk.g_00892
OG0000512	Syah.g_00879	Prbk.g_00894
OG0000513	Syah.g_00892	Prbk.g_00360
OG0000514	Syah.g_00899	Prbk.g_00352
OG0000515	Syah.g_00900	Prbk.g_00351
OG0000516	Syah.g_02231	Prbk.g_00339
OG0000517	Syah.g_02237	Prbk.g_00329
OG0000518	Syah.g_02221	Prbk.g_00317
OG0000519	Syah.g_02220	Prbk.g_00316
OG0000520	Syah.g_02219	Prbk.g_00315
OG0000521	Syah.g_01202	Prbk.g_00301
OG0000522	Syah.g_01204	Prbk.g_00299
OG0000523	Syah.g_01205	Prbk.g_00298
OG0000524	Syah.g_01207	Prbk.g_02088
OG0000525	Syah.g_01212	Prbk.g_02105
OG0000526	Syah.g_01215	Prbk.g_02107
OG0000527	Syah.g_01219	Prbk.g_02111
OG0000528	Syah.g_00991	Prbk.g_02056
OG0000529	Syah.g_00998	Prbk.g_02062
OG0000530	Syah.g_01001	Prbk.g_02065
OG0000531	Syah.g_01002	Prbk.g_02066
OG0000532	Syah.g_01005	Prbk.g_02069
OG0000533	Syah.g_01006	Prbk.g_02071
OG0000534	Syah.g_01007	Prbk.g_02072
OG0000535	Syah.g_01008	Prbk.g_02073
OG0000536	Syah.g_01009	Prbk.g_02074
OG0000537	Syah.g_01010	Prbk.g_02075
OG0000538	Syah.g_01021	Prbk.g_01865
OG0000539	Syah.g_01022	Prbk.g_01041
OG0000540	Syah.g_01023	Prbk.g_01042
OG0000541	Syah.g_01024	Prbk.g_01043
OG0000542	Syah.g_01027	Prbk.g_01046
OG0000543	Syah.g_01029	Prbk.g_01048
OG0000545	Syah.g_01031	Prbk.g_01050
OG0000546	Syah.g_01033	Prbk.g_01052
OG0000547	Syah.g_01035	Prbk.g_01054
OG0000548	Syah.g_01036	Prbk.g_01055
OG0000549	Syah.g_01042	Prbk.g_01061
OG0000550	Syah.g_01046	Prbk.g_01066
OG0000551	Syah.g_01051	Prbk.g_01070
OG0000552	Syah.g_01052	Prbk.g_01071
OG0000553	Syah.g_01054	Prbk.g_01076
OG0000554	Syah.g_01065	Prbk.g_01081
OG0000555	Syah.g_01078	Prbk.g_01099
OG0000556	Syah.g_01084	Prbk.g_02686
OG0000557	Syah.g_01086	Prbk.g_01898
OG0000558	Syah.g_01088	Prbk.g_01895
OG0000559	Syah.g_01093	Prbk.g_01891
OG0000560	Syah.g_01096	Prbk.g_01888
OG0000561	Syah.g_01097	Prbk.g_01887
OG0000562	Syah.g_01098	Prbk.g_01886
OG0000563	Syah.g_01099	Prbk.g_01885
OG0000564	Syah.g_01100	Prbk.g_01884
OG0000565	Syah.g_01104	Prbk.g_01881
OG0000566	Syah.g_01108	Prbk.g_01877
OG0000567	Syah.g_01112	Prbk.g_01873
OG0000568	Syah.g_01116	Prbk.g_01871
OG0000569	Syah.g_01117	Prbk.g_01104
OG0000570	Syah.g_01118	Prbk.g_01105
