Orthogroup	Syah	Prac
OG0000037	Syah.g_02541, Syah.g_00956, Syah.g_01365	Prac.g_01822
OG0000038	Syah.g_00508, Syah.g_00506	Prac.g_00090
OG0000039	Syah.g_02074	Prac.g_00685
OG0000040	Syah.g_01908	Prac.g_00279
OG0000040	Syah.g_00431	Prac.g_01005
OG0000041	Syah.g_02271, Syah.g_02039	Prac.g_00579
OG0000042	Syah.g_00261	Prac.g_00048
OG0000044	Syah.g_02454, Syah.g_02072, Syah.g_01194	Prac.g_00892
OG0000045	Syah.g_01872	Prac.g_01162
OG0000045	Syah.g_02356	Prac.g_01576
OG0000047	Syah.g_00847	Prac.g_01601, Prac.g_01127
OG0000048	Syah.g_00637	Prac.g_01159
OG0000050	Syah.g_00941	Prac.g_01220
OG0000053	Syah.g_01267	Prac.g_01901, Prac.g_00391
OG0000054	Syah.g_01982, Syah.g_01862	Prac.g_00765
OG0000055	Syah.g_01878, Syah.g_02071	Prac.g_01495
OG0000057	Syah.g_02020	Prac.g_00673
OG0000059	Syah.g_00737	Prac.g_00500
OG0000061	Syah.g_02158	Prac.g_00985
OG0000062	Syah.g_02365	Prac.g_00333
OG0000063	Syah.g_00337	Prac.g_01913, Prac.g_01914, Prac.g_00908
OG0000065	Syah.g_02537, Syah.g_02443	Prac.g_01824
OG0000066	Syah.g_01073	Prac.g_00833
OG0000067	Syah.g_01779	Prac.g_01475
OG0000068	Syah.g_00986	Prac.g_00217
OG0000069	Syah.g_01715	Prac.g_00890, Prac.g_00300
OG0000070	Syah.g_02217	Prac.g_01097
OG0000071	Syah.g_01863, Syah.g_02199	Prac.g_00175
OG0000072	Syah.g_00080	Prac.g_01759
OG0000073	Syah.g_01018	Prac.g_00872
OG0000074	Syah.g_00951	Prac.g_00689
OG0000075	Syah.g_00186	Prac.g_00017
OG0000076	Syah.g_00250	Prac.g_01904, Prac.g_00041
OG0000077	Syah.g_02494	Prac.g_01853
OG0000078	Syah.g_00912	Prac.g_01691
OG0000081	Syah.g_00922, Syah.g_02471	Prac.g_00841
OG0000082	Syah.g_01136	Prac.g_00788
OG0000084	Syah.g_02105, Syah.g_01296	Prac.g_00415
OG0000085	Syah.g_02372	Prac.g_00632
OG0000086	Syah.g_02511	Prac.g_01843
OG0000087	Syah.g_00038	Prac.g_01792
OG0000088	Syah.g_00074	Prac.g_01764
OG0000089	Syah.g_00888	Prac.g_01178
OG0000090	Syah.g_01064	Prac.g_00839
OG0000091	Syah.g_01927	Prac.g_00729
OG0000093	Syah.g_01794	Prac.g_01359
OG0000094	Syah.g_01692	Prac.g_01275
OG0000095	Syah.g_02030	Prac.g_01256
OG0000097	Syah.g_01400	Prac.g_00944
OG0000098	Syah.g_00723	Prac.g_00199
OG0000099	Syah.g_00144	Prac.g_00256
OG0000100	Syah.g_01747	Prac.g_00337
OG0000101	Syah.g_00785	Prac.g_00548
OG0000102	Syah.g_00255	Prac.g_00046
OG0000103	Syah.g_00391	Prac.g_00123
OG0000104	Syah.g_00377	Prac.g_00131
OG0000105	Syah.g_00632	Prac.g_01657
OG0000106	Syah.g_01544	Prac.g_01163
OG0000107	Syah.g_00688	Prac.g_01148
OG0000108	Syah.g_00997	Prac.g_01064
OG0000109	Syah.g_01012	Prac.g_01050
OG0000110	Syah.g_01124	Prac.g_00798
OG0000111	Syah.g_02021	Prac.g_00672
OG0000112	Syah.g_01613	Prac.g_01507
OG0000113	Syah.g_01752	Prac.g_01453
OG0000114	Syah.g_01529	Prac.g_01384
OG0000115	Syah.g_01269	Prac.g_01040
OG0000116	Syah.g_02175	Prac.g_00995
OG0000117	Syah.g_01425	Prac.g_01955
OG0000118	Syah.g_01173	Prac.g_00187
OG0000120	Syah.g_00145	Prac.g_00248
OG0000121	Syah.g_01287	Prac.g_00409
OG0000122	Syah.g_01900	Prac.g_00371
OG0000123	Syah.g_00793	Prac.g_00554
OG0000124	Syah.g_00272	Prac.g_00056
OG0000125	Syah.g_00504	Prac.g_00092
OG0000126	Syah.g_00379	Prac.g_00130
OG0000128	Syah.g_00361	Prac.g_01936
OG0000129	Syah.g_00516	Prac.g_01888
OG0000130	Syah.g_02483	Prac.g_01862
OG0000131	Syah.g_00052	Prac.g_01785
OG0000132	Syah.g_00072	Prac.g_01766
OG0000133	Syah.g_01618	Prac.g_01609
OG0000134	Syah.g_00891	Prac.g_01177
OG0000135	Syah.g_00465	Prac.g_01150
OG0000136	Syah.g_02227	Prac.g_01106
OG0000137	Syah.g_01221	Prac.g_01069
OG0000138	Syah.g_01013	Prac.g_01049
OG0000139	Syah.g_01070	Prac.g_00835
OG0000140	Syah.g_01071	Prac.g_00834
OG0000141	Syah.g_01981	Prac.g_00764
OG0000142	Syah.g_01935	Prac.g_00736
OG0000143	Syah.g_01931	Prac.g_00732
OG0000144	Syah.g_01824	Prac.g_00719
OG0000145	Syah.g_01019	Prac.g_01508
OG0000146	Syah.g_01612	Prac.g_01506
OG0000147	Syah.g_01611	Prac.g_01505
OG0000148	Syah.g_01758	Prac.g_01459
OG0000149	Syah.g_02096	Prac.g_01429
OG0000150	Syah.g_01980	Prac.g_01421
OG0000151	Syah.g_01820	Prac.g_01374
OG0000152	Syah.g_01622	Prac.g_01327
OG0000153	Syah.g_01656	Prac.g_01308
OG0000154	Syah.g_01682	Prac.g_01282
OG0000155	Syah.g_02123	Prac.g_00965
OG0000156	Syah.g_02185	Prac.g_00164
OG0000157	Syah.g_02186	Prac.g_00165
OG0000158	Syah.g_00204	Prac.g_00447
OG0000160	Syah.g_01289	Prac.g_00410
OG0000161	Syah.g_01282	Prac.g_00404
OG0000162	Syah.g_01276	Prac.g_00398
OG0000163	Syah.g_02315	Prac.g_00364
OG0000164	Syah.g_02423	Prac.g_00601
OG0000165	Syah.g_02251	Prac.g_00594
OG0000166	Syah.g_00747	Prac.g_00512
OG0000167	Syah.g_00183	Prac.g_00015
OG0000168	Syah.g_00205	Prac.g_00025
OG0000169	Syah.g_00237	Prac.g_00035
OG0000170	Syah.g_00245	Prac.g_00037
OG0000171	Syah.g_00271	Prac.g_00055
OG0000172	Syah.g_00293	Prac.g_00063
OG0000173	Syah.g_00313	Prac.g_00078
OG0000174	Syah.g_00461	Prac.g_00105
OG0000175	Syah.g_00402	Prac.g_00115
OG0000176	Syah.g_00369	Prac.g_01943
OG0000177	Syah.g_00368	Prac.g_01942
OG0000178	Syah.g_00367	Prac.g_01941
OG0000179	Syah.g_00355	Prac.g_01931
OG0000180	Syah.g_00354	Prac.g_01930
OG0000181	Syah.g_00353	Prac.g_01929
OG0000182	Syah.g_00352	Prac.g_01928
OG0000183	Syah.g_00348	Prac.g_01924
OG0000184	Syah.g_00525	Prac.g_01885
OG0000185	Syah.g_00528	Prac.g_01882
OG0000186	Syah.g_02479	Prac.g_01867
OG0000187	Syah.g_02480	Prac.g_01866
OG0000188	Syah.g_02501	Prac.g_01849
OG0000189	Syah.g_02526	Prac.g_01835
OG0000190	Syah.g_02528	Prac.g_01834
OG0000191	Syah.g_00008	Prac.g_01814
OG0000192	Syah.g_00013	Prac.g_01810
OG0000193	Syah.g_00053	Prac.g_01784
OG0000194	Syah.g_00056	Prac.g_01781
OG0000195	Syah.g_00058	Prac.g_01779
OG0000196	Syah.g_00069	Prac.g_01769
OG0000197	Syah.g_00070	Prac.g_01768
OG0000198	Syah.g_00071	Prac.g_01767
OG0000199	Syah.g_00079	Prac.g_01760
OG0000200	Syah.g_00616	Prac.g_01746
OG0000201	Syah.g_00601	Prac.g_01738
OG0000202	Syah.g_00600	Prac.g_01737
OG0000203	Syah.g_00599	Prac.g_01736
OG0000204	Syah.g_00598	Prac.g_01735
OG0000205	Syah.g_00591	Prac.g_01728
OG0000206	Syah.g_00578	Prac.g_01723
OG0000207	Syah.g_00575	Prac.g_01721
OG0000208	Syah.g_00574	Prac.g_01720
OG0000209	Syah.g_00544	Prac.g_01711
OG0000210	Syah.g_00543	Prac.g_01710
OG0000211	Syah.g_00904	Prac.g_01697
OG0000212	Syah.g_00913	Prac.g_01690
OG0000213	Syah.g_00657	Prac.g_01674
OG0000214	Syah.g_00641	Prac.g_01664
OG0000215	Syah.g_00101	Prac.g_01639
OG0000216	Syah.g_00105	Prac.g_01637
OG0000217	Syah.g_00109	Prac.g_01634
OG0000218	Syah.g_00111	Prac.g_01632
OG0000219	Syah.g_00112	Prac.g_01631
OG0000220	Syah.g_00113	Prac.g_01630
OG0000221	Syah.g_00120	Prac.g_01629
OG0000222	Syah.g_00131	Prac.g_01621
OG0000223	Syah.g_00153	Prac.g_01608
OG0000224	Syah.g_00162	Prac.g_01606
OG0000225	Syah.g_00874	Prac.g_01188
OG0000226	Syah.g_00878	Prac.g_01184
OG0000227	Syah.g_00880	Prac.g_01182
OG0000228	Syah.g_00887	Prac.g_01179
OG0000229	Syah.g_02236	Prac.g_01111
OG0000230	Syah.g_02234	Prac.g_01109
OG0000231	Syah.g_02218	Prac.g_01098
OG0000232	Syah.g_01206	Prac.g_01089
OG0000233	Syah.g_01210	Prac.g_01082
OG0000234	Syah.g_01222	Prac.g_01068
OG0000235	Syah.g_00996	Prac.g_01065
OG0000236	Syah.g_01011	Prac.g_01051
OG0000237	Syah.g_01028	Prac.g_00865
OG0000238	Syah.g_01032	Prac.g_00859
OG0000239	Syah.g_01048	Prac.g_00847
OG0000240	Syah.g_01049	Prac.g_00846
OG0000241	Syah.g_01944	Prac.g_00842
OG0000242	Syah.g_01062	Prac.g_00840
OG0000243	Syah.g_01079	Prac.g_00829
OG0000244	Syah.g_01087	Prac.g_00826
OG0000245	Syah.g_01090	Prac.g_00824
OG0000246	Syah.g_01094	Prac.g_00820
OG0000247	Syah.g_01106	Prac.g_00810
OG0000248	Syah.g_01109	Prac.g_00808
OG0000249	Syah.g_01111	Prac.g_00806
OG0000250	Syah.g_01120	Prac.g_00801
OG0000251	Syah.g_01145	Prac.g_00782
OG0000252	Syah.g_01148	Prac.g_00778
OG0000253	Syah.g_01149	Prac.g_00777
OG0000254	Syah.g_01976	Prac.g_00760
OG0000255	Syah.g_01968	Prac.g_00754
OG0000256	Syah.g_01952	Prac.g_00744
OG0000257	Syah.g_01945	Prac.g_00741
OG0000258	Syah.g_01926	Prac.g_00728
OG0000259	Syah.g_01494	Prac.g_00711
OG0000260	Syah.g_01497	Prac.g_00708
OG0000261	Syah.g_01500	Prac.g_00706
OG0000262	Syah.g_01505	Prac.g_00702
OG0000263	Syah.g_01410	Prac.g_00690
OG0000264	Syah.g_02000	Prac.g_00680
OG0000265	Syah.g_02252	Prac.g_01560
OG0000266	Syah.g_01714	Prac.g_01550
OG0000267	Syah.g_01574	Prac.g_01539
OG0000268	Syah.g_01575	Prac.g_01538
OG0000269	Syah.g_01784	Prac.g_01480
OG0000270	Syah.g_01781	Prac.g_01477
OG0000271	Syah.g_01773	Prac.g_01469
OG0000272	Syah.g_01772	Prac.g_01468
OG0000273	Syah.g_02075	Prac.g_01445
OG0000274	Syah.g_02076	Prac.g_01444
OG0000275	Syah.g_02081	Prac.g_01442
OG0000276	Syah.g_02088	Prac.g_01437
OG0000277	Syah.g_02089	Prac.g_01436
OG0000278	Syah.g_02092	Prac.g_01433
OG0000279	Syah.g_02100	Prac.g_01426
OG0000280	Syah.g_02112	Prac.g_01425
OG0000281	Syah.g_00722	Prac.g_01420
OG0000282	Syah.g_01531	Prac.g_01382
OG0000283	Syah.g_01585	Prac.g_01350
OG0000284	Syah.g_01591	Prac.g_01345
OG0000285	Syah.g_01603	Prac.g_01340
OG0000286	Syah.g_01621	Prac.g_01328
OG0000287	Syah.g_01231, Syah.g_01649	Prac.g_01311
OG0000288	Syah.g_01681	Prac.g_01283
OG0000289	Syah.g_01695	Prac.g_01272
OG0000290	Syah.g_02033	Prac.g_01259
OG0000291	Syah.g_02031	Prac.g_01257
OG0000292	Syah.g_00380	Prac.g_01207
OG0000293	Syah.g_02173	Prac.g_00994
OG0000294	Syah.g_02172	Prac.g_00993
OG0000295	Syah.g_02131	Prac.g_00973
OG0000296	Syah.g_02129	Prac.g_00971
OG0000297	Syah.g_01427	Prac.g_00963
OG0000298	Syah.g_01426	Prac.g_00962
OG0000299	Syah.g_01404	Prac.g_00945
OG0000300	Syah.g_01397	Prac.g_00942
OG0000301	Syah.g_01396	Prac.g_00941
OG0000302	Syah.g_01395	Prac.g_00939
OG0000303	Syah.g_01387	Prac.g_00932
OG0000304	Syah.g_01382	Prac.g_00928
OG0000305	Syah.g_02028	Prac.g_00209
OG0000306	Syah.g_02116	Prac.g_00212
OG0000307	Syah.g_00978	Prac.g_00226
OG0000308	Syah.g_00976	Prac.g_00227
OG0000309	Syah.g_00971	Prac.g_00231
OG0000310	Syah.g_01321	Prac.g_00426
OG0000311	Syah.g_01317	Prac.g_00424
OG0000312	Syah.g_01304	Prac.g_00421
OG0000313	Syah.g_01285	Prac.g_00407
OG0000314	Syah.g_01259	Prac.g_00384
OG0000315	Syah.g_01248	Prac.g_00374
OG0000316	Syah.g_02333	Prac.g_00354
OG0000317	Syah.g_02380	Prac.g_00627
OG0000318	Syah.g_02385	Prac.g_00624
OG0000319	Syah.g_02405	Prac.g_00611
OG0000320	Syah.g_02407	Prac.g_00609
OG0000321	Syah.g_02408	Prac.g_00608
OG0000322	Syah.g_02409	Prac.g_00607
OG0000323	Syah.g_02425	Prac.g_00598
OG0000324	Syah.g_02278	Prac.g_00572
OG0000325	Syah.g_00689	Prac.g_00477
OG0000326	Syah.g_00696	Prac.g_00483
OG0000327	Syah.g_00742	Prac.g_00507
OG0000328	Syah.g_00743	Prac.g_00508
OG0000329	Syah.g_00760	Prac.g_00525
OG0000330	Syah.g_00761	Prac.g_00526
OG0000331	Syah.g_00762	Prac.g_00527
OG0000332	Syah.g_00776	Prac.g_00541
OG0000333	Syah.g_00779	Prac.g_00543
OG0000334	Syah.g_00789	Prac.g_00551
OG0000335	Syah.g_00794	Prac.g_00555
OG0000336	Syah.g_00798	Prac.g_00559
OG0000337	Syah.g_00178	Prac.g_00013
OG0000338	Syah.g_00181	Prac.g_00014
OG0000339	Syah.g_00188	Prac.g_00018
OG0000340	Syah.g_00206	Prac.g_00026
OG0000341	Syah.g_00208	Prac.g_00028
OG0000342	Syah.g_00209	Prac.g_00029
OG0000343	Syah.g_00231	Prac.g_00030
OG0000344	Syah.g_00235	Prac.g_00033
OG0000345	Syah.g_00246	Prac.g_00038
OG0000346	Syah.g_00251	Prac.g_00042
OG0000347	Syah.g_00275	Prac.g_00057
OG0000348	Syah.g_00301	Prac.g_00066
OG0000349	Syah.g_00320	Prac.g_00083
OG0000350	Syah.g_00703	Prac.g_00101
OG0000351	Syah.g_00399	Prac.g_00118
OG0000352	Syah.g_00398	Prac.g_00119
OG0000353	Syah.g_00374	Prac.g_01948
OG0000355	Syah.g_00372	Prac.g_01946
OG0000356	Syah.g_00371	Prac.g_01945
OG0000357	Syah.g_00370	Prac.g_01944
OG0000358	Syah.g_00366	Prac.g_01940
OG0000359	Syah.g_00364	Prac.g_01939
OG0000360	Syah.g_00363	Prac.g_01938
OG0000361	Syah.g_00362	Prac.g_01937
OG0000362	Syah.g_00360	Prac.g_01935
OG0000363	Syah.g_00358	Prac.g_01933
OG0000364	Syah.g_00357	Prac.g_01932
OG0000365	Syah.g_00351	Prac.g_01927
OG0000366	Syah.g_00350	Prac.g_01926
OG0000367	Syah.g_00349	Prac.g_01925
OG0000368	Syah.g_00347	Prac.g_01923
OG0000369	Syah.g_00346	Prac.g_01922
OG0000370	Syah.g_00345	Prac.g_01921
OG0000371	Syah.g_00338	Prac.g_01915
OG0000372	Syah.g_00333	Prac.g_01911
OG0000373	Syah.g_00332	Prac.g_01910
OG0000374	Syah.g_00331	Prac.g_01909
OG0000375	Syah.g_00329	Prac.g_01892
OG0000376	Syah.g_00327	Prac.g_01890
OG0000377	Syah.g_00517	Prac.g_01886
OG0000378	Syah.g_00526	Prac.g_01884
OG0000379	Syah.g_00529	Prac.g_01881
OG0000380	Syah.g_02481	Prac.g_01865
OG0000381	Syah.g_02484	Prac.g_01861
OG0000382	Syah.g_02500	Prac.g_01850
OG0000383	Syah.g_02502	Prac.g_01848
OG0000384	Syah.g_02503	Prac.g_01847
OG0000385	Syah.g_02504	Prac.g_01846
OG0000386	Syah.g_02505	Prac.g_01845
OG0000387	Syah.g_02530	Prac.g_01832
OG0000388	Syah.g_02533	Prac.g_01829
OG0000389	Syah.g_02536	Prac.g_01825
OG0000390	Syah.g_00002	Prac.g_01818
OG0000391	Syah.g_00007	Prac.g_01815
OG0000392	Syah.g_00012	Prac.g_01811
OG0000393	Syah.g_00014	Prac.g_01809
OG0000394	Syah.g_00015	Prac.g_01808
OG0000395	Syah.g_00016	Prac.g_01807
OG0000396	Syah.g_00019	Prac.g_01804
OG0000397	Syah.g_00021	Prac.g_01802
OG0000398	Syah.g_00027	Prac.g_01800
OG0000399	Syah.g_00028	Prac.g_01799
OG0000400	Syah.g_00029	Prac.g_01798
OG0000401	Syah.g_00030	Prac.g_01797
OG0000402	Syah.g_00033	Prac.g_01795
OG0000403	Syah.g_00034	Prac.g_01794
OG0000404	Syah.g_00036	Prac.g_01793
OG0000405	Syah.g_00050	Prac.g_01789
OG0000406	Syah.g_00054	Prac.g_01783
OG0000407	Syah.g_00055	Prac.g_01782
OG0000408	Syah.g_00057	Prac.g_01780
OG0000409	Syah.g_00059	Prac.g_01778
OG0000410	Syah.g_00060	Prac.g_01777
OG0000411	Syah.g_00061	Prac.g_01776
OG0000412	Syah.g_00062	Prac.g_01775
OG0000413	Syah.g_00064	Prac.g_01774
OG0000414	Syah.g_00065	Prac.g_01590, Prac.g_01773
OG0000415	Syah.g_00066	Prac.g_01772
OG0000416	Syah.g_00067	Prac.g_01771
OG0000417	Syah.g_00068	Prac.g_01770
OG0000418	Syah.g_00073	Prac.g_01765
OG0000419	Syah.g_00075	Prac.g_01763
OG0000420	Syah.g_00077	Prac.g_01762
OG0000421	Syah.g_00082	Prac.g_01757
OG0000422	Syah.g_00083	Prac.g_01756
OG0000423	Syah.g_00084	Prac.g_01755
OG0000424	Syah.g_00085	Prac.g_01754
OG0000425	Syah.g_00086	Prac.g_01753
OG0000426	Syah.g_00087	Prac.g_01752
OG0000427	Syah.g_00088	Prac.g_01751
OG0000428	Syah.g_00620	Prac.g_01749
OG0000429	Syah.g_00618	Prac.g_01748
OG0000430	Syah.g_00617	Prac.g_01747
OG0000431	Syah.g_00613	Prac.g_01745
OG0000432	Syah.g_00607	Prac.g_01742
OG0000433	Syah.g_00605	Prac.g_01741
OG0000434	Syah.g_00604	Prac.g_01740
OG0000435	Syah.g_00602	Prac.g_01739
OG0000436	Syah.g_00597	Prac.g_01734
OG0000437	Syah.g_00596	Prac.g_01733
OG0000438	Syah.g_00595	Prac.g_01732
OG0000439	Syah.g_00593	Prac.g_01730
OG0000440	Syah.g_00592	Prac.g_01729
OG0000441	Syah.g_00585	Prac.g_01726
OG0000442	Syah.g_00580	Prac.g_01725
OG0000443	Syah.g_00579	Prac.g_01724
OG0000444	Syah.g_00573	Prac.g_01719
OG0000445	Syah.g_00572	Prac.g_01718
OG0000446	Syah.g_00570	Prac.g_01717
OG0000447	Syah.g_00567	Prac.g_01716
OG0000448	Syah.g_00566	Prac.g_01715
OG0000449	Syah.g_00565	Prac.g_01714
OG0000450	Syah.g_00547	Prac.g_01713
OG0000451	Syah.g_00546	Prac.g_01712
OG0000452	Syah.g_00542	Prac.g_01709
OG0000453	Syah.g_00541	Prac.g_01708
OG0000454	Syah.g_00540	Prac.g_01707
OG0000455	Syah.g_00539	Prac.g_01706
OG0000456	Syah.g_00538	Prac.g_01705
OG0000457	Syah.g_00536	Prac.g_01704
OG0000458	Syah.g_00535	Prac.g_01703
OG0000459	Syah.g_00534	Prac.g_01702
OG0000460	Syah.g_00906	Prac.g_01695
OG0000461	Syah.g_00678	Prac.g_01688
OG0000462	Syah.g_00675	Prac.g_01686
OG0000463	Syah.g_00674	Prac.g_01685
OG0000464	Syah.g_00673	Prac.g_01684
OG0000465	Syah.g_00672	Prac.g_01683
OG0000466	Syah.g_00668	Prac.g_01680
OG0000467	Syah.g_00666	Prac.g_01679
OG0000468	Syah.g_00661	Prac.g_01678
OG0000469	Syah.g_00647	Prac.g_01669
OG0000470	Syah.g_00645	Prac.g_01667
OG0000471	Syah.g_00644	Prac.g_01666
OG0000472	Syah.g_00642	Prac.g_01665
OG0000473	Syah.g_00640	Prac.g_01663
OG0000474	Syah.g_00639	Prac.g_01662
OG0000475	Syah.g_00638	Prac.g_01661
OG0000476	Syah.g_00636	Prac.g_01660
OG0000477	Syah.g_00630	Prac.g_01656
OG0000478	Syah.g_00629	Prac.g_01655
OG0000479	Syah.g_00628	Prac.g_01654
OG0000480	Syah.g_00089	Prac.g_01649
OG0000481	Syah.g_00091	Prac.g_01647
OG0000482	Syah.g_00092	Prac.g_01646
OG0000483	Syah.g_00096	Prac.g_01643
OG0000484	Syah.g_00097	Prac.g_01642
OG0000485	Syah.g_00098	Prac.g_01641
OG0000486	Syah.g_00099	Prac.g_01640
OG0000487	Syah.g_00106	Prac.g_01636
OG0000488	Syah.g_00110	Prac.g_01633
OG0000489	Syah.g_00121	Prac.g_01628
OG0000490	Syah.g_00129	Prac.g_01623
OG0000491	Syah.g_00130	Prac.g_01622
OG0000492	Syah.g_00132	Prac.g_01620
OG0000493	Syah.g_00133	Prac.g_01619
OG0000494	Syah.g_00134	Prac.g_01618
OG0000495	Syah.g_00135	Prac.g_01617
OG0000496	Syah.g_00136	Prac.g_01616
OG0000497	Syah.g_00137	Prac.g_01615
OG0000498	Syah.g_00138	Prac.g_01614
OG0000499	Syah.g_00139	Prac.g_01613
OG0000500	Syah.g_00140	Prac.g_01612
OG0000501	Syah.g_00143	Prac.g_01610
OG0000502	Syah.g_00155	Prac.g_01607
OG0000503	Syah.g_00858	Prac.g_01200
OG0000504	Syah.g_00860	Prac.g_01199
OG0000505	Syah.g_00861	Prac.g_01198
OG0000506	Syah.g_00863	Prac.g_01196
OG0000507	Syah.g_00869	Prac.g_01193
OG0000508	Syah.g_00873	Prac.g_01189
OG0000509	Syah.g_00875	Prac.g_01187
OG0000510	Syah.g_00876	Prac.g_01186
OG0000511	Syah.g_00877	Prac.g_01185
OG0000512	Syah.g_00879	Prac.g_01183
OG0000513	Syah.g_00892	Prac.g_01176
OG0000514	Syah.g_00899	Prac.g_01116
OG0000515	Syah.g_00900	Prac.g_01115
OG0000516	Syah.g_02231	Prac.g_01114
OG0000517	Syah.g_02237	Prac.g_01112
OG0000518	Syah.g_02221	Prac.g_01101
OG0000519	Syah.g_02220	Prac.g_01100
OG0000520	Syah.g_02219	Prac.g_01099
OG0000521	Syah.g_01202	Prac.g_01094
OG0000522	Syah.g_01204	Prac.g_01092
OG0000523	Syah.g_01205	Prac.g_01091
OG0000524	Syah.g_01207	Prac.g_01084
OG0000525	Syah.g_01212	Prac.g_01081
OG0000526	Syah.g_01215	Prac.g_01080
OG0000527	Syah.g_01219	Prac.g_01071
OG0000528	Syah.g_00991	Prac.g_01066
OG0000529	Syah.g_00998	Prac.g_01063
OG0000530	Syah.g_01001	Prac.g_01060
OG0000531	Syah.g_01002	Prac.g_01059
OG0000532	Syah.g_01005	Prac.g_01057
OG0000533	Syah.g_01006	Prac.g_01056
OG0000534	Syah.g_01007	Prac.g_01055
OG0000535	Syah.g_01008	Prac.g_01054
OG0000536	Syah.g_01009	Prac.g_01053
OG0000537	Syah.g_01010	Prac.g_01052
OG0000538	Syah.g_01021	Prac.g_00871
OG0000539	Syah.g_01022	Prac.g_00870
OG0000540	Syah.g_01023	Prac.g_00869
OG0000541	Syah.g_01024	Prac.g_00868
OG0000542	Syah.g_01027	Prac.g_00866
OG0000543	Syah.g_01029	Prac.g_00864
OG0000545	Syah.g_01031	Prac.g_00861
OG0000546	Syah.g_01033	Prac.g_00858
OG0000547	Syah.g_01035	Prac.g_00857
OG0000548	Syah.g_01036	Prac.g_00856
OG0000549	Syah.g_01042	Prac.g_00854
OG0000550	Syah.g_01046	Prac.g_00849
OG0000551	Syah.g_01051	Prac.g_00845
OG0000552	Syah.g_01052	Prac.g_00844
OG0000553	Syah.g_01054	Prac.g_00843
OG0000554	Syah.g_01065	Prac.g_00838
OG0000555	Syah.g_01078	Prac.g_00830
OG0000556	Syah.g_01084	Prac.g_00828
OG0000557	Syah.g_01086	Prac.g_00827
OG0000558	Syah.g_01088	Prac.g_00825
OG0000559	Syah.g_01093	Prac.g_00821
OG0000560	Syah.g_01096	Prac.g_00818
OG0000561	Syah.g_01097	Prac.g_00817
OG0000562	Syah.g_01098	Prac.g_00816
OG0000563	Syah.g_01099	Prac.g_00815
OG0000564	Syah.g_01100	Prac.g_00814
OG0000565	Syah.g_01104	Prac.g_00811
OG0000566	Syah.g_01108	Prac.g_00809
OG0000567	Syah.g_01112	Prac.g_00805
OG0000568	Syah.g_01116	Prac.g_00804
OG0000569	Syah.g_01117	Prac.g_00803
OG0000570	Syah.g_01118	Prac.g_00802
OG0000571	Syah.g_01122	Prac.g_00800
OG0000572	Syah.g_01137	Prac.g_00787
OG0000573	Syah.g_01146	Prac.g_00780
OG0000574	Syah.g_01147	Prac.g_00779
OG0000575	Syah.g_01151	Prac.g_00775
OG0000576	Syah.g_01153	Prac.g_00772
OG0000577	Syah.g_01154	Prac.g_00771
OG0000578	Syah.g_01155	Prac.g_00770
OG0000579	Syah.g_01156	Prac.g_00769
OG0000580	Syah.g_01157	Prac.g_00768
OG0000581	Syah.g_01163	Prac.g_00766
OG0000582	Syah.g_01979	Prac.g_00763
