Orthogroup	Syah	Syap
OG0000138	Syah.g_01013	Syap.g_00278
OG0000139	Syah.g_01070	Syap.g_00410
OG0000140	Syah.g_01071	Syap.g_01976
OG0000141	Syah.g_01981	Syap.g_01541, Syap.g_01542, Syap.g_01544
OG0000142	Syah.g_01935	Syap.g_00895, Syap.g_00894
OG0000143	Syah.g_01931	Syap.g_00900, Syap.g_00899, Syap.g_00901
OG0000144	Syah.g_01824	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772
OG0000145	Syah.g_01019	Syap.g_01860, Syap.g_01859
OG0000146	Syah.g_01612	Syap.g_02024
OG0000147	Syah.g_01611	Syap.g_02025
OG0000148	Syah.g_01758	Syap.g_02720
OG0000149	Syah.g_02096	Syap.g_00824
OG0000150	Syah.g_01980	Syap.g_01540
OG0000151	Syah.g_01820	Syap.g_00142
OG0000152	Syah.g_01622	Syap.g_02012
OG0000153	Syah.g_01656	Syap.g_02682
OG0000154	Syah.g_01682	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Syah.g_02123	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Syah.g_02185	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Syah.g_02186	Syap.g_00249, Syap.g_00286
OG0000158	Syah.g_00204	Syap.g_01075
OG0000160	Syah.g_01289	Syap.g_02470, Syap.g_02469
OG0000161	Syah.g_01282	Syap.g_02476
OG0000162	Syah.g_01276	Syap.g_02531
OG0000165	Syah.g_02251	Syap.g_01381, Syap.g_01382
OG0000166	Syah.g_00747	Syap.g_00512, Syap.g_01238
OG0000167	Syah.g_00183	Syap.g_02080
OG0000168	Syah.g_00205	Syap.g_01076
OG0000169	Syah.g_00237	Syap.g_01049, Syap.g_01093
OG0000170	Syah.g_00245	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Syah.g_00271	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Syah.g_00293	Syap.g_01143, Syap.g_00635
OG0000173	Syah.g_00313	Syap.g_00982, Syap.g_00983
OG0000174	Syah.g_00461	Syap.g_02092
OG0000175	Syah.g_00402	Syap.g_02654
OG0000176	Syah.g_00369	Syap.g_00059
OG0000177	Syah.g_00368	Syap.g_00061, Syap.g_00060
OG0000178	Syah.g_00367	Syap.g_00062
OG0000179	Syah.g_00355	Syap.g_00077, Syap.g_02638
OG0000180	Syah.g_00354	Syap.g_00078, Syap.g_02640
OG0000181	Syah.g_00353	Syap.g_00079, Syap.g_02641
OG0000182	Syah.g_00352	Syap.g_00080, Syap.g_02642
OG0000183	Syah.g_00348	Syap.g_00084
OG0000184	Syah.g_00525	Syap.g_01337
OG0000185	Syah.g_00528	Syap.g_01322
OG0000186	Syah.g_02479	Syap.g_01684
OG0000187	Syah.g_02480	Syap.g_01686
OG0000188	Syah.g_02501	Syap.g_02547
OG0000191	Syah.g_00008	Syap.g_02233
OG0000192	Syah.g_00013	Syap.g_02224
OG0000193	Syah.g_00053	Syap.g_02187, Syap.g_02188
OG0000194	Syah.g_00056	Syap.g_02183
OG0000196	Syah.g_00069	Syap.g_01208, Syap.g_02167
OG0000197	Syah.g_00070	Syap.g_01207, Syap.g_02166
OG0000198	Syah.g_00071	Syap.g_01206
OG0000199	Syah.g_00079	Syap.g_01197
OG0000200	Syah.g_00616	Syap.g_01181
OG0000201	Syah.g_00601	Syap.g_02265
OG0000202	Syah.g_00600	Syap.g_02264
OG0000203	Syah.g_00599	Syap.g_01601
OG0000204	Syah.g_00598	Syap.g_01602
OG0000205	Syah.g_00591	Syap.g_01616
OG0000206	Syah.g_00578	Syap.g_01628
OG0000207	Syah.g_00575	Syap.g_01426, Syap.g_00424
OG0000208	Syah.g_00574	Syap.g_00426, Syap.g_01425
OG0000209	Syah.g_00544	Syap.g_01906
OG0000210	Syah.g_00543	Syap.g_01905
OG0000211	Syah.g_00904	Syap.g_01160
OG0000212	Syah.g_00913	Syap.g_02664
OG0000213	Syah.g_00657	Syap.g_00107, Syap.g_01599
OG0000214	Syah.g_00641	Syap.g_02344, Syap.g_02345
OG0000215	Syah.g_00101	Syap.g_01347, Syap.g_01629
OG0000216	Syah.g_00105	Syap.g_01634
OG0000217	Syah.g_00109	Syap.g_01638
OG0000218	Syah.g_00111	Syap.g_01641, Syap.g_01640
OG0000219	Syah.g_00112	Syap.g_01642, Syap.g_01643
OG0000220	Syah.g_00113	Syap.g_01645
OG0000221	Syah.g_00120	Syap.g_01646
OG0000222	Syah.g_00131	Syap.g_01669
OG0000223	Syah.g_00153	Syap.g_02072, Syap.g_02073
OG0000224	Syah.g_00162	Syap.g_02064
OG0000225	Syah.g_00874	Syap.g_00553, Syap.g_00552
OG0000226	Syah.g_00878	Syap.g_02029, Syap.g_02144
OG0000227	Syah.g_00880	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Syah.g_00887	Syap.g_00116, Syap.g_02041
OG0000229	Syah.g_02236	Syap.g_02059
OG0000230	Syah.g_02234	Syap.g_02061
OG0000231	Syah.g_02218	Syap.g_02533
OG0000232	Syah.g_01206	Syap.g_02510, Syap.g_02511
OG0000233	Syah.g_01210	Syap.g_02133
OG0000234	Syah.g_01222	Syap.g_02755
OG0000235	Syah.g_00996	Syap.g_00732, Syap.g_02258
OG0000236	Syah.g_01011	Syap.g_02238
OG0000237	Syah.g_01028	Syap.g_00262, Syap.g_00263
OG0000238	Syah.g_01032	Syap.g_00257, Syap.g_00258
OG0000239	Syah.g_01048	Syap.g_02744
OG0000240	Syah.g_01049	Syap.g_02742
OG0000241	Syah.g_01944	Syap.g_00888
OG0000242	Syah.g_01062	Syap.g_01455
OG0000243	Syah.g_01079	Syap.g_01938
OG0000244	Syah.g_01087	Syap.g_01146, Syap.g_01145
OG0000246	Syah.g_01094	Syap.g_00308
OG0000247	Syah.g_01106	Syap.g_00288, Syap.g_00293
OG0000248	Syah.g_01109	Syap.g_00290
OG0000249	Syah.g_01111	Syap.g_01296, Syap.g_01295
OG0000251	Syah.g_01145	Syap.g_00442
OG0000252	Syah.g_01148	Syap.g_01857
OG0000253	Syah.g_01149	Syap.g_00443
OG0000254	Syah.g_01976	Syap.g_01527, Syap.g_01528
OG0000256	Syah.g_01952	Syap.g_01287
OG0000257	Syah.g_01945	Syap.g_00886
OG0000258	Syah.g_01926	Syap.g_00907
OG0000260	Syah.g_01497	Syap.g_01970
OG0000261	Syah.g_01500	Syap.g_01962, Syap.g_01961
OG0000262	Syah.g_01505	Syap.g_01954
OG0000263	Syah.g_01410	Syap.g_00432, Syap.g_00433
OG0000266	Syah.g_01714	Syap.g_00519
OG0000267	Syah.g_01574	Syap.g_02333, Syap.g_02332
OG0000268	Syah.g_01575	Syap.g_00646
OG0000269	Syah.g_01784	Syap.g_00188
OG0000270	Syah.g_01781	Syap.g_00192
OG0000271	Syah.g_01773	Syap.g_00200, Syap.g_00201
OG0000272	Syah.g_01772	Syap.g_00202
OG0000274	Syah.g_02076	Syap.g_02702
OG0000275	Syah.g_02081	Syap.g_01847
OG0000276	Syah.g_02088	Syap.g_01839, Syap.g_01838
OG0000278	Syah.g_02092	Syap.g_01834
OG0000279	Syah.g_02100	Syap.g_00829, Syap.g_00830
OG0000280	Syah.g_02112	Syap.g_00365
OG0000281	Syah.g_00722	Syap.g_01977
OG0000282	Syah.g_01531	Syap.g_01252
OG0000283	Syah.g_01585	Syap.g_01728
OG0000284	Syah.g_01591	Syap.g_01736
OG0000285	Syah.g_01603	Syap.g_01746, Syap.g_01744
OG0000286	Syah.g_01621	Syap.g_02014, Syap.g_02013
OG0000288	Syah.g_01681	Syap.g_02764, Syap.g_02763
OG0000289	Syah.g_01695	Syap.g_02784
OG0000290	Syah.g_02033	Syap.g_01552
OG0000291	Syah.g_02031	Syap.g_01554
OG0000292	Syah.g_00380	Syap.g_02314
OG0000293	Syah.g_02173	Syap.g_00240
OG0000295	Syah.g_02131	Syap.g_00206
OG0000296	Syah.g_02129	Syap.g_00204
OG0000299	Syah.g_01404	Syap.g_02620
OG0000302	Syah.g_01395	Syap.g_02444, Syap.g_02445
OG0000303	Syah.g_01387	Syap.g_02435
OG0000304	Syah.g_01382	Syap.g_02430
OG0000305	Syah.g_02028	Syap.g_01557
OG0000306	Syah.g_02116	Syap.g_01966
OG0000307	Syah.g_00978	Syap.g_02517
OG0000308	Syah.g_00976	Syap.g_02514, Syap.g_02515
OG0000309	Syah.g_00971	Syap.g_02198, Syap.g_02446
OG0000310	Syah.g_01321	Syap.g_02660, Syap.g_02661
OG0000311	Syah.g_01317	Syap.g_02657
OG0000313	Syah.g_01285	Syap.g_02473
OG0000314	Syah.g_01259	Syap.g_00007
OG0000315	Syah.g_01248	Syap.g_00017
OG0000316	Syah.g_02333	Syap.g_00030
OG0000317	Syah.g_02380	Syap.g_00618
OG0000318	Syah.g_02385	Syap.g_00622, Syap.g_02786
OG0000319	Syah.g_02405	Syap.g_01764, Syap.g_01771
OG0000320	Syah.g_02407	Syap.g_01761, Syap.g_01769
OG0000321	Syah.g_02408	Syap.g_01760, Syap.g_01768
OG0000322	Syah.g_02409	Syap.g_01759, Syap.g_01767
OG0000323	Syah.g_02425	Syap.g_01389
OG0000324	Syah.g_02278	Syap.g_01503
OG0000325	Syah.g_00689	Syap.g_02680
OG0000326	Syah.g_00696	Syap.g_00544
OG0000327	Syah.g_00742	Syap.g_01233, Syap.g_01913
OG0000328	Syah.g_00743	Syap.g_01234, Syap.g_01912
OG0000329	Syah.g_00760	Syap.g_00498
OG0000330	Syah.g_00761	Syap.g_00497
OG0000331	Syah.g_00762	Syap.g_00496
OG0000333	Syah.g_00779	Syap.g_00478
OG0000334	Syah.g_00789	Syap.g_00468
OG0000335	Syah.g_00794	Syap.g_00101, Syap.g_00463
OG0000336	Syah.g_00798	Syap.g_00417, Syap.g_00607
OG0000337	Syah.g_00178	Syap.g_01054
OG0000338	Syah.g_00181	Syap.g_01059
OG0000339	Syah.g_00188	Syap.g_01068
OG0000340	Syah.g_00206	Syap.g_01077
OG0000341	Syah.g_00208	Syap.g_01079
OG0000342	Syah.g_00209	Syap.g_01080, Syap.g_02477
OG0000343	Syah.g_00231	Syap.g_01086, Syap.g_02078
OG0000344	Syah.g_00235	Syap.g_01091
OG0000345	Syah.g_00246	Syap.g_01107, Syap.g_01470
OG0000346	Syah.g_00251	Syap.g_02423, Syap.g_01113
OG0000347	Syah.g_00275	Syap.g_01131, Syap.g_02459
OG0000348	Syah.g_00301	Syap.g_00632
OG0000349	Syah.g_00320	Syap.g_00110, Syap.g_01813
OG0000351	Syah.g_00399	Syap.g_02594
OG0000352	Syah.g_00398	Syap.g_02596, Syap.g_02597
OG0000353	Syah.g_00374	Syap.g_00054
OG0000354	Syah.g_00561	Syap.g_00075, Syap.g_02635
OG0000355	Syah.g_00372	Syap.g_00056
OG0000356	Syah.g_00371	Syap.g_00057
OG0000357	Syah.g_00370	Syap.g_00058
OG0000358	Syah.g_00366	Syap.g_00063
OG0000359	Syah.g_00364	Syap.g_00065
OG0000360	Syah.g_00363	Syap.g_00067
OG0000361	Syah.g_00362	Syap.g_00068
OG0000362	Syah.g_00360	Syap.g_00070
OG0000363	Syah.g_00358	Syap.g_00072
OG0000364	Syah.g_00357	Syap.g_00620
OG0000365	Syah.g_00351	Syap.g_00081
OG0000366	Syah.g_00350	Syap.g_00082
OG0000367	Syah.g_00349	Syap.g_00083
OG0000368	Syah.g_00347	Syap.g_00085
OG0000369	Syah.g_00346	Syap.g_00086
OG0000370	Syah.g_00345	Syap.g_00087
OG0000372	Syah.g_00333	Syap.g_01805
OG0000373	Syah.g_00332	Syap.g_01806
OG0000374	Syah.g_00331	Syap.g_01807
OG0000375	Syah.g_00329	Syap.g_01808
OG0000376	Syah.g_00327	Syap.g_01811
OG0000377	Syah.g_00517	Syap.g_00128
OG0000378	Syah.g_00526	Syap.g_01326
OG0000380	Syah.g_02481	Syap.g_01687
OG0000381	Syah.g_02484	Syap.g_01690
OG0000382	Syah.g_02500	Syap.g_02548
OG0000383	Syah.g_02502	Syap.g_02359
OG0000384	Syah.g_02503	Syap.g_02360
OG0000385	Syah.g_02504	Syap.g_02361
OG0000386	Syah.g_02505	Syap.g_02362
OG0000387	Syah.g_02530	Syap.g_01864
OG0000391	Syah.g_00007	Syap.g_02234
OG0000392	Syah.g_00012	Syap.g_02225
OG0000393	Syah.g_00014	Syap.g_02222
OG0000394	Syah.g_00015	Syap.g_02221
OG0000395	Syah.g_00016	Syap.g_02220
OG0000396	Syah.g_00019	Syap.g_02217
OG0000397	Syah.g_00021	Syap.g_02215
OG0000398	Syah.g_00027	Syap.g_02211
OG0000399	Syah.g_00028	Syap.g_02210
OG0000400	Syah.g_00029	Syap.g_02209
OG0000401	Syah.g_00030	Syap.g_02208
OG0000402	Syah.g_00033	Syap.g_02206
OG0000403	Syah.g_00034	Syap.g_02205
OG0000404	Syah.g_00036	Syap.g_02204, Syap.g_02618
OG0000405	Syah.g_00050	Syap.g_02191
OG0000406	Syah.g_00054	Syap.g_02186
OG0000407	Syah.g_00055	Syap.g_02185
OG0000408	Syah.g_00057	Syap.g_02181, Syap.g_02182
OG0000409	Syah.g_00059	Syap.g_02179
OG0000410	Syah.g_00060	Syap.g_02178
OG0000411	Syah.g_00061	Syap.g_02177
OG0000412	Syah.g_00062	Syap.g_02176
OG0000413	Syah.g_00064	Syap.g_02174
OG0000415	Syah.g_00066	Syap.g_02172
OG0000416	Syah.g_00067	Syap.g_02171
OG0000417	Syah.g_00068	Syap.g_02169
OG0000418	Syah.g_00073	Syap.g_01204
OG0000419	Syah.g_00075	Syap.g_01201
OG0000420	Syah.g_00077	Syap.g_01199
OG0000421	Syah.g_00082	Syap.g_01195
OG0000422	Syah.g_00083	Syap.g_01194
OG0000423	Syah.g_00084	Syap.g_01193
OG0000424	Syah.g_00085	Syap.g_01192
OG0000425	Syah.g_00086	Syap.g_01191
OG0000426	Syah.g_00087	Syap.g_01190
OG0000427	Syah.g_00088	Syap.g_01189
OG0000428	Syah.g_00620	Syap.g_01186
OG0000429	Syah.g_00618	Syap.g_01184
OG0000430	Syah.g_00617	Syap.g_01182
OG0000431	Syah.g_00613	Syap.g_01179
OG0000432	Syah.g_00607	Syap.g_02277
OG0000433	Syah.g_00605	Syap.g_02272
OG0000434	Syah.g_00604	Syap.g_02271
OG0000435	Syah.g_00602	Syap.g_02268
OG0000436	Syah.g_00597	Syap.g_01607
OG0000437	Syah.g_00596	Syap.g_01608
OG0000438	Syah.g_00595	Syap.g_01612
OG0000439	Syah.g_00593	Syap.g_01614
OG0000440	Syah.g_00592	Syap.g_01615
OG0000441	Syah.g_00585	Syap.g_01619
OG0000442	Syah.g_00580	Syap.g_01620
OG0000443	Syah.g_00579	Syap.g_01622
OG0000444	Syah.g_00573	Syap.g_01424
OG0000445	Syah.g_00572	Syap.g_01421
OG0000446	Syah.g_00570	Syap.g_01419
OG0000447	Syah.g_00567	Syap.g_01410
OG0000448	Syah.g_00566	Syap.g_01407
OG0000449	Syah.g_00565	Syap.g_01406
OG0000450	Syah.g_00547	Syap.g_01909
OG0000451	Syah.g_00546	Syap.g_01908
OG0000452	Syah.g_00542	Syap.g_01904
OG0000453	Syah.g_00541	Syap.g_01903
OG0000454	Syah.g_00540	Syap.g_01902
OG0000455	Syah.g_00539	Syap.g_01901
OG0000456	Syah.g_00538	Syap.g_01900
OG0000457	Syah.g_00536	Syap.g_01896
OG0000458	Syah.g_00535	Syap.g_01895
OG0000459	Syah.g_00534	Syap.g_01894
OG0000460	Syah.g_00906	Syap.g_01159
OG0000461	Syah.g_00678	Syap.g_01575
OG0000462	Syah.g_00675	Syap.g_01578
OG0000463	Syah.g_00674	Syap.g_01579
OG0000464	Syah.g_00673	Syap.g_01580
OG0000465	Syah.g_00672	Syap.g_01582
OG0000466	Syah.g_00668	Syap.g_01587
OG0000467	Syah.g_00666	Syap.g_01588
OG0000468	Syah.g_00661	Syap.g_01593
OG0000469	Syah.g_00647	Syap.g_02352
OG0000470	Syah.g_00645	Syap.g_02349
OG0000471	Syah.g_00644	Syap.g_02348
OG0000472	Syah.g_00642	Syap.g_02347
OG0000473	Syah.g_00640	Syap.g_02343
OG0000474	Syah.g_00639	Syap.g_02342
OG0000475	Syah.g_00638	Syap.g_02341
OG0000476	Syah.g_00636	Syap.g_02339
OG0000477	Syah.g_00630	Syap.g_01367
OG0000478	Syah.g_00629	Syap.g_01366
OG0000479	Syah.g_00628	Syap.g_01364
OG0000480	Syah.g_00089	Syap.g_01357
OG0000482	Syah.g_00092	Syap.g_01355
OG0000483	Syah.g_00096	Syap.g_01344
OG0000484	Syah.g_00097	Syap.g_01350
OG0000485	Syah.g_00098	Syap.g_01349
OG0000487	Syah.g_00106	Syap.g_01635
OG0000488	Syah.g_00110	Syap.g_01639
OG0000489	Syah.g_00121	Syap.g_02482
OG0000490	Syah.g_00129	Syap.g_01673
OG0000491	Syah.g_00130	Syap.g_01670
OG0000492	Syah.g_00132	Syap.g_01668
OG0000493	Syah.g_00133	Syap.g_01667
OG0000494	Syah.g_00134	Syap.g_01666
OG0000495	Syah.g_00135	Syap.g_01665
OG0000496	Syah.g_00136	Syap.g_01663
OG0000497	Syah.g_00137	Syap.g_01662
OG0000498	Syah.g_00138	Syap.g_01661
OG0000499	Syah.g_00139	Syap.g_01660
OG0000500	Syah.g_00140	Syap.g_01659
OG0000501	Syah.g_00143	Syap.g_01656
OG0000502	Syah.g_00155	Syap.g_02066
OG0000503	Syah.g_00858	Syap.g_00569
OG0000504	Syah.g_00860	Syap.g_00567
OG0000505	Syah.g_00861	Syap.g_00566
OG0000506	Syah.g_00863	Syap.g_00564
OG0000507	Syah.g_00869	Syap.g_00558
OG0000508	Syah.g_00873	Syap.g_00554
OG0000509	Syah.g_00875	Syap.g_00551
OG0000510	Syah.g_00876	Syap.g_00550
OG0000511	Syah.g_00877	Syap.g_00548
OG0000512	Syah.g_00879	Syap.g_02145
OG0000513	Syah.g_00892	Syap.g_02048
OG0000514	Syah.g_00899	Syap.g_02051
OG0000515	Syah.g_00900	Syap.g_02052
OG0000516	Syah.g_02231	Syap.g_02054
OG0000517	Syah.g_02237	Syap.g_02057
OG0000519	Syah.g_02220	Syap.g_00457
OG0000520	Syah.g_02219	Syap.g_00456
OG0000521	Syah.g_01202	Syap.g_01997
OG0000522	Syah.g_01204	Syap.g_01995
OG0000523	Syah.g_01205	Syap.g_02507
OG0000524	Syah.g_01207	Syap.g_02135
OG0000525	Syah.g_01212	Syap.g_02159
OG0000526	Syah.g_01215	Syap.g_02157
OG0000527	Syah.g_01219	Syap.g_02758
OG0000528	Syah.g_00991	Syap.g_02261
OG0000529	Syah.g_00998	Syap.g_02254
OG0000530	Syah.g_01001	Syap.g_02252
OG0000531	Syah.g_01002	Syap.g_02251
OG0000532	Syah.g_01005	Syap.g_02247
OG0000533	Syah.g_01006	Syap.g_02244
OG0000534	Syah.g_01007	Syap.g_02243
OG0000535	Syah.g_01008	Syap.g_02242
OG0000536	Syah.g_01009	Syap.g_02241
OG0000537	Syah.g_01010	Syap.g_02240
OG0000538	Syah.g_01021	Syap.g_00271
OG0000539	Syah.g_01022	Syap.g_00270
OG0000540	Syah.g_01023	Syap.g_00269
OG0000541	Syah.g_01024	Syap.g_00268
OG0000542	Syah.g_01027	Syap.g_00264
OG0000543	Syah.g_01029	Syap.g_00261
OG0000545	Syah.g_01031	Syap.g_00259
OG0000546	Syah.g_01033	Syap.g_00256
OG0000547	Syah.g_01035	Syap.g_00254
OG0000548	Syah.g_01036	Syap.g_00253
OG0000549	Syah.g_01042	Syap.g_00758
OG0000550	Syah.g_01046	Syap.g_02747
OG0000551	Syah.g_01051	Syap.g_02739
OG0000552	Syah.g_01052	Syap.g_02738
OG0000553	Syah.g_01054	Syap.g_02735
OG0000554	Syah.g_01065	Syap.g_01450
OG0000555	Syah.g_01078	Syap.g_01941
OG0000556	Syah.g_01084	Syap.g_01933
OG0000557	Syah.g_01086	Syap.g_01931
OG0000558	Syah.g_01088	Syap.g_01147
OG0000560	Syah.g_01096	Syap.g_00305
OG0000561	Syah.g_01097	Syap.g_00304
OG0000562	Syah.g_01098	Syap.g_00302
OG0000563	Syah.g_01099	Syap.g_00301
OG0000564	Syah.g_01100	Syap.g_00300
OG0000565	Syah.g_01104	Syap.g_00296
OG0000566	Syah.g_01108	Syap.g_00291
OG0000567	Syah.g_01112	Syap.g_01297
OG0000568	Syah.g_01116	Syap.g_01302
OG0000569	Syah.g_01117	Syap.g_01303
OG0000570	Syah.g_01118	Syap.g_01304
OG0000571	Syah.g_01122	Syap.g_01307
OG0000573	Syah.g_01146	Syap.g_00765
OG0000574	Syah.g_01147	Syap.g_00759
OG0000575	Syah.g_01151	Syap.g_00445
OG0000576	Syah.g_01153	Syap.g_00450
OG0000577	Syah.g_01154	Syap.g_00451
OG0000578	Syah.g_01155	Syap.g_00452
OG0000579	Syah.g_01156	Syap.g_00453
OG0000580	Syah.g_01157	Syap.g_00454
OG0000581	Syah.g_01163	Syap.g_01521
OG0000582	Syah.g_01979	Syap.g_01533
OG0000583	Syah.g_01978	Syap.g_01532
OG0000584	Syah.g_01977	Syap.g_01530
OG0000585	Syah.g_01975	Syap.g_01526
OG0000586	Syah.g_01974	Syap.g_01525
OG0000587	Syah.g_01972	Syap.g_01523
OG0000588	Syah.g_01966	Syap.g_00776
OG0000589	Syah.g_01962	Syap.g_00941
OG0000590	Syah.g_01961	Syap.g_00940
OG0000591	Syah.g_01954	Syap.g_01289
OG0000592	Syah.g_01953	Syap.g_01288
OG0000593	Syah.g_01939	Syap.g_00890
OG0000594	Syah.g_01938	Syap.g_00891
OG0000595	Syah.g_01937	Syap.g_00892
OG0000596	Syah.g_01932	Syap.g_00898
OG0000597	Syah.g_01929	Syap.g_00903
OG0000598	Syah.g_01928	Syap.g_00904
OG0000599	Syah.g_01925	Syap.g_00908
OG0000600	Syah.g_01924	Syap.g_00909
OG0000601	Syah.g_01923	Syap.g_00910
OG0000602	Syah.g_01917	Syap.g_00640
OG0000603	Syah.g_01916	Syap.g_00641
OG0000604	Syah.g_01913	Syap.g_02769
OG0000605	Syah.g_01825	Syap.g_02501, Syap.g_02771
OG0000606	Syah.g_01485	Syap.g_02506
OG0000607	Syah.g_01489	Syap.g_00093
