Orthogroup	Syah	Syat
OG0000151	Syah.g_01820	Syat.g_00801, Syat.g_00440
OG0000152	Syah.g_01622	Syat.g_00578
OG0000153	Syah.g_01656	Syat.g_00542
OG0000154	Syah.g_01682	Syat.g_00708
OG0000155	Syah.g_02123	Syat.g_00287
OG0000156	Syah.g_02185	Syat.g_03228
OG0000157	Syah.g_02186	Syat.g_02012, Syat.g_03227
OG0000158	Syah.g_00204	Syat.g_02163
OG0000160	Syah.g_01289	Syat.g_01224
OG0000161	Syah.g_01282	Syat.g_01180
OG0000162	Syah.g_01276	Syat.g_01281
OG0000163	Syah.g_02315	Syat.g_02979
OG0000165	Syah.g_02251	Syat.g_03033
OG0000166	Syah.g_00747	Syat.g_01822
OG0000167	Syah.g_00183	Syat.g_02148
OG0000168	Syah.g_00205	Syat.g_02164
OG0000169	Syah.g_00237	Syat.g_02192
OG0000170	Syah.g_00245	Syat.g_02201
OG0000171	Syah.g_00271	Syat.g_02230
OG0000172	Syah.g_00293	Syat.g_02260
OG0000173	Syah.g_00313	Syat.g_02284
OG0000174	Syah.g_00461	Syat.g_02504
OG0000175	Syah.g_00402	Syat.g_02416
OG0000176	Syah.g_00369	Syat.g_02372
OG0000177	Syah.g_00368	Syat.g_02338
OG0000178	Syah.g_00367	Syat.g_02337
OG0000179	Syah.g_00355	Syat.g_02322
OG0000180	Syah.g_00354	Syat.g_02321
OG0000181	Syah.g_00353	Syat.g_02320
OG0000182	Syah.g_00352	Syat.g_02319
OG0000183	Syah.g_00348	Syat.g_02315
OG0000184	Syah.g_00525	Syat.g_02704
OG0000185	Syah.g_00528	Syat.g_02719
OG0000186	Syah.g_02479	Syat.g_01463
OG0000187	Syah.g_02480	Syat.g_01467
OG0000188	Syah.g_02501	Syat.g_01489
OG0000189	Syah.g_02526	Syat.g_00386, Syat.g_01557
OG0000190	Syah.g_02528	Syat.g_00330
OG0000191	Syah.g_00008	Syat.g_03344, Syat.g_02939
OG0000192	Syah.g_00013	Syat.g_02933
OG0000193	Syah.g_00053	Syat.g_02897
OG0000194	Syah.g_00056	Syat.g_02894
OG0000196	Syah.g_00069	Syat.g_02867
OG0000197	Syah.g_00070	Syat.g_02866
OG0000198	Syah.g_00071	Syat.g_02865
OG0000199	Syah.g_00079	Syat.g_02857
OG0000200	Syah.g_00616	Syat.g_02840
OG0000201	Syah.g_00601	Syat.g_02821
OG0000202	Syah.g_00600	Syat.g_02820
OG0000203	Syah.g_00599	Syat.g_02819
OG0000204	Syah.g_00598	Syat.g_02818
OG0000205	Syah.g_00591	Syat.g_02809
OG0000206	Syah.g_00578	Syat.g_02785
OG0000207	Syah.g_00575	Syat.g_02778
OG0000208	Syah.g_00574	Syat.g_02777
OG0000209	Syah.g_00544	Syat.g_02735
OG0000210	Syah.g_00543	Syat.g_02734
OG0000211	Syah.g_00904	Syat.g_01452
OG0000212	Syah.g_00913	Syat.g_01442
OG0000213	Syah.g_00657	Syat.g_01889
OG0000214	Syah.g_00641	Syat.g_02042
OG0000215	Syah.g_00101	Syat.g_02075
OG0000216	Syah.g_00105	Syat.g_02079
OG0000217	Syah.g_00109	Syat.g_02085
OG0000218	Syah.g_00111	Syat.g_02087
OG0000219	Syah.g_00112	Syat.g_02088
OG0000220	Syah.g_00113	Syat.g_02089
OG0000221	Syah.g_00120	Syat.g_02095
OG0000222	Syah.g_00131	Syat.g_02109
OG0000223	Syah.g_00153	Syat.g_02570
OG0000224	Syah.g_00162	Syat.g_02139
OG0000225	Syah.g_00874	Syat.g_01595
OG0000226	Syah.g_00878	Syat.g_01588
OG0000228	Syah.g_00887	Syat.g_02952
OG0000229	Syah.g_02236	Syat.g_02970
OG0000230	Syah.g_02234	Syat.g_02972
OG0000231	Syah.g_02218	Syat.g_01283
OG0000232	Syah.g_01206	Syat.g_01313
OG0000233	Syah.g_01210	Syat.g_01407
OG0000234	Syah.g_01222	Syat.g_01369
OG0000235	Syah.g_00996	Syat.g_03169
OG0000236	Syah.g_01011	Syat.g_03186
OG0000237	Syah.g_01028	Syat.g_03214
OG0000238	Syah.g_01032	Syat.g_03219
OG0000239	Syah.g_01048	Syat.g_01105
OG0000240	Syah.g_01049	Syat.g_01104
OG0000241	Syah.g_01944	Syat.g_00111
OG0000242	Syah.g_01062	Syat.g_01077
OG0000243	Syah.g_01079	Syat.g_00092
OG0000244	Syah.g_01087	Syat.g_00082
OG0000246	Syah.g_01094	Syat.g_00076
OG0000247	Syah.g_01106	Syat.g_00065
OG0000248	Syah.g_01109	Syat.g_00062
OG0000249	Syah.g_01111	Syat.g_00060
OG0000251	Syah.g_01145	Syat.g_00027
OG0000252	Syah.g_01148	Syat.g_00022
OG0000253	Syah.g_01149	Syat.g_00021
OG0000254	Syah.g_01976	Syat.g_03407
OG0000255	Syah.g_01968	Syat.g_02405
OG0000256	Syah.g_01952	Syat.g_03306
OG0000257	Syah.g_01945	Syat.g_00109
OG0000258	Syah.g_01926	Syat.g_00382
OG0000259	Syah.g_01494	Syat.g_00342
OG0000260	Syah.g_01497	Syat.g_00392
OG0000261	Syah.g_01500	Syat.g_00400
OG0000262	Syah.g_01505	Syat.g_00407
OG0000263	Syah.g_01410	Syat.g_00200
OG0000266	Syah.g_01714	Syat.g_00671
OG0000267	Syah.g_01574	Syat.g_00636
OG0000268	Syah.g_01575	Syat.g_00634
OG0000269	Syah.g_01784	Syat.g_00474, Syat.g_00126
OG0000270	Syah.g_01781	Syat.g_00477
OG0000271	Syah.g_01773	Syat.g_00485
OG0000272	Syah.g_01772	Syat.g_00486
OG0000274	Syah.g_02076	Syat.g_00521
OG0000275	Syah.g_02081	Syat.g_00718
OG0000276	Syah.g_02088	Syat.g_00725
OG0000278	Syah.g_02092	Syat.g_00741
OG0000279	Syah.g_02100	Syat.g_00755
OG0000280	Syah.g_02112	Syat.g_01669
OG0000281	Syah.g_00722	Syat.g_00960
OG0000282	Syah.g_01531	Syat.g_00431
OG0000283	Syah.g_01585	Syat.g_00620
OG0000284	Syah.g_01591	Syat.g_00614
OG0000285	Syah.g_01603	Syat.g_00607
OG0000286	Syah.g_01621	Syat.g_00579
OG0000287	Syah.g_01649	Syat.g_00550
OG0000288	Syah.g_01681	Syat.g_00709
OG0000289	Syah.g_01695	Syat.g_00695
OG0000290	Syah.g_02033	Syat.g_00805
OG0000291	Syah.g_02031	Syat.g_00807
OG0000292	Syah.g_00380	Syat.g_02388
OG0000293	Syah.g_02173	Syat.g_03241
OG0000294	Syah.g_02172	Syat.g_03248
OG0000295	Syah.g_02131	Syat.g_00297
OG0000296	Syah.g_02129	Syat.g_00295
OG0000299	Syah.g_01404	Syat.g_00910
OG0000300	Syah.g_01397	Syat.g_00904
OG0000301	Syah.g_01396	Syat.g_00903
OG0000302	Syah.g_01395	Syat.g_00901
OG0000303	Syah.g_01387	Syat.g_00892
OG0000304	Syah.g_01382	Syat.g_00885
OG0000305	Syah.g_02028	Syat.g_00809
OG0000306	Syah.g_02116	Syat.g_01704
OG0000307	Syah.g_00978	Syat.g_01304
OG0000308	Syah.g_00976	Syat.g_01306
OG0000309	Syah.g_00971	Syat.g_01417
OG0000310	Syah.g_01321	Syat.g_01246
OG0000311	Syah.g_01317	Syat.g_01242
OG0000313	Syah.g_01285	Syat.g_01183
OG0000314	Syah.g_01259	Syat.g_01341
OG0000315	Syah.g_01248	Syat.g_01351
OG0000316	Syah.g_02333	Syat.g_03082
OG0000317	Syah.g_02380	Syat.g_03120
OG0000318	Syah.g_02385	Syat.g_03125
OG0000319	Syah.g_02405	Syat.g_03055
OG0000320	Syah.g_02407	Syat.g_03053
OG0000321	Syah.g_02408	Syat.g_03052
OG0000322	Syah.g_02409	Syat.g_03051
OG0000323	Syah.g_02425	Syat.g_03038
OG0000324	Syah.g_02278	Syat.g_02998
OG0000325	Syah.g_00689	Syat.g_01861
OG0000326	Syah.g_00696	Syat.g_01854
OG0000327	Syah.g_00742	Syat.g_01827
OG0000328	Syah.g_00743	Syat.g_01826
OG0000329	Syah.g_00760	Syat.g_01808
OG0000330	Syah.g_00761	Syat.g_01807
OG0000331	Syah.g_00762	Syat.g_01806
OG0000333	Syah.g_00779	Syat.g_01787
OG0000334	Syah.g_00789	Syat.g_01657
OG0000335	Syah.g_00794	Syat.g_01652
OG0000336	Syah.g_00798	Syat.g_01648
OG0000337	Syah.g_00178	Syat.g_02144
OG0000338	Syah.g_00181	Syat.g_02146
OG0000339	Syah.g_00188	Syat.g_02155, Syat.g_01055
OG0000340	Syah.g_00206	Syat.g_02165
OG0000341	Syah.g_00208	Syat.g_02167
OG0000342	Syah.g_00209	Syat.g_02168
OG0000343	Syah.g_00231	Syat.g_02185
OG0000344	Syah.g_00235	Syat.g_02189
OG0000345	Syah.g_00246	Syat.g_02202
OG0000346	Syah.g_00251	Syat.g_02207
OG0000347	Syah.g_00275	Syat.g_02234
OG0000348	Syah.g_00301	Syat.g_02264
OG0000349	Syah.g_00320	Syat.g_02291
OG0000350	Syah.g_00703	Syat.g_01847
OG0000351	Syah.g_00399	Syat.g_02411
OG0000352	Syah.g_00398	Syat.g_02410
OG0000353	Syah.g_00374	Syat.g_00955, Syat.g_02377
OG0000354	Syah.g_01038	Syat.g_03225
OG0000354	Syah.g_00561	Syat.g_02325
OG0000355	Syah.g_00372	Syat.g_02375
OG0000356	Syah.g_00371	Syat.g_02374
OG0000357	Syah.g_00370	Syat.g_02373
OG0000358	Syah.g_00366	Syat.g_02336
OG0000359	Syah.g_00364	Syat.g_02334
OG0000360	Syah.g_00363	Syat.g_02333
OG0000361	Syah.g_00362	Syat.g_02332
OG0000362	Syah.g_00360	Syat.g_02330
OG0000363	Syah.g_00358	Syat.g_02328
OG0000364	Syah.g_00357	Syat.g_03122
OG0000365	Syah.g_00351	Syat.g_02318
OG0000366	Syah.g_00350	Syat.g_02317
OG0000367	Syah.g_00349	Syat.g_02316
OG0000368	Syah.g_00347	Syat.g_02314
OG0000369	Syah.g_00346	Syat.g_02313
OG0000370	Syah.g_00345	Syat.g_02312
OG0000371	Syah.g_00338	Syat.g_02304
OG0000372	Syah.g_00333	Syat.g_02298
OG0000373	Syah.g_00332	Syat.g_02297
OG0000374	Syah.g_00331	Syat.g_02296
OG0000375	Syah.g_00329	Syat.g_02295
OG0000376	Syah.g_00327	Syat.g_02293
OG0000377	Syah.g_00517	Syat.g_02695
OG0000378	Syah.g_00526	Syat.g_02715
OG0000379	Syah.g_00529	Syat.g_02720
OG0000380	Syah.g_02481	Syat.g_01468
OG0000381	Syah.g_02484	Syat.g_01470
OG0000382	Syah.g_02500	Syat.g_01488
OG0000383	Syah.g_02502	Syat.g_01521
OG0000384	Syah.g_02503	Syat.g_01522
OG0000385	Syah.g_02504	Syat.g_01523
OG0000386	Syah.g_02505	Syat.g_01524
OG0000387	Syah.g_02530	Syat.g_01561
OG0000388	Syah.g_02533	Syat.g_01565
OG0000389	Syah.g_02536	Syat.g_01569
OG0000390	Syah.g_00002	Syat.g_02945
OG0000391	Syah.g_00007	Syat.g_02940
OG0000392	Syah.g_00012	Syat.g_02934
OG0000393	Syah.g_00014	Syat.g_02931
OG0000394	Syah.g_00015	Syat.g_02930
OG0000395	Syah.g_00016	Syat.g_02929
OG0000396	Syah.g_00019	Syat.g_02927
OG0000397	Syah.g_00021	Syat.g_02925
OG0000398	Syah.g_00027	Syat.g_02920
OG0000399	Syah.g_00028	Syat.g_02919
OG0000400	Syah.g_00029	Syat.g_02918
OG0000401	Syah.g_00030	Syat.g_02917
OG0000402	Syah.g_00033	Syat.g_02915
OG0000403	Syah.g_00034	Syat.g_02914
OG0000404	Syah.g_00036	Syat.g_02913
OG0000405	Syah.g_00050	Syat.g_02900
OG0000406	Syah.g_00054	Syat.g_02896
OG0000407	Syah.g_00055	Syat.g_02895
OG0000408	Syah.g_00057	Syat.g_02893
OG0000409	Syah.g_00059	Syat.g_02891
OG0000410	Syah.g_00060	Syat.g_02890
OG0000411	Syah.g_00061	Syat.g_02889
OG0000412	Syah.g_00062	Syat.g_02888
OG0000413	Syah.g_00064	Syat.g_02886
OG0000415	Syah.g_00066	Syat.g_02884
OG0000416	Syah.g_00067	Syat.g_02883
OG0000417	Syah.g_00068	Syat.g_02868
OG0000418	Syah.g_00073	Syat.g_02863
OG0000419	Syah.g_00075	Syat.g_02861
OG0000420	Syah.g_00077	Syat.g_02859
OG0000421	Syah.g_00082	Syat.g_02855
OG0000422	Syah.g_00083	Syat.g_02854
OG0000423	Syah.g_00084	Syat.g_02853
OG0000424	Syah.g_00085	Syat.g_02852
OG0000425	Syah.g_00086	Syat.g_02851
OG0000426	Syah.g_00087	Syat.g_02850
OG0000427	Syah.g_00088	Syat.g_02849
OG0000428	Syah.g_00620	Syat.g_02846
OG0000429	Syah.g_00618	Syat.g_02843
OG0000430	Syah.g_00617	Syat.g_02841
OG0000431	Syah.g_00613	Syat.g_02838
OG0000432	Syah.g_00607	Syat.g_02832
OG0000433	Syah.g_00605	Syat.g_02829
OG0000434	Syah.g_00604	Syat.g_02828
OG0000435	Syah.g_00602	Syat.g_02824
OG0000436	Syah.g_00597	Syat.g_02817
OG0000437	Syah.g_00596	Syat.g_02558
OG0000438	Syah.g_00595	Syat.g_02813
OG0000439	Syah.g_00593	Syat.g_02811
OG0000440	Syah.g_00592	Syat.g_02810
OG0000441	Syah.g_00585	Syat.g_02807
OG0000442	Syah.g_00580	Syat.g_02797
OG0000443	Syah.g_00579	Syat.g_02787
OG0000444	Syah.g_00573	Syat.g_02756
OG0000445	Syah.g_00572	Syat.g_02755
OG0000446	Syah.g_00570	Syat.g_02753
OG0000447	Syah.g_00567	Syat.g_02749
OG0000448	Syah.g_00566	Syat.g_02748
OG0000449	Syah.g_00565	Syat.g_02747
OG0000450	Syah.g_00547	Syat.g_02738
OG0000451	Syah.g_00546	Syat.g_02737
OG0000452	Syah.g_00542	Syat.g_02732
OG0000453	Syah.g_00541	Syat.g_02731
OG0000454	Syah.g_00540	Syat.g_02730
OG0000455	Syah.g_00539	Syat.g_02729
OG0000456	Syah.g_00538	Syat.g_02728
OG0000457	Syah.g_00536	Syat.g_02726
OG0000458	Syah.g_00535	Syat.g_02725
OG0000459	Syah.g_00534	Syat.g_02724
OG0000460	Syah.g_00906	Syat.g_01450
OG0000461	Syah.g_00678	Syat.g_01866
OG0000462	Syah.g_00675	Syat.g_01868
OG0000463	Syah.g_00674	Syat.g_01869
OG0000464	Syah.g_00673	Syat.g_01870
OG0000465	Syah.g_00672	Syat.g_01872
OG0000466	Syah.g_00668	Syat.g_01877
OG0000467	Syah.g_00666	Syat.g_01878
OG0000468	Syah.g_00661	Syat.g_01884
OG0000469	Syah.g_00647	Syat.g_02000
OG0000470	Syah.g_00645	Syat.g_02038
OG0000471	Syah.g_00644	Syat.g_02039
OG0000472	Syah.g_00642	Syat.g_02041
OG0000473	Syah.g_00640	Syat.g_02043
OG0000474	Syah.g_00639	Syat.g_02044
OG0000475	Syah.g_00638	Syat.g_02045
OG0000476	Syah.g_00636	Syat.g_02047
OG0000477	Syah.g_00630	Syat.g_02053
OG0000478	Syah.g_00629	Syat.g_02054
OG0000479	Syah.g_00628	Syat.g_02056
OG0000480	Syah.g_00089	Syat.g_02063
OG0000481	Syah.g_00091	Syat.g_02066
OG0000482	Syah.g_00092	Syat.g_02067
OG0000483	Syah.g_00096	Syat.g_02071
OG0000484	Syah.g_00097	Syat.g_02072
OG0000485	Syah.g_00098	Syat.g_02073
OG0000486	Syah.g_00099	Syat.g_02074
OG0000487	Syah.g_00106	Syat.g_02080
OG0000488	Syah.g_00110	Syat.g_02086
OG0000489	Syah.g_00121	Syat.g_02097
OG0000490	Syah.g_00129	Syat.g_02106
OG0000491	Syah.g_00130	Syat.g_02107
OG0000492	Syah.g_00132	Syat.g_02110
OG0000493	Syah.g_00133	Syat.g_02111
OG0000494	Syah.g_00134	Syat.g_02112
OG0000495	Syah.g_00135	Syat.g_02120
OG0000496	Syah.g_00136	Syat.g_02121
OG0000497	Syah.g_00137	Syat.g_02122
OG0000498	Syah.g_00138	Syat.g_02123
OG0000499	Syah.g_00139	Syat.g_02124
OG0000500	Syah.g_00140	Syat.g_02125
OG0000501	Syah.g_00143	Syat.g_02128
OG0000502	Syah.g_00155	Syat.g_02135
OG0000503	Syah.g_00858	Syat.g_01614
OG0000504	Syah.g_00860	Syat.g_01612
OG0000505	Syah.g_00861	Syat.g_01611
OG0000506	Syah.g_00863	Syat.g_01609
OG0000507	Syah.g_00869	Syat.g_01603
OG0000508	Syah.g_00873	Syat.g_01596
OG0000509	Syah.g_00875	Syat.g_01591
OG0000510	Syah.g_00876	Syat.g_01590
OG0000511	Syah.g_00877	Syat.g_01589
OG0000512	Syah.g_00879	Syat.g_01587
OG0000513	Syah.g_00892	Syat.g_02957
OG0000514	Syah.g_00899	Syat.g_02962
OG0000515	Syah.g_00900	Syat.g_02963
OG0000516	Syah.g_02231	Syat.g_02965
OG0000517	Syah.g_02237	Syat.g_02969
OG0000518	Syah.g_02221	Syat.g_01286
OG0000519	Syah.g_02220	Syat.g_01285
OG0000520	Syah.g_02219	Syat.g_01284
OG0000521	Syah.g_01202	Syat.g_01319
OG0000522	Syah.g_01204	Syat.g_01317
OG0000523	Syah.g_01205	Syat.g_01316
OG0000524	Syah.g_01207	Syat.g_01409
OG0000525	Syah.g_01212	Syat.g_01382
OG0000526	Syah.g_01215	Syat.g_01380
OG0000527	Syah.g_01219	Syat.g_01373
OG0000528	Syah.g_00991	Syat.g_03167
OG0000529	Syah.g_00998	Syat.g_03171
OG0000530	Syah.g_01001	Syat.g_03174
OG0000531	Syah.g_01002	Syat.g_03175
OG0000532	Syah.g_01005	Syat.g_03178
OG0000533	Syah.g_01006	Syat.g_03180
OG0000534	Syah.g_01007	Syat.g_03181
OG0000535	Syah.g_01008	Syat.g_03182
OG0000536	Syah.g_01009	Syat.g_03183
OG0000537	Syah.g_01010	Syat.g_03185
OG0000538	Syah.g_01021	Syat.g_03204
OG0000539	Syah.g_01022	Syat.g_03206
OG0000540	Syah.g_01023	Syat.g_03207
OG0000541	Syah.g_01024	Syat.g_03208
OG0000542	Syah.g_01027	Syat.g_03213
OG0000543	Syah.g_01029	Syat.g_03215
OG0000545	Syah.g_01031	Syat.g_03218
OG0000546	Syah.g_01033	Syat.g_03220
OG0000547	Syah.g_01035	Syat.g_03222
OG0000548	Syah.g_01036	Syat.g_03223
OG0000549	Syah.g_01042	Syat.g_01795
OG0000550	Syah.g_01046	Syat.g_01107
OG0000551	Syah.g_01051	Syat.g_01103
OG0000552	Syah.g_01052	Syat.g_01102
OG0000553	Syah.g_01054	Syat.g_01098
OG0000554	Syah.g_01065	Syat.g_03271
OG0000555	Syah.g_01078	Syat.g_00093
OG0000556	Syah.g_01084	Syat.g_00088
OG0000557	Syah.g_01086	Syat.g_00083
OG0000558	Syah.g_01088	Syat.g_00081
OG0000559	Syah.g_01093	Syat.g_00077
OG0000560	Syah.g_01096	Syat.g_00074
OG0000561	Syah.g_01097	Syat.g_00073
OG0000562	Syah.g_01098	Syat.g_00072
OG0000563	Syah.g_01099	Syat.g_00071
OG0000564	Syah.g_01100	Syat.g_00070
OG0000565	Syah.g_01104	Syat.g_00067
OG0000566	Syah.g_01108	Syat.g_00063
OG0000567	Syah.g_01112	Syat.g_00059
OG0000568	Syah.g_01116	Syat.g_00057
OG0000569	Syah.g_01117	Syat.g_00056
OG0000570	Syah.g_01118	Syat.g_00055
OG0000571	Syah.g_01122	Syat.g_00052
OG0000572	Syah.g_01137	Syat.g_00033
OG0000573	Syah.g_01146	Syat.g_00024
OG0000574	Syah.g_01147	Syat.g_00023
OG0000575	Syah.g_01151	Syat.g_00018
OG0000576	Syah.g_01153	Syat.g_00014
OG0000577	Syah.g_01154	Syat.g_00013
OG0000578	Syah.g_01155	Syat.g_00012
OG0000579	Syah.g_01156	Syat.g_00011
OG0000580	Syah.g_01157	Syat.g_00010
OG0000581	Syah.g_01163	Syat.g_00003
OG0000582	Syah.g_01979	Syat.g_03403
OG0000583	Syah.g_01978	Syat.g_03404
OG0000584	Syah.g_01977	Syat.g_03405
OG0000585	Syah.g_01975	Syat.g_03408
OG0000586	Syah.g_01974	Syat.g_03409
OG0000587	Syah.g_01972	Syat.g_00001
OG0000588	Syah.g_01966	Syat.g_00338
OG0000589	Syah.g_01962	Syat.g_03318
OG0000590	Syah.g_01961	Syat.g_03317
OG0000591	Syah.g_01954	Syat.g_03308
OG0000592	Syah.g_01953	Syat.g_03307
OG0000593	Syah.g_01939	Syat.g_00113
OG0000594	Syah.g_01938	Syat.g_00114
OG0000595	Syah.g_01937	Syat.g_00115
OG0000596	Syah.g_01932	Syat.g_00129
OG0000597	Syah.g_01929	Syat.g_00132
OG0000598	Syah.g_01928	Syat.g_00133
OG0000599	Syah.g_01925	Syat.g_00381
OG0000600	Syah.g_01924	Syat.g_00380
OG0000601	Syah.g_01923	Syat.g_00379
OG0000602	Syah.g_01917	Syat.g_00375
