Orthogroup	Syah	Syac
OG0000085	Syah.g_02372	Syac.g_00560
OG0000086	Syah.g_02511	Syac.g_00423
OG0000087	Syah.g_00038	Syac.g_00343
OG0000088	Syah.g_00074	Syac.g_00308
OG0000089	Syah.g_00888	Syac.g_01988
OG0000090	Syah.g_01064	Syac.g_01836
OG0000091	Syah.g_01927	Syac.g_00987
OG0000093	Syah.g_01794	Syac.g_01357
OG0000094	Syah.g_01692	Syac.g_01251
OG0000095	Syah.g_02030	Syac.g_00884
OG0000097	Syah.g_01400	Syac.g_01507
OG0000098	Syah.g_00723	Syac.g_02157
OG0000099	Syah.g_00144	Syac.g_00234
OG0000100	Syah.g_01747	Syac.g_01309
OG0000101	Syah.g_00785	Syac.g_02094
OG0000102	Syah.g_00255	Syac.g_00151
OG0000103	Syah.g_00391	Syac.g_02476
OG0000104	Syah.g_00377	Syac.g_02490
OG0000105	Syah.g_00632	Syac.g_02245
OG0000106	Syah.g_01544	Syac.g_01098
OG0000107	Syah.g_00688	Syac.g_02191
OG0000108	Syah.g_00997	Syac.g_01904
OG0000109	Syah.g_01012	Syac.g_01889
OG0000110	Syah.g_01124	Syac.g_01778
OG0000111	Syah.g_02021	Syac.g_00893
OG0000112	Syah.g_01613	Syac.g_01173
OG0000113	Syah.g_01752	Syac.g_01314
OG0000114	Syah.g_01529	Syac.g_01394
OG0000115	Syah.g_01269	Syac.g_01655
OG0000116	Syah.g_02175	Syac.g_00753
OG0000117	Syah.g_01425	Syac.g_01477
OG0000118	Syah.g_01173	Syac.g_01728
OG0000120	Syah.g_00145	Syac.g_00233
OG0000121	Syah.g_01287	Syac.g_01635
OG0000122	Syah.g_01900	Syac.g_01013
OG0000123	Syah.g_00793	Syac.g_02086
OG0000124	Syah.g_00272	Syac.g_00135
OG0000125	Syah.g_00504	Syac.g_02360
OG0000126	Syah.g_00379	Syac.g_02488
OG0000128	Syah.g_00361	Syac.g_00012
OG0000129	Syah.g_00516	Syac.g_02349
OG0000130	Syah.g_02483	Syac.g_00450
OG0000131	Syah.g_00052	Syac.g_00330
OG0000132	Syah.g_00072	Syac.g_00310
OG0000133	Syah.g_01618	Syac.g_01178
OG0000134	Syah.g_00891	Syac.g_01985
OG0000135	Syah.g_00465	Syac.g_02398
OG0000136	Syah.g_02227	Syac.g_00701
OG0000137	Syah.g_01221	Syac.g_01700
OG0000138	Syah.g_01013	Syac.g_01888
OG0000139	Syah.g_01070	Syac.g_01830
OG0000140	Syah.g_01071	Syac.g_01829
OG0000141	Syah.g_01981	Syac.g_00934
OG0000142	Syah.g_01935	Syac.g_00979
OG0000143	Syah.g_01931	Syac.g_00983
OG0000144	Syah.g_01824	Syac.g_01090
OG0000145	Syah.g_01019	Syac.g_01882
OG0000146	Syah.g_01612	Syac.g_01172
OG0000147	Syah.g_01611	Syac.g_01171
OG0000148	Syah.g_01758	Syac.g_01320
OG0000149	Syah.g_02096	Syac.g_00832
OG0000150	Syah.g_01980	Syac.g_00935
OG0000151	Syah.g_01820	Syac.g_01383
OG0000152	Syah.g_01622	Syac.g_01182
OG0000153	Syah.g_01656	Syac.g_01217
OG0000154	Syah.g_01682	Syac.g_01241
OG0000155	Syah.g_02123	Syac.g_00804
OG0000156	Syah.g_02185	Syac.g_00743
OG0000157	Syah.g_02186	Syac.g_00742
OG0000158	Syah.g_00204	Syac.g_00182
OG0000160	Syah.g_01289	Syac.g_01633
OG0000161	Syah.g_01282	Syac.g_01641
OG0000162	Syah.g_01276	Syac.g_01648
OG0000163	Syah.g_02315	Syac.g_00619
OG0000164	Syah.g_02423	Syac.g_00508
OG0000165	Syah.g_02251	Syac.g_00674
OG0000166	Syah.g_00747	Syac.g_02132
OG0000167	Syah.g_00183	Syac.g_00194
OG0000168	Syah.g_00205	Syac.g_00179
OG0000169	Syah.g_00237	Syac.g_00168
OG0000170	Syah.g_00245	Syac.g_00161
OG0000171	Syah.g_00271	Syac.g_00136
OG0000172	Syah.g_00293	Syac.g_00084
OG0000173	Syah.g_00313	Syac.g_00057
OG0000174	Syah.g_00461	Syac.g_02401
OG0000175	Syah.g_00402	Syac.g_02465
OG0000176	Syah.g_00369	Syac.g_00004
OG0000177	Syah.g_00368	Syac.g_00005
OG0000178	Syah.g_00367	Syac.g_00006
OG0000179	Syah.g_00355	Syac.g_00019
OG0000180	Syah.g_00354	Syac.g_00020
OG0000181	Syah.g_00353	Syac.g_00021
OG0000182	Syah.g_00352	Syac.g_00022
OG0000183	Syah.g_00348	Syac.g_00026
OG0000184	Syah.g_00525	Syac.g_02339
OG0000185	Syah.g_00528	Syac.g_02336
OG0000186	Syah.g_02479	Syac.g_00454
OG0000187	Syah.g_02480	Syac.g_00453
OG0000188	Syah.g_02501	Syac.g_00433
OG0000189	Syah.g_02526	Syac.g_00408
OG0000190	Syah.g_02528	Syac.g_00406
OG0000191	Syah.g_00008	Syac.g_00373
OG0000192	Syah.g_00013	Syac.g_00368
OG0000193	Syah.g_00053	Syac.g_00329
OG0000194	Syah.g_00056	Syac.g_00326
OG0000195	Syah.g_00058	Syac.g_00324
OG0000196	Syah.g_00069	Syac.g_00313
OG0000197	Syah.g_00070	Syac.g_00312
OG0000198	Syah.g_00071	Syac.g_00311
OG0000199	Syah.g_00079	Syac.g_00303
OG0000200	Syah.g_00616	Syac.g_02261
OG0000201	Syah.g_00601	Syac.g_02278
OG0000202	Syah.g_00600	Syac.g_02279
OG0000203	Syah.g_00599	Syac.g_02280
OG0000204	Syah.g_00598	Syac.g_02281
OG0000205	Syah.g_00591	Syac.g_02288
OG0000206	Syah.g_00578	Syac.g_02297
OG0000207	Syah.g_00575	Syac.g_02300
OG0000208	Syah.g_00574	Syac.g_02301
OG0000209	Syah.g_00544	Syac.g_02316
OG0000210	Syah.g_00543	Syac.g_02317
OG0000211	Syah.g_00904	Syac.g_01972
OG0000212	Syah.g_00913	Syac.g_01963
OG0000213	Syah.g_00657	Syac.g_02219
OG0000214	Syah.g_00641	Syac.g_02236
OG0000215	Syah.g_00101	Syac.g_00281
OG0000216	Syah.g_00105	Syac.g_00277
OG0000217	Syah.g_00109	Syac.g_00273
OG0000218	Syah.g_00111	Syac.g_00271
OG0000219	Syah.g_00112	Syac.g_00270
OG0000220	Syah.g_00113	Syac.g_00269
OG0000221	Syah.g_00120	Syac.g_00261
OG0000222	Syah.g_00131	Syac.g_00247
OG0000223	Syah.g_00153	Syac.g_00225
OG0000224	Syah.g_00162	Syac.g_00217
OG0000225	Syah.g_00874	Syac.g_02004
OG0000226	Syah.g_00878	Syac.g_02000
OG0000227	Syah.g_00880	Syac.g_01998
OG0000228	Syah.g_00887	Syac.g_01989
OG0000229	Syah.g_02236	Syac.g_00692
OG0000230	Syah.g_02234	Syac.g_00694
OG0000231	Syah.g_02218	Syac.g_00710
OG0000232	Syah.g_01206	Syac.g_01717
OG0000233	Syah.g_01210	Syac.g_01713
OG0000234	Syah.g_01222	Syac.g_01699
OG0000235	Syah.g_00996	Syac.g_01905
OG0000236	Syah.g_01011	Syac.g_01890
OG0000237	Syah.g_01028	Syac.g_01873
OG0000238	Syah.g_01032	Syac.g_01868
OG0000239	Syah.g_01048	Syac.g_01852
OG0000240	Syah.g_01049	Syac.g_01851
OG0000241	Syah.g_01944	Syac.g_00970
OG0000242	Syah.g_01062	Syac.g_01839
OG0000243	Syah.g_01079	Syac.g_01821
OG0000244	Syah.g_01087	Syac.g_01814
OG0000245	Syah.g_01090	Syac.g_01811
OG0000246	Syah.g_01094	Syac.g_01807
OG0000247	Syah.g_01106	Syac.g_01795
OG0000248	Syah.g_01109	Syac.g_01792
OG0000249	Syah.g_01111	Syac.g_01790
OG0000250	Syah.g_01120	Syac.g_01782
OG0000251	Syah.g_01145	Syac.g_01757
OG0000252	Syah.g_01148	Syac.g_01753
OG0000253	Syah.g_01149	Syac.g_01752
OG0000254	Syah.g_01976	Syac.g_00939
OG0000255	Syah.g_01968	Syac.g_00947
OG0000256	Syah.g_01952	Syac.g_00963
OG0000257	Syah.g_01945	Syac.g_00969
OG0000258	Syah.g_01926	Syac.g_00988
OG0000259	Syah.g_01494	Syac.g_01425
OG0000260	Syah.g_01497	Syac.g_01422
OG0000261	Syah.g_01500	Syac.g_01418
OG0000262	Syah.g_01505	Syac.g_01413
OG0000263	Syah.g_01410	Syac.g_01497
OG0000264	Syah.g_02000	Syac.g_00915
OG0000265	Syah.g_02252	Syac.g_00673
OG0000266	Syah.g_01714	Syac.g_01271
OG0000267	Syah.g_01574	Syac.g_01131
OG0000268	Syah.g_01575	Syac.g_01132
OG0000269	Syah.g_01784	Syac.g_01346
OG0000270	Syah.g_01781	Syac.g_01343
OG0000271	Syah.g_01773	Syac.g_01335
OG0000272	Syah.g_01772	Syac.g_01334
OG0000273	Syah.g_02075	Syac.g_00854
OG0000274	Syah.g_02076	Syac.g_00853
OG0000275	Syah.g_02081	Syac.g_00848
OG0000276	Syah.g_02088	Syac.g_00840
OG0000277	Syah.g_02089	Syac.g_00839
OG0000278	Syah.g_02092	Syac.g_00836
OG0000279	Syah.g_02100	Syac.g_00828
OG0000280	Syah.g_02112	Syac.g_00814
OG0000281	Syah.g_00722	Syac.g_02158
OG0000282	Syah.g_01531	Syac.g_01392
OG0000283	Syah.g_01585	Syac.g_01142
OG0000284	Syah.g_01591	Syac.g_01148
OG0000285	Syah.g_01603	Syac.g_01160
OG0000286	Syah.g_01621	Syac.g_01181
OG0000287	Syah.g_01231	Syac.g_01692
OG0000287	Syah.g_01649	Syac.g_01209
OG0000288	Syah.g_01681	Syac.g_01240
OG0000289	Syah.g_01695	Syac.g_01254
OG0000290	Syah.g_02033	Syac.g_00881
OG0000291	Syah.g_02031	Syac.g_00883
OG0000292	Syah.g_00380	Syac.g_02487
OG0000293	Syah.g_02173	Syac.g_00754
OG0000294	Syah.g_02172	Syac.g_00755
OG0000295	Syah.g_02131	Syac.g_00796
OG0000296	Syah.g_02129	Syac.g_00798
OG0000297	Syah.g_01427	Syac.g_01475
OG0000298	Syah.g_01426	Syac.g_01476
OG0000299	Syah.g_01404	Syac.g_01503
OG0000300	Syah.g_01397	Syac.g_01510
OG0000301	Syah.g_01396	Syac.g_01511
OG0000302	Syah.g_01395	Syac.g_01512
OG0000303	Syah.g_01387	Syac.g_01520
OG0000304	Syah.g_01382	Syac.g_01526
OG0000305	Syah.g_02028	Syac.g_00886
OG0000306	Syah.g_02116	Syac.g_00810
OG0000307	Syah.g_00978	Syac.g_01924
OG0000308	Syah.g_00976	Syac.g_01926
OG0000309	Syah.g_00971	Syac.g_01931
OG0000310	Syah.g_01321	Syac.g_01607
OG0000311	Syah.g_01317	Syac.g_01611
OG0000312	Syah.g_01304	Syac.g_01619
OG0000313	Syah.g_01285	Syac.g_01638
OG0000314	Syah.g_01259	Syac.g_01665
OG0000315	Syah.g_01248	Syac.g_01675
OG0000316	Syah.g_02333	Syac.g_00601
OG0000317	Syah.g_02380	Syac.g_00552
OG0000318	Syah.g_02385	Syac.g_00543
OG0000319	Syah.g_02405	Syac.g_00525
OG0000320	Syah.g_02407	Syac.g_00523
OG0000321	Syah.g_02408	Syac.g_00522
OG0000322	Syah.g_02409	Syac.g_00521
OG0000323	Syah.g_02425	Syac.g_00506
OG0000324	Syah.g_02278	Syac.g_00648
OG0000325	Syah.g_00689	Syac.g_02190
OG0000326	Syah.g_00696	Syac.g_02183
OG0000327	Syah.g_00742	Syac.g_02137
OG0000328	Syah.g_00743	Syac.g_02136
OG0000329	Syah.g_00760	Syac.g_02119
OG0000330	Syah.g_00761	Syac.g_02118
OG0000331	Syah.g_00762	Syac.g_02117
OG0000332	Syah.g_00776	Syac.g_02103
OG0000333	Syah.g_00779	Syac.g_02100
OG0000334	Syah.g_00789	Syac.g_02090
OG0000335	Syah.g_00794	Syac.g_02085
OG0000336	Syah.g_00798	Syac.g_02081
OG0000337	Syah.g_00178	Syac.g_00199
OG0000338	Syah.g_00181	Syac.g_00196
OG0000339	Syah.g_00188	Syac.g_00190
OG0000340	Syah.g_00206	Syac.g_00178
OG0000341	Syah.g_00208	Syac.g_00176
OG0000342	Syah.g_00209	Syac.g_00175
OG0000343	Syah.g_00231	Syac.g_00174
OG0000344	Syah.g_00235	Syac.g_00170
OG0000345	Syah.g_00246	Syac.g_00160
OG0000346	Syah.g_00251	Syac.g_00155
OG0000347	Syah.g_00275	Syac.g_00129
OG0000348	Syah.g_00301	Syac.g_00070, Syac.g_00074
OG0000349	Syah.g_00320	Syac.g_00050
OG0000350	Syah.g_00703	Syac.g_02176
OG0000351	Syah.g_00399	Syac.g_02468
OG0000352	Syah.g_00398	Syac.g_02469
OG0000353	Syah.g_00374	Syac.g_02493
OG0000354	Syah.g_01038	Syac.g_01862
OG0000355	Syah.g_00372	Syac.g_00001
OG0000356	Syah.g_00371	Syac.g_00002
OG0000357	Syah.g_00370	Syac.g_00003
OG0000358	Syah.g_00366	Syac.g_00007
OG0000359	Syah.g_00364	Syac.g_00009
OG0000360	Syah.g_00363	Syac.g_00010
OG0000361	Syah.g_00362	Syac.g_00011
OG0000362	Syah.g_00360	Syac.g_00013
OG0000363	Syah.g_00358	Syac.g_00015
OG0000364	Syah.g_00357	Syac.g_00016
OG0000365	Syah.g_00351	Syac.g_00023
OG0000366	Syah.g_00350	Syac.g_00024
OG0000367	Syah.g_00349	Syac.g_00025
OG0000368	Syah.g_00347	Syac.g_00027
OG0000369	Syah.g_00346	Syac.g_00028
OG0000370	Syah.g_00345	Syac.g_00029
OG0000371	Syah.g_00338	Syac.g_00036
OG0000372	Syah.g_00333	Syac.g_00041
OG0000373	Syah.g_00332	Syac.g_00042
OG0000374	Syah.g_00331	Syac.g_00043
OG0000375	Syah.g_00329	Syac.g_00046
OG0000376	Syah.g_00327	Syac.g_00048
OG0000377	Syah.g_00517	Syac.g_02346
OG0000378	Syah.g_00526	Syac.g_02338
OG0000379	Syah.g_00529	Syac.g_02335
OG0000380	Syah.g_02481	Syac.g_00452
OG0000381	Syah.g_02484	Syac.g_00449
OG0000382	Syah.g_02500	Syac.g_00434
OG0000383	Syah.g_02502	Syac.g_00432
OG0000384	Syah.g_02503	Syac.g_00431
OG0000385	Syah.g_02504	Syac.g_00430
OG0000386	Syah.g_02505	Syac.g_00429
OG0000387	Syah.g_02530	Syac.g_00404
OG0000388	Syah.g_02533	Syac.g_00401
OG0000389	Syah.g_02536	Syac.g_00397
OG0000390	Syah.g_00002	Syac.g_00379
OG0000391	Syah.g_00007	Syac.g_00374
OG0000392	Syah.g_00012	Syac.g_00369
OG0000393	Syah.g_00014	Syac.g_00366
OG0000394	Syah.g_00015	Syac.g_00365
OG0000395	Syah.g_00016	Syac.g_00364
OG0000396	Syah.g_00019	Syac.g_00361
OG0000397	Syah.g_00021	Syac.g_00359
OG0000398	Syah.g_00027	Syac.g_00354
OG0000399	Syah.g_00028	Syac.g_00353
OG0000400	Syah.g_00029	Syac.g_00352
OG0000401	Syah.g_00030	Syac.g_00351
OG0000402	Syah.g_00033	Syac.g_00348
OG0000403	Syah.g_00034	Syac.g_00347
OG0000404	Syah.g_00036	Syac.g_00345
OG0000405	Syah.g_00050	Syac.g_00332
OG0000406	Syah.g_00054	Syac.g_00328
OG0000407	Syah.g_00055	Syac.g_00327
OG0000408	Syah.g_00057	Syac.g_00325
OG0000409	Syah.g_00059	Syac.g_00323
OG0000410	Syah.g_00060	Syac.g_00322
OG0000411	Syah.g_00061	Syac.g_00321
OG0000412	Syah.g_00062	Syac.g_00320
OG0000413	Syah.g_00064	Syac.g_00318
OG0000414	Syah.g_00065	Syac.g_00317
OG0000415	Syah.g_00066	Syac.g_00316
OG0000416	Syah.g_00067	Syac.g_00315
OG0000417	Syah.g_00068	Syac.g_00314
OG0000418	Syah.g_00073	Syac.g_00309
OG0000419	Syah.g_00075	Syac.g_00307
OG0000420	Syah.g_00077	Syac.g_00305
OG0000421	Syah.g_00082	Syac.g_00300
OG0000422	Syah.g_00083	Syac.g_00299
OG0000423	Syah.g_00084	Syac.g_00298
OG0000424	Syah.g_00085	Syac.g_00297
OG0000425	Syah.g_00086	Syac.g_00296
OG0000426	Syah.g_00087	Syac.g_00295
OG0000427	Syah.g_00088	Syac.g_00294
OG0000428	Syah.g_00620	Syac.g_02257
OG0000429	Syah.g_00618	Syac.g_02259
OG0000430	Syah.g_00617	Syac.g_02260
OG0000431	Syah.g_00613	Syac.g_02264
OG0000432	Syah.g_00607	Syac.g_02270
OG0000433	Syah.g_00605	Syac.g_02272
OG0000434	Syah.g_00604	Syac.g_02273
OG0000435	Syah.g_00602	Syac.g_02277
OG0000436	Syah.g_00597	Syac.g_02282
OG0000437	Syah.g_00596	Syac.g_02283
OG0000438	Syah.g_00595	Syac.g_02284
OG0000439	Syah.g_00593	Syac.g_02286
OG0000440	Syah.g_00592	Syac.g_02287
OG0000441	Syah.g_00585	Syac.g_02294
OG0000442	Syah.g_00580	Syac.g_02295
OG0000443	Syah.g_00579	Syac.g_02296
OG0000444	Syah.g_00573	Syac.g_02303
OG0000445	Syah.g_00572	Syac.g_02304
OG0000446	Syah.g_00570	Syac.g_02305
OG0000447	Syah.g_00567	Syac.g_02308
OG0000448	Syah.g_00566	Syac.g_02309
OG0000449	Syah.g_00565	Syac.g_02310
OG0000450	Syah.g_00547	Syac.g_02313
OG0000451	Syah.g_00546	Syac.g_02314
OG0000452	Syah.g_00542	Syac.g_02318
OG0000453	Syah.g_00541	Syac.g_02319
OG0000454	Syah.g_00540	Syac.g_02320
OG0000455	Syah.g_00539	Syac.g_02321
OG0000456	Syah.g_00538	Syac.g_02322
OG0000457	Syah.g_00536	Syac.g_02324
OG0000458	Syah.g_00535	Syac.g_02325
OG0000459	Syah.g_00534	Syac.g_02326
OG0000460	Syah.g_00906	Syac.g_01970
OG0000461	Syah.g_00678	Syac.g_02198
OG0000462	Syah.g_00675	Syac.g_02201
OG0000463	Syah.g_00674	Syac.g_02202
OG0000464	Syah.g_00673	Syac.g_02203
OG0000465	Syah.g_00672	Syac.g_02204
OG0000466	Syah.g_00668	Syac.g_02208
OG0000467	Syah.g_00666	Syac.g_02210
OG0000468	Syah.g_00661	Syac.g_02216
OG0000469	Syah.g_00647	Syac.g_02230
OG0000470	Syah.g_00645	Syac.g_02232
OG0000471	Syah.g_00644	Syac.g_02233
OG0000472	Syah.g_00642	Syac.g_02235
OG0000473	Syah.g_00640	Syac.g_02237
OG0000474	Syah.g_00639	Syac.g_02238
OG0000475	Syah.g_00638	Syac.g_02239
OG0000476	Syah.g_00636	Syac.g_02241
OG0000477	Syah.g_00630	Syac.g_02247
OG0000478	Syah.g_00629	Syac.g_02248
OG0000479	Syah.g_00628	Syac.g_02249
OG0000480	Syah.g_00089	Syac.g_00293
OG0000481	Syah.g_00091	Syac.g_00291
OG0000482	Syah.g_00092	Syac.g_00290
OG0000483	Syah.g_00096	Syac.g_00286
OG0000484	Syah.g_00097	Syac.g_00285
OG0000485	Syah.g_00098	Syac.g_00284
OG0000486	Syah.g_00099	Syac.g_00283
OG0000487	Syah.g_00106	Syac.g_00276
OG0000488	Syah.g_00110	Syac.g_00272
OG0000489	Syah.g_00121	Syac.g_00260
OG0000490	Syah.g_00129	Syac.g_00249
OG0000491	Syah.g_00130	Syac.g_00248
OG0000492	Syah.g_00132	Syac.g_00246
OG0000493	Syah.g_00133	Syac.g_00245
OG0000494	Syah.g_00134	Syac.g_00244
OG0000495	Syah.g_00135	Syac.g_00243
OG0000496	Syah.g_00136	Syac.g_00242
OG0000497	Syah.g_00137	Syac.g_00241
OG0000498	Syah.g_00138	Syac.g_00240
OG0000499	Syah.g_00139	Syac.g_00239
OG0000500	Syah.g_00140	Syac.g_00238
OG0000501	Syah.g_00143	Syac.g_00235
OG0000502	Syah.g_00155	Syac.g_00223
OG0000503	Syah.g_00858	Syac.g_02020
OG0000504	Syah.g_00860	Syac.g_02018
OG0000505	Syah.g_00861	Syac.g_02017
OG0000506	Syah.g_00863	Syac.g_02015
OG0000507	Syah.g_00869	Syac.g_02009
OG0000508	Syah.g_00873	Syac.g_02005
OG0000509	Syah.g_00875	Syac.g_02003
OG0000510	Syah.g_00876	Syac.g_02002
OG0000511	Syah.g_00877	Syac.g_02001
OG0000512	Syah.g_00879	Syac.g_01999
OG0000513	Syah.g_00892	Syac.g_01984
OG0000514	Syah.g_00899	Syac.g_01977
OG0000515	Syah.g_00900	Syac.g_01976
OG0000516	Syah.g_02231	Syac.g_00697
OG0000517	Syah.g_02237	Syac.g_00691
OG0000518	Syah.g_02221	Syac.g_00707
OG0000519	Syah.g_02220	Syac.g_00708
OG0000520	Syah.g_02219	Syac.g_00709
OG0000521	Syah.g_01202	Syac.g_01721
OG0000522	Syah.g_01204	Syac.g_01719
OG0000523	Syah.g_01205	Syac.g_01718
OG0000524	Syah.g_01207	Syac.g_01716
OG0000525	Syah.g_01212	Syac.g_01709
OG0000526	Syah.g_01215	Syac.g_01706
OG0000527	Syah.g_01219	Syac.g_01702
OG0000528	Syah.g_00991	Syac.g_01911
OG0000529	Syah.g_00998	Syac.g_01903
OG0000530	Syah.g_01001	Syac.g_01900
OG0000531	Syah.g_01002	Syac.g_01899
OG0000532	Syah.g_01005	Syac.g_01896
OG0000533	Syah.g_01006	Syac.g_01895
OG0000534	Syah.g_01007	Syac.g_01894
OG0000535	Syah.g_01008	Syac.g_01893
OG0000536	Syah.g_01009	Syac.g_01892
OG0000537	Syah.g_01010	Syac.g_01891
OG0000538	Syah.g_01021	Syac.g_01880
OG0000539	Syah.g_01022	Syac.g_01879
OG0000540	Syah.g_01023	Syac.g_01878
OG0000541	Syah.g_01024	Syac.g_01877
OG0000542	Syah.g_01027	Syac.g_01874
OG0000543	Syah.g_01029	Syac.g_01872
OG0000545	Syah.g_01031	Syac.g_01869
OG0000546	Syah.g_01033	Syac.g_01867
OG0000547	Syah.g_01035	Syac.g_01865
OG0000548	Syah.g_01036	Syac.g_01864
OG0000549	Syah.g_01042	Syac.g_01858
OG0000550	Syah.g_01046	Syac.g_01854
OG0000551	Syah.g_01051	Syac.g_01849
OG0000552	Syah.g_01052	Syac.g_01848
OG0000553	Syah.g_01054	Syac.g_01846
OG0000554	Syah.g_01065	Syac.g_01835
