Orthogroup	Prab	Syai
OG0000118	Prab.g_01338	Syai.g_00818
OG0000119	Prab.g_01356	Syai.g_02127
OG0000120	Prab.g_01447	Syai.g_00198
OG0000121	Prab.g_01468	Syai.g_00951
OG0000122	Prab.g_01506	Syai.g_01143
OG0000123	Prab.g_01809	Syai.g_00411
OG0000124	Prab.g_01873	Syai.g_00089
OG0000125	Prab.g_01910	Syai.g_02782
OG0000126	Prab.g_01950	Syai.g_02927
OG0000128	Prab.g_00011	Syai.g_00012
OG0000129	Prab.g_00043	Syai.g_02771
OG0000130	Prab.g_00061	Syai.g_02474
OG0000131	Prab.g_00136	Syai.g_02608
OG0000132	Prab.g_00155	Syai.g_02628
OG0000133	Prab.g_00310	Syai.g_01507
OG0000134	Prab.g_00344	Syai.g_00520
OG0000135	Prab.g_00371	Syai.g_02826
OG0000136	Prab.g_00444	Syai.g_02217
OG0000137	Prab.g_00479	Syai.g_00865
OG0000138	Prab.g_00499	Syai.g_00654
OG0000139	Prab.g_00541	Syai.g_00714
OG0000140	Prab.g_00542	Syai.g_00716
OG0000141	Prab.g_00611	Syai.g_01041
OG0000142	Prab.g_00640	Syai.g_01104
OG0000143	Prab.g_00644	Syai.g_01108
OG0000144	Prab.g_00657	Syai.g_01608
OG0000145	Prab.g_00783	Syai.g_00660
OG0000146	Prab.g_00805	Syai.g_01513
OG0000147	Prab.g_00806	Syai.g_01514
OG0000148	Prab.g_00856	Syai.g_01361
OG0000149	Prab.g_00886	Syai.g_02059
OG0000150	Prab.g_00894	Syai.g_00717
OG0000151	Prab.g_01058	Syai.g_01280
OG0000152	Prab.g_01010	Syai.g_01503
OG0000153	Prab.g_00991	Syai.g_01461
OG0000154	Prab.g_00955	Syai.g_01434
OG0000155	Prab.g_01239	Syai.g_02109
OG0000156	Prab.g_01315	Syai.g_02162
OG0000157	Prab.g_01316	Syai.g_02163
OG0000158	Prab.g_01379	Syai.g_00135
OG0000160	Prab.g_01467	Syai.g_00952
OG0000161	Prab.g_01473	Syai.g_00946
OG0000162	Prab.g_01479	Syai.g_00939
OG0000163	Prab.g_01513	Syai.g_02300
OG0000164	Prab.g_01693	Syai.g_02411
OG0000165	Prab.g_01700	Syai.g_02244
OG0000166	Prab.g_01766	Syai.g_00364
OG0000167	Prab.g_01832	Syai.g_00164
OG0000168	Prab.g_01841	Syai.g_00134
OG0000169	Prab.g_01851	Syai.g_00123
OG0000170	Prab.g_01853	Syai.g_00116
OG0000171	Prab.g_01872	Syai.g_00090
OG0000172	Prab.g_01881	Syai.g_00083
OG0000173	Prab.g_01896	Syai.g_00064
OG0000174	Prab.g_01924	Syai.g_02828
OG0000175	Prab.g_01934	Syai.g_02901
OG0000176	Prab.g_00004	Syai.g_00004
OG0000177	Prab.g_00005	Syai.g_00005
OG0000178	Prab.g_00006	Syai.g_00006
OG0000179	Prab.g_00016	Syai.g_00023
OG0000180	Prab.g_00017	Syai.g_00024
OG0000181	Prab.g_00018	Syai.g_00025
OG0000182	Prab.g_00019	Syai.g_00026
OG0000183	Prab.g_00023	Syai.g_00030
OG0000184	Prab.g_00045	Syai.g_02756
OG0000185	Prab.g_00048	Syai.g_02734
OG0000186	Prab.g_00056	Syai.g_02469
OG0000187	Prab.g_00057	Syai.g_02471
OG0000188	Prab.g_00074	Syai.g_02494
OG0000189	Prab.g_00087	Syai.g_02530
OG0000190	Prab.g_00088	Syai.g_02532
OG0000191	Prab.g_00108	Syai.g_02562
OG0000192	Prab.g_00112	Syai.g_02569
OG0000193	Prab.g_00137	Syai.g_02609
OG0000194	Prab.g_00140	Syai.g_02612
OG0000195	Prab.g_00142	Syai.g_02614
OG0000196	Prab.g_00152	Syai.g_02625
OG0000197	Prab.g_00153	Syai.g_02626
OG0000198	Prab.g_00154	Syai.g_02627
OG0000199	Prab.g_00161	Syai.g_02635
OG0000200	Prab.g_00175	Syai.g_02651
OG0000202	Prab.g_00184	Syai.g_02668
OG0000203	Prab.g_00185	Syai.g_02669
OG0000204	Prab.g_00186	Syai.g_02670
OG0000205	Prab.g_00193	Syai.g_02677
OG0000206	Prab.g_00198	Syai.g_02684
OG0000207	Prab.g_00200	Syai.g_02686
OG0000208	Prab.g_00201	Syai.g_02687
OG0000209	Prab.g_00210	Syai.g_02699
OG0000210	Prab.g_00211	Syai.g_02700
OG0000212	Prab.g_00230	Syai.g_00544
OG0000213	Prab.g_00247	Syai.g_00292
OG0000214	Prab.g_00256	Syai.g_00276
OG0000215	Prab.g_00280	Syai.g_00245
OG0000216	Prab.g_00282	Syai.g_00241
OG0000217	Prab.g_00285	Syai.g_00237
OG0000218	Prab.g_00287	Syai.g_00235
OG0000219	Prab.g_00288	Syai.g_00234
OG0000220	Prab.g_00289	Syai.g_00233
OG0000221	Prab.g_00290	Syai.g_00227
OG0000222	Prab.g_00298	Syai.g_00215
OG0000223	Prab.g_00311	Syai.g_00194
OG0000224	Prab.g_00313	Syai.g_00186
OG0000225	Prab.g_00333	Syai.g_00502
OG0000226	Prab.g_00337	Syai.g_00506
OG0000227	Prab.g_00339	Syai.g_00508
OG0000228	Prab.g_00342	Syai.g_00516
OG0000229	Prab.g_00439	Syai.g_02228
OG0000230	Prab.g_00441	Syai.g_02226
OG0000231	Prab.g_00455	Syai.g_02208
OG0000232	Prab.g_00463	Syai.g_00846
OG0000233	Prab.g_00468	Syai.g_00855
OG0000234	Prab.g_00480	Syai.g_00866
OG0000235	Prab.g_00483	Syai.g_00637
OG0000236	Prab.g_00497	Syai.g_00652
OG0000237	Prab.g_00510	Syai.g_00669
OG0000238	Prab.g_00516	Syai.g_00674
OG0000239	Prab.g_00529	Syai.g_00691
OG0000240	Prab.g_00530	Syai.g_00692
OG0000241	Prab.g_00534	Syai.g_01089, Syai.g_01085
OG0000242	Prab.g_00536	Syai.g_00705
OG0000243	Prab.g_00547	Syai.g_00726
OG0000244	Prab.g_00550	Syai.g_00731
OG0000245	Prab.g_00552	Syai.g_00733
OG0000246	Prab.g_00556	Syai.g_00737
OG0000247	Prab.g_00566	Syai.g_00748
OG0000248	Prab.g_00569	Syai.g_00751
OG0000249	Prab.g_00571	Syai.g_00753
OG0000250	Prab.g_00576	Syai.g_00762
OG0000251	Prab.g_00595	Syai.g_00789
OG0000252	Prab.g_00598	Syai.g_00797
OG0000253	Prab.g_00599	Syai.g_00798
OG0000254	Prab.g_00615	Syai.g_01045
OG0000255	Prab.g_00621	Syai.g_01061
OG0000256	Prab.g_00632	Syai.g_01077
OG0000257	Prab.g_00635	Syai.g_01084
OG0000258	Prab.g_00648	Syai.g_01113
OG0000259	Prab.g_00665	Syai.g_01229
OG0000260	Prab.g_00668	Syai.g_01232
OG0000261	Prab.g_00670	Syai.g_01235
OG0000262	Prab.g_00674	Syai.g_01240
OG0000263	Prab.g_00686	Syai.g_01776
OG0000264	Prab.g_00696	Syai.g_01962
OG0000265	Prab.g_00723	Syai.g_02245
OG0000266	Prab.g_00733	Syai.g_01401
OG0000267	Prab.g_00744	Syai.g_01569
OG0000268	Prab.g_00745	Syai.g_01568
OG0000269	Prab.g_00835	Syai.g_01316
OG0000270	Prab.g_00838	Syai.g_01319
OG0000271	Prab.g_00846	Syai.g_01327
OG0000272	Prab.g_00847	Syai.g_01328
OG0000273	Prab.g_00870	Syai.g_02037
OG0000274	Prab.g_00871	Syai.g_02038
OG0000275	Prab.g_00873	Syai.g_02043
OG0000276	Prab.g_00878	Syai.g_02051
OG0000277	Prab.g_00879	Syai.g_02052
OG0000278	Prab.g_00882	Syai.g_02055
OG0000279	Prab.g_00889	Syai.g_02063
OG0000280	Prab.g_00890	Syai.g_02084
OG0000281	Prab.g_00896	Syai.g_01719
OG0000282	Prab.g_01066	Syai.g_01263
OG0000283	Prab.g_01033	Syai.g_01554
OG0000284	Prab.g_01028	Syai.g_01548
OG0000285	Prab.g_01023	Syai.g_01522
OG0000286	Prab.g_01011	Syai.g_01504
OG0000288	Prab.g_00956	Syai.g_01435
OG0000289	Prab.g_00945	Syai.g_01421
OG0000290	Prab.g_00932	Syai.g_02010
OG0000291	Prab.g_00930	Syai.g_02008
OG0000292	Prab.g_01144	Syai.g_02926
OG0000293	Prab.g_01210	Syai.g_02155
OG0000294	Prab.g_01211	Syai.g_02154
OG0000295	Prab.g_01231	Syai.g_02117
OG0000296	Prab.g_01233	Syai.g_02115
OG0000297	Prab.g_01241	Syai.g_01754
OG0000298	Prab.g_01242	Syai.g_01755
OG0000299	Prab.g_01259	Syai.g_01783
OG0000300	Prab.g_01262	Syai.g_01790
OG0000301	Prab.g_01263	Syai.g_01791
OG0000302	Prab.g_01265	Syai.g_01793
OG0000303	Prab.g_01272	Syai.g_01802
OG0000304	Prab.g_01276	Syai.g_01826
OG0000305	Prab.g_01353	Syai.g_02005
OG0000306	Prab.g_01355	Syai.g_02090
OG0000307	Prab.g_01369	Syai.g_00619
OG0000308	Prab.g_01370	Syai.g_00617
OG0000309	Prab.g_01374	Syai.g_00612
OG0000310	Prab.g_01451	Syai.g_00989
OG0000311	Prab.g_01453	Syai.g_00985
OG0000312	Prab.g_01456	Syai.g_00966
OG0000313	Prab.g_01470	Syai.g_00949
OG0000314	Prab.g_01493	Syai.g_00908
OG0000315	Prab.g_01503	Syai.g_00897
OG0000316	Prab.g_01523	Syai.g_02320, Syai.g_02322
OG0000317	Prab.g_01667	Syai.g_02373
OG0000318	Prab.g_01670	Syai.g_02379
OG0000319	Prab.g_01683	Syai.g_02395
OG0000320	Prab.g_01685	Syai.g_02397
OG0000321	Prab.g_01686	Syai.g_02398
OG0000322	Prab.g_01687	Syai.g_02399
OG0000323	Prab.g_01696	Syai.g_02413
OG0000324	Prab.g_01722	Syai.g_02272
OG0000325	Prab.g_01732	Syai.g_00320
OG0000326	Prab.g_01738	Syai.g_00327
OG0000327	Prab.g_01761	Syai.g_00359
OG0000328	Prab.g_01762	Syai.g_00360
OG0000329	Prab.g_01779	Syai.g_00378
OG0000330	Prab.g_01780	Syai.g_00379
OG0000331	Prab.g_01781	Syai.g_00380
OG0000332	Prab.g_01795	Syai.g_00395
OG0000333	Prab.g_01797	Syai.g_00398
OG0000334	Prab.g_01805	Syai.g_00407
OG0000335	Prab.g_01810	Syai.g_00412
OG0000336	Prab.g_01814	Syai.g_00416
OG0000337	Prab.g_01830	Syai.g_00169
OG0000338	Prab.g_01831	Syai.g_00166
OG0000339	Prab.g_01835	Syai.g_00160
OG0000340	Prab.g_01842	Syai.g_00133
OG0000341	Prab.g_01844	Syai.g_00131
OG0000342	Prab.g_01845	Syai.g_00130
OG0000343	Prab.g_01846	Syai.g_00129
OG0000344	Prab.g_01849	Syai.g_00125
OG0000345	Prab.g_01854	Syai.g_00115
OG0000346	Prab.g_01858	Syai.g_00110
OG0000347	Prab.g_01874	Syai.g_00087
OG0000348	Prab.g_01884	Syai.g_00076
OG0000349	Prab.g_01901	Syai.g_00057
OG0000350	Prab.g_01920	Syai.g_00334
OG0000351	Prab.g_01937	Syai.g_02904
OG0000352	Prab.g_01938	Syai.g_02905
OG0000353	Prab.g_01954	Syai.g_02932
OG0000355	Prab.g_00001	Syai.g_00001
OG0000356	Prab.g_00002	Syai.g_00002
OG0000357	Prab.g_00003	Syai.g_00003
OG0000358	Prab.g_00007	Syai.g_00007
OG0000359	Prab.g_00008	Syai.g_00009
OG0000360	Prab.g_00009	Syai.g_00010
OG0000361	Prab.g_00010	Syai.g_00011
OG0000362	Prab.g_00012	Syai.g_00013
OG0000363	Prab.g_00014	Syai.g_00015
OG0000364	Prab.g_00015	Syai.g_00016
OG0000365	Prab.g_00020	Syai.g_00027
OG0000366	Prab.g_00021	Syai.g_00028
OG0000367	Prab.g_00022	Syai.g_00029
OG0000368	Prab.g_00024	Syai.g_00031
OG0000369	Prab.g_00025	Syai.g_00032
OG0000370	Prab.g_00026	Syai.g_00033
OG0000371	Prab.g_00032	Syai.g_00041
OG0000372	Prab.g_00035	Syai.g_00047
OG0000373	Prab.g_00036	Syai.g_00048
OG0000374	Prab.g_00037	Syai.g_00049
OG0000375	Prab.g_00039	Syai.g_00053
OG0000376	Prab.g_00041	Syai.g_00055
OG0000377	Prab.g_00044	Syai.g_02769
OG0000378	Prab.g_00046	Syai.g_02751
OG0000379	Prab.g_00049	Syai.g_02733
OG0000380	Prab.g_00058	Syai.g_02472
OG0000381	Prab.g_00062	Syai.g_02475
OG0000382	Prab.g_00073	Syai.g_02493
OG0000383	Prab.g_00075	Syai.g_02498
OG0000384	Prab.g_00076	Syai.g_02499
OG0000385	Prab.g_00077	Syai.g_02500
OG0000386	Prab.g_00078	Syai.g_02501
OG0000387	Prab.g_00090	Syai.g_02534
OG0000388	Prab.g_00093	Syai.g_02538
OG0000389	Prab.g_00097	Syai.g_02542
OG0000390	Prab.g_00104	Syai.g_02556
OG0000391	Prab.g_00107	Syai.g_02561
OG0000392	Prab.g_00111	Syai.g_02568
OG0000393	Prab.g_00113	Syai.g_02570
OG0000394	Prab.g_00114	Syai.g_02571
OG0000395	Prab.g_00115	Syai.g_02572
OG0000396	Prab.g_00117	Syai.g_02575
OG0000397	Prab.g_00119	Syai.g_02577
OG0000398	Prab.g_00121	Syai.g_02582
OG0000399	Prab.g_00122	Syai.g_02583
OG0000400	Prab.g_00123	Syai.g_02584
OG0000401	Prab.g_00124	Syai.g_02585
OG0000402	Prab.g_00126	Syai.g_02588
OG0000403	Prab.g_00127	Syai.g_02589
OG0000404	Prab.g_00128	Syai.g_02590
OG0000405	Prab.g_00132	Syai.g_02606
OG0000406	Prab.g_00138	Syai.g_02610
OG0000407	Prab.g_00139	Syai.g_02611
OG0000408	Prab.g_00141	Syai.g_02613
OG0000409	Prab.g_00143	Syai.g_02615
OG0000410	Prab.g_00144	Syai.g_02616
OG0000411	Prab.g_00145	Syai.g_02617
OG0000412	Prab.g_00146	Syai.g_02618
OG0000413	Prab.g_00147	Syai.g_02620
OG0000414	Prab.g_00148	Syai.g_02621
OG0000415	Prab.g_00149	Syai.g_02622
OG0000416	Prab.g_00150	Syai.g_02623
OG0000417	Prab.g_00151	Syai.g_02624
OG0000418	Prab.g_00156	Syai.g_02629
OG0000419	Prab.g_00158	Syai.g_02631
OG0000420	Prab.g_00159	Syai.g_02633
OG0000421	Prab.g_00164	Syai.g_02638
OG0000422	Prab.g_00165	Syai.g_02639
OG0000423	Prab.g_00166	Syai.g_02640
OG0000424	Prab.g_00167	Syai.g_02641
OG0000425	Prab.g_00168	Syai.g_02642
OG0000426	Prab.g_00169	Syai.g_02643
OG0000427	Prab.g_00170	Syai.g_02644
OG0000428	Prab.g_00172	Syai.g_02647
OG0000429	Prab.g_00173	Syai.g_02649
OG0000430	Prab.g_00174	Syai.g_02650
OG0000431	Prab.g_00176	Syai.g_02654
OG0000432	Prab.g_00179	Syai.g_02660
OG0000433	Prab.g_00180	Syai.g_02662
OG0000434	Prab.g_00181	Syai.g_02663
OG0000435	Prab.g_00182	Syai.g_02666
OG0000436	Prab.g_00187	Syai.g_02671
OG0000437	Prab.g_00188	Syai.g_02672
OG0000438	Prab.g_00189	Syai.g_02673
OG0000439	Prab.g_00191	Syai.g_02675
OG0000440	Prab.g_00192	Syai.g_02676
OG0000441	Prab.g_00195	Syai.g_02681
OG0000442	Prab.g_00196	Syai.g_02682
OG0000443	Prab.g_00197	Syai.g_02683
OG0000444	Prab.g_00202	Syai.g_02688
OG0000445	Prab.g_00203	Syai.g_02689
OG0000446	Prab.g_00204	Syai.g_02690
OG0000447	Prab.g_00205	Syai.g_02693
OG0000448	Prab.g_00206	Syai.g_02694
OG0000449	Prab.g_00207	Syai.g_02695
OG0000450	Prab.g_00208	Syai.g_02696
OG0000451	Prab.g_00209	Syai.g_02697
OG0000452	Prab.g_00212	Syai.g_02701
OG0000453	Prab.g_00213	Syai.g_02702
OG0000454	Prab.g_00214	Syai.g_02703
OG0000455	Prab.g_00215	Syai.g_02704
OG0000456	Prab.g_00216	Syai.g_02705
OG0000457	Prab.g_00217	Syai.g_02707
OG0000458	Prab.g_00218	Syai.g_02708
OG0000459	Prab.g_00219	Syai.g_02709
OG0000460	Prab.g_00226	Syai.g_00535
OG0000461	Prab.g_00232	Syai.g_00314
OG0000462	Prab.g_00234	Syai.g_00311
OG0000463	Prab.g_00235	Syai.g_00310
OG0000464	Prab.g_00236	Syai.g_00309
OG0000465	Prab.g_00237	Syai.g_00307
OG0000466	Prab.g_00240	Syai.g_00303
OG0000467	Prab.g_00241	Syai.g_00301
OG0000468	Prab.g_00243	Syai.g_00296
OG0000469	Prab.g_00251	Syai.g_00282
OG0000470	Prab.g_00253	Syai.g_00280
OG0000471	Prab.g_00254	Syai.g_00279
OG0000472	Prab.g_00255	Syai.g_00277
OG0000473	Prab.g_00257	Syai.g_00275
OG0000474	Prab.g_00258	Syai.g_00274
OG0000475	Prab.g_00259	Syai.g_00273
OG0000476	Prab.g_00260	Syai.g_00271
OG0000477	Prab.g_00263	Syai.g_00265
OG0000478	Prab.g_00264	Syai.g_00264
OG0000479	Prab.g_00265	Syai.g_00263
OG0000480	Prab.g_00270	Syai.g_00256
OG0000481	Prab.g_00272	Syai.g_00254
OG0000482	Prab.g_00273	Syai.g_00253
OG0000483	Prab.g_00276	Syai.g_00249
OG0000484	Prab.g_00277	Syai.g_00248
OG0000485	Prab.g_00278	Syai.g_00247
OG0000486	Prab.g_00279	Syai.g_00246
OG0000487	Prab.g_00283	Syai.g_00240
OG0000488	Prab.g_00286	Syai.g_00236
OG0000489	Prab.g_00291	Syai.g_00226
OG0000490	Prab.g_00296	Syai.g_00218
OG0000491	Prab.g_00297	Syai.g_00217
OG0000492	Prab.g_00299	Syai.g_00214
OG0000493	Prab.g_00300	Syai.g_00213
OG0000494	Prab.g_00301	Syai.g_00212
OG0000495	Prab.g_00302	Syai.g_00211
OG0000496	Prab.g_00303	Syai.g_00210
OG0000497	Prab.g_00304	Syai.g_00209
OG0000498	Prab.g_00305	Syai.g_00208
OG0000499	Prab.g_00306	Syai.g_00207
OG0000500	Prab.g_00307	Syai.g_00206
OG0000501	Prab.g_00309	Syai.g_00203
OG0000502	Prab.g_00312	Syai.g_00192
OG0000503	Prab.g_00322	Syai.g_00486
OG0000504	Prab.g_00323	Syai.g_00488
OG0000505	Prab.g_00324	Syai.g_00489
OG0000506	Prab.g_00325	Syai.g_00491
OG0000507	Prab.g_00328	Syai.g_00497
OG0000508	Prab.g_00332	Syai.g_00501
OG0000509	Prab.g_00334	Syai.g_00503
OG0000510	Prab.g_00335	Syai.g_00504
OG0000511	Prab.g_00336	Syai.g_00505
OG0000512	Prab.g_00338	Syai.g_00507
OG0000513	Prab.g_00345	Syai.g_00521
OG0000514	Prab.g_00434	Syai.g_00528
OG0000515	Prab.g_00435	Syai.g_00529
OG0000516	Prab.g_00436	Syai.g_02223
OG0000517	Prab.g_00438	Syai.g_02229
OG0000518	Prab.g_00449	Syai.g_02211
OG0000519	Prab.g_00450	Syai.g_02210
OG0000520	Prab.g_00454	Syai.g_02209
OG0000521	Prab.g_00459	Syai.g_00842
OG0000522	Prab.g_00460	Syai.g_00844
OG0000523	Prab.g_00461	Syai.g_00845
OG0000524	Prab.g_00466	Syai.g_00852
OG0000525	Prab.g_00469	Syai.g_00856
OG0000526	Prab.g_00470	Syai.g_00859
OG0000527	Prab.g_00477	Syai.g_00863
OG0000528	Prab.g_00482	Syai.g_00633
OG0000529	Prab.g_00485	Syai.g_00639
OG0000530	Prab.g_00488	Syai.g_00642
OG0000531	Prab.g_00489	Syai.g_00643
OG0000532	Prab.g_00491	Syai.g_00646
OG0000533	Prab.g_00492	Syai.g_00647
OG0000534	Prab.g_00493	Syai.g_00648
OG0000535	Prab.g_00494	Syai.g_00649
OG0000536	Prab.g_00495	Syai.g_00650
OG0000537	Prab.g_00496	Syai.g_00651
OG0000538	Prab.g_00504	Syai.g_00662
OG0000539	Prab.g_00505	Syai.g_00663
OG0000540	Prab.g_00506	Syai.g_00664
OG0000541	Prab.g_00507	Syai.g_00665
OG0000542	Prab.g_00509	Syai.g_00668
OG0000543	Prab.g_00511	Syai.g_00670
OG0000544	Prab.g_00512	Syai.g_00671
OG0000545	Prab.g_00514	Syai.g_00673
OG0000546	Prab.g_00517	Syai.g_00675
OG0000547	Prab.g_00519	Syai.g_00677
OG0000548	Prab.g_00520	Syai.g_00678
OG0000549	Prab.g_00522	Syai.g_00684
OG0000550	Prab.g_00527	Syai.g_00689
OG0000551	Prab.g_00531	Syai.g_00694
OG0000552	Prab.g_00532	Syai.g_00695
OG0000553	Prab.g_00533	Syai.g_00698
OG0000554	Prab.g_00538	Syai.g_00708
OG0000555	Prab.g_00546	Syai.g_00725
OG0000556	Prab.g_00548	Syai.g_00728
OG0000557	Prab.g_00549	Syai.g_00730
OG0000558	Prab.g_00551	Syai.g_00732
OG0000559	Prab.g_00555	Syai.g_00736
OG0000560	Prab.g_00558	Syai.g_00739
OG0000561	Prab.g_00559	Syai.g_00740
OG0000562	Prab.g_00560	Syai.g_00741
OG0000563	Prab.g_00561	Syai.g_00742
OG0000564	Prab.g_00562	Syai.g_00743
OG0000565	Prab.g_00565	Syai.g_00746
OG0000566	Prab.g_00568	Syai.g_00750
OG0000567	Prab.g_00572	Syai.g_00754
OG0000568	Prab.g_00573	Syai.g_00758
OG0000569	Prab.g_00574	Syai.g_00759
OG0000570	Prab.g_00575	Syai.g_00760
OG0000571	Prab.g_00577	Syai.g_00764
OG0000572	Prab.g_00590	Syai.g_00782
OG0000573	Prab.g_00596	Syai.g_00790
OG0000574	Prab.g_00597	Syai.g_00796
OG0000575	Prab.g_00601	Syai.g_00800
OG0000576	Prab.g_00603	Syai.g_00802
OG0000577	Prab.g_00604	Syai.g_00803
OG0000578	Prab.g_00605	Syai.g_00804
OG0000579	Prab.g_00606	Syai.g_00805
OG0000580	Prab.g_00607	Syai.g_00806
OG0000581	Prab.g_00609	Syai.g_00812
OG0000582	Prab.g_00612	Syai.g_01042
OG0000583	Prab.g_00613	Syai.g_01043
OG0000584	Prab.g_00614	Syai.g_01044
OG0000585	Prab.g_00616	Syai.g_01046
OG0000586	Prab.g_00617	Syai.g_01047
OG0000587	Prab.g_00618	Syai.g_01049
OG0000588	Prab.g_00622	Syai.g_01063
OG0000589	Prab.g_00625	Syai.g_01066
