Orthogroup	Prab	Prag
OG0000131	Prab.g_00136	Prag.g_00138
OG0000132	Prab.g_00155	Prag.g_00157
OG0000133	Prab.g_00310	Prag.g_00313
OG0000134	Prab.g_00344	Prag.g_00351
OG0000135	Prab.g_00371	Prag.g_00375
OG0000136	Prab.g_00444	Prag.g_00420
OG0000137	Prab.g_00479	Prag.g_00454
OG0000138	Prab.g_00499	Prag.g_00474
OG0000139	Prab.g_00541	Prag.g_00516
OG0000140	Prab.g_00542	Prag.g_00517
OG0000141	Prab.g_00611	Prag.g_00585
OG0000142	Prab.g_00640	Prag.g_00613
OG0000143	Prab.g_00644	Prag.g_00617
OG0000144	Prab.g_00657	Prag.g_00630
OG0000145	Prab.g_00783	Prag.g_00758
OG0000146	Prab.g_00805	Prag.g_00772
OG0000147	Prab.g_00806	Prag.g_00773
OG0000148	Prab.g_00856	Prag.g_00822
OG0000149	Prab.g_00886	Prag.g_00851
OG0000150	Prab.g_00894	Prag.g_00859
OG0000151	Prab.g_01058	Prag.g_00916
OG0000152	Prab.g_01010	Prag.g_00964
OG0000153	Prab.g_00991	Prag.g_00983
OG0000154	Prab.g_00955	Prag.g_01010
OG0000155	Prab.g_01239	Prag.g_01173
OG0000156	Prab.g_01315	Prag.g_01342
OG0000157	Prab.g_01316	Prag.g_01343
OG0000158	Prab.g_01379	Prag.g_01425
OG0000159	Prab.g_01392	Prag.g_01427
OG0000160	Prab.g_01467	Prag.g_01491
OG0000161	Prab.g_01473	Prag.g_01497
OG0000162	Prab.g_01479	Prag.g_01503
OG0000163	Prab.g_01513	Prag.g_01537
OG0000164	Prab.g_01693	Prag.g_01693
OG0000165	Prab.g_01700	Prag.g_01700
OG0000166	Prab.g_01766	Prag.g_01768
OG0000167	Prab.g_01832	Prag.g_01834
OG0000168	Prab.g_01841	Prag.g_01844
OG0000169	Prab.g_01851	Prag.g_01854
OG0000170	Prab.g_01853	Prag.g_01856
OG0000171	Prab.g_01872	Prag.g_01876
OG0000172	Prab.g_01881	Prag.g_01884
OG0000173	Prab.g_01896	Prag.g_01899
OG0000174	Prab.g_01924	Prag.g_01927
OG0000175	Prab.g_01934	Prag.g_01937
OG0000176	Prab.g_00004	Prag.g_00004
OG0000177	Prab.g_00005	Prag.g_00005
OG0000178	Prab.g_00006	Prag.g_00006
OG0000179	Prab.g_00016	Prag.g_00016
OG0000180	Prab.g_00017	Prag.g_00017
OG0000181	Prab.g_00018	Prag.g_00018
OG0000182	Prab.g_00019	Prag.g_00019
OG0000183	Prab.g_00023	Prag.g_00023
OG0000184	Prab.g_00045	Prag.g_00046
OG0000185	Prab.g_00048	Prag.g_00049
OG0000186	Prab.g_00056	Prag.g_00058
OG0000187	Prab.g_00057	Prag.g_00059
OG0000188	Prab.g_00074	Prag.g_00076
OG0000189	Prab.g_00087	Prag.g_00089
OG0000190	Prab.g_00088	Prag.g_00090
OG0000191	Prab.g_00108	Prag.g_00110
OG0000192	Prab.g_00112	Prag.g_00114
OG0000193	Prab.g_00137	Prag.g_00139
OG0000194	Prab.g_00140	Prag.g_00142
OG0000195	Prab.g_00142	Prag.g_00144
OG0000196	Prab.g_00152	Prag.g_00154
OG0000197	Prab.g_00153	Prag.g_00155
OG0000198	Prab.g_00154	Prag.g_00156
OG0000199	Prab.g_00161	Prag.g_00163
OG0000200	Prab.g_00175	Prag.g_00177
OG0000201	Prab.g_00183	Prag.g_00185
OG0000202	Prab.g_00184	Prag.g_00186
OG0000203	Prab.g_00185	Prag.g_00187
OG0000204	Prab.g_00186	Prag.g_00188
OG0000205	Prab.g_00193	Prag.g_00195
OG0000206	Prab.g_00198	Prag.g_00200
OG0000207	Prab.g_00200	Prag.g_00202
OG0000208	Prab.g_00201	Prag.g_00203
OG0000209	Prab.g_00210	Prag.g_00212
OG0000210	Prab.g_00211	Prag.g_00213
OG0000211	Prab.g_00224	Prag.g_00226
OG0000212	Prab.g_00230	Prag.g_00233
OG0000213	Prab.g_00247	Prag.g_00249
OG0000214	Prab.g_00256	Prag.g_00258
OG0000215	Prab.g_00280	Prag.g_00283
OG0000216	Prab.g_00282	Prag.g_00285
OG0000217	Prab.g_00285	Prag.g_00288
OG0000218	Prab.g_00287	Prag.g_00290
OG0000219	Prab.g_00288	Prag.g_00291
OG0000220	Prab.g_00289	Prag.g_00292
OG0000221	Prab.g_00290	Prag.g_00293
OG0000222	Prab.g_00298	Prag.g_00301
OG0000223	Prab.g_00311	Prag.g_00314
OG0000224	Prab.g_00313	Prag.g_00316
OG0000225	Prab.g_00333	Prag.g_00340
OG0000226	Prab.g_00337	Prag.g_00344
OG0000227	Prab.g_00339	Prag.g_00346
OG0000228	Prab.g_00342	Prag.g_00349
OG0000229	Prab.g_00439	Prag.g_00415
OG0000230	Prab.g_00441	Prag.g_00417
OG0000231	Prab.g_00455	Prag.g_00428
OG0000232	Prab.g_00463	Prag.g_00437
OG0000233	Prab.g_00468	Prag.g_00442
OG0000234	Prab.g_00480	Prag.g_00455
OG0000235	Prab.g_00483	Prag.g_00458
OG0000236	Prab.g_00497	Prag.g_00472
OG0000237	Prab.g_00510	Prag.g_00485
OG0000238	Prab.g_00516	Prag.g_00491
OG0000239	Prab.g_00529	Prag.g_00504
OG0000240	Prab.g_00530	Prag.g_00505
OG0000241	Prab.g_00534	Prag.g_00509
OG0000242	Prab.g_00536	Prag.g_00511
OG0000243	Prab.g_00547	Prag.g_00522
OG0000244	Prab.g_00550	Prag.g_00525
OG0000245	Prab.g_00552	Prag.g_00527
OG0000246	Prab.g_00556	Prag.g_00531
OG0000247	Prab.g_00566	Prag.g_00541
OG0000248	Prab.g_00569	Prag.g_00543
OG0000249	Prab.g_00571	Prag.g_00545
OG0000250	Prab.g_00576	Prag.g_00550
OG0000251	Prab.g_00595	Prag.g_00569
OG0000252	Prab.g_00598	Prag.g_00572
OG0000253	Prab.g_00599	Prag.g_00573
OG0000254	Prab.g_00615	Prag.g_00589
OG0000255	Prab.g_00621	Prag.g_00595
OG0000256	Prab.g_00632	Prag.g_00605
OG0000257	Prab.g_00635	Prag.g_00608
OG0000258	Prab.g_00648	Prag.g_00621
OG0000259	Prab.g_00665	Prag.g_00638
OG0000260	Prab.g_00668	Prag.g_00641
OG0000261	Prab.g_00670	Prag.g_00643
OG0000262	Prab.g_00674	Prag.g_00647
OG0000263	Prab.g_00686	Prag.g_00659
OG0000264	Prab.g_00696	Prag.g_00669
OG0000265	Prab.g_00723	Prag.g_00692
OG0000266	Prab.g_00733	Prag.g_00702
OG0000267	Prab.g_00744	Prag.g_00713
OG0000268	Prab.g_00745	Prag.g_00714
OG0000269	Prab.g_00835	Prag.g_00801
OG0000270	Prab.g_00838	Prag.g_00804
OG0000271	Prab.g_00846	Prag.g_00812
OG0000272	Prab.g_00847	Prag.g_00813
OG0000273	Prab.g_00870	Prag.g_00835
OG0000274	Prab.g_00871	Prag.g_00836
OG0000275	Prab.g_00873	Prag.g_00838
OG0000276	Prab.g_00878	Prag.g_00843
OG0000277	Prab.g_00879	Prag.g_00844
OG0000278	Prab.g_00882	Prag.g_00847
OG0000279	Prab.g_00889	Prag.g_00854
OG0000280	Prab.g_00890	Prag.g_00855
OG0000281	Prab.g_00896	Prag.g_00860
OG0000282	Prab.g_01066	Prag.g_00908
OG0000283	Prab.g_01033	Prag.g_00941
OG0000284	Prab.g_01028	Prag.g_00946
OG0000285	Prab.g_01023	Prag.g_00951
OG0000286	Prab.g_01011	Prag.g_00963
OG0000287	Prab.g_00994	Prag.g_00980
OG0000288	Prab.g_00956	Prag.g_01009
OG0000289	Prab.g_00945	Prag.g_01020
OG0000290	Prab.g_00932	Prag.g_01033
OG0000291	Prab.g_00930	Prag.g_01035
OG0000292	Prab.g_01144	Prag.g_01085
OG0000293	Prab.g_01210	Prag.g_01144
OG0000294	Prab.g_01211	Prag.g_01145
OG0000295	Prab.g_01231	Prag.g_01165
OG0000296	Prab.g_01233	Prag.g_01167
OG0000297	Prab.g_01241	Prag.g_01175
OG0000298	Prab.g_01242	Prag.g_01176
OG0000299	Prab.g_01259	Prag.g_01193
OG0000300	Prab.g_01262	Prag.g_01196
OG0000301	Prab.g_01263	Prag.g_01197
OG0000302	Prab.g_01265	Prag.g_01199
OG0000303	Prab.g_01272	Prag.g_01206
OG0000304	Prab.g_01276	Prag.g_01210
OG0000305	Prab.g_01353	Prag.g_01381
OG0000306	Prab.g_01355	Prag.g_01384
OG0000307	Prab.g_01369	Prag.g_01398
OG0000308	Prab.g_01370	Prag.g_01399
OG0000309	Prab.g_01374	Prag.g_01403
OG0000310	Prab.g_01451	Prag.g_01473
OG0000311	Prab.g_01453	Prag.g_01475
OG0000312	Prab.g_01456	Prag.g_01478
OG0000313	Prab.g_01470	Prag.g_01494
OG0000314	Prab.g_01493	Prag.g_01516
OG0000315	Prab.g_01503	Prag.g_01527
OG0000316	Prab.g_01523	Prag.g_01547
OG0000317	Prab.g_01667	Prag.g_01667
OG0000318	Prab.g_01670	Prag.g_01670
OG0000319	Prab.g_01683	Prag.g_01683
OG0000320	Prab.g_01685	Prag.g_01685
OG0000321	Prab.g_01686	Prag.g_01686
OG0000322	Prab.g_01687	Prag.g_01687
OG0000323	Prab.g_01696	Prag.g_01696
OG0000324	Prab.g_01722	Prag.g_01723
OG0000325	Prab.g_01732	Prag.g_01733
OG0000326	Prab.g_01738	Prag.g_01739
OG0000327	Prab.g_01761	Prag.g_01763
OG0000328	Prab.g_01762	Prag.g_01764
OG0000329	Prab.g_01779	Prag.g_01781
OG0000330	Prab.g_01780	Prag.g_01782
OG0000331	Prab.g_01781	Prag.g_01783
OG0000332	Prab.g_01795	Prag.g_01797
OG0000333	Prab.g_01797	Prag.g_01799
OG0000334	Prab.g_01805	Prag.g_01807
OG0000335	Prab.g_01810	Prag.g_01812
OG0000336	Prab.g_01814	Prag.g_01816
OG0000337	Prab.g_01830	Prag.g_01832
OG0000338	Prab.g_01831	Prag.g_01833
OG0000339	Prab.g_01835	Prag.g_01837
OG0000340	Prab.g_01842	Prag.g_01845
OG0000341	Prab.g_01844	Prag.g_01847
OG0000342	Prab.g_01845	Prag.g_01848
OG0000343	Prab.g_01846	Prag.g_01849
OG0000344	Prab.g_01849	Prag.g_01852
OG0000345	Prab.g_01854	Prag.g_01857
OG0000346	Prab.g_01858	Prag.g_01862
OG0000347	Prab.g_01874	Prag.g_01878
OG0000348	Prab.g_01884	Prag.g_01887
OG0000349	Prab.g_01901	Prag.g_01904
OG0000350	Prab.g_01920	Prag.g_01923
OG0000351	Prab.g_01937	Prag.g_01940
OG0000352	Prab.g_01938	Prag.g_01941
OG0000353	Prab.g_01954	Prag.g_01956
OG0000355	Prab.g_00001	Prag.g_00001
OG0000356	Prab.g_00002	Prag.g_00002
OG0000357	Prab.g_00003	Prag.g_00003
OG0000358	Prab.g_00007	Prag.g_00007
OG0000359	Prab.g_00008	Prag.g_00008
OG0000360	Prab.g_00009	Prag.g_00009
OG0000361	Prab.g_00010	Prag.g_00010
OG0000362	Prab.g_00012	Prag.g_00012
OG0000363	Prab.g_00014	Prag.g_00014
OG0000364	Prab.g_00015	Prag.g_00015
OG0000365	Prab.g_00020	Prag.g_00020
OG0000366	Prab.g_00021	Prag.g_00021
OG0000367	Prab.g_00022	Prag.g_00022
OG0000368	Prab.g_00024	Prag.g_00024
OG0000369	Prab.g_00025	Prag.g_00025
OG0000370	Prab.g_00026	Prag.g_00026
OG0000371	Prab.g_00032	Prag.g_00032
OG0000372	Prab.g_00035	Prag.g_00035
OG0000373	Prab.g_00036	Prag.g_00036
OG0000374	Prab.g_00037	Prag.g_00037
OG0000375	Prab.g_00039	Prag.g_00040
OG0000376	Prab.g_00041	Prag.g_00042
OG0000377	Prab.g_00044	Prag.g_00045
OG0000378	Prab.g_00046	Prag.g_00047
OG0000379	Prab.g_00049	Prag.g_00050
OG0000380	Prab.g_00058	Prag.g_00060
OG0000381	Prab.g_00062	Prag.g_00064
OG0000382	Prab.g_00073	Prag.g_00075
OG0000383	Prab.g_00075	Prag.g_00077
OG0000384	Prab.g_00076	Prag.g_00078
OG0000385	Prab.g_00077	Prag.g_00079
OG0000386	Prab.g_00078	Prag.g_00080
OG0000387	Prab.g_00090	Prag.g_00092
OG0000388	Prab.g_00093	Prag.g_00095
OG0000389	Prab.g_00097	Prag.g_00099
OG0000390	Prab.g_00104	Prag.g_00106
OG0000391	Prab.g_00107	Prag.g_00109
OG0000392	Prab.g_00111	Prag.g_00113
OG0000393	Prab.g_00113	Prag.g_00115
OG0000394	Prab.g_00114	Prag.g_00116
OG0000395	Prab.g_00115	Prag.g_00117
OG0000396	Prab.g_00117	Prag.g_00120
OG0000397	Prab.g_00119	Prag.g_00122
OG0000398	Prab.g_00121	Prag.g_00124
OG0000399	Prab.g_00122	Prag.g_00125
OG0000400	Prab.g_00123	Prag.g_00126
OG0000401	Prab.g_00124	Prag.g_00127
OG0000402	Prab.g_00126	Prag.g_00129
OG0000403	Prab.g_00127	Prag.g_00130
OG0000404	Prab.g_00128	Prag.g_00131
OG0000405	Prab.g_00132	Prag.g_00135
OG0000406	Prab.g_00138	Prag.g_00140
OG0000407	Prab.g_00139	Prag.g_00141
OG0000408	Prab.g_00141	Prag.g_00143
OG0000409	Prab.g_00143	Prag.g_00145
OG0000410	Prab.g_00144	Prag.g_00146
OG0000411	Prab.g_00145	Prag.g_00147
OG0000412	Prab.g_00146	Prag.g_00148
OG0000413	Prab.g_00147	Prag.g_00149
OG0000414	Prab.g_00148	Prag.g_00150
OG0000415	Prab.g_00149	Prag.g_00151
OG0000416	Prab.g_00150	Prag.g_00152
OG0000417	Prab.g_00151	Prag.g_00153
OG0000418	Prab.g_00156	Prag.g_00158
OG0000419	Prab.g_00158	Prag.g_00160
OG0000420	Prab.g_00159	Prag.g_00161
OG0000421	Prab.g_00164	Prag.g_00166
OG0000422	Prab.g_00165	Prag.g_00167
OG0000423	Prab.g_00166	Prag.g_00168
OG0000424	Prab.g_00167	Prag.g_00169
OG0000425	Prab.g_00168	Prag.g_00170
OG0000426	Prab.g_00169	Prag.g_00171
OG0000427	Prab.g_00170	Prag.g_00172
OG0000428	Prab.g_00172	Prag.g_00174
OG0000429	Prab.g_00173	Prag.g_00175
OG0000430	Prab.g_00174	Prag.g_00176
OG0000431	Prab.g_00176	Prag.g_00178
OG0000432	Prab.g_00179	Prag.g_00181
OG0000433	Prab.g_00180	Prag.g_00182
OG0000434	Prab.g_00181	Prag.g_00183
OG0000435	Prab.g_00182	Prag.g_00184
OG0000436	Prab.g_00187	Prag.g_00189
OG0000437	Prab.g_00188	Prag.g_00190
OG0000438	Prab.g_00189	Prag.g_00191
OG0000439	Prab.g_00191	Prag.g_00193
OG0000440	Prab.g_00192	Prag.g_00194
OG0000441	Prab.g_00195	Prag.g_00197
OG0000442	Prab.g_00196	Prag.g_00198
OG0000443	Prab.g_00197	Prag.g_00199
OG0000444	Prab.g_00202	Prag.g_00204
OG0000445	Prab.g_00203	Prag.g_00205
OG0000446	Prab.g_00204	Prag.g_00206
OG0000447	Prab.g_00205	Prag.g_00207
OG0000448	Prab.g_00206	Prag.g_00208
OG0000449	Prab.g_00207	Prag.g_00209
OG0000450	Prab.g_00208	Prag.g_00210
OG0000451	Prab.g_00209	Prag.g_00211
OG0000452	Prab.g_00212	Prag.g_00214
OG0000453	Prab.g_00213	Prag.g_00215
OG0000454	Prab.g_00214	Prag.g_00216
OG0000455	Prab.g_00215	Prag.g_00217
OG0000456	Prab.g_00216	Prag.g_00218
OG0000457	Prab.g_00217	Prag.g_00219
OG0000458	Prab.g_00218	Prag.g_00220
OG0000459	Prab.g_00219	Prag.g_00221
OG0000460	Prab.g_00226	Prag.g_00228
OG0000461	Prab.g_00232	Prag.g_00235
OG0000462	Prab.g_00234	Prag.g_00237
OG0000463	Prab.g_00235	Prag.g_00238
OG0000464	Prab.g_00236	Prag.g_00239
OG0000465	Prab.g_00237	Prag.g_00240
OG0000466	Prab.g_00240	Prag.g_00243
OG0000467	Prab.g_00241	Prag.g_00244
OG0000468	Prab.g_00243	Prag.g_00245
OG0000469	Prab.g_00251	Prag.g_00253
OG0000470	Prab.g_00253	Prag.g_00255
OG0000471	Prab.g_00254	Prag.g_00256
OG0000472	Prab.g_00255	Prag.g_00257
OG0000473	Prab.g_00257	Prag.g_00259
OG0000474	Prab.g_00258	Prag.g_00260
OG0000475	Prab.g_00259	Prag.g_00261
OG0000476	Prab.g_00260	Prag.g_00262
OG0000477	Prab.g_00263	Prag.g_00266
OG0000478	Prab.g_00264	Prag.g_00267
OG0000479	Prab.g_00265	Prag.g_00268
OG0000480	Prab.g_00270	Prag.g_00273
OG0000481	Prab.g_00272	Prag.g_00275
OG0000482	Prab.g_00273	Prag.g_00276
OG0000483	Prab.g_00276	Prag.g_00279
OG0000484	Prab.g_00277	Prag.g_00280
OG0000485	Prab.g_00278	Prag.g_00281
OG0000486	Prab.g_00279	Prag.g_00282
OG0000487	Prab.g_00283	Prag.g_00286
OG0000488	Prab.g_00286	Prag.g_00289
OG0000489	Prab.g_00291	Prag.g_00294
OG0000490	Prab.g_00296	Prag.g_00299
OG0000491	Prab.g_00297	Prag.g_00300
OG0000492	Prab.g_00299	Prag.g_00302
OG0000493	Prab.g_00300	Prag.g_00303
OG0000494	Prab.g_00301	Prag.g_00304
OG0000495	Prab.g_00302	Prag.g_00305
OG0000496	Prab.g_00303	Prag.g_00306
OG0000497	Prab.g_00304	Prag.g_00307
OG0000498	Prab.g_00305	Prag.g_00308
OG0000499	Prab.g_00306	Prag.g_00309
OG0000500	Prab.g_00307	Prag.g_00310
OG0000501	Prab.g_00309	Prag.g_00312
OG0000502	Prab.g_00312	Prag.g_00315
OG0000503	Prab.g_00322	Prag.g_00329
OG0000504	Prab.g_00323	Prag.g_00330
OG0000505	Prab.g_00324	Prag.g_00331
OG0000506	Prab.g_00325	Prag.g_00333
OG0000507	Prab.g_00328	Prag.g_00336
OG0000508	Prab.g_00332	Prag.g_00339
OG0000509	Prab.g_00334	Prag.g_00341
OG0000510	Prab.g_00335	Prag.g_00342
OG0000511	Prab.g_00336	Prag.g_00343
OG0000512	Prab.g_00338	Prag.g_00345
OG0000513	Prab.g_00345	Prag.g_00352
OG0000514	Prab.g_00434	Prag.g_00410
OG0000515	Prab.g_00435	Prag.g_00411
OG0000516	Prab.g_00436	Prag.g_00412
OG0000517	Prab.g_00438	Prag.g_00414
OG0000518	Prab.g_00449	Prag.g_00425
OG0000519	Prab.g_00450	Prag.g_00426
OG0000520	Prab.g_00454	Prag.g_00427
OG0000521	Prab.g_00459	Prag.g_00432
OG0000522	Prab.g_00460	Prag.g_00434
OG0000523	Prab.g_00461	Prag.g_00435
OG0000524	Prab.g_00466	Prag.g_00440
OG0000525	Prab.g_00469	Prag.g_00443
OG0000526	Prab.g_00470	Prag.g_00444
OG0000527	Prab.g_00477	Prag.g_00452
OG0000528	Prab.g_00482	Prag.g_00457
OG0000529	Prab.g_00485	Prag.g_00460
OG0000530	Prab.g_00488	Prag.g_00463
OG0000531	Prab.g_00489	Prag.g_00464
OG0000532	Prab.g_00491	Prag.g_00466
OG0000533	Prab.g_00492	Prag.g_00467
OG0000534	Prab.g_00493	Prag.g_00468
OG0000535	Prab.g_00494	Prag.g_00469
OG0000536	Prab.g_00495	Prag.g_00470
OG0000537	Prab.g_00496	Prag.g_00471
OG0000538	Prab.g_00504	Prag.g_00479
OG0000539	Prab.g_00505	Prag.g_00480
OG0000540	Prab.g_00506	Prag.g_00481
OG0000541	Prab.g_00507	Prag.g_00482
OG0000542	Prab.g_00509	Prag.g_00484
OG0000543	Prab.g_00511	Prag.g_00486
OG0000544	Prab.g_00512	Prag.g_00487
OG0000545	Prab.g_00514	Prag.g_00489
OG0000546	Prab.g_00517	Prag.g_00492
OG0000547	Prab.g_00519	Prag.g_00494
OG0000548	Prab.g_00520	Prag.g_00495
OG0000549	Prab.g_00522	Prag.g_00497
OG0000550	Prab.g_00527	Prag.g_00502
OG0000551	Prab.g_00531	Prag.g_00506
OG0000552	Prab.g_00532	Prag.g_00507
OG0000553	Prab.g_00533	Prag.g_00508
OG0000554	Prab.g_00538	Prag.g_00513
OG0000555	Prab.g_00546	Prag.g_00521
OG0000556	Prab.g_00548	Prag.g_00523
OG0000557	Prab.g_00549	Prag.g_00524
OG0000558	Prab.g_00551	Prag.g_00526
OG0000559	Prab.g_00555	Prag.g_00530
OG0000560	Prab.g_00558	Prag.g_00533
OG0000561	Prab.g_00559	Prag.g_00534
