Orthogroup	Prab	Syaa
OG0000037	Prab.g_00100	Syaa.g_02384
OG0000038	Prab.g_01908	Syaa.g_02596
OG0000039	Prab.g_00691	Syaa.g_00846
OG0000040	Prab.g_01623	Syaa.g_01606
OG0000041	Prab.g_01715	Syaa.g_00660
OG0000042	Prab.g_01864	Syaa.g_00103
OG0000045	Prab.g_00360	Syaa.g_01560
OG0000047	Prab.g_00318	Syaa.g_02189
OG0000048	Prab.g_00411, Prab.g_00363	Syaa.g_02719, Syaa.g_00275
OG0000050	Prab.g_00394, Prab.g_01635, Prab.g_01645	Syaa.g_01591
OG0000051	Prab.g_01304	Syaa.g_01531
OG0000052	Prab.g_01423	Syaa.g_00174
OG0000053	Prab.g_01486	Syaa.g_01797
OG0000054	Prab.g_00610	Syaa.g_01691
OG0000055	Prab.g_00821	Syaa.g_00852
OG0000057	Prab.g_00703	Syaa.g_00889
OG0000058	Prab.g_01393	Syaa.g_00193
OG0000059	Prab.g_01754	Syaa.g_02315
OG0000060	Prab.g_00784	Syaa.g_01007
OG0000061	Prab.g_01219	Syaa.g_00770, Syaa.g_00469
OG0000063	Prab.g_00033	Syaa.g_00042
OG0000065	Prab.g_00098	Syaa.g_02380
OG0000066	Prab.g_00543	Syaa.g_01968
OG0000067	Prab.g_00840	Syaa.g_01154
OG0000068	Prab.g_01360	Syaa.g_02059
OG0000069	Prab.g_01585	Syaa.g_01256
OG0000070	Prab.g_00456	Syaa.g_00718
OG0000071	Prab.g_01637, Prab.g_01326	Syaa.g_00735
OG0000072	Prab.g_00162	Syaa.g_02480
OG0000073	Prab.g_00503	Syaa.g_02030
OG0000074	Prab.g_00687	Syaa.g_00372
OG0000075	Prab.g_01834	Syaa.g_00157
OG0000076	Prab.g_01857	Syaa.g_00123
OG0000077	Prab.g_00070	Syaa.g_00341
OG0000078	Prab.g_00229	Syaa.g_02103
OG0000079	Prab.g_00242	Syaa.g_00303
OG0000080	Prab.g_01404, Prab.g_01406	Syaa.g_00487
OG0000081	Prab.g_00535	Syaa.g_02089
OG0000082	Prab.g_00589	Syaa.g_01905
OG0000084	Prab.g_01462	Syaa.g_01770
OG0000085	Prab.g_01662	Syaa.g_00564
OG0000086	Prab.g_00080	Syaa.g_00324
OG0000087	Prab.g_00129	Syaa.g_02433
OG0000088	Prab.g_00157	Syaa.g_02474
OG0000089	Prab.g_00343	Syaa.g_02149
OG0000090	Prab.g_00537	Syaa.g_01980
OG0000091	Prab.g_00647	Syaa.g_01625
OG0000094	Prab.g_00948	Syaa.g_01288
OG0000097	Prab.g_01260	Syaa.g_00979
OG0000099	Prab.g_01394	Syaa.g_00202
OG0000100	Prab.g_01540	Syaa.g_01201
OG0000101	Prab.g_01802	Syaa.g_02249
OG0000102	Prab.g_01862	Syaa.g_00118
OG0000103	Prab.g_01942	Syaa.g_02740
OG0000104	Prab.g_01951	Syaa.g_02754
OG0000105	Prab.g_00262	Syaa.g_00270
OG0000106	Prab.g_00359	Syaa.g_01439
OG0000107	Prab.g_00375	Syaa.g_02351
OG0000108	Prab.g_00484	Syaa.g_02051
OG0000109	Prab.g_00498	Syaa.g_02036
OG0000110	Prab.g_00579	Syaa.g_01918
OG0000111	Prab.g_00704	Syaa.g_00888
OG0000112	Prab.g_00804	Syaa.g_01366
OG0000113	Prab.g_00862	Syaa.g_01196
OG0000114	Prab.g_01068	Syaa.g_01094
OG0000115	Prab.g_01156	Syaa.g_01795
OG0000116	Prab.g_01209	Syaa.g_00757
OG0000117	Prab.g_00717	Syaa.g_01009
OG0000118	Prab.g_01338	Syaa.g_01874
OG0000119	Prab.g_01356	Syaa.g_00785
OG0000120	Prab.g_01447	Syaa.g_00201
OG0000121	Prab.g_01468	Syaa.g_01777
OG0000122	Prab.g_01506	Syaa.g_01598
OG0000123	Prab.g_01809	Syaa.g_02242
OG0000124	Prab.g_01873	Syaa.g_00092
OG0000125	Prab.g_01910	Syaa.g_02598
OG0000126	Prab.g_01950	Syaa.g_02752
OG0000128	Prab.g_00011	Syaa.g_00012
OG0000129	Prab.g_00043	Syaa.g_02586
OG0000130	Prab.g_00061	Syaa.g_00354
OG0000131	Prab.g_00136	Syaa.g_02448
OG0000132	Prab.g_00155	Syaa.g_02472
OG0000133	Prab.g_00310	Syaa.g_01361
OG0000134	Prab.g_00344	Syaa.g_02146
OG0000135	Prab.g_00371	Syaa.g_02649
OG0000136	Prab.g_00444	Syaa.g_00708
OG0000137	Prab.g_00479	Syaa.g_01842
OG0000138	Prab.g_00499	Syaa.g_02035
OG0000139	Prab.g_00541	Syaa.g_01974
OG0000140	Prab.g_00542	Syaa.g_01971
OG0000141	Prab.g_00611	Syaa.g_01689
OG0000142	Prab.g_00640	Syaa.g_01633
OG0000143	Prab.g_00644	Syaa.g_01629
OG0000144	Prab.g_00657	Syaa.g_01446
OG0000145	Prab.g_00783	Syaa.g_02029
OG0000146	Prab.g_00805	Syaa.g_01367
OG0000147	Prab.g_00806	Syaa.g_01368
OG0000148	Prab.g_00856	Syaa.g_01190
OG0000149	Prab.g_00886	Syaa.g_00826
OG0000150	Prab.g_00894	Syaa.g_01688
OG0000151	Prab.g_01058	Syaa.g_01107
OG0000152	Prab.g_01010	Syaa.g_01357
OG0000153	Prab.g_00991	Syaa.g_01324
OG0000154	Prab.g_00955	Syaa.g_01298
OG0000155	Prab.g_01239	Syaa.g_00804
OG0000156	Prab.g_01315	Syaa.g_00751
OG0000157	Prab.g_01316	Syaa.g_00750
OG0000158	Prab.g_01379	Syaa.g_00148
OG0000160	Prab.g_01467	Syaa.g_01776
OG0000161	Prab.g_01473	Syaa.g_01782
OG0000162	Prab.g_01479	Syaa.g_01788
OG0000163	Prab.g_01513	Syaa.g_00624
OG0000164	Prab.g_01693	Syaa.g_00507
OG0000165	Prab.g_01700	Syaa.g_00681
OG0000166	Prab.g_01766	Syaa.g_02289
OG0000167	Prab.g_01832	Syaa.g_00160
OG0000168	Prab.g_01841	Syaa.g_00145
OG0000169	Prab.g_01851	Syaa.g_00134
OG0000170	Prab.g_01853	Syaa.g_00128
OG0000171	Prab.g_01872	Syaa.g_00093
OG0000172	Prab.g_01881	Syaa.g_00079
OG0000173	Prab.g_01896	Syaa.g_00060
OG0000174	Prab.g_01924	Syaa.g_02651
OG0000175	Prab.g_01934	Syaa.g_02726
OG0000176	Prab.g_00004	Syaa.g_00004
OG0000177	Prab.g_00005	Syaa.g_00005
OG0000178	Prab.g_00006	Syaa.g_00006
OG0000179	Prab.g_00016	Syaa.g_00023
OG0000180	Prab.g_00017	Syaa.g_00024
OG0000181	Prab.g_00018	Syaa.g_00025
OG0000182	Prab.g_00019	Syaa.g_00026
OG0000183	Prab.g_00023	Syaa.g_00030
OG0000184	Prab.g_00045	Syaa.g_02578
OG0000185	Prab.g_00048	Syaa.g_02575
OG0000186	Prab.g_00056	Syaa.g_00359
OG0000187	Prab.g_00057	Syaa.g_00358
OG0000188	Prab.g_00074	Syaa.g_00334
OG0000189	Prab.g_00087	Syaa.g_02367
OG0000190	Prab.g_00088	Syaa.g_02369
OG0000191	Prab.g_00108	Syaa.g_02404
OG0000192	Prab.g_00112	Syaa.g_02410
OG0000193	Prab.g_00137	Syaa.g_02449
OG0000194	Prab.g_00140	Syaa.g_02452
OG0000195	Prab.g_00142	Syaa.g_02459
OG0000196	Prab.g_00152	Syaa.g_02469
OG0000197	Prab.g_00153	Syaa.g_02470
OG0000198	Prab.g_00154	Syaa.g_02471
OG0000199	Prab.g_00161	Syaa.g_02479
OG0000200	Prab.g_00175	Syaa.g_02496
OG0000201	Prab.g_00183	Syaa.g_02521
OG0000202	Prab.g_00184	Syaa.g_02522
OG0000203	Prab.g_00185	Syaa.g_02523
OG0000204	Prab.g_00186	Syaa.g_02524
OG0000205	Prab.g_00193	Syaa.g_02531
OG0000206	Prab.g_00198	Syaa.g_02538
OG0000207	Prab.g_00200	Syaa.g_02540
OG0000208	Prab.g_00201	Syaa.g_02541
OG0000209	Prab.g_00210	Syaa.g_02556
OG0000210	Prab.g_00211	Syaa.g_02557
OG0000212	Prab.g_00230	Syaa.g_02102
OG0000213	Prab.g_00247	Syaa.g_00295
OG0000214	Prab.g_00256	Syaa.g_00279
OG0000215	Prab.g_00280	Syaa.g_00248
OG0000216	Prab.g_00282	Syaa.g_00244
OG0000217	Prab.g_00285	Syaa.g_00240
OG0000218	Prab.g_00287	Syaa.g_00238
OG0000219	Prab.g_00288	Syaa.g_00237
OG0000220	Prab.g_00289	Syaa.g_00236
OG0000221	Prab.g_00290	Syaa.g_00229
OG0000222	Prab.g_00298	Syaa.g_00215
OG0000223	Prab.g_00311	Syaa.g_00192
OG0000224	Prab.g_00313	Syaa.g_00183
OG0000225	Prab.g_00333	Syaa.g_02166
OG0000226	Prab.g_00337	Syaa.g_02162
OG0000227	Prab.g_00339	Syaa.g_02160
OG0000228	Prab.g_00342	Syaa.g_02150
OG0000229	Prab.g_00439	Syaa.g_00703
OG0000230	Prab.g_00441	Syaa.g_00705
OG0000231	Prab.g_00455	Syaa.g_00717
OG0000232	Prab.g_00463	Syaa.g_01858
OG0000233	Prab.g_00468	Syaa.g_01853
OG0000234	Prab.g_00480	Syaa.g_01841
OG0000235	Prab.g_00483	Syaa.g_02052
OG0000236	Prab.g_00497	Syaa.g_02037
OG0000237	Prab.g_00510	Syaa.g_02020
OG0000238	Prab.g_00516	Syaa.g_02015
OG0000239	Prab.g_00529	Syaa.g_01996
OG0000240	Prab.g_00530	Syaa.g_01995
OG0000241	Prab.g_00534	Syaa.g_01644
OG0000242	Prab.g_00536	Syaa.g_01982
OG0000243	Prab.g_00547	Syaa.g_01960
OG0000244	Prab.g_00550	Syaa.g_01954
OG0000245	Prab.g_00552	Syaa.g_01952
OG0000246	Prab.g_00556	Syaa.g_01948
OG0000247	Prab.g_00566	Syaa.g_01937
OG0000248	Prab.g_00569	Syaa.g_01934
OG0000249	Prab.g_00571	Syaa.g_01932
OG0000250	Prab.g_00576	Syaa.g_01922
OG0000251	Prab.g_00595	Syaa.g_01897
OG0000252	Prab.g_00598	Syaa.g_01894
OG0000253	Prab.g_00599	Syaa.g_01893
OG0000254	Prab.g_00615	Syaa.g_01684
OG0000255	Prab.g_00621	Syaa.g_01668
OG0000256	Prab.g_00632	Syaa.g_01651
OG0000257	Prab.g_00635	Syaa.g_01645
OG0000258	Prab.g_00648	Syaa.g_01624
OG0000259	Prab.g_00665	Syaa.g_01063
OG0000260	Prab.g_00668	Syaa.g_01066
OG0000261	Prab.g_00670	Syaa.g_01069
OG0000262	Prab.g_00674	Syaa.g_01074
OG0000263	Prab.g_00686	Syaa.g_00989
OG0000264	Prab.g_00696	Syaa.g_00910
OG0000265	Prab.g_00723	Syaa.g_00931, Syaa.g_01498
OG0000266	Prab.g_00733	Syaa.g_01257, Syaa.g_01258
OG0000267	Prab.g_00744	Syaa.g_01409
OG0000268	Prab.g_00745	Syaa.g_01408
OG0000269	Prab.g_00835	Syaa.g_01149
OG0000270	Prab.g_00838	Syaa.g_01152
OG0000271	Prab.g_00846	Syaa.g_01160
OG0000272	Prab.g_00847	Syaa.g_01161
OG0000273	Prab.g_00870	Syaa.g_00844
OG0000274	Prab.g_00871	Syaa.g_00843
OG0000275	Prab.g_00873	Syaa.g_00840
OG0000276	Prab.g_00878	Syaa.g_00834
OG0000277	Prab.g_00879	Syaa.g_00833
OG0000278	Prab.g_00882	Syaa.g_00830
OG0000279	Prab.g_00889	Syaa.g_00822
OG0000280	Prab.g_00890	Syaa.g_00815
OG0000282	Prab.g_01066	Syaa.g_01096
OG0000283	Prab.g_01033	Syaa.g_01396
OG0000284	Prab.g_01028	Syaa.g_01390
OG0000285	Prab.g_01023	Syaa.g_01377
OG0000286	Prab.g_01011	Syaa.g_01358
OG0000288	Prab.g_00956	Syaa.g_01299
OG0000289	Prab.g_00945	Syaa.g_01285
OG0000290	Prab.g_00932	Syaa.g_00875
OG0000291	Prab.g_00930	Syaa.g_00877
OG0000292	Prab.g_01144	Syaa.g_02751
OG0000293	Prab.g_01210	Syaa.g_00758
OG0000294	Prab.g_01211	Syaa.g_00759
OG0000295	Prab.g_01231	Syaa.g_00796
OG0000296	Prab.g_01233	Syaa.g_00798
OG0000297	Prab.g_01241	Syaa.g_01021
OG0000298	Prab.g_01242	Syaa.g_01010
OG0000299	Prab.g_01259	Syaa.g_00982
OG0000300	Prab.g_01262	Syaa.g_00976
OG0000301	Prab.g_01263	Syaa.g_00975
OG0000302	Prab.g_01265	Syaa.g_00972
OG0000303	Prab.g_01272	Syaa.g_00963
OG0000304	Prab.g_01276	Syaa.g_00957
OG0000305	Prab.g_01353	Syaa.g_00881
OG0000306	Prab.g_01355	Syaa.g_00807
OG0000307	Prab.g_01369	Syaa.g_02068
OG0000308	Prab.g_01370	Syaa.g_02070
OG0000309	Prab.g_01374	Syaa.g_02075
OG0000310	Prab.g_01451	Syaa.g_01752
OG0000311	Prab.g_01453	Syaa.g_01757
OG0000312	Prab.g_01456	Syaa.g_01762
OG0000313	Prab.g_01470	Syaa.g_01779
OG0000314	Prab.g_01493	Syaa.g_01806
OG0000315	Prab.g_01503	Syaa.g_01816
OG0000316	Prab.g_01523	Syaa.g_00598
OG0000317	Prab.g_01667	Syaa.g_00556
OG0000318	Prab.g_01670	Syaa.g_00550
OG0000319	Prab.g_01683	Syaa.g_00532
OG0000320	Prab.g_01685	Syaa.g_00530
OG0000321	Prab.g_01686	Syaa.g_00529
OG0000322	Prab.g_01687	Syaa.g_00528
OG0000323	Prab.g_01696	Syaa.g_00496
OG0000324	Prab.g_01722	Syaa.g_00653
OG0000325	Prab.g_01732	Syaa.g_02350
OG0000326	Prab.g_01738	Syaa.g_02343
OG0000327	Prab.g_01761	Syaa.g_02294
OG0000328	Prab.g_01762	Syaa.g_02293
OG0000329	Prab.g_01779	Syaa.g_02275
OG0000330	Prab.g_01780	Syaa.g_02274
OG0000331	Prab.g_01781	Syaa.g_02273
OG0000332	Prab.g_01795	Syaa.g_02258
OG0000333	Prab.g_01797	Syaa.g_02255
OG0000334	Prab.g_01805	Syaa.g_02246
OG0000335	Prab.g_01810	Syaa.g_02241
OG0000336	Prab.g_01814	Syaa.g_02237
OG0000337	Prab.g_01830	Syaa.g_00167
OG0000338	Prab.g_01831	Syaa.g_00162
OG0000339	Prab.g_01835	Syaa.g_00156
OG0000340	Prab.g_01842	Syaa.g_00144
OG0000341	Prab.g_01844	Syaa.g_00142
OG0000342	Prab.g_01845	Syaa.g_00141
OG0000343	Prab.g_01846	Syaa.g_00140
OG0000344	Prab.g_01849	Syaa.g_00136
OG0000345	Prab.g_01854	Syaa.g_00127
OG0000346	Prab.g_01858	Syaa.g_00122
OG0000347	Prab.g_01874	Syaa.g_00088
OG0000348	Prab.g_01884	Syaa.g_00071
OG0000349	Prab.g_01901	Syaa.g_00053
OG0000350	Prab.g_01920	Syaa.g_02336
OG0000351	Prab.g_01937	Syaa.g_02730
OG0000352	Prab.g_01938	Syaa.g_02731
OG0000353	Prab.g_01954	Syaa.g_02757
OG0000355	Prab.g_00001	Syaa.g_00001
OG0000356	Prab.g_00002	Syaa.g_00002
OG0000357	Prab.g_00003	Syaa.g_00003
OG0000358	Prab.g_00007	Syaa.g_00007
OG0000359	Prab.g_00008	Syaa.g_00009
OG0000360	Prab.g_00009	Syaa.g_00010
OG0000361	Prab.g_00010	Syaa.g_00011
OG0000362	Prab.g_00012	Syaa.g_00013
OG0000363	Prab.g_00014	Syaa.g_00015
OG0000364	Prab.g_00015	Syaa.g_00016
OG0000365	Prab.g_00020	Syaa.g_00027
OG0000366	Prab.g_00021	Syaa.g_00028
OG0000367	Prab.g_00022	Syaa.g_00029
OG0000368	Prab.g_00024	Syaa.g_00031
OG0000369	Prab.g_00025	Syaa.g_00032
OG0000370	Prab.g_00026	Syaa.g_00033
OG0000371	Prab.g_00032	Syaa.g_00041
OG0000372	Prab.g_00035	Syaa.g_00046
OG0000373	Prab.g_00036	Syaa.g_00047
OG0000374	Prab.g_00037	Syaa.g_00048
OG0000375	Prab.g_00039	Syaa.g_00049
OG0000376	Prab.g_00041	Syaa.g_00051
OG0000377	Prab.g_00044	Syaa.g_02585
OG0000378	Prab.g_00046	Syaa.g_02577
OG0000379	Prab.g_00049	Syaa.g_02574
OG0000380	Prab.g_00058	Syaa.g_00357
OG0000381	Prab.g_00062	Syaa.g_00353
OG0000382	Prab.g_00073	Syaa.g_00335
OG0000383	Prab.g_00075	Syaa.g_00333
OG0000384	Prab.g_00076	Syaa.g_00332
OG0000385	Prab.g_00077	Syaa.g_00331
OG0000386	Prab.g_00078	Syaa.g_00330
OG0000387	Prab.g_00090	Syaa.g_02371
OG0000388	Prab.g_00093	Syaa.g_02375
OG0000389	Prab.g_00097	Syaa.g_02379
OG0000390	Prab.g_00104	Syaa.g_02398
OG0000391	Prab.g_00107	Syaa.g_02403
OG0000392	Prab.g_00111	Syaa.g_02409
OG0000393	Prab.g_00113	Syaa.g_02412
OG0000394	Prab.g_00114	Syaa.g_02413
OG0000395	Prab.g_00115	Syaa.g_02414
OG0000396	Prab.g_00117	Syaa.g_02417
OG0000397	Prab.g_00119	Syaa.g_02419
OG0000398	Prab.g_00121	Syaa.g_02424
OG0000399	Prab.g_00122	Syaa.g_02425
OG0000400	Prab.g_00123	Syaa.g_02426
OG0000401	Prab.g_00124	Syaa.g_02427
OG0000402	Prab.g_00126	Syaa.g_02429
OG0000403	Prab.g_00127	Syaa.g_02430
OG0000404	Prab.g_00128	Syaa.g_02431
OG0000405	Prab.g_00132	Syaa.g_02446
OG0000406	Prab.g_00138	Syaa.g_02450
OG0000407	Prab.g_00139	Syaa.g_02451
OG0000408	Prab.g_00141	Syaa.g_02458
OG0000409	Prab.g_00143	Syaa.g_02460
OG0000410	Prab.g_00144	Syaa.g_02461
OG0000411	Prab.g_00145	Syaa.g_02462
OG0000412	Prab.g_00146	Syaa.g_02463
OG0000413	Prab.g_00147	Syaa.g_02465
OG0000415	Prab.g_00149	Syaa.g_02466
OG0000416	Prab.g_00150	Syaa.g_02467
OG0000417	Prab.g_00151	Syaa.g_02468
OG0000418	Prab.g_00156	Syaa.g_02473
OG0000419	Prab.g_00158	Syaa.g_02475
OG0000420	Prab.g_00159	Syaa.g_02477
OG0000421	Prab.g_00164	Syaa.g_02482
OG0000422	Prab.g_00165	Syaa.g_02483
OG0000423	Prab.g_00166	Syaa.g_02484
OG0000424	Prab.g_00167	Syaa.g_02485
OG0000425	Prab.g_00168	Syaa.g_02486
OG0000426	Prab.g_00169	Syaa.g_02487
OG0000427	Prab.g_00170	Syaa.g_02488
OG0000428	Prab.g_00172	Syaa.g_02491
OG0000429	Prab.g_00173	Syaa.g_02493
OG0000430	Prab.g_00174	Syaa.g_02495
OG0000431	Prab.g_00176	Syaa.g_02498
OG0000432	Prab.g_00179	Syaa.g_02504
OG0000433	Prab.g_00180	Syaa.g_02513
OG0000434	Prab.g_00181	Syaa.g_02514
OG0000435	Prab.g_00182	Syaa.g_02516
OG0000436	Prab.g_00187	Syaa.g_02525
OG0000437	Prab.g_00188	Syaa.g_02526
OG0000438	Prab.g_00189	Syaa.g_02527
OG0000439	Prab.g_00191	Syaa.g_02529
OG0000440	Prab.g_00192	Syaa.g_02530
OG0000441	Prab.g_00195	Syaa.g_02534
OG0000442	Prab.g_00196	Syaa.g_02535
OG0000443	Prab.g_00197	Syaa.g_02536
OG0000444	Prab.g_00202	Syaa.g_02542
OG0000445	Prab.g_00203	Syaa.g_02543
OG0000446	Prab.g_00204	Syaa.g_02545
OG0000447	Prab.g_00205	Syaa.g_02548
OG0000448	Prab.g_00206	Syaa.g_02549
OG0000449	Prab.g_00207	Syaa.g_02550
OG0000450	Prab.g_00208	Syaa.g_02553
OG0000451	Prab.g_00209	Syaa.g_02554
OG0000452	Prab.g_00212	Syaa.g_02558
OG0000453	Prab.g_00213	Syaa.g_02559
OG0000454	Prab.g_00214	Syaa.g_02560
OG0000455	Prab.g_00215	Syaa.g_02561
OG0000456	Prab.g_00216	Syaa.g_02562
OG0000457	Prab.g_00217	Syaa.g_02564
OG0000458	Prab.g_00218	Syaa.g_02565
OG0000459	Prab.g_00219	Syaa.g_02566
OG0000460	Prab.g_00226	Syaa.g_02111
OG0000461	Prab.g_00232	Syaa.g_00318
OG0000462	Prab.g_00234	Syaa.g_00315
OG0000463	Prab.g_00235	Syaa.g_00314
OG0000464	Prab.g_00236	Syaa.g_00313
OG0000465	Prab.g_00237	Syaa.g_00311
OG0000466	Prab.g_00240	Syaa.g_00306
OG0000467	Prab.g_00241	Syaa.g_00304
OG0000468	Prab.g_00243	Syaa.g_00299
OG0000469	Prab.g_00251	Syaa.g_00285
OG0000470	Prab.g_00253	Syaa.g_00283
OG0000471	Prab.g_00254	Syaa.g_00282
OG0000472	Prab.g_00255	Syaa.g_00280
OG0000473	Prab.g_00257	Syaa.g_00278
OG0000474	Prab.g_00258	Syaa.g_00277
OG0000475	Prab.g_00259	Syaa.g_00276
OG0000476	Prab.g_00260	Syaa.g_00274
OG0000477	Prab.g_00263	Syaa.g_00268
OG0000478	Prab.g_00264	Syaa.g_00267
OG0000479	Prab.g_00265	Syaa.g_00266
OG0000480	Prab.g_00270	Syaa.g_00259
OG0000481	Prab.g_00272	Syaa.g_00257
OG0000482	Prab.g_00273	Syaa.g_00256
OG0000483	Prab.g_00276	Syaa.g_00252
OG0000484	Prab.g_00277	Syaa.g_00251
OG0000485	Prab.g_00278	Syaa.g_00250
OG0000486	Prab.g_00279	Syaa.g_00249
OG0000487	Prab.g_00283	Syaa.g_00243
OG0000488	Prab.g_00286	Syaa.g_00239
OG0000489	Prab.g_00291	Syaa.g_00228
OG0000490	Prab.g_00296	Syaa.g_00220
OG0000491	Prab.g_00297	Syaa.g_00218
OG0000492	Prab.g_00299	Syaa.g_00214
OG0000493	Prab.g_00300	Syaa.g_00213
OG0000494	Prab.g_00301	Syaa.g_00212
OG0000495	Prab.g_00302	Syaa.g_00211
OG0000496	Prab.g_00303	Syaa.g_00210
OG0000497	Prab.g_00304	Syaa.g_00209
OG0000498	Prab.g_00305	Syaa.g_00208
OG0000499	Prab.g_00306	Syaa.g_00207
OG0000500	Prab.g_00307	Syaa.g_00206
OG0000501	Prab.g_00309	Syaa.g_00203
OG0000502	Prab.g_00312	Syaa.g_00190
OG0000503	Prab.g_00322	Syaa.g_02182
OG0000504	Prab.g_00323	Syaa.g_02180
OG0000505	Prab.g_00324	Syaa.g_02179
OG0000506	Prab.g_00325	Syaa.g_02177
OG0000507	Prab.g_00328	Syaa.g_02171
OG0000508	Prab.g_00332	Syaa.g_02167
OG0000509	Prab.g_00334	Syaa.g_02165
OG0000510	Prab.g_00335	Syaa.g_02164
OG0000511	Prab.g_00336	Syaa.g_02163
OG0000512	Prab.g_00338	Syaa.g_02161
OG0000513	Prab.g_00345	Syaa.g_02145
OG0000514	Prab.g_00434	Syaa.g_02118
OG0000515	Prab.g_00435	Syaa.g_02117
OG0000516	Prab.g_00436	Syaa.g_00698
OG0000517	Prab.g_00438	Syaa.g_00702
OG0000518	Prab.g_00449	Syaa.g_00714
OG0000519	Prab.g_00450	Syaa.g_00715
OG0000520	Prab.g_00454	Syaa.g_00716
OG0000521	Prab.g_00459	Syaa.g_01864
OG0000522	Prab.g_00460	Syaa.g_01862
OG0000523	Prab.g_00461	Syaa.g_01859
OG0000524	Prab.g_00466	Syaa.g_01856
OG0000525	Prab.g_00469	Syaa.g_01851
OG0000526	Prab.g_00470	Syaa.g_01848
OG0000527	Prab.g_00477	Syaa.g_01844
OG0000528	Prab.g_00482	Syaa.g_02054
OG0000529	Prab.g_00485	Syaa.g_02050
OG0000530	Prab.g_00488	Syaa.g_02047
OG0000531	Prab.g_00489	Syaa.g_02046
OG0000532	Prab.g_00491	Syaa.g_02043
OG0000533	Prab.g_00492	Syaa.g_02042
OG0000534	Prab.g_00493	Syaa.g_02041
OG0000535	Prab.g_00494	Syaa.g_02040
OG0000536	Prab.g_00495	Syaa.g_02039
OG0000537	Prab.g_00496	Syaa.g_02038
OG0000538	Prab.g_00504	Syaa.g_02027
OG0000539	Prab.g_00505	Syaa.g_02026
OG0000540	Prab.g_00506	Syaa.g_02025
OG0000541	Prab.g_00507	Syaa.g_02024
OG0000542	Prab.g_00509	Syaa.g_02021
OG0000543	Prab.g_00511	Syaa.g_02019
OG0000544	Prab.g_00512	Syaa.g_02018
OG0000545	Prab.g_00514	Syaa.g_02016
OG0000546	Prab.g_00517	Syaa.g_02014
OG0000547	Prab.g_00519	Syaa.g_02012
OG0000548	Prab.g_00520	Syaa.g_02011
OG0000549	Prab.g_00522	Syaa.g_02003
OG0000550	Prab.g_00527	Syaa.g_01998
OG0000551	Prab.g_00531	Syaa.g_01993
OG0000552	Prab.g_00532	Syaa.g_01992
OG0000553	Prab.g_00533	Syaa.g_01990
OG0000554	Prab.g_00538	Syaa.g_01979
OG0000555	Prab.g_00546	Syaa.g_01961
OG0000556	Prab.g_00548	Syaa.g_01957
OG0000557	Prab.g_00549	Syaa.g_01955
OG0000558	Prab.g_00551	Syaa.g_01953
OG0000559	Prab.g_00555	Syaa.g_01949
OG0000560	Prab.g_00558	Syaa.g_01946
OG0000561	Prab.g_00559	Syaa.g_01945
OG0000562	Prab.g_00560	Syaa.g_01944
OG0000563	Prab.g_00561	Syaa.g_01943
OG0000564	Prab.g_00562	Syaa.g_01942
OG0000565	Prab.g_00565	Syaa.g_01939
OG0000566	Prab.g_00568	Syaa.g_01935
OG0000567	Prab.g_00572	Syaa.g_01931
OG0000568	Prab.g_00573	Syaa.g_01928
OG0000569	Prab.g_00574	Syaa.g_01925
OG0000570	Prab.g_00575	Syaa.g_01924
