Orthogroup	Prab	Syag
OG0000336	Prab.g_01814	Syag.g_02786
OG0000337	Prab.g_01830	Syag.g_02445
OG0000338	Prab.g_01831	Syag.g_02440
OG0000340	Prab.g_01842	Syag.g_02416
OG0000341	Prab.g_01844	Syag.g_02414
OG0000342	Prab.g_01845	Syag.g_02413
OG0000343	Prab.g_01846	Syag.g_02411
OG0000344	Prab.g_01849	Syag.g_02407
OG0000345	Prab.g_01854	Syag.g_02397
OG0000346	Prab.g_01858	Syag.g_02392
OG0000347	Prab.g_01874	Syag.g_02366
OG0000348	Prab.g_01884	Syag.g_02357
OG0000349	Prab.g_01901	Syag.g_02330
OG0000350	Prab.g_01920	Syag.g_02705
OG0000351	Prab.g_01937	Syag.g_02244
OG0000352	Prab.g_01938	Syag.g_02245
OG0000353	Prab.g_01954	Syag.g_02271
OG0000355	Prab.g_00001	Syag.g_02273
OG0000356	Prab.g_00002	Syag.g_02274
OG0000357	Prab.g_00003	Syag.g_02275
OG0000358	Prab.g_00007	Syag.g_02279
OG0000359	Prab.g_00008	Syag.g_02281
OG0000360	Prab.g_00009	Syag.g_02282
OG0000361	Prab.g_00010	Syag.g_02283
OG0000362	Prab.g_00012	Syag.g_02285
OG0000363	Prab.g_00014	Syag.g_02287
OG0000364	Prab.g_00015	Syag.g_02288
OG0000365	Prab.g_00020	Syag.g_02297
OG0000366	Prab.g_00021	Syag.g_02298
OG0000367	Prab.g_00022	Syag.g_02299
OG0000368	Prab.g_00024	Syag.g_02301
OG0000369	Prab.g_00025	Syag.g_02302
OG0000370	Prab.g_00026	Syag.g_02303
OG0000371	Prab.g_00032	Syag.g_02312
OG0000372	Prab.g_00035	Syag.g_02317
OG0000373	Prab.g_00036	Syag.g_02318
OG0000374	Prab.g_00037	Syag.g_02319
OG0000375	Prab.g_00039	Syag.g_02326
OG0000376	Prab.g_00041	Syag.g_02328
OG0000377	Prab.g_00044	Syag.g_02119
OG0000378	Prab.g_00046	Syag.g_02099
OG0000379	Prab.g_00049	Syag.g_02091
OG0000380	Prab.g_00058	Syag.g_01817
OG0000381	Prab.g_00062	Syag.g_01820
OG0000382	Prab.g_00073	Syag.g_01838
OG0000383	Prab.g_00075	Syag.g_01843
OG0000384	Prab.g_00076	Syag.g_01844
OG0000385	Prab.g_00077	Syag.g_01845
OG0000386	Prab.g_00078	Syag.g_01846
OG0000387	Prab.g_00090	Syag.g_01876
OG0000388	Prab.g_00093	Syag.g_01880
OG0000389	Prab.g_00097	Syag.g_01884
OG0000390	Prab.g_00104	Syag.g_01903
OG0000391	Prab.g_00107	Syag.g_01908
OG0000392	Prab.g_00111	Syag.g_01914
OG0000393	Prab.g_00113	Syag.g_01917
OG0000394	Prab.g_00114	Syag.g_01918
OG0000395	Prab.g_00115	Syag.g_01919
OG0000396	Prab.g_00117	Syag.g_01922
OG0000397	Prab.g_00119	Syag.g_01924
OG0000398	Prab.g_00121	Syag.g_01929
OG0000399	Prab.g_00122	Syag.g_01930
OG0000400	Prab.g_00123	Syag.g_01931
OG0000401	Prab.g_00124	Syag.g_01932
OG0000402	Prab.g_00126	Syag.g_01934
OG0000403	Prab.g_00127	Syag.g_01935
OG0000404	Prab.g_00128	Syag.g_01937
OG0000405	Prab.g_00132	Syag.g_01949
OG0000406	Prab.g_00138	Syag.g_01953
OG0000407	Prab.g_00139	Syag.g_01954
OG0000408	Prab.g_00141	Syag.g_01956
OG0000409	Prab.g_00143	Syag.g_01958
OG0000410	Prab.g_00144	Syag.g_01959
OG0000411	Prab.g_00145	Syag.g_01960
OG0000412	Prab.g_00146	Syag.g_01961
OG0000413	Prab.g_00147	Syag.g_01963
OG0000414	Prab.g_00148	Syag.g_01964
OG0000415	Prab.g_00149	Syag.g_01965
OG0000416	Prab.g_00150	Syag.g_01966
OG0000417	Prab.g_00151	Syag.g_01967
OG0000418	Prab.g_00156	Syag.g_01973
OG0000419	Prab.g_00158	Syag.g_01975
OG0000420	Prab.g_00159	Syag.g_01977
OG0000421	Prab.g_00164	Syag.g_01982
OG0000422	Prab.g_00165	Syag.g_01983
OG0000423	Prab.g_00166	Syag.g_01984
OG0000424	Prab.g_00167	Syag.g_01985
OG0000425	Prab.g_00168	Syag.g_01986
OG0000426	Prab.g_00169	Syag.g_01987
OG0000427	Prab.g_00170	Syag.g_01988
OG0000428	Prab.g_00172	Syag.g_01991
OG0000429	Prab.g_00173	Syag.g_01993
OG0000430	Prab.g_00174	Syag.g_01995
OG0000431	Prab.g_00176	Syag.g_01998
OG0000432	Prab.g_00179	Syag.g_02007
OG0000433	Prab.g_00180	Syag.g_02009
OG0000434	Prab.g_00181	Syag.g_02010
OG0000435	Prab.g_00182	Syag.g_02017
OG0000436	Prab.g_00187	Syag.g_02028
OG0000437	Prab.g_00188	Syag.g_02029
OG0000438	Prab.g_00189	Syag.g_02031
OG0000439	Prab.g_00191	Syag.g_02033
OG0000440	Prab.g_00192	Syag.g_02034
OG0000441	Prab.g_00195	Syag.g_02041
OG0000442	Prab.g_00196	Syag.g_02044
OG0000443	Prab.g_00197	Syag.g_02046
OG0000444	Prab.g_00202	Syag.g_02053
OG0000445	Prab.g_00203	Syag.g_02054
OG0000446	Prab.g_00204	Syag.g_02056
OG0000447	Prab.g_00205	Syag.g_02059
OG0000448	Prab.g_00206	Syag.g_02060
OG0000449	Prab.g_00207	Syag.g_02061
OG0000450	Prab.g_00208	Syag.g_02066
OG0000451	Prab.g_00209	Syag.g_02067
OG0000452	Prab.g_00212	Syag.g_02071
OG0000453	Prab.g_00213	Syag.g_02072
OG0000454	Prab.g_00214	Syag.g_02073
OG0000455	Prab.g_00215	Syag.g_02074
OG0000456	Prab.g_00216	Syag.g_02075
OG0000457	Prab.g_00217	Syag.g_02077
OG0000458	Prab.g_00218	Syag.g_02080
OG0000459	Prab.g_00219	Syag.g_02081
OG0000460	Prab.g_00226	Syag.g_01786
OG0000461	Prab.g_00232	Syag.g_02675
OG0000462	Prab.g_00234	Syag.g_02672
OG0000463	Prab.g_00235	Syag.g_02671
OG0000464	Prab.g_00236	Syag.g_02670
OG0000465	Prab.g_00237	Syag.g_02668
OG0000466	Prab.g_00240	Syag.g_02662
OG0000467	Prab.g_00241	Syag.g_02660
OG0000468	Prab.g_00243	Syag.g_02636
OG0000469	Prab.g_00251	Syag.g_02621
OG0000470	Prab.g_00253	Syag.g_02619
OG0000471	Prab.g_00254	Syag.g_02618
OG0000472	Prab.g_00255	Syag.g_02616
OG0000473	Prab.g_00257	Syag.g_02614
OG0000474	Prab.g_00258	Syag.g_02613
OG0000475	Prab.g_00259	Syag.g_02612
OG0000476	Prab.g_00260	Syag.g_02610
OG0000477	Prab.g_00263	Syag.g_02604
OG0000478	Prab.g_00264	Syag.g_02603
OG0000479	Prab.g_00265	Syag.g_02602
OG0000480	Prab.g_00270	Syag.g_02595
OG0000481	Prab.g_00272	Syag.g_02593
OG0000482	Prab.g_00273	Syag.g_02592
OG0000483	Prab.g_00276	Syag.g_02588
OG0000484	Prab.g_00277	Syag.g_02587
OG0000485	Prab.g_00278	Syag.g_02586
OG0000486	Prab.g_00279	Syag.g_02585
OG0000487	Prab.g_00283	Syag.g_02579
OG0000488	Prab.g_00286	Syag.g_02575
OG0000489	Prab.g_00291	Syag.g_02565
OG0000490	Prab.g_00296	Syag.g_02553
OG0000491	Prab.g_00297	Syag.g_02551
OG0000492	Prab.g_00299	Syag.g_02549
OG0000493	Prab.g_00300	Syag.g_02548
OG0000494	Prab.g_00301	Syag.g_02547
OG0000495	Prab.g_00302	Syag.g_02546
OG0000496	Prab.g_00303	Syag.g_02545
OG0000497	Prab.g_00304	Syag.g_02544
OG0000498	Prab.g_00305	Syag.g_02543
OG0000499	Prab.g_00306	Syag.g_02542
OG0000500	Prab.g_00307	Syag.g_02541
OG0000501	Prab.g_00309	Syag.g_02538
OG0000502	Prab.g_00312	Syag.g_02467
OG0000503	Prab.g_00322	Syag.g_02843
OG0000504	Prab.g_00323	Syag.g_02845
OG0000505	Prab.g_00324	Syag.g_02846
OG0000506	Prab.g_00325	Syag.g_02849
OG0000507	Prab.g_00328	Syag.g_02855
OG0000508	Prab.g_00332	Syag.g_02860
OG0000509	Prab.g_00334	Syag.g_02862
OG0000510	Prab.g_00335	Syag.g_02863
OG0000511	Prab.g_00336	Syag.g_02864
OG0000512	Prab.g_00338	Syag.g_02866
OG0000513	Prab.g_00345	Syag.g_00009
OG0000514	Prab.g_00434	Syag.g_00018
OG0000515	Prab.g_00435	Syag.g_00019
OG0000516	Prab.g_00436	Syag.g_00025
OG0000517	Prab.g_00438	Syag.g_00032
OG0000518	Prab.g_00449	Syag.g_00044
OG0000519	Prab.g_00450	Syag.g_00045
OG0000520	Prab.g_00454	Syag.g_00046
OG0000521	Prab.g_00459	Syag.g_00054
OG0000522	Prab.g_00460	Syag.g_00056
OG0000523	Prab.g_00461	Syag.g_00057
OG0000524	Prab.g_00466	Syag.g_01327
OG0000525	Prab.g_00469	Syag.g_01345
OG0000526	Prab.g_00470	Syag.g_01348
OG0000527	Prab.g_00477	Syag.g_01354
OG0000528	Prab.g_00482	Syag.g_01532
OG0000529	Prab.g_00485	Syag.g_01527
OG0000530	Prab.g_00488	Syag.g_01524
OG0000531	Prab.g_00489	Syag.g_01523
OG0000532	Prab.g_00491	Syag.g_01520
OG0000533	Prab.g_00492	Syag.g_01518
OG0000534	Prab.g_00493	Syag.g_01517
OG0000535	Prab.g_00494	Syag.g_01516
OG0000536	Prab.g_00495	Syag.g_01515
OG0000537	Prab.g_00496	Syag.g_01514
OG0000538	Prab.g_00504	Syag.g_01502
OG0000539	Prab.g_00505	Syag.g_01501
OG0000540	Prab.g_00506	Syag.g_01500
OG0000541	Prab.g_00507	Syag.g_01499
OG0000542	Prab.g_00509	Syag.g_01496
OG0000543	Prab.g_00511	Syag.g_01494
OG0000544	Prab.g_00512	Syag.g_01493
OG0000545	Prab.g_00514	Syag.g_01491
OG0000546	Prab.g_00517	Syag.g_01489
OG0000547	Prab.g_00519	Syag.g_01487
OG0000548	Prab.g_00520	Syag.g_01486
OG0000549	Prab.g_00522	Syag.g_01480
OG0000550	Prab.g_00527	Syag.g_01474
OG0000551	Prab.g_00531	Syag.g_01470
OG0000552	Prab.g_00532	Syag.g_01469
OG0000553	Prab.g_00533	Syag.g_01464
OG0000554	Prab.g_00538	Syag.g_01453
OG0000555	Prab.g_00546	Syag.g_00075
OG0000556	Prab.g_00548	Syag.g_00257
OG0000557	Prab.g_00549	Syag.g_00267
OG0000558	Prab.g_00551	Syag.g_00269
OG0000559	Prab.g_00555	Syag.g_00273
OG0000560	Prab.g_00558	Syag.g_00276
OG0000561	Prab.g_00559	Syag.g_00277
OG0000562	Prab.g_00560	Syag.g_00278
OG0000563	Prab.g_00561	Syag.g_00279
OG0000564	Prab.g_00562	Syag.g_00280
OG0000565	Prab.g_00565	Syag.g_00284
OG0000566	Prab.g_00568	Syag.g_00288
OG0000567	Prab.g_00572	Syag.g_00292
OG0000568	Prab.g_00573	Syag.g_00295
OG0000569	Prab.g_00574	Syag.g_00296
OG0000570	Prab.g_00575	Syag.g_00297
OG0000571	Prab.g_00577	Syag.g_00301
OG0000572	Prab.g_00590	Syag.g_00251, Syag.g_00320
OG0000573	Prab.g_00596	Syag.g_00329
OG0000574	Prab.g_00597	Syag.g_00330
OG0000575	Prab.g_00601	Syag.g_00335
OG0000576	Prab.g_00603	Syag.g_00337
OG0000577	Prab.g_00604	Syag.g_00338
OG0000578	Prab.g_00605	Syag.g_00339
OG0000579	Prab.g_00606	Syag.g_00340
OG0000580	Prab.g_00607	Syag.g_00341
OG0000581	Prab.g_00609	Syag.g_00348
OG0000582	Prab.g_00612	Syag.g_00353
OG0000583	Prab.g_00613	Syag.g_00354
OG0000584	Prab.g_00614	Syag.g_00355
OG0000585	Prab.g_00616	Syag.g_00357
OG0000586	Prab.g_00617	Syag.g_00358
OG0000587	Prab.g_00618	Syag.g_00360
OG0000588	Prab.g_00622	Syag.g_00371
OG0000589	Prab.g_00625	Syag.g_00375
OG0000590	Prab.g_00626	Syag.g_00376
OG0000591	Prab.g_00630	Syag.g_00383
OG0000592	Prab.g_00631	Syag.g_00384
