Orthogroup	Prab	Prav
OG0000062	Prab.g_01544	Prav.g_01551, Prav.g_01338, Prav.g_01656
OG0000063	Prab.g_00033	Prav.g_00101
OG0000065	Prab.g_00098	Prav.g_00172
OG0000066	Prab.g_00543	Prav.g_01137
OG0000067	Prab.g_00840	Prav.g_00397
OG0000068	Prab.g_01360	Prav.g_01473
OG0000069	Prab.g_01585	Prav.g_01689
OG0000070	Prab.g_00456	Prav.g_01049
OG0000071	Prab.g_01637, Prab.g_01326	Prav.g_01438
OG0000072	Prab.g_00162	Prav.g_00867
OG0000073	Prab.g_00503	Prav.g_01097
OG0000074	Prab.g_00687	Prav.g_01280
OG0000075	Prab.g_01834	Prav.g_00665
OG0000076	Prab.g_01857	Prav.g_00689
OG0000077	Prab.g_00070	Prav.g_00143
OG0000078	Prab.g_00229	Prav.g_00799
OG0000079	Prab.g_00242	Prav.g_01899
OG0000081	Prab.g_00535	Prav.g_01129
OG0000082	Prab.g_00589	Prav.g_01182
OG0000083	Prab.g_00921	Prav.g_00330
OG0000084	Prab.g_01462	Prav.g_01574
OG0000085	Prab.g_01662	Prav.g_01754
OG0000086	Prab.g_00080	Prav.g_00153
OG0000087	Prab.g_00129	Prav.g_00204
OG0000088	Prab.g_00157	Prav.g_00872
OG0000089	Prab.g_00343	Prav.g_00975
OG0000090	Prab.g_00537	Prav.g_01131
OG0000091	Prab.g_00647	Prav.g_01240
OG0000092	Prab.g_01063	Prav.g_00504
OG0000093	Prab.g_01042	Prav.g_01497, Prav.g_00525
OG0000094	Prab.g_00948	Prav.g_00914
OG0000095	Prab.g_01299, Prab.g_00929	Prav.g_00933
OG0000096	Prab.g_01596	Prav.g_01732
OG0000097	Prab.g_01260	Prav.g_01840
OG0000098	Prab.g_01346	Prav.g_01455
OG0000099	Prab.g_01394	Prav.g_01514
OG0000100	Prab.g_01540	Prav.g_01652
OG0000101	Prab.g_01802	Prav.g_00632
OG0000102	Prab.g_01862	Prav.g_00694
OG0000103	Prab.g_01942	Prav.g_00773
OG0000104	Prab.g_01951	Prav.g_00782
OG0000105	Prab.g_00262	Prav.g_01920
OG0000106	Prab.g_00359	Prav.g_00989
OG0000107	Prab.g_00375	Prav.g_01001
OG0000108	Prab.g_00484	Prav.g_01078
OG0000109	Prab.g_00498	Prav.g_01092
OG0000110	Prab.g_00579	Prav.g_01172
OG0000111	Prab.g_00704	Prav.g_01297
OG0000112	Prab.g_00804	Prav.g_00364
OG0000113	Prab.g_00862	Prav.g_00419
OG0000114	Prab.g_01068	Prav.g_00499
OG0000115	Prab.g_01156	Prav.g_00010
OG0000116	Prab.g_01209	Prav.g_00055
OG0000117	Prab.g_00717	Prav.g_01390
OG0000118	Prab.g_01338	Prav.g_01450
OG0000119	Prab.g_01356	Prav.g_01469
OG0000120	Prab.g_01447	Prav.g_01513
OG0000121	Prab.g_01468	Prav.g_01580
OG0000122	Prab.g_01506	Prav.g_01618
OG0000123	Prab.g_01809	Prav.g_00639
OG0000124	Prab.g_01873	Prav.g_00705
OG0000125	Prab.g_01910	Prav.g_00741
OG0000126	Prab.g_01950	Prav.g_00781
OG0000128	Prab.g_00011	Prav.g_00079
OG0000129	Prab.g_00043	Prav.g_00115
OG0000130	Prab.g_00061	Prav.g_00134
OG0000131	Prab.g_00136	Prav.g_00212
OG0000132	Prab.g_00155	Prav.g_00874
OG0000133	Prab.g_00310	Prav.g_01968
OG0000134	Prab.g_00344	Prav.g_00976
OG0000135	Prab.g_00371	Prav.g_00999
OG0000136	Prab.g_00444	Prav.g_01040
OG0000137	Prab.g_00479	Prav.g_01073
OG0000138	Prab.g_00499	Prav.g_01093
OG0000139	Prab.g_00541	Prav.g_01135
OG0000140	Prab.g_00542	Prav.g_01136
OG0000141	Prab.g_00611	Prav.g_01203
OG0000142	Prab.g_00640	Prav.g_01233
OG0000143	Prab.g_00644	Prav.g_01237
OG0000144	Prab.g_00657	Prav.g_01250
OG0000145	Prab.g_00783	Prav.g_00362
OG0000146	Prab.g_00805	Prav.g_00365
OG0000147	Prab.g_00806	Prav.g_00366
OG0000148	Prab.g_00856	Prav.g_00413
OG0000149	Prab.g_00886	Prav.g_00443
OG0000150	Prab.g_00894	Prav.g_00451
OG0000151	Prab.g_01058	Prav.g_00509
OG0000152	Prab.g_01010	Prav.g_00556
OG0000153	Prab.g_00991	Prav.g_00575
OG0000154	Prab.g_00955	Prav.g_00907
OG0000155	Prab.g_01239	Prav.g_01861
OG0000156	Prab.g_01315	Prav.g_01427
OG0000157	Prab.g_01316	Prav.g_01428
OG0000158	Prab.g_01379	Prav.g_01505
OG0000159	Prab.g_01392	Prav.g_01506
OG0000160	Prab.g_01467	Prav.g_01579
OG0000161	Prab.g_01473	Prav.g_01585
OG0000162	Prab.g_01479	Prav.g_01591
OG0000163	Prab.g_01513	Prav.g_01625
OG0000164	Prab.g_01693	Prav.g_01785
OG0000165	Prab.g_01700	Prav.g_01792
OG0000166	Prab.g_01766	Prav.g_00596
OG0000167	Prab.g_01832	Prav.g_00663
OG0000168	Prab.g_01841	Prav.g_00673
OG0000169	Prab.g_01851	Prav.g_00683
OG0000170	Prab.g_01853	Prav.g_00685
OG0000171	Prab.g_01872	Prav.g_00704
OG0000172	Prab.g_01881	Prav.g_00712
OG0000173	Prab.g_01896	Prav.g_00727
OG0000174	Prab.g_01924	Prav.g_00755
OG0000175	Prab.g_01934	Prav.g_00765
OG0000176	Prab.g_00004	Prav.g_00790
OG0000177	Prab.g_00005	Prav.g_00791
OG0000178	Prab.g_00006	Prav.g_00792
OG0000179	Prab.g_00016	Prav.g_00084
OG0000180	Prab.g_00017	Prav.g_00085
OG0000181	Prab.g_00018	Prav.g_00086
OG0000182	Prab.g_00019	Prav.g_00087
OG0000183	Prab.g_00023	Prav.g_00091
OG0000184	Prab.g_00045	Prav.g_00117
OG0000185	Prab.g_00048	Prav.g_00120
OG0000186	Prab.g_00056	Prav.g_00129
OG0000187	Prab.g_00057	Prav.g_00130
OG0000188	Prab.g_00074	Prav.g_00147
OG0000189	Prab.g_00087	Prav.g_00161
OG0000190	Prab.g_00088	Prav.g_00162
OG0000191	Prab.g_00108	Prav.g_00182
OG0000192	Prab.g_00112	Prav.g_00186
OG0000193	Prab.g_00137	Prav.g_00213
OG0000194	Prab.g_00140	Prav.g_00216
OG0000195	Prab.g_00142	Prav.g_00887
OG0000196	Prab.g_00152	Prav.g_00877
OG0000197	Prab.g_00153	Prav.g_00876
OG0000198	Prab.g_00154	Prav.g_00875
OG0000199	Prab.g_00161	Prav.g_00868
OG0000200	Prab.g_00175	Prav.g_00854
OG0000201	Prab.g_00183	Prav.g_00846
OG0000202	Prab.g_00184	Prav.g_00845
OG0000203	Prab.g_00185	Prav.g_00844
OG0000204	Prab.g_00186	Prav.g_00843
OG0000205	Prab.g_00193	Prav.g_00836
OG0000206	Prab.g_00198	Prav.g_00831
OG0000207	Prab.g_00200	Prav.g_00829
OG0000208	Prab.g_00201	Prav.g_00828
OG0000209	Prab.g_00210	Prav.g_00819
OG0000210	Prab.g_00211	Prav.g_00818
OG0000211	Prab.g_00224	Prav.g_00805
OG0000212	Prab.g_00230	Prav.g_00798
OG0000213	Prab.g_00247	Prav.g_01904
OG0000214	Prab.g_00256	Prav.g_01914
OG0000215	Prab.g_00280	Prav.g_01938
OG0000216	Prab.g_00282	Prav.g_01940
OG0000217	Prab.g_00285	Prav.g_01943
OG0000218	Prab.g_00287	Prav.g_01945
OG0000219	Prab.g_00288	Prav.g_01946
OG0000220	Prab.g_00289	Prav.g_01947
OG0000221	Prab.g_00290	Prav.g_01948
OG0000222	Prab.g_00298	Prav.g_01956
OG0000223	Prab.g_00311	Prav.g_01969
OG0000224	Prab.g_00313	Prav.g_01971
OG0000225	Prab.g_00333	Prav.g_01992
OG0000226	Prab.g_00337	Prav.g_01996
OG0000227	Prab.g_00339	Prav.g_01998
OG0000228	Prab.g_00342	Prav.g_00974
OG0000229	Prab.g_00439	Prav.g_01035
OG0000230	Prab.g_00441	Prav.g_01037
OG0000231	Prab.g_00455	Prav.g_01048
OG0000232	Prab.g_00463	Prav.g_01056
OG0000233	Prab.g_00468	Prav.g_01061
OG0000234	Prab.g_00480	Prav.g_01074
OG0000235	Prab.g_00483	Prav.g_01077
OG0000236	Prab.g_00497	Prav.g_01091
OG0000237	Prab.g_00510	Prav.g_01104
OG0000238	Prab.g_00516	Prav.g_01110
OG0000239	Prab.g_00529	Prav.g_01123
OG0000240	Prab.g_00530	Prav.g_01124
OG0000241	Prab.g_00534	Prav.g_01128
OG0000242	Prab.g_00536	Prav.g_01130
OG0000243	Prab.g_00547	Prav.g_01141
OG0000244	Prab.g_00550	Prav.g_01144
OG0000245	Prab.g_00552	Prav.g_01146
OG0000246	Prab.g_00556	Prav.g_01150
OG0000247	Prab.g_00566	Prav.g_01160
OG0000248	Prab.g_00569	Prav.g_01162
OG0000249	Prab.g_00571	Prav.g_01164
OG0000250	Prab.g_00576	Prav.g_01169
OG0000251	Prab.g_00595	Prav.g_01187
OG0000252	Prab.g_00598	Prav.g_01190
OG0000253	Prab.g_00599	Prav.g_01191
OG0000254	Prab.g_00615	Prav.g_01207
OG0000255	Prab.g_00621	Prav.g_01213
OG0000256	Prab.g_00632	Prav.g_01225
OG0000257	Prab.g_00635	Prav.g_01228
OG0000258	Prab.g_00648	Prav.g_01241
OG0000259	Prab.g_00665	Prav.g_01258
OG0000260	Prab.g_00668	Prav.g_01261
OG0000261	Prab.g_00670	Prav.g_01263
OG0000262	Prab.g_00674	Prav.g_01267
OG0000263	Prab.g_00686	Prav.g_01279
OG0000264	Prab.g_00696	Prav.g_01289
OG0000265	Prab.g_00723	Prav.g_00306
OG0000266	Prab.g_00733	Prav.g_00316
OG0000267	Prab.g_00744	Prav.g_00327
OG0000268	Prab.g_00745	Prav.g_00328
OG0000269	Prab.g_00835	Prav.g_00392
OG0000270	Prab.g_00838	Prav.g_00395
OG0000271	Prab.g_00846	Prav.g_00403
OG0000272	Prab.g_00847	Prav.g_00404
OG0000273	Prab.g_00870	Prav.g_00427
OG0000274	Prab.g_00871	Prav.g_00428
OG0000275	Prab.g_00873	Prav.g_00430
OG0000276	Prab.g_00878	Prav.g_00435
OG0000277	Prab.g_00879	Prav.g_00436
OG0000278	Prab.g_00882	Prav.g_00439
OG0000279	Prab.g_00889	Prav.g_00446
OG0000280	Prab.g_00890	Prav.g_00447
OG0000281	Prab.g_00896	Prav.g_00452
OG0000282	Prab.g_01066	Prav.g_00501
OG0000283	Prab.g_01033	Prav.g_00533
OG0000284	Prab.g_01028	Prav.g_00538
OG0000285	Prab.g_01023	Prav.g_00543
OG0000286	Prab.g_01011	Prav.g_00555
OG0000287	Prab.g_00994	Prav.g_00572
OG0000288	Prab.g_00956	Prav.g_00906
OG0000289	Prab.g_00945	Prav.g_00917
OG0000290	Prab.g_00932	Prav.g_00930
OG0000291	Prab.g_00930	Prav.g_00932
OG0000292	Prab.g_01144	Prav.g_00261
OG0000293	Prab.g_01210	Prav.g_00056
OG0000294	Prab.g_01211	Prav.g_00057
OG0000295	Prab.g_01231	Prav.g_00077
OG0000296	Prab.g_01233	Prav.g_01867
OG0000297	Prab.g_01241	Prav.g_01859
OG0000298	Prab.g_01242	Prav.g_01858
OG0000299	Prab.g_01259	Prav.g_01841
OG0000300	Prab.g_01262	Prav.g_01838
OG0000301	Prab.g_01263	Prav.g_00955, Prav.g_01837
OG0000302	Prab.g_01265	Prav.g_01835
OG0000303	Prab.g_01272	Prav.g_01828
OG0000304	Prab.g_01276	Prav.g_01824
OG0000305	Prab.g_01353	Prav.g_01465
OG0000306	Prab.g_01355	Prav.g_01468
OG0000307	Prab.g_01369	Prav.g_01482
OG0000308	Prab.g_01370	Prav.g_01483
OG0000309	Prab.g_01374	Prav.g_01487
OG0000310	Prab.g_01451	Prav.g_01563
OG0000311	Prab.g_01453	Prav.g_01565
OG0000312	Prab.g_01456	Prav.g_01568
OG0000313	Prab.g_01470	Prav.g_01582
OG0000314	Prab.g_01493	Prav.g_01605
OG0000315	Prab.g_01503	Prav.g_01615
OG0000316	Prab.g_01523	Prav.g_01635
OG0000317	Prab.g_01667	Prav.g_01759
OG0000318	Prab.g_01670	Prav.g_01762
OG0000319	Prab.g_01683	Prav.g_01775
OG0000320	Prab.g_01685	Prav.g_01777
OG0000321	Prab.g_01686	Prav.g_01778
OG0000322	Prab.g_01687	Prav.g_01779
OG0000323	Prab.g_01696	Prav.g_01788
OG0000324	Prab.g_01722	Prav.g_01815
OG0000325	Prab.g_01732	Prav.g_00269
OG0000326	Prab.g_01738	Prav.g_00275
OG0000327	Prab.g_01761	Prav.g_00591
OG0000328	Prab.g_01762	Prav.g_00592
OG0000329	Prab.g_01779	Prav.g_00609
OG0000330	Prab.g_01780	Prav.g_00610
OG0000331	Prab.g_01781	Prav.g_00611
OG0000332	Prab.g_01795	Prav.g_00625
OG0000333	Prab.g_01797	Prav.g_00627
OG0000334	Prab.g_01805	Prav.g_00635
OG0000335	Prab.g_01810	Prav.g_00640
OG0000336	Prab.g_01814	Prav.g_00644
OG0000337	Prab.g_01830	Prav.g_00661
OG0000338	Prab.g_01831	Prav.g_00662
OG0000339	Prab.g_01835	Prav.g_00666
OG0000340	Prab.g_01842	Prav.g_00674
OG0000341	Prab.g_01844	Prav.g_00676
OG0000342	Prab.g_01845	Prav.g_00677
OG0000343	Prab.g_01846	Prav.g_00678
OG0000344	Prab.g_01849	Prav.g_00681
OG0000345	Prab.g_01854	Prav.g_00686
OG0000346	Prab.g_01858	Prav.g_00690
OG0000347	Prab.g_01874	Prav.g_00706
OG0000348	Prab.g_01884	Prav.g_00715
OG0000349	Prab.g_01901	Prav.g_00732
OG0000350	Prab.g_01920	Prav.g_00751
OG0000351	Prab.g_01937	Prav.g_00768
OG0000352	Prab.g_01938	Prav.g_00769
OG0000353	Prab.g_01954	Prav.g_00785
OG0000355	Prab.g_00001	Prav.g_00787
OG0000356	Prab.g_00002	Prav.g_00788
OG0000357	Prab.g_00003	Prav.g_00789
OG0000358	Prab.g_00007	Prav.g_00793
OG0000359	Prab.g_00008	Prav.g_00794
OG0000360	Prab.g_00009	Prav.g_00795
OG0000361	Prab.g_00010	Prav.g_00078
OG0000362	Prab.g_00012	Prav.g_00080
OG0000363	Prab.g_00014	Prav.g_00082
OG0000364	Prab.g_00015	Prav.g_00083
OG0000365	Prab.g_00020	Prav.g_00088
OG0000366	Prab.g_00021	Prav.g_00089
OG0000367	Prab.g_00022	Prav.g_00090
OG0000368	Prab.g_00024	Prav.g_00092
OG0000369	Prab.g_00025	Prav.g_00093
OG0000370	Prab.g_00026	Prav.g_00094
OG0000371	Prab.g_00032	Prav.g_00100
OG0000372	Prab.g_00035	Prav.g_00103
OG0000373	Prab.g_00036	Prav.g_00104
OG0000374	Prab.g_00037	Prav.g_00105
OG0000375	Prab.g_00039	Prav.g_00111
OG0000376	Prab.g_00041	Prav.g_00113
OG0000377	Prab.g_00044	Prav.g_00116
OG0000378	Prab.g_00046	Prav.g_00118
OG0000379	Prab.g_00049	Prav.g_00121
OG0000380	Prab.g_00058	Prav.g_00131
OG0000381	Prab.g_00062	Prav.g_00135
OG0000382	Prab.g_00073	Prav.g_00146
OG0000383	Prab.g_00075	Prav.g_00148
OG0000384	Prab.g_00076	Prav.g_00149
OG0000385	Prab.g_00077	Prav.g_00150
OG0000386	Prab.g_00078	Prav.g_00151
OG0000387	Prab.g_00090	Prav.g_00164
OG0000388	Prab.g_00093	Prav.g_00167
OG0000389	Prab.g_00097	Prav.g_00171
OG0000390	Prab.g_00104	Prav.g_00178
OG0000391	Prab.g_00107	Prav.g_00181
OG0000392	Prab.g_00111	Prav.g_00185
OG0000393	Prab.g_00113	Prav.g_00187
OG0000394	Prab.g_00114	Prav.g_00188
OG0000395	Prab.g_00115	Prav.g_00189
OG0000396	Prab.g_00117	Prav.g_00192
OG0000397	Prab.g_00119	Prav.g_00194
OG0000398	Prab.g_00121	Prav.g_00196
OG0000399	Prab.g_00122	Prav.g_00197
OG0000400	Prab.g_00123	Prav.g_00198
OG0000401	Prab.g_00124	Prav.g_00199
OG0000402	Prab.g_00126	Prav.g_00201
OG0000403	Prab.g_00127	Prav.g_00202
OG0000404	Prab.g_00128	Prav.g_00203
OG0000405	Prab.g_00132	Prav.g_00207
OG0000406	Prab.g_00138	Prav.g_00214
OG0000407	Prab.g_00139	Prav.g_00215
OG0000409	Prab.g_00143	Prav.g_00886
OG0000410	Prab.g_00144	Prav.g_00885
OG0000411	Prab.g_00145	Prav.g_00884
OG0000412	Prab.g_00146	Prav.g_00883
OG0000413	Prab.g_00147	Prav.g_00882
OG0000414	Prab.g_00148	Prav.g_00881
OG0000415	Prab.g_00149	Prav.g_00880
OG0000416	Prab.g_00150	Prav.g_00879
OG0000417	Prab.g_00151	Prav.g_00878
OG0000418	Prab.g_00156	Prav.g_00873
OG0000419	Prab.g_00158	Prav.g_00871
OG0000420	Prab.g_00159	Prav.g_00870
OG0000421	Prab.g_00164	Prav.g_00865
OG0000422	Prab.g_00165	Prav.g_00864
OG0000423	Prab.g_00166	Prav.g_00863
OG0000424	Prab.g_00167	Prav.g_00862
OG0000425	Prab.g_00168	Prav.g_00861
OG0000426	Prab.g_00169	Prav.g_00860
OG0000427	Prab.g_00170	Prav.g_00859
OG0000428	Prab.g_00172	Prav.g_00857
OG0000429	Prab.g_00173	Prav.g_00856
OG0000430	Prab.g_00174	Prav.g_00855
OG0000431	Prab.g_00176	Prav.g_00853
OG0000432	Prab.g_00179	Prav.g_00850
OG0000433	Prab.g_00180	Prav.g_00849
OG0000434	Prab.g_00181	Prav.g_00848
OG0000435	Prab.g_00182	Prav.g_00847
OG0000436	Prab.g_00187	Prav.g_00842
OG0000437	Prab.g_00188	Prav.g_00841
OG0000438	Prab.g_00189	Prav.g_00840
OG0000439	Prab.g_00191	Prav.g_00838
OG0000440	Prab.g_00192	Prav.g_00837
OG0000441	Prab.g_00195	Prav.g_00834
OG0000442	Prab.g_00196	Prav.g_00833
OG0000443	Prab.g_00197	Prav.g_00832
OG0000444	Prab.g_00202	Prav.g_00827
OG0000445	Prab.g_00203	Prav.g_00826
OG0000446	Prab.g_00204	Prav.g_00825
OG0000447	Prab.g_00205	Prav.g_00824
OG0000448	Prab.g_00206	Prav.g_00823
OG0000449	Prab.g_00207	Prav.g_00822
OG0000450	Prab.g_00208	Prav.g_00821
OG0000451	Prab.g_00209	Prav.g_00820
OG0000452	Prab.g_00212	Prav.g_00817
OG0000453	Prab.g_00213	Prav.g_00816
OG0000454	Prab.g_00214	Prav.g_00815
OG0000455	Prab.g_00215	Prav.g_00814
OG0000456	Prab.g_00216	Prav.g_00813
OG0000457	Prab.g_00217	Prav.g_00812
OG0000458	Prab.g_00218	Prav.g_00811
OG0000459	Prab.g_00219	Prav.g_00810
OG0000460	Prab.g_00226	Prav.g_00803
OG0000461	Prab.g_00232	Prav.g_01889
OG0000462	Prab.g_00234	Prav.g_01891
OG0000463	Prab.g_00235	Prav.g_01892
OG0000464	Prab.g_00236	Prav.g_01893
OG0000465	Prab.g_00237	Prav.g_01894
OG0000466	Prab.g_00240	Prav.g_01897
OG0000467	Prab.g_00241	Prav.g_01898
OG0000468	Prab.g_00243	Prav.g_01900
OG0000469	Prab.g_00251	Prav.g_01909
OG0000470	Prab.g_00253	Prav.g_01911
OG0000471	Prab.g_00254	Prav.g_01912
OG0000472	Prab.g_00255	Prav.g_01913
OG0000473	Prab.g_00257	Prav.g_01915
OG0000474	Prab.g_00258	Prav.g_01916
OG0000475	Prab.g_00259	Prav.g_01917
OG0000476	Prab.g_00260	Prav.g_01918
OG0000477	Prab.g_00263	Prav.g_01921
OG0000478	Prab.g_00264	Prav.g_01922
OG0000479	Prab.g_00265	Prav.g_01923
OG0000480	Prab.g_00270	Prav.g_01928
OG0000481	Prab.g_00272	Prav.g_01930
OG0000482	Prab.g_00273	Prav.g_01931
OG0000483	Prab.g_00276	Prav.g_01934
OG0000484	Prab.g_00277	Prav.g_01935
OG0000485	Prab.g_00278	Prav.g_01936
OG0000486	Prab.g_00279	Prav.g_01937
OG0000487	Prab.g_00283	Prav.g_01941
OG0000488	Prab.g_00286	Prav.g_01944
OG0000489	Prab.g_00291	Prav.g_01949
OG0000490	Prab.g_00296	Prav.g_01954
OG0000491	Prab.g_00297	Prav.g_01955
OG0000492	Prab.g_00299	Prav.g_01957
OG0000493	Prab.g_00300	Prav.g_01958
OG0000494	Prab.g_00301	Prav.g_01959
OG0000495	Prab.g_00302	Prav.g_01960
OG0000496	Prab.g_00303	Prav.g_01961
OG0000497	Prab.g_00304	Prav.g_01962
OG0000498	Prab.g_00305	Prav.g_01963
OG0000499	Prab.g_00306	Prav.g_01964
OG0000500	Prab.g_00307	Prav.g_01965
OG0000501	Prab.g_00309	Prav.g_01967
OG0000502	Prab.g_00312	Prav.g_01970
OG0000503	Prab.g_00322	Prav.g_01980
OG0000504	Prab.g_00323	Prav.g_01981
OG0000505	Prab.g_00324	Prav.g_01982
OG0000506	Prab.g_00325	Prav.g_01984
OG0000507	Prab.g_00328	Prav.g_01987
OG0000508	Prab.g_00332	Prav.g_01991
OG0000509	Prab.g_00334	Prav.g_01993
OG0000510	Prab.g_00335	Prav.g_01994
OG0000511	Prab.g_00336	Prav.g_01995
OG0000512	Prab.g_00338	Prav.g_01997
OG0000513	Prab.g_00345	Prav.g_00977
OG0000514	Prab.g_00434	Prav.g_01030
OG0000515	Prab.g_00435	Prav.g_01031
OG0000516	Prab.g_00436	Prav.g_01032
OG0000517	Prab.g_00438	Prav.g_01034
OG0000518	Prab.g_00449	Prav.g_01045
OG0000519	Prab.g_00450	Prav.g_01046
OG0000520	Prab.g_00454	Prav.g_01047
OG0000521	Prab.g_00459	Prav.g_01052
OG0000522	Prab.g_00460	Prav.g_01053
OG0000523	Prab.g_00461	Prav.g_01054
OG0000524	Prab.g_00466	Prav.g_01059
OG0000525	Prab.g_00469	Prav.g_01062
OG0000526	Prab.g_00470	Prav.g_01063
OG0000527	Prab.g_00477	Prav.g_01071
OG0000528	Prab.g_00482	Prav.g_01076
OG0000529	Prab.g_00485	Prav.g_01079
OG0000530	Prab.g_00488	Prav.g_01082
OG0000531	Prab.g_00489	Prav.g_01083
OG0000532	Prab.g_00491	Prav.g_01085
OG0000533	Prab.g_00492	Prav.g_01086
OG0000534	Prab.g_00493	Prav.g_01087
OG0000535	Prab.g_00494	Prav.g_01088
OG0000536	Prab.g_00495	Prav.g_01089
OG0000537	Prab.g_00496	Prav.g_01090
OG0000538	Prab.g_00504	Prav.g_01098
OG0000539	Prab.g_00505	Prav.g_01099
OG0000540	Prab.g_00506	Prav.g_01100
OG0000541	Prab.g_00507	Prav.g_01101
OG0000542	Prab.g_00509	Prav.g_01103
OG0000543	Prab.g_00511	Prav.g_01105
OG0000544	Prab.g_00512	Prav.g_01106
OG0000545	Prab.g_00514	Prav.g_01108
OG0000546	Prab.g_00517	Prav.g_01111
OG0000547	Prab.g_00519	Prav.g_01113
OG0000548	Prab.g_00520	Prav.g_01114
OG0000549	Prab.g_00522	Prav.g_01116
OG0000550	Prab.g_00527	Prav.g_01121
OG0000551	Prab.g_00531	Prav.g_01125
OG0000552	Prab.g_00532	Prav.g_01126
OG0000553	Prab.g_00533	Prav.g_01127
OG0000554	Prab.g_00538	Prav.g_01132
OG0000555	Prab.g_00546	Prav.g_01140
OG0000556	Prab.g_00548	Prav.g_01142
OG0000557	Prab.g_00549	Prav.g_01143
OG0000558	Prab.g_00551	Prav.g_01145
OG0000559	Prab.g_00555	Prav.g_01149
OG0000560	Prab.g_00558	Prav.g_01152
OG0000561	Prab.g_00559	Prav.g_01153
OG0000562	Prab.g_00560	Prav.g_01154
OG0000563	Prab.g_00561	Prav.g_01155
