Orthogroup	Prab	Praj
OG0000081	Prab.g_00535	Praj.g_00522
OG0000082	Prab.g_00589	Praj.g_01827
OG0000083	Prab.g_00747, Prab.g_01307, Prab.g_00921	Praj.g_01121, Praj.g_00411
OG0000084	Prab.g_01462	Praj.g_01628
OG0000085	Prab.g_01662	Praj.g_01762
OG0000086	Prab.g_00080	Praj.g_00126
OG0000087	Prab.g_00129	Praj.g_00179
OG0000088	Prab.g_00157	Praj.g_00206
OG0000089	Prab.g_00343	Praj.g_00403
OG0000090	Prab.g_00537	Praj.g_00524
OG0000091	Prab.g_00647	Praj.g_00630
OG0000092	Prab.g_01063	Praj.g_00892
OG0000093	Prab.g_01042	Praj.g_00754
OG0000094	Prab.g_00948	Praj.g_00846
OG0000095	Prab.g_01299, Prab.g_00929	Praj.g_01024
OG0000096	Prab.g_01596, Prab.g_01165	Praj.g_01249
OG0000097	Prab.g_01260	Praj.g_01416
OG0000098	Prab.g_01346	Praj.g_01546
OG0000099	Prab.g_01394	Praj.g_00372
OG0000100	Prab.g_01540	Praj.g_01709
OG0000101	Prab.g_01802	Praj.g_01952
OG0000102	Prab.g_01862	Praj.g_02017
OG0000103	Prab.g_01942	Praj.g_02135
OG0000104	Prab.g_01951	Praj.g_02145
OG0000105	Prab.g_00262	Praj.g_00310
OG0000106	Prab.g_00359	Praj.g_01156, Praj.g_01282
OG0000107	Prab.g_00375	Praj.g_01869
OG0000108	Prab.g_00484	Praj.g_00473
OG0000109	Prab.g_00498	Praj.g_00486
OG0000110	Prab.g_00579	Praj.g_00565
OG0000111	Prab.g_00704	Praj.g_00692
OG0000112	Prab.g_00804	Praj.g_00938
OG0000113	Prab.g_00862	Praj.g_00793, Praj.g_01176
OG0000114	Prab.g_01068	Praj.g_00887
OG0000115	Prab.g_01156	Praj.g_01725
OG0000116	Prab.g_01209	Praj.g_01471
OG0000117	Prab.g_00717	Praj.g_01355
OG0000118	Prab.g_01338	Praj.g_01540
OG0000119	Prab.g_01356	Praj.g_01568
OG0000120	Prab.g_01447	Praj.g_00664
OG0000121	Prab.g_01468	Praj.g_01634
OG0000122	Prab.g_01506	Praj.g_01673
OG0000123	Prab.g_01809	Praj.g_01959
OG0000124	Prab.g_01873	Praj.g_02031
OG0000125	Prab.g_01910	Praj.g_02091
OG0000126	Prab.g_01950	Praj.g_02144
OG0000128	Prab.g_00011	Praj.g_00011
OG0000129	Prab.g_00043	Praj.g_00048
OG0000130	Prab.g_00061	Praj.g_00107
OG0000131	Prab.g_00136	Praj.g_00185
OG0000132	Prab.g_00155	Praj.g_00204
OG0000133	Prab.g_00310	Praj.g_00357
OG0000134	Prab.g_00344	Praj.g_00405
OG0000135	Prab.g_00371	Praj.g_01279
OG0000136	Prab.g_00444	Praj.g_00435
OG0000137	Prab.g_00479	Praj.g_00467
OG0000138	Prab.g_00499	Praj.g_00487
OG0000139	Prab.g_00541	Praj.g_00528
OG0000140	Prab.g_00542	Praj.g_00529
OG0000141	Prab.g_00611	Praj.g_00595
OG0000142	Prab.g_00640	Praj.g_00623
OG0000143	Prab.g_00644	Praj.g_00627
OG0000144	Prab.g_00657	Praj.g_00640
OG0000145	Prab.g_00783	Praj.g_01054
OG0000146	Prab.g_00805	Praj.g_00937
OG0000147	Prab.g_00806	Praj.g_00936
OG0000148	Prab.g_00856	Praj.g_00787
OG0000149	Prab.g_00886	Praj.g_00819
OG0000150	Prab.g_00894	Praj.g_00828
OG0000151	Prab.g_01058	Praj.g_00898
OG0000152	Prab.g_01010	Praj.g_01601, Praj.g_00946
OG0000153	Prab.g_00991	Praj.g_00965
OG0000154	Prab.g_00955	Praj.g_00995
OG0000155	Prab.g_01239	Praj.g_01440
OG0000156	Prab.g_01315	Praj.g_01517
OG0000157	Prab.g_01316	Praj.g_01518
OG0000158	Prab.g_01379	Praj.g_01995
OG0000159	Prab.g_01392	Praj.g_02043, Praj.g_02035
OG0000160	Prab.g_01467	Praj.g_01633
OG0000161	Prab.g_01473	Praj.g_01639
OG0000162	Prab.g_01479	Praj.g_01645
OG0000163	Prab.g_01513	Praj.g_01681
OG0000164	Prab.g_01693	Praj.g_01790
OG0000165	Prab.g_01700	Praj.g_01798
OG0000166	Prab.g_01766	Praj.g_01915
OG0000167	Prab.g_01832	Praj.g_01985
OG0000168	Prab.g_01841	Praj.g_01996
OG0000169	Prab.g_01851	Praj.g_02006
OG0000170	Prab.g_01853	Praj.g_02008
OG0000171	Prab.g_01872	Praj.g_02030
OG0000172	Prab.g_01881	Praj.g_02061
OG0000173	Prab.g_01896	Praj.g_02076
OG0000174	Prab.g_01924	Praj.g_02107
OG0000175	Prab.g_01934	Praj.g_02125
OG0000176	Prab.g_00004	Praj.g_00004
OG0000177	Prab.g_00005	Praj.g_00005
OG0000178	Prab.g_00006	Praj.g_00006
OG0000179	Prab.g_00016	Praj.g_00016
OG0000180	Prab.g_00017	Praj.g_00017
OG0000181	Prab.g_00018	Praj.g_00018
OG0000182	Prab.g_00019	Praj.g_00019
OG0000183	Prab.g_00023	Praj.g_00023
OG0000184	Prab.g_00045	Praj.g_00050
OG0000185	Prab.g_00048	Praj.g_00053
OG0000186	Prab.g_00056	Praj.g_00102
OG0000187	Prab.g_00057	Praj.g_00103
OG0000188	Prab.g_00074	Praj.g_00120
OG0000189	Prab.g_00087	Praj.g_00134
OG0000190	Prab.g_00088	Praj.g_00135
OG0000191	Prab.g_00108	Praj.g_00158
OG0000192	Prab.g_00112	Praj.g_00162
OG0000193	Prab.g_00137	Praj.g_00186
OG0000194	Prab.g_00140	Praj.g_00189
OG0000195	Prab.g_00142	Praj.g_00191
OG0000196	Prab.g_00152	Praj.g_00201
OG0000197	Prab.g_00153	Praj.g_00202
OG0000198	Prab.g_00154	Praj.g_00203
OG0000199	Prab.g_00161	Praj.g_00210
OG0000200	Prab.g_00175	Praj.g_00223
OG0000201	Prab.g_00183	Praj.g_00232
OG0000202	Prab.g_00184	Praj.g_00233
OG0000203	Prab.g_00185	Praj.g_00234
OG0000204	Prab.g_00186	Praj.g_00235
OG0000205	Prab.g_00193	Praj.g_00242
OG0000206	Prab.g_00198	Praj.g_00246
OG0000207	Prab.g_00200	Praj.g_00248
OG0000208	Prab.g_00201	Praj.g_00249
OG0000209	Prab.g_00210	Praj.g_00258
OG0000210	Prab.g_00211	Praj.g_00259
OG0000211	Prab.g_00224	Praj.g_00273
OG0000212	Prab.g_00230	Praj.g_00281
OG0000213	Prab.g_00247	Praj.g_00296
OG0000214	Prab.g_00256	Praj.g_00304
OG0000215	Prab.g_00280	Praj.g_00328
OG0000216	Prab.g_00282	Praj.g_00329
OG0000217	Prab.g_00285	Praj.g_00332
OG0000218	Prab.g_00287	Praj.g_00334
OG0000219	Prab.g_00288	Praj.g_00335
OG0000220	Prab.g_00289	Praj.g_00336
OG0000221	Prab.g_00290	Praj.g_00337
OG0000222	Prab.g_00298	Praj.g_00345
OG0000223	Prab.g_00311	Praj.g_00358
OG0000224	Prab.g_00313	Praj.g_00360
OG0000225	Prab.g_00333	Praj.g_00391
OG0000226	Prab.g_00337	Praj.g_00395
OG0000227	Prab.g_00339	Praj.g_00397
OG0000228	Prab.g_00342	Praj.g_00402
OG0000229	Prab.g_00439	Praj.g_00430
OG0000230	Prab.g_00441	Praj.g_00432
OG0000231	Prab.g_00455	Praj.g_00443
OG0000232	Prab.g_00463	Praj.g_00451
OG0000233	Prab.g_00468	Praj.g_00459
OG0000234	Prab.g_00480	Praj.g_00468
OG0000235	Prab.g_00483	Praj.g_00472
OG0000236	Prab.g_00497	Praj.g_00485
OG0000237	Prab.g_00510	Praj.g_00498
OG0000238	Prab.g_00516	Praj.g_00504
OG0000239	Prab.g_00529	Praj.g_00516
OG0000240	Prab.g_00530	Praj.g_00517
OG0000241	Prab.g_00534	Praj.g_00521
OG0000242	Prab.g_00536	Praj.g_00523
OG0000243	Prab.g_00547	Praj.g_00534
OG0000244	Prab.g_00550	Praj.g_00537
OG0000245	Prab.g_00552	Praj.g_00539
OG0000246	Prab.g_00556	Praj.g_00543
OG0000247	Prab.g_00566	Praj.g_00553
OG0000248	Prab.g_00569	Praj.g_00555
OG0000249	Prab.g_00571	Praj.g_00557
OG0000250	Prab.g_00576	Praj.g_00562
OG0000251	Prab.g_00595	Praj.g_00578
OG0000252	Prab.g_00598	Praj.g_00580
OG0000253	Prab.g_00599	Praj.g_00582
OG0000254	Prab.g_00615	Praj.g_00599
OG0000255	Prab.g_00621	Praj.g_00605
OG0000256	Prab.g_00632	Praj.g_00615
OG0000257	Prab.g_00635	Praj.g_00618
OG0000258	Prab.g_00648	Praj.g_00631
OG0000259	Prab.g_00665	Praj.g_00648
OG0000260	Prab.g_00668	Praj.g_00651
OG0000261	Prab.g_00670	Praj.g_00654
OG0000262	Prab.g_00674	Praj.g_00659
OG0000263	Prab.g_00686	Praj.g_00673
OG0000264	Prab.g_00696	Praj.g_00684
OG0000265	Prab.g_00723	Praj.g_00698
OG0000266	Prab.g_00733	Praj.g_00708
OG0000267	Prab.g_00744	Praj.g_00721
OG0000268	Prab.g_00745	Praj.g_00722
OG0000269	Prab.g_00835	Praj.g_00764
OG0000270	Prab.g_00838	Praj.g_00767
OG0000271	Prab.g_00846	Praj.g_00775
OG0000272	Prab.g_00847	Praj.g_00776
OG0000273	Prab.g_00870	Praj.g_00801
OG0000274	Prab.g_00871	Praj.g_00802
OG0000275	Prab.g_00873	Praj.g_00804
OG0000276	Prab.g_00878	Praj.g_00810
OG0000277	Prab.g_00879	Praj.g_00811
OG0000278	Prab.g_00882	Praj.g_00815
OG0000279	Prab.g_00889	Praj.g_00822
OG0000280	Prab.g_00890	Praj.g_01326
OG0000281	Prab.g_00896	Praj.g_00829
OG0000282	Prab.g_01066	Praj.g_00889
OG0000283	Prab.g_01033	Praj.g_00920
OG0000284	Prab.g_01028	Praj.g_00925
OG0000285	Prab.g_01023	Praj.g_00930
OG0000286	Prab.g_01011	Praj.g_00945
OG0000287	Prab.g_00994	Praj.g_00085
OG0000288	Prab.g_00956	Praj.g_00994
OG0000289	Prab.g_00945	Praj.g_01005
OG0000290	Prab.g_00932	Praj.g_01021
OG0000291	Prab.g_00930	Praj.g_01023
OG0000292	Prab.g_01144	Praj.g_01196
OG0000293	Prab.g_01210	Praj.g_01470
OG0000294	Prab.g_01211	Praj.g_01469
OG0000295	Prab.g_01231	Praj.g_01447
OG0000296	Prab.g_01233	Praj.g_01445
OG0000297	Prab.g_01241	Praj.g_01437
OG0000298	Prab.g_01242	Praj.g_01436
OG0000299	Prab.g_01259	Praj.g_01417
OG0000300	Prab.g_01262	Praj.g_01414
OG0000301	Prab.g_01263	Praj.g_01413
OG0000302	Prab.g_01265	Praj.g_01410
OG0000303	Prab.g_01272	Praj.g_01405
OG0000304	Prab.g_01276	Praj.g_01402
OG0000305	Prab.g_01353	Praj.g_01734
OG0000306	Prab.g_01355	Praj.g_00833
OG0000307	Prab.g_01369	Praj.g_01584
OG0000308	Prab.g_01370	Praj.g_01585
OG0000309	Prab.g_01374	Praj.g_01589
OG0000310	Prab.g_01451	Praj.g_01616
OG0000311	Prab.g_01453	Praj.g_01618
OG0000312	Prab.g_01456	Praj.g_01621
OG0000313	Prab.g_01470	Praj.g_01636
OG0000314	Prab.g_01493	Praj.g_01657
OG0000315	Prab.g_01503	Praj.g_01667
OG0000316	Prab.g_01523	Praj.g_01692
OG0000317	Prab.g_01667	Praj.g_01766
OG0000318	Prab.g_01670	Praj.g_01769
OG0000319	Prab.g_01683	Praj.g_01780
OG0000320	Prab.g_01685	Praj.g_01782
OG0000321	Prab.g_01686	Praj.g_01783
OG0000322	Prab.g_01687	Praj.g_01784
OG0000323	Prab.g_01696	Praj.g_01793
OG0000324	Prab.g_01722	Praj.g_01820
OG0000325	Prab.g_01732	Praj.g_01870
OG0000326	Prab.g_01738	Praj.g_01876
OG0000327	Prab.g_01761	Praj.g_01910
OG0000328	Prab.g_01762	Praj.g_01911
OG0000329	Prab.g_01779	Praj.g_01928
OG0000330	Prab.g_01780	Praj.g_01929
OG0000331	Prab.g_01781	Praj.g_01930
OG0000332	Prab.g_01795	Praj.g_01944
OG0000333	Prab.g_01797	Praj.g_01946
OG0000334	Prab.g_01805	Praj.g_01955
OG0000335	Prab.g_01810	Praj.g_01960
OG0000336	Prab.g_01814	Praj.g_01964
OG0000337	Prab.g_01830	Praj.g_01982
OG0000338	Prab.g_01831	Praj.g_01983
OG0000339	Prab.g_01835	Praj.g_01988
OG0000340	Prab.g_01842	Praj.g_01997
OG0000341	Prab.g_01844	Praj.g_01999
OG0000342	Prab.g_01845	Praj.g_02000
OG0000343	Prab.g_01846	Praj.g_02001
OG0000344	Prab.g_01849	Praj.g_02004
OG0000345	Prab.g_01854	Praj.g_02009
OG0000346	Prab.g_01858	Praj.g_02013
OG0000347	Prab.g_01874	Praj.g_02034
OG0000348	Prab.g_01884	Praj.g_02064
OG0000349	Prab.g_01901	Praj.g_02082
OG0000350	Prab.g_01920	Praj.g_02103
OG0000351	Prab.g_01937	Praj.g_02128
OG0000352	Prab.g_01938	Praj.g_02129
OG0000353	Prab.g_01954	Praj.g_02148
OG0000355	Prab.g_00001	Praj.g_00001
OG0000356	Prab.g_00002	Praj.g_00002
OG0000357	Prab.g_00003	Praj.g_00003
OG0000358	Prab.g_00007	Praj.g_00007
OG0000359	Prab.g_00008	Praj.g_00008
OG0000360	Prab.g_00009	Praj.g_00009
OG0000361	Prab.g_00010	Praj.g_00010
OG0000362	Prab.g_00012	Praj.g_00012
OG0000363	Prab.g_00014	Praj.g_00014
OG0000364	Prab.g_00015	Praj.g_00015
OG0000365	Prab.g_00020	Praj.g_00020
OG0000366	Prab.g_00021	Praj.g_00021
OG0000367	Prab.g_00022	Praj.g_00022
OG0000368	Prab.g_00024	Praj.g_00024
OG0000369	Prab.g_00025	Praj.g_00025
OG0000370	Prab.g_00026	Praj.g_00026
OG0000371	Prab.g_00032	Praj.g_00032
OG0000372	Prab.g_00035	Praj.g_00034
OG0000373	Prab.g_00036	Praj.g_00035
OG0000374	Prab.g_00037	Praj.g_00036
OG0000375	Prab.g_00039	Praj.g_00044
OG0000376	Prab.g_00041	Praj.g_00046
OG0000377	Prab.g_00044	Praj.g_00049
OG0000378	Prab.g_00046	Praj.g_00051
OG0000379	Prab.g_00049	Praj.g_00054
OG0000380	Prab.g_00058	Praj.g_00104
OG0000381	Prab.g_00062	Praj.g_00108
OG0000382	Prab.g_00073	Praj.g_00119
OG0000383	Prab.g_00075	Praj.g_00121
OG0000384	Prab.g_00076	Praj.g_00122
OG0000385	Prab.g_00077	Praj.g_00123
OG0000386	Prab.g_00078	Praj.g_00124
OG0000387	Prab.g_00090	Praj.g_00137
OG0000388	Prab.g_00093	Praj.g_00141
OG0000389	Prab.g_00097	Praj.g_00144
OG0000390	Prab.g_00104	Praj.g_00153
OG0000391	Prab.g_00107	Praj.g_00157
OG0000392	Prab.g_00111	Praj.g_00160
OG0000393	Prab.g_00113	Praj.g_00163
OG0000394	Prab.g_00114	Praj.g_00164
OG0000395	Prab.g_00115	Praj.g_00165
OG0000396	Prab.g_00117	Praj.g_00168
OG0000397	Prab.g_00119	Praj.g_00170
OG0000398	Prab.g_00121	Praj.g_00173
OG0000399	Prab.g_00122	Praj.g_00174
OG0000400	Prab.g_00123	Praj.g_00175
OG0000401	Prab.g_00124	Praj.g_00176
OG0000402	Prab.g_00126	Praj.g_01057
OG0000403	Prab.g_00127	Praj.g_00177
OG0000404	Prab.g_00128	Praj.g_00178
OG0000405	Prab.g_00132	Praj.g_00183
OG0000406	Prab.g_00138	Praj.g_00187
OG0000407	Prab.g_00139	Praj.g_00188
OG0000408	Prab.g_00141	Praj.g_00190
OG0000409	Prab.g_00143	Praj.g_00192
OG0000410	Prab.g_00144	Praj.g_00193
OG0000411	Prab.g_00145	Praj.g_00194
OG0000412	Prab.g_00146	Praj.g_00195
OG0000413	Prab.g_00147	Praj.g_00196
OG0000414	Prab.g_00148	Praj.g_00197
OG0000415	Prab.g_00149	Praj.g_00198
OG0000416	Prab.g_00150	Praj.g_00199
OG0000417	Prab.g_00151	Praj.g_00200
OG0000418	Prab.g_00156	Praj.g_00205
OG0000419	Prab.g_00158	Praj.g_00207
OG0000420	Prab.g_00159	Praj.g_00208
OG0000421	Prab.g_00164	Praj.g_00212
OG0000422	Prab.g_00165	Praj.g_00213
OG0000423	Prab.g_00166	Praj.g_00214
OG0000424	Prab.g_00167	Praj.g_00215
OG0000425	Prab.g_00168	Praj.g_00216
OG0000426	Prab.g_00169	Praj.g_00217
OG0000427	Prab.g_00170	Praj.g_00218
OG0000428	Prab.g_00172	Praj.g_00220
OG0000429	Prab.g_00173	Praj.g_00221
OG0000430	Prab.g_00174	Praj.g_00222
OG0000431	Prab.g_00176	Praj.g_00224
OG0000432	Prab.g_00179	Praj.g_00228
OG0000433	Prab.g_00180	Praj.g_00229
OG0000434	Prab.g_00181	Praj.g_00230
OG0000435	Prab.g_00182	Praj.g_00231
OG0000436	Prab.g_00187	Praj.g_00236
OG0000437	Prab.g_00188	Praj.g_00237
OG0000438	Prab.g_00189	Praj.g_00238
OG0000439	Prab.g_00191	Praj.g_00240
OG0000440	Prab.g_00192	Praj.g_00241
OG0000441	Prab.g_00195	Praj.g_00243
OG0000442	Prab.g_00196	Praj.g_00244
OG0000443	Prab.g_00197	Praj.g_00245
OG0000444	Prab.g_00202	Praj.g_00250
OG0000445	Prab.g_00203	Praj.g_00251
OG0000446	Prab.g_00204	Praj.g_00252
OG0000447	Prab.g_00205	Praj.g_00253
OG0000448	Prab.g_00206	Praj.g_00254
OG0000449	Prab.g_00207	Praj.g_00255
OG0000450	Prab.g_00208	Praj.g_00256
OG0000451	Prab.g_00209	Praj.g_00257
OG0000452	Prab.g_00212	Praj.g_00260
OG0000453	Prab.g_00213	Praj.g_00261
OG0000454	Prab.g_00214	Praj.g_00262
OG0000455	Prab.g_00215	Praj.g_00263
OG0000456	Prab.g_00216	Praj.g_00264
OG0000457	Prab.g_00217	Praj.g_00265
OG0000458	Prab.g_00218	Praj.g_00266
OG0000459	Prab.g_00219	Praj.g_00267
OG0000460	Prab.g_00226	Praj.g_00275
OG0000461	Prab.g_00232	Praj.g_00283
OG0000462	Prab.g_00234	Praj.g_00285
OG0000463	Prab.g_00235	Praj.g_00286
OG0000464	Prab.g_00236	Praj.g_00287
OG0000465	Prab.g_00237	Praj.g_00288
OG0000466	Prab.g_00240	Praj.g_00289
OG0000467	Prab.g_00241	Praj.g_00290
OG0000468	Prab.g_00243	Praj.g_00292
OG0000469	Prab.g_00251	Praj.g_00299
OG0000470	Prab.g_00253	Praj.g_00301
OG0000471	Prab.g_00254	Praj.g_00302
OG0000472	Prab.g_00255	Praj.g_00303
OG0000473	Prab.g_00257	Praj.g_00305
OG0000474	Prab.g_00258	Praj.g_00306
OG0000475	Prab.g_00259	Praj.g_00307
OG0000476	Prab.g_00260	Praj.g_00309
OG0000477	Prab.g_00263	Praj.g_00311
OG0000478	Prab.g_00264	Praj.g_00312
OG0000479	Prab.g_00265	Praj.g_00313
OG0000480	Prab.g_00270	Praj.g_00318
OG0000481	Prab.g_00272	Praj.g_00320
OG0000482	Prab.g_00273	Praj.g_00321
OG0000483	Prab.g_00276	Praj.g_00324
OG0000484	Prab.g_00277	Praj.g_00325
OG0000485	Prab.g_00278	Praj.g_00326
OG0000486	Prab.g_00279	Praj.g_00327
OG0000487	Prab.g_00283	Praj.g_00330
OG0000488	Prab.g_00286	Praj.g_00333
OG0000489	Prab.g_00291	Praj.g_00338
OG0000490	Prab.g_00296	Praj.g_00343
OG0000491	Prab.g_00297	Praj.g_00344
OG0000492	Prab.g_00299	Praj.g_00346
OG0000493	Prab.g_00300	Praj.g_00347
OG0000494	Prab.g_00301	Praj.g_00348
OG0000495	Prab.g_00302	Praj.g_00349
OG0000496	Prab.g_00303	Praj.g_00350
OG0000497	Prab.g_00304	Praj.g_00351
OG0000498	Prab.g_00305	Praj.g_00352
OG0000499	Prab.g_00306	Praj.g_00353
OG0000500	Prab.g_00307	Praj.g_00354
OG0000501	Prab.g_00309	Praj.g_00356
OG0000502	Prab.g_00312	Praj.g_00359
OG0000503	Prab.g_00322	Praj.g_00380
OG0000504	Prab.g_00323	Praj.g_00382
OG0000505	Prab.g_00324	Praj.g_00383
OG0000506	Prab.g_00325	Praj.g_00384
OG0000507	Prab.g_00328	Praj.g_00387
OG0000508	Prab.g_00332	Praj.g_00390
OG0000509	Prab.g_00334	Praj.g_00392
OG0000510	Prab.g_00335	Praj.g_00393
OG0000511	Prab.g_00336	Praj.g_00394
OG0000512	Prab.g_00338	Praj.g_00396
OG0000513	Prab.g_00345	Praj.g_00406
OG0000514	Prab.g_00434	Praj.g_00425
OG0000515	Prab.g_00435	Praj.g_00426
OG0000516	Prab.g_00436	Praj.g_00427
OG0000517	Prab.g_00438	Praj.g_00429
OG0000518	Prab.g_00449	Praj.g_00440
OG0000519	Prab.g_00450	Praj.g_00441
OG0000520	Prab.g_00454	Praj.g_00442
OG0000521	Prab.g_00459	Praj.g_00447
OG0000522	Prab.g_00460	Praj.g_00449
OG0000523	Prab.g_00461	Praj.g_00450
OG0000524	Prab.g_00466	Praj.g_00457
OG0000525	Prab.g_00469	Praj.g_00461
OG0000526	Prab.g_00470	Praj.g_00462
OG0000527	Prab.g_00477	Praj.g_00465
OG0000528	Prab.g_00482	Praj.g_00471
OG0000529	Prab.g_00485	Praj.g_00474
OG0000530	Prab.g_00488	Praj.g_00477
OG0000531	Prab.g_00489	Praj.g_00478
OG0000532	Prab.g_00491	Praj.g_00479
OG0000533	Prab.g_00492	Praj.g_00480
OG0000534	Prab.g_00493	Praj.g_00481
OG0000535	Prab.g_00494	Praj.g_00482
OG0000536	Prab.g_00495	Praj.g_00483
OG0000537	Prab.g_00496	Praj.g_00484
OG0000538	Prab.g_00504	Praj.g_00492
OG0000539	Prab.g_00505	Praj.g_00493
OG0000540	Prab.g_00506	Praj.g_00494
OG0000541	Prab.g_00507	Praj.g_00495
OG0000542	Prab.g_00509	Praj.g_00497
OG0000543	Prab.g_00511	Praj.g_00499
OG0000544	Prab.g_00512	Praj.g_00500
OG0000545	Prab.g_00514	Praj.g_00502
OG0000546	Prab.g_00517	Praj.g_00505
OG0000547	Prab.g_00519	Praj.g_00507
OG0000548	Prab.g_00520	Praj.g_00508
OG0000549	Prab.g_00522	Praj.g_00511
OG0000550	Prab.g_00527	Praj.g_00515
OG0000551	Prab.g_00531	Praj.g_00518
OG0000552	Prab.g_00532	Praj.g_00519
OG0000553	Prab.g_00533	Praj.g_00520
OG0000554	Prab.g_00538	Praj.g_00525
OG0000555	Prab.g_00546	Praj.g_00533
OG0000556	Prab.g_00548	Praj.g_00535
OG0000557	Prab.g_00549	Praj.g_00536
OG0000558	Prab.g_00551	Praj.g_00538
OG0000559	Prab.g_00555	Praj.g_00542
OG0000560	Prab.g_00558	Praj.g_00545
OG0000561	Prab.g_00559	Praj.g_00546
OG0000562	Prab.g_00560	Praj.g_00547
OG0000563	Prab.g_00561	Praj.g_00548
OG0000564	Prab.g_00562	Praj.g_00549
