Orthogroup	Prab	Syao
OG0000156	Prab.g_01315	Syao.g_00151
OG0000157	Prab.g_01316	Syao.g_00152
OG0000158	Prab.g_01379	Syao.g_02267
OG0000159	Prab.g_01392	Syao.g_02276
OG0000160	Prab.g_01467	Syao.g_01488
OG0000161	Prab.g_01473	Syao.g_01494
OG0000162	Prab.g_01479	Syao.g_01515
OG0000163	Prab.g_01513	Syao.g_01745
OG0000164	Prab.g_01693	Syao.g_01663
OG0000165	Prab.g_01700	Syao.g_01655
OG0000166	Prab.g_01766	Syao.g_01790
OG0000167	Prab.g_01832	Syao.g_01960
OG0000168	Prab.g_01841	Syao.g_02128
OG0000169	Prab.g_01851	Syao.g_02139
OG0000170	Prab.g_01853	Syao.g_02148
OG0000171	Prab.g_01872	Syao.g_02181
OG0000172	Prab.g_01881	Syao.g_02170
OG0000173	Prab.g_01896	Syao.g_02212
OG0000174	Prab.g_01924	Syao.g_02364, Syao.g_02355
OG0000175	Prab.g_01934	Syao.g_02327, Syao.g_00308
OG0000176	Prab.g_00004	Syao.g_02165
OG0000177	Prab.g_00005	Syao.g_02156
OG0000178	Prab.g_00006	Syao.g_02155
OG0000179	Prab.g_00016	Syao.g_02250
OG0000180	Prab.g_00017	Syao.g_02249
OG0000181	Prab.g_00018	Syao.g_02248
OG0000182	Prab.g_00019	Syao.g_02247
OG0000183	Prab.g_00023	Syao.g_02243
OG0000184	Prab.g_00045	Syao.g_02423
OG0000185	Prab.g_00048	Syao.g_02410
OG0000186	Prab.g_00056	Syao.g_02613
OG0000187	Prab.g_00057	Syao.g_02615
OG0000188	Prab.g_00074	Syao.g_02637
OG0000189	Prab.g_00087	Syao.g_02672
OG0000190	Prab.g_00088	Syao.g_01015
OG0000191	Prab.g_00108	Syao.g_02573
OG0000192	Prab.g_00112	Syao.g_02579
OG0000193	Prab.g_00137	Syao.g_02481
OG0000194	Prab.g_00140	Syao.g_02484
OG0000195	Prab.g_00142	Syao.g_02486
OG0000196	Prab.g_00152	Syao.g_02498
OG0000197	Prab.g_00153	Syao.g_02499
OG0000198	Prab.g_00154	Syao.g_02500
OG0000199	Prab.g_00161	Syao.g_02508
OG0000200	Prab.g_00175	Syao.g_02524
OG0000201	Prab.g_00183	Syao.g_02540
OG0000202	Prab.g_00184	Syao.g_02454
OG0000203	Prab.g_00185	Syao.g_02455
OG0000204	Prab.g_00186	Syao.g_02456
OG0000205	Prab.g_00193	Syao.g_02464
OG0000206	Prab.g_00198	Syao.g_02469
OG0000207	Prab.g_00200	Syao.g_02471
OG0000208	Prab.g_00201	Syao.g_02472
OG0000209	Prab.g_00210	Syao.g_02394
OG0000210	Prab.g_00211	Syao.g_02395
OG0000211	Prab.g_00224	Syao.g_01700
OG0000212	Prab.g_00230	Syao.g_01710
OG0000213	Prab.g_00247	Syao.g_02098
OG0000214	Prab.g_00256	Syao.g_02081
OG0000215	Prab.g_00280	Syao.g_02050
OG0000216	Prab.g_00282	Syao.g_02045
OG0000217	Prab.g_00285	Syao.g_02041
OG0000218	Prab.g_00287	Syao.g_02039
OG0000219	Prab.g_00288	Syao.g_02038
OG0000220	Prab.g_00289	Syao.g_02037
OG0000221	Prab.g_00290	Syao.g_02034
OG0000222	Prab.g_00298	Syao.g_02023
OG0000223	Prab.g_00311	Syao.g_00291
OG0000224	Prab.g_00313	Syao.g_01973
OG0000225	Prab.g_00333	Syao.g_01751
OG0000226	Prab.g_00337	Syao.g_01758
OG0000227	Prab.g_00339	Syao.g_01760
OG0000228	Prab.g_00342	Syao.g_01715
OG0000229	Prab.g_00439	Syao.g_01736
OG0000230	Prab.g_00441	Syao.g_01738
OG0000231	Prab.g_00455	Syao.g_01513
OG0000232	Prab.g_00463	Syao.g_00057
OG0000233	Prab.g_00468	Syao.g_02698
OG0000234	Prab.g_00480	Syao.g_02680
OG0000235	Prab.g_00483	Syao.g_00029
OG0000236	Prab.g_00497	Syao.g_00111
OG0000237	Prab.g_00510	Syao.g_00166
OG0000238	Prab.g_00516	Syao.g_00161
OG0000239	Prab.g_00529	Syao.g_01398
OG0000240	Prab.g_00530	Syao.g_01399
OG0000241	Prab.g_00534	Syao.g_00887
OG0000242	Prab.g_00536	Syao.g_01410
OG0000243	Prab.g_00547	Syao.g_00873
OG0000244	Prab.g_00550	Syao.g_00865
OG0000245	Prab.g_00552	Syao.g_00863
OG0000246	Prab.g_00556	Syao.g_00859
OG0000247	Prab.g_00566	Syao.g_00847
OG0000248	Prab.g_00569	Syao.g_00844
OG0000249	Prab.g_00571	Syao.g_00842
OG0000250	Prab.g_00576	Syao.g_00835
OG0000251	Prab.g_00595	Syao.g_01026
OG0000252	Prab.g_00598	Syao.g_01020
OG0000253	Prab.g_00599	Syao.g_01003
OG0000254	Prab.g_00615	Syao.g_01053
OG0000255	Prab.g_00621	Syao.g_01009
OG0000256	Prab.g_00632	Syao.g_01328
OG0000257	Prab.g_00635	Syao.g_00884
OG0000258	Prab.g_00648	Syao.g_00907
OG0000259	Prab.g_00665	Syao.g_00933, Syao.g_00932
OG0000260	Prab.g_00668	Syao.g_00936
OG0000261	Prab.g_00670	Syao.g_00941
OG0000262	Prab.g_00674	Syao.g_00946
OG0000263	Prab.g_00686	Syao.g_00247
OG0000264	Prab.g_00696	Syao.g_00699
OG0000265	Prab.g_00723	Syao.g_00049
OG0000266	Prab.g_00733	Syao.g_00480
OG0000267	Prab.g_00744	Syao.g_00589
OG0000268	Prab.g_00745	Syao.g_00588
OG0000269	Prab.g_00835	Syao.g_00751
OG0000270	Prab.g_00838	Syao.g_00754
OG0000271	Prab.g_00846	Syao.g_00762
OG0000272	Prab.g_00847	Syao.g_00763
OG0000273	Prab.g_00870	Syao.g_00791
OG0000274	Prab.g_00871	Syao.g_00792
OG0000275	Prab.g_00873	Syao.g_00438
OG0000276	Prab.g_00878	Syao.g_00558
OG0000277	Prab.g_00879	Syao.g_00557
OG0000278	Prab.g_00882	Syao.g_00554
OG0000279	Prab.g_00889	Syao.g_00529
OG0000280	Prab.g_00890	Syao.g_00608
OG0000281	Prab.g_00896	Syao.g_01377
OG0000282	Prab.g_01066	Syao.g_00967
OG0000283	Prab.g_01033	Syao.g_00640
OG0000284	Prab.g_01028	Syao.g_00634
OG0000285	Prab.g_01023	Syao.g_00706
OG0000286	Prab.g_01011	Syao.g_00675
OG0000287	Prab.g_00994	Syao.g_00825
OG0000288	Prab.g_00956	Syao.g_00446
OG0000289	Prab.g_00945	Syao.g_00461
OG0000290	Prab.g_00932	Syao.g_00428
OG0000291	Prab.g_00930	Syao.g_00333
OG0000292	Prab.g_01144	Syao.g_02196
OG0000293	Prab.g_01210	Syao.g_00136
OG0000294	Prab.g_01211	Syao.g_00135
OG0000295	Prab.g_01231	Syao.g_00186
OG0000296	Prab.g_01233	Syao.g_00184
OG0000299	Prab.g_01259	Syao.g_00231
OG0000301	Prab.g_01263	Syao.g_00272, Syao.g_00273
OG0000302	Prab.g_01265	Syao.g_00271
OG0000303	Prab.g_01272	Syao.g_00262
OG0000304	Prab.g_01276	Syao.g_00256
OG0000305	Prab.g_01353	Syao.g_00388
OG0000306	Prab.g_01355	Syao.g_01216
OG0000307	Prab.g_01369	Syao.g_00045
OG0000308	Prab.g_01370	Syao.g_00047
OG0000309	Prab.g_01374	Syao.g_02705
OG0000310	Prab.g_01451	Syao.g_01530
OG0000311	Prab.g_01453	Syao.g_01533
OG0000312	Prab.g_01456	Syao.g_01538
OG0000313	Prab.g_01470	Syao.g_01491
OG0000314	Prab.g_01493	Syao.g_00078
OG0000315	Prab.g_01503	Syao.g_00088
OG0000316	Prab.g_01523	Syao.g_01602
OG0000317	Prab.g_01667	Syao.g_01560
OG0000318	Prab.g_01670	Syao.g_01553
OG0000319	Prab.g_01683	Syao.g_01678
OG0000320	Prab.g_01685	Syao.g_01676
OG0000321	Prab.g_01686	Syao.g_01675
OG0000322	Prab.g_01687	Syao.g_01674
OG0000323	Prab.g_01696	Syao.g_01661
OG0000324	Prab.g_01722	Syao.g_01630
OG0000325	Prab.g_01732	Syao.g_01936
OG0000326	Prab.g_01738	Syao.g_01918
OG0000327	Prab.g_01761	Syao.g_01795
OG0000328	Prab.g_01762	Syao.g_01794
OG0000329	Prab.g_01779	Syao.g_01776
OG0000330	Prab.g_01780	Syao.g_01775
OG0000331	Prab.g_01781	Syao.g_01774
OG0000332	Prab.g_01795	Syao.g_01813
OG0000333	Prab.g_01797	Syao.g_01810
OG0000334	Prab.g_01805	Syao.g_01836
OG0000335	Prab.g_01810	Syao.g_01831
OG0000336	Prab.g_01814	Syao.g_01827
OG0000337	Prab.g_01830	Syao.g_01968
OG0000338	Prab.g_01831	Syao.g_01962
OG0000339	Prab.g_01835	Syao.g_02259
OG0000340	Prab.g_01842	Syao.g_02129
OG0000341	Prab.g_01844	Syao.g_02131
OG0000342	Prab.g_01845	Syao.g_02132
OG0000343	Prab.g_01846	Syao.g_02133
OG0000344	Prab.g_01849	Syao.g_02137
OG0000345	Prab.g_01854	Syao.g_01953
OG0000346	Prab.g_01858	Syao.g_01948
OG0000347	Prab.g_01874	Syao.g_02178
OG0000348	Prab.g_01884	Syao.g_02166
OG0000349	Prab.g_01901	Syao.g_02219
OG0000350	Prab.g_01920	Syao.g_01925
OG0000351	Prab.g_01937	Syao.g_02331
OG0000352	Prab.g_01938	Syao.g_02332
OG0000353	Prab.g_01954	Syao.g_02160
OG0000355	Prab.g_00001	Syao.g_02162
OG0000356	Prab.g_00002	Syao.g_02163
OG0000357	Prab.g_00003	Syao.g_02164
OG0000358	Prab.g_00007	Syao.g_02154
OG0000359	Prab.g_00008	Syao.g_02152
OG0000360	Prab.g_00009	Syao.g_02151
OG0000361	Prab.g_00010	Syao.g_02150
OG0000362	Prab.g_00012	Syao.g_01954
OG0000363	Prab.g_00014	Syao.g_02255
OG0000364	Prab.g_00015	Syao.g_01558
OG0000365	Prab.g_00020	Syao.g_02246
OG0000366	Prab.g_00021	Syao.g_02245
OG0000367	Prab.g_00022	Syao.g_02244
OG0000368	Prab.g_00024	Syao.g_02242
OG0000369	Prab.g_00025	Syao.g_02241
OG0000370	Prab.g_00026	Syao.g_02240
OG0000371	Prab.g_00032	Syao.g_02231
OG0000372	Prab.g_00035	Syao.g_02226
OG0000373	Prab.g_00036	Syao.g_02225
OG0000374	Prab.g_00037	Syao.g_02224
OG0000375	Prab.g_00039	Syao.g_02223
OG0000376	Prab.g_00041	Syao.g_02221
OG0000377	Prab.g_00044	Syao.g_02429
OG0000378	Prab.g_00046	Syao.g_02414
OG0000379	Prab.g_00049	Syao.g_02409
OG0000380	Prab.g_00058	Syao.g_02616
OG0000381	Prab.g_00062	Syao.g_02618
OG0000382	Prab.g_00073	Syao.g_02636
OG0000383	Prab.g_00075	Syao.g_02643
OG0000384	Prab.g_00076	Syao.g_02644
OG0000385	Prab.g_00077	Syao.g_02645
OG0000386	Prab.g_00078	Syao.g_02646
OG0000387	Prab.g_00090	Syao.g_01019
OG0000388	Prab.g_00093	Syao.g_02596
OG0000389	Prab.g_00097	Syao.g_02599
OG0000390	Prab.g_00104	Syao.g_02567
OG0000391	Prab.g_00107	Syao.g_02572
OG0000392	Prab.g_00111	Syao.g_02578
OG0000393	Prab.g_00113	Syao.g_02581
OG0000394	Prab.g_00114	Syao.g_02582
OG0000395	Prab.g_00115	Syao.g_02583
OG0000396	Prab.g_00117	Syao.g_02586
OG0000397	Prab.g_00119	Syao.g_02542
OG0000398	Prab.g_00121	Syao.g_02547
OG0000399	Prab.g_00122	Syao.g_02548
OG0000400	Prab.g_00123	Syao.g_02549
OG0000401	Prab.g_00124	Syao.g_02550
OG0000402	Prab.g_00126	Syao.g_02552
OG0000403	Prab.g_00127	Syao.g_02553
OG0000404	Prab.g_00128	Syao.g_02554
OG0000405	Prab.g_00132	Syao.g_02478
OG0000406	Prab.g_00138	Syao.g_02482
OG0000407	Prab.g_00139	Syao.g_02483
OG0000408	Prab.g_00141	Syao.g_02485
OG0000409	Prab.g_00143	Syao.g_02487
OG0000410	Prab.g_00144	Syao.g_02488
OG0000411	Prab.g_00145	Syao.g_02489
OG0000412	Prab.g_00146	Syao.g_02490
OG0000413	Prab.g_00147	Syao.g_02492
OG0000414	Prab.g_00148	Syao.g_02493
OG0000415	Prab.g_00149	Syao.g_02494
OG0000416	Prab.g_00150	Syao.g_02495
OG0000417	Prab.g_00151	Syao.g_02497
OG0000418	Prab.g_00156	Syao.g_02502
OG0000419	Prab.g_00158	Syao.g_02504
OG0000420	Prab.g_00159	Syao.g_02506
OG0000421	Prab.g_00164	Syao.g_02510
OG0000422	Prab.g_00165	Syao.g_02511
OG0000423	Prab.g_00166	Syao.g_02512
OG0000424	Prab.g_00167	Syao.g_02513
OG0000425	Prab.g_00168	Syao.g_02514
OG0000426	Prab.g_00169	Syao.g_02515
OG0000427	Prab.g_00170	Syao.g_02516
OG0000428	Prab.g_00172	Syao.g_02519
OG0000429	Prab.g_00173	Syao.g_02522
OG0000430	Prab.g_00174	Syao.g_02523
OG0000431	Prab.g_00176	Syao.g_02526
OG0000432	Prab.g_00179	Syao.g_02532
OG0000433	Prab.g_00180	Syao.g_02534
OG0000434	Prab.g_00181	Syao.g_02535
OG0000435	Prab.g_00182	Syao.g_02538
OG0000436	Prab.g_00187	Syao.g_02458
OG0000437	Prab.g_00188	Syao.g_02459
OG0000438	Prab.g_00189	Syao.g_02460
OG0000439	Prab.g_00191	Syao.g_02462
OG0000440	Prab.g_00192	Syao.g_02463
OG0000441	Prab.g_00195	Syao.g_02466
OG0000442	Prab.g_00196	Syao.g_02467
OG0000443	Prab.g_00197	Syao.g_02468
OG0000444	Prab.g_00202	Syao.g_02473
OG0000445	Prab.g_00203	Syao.g_02474
OG0000446	Prab.g_00204	Syao.g_02476
OG0000447	Prab.g_00205	Syao.g_02383
OG0000448	Prab.g_00206	Syao.g_02384
OG0000449	Prab.g_00207	Syao.g_02385
OG0000450	Prab.g_00208	Syao.g_02391
OG0000451	Prab.g_00209	Syao.g_02392
OG0000452	Prab.g_00212	Syao.g_02396
OG0000453	Prab.g_00213	Syao.g_02397
OG0000454	Prab.g_00214	Syao.g_02398
OG0000455	Prab.g_00215	Syao.g_02399
OG0000456	Prab.g_00216	Syao.g_02400
OG0000457	Prab.g_00217	Syao.g_02402
OG0000458	Prab.g_00218	Syao.g_02403
OG0000459	Prab.g_00219	Syao.g_02404
OG0000460	Prab.g_00226	Syao.g_01702
OG0000461	Prab.g_00232	Syao.g_02119
OG0000462	Prab.g_00234	Syao.g_02116
OG0000463	Prab.g_00235	Syao.g_02115
OG0000464	Prab.g_00236	Syao.g_02114
OG0000465	Prab.g_00237	Syao.g_02112
OG0000466	Prab.g_00240	Syao.g_02107
OG0000467	Prab.g_00241	Syao.g_02106
OG0000468	Prab.g_00243	Syao.g_02102
OG0000469	Prab.g_00251	Syao.g_02087
OG0000470	Prab.g_00253	Syao.g_02085
OG0000471	Prab.g_00254	Syao.g_02084
OG0000472	Prab.g_00255	Syao.g_02082
OG0000473	Prab.g_00257	Syao.g_02080
OG0000474	Prab.g_00258	Syao.g_02079
OG0000475	Prab.g_00259	Syao.g_02078
OG0000476	Prab.g_00260	Syao.g_02076
OG0000477	Prab.g_00263	Syao.g_02069
OG0000478	Prab.g_00264	Syao.g_02068
OG0000479	Prab.g_00265	Syao.g_02067
OG0000480	Prab.g_00270	Syao.g_02060
OG0000481	Prab.g_00272	Syao.g_01012
OG0000482	Prab.g_00273	Syao.g_02058
OG0000483	Prab.g_00276	Syao.g_02054
OG0000484	Prab.g_00277	Syao.g_02053
OG0000485	Prab.g_00278	Syao.g_02052
OG0000486	Prab.g_00279	Syao.g_02051
OG0000487	Prab.g_00283	Syao.g_02044
OG0000488	Prab.g_00286	Syao.g_02040
OG0000489	Prab.g_00291	Syao.g_02033
OG0000490	Prab.g_00296	Syao.g_02025
OG0000491	Prab.g_00297	Syao.g_02024
OG0000492	Prab.g_00299	Syao.g_02022
OG0000493	Prab.g_00300	Syao.g_02021
OG0000494	Prab.g_00301	Syao.g_02020
OG0000495	Prab.g_00302	Syao.g_02018
OG0000496	Prab.g_00303	Syao.g_02017
OG0000497	Prab.g_00304	Syao.g_02016
OG0000498	Prab.g_00305	Syao.g_02015
OG0000499	Prab.g_00306	Syao.g_02014
OG0000500	Prab.g_00307	Syao.g_02013
OG0000501	Prab.g_00309	Syao.g_02010
OG0000502	Prab.g_00312	Syao.g_01974
OG0000503	Prab.g_00322	Syao.g_01877
OG0000504	Prab.g_00323	Syao.g_01875
OG0000505	Prab.g_00324	Syao.g_01874
OG0000506	Prab.g_00325	Syao.g_01872
OG0000507	Prab.g_00328	Syao.g_01866
OG0000508	Prab.g_00332	Syao.g_01750
OG0000509	Prab.g_00334	Syao.g_01755
OG0000510	Prab.g_00335	Syao.g_01756
OG0000511	Prab.g_00336	Syao.g_01757
OG0000512	Prab.g_00338	Syao.g_01759
OG0000513	Prab.g_00345	Syao.g_01720
OG0000514	Prab.g_00434	Syao.g_01727
OG0000515	Prab.g_00435	Syao.g_01728
OG0000516	Prab.g_00436	Syao.g_01730
OG0000517	Prab.g_00438	Syao.g_01735
OG0000518	Prab.g_00449	Syao.g_01621
OG0000519	Prab.g_00450	Syao.g_01622
OG0000520	Prab.g_00454	Syao.g_01512
OG0000521	Prab.g_00459	Syao.g_00061
OG0000522	Prab.g_00460	Syao.g_00059
OG0000523	Prab.g_00461	Syao.g_00058
OG0000524	Prab.g_00466	Syao.g_02699
OG0000525	Prab.g_00469	Syao.g_02691
OG0000526	Prab.g_00470	Syao.g_02688
OG0000527	Prab.g_00477	Syao.g_02684
OG0000528	Prab.g_00482	Syao.g_00031
OG0000529	Prab.g_00485	Syao.g_00027
OG0000530	Prab.g_00488	Syao.g_00122
OG0000531	Prab.g_00489	Syao.g_00121
OG0000532	Prab.g_00491	Syao.g_00118
OG0000533	Prab.g_00492	Syao.g_00116
OG0000534	Prab.g_00493	Syao.g_00115
OG0000535	Prab.g_00494	Syao.g_00114
OG0000536	Prab.g_00495	Syao.g_00113
OG0000537	Prab.g_00496	Syao.g_00112
OG0000538	Prab.g_00504	Syao.g_00100
OG0000539	Prab.g_00505	Syao.g_00099
OG0000540	Prab.g_00506	Syao.g_00098
OG0000541	Prab.g_00507	Syao.g_00097
OG0000542	Prab.g_00509	Syao.g_00167
OG0000543	Prab.g_00511	Syao.g_00165
OG0000544	Prab.g_00512	Syao.g_00164
OG0000545	Prab.g_00514	Syao.g_00162
OG0000546	Prab.g_00517	Syao.g_00160
OG0000547	Prab.g_00519	Syao.g_00158
OG0000548	Prab.g_00520	Syao.g_00157
OG0000549	Prab.g_00522	Syao.g_01391
OG0000550	Prab.g_00527	Syao.g_01396
OG0000551	Prab.g_00531	Syao.g_01401
OG0000552	Prab.g_00532	Syao.g_01402
OG0000553	Prab.g_00533	Syao.g_01404
OG0000554	Prab.g_00538	Syao.g_01413
OG0000555	Prab.g_00546	Syao.g_00875
OG0000556	Prab.g_00548	Syao.g_00871
OG0000557	Prab.g_00549	Syao.g_00866
OG0000558	Prab.g_00551	Syao.g_00864
OG0000559	Prab.g_00555	Syao.g_00860
OG0000560	Prab.g_00558	Syao.g_00857
OG0000561	Prab.g_00559	Syao.g_00856
OG0000562	Prab.g_00560	Syao.g_00855
OG0000563	Prab.g_00561	Syao.g_00854
OG0000564	Prab.g_00562	Syao.g_00853
OG0000565	Prab.g_00565	Syao.g_00849
OG0000566	Prab.g_00568	Syao.g_00845
OG0000567	Prab.g_00572	Syao.g_00841
OG0000568	Prab.g_00573	Syao.g_00839
OG0000569	Prab.g_00574	Syao.g_00838
OG0000570	Prab.g_00575	Syao.g_00837
OG0000571	Prab.g_00577	Syao.g_00834
OG0000572	Prab.g_00590	Syao.g_01033
OG0000573	Prab.g_00596	Syao.g_01022
OG0000574	Prab.g_00597	Syao.g_01021
OG0000575	Prab.g_00601	Syao.g_01000
OG0000576	Prab.g_00603	Syao.g_00996
OG0000577	Prab.g_00604	Syao.g_00995
OG0000578	Prab.g_00605	Syao.g_00994
OG0000579	Prab.g_00606	Syao.g_00993
OG0000580	Prab.g_00607	Syao.g_00992
OG0000581	Prab.g_00609	Syao.g_01059
OG0000582	Prab.g_00612	Syao.g_01204
OG0000583	Prab.g_00613	Syao.g_01205
OG0000584	Prab.g_00614	Syao.g_01206
OG0000585	Prab.g_00616	Syao.g_01054
OG0000586	Prab.g_00617	Syao.g_01055
OG0000587	Prab.g_00618	Syao.g_01057
OG0000588	Prab.g_00622	Syao.g_00406
OG0000589	Prab.g_00625	Syao.g_01342
OG0000590	Prab.g_00626	Syao.g_01341
OG0000591	Prab.g_00630	Syao.g_01330
OG0000592	Prab.g_00631	Syao.g_01329
OG0000593	Prab.g_00637	Syao.g_00890
OG0000594	Prab.g_00638	Syao.g_00891
OG0000595	Prab.g_00639	Syao.g_00892
OG0000596	Prab.g_00643	Syao.g_00897
OG0000597	Prab.g_00645	Syao.g_00900
OG0000598	Prab.g_00646	Syao.g_00901
OG0000599	Prab.g_00649	Syao.g_00908
OG0000600	Prab.g_00650	Syao.g_00909
