Orthogroup	Prab	Prbb
OG0000165	Prab.g_01700	Prbb.g_01853
OG0000166	Prab.g_01766	Prbb.g_01964
OG0000167	Prab.g_01832	Prbb.g_02034
OG0000168	Prab.g_01841	Prbb.g_02045
OG0000169	Prab.g_01851	Prbb.g_02055
OG0000170	Prab.g_01853	Prbb.g_02057
OG0000171	Prab.g_01872	Prbb.g_02078
OG0000172	Prab.g_01881	Prbb.g_02101
OG0000173	Prab.g_01896	Prbb.g_02116
OG0000174	Prab.g_01924	Prbb.g_02147
OG0000175	Prab.g_01934	Prbb.g_02165
OG0000176	Prab.g_00004	Prbb.g_00004
OG0000177	Prab.g_00005	Prbb.g_00005
OG0000178	Prab.g_00006	Prbb.g_00007, Prbb.g_00006
OG0000179	Prab.g_00016	Prbb.g_00017
OG0000180	Prab.g_00017	Prbb.g_00018
OG0000181	Prab.g_00018	Prbb.g_00019
OG0000182	Prab.g_00019	Prbb.g_00020
OG0000183	Prab.g_00023	Prbb.g_00024
OG0000184	Prab.g_00045	Prbb.g_00061
OG0000185	Prab.g_00048	Prbb.g_00064
OG0000186	Prab.g_00056	Prbb.g_00119
OG0000187	Prab.g_00057	Prbb.g_00120
OG0000188	Prab.g_00074	Prbb.g_00137
OG0000189	Prab.g_00087	Prbb.g_00151
OG0000190	Prab.g_00088	Prbb.g_00152
OG0000191	Prab.g_00108	Prbb.g_00175
OG0000192	Prab.g_00112	Prbb.g_00179
OG0000193	Prab.g_00137	Prbb.g_00203
OG0000194	Prab.g_00140	Prbb.g_00206
OG0000195	Prab.g_00142	Prbb.g_00208
OG0000196	Prab.g_00152	Prbb.g_00218
OG0000197	Prab.g_00153	Prbb.g_00219
OG0000198	Prab.g_00154	Prbb.g_00220
OG0000199	Prab.g_00161	Prbb.g_00227
OG0000200	Prab.g_00175	Prbb.g_00240
OG0000201	Prab.g_00183	Prbb.g_00249
OG0000202	Prab.g_00184	Prbb.g_00250
OG0000203	Prab.g_00185	Prbb.g_00251
OG0000204	Prab.g_00186	Prbb.g_00252
OG0000205	Prab.g_00193	Prbb.g_00259
OG0000206	Prab.g_00198	Prbb.g_00263
OG0000207	Prab.g_00200	Prbb.g_00265
OG0000208	Prab.g_00201	Prbb.g_00266
OG0000209	Prab.g_00210	Prbb.g_00275
OG0000210	Prab.g_00211	Prbb.g_00276
OG0000211	Prab.g_00224	Prbb.g_00290
OG0000212	Prab.g_00230	Prbb.g_00298
OG0000213	Prab.g_00247	Prbb.g_00313
OG0000214	Prab.g_00256	Prbb.g_00321
OG0000215	Prab.g_00280	Prbb.g_00344
OG0000216	Prab.g_00282	Prbb.g_00345
OG0000217	Prab.g_00285	Prbb.g_00348
OG0000218	Prab.g_00287	Prbb.g_00350
OG0000219	Prab.g_00288	Prbb.g_00351
OG0000220	Prab.g_00289	Prbb.g_00352
OG0000221	Prab.g_00290	Prbb.g_00353
OG0000222	Prab.g_00298	Prbb.g_00361
OG0000223	Prab.g_00311	Prbb.g_00374
OG0000224	Prab.g_00313	Prbb.g_00376
OG0000225	Prab.g_00333	Prbb.g_00405
OG0000226	Prab.g_00337	Prbb.g_00409
OG0000227	Prab.g_00339	Prbb.g_00411
OG0000228	Prab.g_00342	Prbb.g_00415
OG0000229	Prab.g_00439	Prbb.g_00441
OG0000230	Prab.g_00441	Prbb.g_00443
OG0000231	Prab.g_00455	Prbb.g_00454
OG0000232	Prab.g_00463	Prbb.g_00462
OG0000233	Prab.g_00468	Prbb.g_00470
OG0000234	Prab.g_00480	Prbb.g_00479
OG0000235	Prab.g_00483	Prbb.g_00483
OG0000236	Prab.g_00497	Prbb.g_00497
OG0000237	Prab.g_00510	Prbb.g_00510
OG0000238	Prab.g_00516	Prbb.g_00516
OG0000239	Prab.g_00529	Prbb.g_00528
OG0000240	Prab.g_00530	Prbb.g_00529
OG0000241	Prab.g_00534	Prbb.g_00533
OG0000242	Prab.g_00536	Prbb.g_00535
OG0000243	Prab.g_00547	Prbb.g_00546
OG0000244	Prab.g_00550	Prbb.g_00550
OG0000245	Prab.g_00552	Prbb.g_00552
OG0000246	Prab.g_00556	Prbb.g_00556
OG0000247	Prab.g_00566	Prbb.g_00566
OG0000248	Prab.g_00569	Prbb.g_00568
OG0000249	Prab.g_00571	Prbb.g_00570
OG0000250	Prab.g_00576	Prbb.g_00575
OG0000251	Prab.g_00595	Prbb.g_00591
OG0000252	Prab.g_00598	Prbb.g_00593
OG0000253	Prab.g_00599	Prbb.g_00595
OG0000254	Prab.g_00615	Prbb.g_00612
OG0000255	Prab.g_00621	Prbb.g_00618
OG0000256	Prab.g_00632	Prbb.g_00628
OG0000257	Prab.g_00635	Prbb.g_00631
OG0000258	Prab.g_00648	Prbb.g_00644
OG0000259	Prab.g_00665	Prbb.g_00661
OG0000260	Prab.g_00668	Prbb.g_00665
OG0000261	Prab.g_00670	Prbb.g_00668
OG0000262	Prab.g_00674	Prbb.g_00673
OG0000263	Prab.g_00686	Prbb.g_00686
OG0000264	Prab.g_00696	Prbb.g_00697, Prbb.g_00698
OG0000265	Prab.g_00723	Prbb.g_00713
OG0000266	Prab.g_00733	Prbb.g_00723
OG0000267	Prab.g_00744	Prbb.g_00736
OG0000268	Prab.g_00745	Prbb.g_00737
OG0000269	Prab.g_00835	Prbb.g_00778
OG0000270	Prab.g_00838	Prbb.g_00781
OG0000271	Prab.g_00846	Prbb.g_00789
OG0000272	Prab.g_00847	Prbb.g_00790
OG0000273	Prab.g_00870	Prbb.g_00814
OG0000274	Prab.g_00871	Prbb.g_00815
OG0000275	Prab.g_00873	Prbb.g_00817
OG0000276	Prab.g_00878	Prbb.g_00823
OG0000277	Prab.g_00879	Prbb.g_00824
OG0000278	Prab.g_00882	Prbb.g_00828
OG0000279	Prab.g_00889	Prbb.g_00835
OG0000280	Prab.g_00890	Prbb.g_01370
OG0000281	Prab.g_00896	Prbb.g_00841
OG0000282	Prab.g_01066	Prbb.g_00934
OG0000283	Prab.g_01033	Prbb.g_00965
OG0000284	Prab.g_01028	Prbb.g_00970
OG0000285	Prab.g_01023	Prbb.g_00975
OG0000286	Prab.g_01011	Prbb.g_00990
OG0000287	Prab.g_00994	Prbb.g_00101
OG0000288	Prab.g_00956	Prbb.g_01039
OG0000289	Prab.g_00945	Prbb.g_01051
OG0000290	Prab.g_00932	Prbb.g_01067
OG0000291	Prab.g_00930	Prbb.g_01069
OG0000292	Prab.g_01144	Prbb.g_01238
OG0000293	Prab.g_01210	Prbb.g_01527
OG0000294	Prab.g_01211	Prbb.g_01526
OG0000295	Prab.g_01231	Prbb.g_01502
OG0000296	Prab.g_01233	Prbb.g_01500
OG0000297	Prab.g_01241	Prbb.g_01491
OG0000298	Prab.g_01242	Prbb.g_01490
OG0000299	Prab.g_01259	Prbb.g_01471
OG0000300	Prab.g_01262	Prbb.g_01468
OG0000301	Prab.g_01263	Prbb.g_01467
OG0000302	Prab.g_01265	Prbb.g_01464
OG0000303	Prab.g_01272	Prbb.g_01459
OG0000304	Prab.g_01276	Prbb.g_01456
OG0000305	Prab.g_01353	Prbb.g_01789
OG0000306	Prab.g_01355	Prbb.g_00845
OG0000307	Prab.g_01369	Prbb.g_01648
OG0000308	Prab.g_01370	Prbb.g_01649
OG0000309	Prab.g_01374	Prbb.g_01653
OG0000310	Prab.g_01451	Prbb.g_01671
OG0000311	Prab.g_01453	Prbb.g_01673
OG0000312	Prab.g_01456	Prbb.g_01676
OG0000313	Prab.g_01470	Prbb.g_01690
OG0000314	Prab.g_01493	Prbb.g_01711
OG0000315	Prab.g_01503	Prbb.g_01721
OG0000316	Prab.g_01523	Prbb.g_01746
OG0000317	Prab.g_01667	Prbb.g_01821
OG0000318	Prab.g_01670	Prbb.g_01824
OG0000319	Prab.g_01683	Prbb.g_01835
OG0000320	Prab.g_01685	Prbb.g_01837
OG0000321	Prab.g_01686	Prbb.g_01838
OG0000322	Prab.g_01687	Prbb.g_01839
OG0000323	Prab.g_01696	Prbb.g_01848
OG0000324	Prab.g_01722	Prbb.g_01875
OG0000325	Prab.g_01732	Prbb.g_01924
OG0000326	Prab.g_01738	Prbb.g_01930
OG0000327	Prab.g_01761	Prbb.g_01959
OG0000328	Prab.g_01762	Prbb.g_01960
OG0000329	Prab.g_01779	Prbb.g_01977
OG0000330	Prab.g_01780	Prbb.g_01978
OG0000331	Prab.g_01781	Prbb.g_01979
OG0000332	Prab.g_01795	Prbb.g_01993
OG0000333	Prab.g_01797	Prbb.g_01995
OG0000334	Prab.g_01805	Prbb.g_02004
OG0000335	Prab.g_01810	Prbb.g_02009
OG0000336	Prab.g_01814	Prbb.g_02013
OG0000337	Prab.g_01830	Prbb.g_02031
OG0000338	Prab.g_01831	Prbb.g_02032
OG0000339	Prab.g_01835	Prbb.g_02037
OG0000340	Prab.g_01842	Prbb.g_02046
OG0000341	Prab.g_01844	Prbb.g_02048
OG0000342	Prab.g_01845	Prbb.g_02049
OG0000343	Prab.g_01846	Prbb.g_02050
OG0000344	Prab.g_01849	Prbb.g_02053
OG0000345	Prab.g_01854	Prbb.g_02058
OG0000346	Prab.g_01858	Prbb.g_02062
OG0000347	Prab.g_01874	Prbb.g_02082
OG0000348	Prab.g_01884	Prbb.g_02104
OG0000349	Prab.g_01901	Prbb.g_02122
OG0000350	Prab.g_01920	Prbb.g_02143
OG0000351	Prab.g_01937	Prbb.g_02168
OG0000352	Prab.g_01938	Prbb.g_02169
OG0000353	Prab.g_01954	Prbb.g_02188
OG0000355	Prab.g_00001	Prbb.g_00001
OG0000356	Prab.g_00002	Prbb.g_00002
OG0000357	Prab.g_00003	Prbb.g_00003
OG0000358	Prab.g_00007	Prbb.g_00008
OG0000359	Prab.g_00008	Prbb.g_00009
OG0000360	Prab.g_00009	Prbb.g_00010
OG0000361	Prab.g_00010	Prbb.g_00011
OG0000362	Prab.g_00012	Prbb.g_00013
OG0000363	Prab.g_00014	Prbb.g_00015
OG0000364	Prab.g_00015	Prbb.g_00016
OG0000365	Prab.g_00020	Prbb.g_00021
OG0000366	Prab.g_00021	Prbb.g_00022
OG0000367	Prab.g_00022	Prbb.g_00023
OG0000368	Prab.g_00024	Prbb.g_00025
OG0000369	Prab.g_00025	Prbb.g_00026
OG0000370	Prab.g_00026	Prbb.g_00027
OG0000371	Prab.g_00032	Prbb.g_00033
OG0000372	Prab.g_00035	Prbb.g_00035
OG0000373	Prab.g_00036	Prbb.g_00036
OG0000374	Prab.g_00037	Prbb.g_00037
OG0000375	Prab.g_00039	Prbb.g_00055
OG0000376	Prab.g_00041	Prbb.g_00057
OG0000377	Prab.g_00044	Prbb.g_00060
OG0000378	Prab.g_00046	Prbb.g_00062
OG0000379	Prab.g_00049	Prbb.g_00065
OG0000380	Prab.g_00058	Prbb.g_00121
OG0000381	Prab.g_00062	Prbb.g_00125
OG0000382	Prab.g_00073	Prbb.g_00136
OG0000383	Prab.g_00075	Prbb.g_00138
OG0000384	Prab.g_00076	Prbb.g_00139
OG0000385	Prab.g_00077	Prbb.g_00140
OG0000386	Prab.g_00078	Prbb.g_00141
OG0000387	Prab.g_00090	Prbb.g_00154
OG0000388	Prab.g_00093	Prbb.g_00158
OG0000389	Prab.g_00097	Prbb.g_00161
OG0000390	Prab.g_00104	Prbb.g_00170
OG0000391	Prab.g_00107	Prbb.g_00174
OG0000392	Prab.g_00111	Prbb.g_00177
OG0000393	Prab.g_00113	Prbb.g_00180
OG0000394	Prab.g_00114	Prbb.g_00181
OG0000395	Prab.g_00115	Prbb.g_00182
OG0000396	Prab.g_00117	Prbb.g_00185
OG0000397	Prab.g_00119	Prbb.g_00187
OG0000398	Prab.g_00121	Prbb.g_00190
OG0000399	Prab.g_00122	Prbb.g_00191
OG0000400	Prab.g_00123	Prbb.g_00192
OG0000401	Prab.g_00124	Prbb.g_00193
OG0000402	Prab.g_00126	Prbb.g_01101
OG0000403	Prab.g_00127	Prbb.g_00194
OG0000404	Prab.g_00128	Prbb.g_00195
OG0000405	Prab.g_00132	Prbb.g_00200
OG0000406	Prab.g_00138	Prbb.g_00204
OG0000407	Prab.g_00139	Prbb.g_00205
OG0000408	Prab.g_00141	Prbb.g_00207
OG0000409	Prab.g_00143	Prbb.g_00209
OG0000410	Prab.g_00144	Prbb.g_00210
OG0000411	Prab.g_00145	Prbb.g_00211
OG0000412	Prab.g_00146	Prbb.g_00212
OG0000413	Prab.g_00147	Prbb.g_00213
OG0000414	Prab.g_00148	Prbb.g_00214
OG0000415	Prab.g_00149	Prbb.g_00215
OG0000416	Prab.g_00150	Prbb.g_00216
OG0000417	Prab.g_00151	Prbb.g_00217
OG0000418	Prab.g_00156	Prbb.g_00222
OG0000419	Prab.g_00158	Prbb.g_00224
OG0000420	Prab.g_00159	Prbb.g_00225
OG0000421	Prab.g_00164	Prbb.g_00229
OG0000422	Prab.g_00165	Prbb.g_00230
OG0000423	Prab.g_00166	Prbb.g_00231
OG0000424	Prab.g_00167	Prbb.g_00232
OG0000425	Prab.g_00168	Prbb.g_00233
OG0000426	Prab.g_00169	Prbb.g_00234
OG0000427	Prab.g_00170	Prbb.g_00235
OG0000428	Prab.g_00172	Prbb.g_00237
OG0000429	Prab.g_00173	Prbb.g_00238
OG0000430	Prab.g_00174	Prbb.g_00239
OG0000431	Prab.g_00176	Prbb.g_00241
OG0000432	Prab.g_00179	Prbb.g_00245
OG0000433	Prab.g_00180	Prbb.g_00246
OG0000434	Prab.g_00181	Prbb.g_00247
OG0000435	Prab.g_00182	Prbb.g_00248
OG0000436	Prab.g_00187	Prbb.g_00253
OG0000437	Prab.g_00188	Prbb.g_00254
OG0000438	Prab.g_00189	Prbb.g_00255
OG0000439	Prab.g_00191	Prbb.g_00257
OG0000440	Prab.g_00192	Prbb.g_00258
OG0000441	Prab.g_00195	Prbb.g_00260
OG0000442	Prab.g_00196	Prbb.g_00261
OG0000443	Prab.g_00197	Prbb.g_00262
OG0000444	Prab.g_00202	Prbb.g_00267
OG0000445	Prab.g_00203	Prbb.g_00268
OG0000446	Prab.g_00204	Prbb.g_00269
OG0000447	Prab.g_00205	Prbb.g_00270
OG0000448	Prab.g_00206	Prbb.g_00271
OG0000449	Prab.g_00207	Prbb.g_00272
OG0000450	Prab.g_00208	Prbb.g_00273
OG0000451	Prab.g_00209	Prbb.g_00274
OG0000452	Prab.g_00212	Prbb.g_00277
OG0000453	Prab.g_00213	Prbb.g_00278
OG0000454	Prab.g_00214	Prbb.g_00279
OG0000455	Prab.g_00215	Prbb.g_00280
OG0000456	Prab.g_00216	Prbb.g_00281
OG0000457	Prab.g_00217	Prbb.g_00282
OG0000458	Prab.g_00218	Prbb.g_00283
OG0000459	Prab.g_00219	Prbb.g_00284
OG0000460	Prab.g_00226	Prbb.g_00292
OG0000461	Prab.g_00232	Prbb.g_00300
OG0000462	Prab.g_00234	Prbb.g_00302
OG0000463	Prab.g_00235	Prbb.g_00303
OG0000464	Prab.g_00236	Prbb.g_00304
OG0000465	Prab.g_00237	Prbb.g_00305
OG0000466	Prab.g_00240	Prbb.g_00306
OG0000467	Prab.g_00241	Prbb.g_00307
OG0000468	Prab.g_00243	Prbb.g_00309
OG0000469	Prab.g_00251	Prbb.g_00316
OG0000470	Prab.g_00253	Prbb.g_00318
OG0000471	Prab.g_00254	Prbb.g_00319
OG0000472	Prab.g_00255	Prbb.g_00320
OG0000473	Prab.g_00257	Prbb.g_00322
OG0000474	Prab.g_00258	Prbb.g_00323
OG0000475	Prab.g_00259	Prbb.g_00324
OG0000476	Prab.g_00260	Prbb.g_00326
OG0000477	Prab.g_00263	Prbb.g_00328
OG0000478	Prab.g_00264	Prbb.g_00329
OG0000479	Prab.g_00265	Prbb.g_00330
OG0000480	Prab.g_00270	Prbb.g_00334
OG0000481	Prab.g_00272	Prbb.g_00336
OG0000482	Prab.g_00273	Prbb.g_00337
OG0000483	Prab.g_00276	Prbb.g_00340
OG0000484	Prab.g_00277	Prbb.g_00341
OG0000485	Prab.g_00278	Prbb.g_00342
OG0000486	Prab.g_00279	Prbb.g_00343
OG0000487	Prab.g_00283	Prbb.g_00346
OG0000488	Prab.g_00286	Prbb.g_00349
OG0000489	Prab.g_00291	Prbb.g_00354
OG0000490	Prab.g_00296	Prbb.g_00359
OG0000491	Prab.g_00297	Prbb.g_00360
OG0000492	Prab.g_00299	Prbb.g_00362
OG0000493	Prab.g_00300	Prbb.g_00363
OG0000494	Prab.g_00301	Prbb.g_00364
OG0000495	Prab.g_00302	Prbb.g_00365
OG0000496	Prab.g_00303	Prbb.g_00366
OG0000497	Prab.g_00304	Prbb.g_00367
OG0000498	Prab.g_00305	Prbb.g_00368
OG0000499	Prab.g_00306	Prbb.g_00369
OG0000500	Prab.g_00307	Prbb.g_00370
OG0000501	Prab.g_00309	Prbb.g_00372
OG0000502	Prab.g_00312	Prbb.g_00375
OG0000503	Prab.g_00322	Prbb.g_00394
OG0000504	Prab.g_00323	Prbb.g_00396
OG0000505	Prab.g_00324	Prbb.g_00397
OG0000506	Prab.g_00325	Prbb.g_00398
OG0000507	Prab.g_00328	Prbb.g_00401
OG0000508	Prab.g_00332	Prbb.g_00404
OG0000509	Prab.g_00334	Prbb.g_00406
OG0000510	Prab.g_00335	Prbb.g_00407
OG0000511	Prab.g_00336	Prbb.g_00408
OG0000512	Prab.g_00338	Prbb.g_00410
OG0000513	Prab.g_00345	Prbb.g_00419
OG0000514	Prab.g_00434	Prbb.g_00436
OG0000515	Prab.g_00435	Prbb.g_00437
OG0000516	Prab.g_00436	Prbb.g_00438
OG0000517	Prab.g_00438	Prbb.g_00440
OG0000518	Prab.g_00449	Prbb.g_00451
OG0000519	Prab.g_00450	Prbb.g_00452
OG0000520	Prab.g_00454	Prbb.g_00453
OG0000521	Prab.g_00459	Prbb.g_00458
OG0000522	Prab.g_00460	Prbb.g_00460
OG0000523	Prab.g_00461	Prbb.g_00461
OG0000524	Prab.g_00466	Prbb.g_00468
OG0000525	Prab.g_00469	Prbb.g_00472
OG0000526	Prab.g_00470	Prbb.g_00473
OG0000527	Prab.g_00477	Prbb.g_00476
OG0000528	Prab.g_00482	Prbb.g_00482
OG0000529	Prab.g_00485	Prbb.g_00486
OG0000530	Prab.g_00488	Prbb.g_00489
OG0000531	Prab.g_00489	Prbb.g_00490
OG0000532	Prab.g_00491	Prbb.g_00491
OG0000533	Prab.g_00492	Prbb.g_00492
OG0000534	Prab.g_00493	Prbb.g_00493
OG0000535	Prab.g_00494	Prbb.g_00494
OG0000536	Prab.g_00495	Prbb.g_00495
OG0000537	Prab.g_00496	Prbb.g_00496
OG0000538	Prab.g_00504	Prbb.g_00504
OG0000539	Prab.g_00505	Prbb.g_00505
OG0000540	Prab.g_00506	Prbb.g_00506
