Orthogroup	Prao	Prbl
OG0000165	Prao.g_01583	Prbl.g_00356
OG0000166	Prao.g_01651	Prbl.g_00962
OG0000167	Prao.g_01717	Prbl.g_00857
OG0000168	Prao.g_01727	Prbl.g_00842
OG0000169	Prao.g_01737	Prbl.g_01302
OG0000170	Prao.g_01739	Prbl.g_01290
OG0000171	Prao.g_01758	Prbl.g_02055
OG0000172	Prao.g_01767	Prbl.g_02021
OG0000173	Prao.g_01782	Prbl.g_02000
OG0000174	Prao.g_01810	Prbl.g_02188
OG0000175	Prao.g_01820	Prbl.g_02150
OG0000176	Prao.g_01845	Prbl.g_02117
OG0000177	Prao.g_01846	Prbl.g_02116
OG0000178	Prao.g_01847	Prbl.g_02115
OG0000179	Prao.g_00163	Prbl.g_01961
OG0000180	Prao.g_00164	Prbl.g_01962
OG0000181	Prao.g_00165	Prbl.g_01963
OG0000182	Prao.g_00166	Prbl.g_01964
OG0000183	Prao.g_00170	Prbl.g_01968
OG0000184	Prao.g_00192	Prbl.g_02251
OG0000185	Prao.g_00195	Prbl.g_02273
OG0000186	Prao.g_00203	Prbl.g_00614
OG0000187	Prao.g_00204	Prbl.g_00613
OG0000188	Prao.g_00221	Prbl.g_00591
OG0000189	Prao.g_00235	Prbl.g_00565
OG0000190	Prao.g_00236	Prbl.g_00563
OG0000191	Prao.g_00256	Prbl.g_01325
OG0000192	Prao.g_00260	Prbl.g_01316
OG0000193	Prao.g_00284	Prbl.g_00302
OG0000194	Prao.g_00287	Prbl.g_00299
OG0000195	Prao.g_00289	Prbl.g_00297
OG0000196	Prao.g_00299	Prbl.g_00286
OG0000197	Prao.g_00300	Prbl.g_00285
OG0000198	Prao.g_00301	Prbl.g_00284
OG0000199	Prao.g_00308	Prbl.g_00277
OG0000200	Prao.g_00322	Prbl.g_00069
OG0000201	Prao.g_00330	Prbl.g_00088
OG0000202	Prao.g_00331	Prbl.g_00089
OG0000203	Prao.g_00332	Prbl.g_00090
OG0000204	Prao.g_00333	Prbl.g_00091
OG0000205	Prao.g_00340	Prbl.g_00098
OG0000206	Prao.g_00345	Prbl.g_01282
OG0000207	Prao.g_00347	Prbl.g_00130
OG0000208	Prao.g_00348	Prbl.g_00129
OG0000209	Prao.g_00357	Prbl.g_01256
OG0000210	Prao.g_00358	Prbl.g_01257
OG0000211	Prao.g_00371	Prbl.g_01922
OG0000212	Prao.g_00378	Prbl.g_00192
OG0000213	Prao.g_00395	Prbl.g_01496
OG0000214	Prao.g_00405	Prbl.g_01469
OG0000215	Prao.g_00429	Prbl.g_01439
OG0000216	Prao.g_00431	Prbl.g_01436
OG0000217	Prao.g_00434	Prbl.g_01432
OG0000218	Prao.g_00436	Prbl.g_01428
OG0000219	Prao.g_00437	Prbl.g_01427
OG0000220	Prao.g_00438	Prbl.g_01426
OG0000221	Prao.g_00439	Prbl.g_01421
OG0000222	Prao.g_00446	Prbl.g_00911
OG0000223	Prao.g_00459	Prbl.g_00888
OG0000224	Prao.g_00461	Prbl.g_00877
OG0000225	Prao.g_00480	Prbl.g_01218
OG0000226	Prao.g_00484	Prbl.g_01222
OG0000227	Prao.g_00486	Prbl.g_01224
OG0000228	Prao.g_00489	Prbl.g_02673
OG0000229	Prao.g_00540	Prbl.g_00652
OG0000230	Prao.g_00542	Prbl.g_00650
OG0000231	Prao.g_00553	Prbl.g_00635
OG0000232	Prao.g_00564	Prbl.g_00619
OG0000233	Prao.g_00569	Prbl.g_01360
OG0000234	Prao.g_00582	Prbl.g_01339
OG0000235	Prao.g_00585	Prbl.g_00510
OG0000236	Prao.g_00599	Prbl.g_00526
OG0000237	Prao.g_00612	Prbl.g_00800
OG0000238	Prao.g_00618	Prbl.g_00795
OG0000239	Prao.g_00631	Prbl.g_00779
OG0000240	Prao.g_00632	Prbl.g_00778
OG0000241	Prao.g_01861	Prbl.g_01526
OG0000242	Prao.g_01859	Prbl.g_00768
OG0000243	Prao.g_01162	Prbl.g_02647
OG0000244	Prao.g_01165	Prbl.g_01879
OG0000245	Prao.g_01167	Prbl.g_01882
OG0000246	Prao.g_01171	Prbl.g_01886
OG0000247	Prao.g_01181	Prbl.g_01897
OG0000248	Prao.g_01183	Prbl.g_01900
OG0000249	Prao.g_01185	Prbl.g_01902
OG0000250	Prao.g_01864	Prbl.g_01799
OG0000251	Prao.g_00029	Prbl.g_01775
OG0000252	Prao.g_00032	Prbl.g_01772
OG0000253	Prao.g_00033	Prbl.g_01766
OG0000254	Prao.g_00049	Prbl.g_01747
OG0000255	Prao.g_00055	Prbl.g_01612
OG0000256	Prao.g_00066	Prbl.g_01626
OG0000257	Prao.g_00069	Prbl.g_01632
OG0000258	Prao.g_00082	Prbl.g_01655
OG0000259	Prao.g_00099	Prbl.g_01406
OG0000260	Prao.g_00102	Prbl.g_01403
OG0000261	Prao.g_00104	Prbl.g_01400
OG0000262	Prao.g_00108	Prbl.g_01395
OG0000263	Prao.g_00119	Prbl.g_01242
OG0000264	Prao.g_00129	Prbl.g_01859
OG0000265	Prao.g_00648	Prbl.g_01839, Prbl.g_02567
OG0000266	Prao.g_00658	Prbl.g_02556
OG0000267	Prao.g_00669	Prbl.g_02431
OG0000268	Prao.g_00670	Prbl.g_02432
OG0000269	Prao.g_00736	Prbl.g_02340
OG0000270	Prao.g_00739	Prbl.g_02337
OG0000271	Prao.g_00747	Prbl.g_02329
OG0000272	Prao.g_00748	Prbl.g_02328
OG0000273	Prao.g_00771	Prbl.g_01534
OG0000274	Prao.g_00772	Prbl.g_01535
OG0000275	Prao.g_00775	Prbl.g_01538
OG0000276	Prao.g_00780	Prbl.g_01544
OG0000277	Prao.g_00781	Prbl.g_01545
OG0000278	Prao.g_00784	Prbl.g_01548
OG0000279	Prao.g_00791	Prbl.g_01556
OG0000280	Prao.g_00792	Prbl.g_01562
OG0000281	Prao.g_00797	Prbl.g_01577
OG0000282	Prao.g_00847	Prbl.g_02405
OG0000283	Prao.g_00879	Prbl.g_02443
OG0000284	Prao.g_00884	Prbl.g_02449
OG0000285	Prao.g_00889	Prbl.g_01688
OG0000286	Prao.g_00901	Prbl.g_02477
OG0000287	Prao.g_00918	Prbl.g_02608
OG0000288	Prao.g_00947	Prbl.g_02531
OG0000289	Prao.g_00958	Prbl.g_02544
OG0000290	Prao.g_00971	Prbl.g_00930
OG0000291	Prao.g_00973	Prbl.g_00928
OG0000292	Prao.g_01025	Prbl.g_02128
OG0000293	Prao.g_01098	Prbl.g_02071
OG0000294	Prao.g_01097	Prbl.g_02072
OG0000295	Prao.g_01077	Prbl.g_00178
OG0000296	Prao.g_01075	Prbl.g_00180
OG0000297	Prao.g_01067	Prbl.g_01382
OG0000298	Prao.g_01066	Prbl.g_01383
OG0000299	Prao.g_01049	Prbl.g_01372
OG0000300	Prao.g_01046	Prbl.g_02582
OG0000301	Prao.g_01045	Prbl.g_02583
OG0000302	Prao.g_01043	Prbl.g_02586
OG0000303	Prao.g_01036	Prbl.g_00187
OG0000304	Prao.g_01032	Prbl.g_01102
OG0000305	Prao.g_01247	Prbl.g_00926
OG0000306	Prao.g_01244	Prbl.g_01586
OG0000307	Prao.g_01230	Prbl.g_00494
OG0000308	Prao.g_01229	Prbl.g_00492
OG0000309	Prao.g_01225	Prbl.g_00488
OG0000310	Prao.g_01382	Prbl.g_00160
OG0000311	Prao.g_01384	Prbl.g_00258
OG0000312	Prao.g_01387	Prbl.g_00254
OG0000313	Prao.g_01401	Prbl.g_00230
OG0000314	Prao.g_01423	Prbl.g_00699
OG0000315	Prao.g_01433	Prbl.g_00709
OG0000316	Prao.g_01453	Prbl.g_00441
OG0000317	Prao.g_01550	Prbl.g_00399
OG0000318	Prao.g_01553	Prbl.g_00393
OG0000319	Prao.g_01566	Prbl.g_00376
OG0000320	Prao.g_01568	Prbl.g_00374
OG0000321	Prao.g_01569	Prbl.g_00373
OG0000322	Prao.g_01570	Prbl.g_00372
OG0000323	Prao.g_01579	Prbl.g_00361
OG0000324	Prao.g_01605	Prbl.g_00332
OG0000325	Prao.g_01616	Prbl.g_02683
OG0000326	Prao.g_01622	Prbl.g_01059
OG0000327	Prao.g_01646	Prbl.g_00957
OG0000328	Prao.g_01647	Prbl.g_00958
OG0000329	Prao.g_01664	Prbl.g_00975
OG0000330	Prao.g_01665	Prbl.g_00976
OG0000331	Prao.g_01666	Prbl.g_00977
OG0000332	Prao.g_01680	Prbl.g_00992
OG0000333	Prao.g_01682	Prbl.g_00994
OG0000334	Prao.g_01690	Prbl.g_01131
OG0000335	Prao.g_01695	Prbl.g_01136
OG0000336	Prao.g_01699	Prbl.g_01140
OG0000337	Prao.g_01715	Prbl.g_00863
OG0000338	Prao.g_01716	Prbl.g_00859
OG0000339	Prao.g_01720	Prbl.g_00853
OG0000340	Prao.g_01728	Prbl.g_00841
OG0000341	Prao.g_01730	Prbl.g_00839
OG0000342	Prao.g_01731	Prbl.g_00838
OG0000343	Prao.g_01732	Prbl.g_01307
OG0000344	Prao.g_01735	Prbl.g_01304
OG0000345	Prao.g_01740	Prbl.g_01289
OG0000346	Prao.g_01744	Prbl.g_01284
OG0000347	Prao.g_01760	Prbl.g_02053
OG0000348	Prao.g_01770	Prbl.g_02016
OG0000349	Prao.g_01787	Prbl.g_01992
OG0000350	Prao.g_01806	Prbl.g_02195
OG0000351	Prao.g_01823	Prbl.g_02147
OG0000352	Prao.g_01824	Prbl.g_02146
OG0000353	Prao.g_01840	Prbl.g_02122
OG0000354	Prao.g_00637	Prbl.g_00789, Prbl.g_01959
OG0000355	Prao.g_01842	Prbl.g_02120
OG0000356	Prao.g_01843	Prbl.g_02119
OG0000357	Prao.g_01844	Prbl.g_02118
OG0000358	Prao.g_01848	Prbl.g_02114
OG0000359	Prao.g_01849	Prbl.g_02112
OG0000360	Prao.g_01850	Prbl.g_02111
OG0000361	Prao.g_00157	Prbl.g_02110
OG0000362	Prao.g_00159	Prbl.g_02108
OG0000363	Prao.g_00161	Prbl.g_01955
OG0000364	Prao.g_00162	Prbl.g_01956
OG0000365	Prao.g_00167	Prbl.g_01965
OG0000366	Prao.g_00168	Prbl.g_01966
OG0000367	Prao.g_00169	Prbl.g_01967
OG0000368	Prao.g_00171	Prbl.g_01969
OG0000369	Prao.g_00172	Prbl.g_01970
OG0000370	Prao.g_00173	Prbl.g_01971
OG0000371	Prao.g_00178	Prbl.g_01980
OG0000372	Prao.g_00181	Prbl.g_01985
OG0000373	Prao.g_00182	Prbl.g_01986
OG0000374	Prao.g_00183	Prbl.g_01987
OG0000375	Prao.g_00186	Prbl.g_01988
OG0000376	Prao.g_00188	Prbl.g_01990
OG0000377	Prao.g_00191	Prbl.g_02244
OG0000378	Prao.g_00193	Prbl.g_02258
OG0000379	Prao.g_00196	Prbl.g_02274
OG0000380	Prao.g_00205	Prbl.g_00612
OG0000381	Prao.g_00209	Prbl.g_00607
OG0000382	Prao.g_00220	Prbl.g_00592
OG0000383	Prao.g_00222	Prbl.g_00590
OG0000384	Prao.g_00223	Prbl.g_00589
OG0000385	Prao.g_00224	Prbl.g_00588
OG0000386	Prao.g_00225	Prbl.g_00587
OG0000387	Prao.g_00238	Prbl.g_00561
OG0000388	Prao.g_00241	Prbl.g_00557
OG0000389	Prao.g_00244	Prbl.g_00553
OG0000390	Prao.g_00251	Prbl.g_01331
OG0000391	Prao.g_00255	Prbl.g_01326
OG0000392	Prao.g_00259	Prbl.g_01320
OG0000393	Prao.g_00261	Prbl.g_01315
OG0000394	Prao.g_00262	Prbl.g_01314
OG0000395	Prao.g_00263	Prbl.g_01313
OG0000396	Prao.g_00266	Prbl.g_00827
OG0000397	Prao.g_00268	Prbl.g_00825
OG0000398	Prao.g_00270	Prbl.g_00820
OG0000399	Prao.g_00271	Prbl.g_00819
OG0000400	Prao.g_00272	Prbl.g_00818
OG0000401	Prao.g_00273	Prbl.g_00817
OG0000402	Prao.g_00274	Prbl.g_00815
OG0000403	Prao.g_00275	Prbl.g_00814
OG0000404	Prao.g_00276	Prbl.g_00812
OG0000405	Prao.g_00280	Prbl.g_00305
OG0000406	Prao.g_00285	Prbl.g_00301
OG0000407	Prao.g_00286	Prbl.g_00300
OG0000408	Prao.g_00288	Prbl.g_00298
OG0000409	Prao.g_00290	Prbl.g_00296
OG0000410	Prao.g_00291	Prbl.g_00295
OG0000411	Prao.g_00292	Prbl.g_00294
OG0000412	Prao.g_00293	Prbl.g_00293
OG0000413	Prao.g_00294	Prbl.g_00291
OG0000414	Prao.g_00295	Prbl.g_00290
OG0000415	Prao.g_00296	Prbl.g_00289
OG0000416	Prao.g_00297	Prbl.g_00288
OG0000417	Prao.g_00298	Prbl.g_00287
OG0000418	Prao.g_00303	Prbl.g_00282
OG0000419	Prao.g_00305	Prbl.g_00280
OG0000420	Prao.g_00306	Prbl.g_00279
OG0000421	Prao.g_00311	Prbl.g_00275
OG0000422	Prao.g_00312	Prbl.g_00274
OG0000423	Prao.g_00313	Prbl.g_00273
OG0000424	Prao.g_00314	Prbl.g_00272
OG0000425	Prao.g_00315	Prbl.g_00271
OG0000426	Prao.g_00316	Prbl.g_00270
OG0000427	Prao.g_00317	Prbl.g_00269
OG0000428	Prao.g_00319	Prbl.g_02377
OG0000429	Prao.g_00320	Prbl.g_00066
OG0000430	Prao.g_00321	Prbl.g_00068
OG0000431	Prao.g_00323	Prbl.g_00072
OG0000432	Prao.g_00326	Prbl.g_00079
OG0000433	Prao.g_00327	Prbl.g_00082
OG0000434	Prao.g_00328	Prbl.g_00083
OG0000435	Prao.g_00329	Prbl.g_00086
OG0000436	Prao.g_00334	Prbl.g_00092
OG0000437	Prao.g_00335	Prbl.g_00093
OG0000438	Prao.g_00336	Prbl.g_00094
OG0000439	Prao.g_00338	Prbl.g_00096
OG0000440	Prao.g_00339	Prbl.g_00097
OG0000441	Prao.g_00342	Prbl.g_00104
OG0000442	Prao.g_00343	Prbl.g_00105
OG0000443	Prao.g_00344	Prbl.g_01283
OG0000444	Prao.g_00349	Prbl.g_00127
OG0000445	Prao.g_00350	Prbl.g_00126
OG0000446	Prao.g_00351	Prbl.g_00124
OG0000447	Prao.g_00352	Prbl.g_01244
OG0000448	Prao.g_00353	Prbl.g_01245
OG0000449	Prao.g_00354	Prbl.g_01246
OG0000450	Prao.g_00355	Prbl.g_01252
OG0000451	Prao.g_00356	Prbl.g_01253
OG0000452	Prao.g_00359	Prbl.g_01258
OG0000453	Prao.g_00360	Prbl.g_01259
OG0000454	Prao.g_00361	Prbl.g_01260
OG0000455	Prao.g_00362	Prbl.g_01261
OG0000456	Prao.g_00363	Prbl.g_01262
OG0000457	Prao.g_00364	Prbl.g_01264
OG0000458	Prao.g_00365	Prbl.g_01265
OG0000459	Prao.g_00366	Prbl.g_01266
OG0000460	Prao.g_00373	Prbl.g_01923
OG0000461	Prao.g_00380	Prbl.g_02679
OG0000462	Prao.g_00382	Prbl.g_02666
OG0000463	Prao.g_00383	Prbl.g_01516
OG0000464	Prao.g_00384	Prbl.g_01515
OG0000465	Prao.g_00385	Prbl.g_01513
OG0000466	Prao.g_00388	Prbl.g_01508
OG0000467	Prao.g_00389	Prbl.g_01506
OG0000468	Prao.g_00391	Prbl.g_01499
OG0000469	Prao.g_00400	Prbl.g_01486
OG0000470	Prao.g_00402	Prbl.g_01473
OG0000471	Prao.g_00403	Prbl.g_01472
OG0000472	Prao.g_00404	Prbl.g_01470
OG0000473	Prao.g_00406	Prbl.g_01468
OG0000474	Prao.g_00407	Prbl.g_01467
OG0000475	Prao.g_00408	Prbl.g_01466
OG0000476	Prao.g_00409	Prbl.g_01464
OG0000477	Prao.g_00412	Prbl.g_01459
OG0000478	Prao.g_00413	Prbl.g_01458
OG0000479	Prao.g_00414	Prbl.g_01457
OG0000480	Prao.g_00419	Prbl.g_01450
OG0000481	Prao.g_00421	Prbl.g_01448
OG0000482	Prao.g_00422	Prbl.g_01447
OG0000483	Prao.g_00425	Prbl.g_01443
OG0000484	Prao.g_00426	Prbl.g_01442
OG0000485	Prao.g_00427	Prbl.g_01441
OG0000486	Prao.g_00428	Prbl.g_01440
OG0000487	Prao.g_00432	Prbl.g_01435
OG0000488	Prao.g_00435	Prbl.g_01431
OG0000489	Prao.g_00440	Prbl.g_01420
OG0000490	Prao.g_00444	Prbl.g_01414
OG0000491	Prao.g_00445	Prbl.g_01413
OG0000492	Prao.g_00447	Prbl.g_00909
OG0000493	Prao.g_00448	Prbl.g_00908
OG0000494	Prao.g_00449	Prbl.g_00907
OG0000495	Prao.g_00450	Prbl.g_00906
OG0000496	Prao.g_00451	Prbl.g_00905
OG0000497	Prao.g_00452	Prbl.g_00904
OG0000498	Prao.g_00453	Prbl.g_00903
OG0000499	Prao.g_00454	Prbl.g_00902
OG0000500	Prao.g_00455	Prbl.g_00901
OG0000501	Prao.g_00457	Prbl.g_00898
OG0000502	Prao.g_00460	Prbl.g_00886
OG0000503	Prao.g_00470	Prbl.g_01201
OG0000504	Prao.g_00471	Prbl.g_01203
OG0000505	Prao.g_00472	Prbl.g_01204
OG0000506	Prao.g_00474	Prbl.g_01206
OG0000507	Prao.g_00476	Prbl.g_01210
OG0000508	Prao.g_00479	Prbl.g_01217
OG0000509	Prao.g_00481	Prbl.g_01219
OG0000510	Prao.g_00482	Prbl.g_01220
OG0000511	Prao.g_00483	Prbl.g_01221
OG0000512	Prao.g_00485	Prbl.g_01223
OG0000513	Prao.g_00492	Prbl.g_02678
OG0000514	Prao.g_00535	Prbl.g_00676
OG0000515	Prao.g_00536	Prbl.g_00675
OG0000516	Prao.g_00537	Prbl.g_00663
OG0000517	Prao.g_00539	Prbl.g_00653
OG0000518	Prao.g_00550	Prbl.g_00641
OG0000519	Prao.g_00551	Prbl.g_00640
OG0000520	Prao.g_00552	Prbl.g_00639
OG0000521	Prao.g_00557	Prbl.g_00625
OG0000522	Prao.g_00559	Prbl.g_00623
OG0000523	Prao.g_00560	Prbl.g_00622
OG0000524	Prao.g_00567	Prbl.g_01364
OG0000525	Prao.g_00570	Prbl.g_01348
OG0000526	Prao.g_00571	Prbl.g_01346
OG0000527	Prao.g_00579	Prbl.g_01342
OG0000528	Prao.g_00584	Prbl.g_00506
OG0000529	Prao.g_00587	Prbl.g_00512
OG0000530	Prao.g_00590	Prbl.g_00515
OG0000531	Prao.g_00591	Prbl.g_00516
OG0000532	Prao.g_00593	Prbl.g_00519
OG0000533	Prao.g_00594	Prbl.g_00521
OG0000534	Prao.g_00595	Prbl.g_00522
OG0000535	Prao.g_00596	Prbl.g_00523
OG0000536	Prao.g_00597	Prbl.g_00524
OG0000537	Prao.g_00598	Prbl.g_00525
OG0000538	Prao.g_00606	Prbl.g_00536
OG0000539	Prao.g_00607	Prbl.g_00806
OG0000540	Prao.g_00608	Prbl.g_00805
OG0000541	Prao.g_00609	Prbl.g_00804
OG0000542	Prao.g_00611	Prbl.g_00801
OG0000543	Prao.g_00613	Prbl.g_00799
OG0000544	Prao.g_00614	Prbl.g_00798
OG0000545	Prao.g_00616	Prbl.g_00797
OG0000546	Prao.g_00619	Prbl.g_00794
OG0000547	Prao.g_00621	Prbl.g_00792
OG0000548	Prao.g_00622	Prbl.g_00791
OG0000549	Prao.g_00624	Prbl.g_00785
OG0000550	Prao.g_00629	Prbl.g_00780
OG0000551	Prao.g_00633	Prbl.g_00776
OG0000552	Prao.g_00634	Prbl.g_00775
OG0000553	Prao.g_00635	Prbl.g_00770
OG0000554	Prao.g_01857	Prbl.g_00765
OG0000555	Prao.g_01161	Prbl.g_00747
OG0000556	Prao.g_01163	Prbl.g_02645
OG0000557	Prao.g_01164	Prbl.g_01878
OG0000558	Prao.g_01166	Prbl.g_01881
OG0000559	Prao.g_01170	Prbl.g_01885
OG0000560	Prao.g_01173	Prbl.g_01888
OG0000561	Prao.g_01174	Prbl.g_01889
OG0000562	Prao.g_01175	Prbl.g_01890
OG0000563	Prao.g_01176	Prbl.g_01891
OG0000564	Prao.g_01177	Prbl.g_01892
OG0000565	Prao.g_01180	Prbl.g_01895
OG0000566	Prao.g_01182	Prbl.g_01899
OG0000567	Prao.g_01186	Prbl.g_01903
OG0000568	Prao.g_01187	Prbl.g_01905
OG0000569	Prao.g_01862	Prbl.g_01801
OG0000570	Prao.g_01863	Prbl.g_01800
OG0000571	Prao.g_01865	Prbl.g_01797
OG0000572	Prao.g_00025	Prbl.g_01781
OG0000573	Prao.g_00030	Prbl.g_01774
OG0000574	Prao.g_00031	Prbl.g_01773
OG0000575	Prao.g_00035	Prbl.g_01764
